"uuid:ID","codeSystem","instanceType","id","codeSystemVersion","decode","code"
"5d0eda22-1d22-4267-8724-97b2c2e21c02","http://www.cdisc.org","Code","Code_97","2023-09-29","Visit","C25716"
"45573b68-830f-4722-9878-6c8633498588","http://www.cdisc.org","Code","Code_98","2023-09-29","Clinic","C51282"
"119f8c98-8e41-4f1b-96c0-284b91f90019","http://www.cdisc.org","Code","Code_99","2023-09-29","In Person","C175574"
"32651f68-afbe-491c-9719-302ced85c1f5","http://www.cdisc.org","Code","Code_100","2023-09-29","Visit","C25716"
"2b6fddf4-e214-4252-8706-d7063c4dc6b2","http://www.cdisc.org","Code","Code_101","2023-09-29","Clinic","C51282"
"bf9c4ecc-7d1c-423e-9c1f-241a5a98f98c","http://www.cdisc.org","Code","Code_102","2023-09-29","In Person","C175574"
"2bb5ad35-9b38-4ce4-b988-342ccf034a72","http://www.cdisc.org","Code","Code_103","2023-09-29","Telephone Call","C171537"
"61a56e78-1798-4055-b7a6-7d55682a2fef","http://www.cdisc.org","Code","Code_104","2023-09-29","Visit","C25716"
"7677c07a-7353-4d8a-9867-e0702570a576","http://www.cdisc.org","Code","Code_105","2023-09-29","Clinic","C51282"
"4fe9d596-9278-414b-9245-58ac895ed93e","http://www.cdisc.org","Code","Code_106","2023-09-29","In Person","C175574"
"e3e4c13c-0757-4f0d-963c-562876d73277","http://www.cdisc.org","Code","Code_107","2023-09-29","Telephone Call","C171537"
"fb19ecd0-667d-4f36-9390-0281693e7f73","http://www.cdisc.org","Code","Code_108","2023-09-29","Visit","C25716"
"d519e625-f31b-4b49-98f1-f4a614a75fd6","http://www.cdisc.org","Code","Code_109","2023-09-29","Clinic","C51282"
"53d289bc-5ce2-4f32-bf94-7ad7090143c2","http://www.cdisc.org","Code","Code_110","2023-09-29","In Person","C175574"
"330384ae-f6ec-4a29-a462-6a217a547a7e","http://www.cdisc.org","Code","Code_111","2023-09-29","Telephone Call","C171537"
"93156251-266b-4f36-8c04-e3761ff3db04","http://www.cdisc.org","Code","Code_112","2023-09-29","Visit","C25716"
"ede0da6e-9aaa-48cf-b1b6-520e29a991e6","http://www.cdisc.org","Code","Code_113","2023-09-29","Clinic","C51282"
"48814733-dae0-4ac9-abe7-b01c4c2b0af0","http://www.cdisc.org","Code","Code_114","2023-09-29","In Person","C175574"
"03c234b3-32e5-4ac3-92ab-72035756a873","http://www.cdisc.org","Code","Code_115","2023-09-29","Telephone Call","C171537"
"52f596d2-d75a-41a0-a835-5222a2cec63a","http://www.cdisc.org","Code","Code_116","2023-09-29","Visit","C25716"
"3000fec3-0933-4bf6-81dc-0fc838725e97","http://www.cdisc.org","Code","Code_117","2023-09-29","Clinic","C51282"
"395d828e-a00f-4604-bc53-0a2c71b2bcc1","http://www.cdisc.org","Code","Code_118","2023-09-29","In Person","C175574"
"14bdbf56-e47b-4f1b-a7c7-1b092a403c20","http://www.cdisc.org","Code","Code_119","2023-09-29","Visit","C25716"
"f6bc263e-a423-4077-bed2-44ecaba55890","http://www.cdisc.org","Code","Code_120","2023-09-29","Clinic","C51282"
"0512f037-e7c3-4b3f-aad4-8bfdcf521387","http://www.cdisc.org","Code","Code_121","2023-09-29","In Person","C175574"
"bde8434e-a977-4c17-9b13-7aaefd78b363","SNOMED","Code","Code_79","January 31, 2018","CT of head without contrast","383371000119108"
"a49759e7-e3e1-4edf-97a7-f9372fbefc9d","SPONSOR","Code","Code_80","12","Subject Supine","123"
"ac9ff8f5-30f6-4a49-b903-b4d632866c7d","SPONSOR","Code","Code_81","12","Subject Standing","124"
"0b3987c5-35cc-4fc9-a732-d2ac16251154","NCI Thesaurus","Code","Code_278","","Vital Signs Result","C173522"
"7242af82-6f48-41e0-876d-a8cf56c08d7a","http://www.cdisc.org","Code","Code_279","2023-09-29","Kelvin","C42537"
"5745a7d7-fae0-47d4-b2b2-892aa0a34460","NCI Thesaurus","Code","Code_280","","Unit of Temperature","C44276"
"56f9db21-dae7-4624-acc2-0182a6726e31","NCI Thesaurus","Code","Code_281","","Vital Signs Location","C83088"
"d9ebb8df-8c18-4272-aecd-7258f3865d08","NCI Thesaurus","Code","Code_277","","Body Temperature","C174446"
"93861234-8003-4ab6-b072-a467cd82289b","NCI Thesaurus","Code","Code_283","","Vital Signs Result","C173522"
"6ea76a8f-8d95-4fe9-a3f5-c5358e13a0b5","http://www.cdisc.org","Code","Code_284","2023-09-29","Kilogram","C28252"
"c21cd8a1-ba02-4a39-bfea-ffba91e7b30c","http://www.cdisc.org","Code","Code_285","2023-09-29","Gram","C48155"
"1def8123-2667-45c0-96e4-a9fef62fc9b7","http://www.cdisc.org","Code","Code_286","2023-09-29","Pound","C48531"
"a03092e7-f230-4de6-b42e-ca9241d41fb1","NCI Thesaurus","Code","Code_287","","Unit of Weight","C48208"
"c6a858d9-3b38-4be9-8433-0e4cd93eb78f","NCI Thesaurus","Code","Code_282","","Body Weight","C81328"
"abb9ae14-d5d9-41fe-ad9f-3437988653d9","NCI Thesaurus","Code","Code_289","","Vital Signs Result","C173522"
"946ea283-ac70-496a-89ad-6e8d80d50b8a","http://www.cdisc.org","Code","Code_290","2023-09-29","Centimeter","C49668"
"d118ede4-2adb-4082-854d-59fc1a0d81d8","http://www.cdisc.org","Code","Code_291","2023-09-29","Inch","C48500"
"0bb13902-e3b5-4dec-b9bd-faf9a96349b8","http://www.cdisc.org","Code","Code_292","2023-09-29","Millimeter","C28251"
"33745d81-6a56-4aec-b08f-72b014faa332","http://www.cdisc.org","Code","Code_293","2023-09-29","Meter","C41139"
"188d0c85-98a2-4c96-97d1-41ae0d6b09c8","NCI Thesaurus","Code","Code_294","","Unit of Height","C168688"
"5a5c4ab9-b999-4b9b-85a0-7db0a022e159","NCI Thesaurus","Code","Code_288","","Body Height","C164634"
"676de259-a3b4-4736-9626-8e36d60dec40","NCI Thesaurus","Code","Code_296","","Laboratory Test Result","C36292"
"d2e5b5bf-af34-40c1-b7b3-88f8542fd830","NCI Thesaurus","Code","Code_297","","Laboratory Test Fasting Status","C83309"
"24d658c4-28f1-482b-b8e0-55867526da35","NCI Thesaurus","Code","Code_298","","Unit of Catalytic Activity Concentration","C67365"
"13e7b6a7-9012-47d3-b2f6-7bfd2bc0478f","NCI Thesaurus","Code","Code_299","","Biospecimen Type","C70713"
"d2c465d8-bb78-4244-af49-5a3d48f55528","NCI Thesaurus","Code","Code_295","","Alanine Aminotransferase Measurement","C64433"
"e97bbd27-606a-40db-8edf-1357b7b69f1b","NCI Thesaurus","Code","Code_301","","Laboratory Test Result","C36292"
"cb5f4d50-cb4d-4104-97f3-6cabc8d94c05","NCI Thesaurus","Code","Code_302","","Laboratory Test Fasting Status","C83309"
"d29fe513-3ab6-404e-ba6e-1d0fc9645525","NCI Thesaurus","Code","Code_303","","Unit of Concentration","C48207"
"a27a919e-1237-4c3c-bde9-b7431b783f72","NCI Thesaurus","Code","Code_304","","Biospecimen Type","C70713"
"f22f8862-b8ed-4cfd-9633-cb3c5dda8c0b","NCI Thesaurus","Code","Code_300","","Albumin Measurement","C64431"
"701d89c8-f91f-4d01-b425-6cca0a079563","NCI Thesaurus","Code","Code_306","","Laboratory Test Result","C36292"
"7ffc8de5-4d32-4f09-b70a-4d3f2d788227","NCI Thesaurus","Code","Code_307","","Laboratory Test Fasting Status","C83309"
"f57fedab-05e9-47ca-953e-c02fea15bbf5","NCI Thesaurus","Code","Code_308","","Unit of Catalytic Activity Concentration","C67365"
"57a2ea32-0a7a-465b-bae6-5f93517ae1b2","NCI Thesaurus","Code","Code_309","","Biospecimen Type","C70713"
"40d5cbec-0975-4624-a1ea-fc503b6c982f","NCI Thesaurus","Code","Code_305","","Alkaline Phosphatase Measurement","C64432"
"6a91d11b-a611-42ce-bbb7-12df37080228","NCI Thesaurus","Code","Code_311","","Laboratory Test Result","C36292"
"0fde251c-37dd-4939-b624-af25a4ed8f90","NCI Thesaurus","Code","Code_312","","Laboratory Test Fasting Status","C83309"
"41f6b092-d475-4dd5-a995-ff98d3b6aec0","NCI Thesaurus","Code","Code_313","","Unit of Catalytic Activity Concentration","C67365"
"049a89e3-60ba-4196-bec6-49c14acf2529","NCI Thesaurus","Code","Code_314","","Biospecimen Type","C70713"
"33a89c4b-1e4c-4a8b-8dc1-52b121ace27a","NCI Thesaurus","Code","Code_310","","Aspartate Aminotransferase Measurement","C64467"
"5585215f-3507-46c1-a7d0-56426ecc6083","NCI Thesaurus","Code","Code_316","","Laboratory Test Result","C36292"
"d6e00e12-dc4b-4010-a6e2-b7e7f3c5de4d","NCI Thesaurus","Code","Code_317","","Laboratory Test Fasting Status","C83309"
"b248e1e6-4a93-4b74-9a58-969215e59942","NCI Thesaurus","Code","Code_318","","Unit of Concentration","C48207"
"7d9e38f5-eba1-4ce6-b3e6-8172cbaca5b9","NCI Thesaurus","Code","Code_319","","Biospecimen Type","C70713"
"512b8f19-b481-4946-b3a5-3e77438d3b22","NCI Thesaurus","Code","Code_315","","Creatinine Measurement","C64547"
"7f52f057-be4b-42be-aec1-db7b00b28439","NCI Thesaurus","Code","Code_321","","Laboratory Test Result","C36292"
"aa8216ea-b3b7-4f82-b6d1-d51a3daa5f92","NCI Thesaurus","Code","Code_322","","Laboratory Test Fasting Status","C83309"
"1c299b48-16a6-4b10-bbc3-934d780eed5d","NCI Thesaurus","Code","Code_323","","Molarity Unit","C64567"
"9553898e-22ed-442e-b16e-eef0fe0c01f8","NCI Thesaurus","Code","Code_324","","Biospecimen Type","C70713"
"75bbed55-2bc6-4209-a197-9b61cfefd8c9","NCI Thesaurus","Code","Code_320","","Potassium Measurement","C64853"
"a4149c00-d643-4dda-afc3-91f3a1105826","NCI Thesaurus","Code","Code_326","","Laboratory Test Result","C36292"
"a58f2bf9-aada-45fd-8ed0-3d7f9d61992a","NCI Thesaurus","Code","Code_327","","Laboratory Test Fasting Status","C83309"
"00c48fe0-a3a1-40d8-934f-8cc6733e91f7","NCI Thesaurus","Code","Code_328","","Molarity Unit","C64567"
"ce50d4d3-715e-487f-bab4-eaa3102a1cb5","NCI Thesaurus","Code","Code_329","","Biospecimen Type","C70713"
"5cbcda85-0244-4d02-9986-194efa151e2d","NCI Thesaurus","Code","Code_325","","Sodium Measurement","C64809"
"6b5992f2-6778-41e5-90a6-dfdf24851e83","NCI Thesaurus","Code","Code_145","","Adverse Event Verbatim Description","C78541"
"ca2b1aa4-fe5c-4215-96bb-9af52ee58cba","NCI Thesaurus","Code","Code_146","","Adverse Event Dictionary Derived Term","C83344"
"d3590856-5f70-423f-a396-1dc1bec3ce8a","NCI Thesaurus","Code","Code_147","","Adverse Event Category","C83198"
"58145123-c732-448d-8993-3f7c620a9b9d","NCI Thesaurus","Code","Code_148","","Adverse Event Subcategory","C83212"
"67a530e4-c641-4d61-82c1-6329acc9ef42","NCI Thesaurus","Code","Code_149","","Adverse Event Pre-specified","C87840"
"e976c2a5-0503-4992-a417-b673567894c3","NCI Thesaurus","Code","Code_150","","Severity of Adverse Event","C53253"
"4e48dce1-2b6b-4a36-ac22-53fce775a4e0","NCI Thesaurus","Code","Code_151","","Adverse Event Toxicity Grade","C78605"
"5c5393fe-a078-4d30-a83e-3e1a450b424f","NCI Thesaurus","Code","Code_152","","Seriousness of Adverse Event","C53252"
"1f1ae2ce-9b5a-446c-b2f2-2c487b16a582","NCI Thesaurus","Code","Code_153","","Adverse Event Action Taken with Study Treatment","C83013"
"d2fe1e64-e71e-4762-8b3c-0d27d0072426","NCI Thesaurus","Code","Code_154","","Adverse Event Attribution to Product or Procedure","C41358"
"268037fd-9c06-47b4-8e92-0dc140ca4695","http://www.cdisc.org","Code","Code_155","2023-09-29","Intermittent","C71325"
"221e9e80-7818-40c8-8e1d-1109e078e84f","NCI Thesaurus","Code","Code_156","","Adverse Event Pattern","C83208"
"1f668b21-177f-4a8a-93c4-880d6b37eae0","NCI Thesaurus","Code","Code_157","","Adverse Event Outcome","C49489"
"20456b5a-52aa-48a5-8285-503ded7695bf","NCI Thesaurus","Code","Code_158","","Adverse Event Start Date Time","C83215"
"4952aa70-97eb-41a4-bbad-361e044d4b40","NCI Thesaurus","Code","Code_159","","Adverse Event End Date Time","C83201"
"f4f229fb-e61d-49c6-a2bf-80c2c7ed383e","NCI Thesaurus","Code","Code_144","","Adverse Event","C41331"
"ad481d05-0218-4f69-b32a-c87b4d208d7d","NCI Thesaurus","Code","Code_161","","Vital Signs Result","C173522"
"bc80752b-ce4b-4540-8ad5-a8bb8d4c55e2","http://www.cdisc.org","Code","Code_162","2023-09-29","Pascal","C42547"
"29f65bfe-e657-45c3-8137-05b2ca8911c7","NCI Thesaurus","Code","Code_163","","Unit of Pressure","C49669"
"e51e0fe2-e18b-4bc9-aa77-489fb6c2b3b5","NCI Thesaurus","Code","Code_164","","Vital Signs Location","C83088"
"88dc594d-e38c-47a0-ac75-55bc6d640116","NCI Thesaurus","Code","Code_165","","Vital Signs Laterality","C123975"
"81a1e1e5-955e-4663-af57-9e4bf60341fa","NCI Thesaurus","Code","Code_166","","Test Method","C82535"
"e46702a7-4894-4a65-af57-f721878ce64e","NCI Thesaurus","Code","Code_167","","Vital Signs Position","C83114"
"f43da5fc-f3cd-46bf-bcff-46fa3bd6595b","NCI Thesaurus","Code","Code_160","","Systolic Blood Pressure","C25298"
"32ad675a-5472-4ebe-b285-b3f93e097abc","NCI Thesaurus","Code","Code_169","","Vital Signs Result","C173522"
"d9a41882-7750-471b-9fc0-9252c416885b","http://www.cdisc.org","Code","Code_170","2023-09-29","Pascal","C42547"
"099bb14e-0b82-4b06-908c-7bd43585e2b7","NCI Thesaurus","Code","Code_171","","Unit of Pressure","C49669"
"cdda9a17-6a66-4cca-81b4-f91ff16064fc","NCI Thesaurus","Code","Code_172","","Vital Signs Location","C83088"
"4468b5ec-676e-48ef-af25-8d09d738a775","NCI Thesaurus","Code","Code_173","","Vital Signs Laterality","C123975"
"14c5c647-181d-4410-ba5d-26a4a27b1bda","NCI Thesaurus","Code","Code_174","","Test Method","C82535"
"6ea14ec5-d347-4300-93d7-01f3dd9ccaba","NCI Thesaurus","Code","Code_175","","Vital Signs Position","C83114"
"593deaf1-3a5f-4883-8763-194007cd1e3f","NCI Thesaurus","Code","Code_168","","Diastolic Blood Pressure","C25299"
"70e31220-12d9-40c3-a778-f943086d6619","NCI Thesaurus","Code","Code_177","","Vital Signs Result","C173522"
"51dcde83-c74f-487c-a9a2-c6e0591b3d54","http://www.cdisc.org","Code","Code_178","2023-09-29","Kelvin","C42537"
"96339473-5eae-477d-9c0c-305bd5746827","NCI Thesaurus","Code","Code_179","","Unit of Temperature","C44276"
"96b72231-9143-49af-bbc4-721b74dcacca","NCI Thesaurus","Code","Code_180","","Vital Signs Location","C83088"
"1249207b-97de-4c7d-84a3-b2d8c622e4fd","NCI Thesaurus","Code","Code_176","","Body Temperature","C174446"
"8d10623a-48fa-4a78-b75b-8e6c29a96cd6","NCI Thesaurus","Code","Code_182","","Vital Signs Result","C173522"
"1a8cb6ce-34bb-45b8-acf9-b2d3f07a565e","http://www.cdisc.org","Code","Code_183","2023-09-29","Kilogram","C28252"
"e196fb2a-8ec3-4649-9498-b557f3faacf1","http://www.cdisc.org","Code","Code_184","2023-09-29","Gram","C48155"
"5e8fac88-22a7-43fd-b5f2-e7d008a8d258","http://www.cdisc.org","Code","Code_185","2023-09-29","Pound","C48531"
"1deed53a-9982-4f55-9537-cbde5ac3eaae","NCI Thesaurus","Code","Code_186","","Unit of Weight","C48208"
"9ff92477-50b8-4d16-b34e-066f05f0342d","NCI Thesaurus","Code","Code_181","","Body Weight","C81328"
"3852b22f-2a49-4d32-9af8-f9d9b4e02535","NCI Thesaurus","Code","Code_188","","Vital Signs Result","C173522"
"a2882081-e516-4db2-a538-2e3f56535a34","http://www.cdisc.org","Code","Code_189","2023-09-29","Centimeter","C49668"
"30ea6c13-c30a-428a-acce-4989cd75998d","http://www.cdisc.org","Code","Code_190","2023-09-29","Inch","C48500"
"df56a553-bc53-4e88-9e35-b1cd4d193dea","http://www.cdisc.org","Code","Code_191","2023-09-29","Millimeter","C28251"
"306dc1aa-9ff9-4377-a9d9-7eeda909095f","http://www.cdisc.org","Code","Code_192","2023-09-29","Meter","C41139"
"fea02265-9e8c-4b31-a37b-ce2992528b13","NCI Thesaurus","Code","Code_193","","Unit of Height","C168688"
"f9fe3ae4-dd34-43d4-82d0-a39e3b5071dc","NCI Thesaurus","Code","Code_187","","Body Height","C164634"
"a1d9d823-eab9-4a6c-894a-2bb3f6b361bb","NCI Thesaurus","Code","Code_195","","Laboratory Test Result","C36292"
"9a2cb1a7-8815-45e4-94e2-96195727a044","NCI Thesaurus","Code","Code_196","","Laboratory Test Fasting Status","C83309"
"e40e4c73-5832-4b3b-9029-13c453516573","NCI Thesaurus","Code","Code_197","","Unit of Catalytic Activity Concentration","C67365"
"d98f111f-0bba-49f3-9da0-3ab725662b06","NCI Thesaurus","Code","Code_198","","Biospecimen Type","C70713"
"384c4cfc-ccb1-421c-b77a-c49295e36840","NCI Thesaurus","Code","Code_194","","Alanine Aminotransferase Measurement","C64433"
"766f98ba-0a0e-4bca-8a96-003a06d2e126","NCI Thesaurus","Code","Code_200","","Laboratory Test Result","C36292"
"c8282223-631c-4db0-8cc0-2760cc5eda40","NCI Thesaurus","Code","Code_201","","Laboratory Test Fasting Status","C83309"
"c7816319-d41d-4706-90b4-7bd47d6c5347","NCI Thesaurus","Code","Code_202","","Unit of Concentration","C48207"
"87f67065-0538-4dd6-9b91-1cc8b151f66d","NCI Thesaurus","Code","Code_203","","Biospecimen Type","C70713"
"e5a12c0d-7b24-4559-b76b-9dd83c1427f1","NCI Thesaurus","Code","Code_199","","Albumin Measurement","C64431"
"ba4f77b5-d5f5-49aa-ac70-b83e48a15361","NCI Thesaurus","Code","Code_205","","Laboratory Test Result","C36292"
"9bc6d1c2-3b89-4c2c-b72f-3e66f62560fb","NCI Thesaurus","Code","Code_206","","Laboratory Test Fasting Status","C83309"
"ed21eaca-3cc7-4d6b-92af-63bf8af53e47","NCI Thesaurus","Code","Code_207","","Unit of Catalytic Activity Concentration","C67365"
"44ff51af-0d6a-4dd2-84a5-9723032746ee","NCI Thesaurus","Code","Code_208","","Biospecimen Type","C70713"
"daa6e7db-7bde-4b30-90fe-5c3526a93727","NCI Thesaurus","Code","Code_204","","Alkaline Phosphatase Measurement","C64432"
"baced79d-3e78-4840-bb50-3a9de3b9d69c","NCI Thesaurus","Code","Code_210","","Laboratory Test Result","C36292"
"f979194c-317d-43c8-a3f9-2860ec5499e4","NCI Thesaurus","Code","Code_211","","Laboratory Test Fasting Status","C83309"
"4fd2c78c-9868-4a9a-b275-8ae69eb48167","NCI Thesaurus","Code","Code_212","","Unit of Catalytic Activity Concentration","C67365"
"0c1bd6e9-11e7-4963-8570-106594a6712d","NCI Thesaurus","Code","Code_213","","Biospecimen Type","C70713"
"fcd8eff5-d1f5-44e6-943f-939d97637147","NCI Thesaurus","Code","Code_209","","Aspartate Aminotransferase Measurement","C64467"
"008129dd-569b-4087-b859-5ca1dcce6f18","NCI Thesaurus","Code","Code_215","","Laboratory Test Result","C36292"
"9793ea79-bcc0-43dd-a30e-66d41b3bf6e3","NCI Thesaurus","Code","Code_216","","Laboratory Test Fasting Status","C83309"
"61383cfe-5725-431e-ae06-6e8a65c99869","NCI Thesaurus","Code","Code_217","","Unit of Concentration","C48207"
"66c3aadc-ad2f-4695-b7b9-74233f0ce7d3","NCI Thesaurus","Code","Code_218","","Biospecimen Type","C70713"
"c0b6c442-7cae-4dbc-8def-ea48e85585ca","NCI Thesaurus","Code","Code_214","","Creatinine Measurement","C64547"
"4c7d8945-7f8a-4449-afc9-6dadfb826426","NCI Thesaurus","Code","Code_220","","Laboratory Test Result","C36292"
"648619b9-cc56-49c0-8410-3050ced2c842","NCI Thesaurus","Code","Code_221","","Laboratory Test Fasting Status","C83309"
"10ea260d-bb71-4faf-aac9-5989fa9e24fd","NCI Thesaurus","Code","Code_222","","Molarity Unit","C64567"
"632c1e3a-c333-4d8c-98b4-bc65d3e82f98","NCI Thesaurus","Code","Code_223","","Biospecimen Type","C70713"
"3189910e-f4a7-4834-86a5-811f346d9284","NCI Thesaurus","Code","Code_219","","Potassium Measurement","C64853"
"8ef8fbb0-ad67-4eb5-98d4-fd11076b8568","NCI Thesaurus","Code","Code_225","","Laboratory Test Result","C36292"
"06aabef7-e732-4903-881e-60967649630d","NCI Thesaurus","Code","Code_226","","Laboratory Test Fasting Status","C83309"
"4c2f0447-6f41-4aa8-827e-323833553429","NCI Thesaurus","Code","Code_227","","Molarity Unit","C64567"
"d43855d8-31bc-41a4-a086-21e8b028b8b5","NCI Thesaurus","Code","Code_228","","Biospecimen Type","C70713"
"9270158f-ecc5-481e-9482-f2b0b6ac0c6f","NCI Thesaurus","Code","Code_224","","Sodium Measurement","C64809"
"7f26a87c-3e6d-4861-875f-965771c1500d","NCI Thesaurus","Code","Code_230","","Vital Signs Result","C173522"
"9ebded99-dca0-4ff4-be0c-0879c8b9d74a","http://www.cdisc.org","Code","Code_231","2023-09-29","Pascal","C42547"
"60977f94-4bc1-4f73-a480-2dbe02f9223d","NCI Thesaurus","Code","Code_232","","Unit of Pressure","C49669"
"08797e66-f988-4f4a-bdc0-645e44184ff6","NCI Thesaurus","Code","Code_233","","Vital Signs Location","C83088"
"6a2315d1-5ed8-40fe-ab92-882712cc14d8","NCI Thesaurus","Code","Code_234","","Vital Signs Laterality","C123975"
"158773b5-9a60-4595-89b0-194d65ab02f8","NCI Thesaurus","Code","Code_235","","Test Method","C82535"
"3d57a586-22af-4624-8408-58c310139606","NCI Thesaurus","Code","Code_236","","Vital Signs Position","C83114"
"6b518870-a36e-4b87-a92c-0b3f6322b0b9","NCI Thesaurus","Code","Code_229","","Systolic Blood Pressure","C25298"
"e6d1a63a-7abe-467a-838c-5d6763d143ab","NCI Thesaurus","Code","Code_238","","Vital Signs Result","C173522"
"be8591af-36cb-486d-a3fb-884fe38e9073","http://www.cdisc.org","Code","Code_239","2023-09-29","Pascal","C42547"
"c4eb261b-ed70-4e88-81c1-70d3496f7249","NCI Thesaurus","Code","Code_240","","Unit of Pressure","C49669"
"d3f2fef6-f334-4d90-91e2-141d917da948","NCI Thesaurus","Code","Code_241","","Vital Signs Location","C83088"
"b31abf47-4f6d-4ed7-8e04-61b23f0f6752","NCI Thesaurus","Code","Code_242","","Vital Signs Laterality","C123975"
"b0f506b9-c8c9-4dfd-9c33-1e2e73a7e7d9","NCI Thesaurus","Code","Code_243","","Test Method","C82535"
"b2210e85-001e-4ba7-82e0-f469472680d4","NCI Thesaurus","Code","Code_244","","Vital Signs Position","C83114"
"a1e381fb-e185-4e44-8a83-82368a60ada0","NCI Thesaurus","Code","Code_237","","Diastolic Blood Pressure","C25299"
"2f4f0e18-06d4-440c-9092-b81cc2d6e813","NCI Thesaurus","Code","Code_246","","Vital Signs Result","C173522"
