"bcPropertyEnabled","bcPropertyResponseCodes","bcPropertyRequired","uuid:ID","bcPropertyDatatype","name","id","label"
"True","[]","True","3adc7c6c-8f19-4865-a2fe-d98e50e84e37","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_98","Laboratory Test Fasting Status"
"True","[]","True","9c2a9e2d-7f80-4575-a1a5-770886fbbc85","string","Unit of Concentration","BiomedicalConceptProperty_99","Unit of Concentration"
"True","[]","True","ad2f33dd-effe-4c6f-9a7c-5f45c132589c","string","Biospecimen Type","BiomedicalConceptProperty_100","Biospecimen Type"
"True","[]","True","0d262557-d51f-4eb0-a974-ea0a501b0898","decimal","Laboratory Test Result","BiomedicalConceptProperty_101","Laboratory Test Result"
"True","[]","True","bf514a9f-957f-4c11-aebd-2001db36536c","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_102","Laboratory Test Fasting Status"
"True","[]","True","069df206-0729-4954-94f4-d6fd18f4a9c5","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_103","Unit of Catalytic Activity Concentration"
"True","[]","True","747a5e68-7279-4d9e-a6fa-53e86fd3557f","string","Biospecimen Type","BiomedicalConceptProperty_104","Biospecimen Type"
"True","[]","True","97e3519d-ec96-47f2-a08e-b2900e29211f","decimal","Laboratory Test Result","BiomedicalConceptProperty_105","Laboratory Test Result"
"True","[]","True","9f58bc40-0656-4c1a-beb0-fb3338356f7d","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","Laboratory Test Fasting Status"
"True","[]","True","a1829b1b-fc60-4783-85c2-6d8e7ef0355f","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","Unit of Catalytic Activity Concentration"
"True","[]","True","062b38b8-26ca-4a39-b4f6-e4065390e23a","string","Biospecimen Type","BiomedicalConceptProperty_108","Biospecimen Type"
"True","[]","True","f05e8962-66dd-4531-bc37-f328596a4362","string","Laboratory Test Result","BiomedicalConceptProperty_109","Laboratory Test Result"
"True","[]","True","783ce155-0317-4c13-9f81-40d0f5fa44c2","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","Laboratory Test Fasting Status"
"True","[]","True","67c2f861-19f0-4dd7-b855-7ca517490fec","string","Unit of Concentration","BiomedicalConceptProperty_111","Unit of Concentration"
"True","[]","True","f06d5626-f622-4f86-9f3d-f7ea8adb4fe0","string","Biospecimen Type","BiomedicalConceptProperty_112","Biospecimen Type"
"True","[]","True","ae3dc59e-1f74-4970-9186-9f284d83ad59","decimal","Laboratory Test Result","BiomedicalConceptProperty_113","Laboratory Test Result"
"True","[]","True","4a848b61-dcef-41fd-bb92-1fa0bf8d42f8","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","Laboratory Test Fasting Status"
"True","[]","True","185e3b08-b577-4e49-a0fa-552c3ef656e9","string","Molarity Unit","BiomedicalConceptProperty_115","Molarity Unit"
"True","[]","True","2f8ad901-d047-422a-a681-a9a4d978c227","string","Biospecimen Type","BiomedicalConceptProperty_116","Biospecimen Type"
"True","[]","True","d51c94db-f45d-4563-b49b-142b0e08de3a","decimal","Laboratory Test Result","BiomedicalConceptProperty_117","Laboratory Test Result"
"True","[]","True","9f6a22d6-2bf8-4412-bcab-5bc4c772f9a9","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","Laboratory Test Fasting Status"
"True","[]","True","63dcd5c1-f35f-4d2a-bd4a-a98bea526db4","string","Molarity Unit","BiomedicalConceptProperty_119","Molarity Unit"
"True","[]","True","8803e2cc-a252-4f6e-bad8-f843c6663be6","string","Biospecimen Type","BiomedicalConceptProperty_120","Biospecimen Type"
"True","[]","True","5fbc092a-ce8c-4b8e-a713-798f85cf922c","string","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","Adverse Event Verbatim Description"
"True","[]","True","883b255c-706a-4f35-909d-172fad32ee43","string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term"
"True","[]","True","4ec079cb-3b81-4387-98e4-77f2c4e96ea4","string","Adverse Event Category","BiomedicalConceptProperty_3","Adverse Event Category"
"True","[]","True","895788fc-30a4-40e1-9257-4fb8f405fdb5","string","Adverse Event Subcategory","BiomedicalConceptProperty_4","Adverse Event Subcategory"
"True","[]","True","baeaa3d4-698f-4fba-9d09-b2287ce2cca1","boolean","Adverse Event Pre-specified","BiomedicalConceptProperty_5","Adverse Event Pre-specified"
"True","[]","True","c33030bf-a515-4d50-b24c-fd905a37bc7a","string","Severity of Adverse Event","BiomedicalConceptProperty_6","Severity of Adverse Event"
"True","[]","True","97bc9672-2fb8-4e3a-ae24-423a775ba9ff","string","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","Adverse Event Toxicity Grade"
"True","[]","True","43dbe237-26bd-45ad-a238-078481753a7b","boolean","Seriousness of Adverse Event","BiomedicalConceptProperty_8","Seriousness of Adverse Event"
"True","","True","cefd3c72-b641-4aa0-ac4b-cc0d5c88b328","string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment"
"True","[]","True","f1ef6322-b0df-4532-acb3-2540eca421be","string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure"
"True","[]","True","100334fd-12df-4d4a-a3aa-d25bbd5cd618","string","Adverse Event Pattern","BiomedicalConceptProperty_11","Adverse Event Pattern"
"True","","True","7edc663d-4e56-4661-88c0-84b86c693597","string","Adverse Event Outcome","BiomedicalConceptProperty_12","Adverse Event Outcome"
"True","[]","True","773ce7e9-2c8c-4c37-9f21-942570549980","datetime","Adverse Event Start Date Time","BiomedicalConceptProperty_13","Adverse Event Start Date Time"
"True","[]","True","3d1e313e-2249-4964-80f7-b65156f65b79","datetime","Adverse Event End Date Time","BiomedicalConceptProperty_14","Adverse Event End Date Time"
"True","[]","True","40db5e0f-f95b-4444-9bed-195344400473","decimal","Vital Signs Result","BiomedicalConceptProperty_15","Vital Signs Result"
"True","","True","0b675814-6ea8-41c3-8a61-1fd7f45641e8","string","Unit of Pressure","BiomedicalConceptProperty_16","Unit of Pressure"
"True","[]","True","54b0a5a6-87a6-4d0f-ab80-40dee1a9cd88","string","Vital Signs Location","BiomedicalConceptProperty_17","Vital Signs Location"
"True","[]","True","de42761c-3425-4c13-a3d7-0c39d541d534","string","Vital Signs Laterality","BiomedicalConceptProperty_18","Vital Signs Laterality"
"True","[]","True","43628a91-8d0a-4269-9816-87e03dd6fa08","string","Test Method","BiomedicalConceptProperty_19","Test Method"
"True","[]","True","7c0e1559-6c7e-4cc2-bf2b-526658f1ae5d","string","Vital Signs Position","BiomedicalConceptProperty_20","Vital Signs Position"
"True","[]","True","e7a007be-f154-4279-9fba-9642b5d7e3dc","decimal","Vital Signs Result","BiomedicalConceptProperty_21","Vital Signs Result"
"True","","True","db4faa28-aa46-47fd-afce-57439ce1e364","string","Unit of Pressure","BiomedicalConceptProperty_22","Unit of Pressure"
"True","[]","True","35379326-3075-49f9-af56-fc078def91ee","string","Vital Signs Location","BiomedicalConceptProperty_23","Vital Signs Location"
"True","[]","True","15857cd8-2bd4-4fcb-a9a9-7f8258cb440a","string","Vital Signs Laterality","BiomedicalConceptProperty_24","Vital Signs Laterality"
"True","[]","True","a4d38fbc-b7e5-4411-901d-c58b4c865cf0","string","Test Method","BiomedicalConceptProperty_25","Test Method"
"True","[]","True","e1fbb157-d9c7-4c35-bd8a-d7d9cc79b17f","string","Vital Signs Position","BiomedicalConceptProperty_26","Vital Signs Position"
"True","[]","True","4ea9cb9e-b0a8-4e45-a6f8-a9a325254113","decimal","Vital Signs Result","BiomedicalConceptProperty_27","Vital Signs Result"
"True","","True","67872157-e581-4146-9a4e-cacf8a01d323","string","Unit of Temperature","BiomedicalConceptProperty_28","Unit of Temperature"
"True","[]","True","e4b30e9a-139c-4289-ae1f-ac68b9c32645","string","Vital Signs Location","BiomedicalConceptProperty_29","Vital Signs Location"
"True","[]","True","3597dee5-ad6b-44ff-a3d5-e2e32a8ae2ac","decimal","Vital Signs Result","BiomedicalConceptProperty_30","Vital Signs Result"
"True","","True","fb716847-760c-48c3-88a5-c33bc3bd67b6","string","Unit of Weight","BiomedicalConceptProperty_31","Unit of Weight"
"True","[]","True","c46d395f-bc88-466e-8112-eaed11f8fab9","decimal","Vital Signs Result","BiomedicalConceptProperty_32","Vital Signs Result"
"True","","True","8d7fb253-1666-4da7-bf0a-57793185d7a4","string","Unit of Height","BiomedicalConceptProperty_33","Unit of Height"
"True","[]","True","58e13ef7-9092-48a9-a81f-2bf5bb2d5b96","decimal","Laboratory Test Result","BiomedicalConceptProperty_34","Laboratory Test Result"
"True","[]","True","57c54416-b72f-4120-9798-fcda7265129b","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","Laboratory Test Fasting Status"
"True","[]","True","1f872032-ca24-4215-9b25-b52f16b9f645","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration"
"True","[]","True","eacbad03-7792-423f-b760-f0ede4b1ed6c","string","Biospecimen Type","BiomedicalConceptProperty_37","Biospecimen Type"
"True","[]","True","e8a092b2-aa04-435a-bb0e-5993b5268d3d","string","Laboratory Test Result","BiomedicalConceptProperty_38","Laboratory Test Result"
"True","[]","True","cdce8b65-2094-498f-abfa-144674fcf45f","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","Laboratory Test Fasting Status"
"True","[]","True","6a457e9c-50aa-465f-9269-5e77c7830507","string","Unit of Concentration","BiomedicalConceptProperty_40","Unit of Concentration"
"True","[]","True","e96f0836-7d12-4743-9781-76a08db950b1","string","Biospecimen Type","BiomedicalConceptProperty_41","Biospecimen Type"
"True","[]","True","a29f0c55-f21a-4e7b-99b4-a508525ca2af","decimal","Laboratory Test Result","BiomedicalConceptProperty_42","Laboratory Test Result"
"True","[]","True","97d4e596-d55f-4af2-ac8e-cad217aeadf7","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","Laboratory Test Fasting Status"
"True","[]","True","4764ae82-9c45-49e8-b8a6-110bd83bf331","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration"
"True","[]","True","08b7aa89-35a0-4581-8fb2-77f73a081b7c","string","Biospecimen Type","BiomedicalConceptProperty_45","Biospecimen Type"
"True","[]","True","2ea5f499-8611-46ed-927e-07badf41b31a","decimal","Laboratory Test Result","BiomedicalConceptProperty_46","Laboratory Test Result"
"True","[]","True","aa13ce87-058b-4abd-95ae-2b6ff7e6d60b","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","Laboratory Test Fasting Status"
"True","[]","True","30d27c0e-e953-4215-b724-9098ed59d6ed","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration"
"True","[]","True","7e484dfd-711e-4b0b-8e95-56aa63fb62f4","string","Biospecimen Type","BiomedicalConceptProperty_49","Biospecimen Type"
"True","[]","True","ac1ad5d8-9aac-4af6-993d-b1f6174c014e","string","Laboratory Test Result","BiomedicalConceptProperty_50","Laboratory Test Result"
"True","[]","True","f4fc20c1-6168-41a5-91c4-67a9bc5cb5b1","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","Laboratory Test Fasting Status"
"True","[]","True","82686c8f-7e2c-4de9-b64a-129c808ed54b","string","Unit of Concentration","BiomedicalConceptProperty_52","Unit of Concentration"
"True","[]","True","77af6cc9-f247-40e2-b727-8e3bae6aa8fc","string","Biospecimen Type","BiomedicalConceptProperty_53","Biospecimen Type"
"True","[]","True","72ff98c6-eb37-4717-8404-fec724911ebe","decimal","Laboratory Test Result","BiomedicalConceptProperty_54","Laboratory Test Result"
"True","[]","True","39820305-e8f8-47ad-9e8a-6317471381c3","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","Laboratory Test Fasting Status"
"True","[]","True","0f22c20a-d562-4c2e-bab2-87374cbffe68","string","Molarity Unit","BiomedicalConceptProperty_56","Molarity Unit"
"True","[]","True","6b4cdffd-a453-42e3-8838-f9d82f91fdaf","string","Biospecimen Type","BiomedicalConceptProperty_57","Biospecimen Type"
"True","[]","True","bd5e9198-2026-408c-b594-0710db7c4348","decimal","Laboratory Test Result","BiomedicalConceptProperty_58","Laboratory Test Result"
"True","[]","True","6fb94545-ce21-4fac-b727-5cea13cff6d5","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","Laboratory Test Fasting Status"
"True","[]","True","46d969a6-268b-4d9a-b027-54eb1ff4441a","string","Molarity Unit","BiomedicalConceptProperty_60","Molarity Unit"
"True","[]","True","112db44b-1d8d-49a8-8a13-37c51ac3d4d0","string","Biospecimen Type","BiomedicalConceptProperty_61","Biospecimen Type"
"True","[]","True","5df2d2bc-9127-4f76-abda-b48d18398af5","decimal","Vital Signs Result","BiomedicalConceptProperty_62","Vital Signs Result"
"True","","True","81ca0252-e8d0-4e59-bdde-8797744d1869","string","Unit of Pressure","BiomedicalConceptProperty_63","Unit of Pressure"
"True","[]","True","818338c2-7f52-468c-9cbe-3f7156198190","string","Vital Signs Location","BiomedicalConceptProperty_64","Vital Signs Location"
"True","[]","True","c3fbdcf2-43da-4410-b70a-129adc3f74ec","string","Vital Signs Laterality","BiomedicalConceptProperty_65","Vital Signs Laterality"
"True","[]","True","bd880292-1bf9-450e-9ab3-600d5d44a980","string","Test Method","BiomedicalConceptProperty_66","Test Method"
"True","[]","True","44963319-483f-421e-81c2-017ad3c4861b","string","Vital Signs Position","BiomedicalConceptProperty_67","Vital Signs Position"
"True","[]","True","7c94ebdb-1faa-4d48-9b5e-14752cb89c99","decimal","Vital Signs Result","BiomedicalConceptProperty_68","Vital Signs Result"
"True","","True","249d6ae0-ec88-4cff-a58c-c91c21b5d169","string","Unit of Pressure","BiomedicalConceptProperty_69","Unit of Pressure"
"True","[]","True","f7afda73-4bf6-46f6-ade8-79c8772fed13","string","Vital Signs Location","BiomedicalConceptProperty_70","Vital Signs Location"
"True","[]","True","31972dcb-aa05-488f-8ffe-3dae8f5b306c","string","Vital Signs Laterality","BiomedicalConceptProperty_71","Vital Signs Laterality"
"True","[]","True","8b2ab458-d0b5-4fd0-a5b8-24a9c19debcb","string","Test Method","BiomedicalConceptProperty_72","Test Method"
"True","[]","True","360095c9-5243-4a87-a783-ea919f9126cf","string","Vital Signs Position","BiomedicalConceptProperty_73","Vital Signs Position"
"True","[]","True","ce742947-4f0f-410d-bbc7-71b2b3fd85f3","decimal","Vital Signs Result","BiomedicalConceptProperty_74","Vital Signs Result"
"True","","True","c0ea1c5b-8042-4774-89e0-fc91c1463560","string","Unit of Pressure","BiomedicalConceptProperty_75","Unit of Pressure"
"True","[]","True","900daee1-2e6d-4d28-a82d-32605c75ca3e","string","Vital Signs Location","BiomedicalConceptProperty_76","Vital Signs Location"
"True","[]","True","236b2ed1-cf01-4ed5-ab13-24e423d5265c","string","Vital Signs Laterality","BiomedicalConceptProperty_77","Vital Signs Laterality"
"True","[]","True","0600fb63-ced0-4585-919a-938d4579f1fc","string","Test Method","BiomedicalConceptProperty_78","Test Method"
"True","[]","True","41345ca4-6039-40b6-8eba-7bfa469fc2b9","string","Vital Signs Position","BiomedicalConceptProperty_79","Vital Signs Position"
"True","[]","True","808a86c7-ddb0-4bf5-a315-64ce4c5e84dd","decimal","Vital Signs Result","BiomedicalConceptProperty_80","Vital Signs Result"
"True","","True","540a11c5-7466-415f-8aba-b5d0861403bf","string","Unit of Pressure","BiomedicalConceptProperty_81","Unit of Pressure"
"True","[]","True","61618e11-70c1-4d76-8ddb-e4366ee053e9","string","Vital Signs Location","BiomedicalConceptProperty_82","Vital Signs Location"
"True","[]","True","3677ae05-1f2f-4542-a1d5-2a0ddaa88065","string","Vital Signs Laterality","BiomedicalConceptProperty_83","Vital Signs Laterality"
"True","[]","True","76f9eb0d-2a49-4ada-8476-f4eb9329d45c","string","Test Method","BiomedicalConceptProperty_84","Test Method"
"True","[]","True","88e606e1-97bc-4cfd-8f48-9145f72e56d2","string","Vital Signs Position","BiomedicalConceptProperty_85","Vital Signs Position"
