"id","codeSystemVersion","codeSystem","code","uuid:ID","decode"
"Code_90","2023-09-29","http://www.cdisc.org","C25716","c591c20b-bd10-431b-8f4d-9a6384d6b72c","Visit"
"Code_91","2023-09-29","http://www.cdisc.org","C51282","06416614-65b5-4fd9-b2a9-cfca78459889","Clinic"
"Code_92","2023-09-29","http://www.cdisc.org","C175574","73c6fbb7-64a0-405a-9e3e-e43a16b077fc","In Person"
"Code_93","2023-09-29","http://www.cdisc.org","C25716","5599571b-955c-4c4d-9518-87de1c218a42","Visit"
"Code_94","2023-09-29","http://www.cdisc.org","C51282","a7e1ff97-fbbc-4f0a-9e64-8d95f412db3c","Clinic"
"Code_95","2023-09-29","http://www.cdisc.org","C175574","c1864313-7013-4f88-9a53-a5c76e00c382","In Person"
"Code_96","2023-09-29","http://www.cdisc.org","C171537","ea318635-9088-4d41-8678-16051871ac4e","Telephone Call"
"Code_97","2023-09-29","http://www.cdisc.org","C25716","151af472-511f-48cb-955b-09297a0226e7","Visit"
"Code_98","2023-09-29","http://www.cdisc.org","C51282","089afb95-d035-4c9e-a4ce-80245b66a62d","Clinic"
"Code_99","2023-09-29","http://www.cdisc.org","C175574","91319036-1b41-41b7-af67-b686a0e0b48a","In Person"
"Code_100","2023-09-29","http://www.cdisc.org","C171537","9da8494f-4b9c-4b6d-8a72-685016130450","Telephone Call"
"Code_101","2023-09-29","http://www.cdisc.org","C25716","e392268d-3c1e-48ca-bc58-754c859fdd41","Visit"
"Code_102","2023-09-29","http://www.cdisc.org","C51282","be8e0e1d-c4eb-4093-8cad-b4f83f41fe0e","Clinic"
"Code_103","2023-09-29","http://www.cdisc.org","C175574","fa430fdd-34bb-46d4-8b7b-fc5c8569cfbd","In Person"
"Code_104","2023-09-29","http://www.cdisc.org","C171537","4048a12a-e4a1-4ff2-840f-32183f7d16f7","Telephone Call"
"Code_105","2023-09-29","http://www.cdisc.org","C25716","fc85023c-76c4-42c9-9c80-d12340508807","Visit"
"Code_106","2023-09-29","http://www.cdisc.org","C51282","c2f6dfc3-c888-4d0b-9db9-1c8967ef6346","Clinic"
"Code_107","2023-09-29","http://www.cdisc.org","C175574","81b86e9f-1f2e-4f1c-8618-26953bcb6f30","In Person"
"Code_108","2023-09-29","http://www.cdisc.org","C171537","79b4913c-0108-4ca6-a285-1ff80d49d3b7","Telephone Call"
"Code_109","2023-09-29","http://www.cdisc.org","C25716","e078ad04-b71e-4b55-8274-bf705b3e15d7","Visit"
"Code_110","2023-09-29","http://www.cdisc.org","C51282","d8d6c41a-96c8-4aeb-aac1-fb0dde9691c1","Clinic"
"Code_111","2023-09-29","http://www.cdisc.org","C175574","a0e6bdd1-fb90-40f6-a2c9-0c76978bfc8a","In Person"
"Code_112","2023-09-29","http://www.cdisc.org","C25716","d78eff27-97d4-49eb-949a-b1aa2b63487d","Visit"
"Code_113","2023-09-29","http://www.cdisc.org","C51282","28f16ae3-2825-4b37-b377-652190ce8477","Clinic"
"Code_114","2023-09-29","http://www.cdisc.org","C175574","e8571909-ba62-42dc-9f2e-a07ceb6f25b5","In Person"
"Code_72","January 31, 2018","SNOMED","383371000119108","08217dd7-62cc-453e-ae2e-76dbf03eb306","CT of head without contrast"
"Code_73","12","SPONSOR","123","522357c3-5073-4886-a356-4abf74b65bc1","Supine for 5 minutes"
"Code_74","12","SPONSOR","124","7787d077-0d3a-4589-a9d7-5ce10cbc7a7d","Standingfor 1-3 minutes"
"Code_252","","NCI Thesaurus","C173522","ec3f7e95-315c-448b-b0ee-9b3162fc891c","Vital Signs Result"
"Code_253","2023-09-29","http://www.cdisc.org","C42537","67d61d13-66cd-4bb7-aa35-8bc1cd1e4d95","Kelvin"
"Code_254","","NCI Thesaurus","C44276","cf2f1ef8-1e9a-4f51-98a4-b3ae426415b7","Unit of Temperature"
"Code_255","","NCI Thesaurus","C83088","c04559ee-342c-4d26-a8cc-9b71993f2c70","Vital Signs Location"
"Code_251","","NCI Thesaurus","C174446","1f7519f4-3ae4-4e1d-a0ff-084e453be434","Body Temperature"
"Code_257","","NCI Thesaurus","C173522","cbc7461d-cc47-487e-93a9-c3182614bcc4","Vital Signs Result"
"Code_258","2023-09-29","http://www.cdisc.org","C28252","e422ef0e-cc25-4c93-ba01-f64c54f6d584","Kilogram"
"Code_259","2023-09-29","http://www.cdisc.org","C48155","6213c05e-c3dd-4899-abf4-994b66c683e1","Gram"
"Code_260","2023-09-29","http://www.cdisc.org","C48531","4ab5d219-1a4b-4e8d-968c-ace1c44e4897","Pound"
"Code_261","","NCI Thesaurus","C48208","d61090d8-8d96-491d-a18c-eac8b53db8d5","Unit of Weight"
"Code_256","","NCI Thesaurus","C81328","c242dd3c-55a3-4d68-9964-13c3980c2360","Body Weight"
"Code_263","","NCI Thesaurus","C173522","ae8d106f-2073-4ad2-9a25-4e266d0d3789","Vital Signs Result"
"Code_264","2023-09-29","http://www.cdisc.org","C49668","73ef2d65-b3dd-4f2e-a799-be3642c5a14f","Centimeter"
"Code_265","2023-09-29","http://www.cdisc.org","C48500","0497385a-7086-4c1c-a27c-a98995182a25","Inch"
"Code_266","2023-09-29","http://www.cdisc.org","C28251","1a57e036-931b-4d87-a63a-802c9aabf756","Millimeter"
"Code_267","2023-09-29","http://www.cdisc.org","C41139","c4801817-02eb-4190-8546-6cdb6a7854e5","Meter"
"Code_268","","NCI Thesaurus","C168688","6522cdaa-5865-4096-8bbe-acfe0641fafc","Unit of Height"
"Code_262","","NCI Thesaurus","C164634","647a2896-f8a5-4824-abe4-f91eb12a6300","Body Height"
"Code_270","","NCI Thesaurus","C36292","93d3157f-fec6-476e-83df-202e6a82d8f6","Laboratory Test Result"
"Code_271","","NCI Thesaurus","C83309","65d56e3d-8df0-46eb-8cbb-a9b62181c298","Laboratory Test Fasting Status"
"Code_272","","NCI Thesaurus","C67365","c7fb53db-ebd2-4642-a571-a41ed05c4ef5","Unit of Catalytic Activity Concentration"
"Code_273","","NCI Thesaurus","C70713","2a741756-2288-4694-8d7e-7f437b40fe41","Biospecimen Type"
"Code_269","","NCI Thesaurus","C64433","1b3f19de-522e-4363-8c01-a94ef6ce4059","Alanine Aminotransferase Measurement"
"Code_275","","NCI Thesaurus","C36292","411a4933-fdd8-4678-bfdd-2bcb6fd98d33","Laboratory Test Result"
"Code_276","","NCI Thesaurus","C83309","1c67a3dd-9d2c-497f-a507-c203e1028d91","Laboratory Test Fasting Status"
"Code_277","","NCI Thesaurus","C48207","7c3056e1-b1f1-4167-8565-607681b185f9","Unit of Concentration"
"Code_278","","NCI Thesaurus","C70713","3da88132-1e9c-429e-bc7b-d274173b4f53","Biospecimen Type"
"Code_274","","NCI Thesaurus","C64431","04a35f4e-02e2-4923-b4f9-a51c982fd6d9","Albumin Measurement"
"Code_280","","NCI Thesaurus","C36292","501b75a4-e04e-431a-a648-3e6b45dc4036","Laboratory Test Result"
"Code_281","","NCI Thesaurus","C83309","03db8982-537a-485e-aa6f-3571fde10bff","Laboratory Test Fasting Status"
"Code_282","","NCI Thesaurus","C67365","10595c04-b569-48ae-b50b-fcf919adb3dc","Unit of Catalytic Activity Concentration"
"Code_283","","NCI Thesaurus","C70713","64392c6b-ec37-42ef-9d39-afe1cccefd73","Biospecimen Type"
"Code_279","","NCI Thesaurus","C64432","611f6455-540d-4d38-8bc0-6a901774d4d9","Alkaline Phosphatase Measurement"
"Code_285","","NCI Thesaurus","C36292","2d46ea3e-1dec-4f16-a26f-f35a6cf628ff","Laboratory Test Result"
"Code_286","","NCI Thesaurus","C83309","2cbc87e2-54b5-4062-9a67-2be15abdda49","Laboratory Test Fasting Status"
"Code_287","","NCI Thesaurus","C67365","9520f719-2320-4da2-b331-749b1c77209a","Unit of Catalytic Activity Concentration"
"Code_288","","NCI Thesaurus","C70713","92cd7119-421b-45a5-8450-e730c936b8a4","Biospecimen Type"
"Code_284","","NCI Thesaurus","C64467","2b2f0424-511f-4295-a32f-e376a2d82706","Aspartate Aminotransferase Measurement"
"Code_290","","NCI Thesaurus","C36292","c879dfa8-3ec7-4229-a005-a951f743d4de","Laboratory Test Result"
"Code_291","","NCI Thesaurus","C83309","725f83f4-b0c3-435b-96e3-1ac393d8aee2","Laboratory Test Fasting Status"
"Code_292","","NCI Thesaurus","C48207","2e1a2c0c-081f-4f46-9ebb-6243f56a0974","Unit of Concentration"
"Code_293","","NCI Thesaurus","C70713","a8400411-2a87-4763-a84b-829f24decc8a","Biospecimen Type"
"Code_289","","NCI Thesaurus","C64547","80382b54-ba03-44cc-961f-737551b1f639","Creatinine Measurement"
"Code_295","","NCI Thesaurus","C36292","f1043775-d220-49cb-8f8b-462bc91bd5dd","Laboratory Test Result"
"Code_296","","NCI Thesaurus","C83309","c99a7a40-4852-48c3-9068-19e37fcf242d","Laboratory Test Fasting Status"
"Code_297","","NCI Thesaurus","C64567","a32c5b04-8143-45b5-91ad-f482c18d286f","Molarity Unit"
"Code_298","","NCI Thesaurus","C70713","eda52ea9-79da-45ac-a034-13d9a099fb7f","Biospecimen Type"
"Code_294","","NCI Thesaurus","C64853","7c5171bf-7e6b-4474-be62-9ebba436a754","Potassium Measurement"
"Code_300","","NCI Thesaurus","C36292","8525c189-d1fd-4faf-a362-f949a8901326","Laboratory Test Result"
"Code_301","","NCI Thesaurus","C83309","1fd8648a-2e8c-4850-a91f-453157b174b5","Laboratory Test Fasting Status"
"Code_302","","NCI Thesaurus","C64567","93ed52db-0ade-4733-8a66-0ea1823b2cad","Molarity Unit"
"Code_303","","NCI Thesaurus","C70713","7559f8a5-c402-425a-9856-0ea12880ce66","Biospecimen Type"
"Code_299","","NCI Thesaurus","C64809","31274ac2-1e1c-4ea7-95dd-e4d32b1fcc8b","Sodium Measurement"
"Code_135","","NCI Thesaurus","C78541","69ddabbd-2586-4b76-af34-0d5fdc0f275f","Adverse Event Verbatim Description"
"Code_136","","NCI Thesaurus","C83344","f33a4365-a33e-4e58-915a-32e9baa72ba6","Adverse Event Dictionary Derived Term"
"Code_137","","NCI Thesaurus","C83198","531a20cb-75ef-4766-bb98-69c6ea7f1fed","Adverse Event Category"
"Code_138","","NCI Thesaurus","C83212","ae665e35-a9d8-469b-b195-a04723b6ed8f","Adverse Event Subcategory"
"Code_139","","NCI Thesaurus","C87840","f52bb5c3-b4ce-4f4b-8875-4174e41849d1","Adverse Event Pre-specified"
"Code_140","","NCI Thesaurus","C53253","50cbd234-60ba-42d2-9225-1a6febf774df","Severity of Adverse Event"
"Code_141","","NCI Thesaurus","C78605","7096eb11-c423-4a71-9eb5-5cd17dc40b90","Adverse Event Toxicity Grade"
"Code_142","","NCI Thesaurus","C53252","1f4c707a-e997-44d3-8252-cc9c842f7ebb","Seriousness of Adverse Event"
"Code_143","","NCI Thesaurus","C83013","8950abad-0231-45a9-9265-fec94d93231a","Adverse Event Action Taken with Study Treatment"
"Code_144","","NCI Thesaurus","C41358","96e32241-c283-421c-aa4f-7f70d3507667","Adverse Event Attribution to Product or Procedure"
"Code_145","2023-09-29","http://www.cdisc.org","C71325","13067ed4-e95e-405c-b69a-4573ad4d8499","Intermittent"
"Code_146","","NCI Thesaurus","C83208","761d082a-98be-4c15-9099-0f913fbb36ed","Adverse Event Pattern"
"Code_147","","NCI Thesaurus","C49489","00d848c1-0c16-473e-a573-37020fab53d2","Adverse Event Outcome"
"Code_148","","NCI Thesaurus","C83215","254dcec5-43f6-4200-bf1d-beaf959161a6","Adverse Event Start Date Time"
"Code_149","","NCI Thesaurus","C83201","d4561311-c757-456d-a31a-dee1a91b2795","Adverse Event End Date Time"
"Code_134","","NCI Thesaurus","C41331","da9402fc-5d01-47fb-a4ff-170eee3a3772","Adverse Event"
"Code_151","","NCI Thesaurus","C173522","834f8ee5-0520-4ba0-abce-eb6f634dfe9c","Vital Signs Result"
"Code_152","2023-09-29","http://www.cdisc.org","C42547","6fd46990-42d9-4e5a-81f0-22437b30fe20","Pascal"
"Code_153","","NCI Thesaurus","C49669","309b3fa9-2b5d-4eb2-93b4-64260ce6672e","Unit of Pressure"
"Code_154","","NCI Thesaurus","C83088","cf290b1f-cac7-44a6-8201-c940fdffdf07","Vital Signs Location"
"Code_155","","NCI Thesaurus","C123975","ead02e8c-1781-4907-a597-aa2092eb89db","Vital Signs Laterality"
"Code_156","","NCI Thesaurus","C82535","c4972d09-8899-4c31-bd85-00c4deffb234","Test Method"
"Code_157","","NCI Thesaurus","C83114","1468e981-444a-48bb-8cfa-a663c4c466ba","Vital Signs Position"
"Code_150","","NCI Thesaurus","C25298","8dbb1550-30fc-4789-8836-ff4806f7377a","Systolic Blood Pressure"
"Code_159","","NCI Thesaurus","C173522","e465ceaf-74ea-4322-a26f-2a8abcdc648c","Vital Signs Result"
"Code_160","2023-09-29","http://www.cdisc.org","C42547","88a40c7f-4201-4df7-a1df-dce98020dac4","Pascal"
"Code_161","","NCI Thesaurus","C49669","2387c73a-b8ec-48a7-9db1-af386e311e33","Unit of Pressure"
"Code_162","","NCI Thesaurus","C83088","f5802d43-243e-4812-942d-6c41c5e48c5c","Vital Signs Location"
"Code_163","","NCI Thesaurus","C123975","1967abc0-b662-4f72-96ad-36ea26f4c137","Vital Signs Laterality"
"Code_164","","NCI Thesaurus","C82535","73c41c80-7dd4-468f-9ad6-6a85b518be3c","Test Method"
"Code_165","","NCI Thesaurus","C83114","83fed54f-8ea4-4ef1-9e56-0e6d8fc1540a","Vital Signs Position"
"Code_158","","NCI Thesaurus","C25299","9e783110-fdaf-4cae-acb4-4da0a619bc4f","Diastolic Blood Pressure"
"Code_167","","NCI Thesaurus","C173522","6ae50bde-f948-4f86-8739-dd161a44ce3d","Vital Signs Result"
"Code_168","2023-09-29","http://www.cdisc.org","C42537","badabe36-a6c2-48e9-9492-a0cff0c958e5","Kelvin"
"Code_169","","NCI Thesaurus","C44276","f4d71b8d-a417-4982-8781-ff7cf45a4ecb","Unit of Temperature"
"Code_170","","NCI Thesaurus","C83088","178729f1-d48b-43c8-8705-696f03c571da","Vital Signs Location"
"Code_166","","NCI Thesaurus","C174446","a0ac2d07-4b5c-4e87-9e91-0e92ee82a1a7","Body Temperature"
"Code_172","","NCI Thesaurus","C173522","9a505307-4a8b-4a29-815d-5dfcce0b7674","Vital Signs Result"
"Code_173","2023-09-29","http://www.cdisc.org","C28252","7b5a5131-08bf-4b5b-9836-84d7d42a4500","Kilogram"
"Code_174","2023-09-29","http://www.cdisc.org","C48155","1b99c85c-41a5-4b4e-ae50-c88edf93a525","Gram"
"Code_175","2023-09-29","http://www.cdisc.org","C48531","037f338b-9427-4c8e-8db7-16bc784587f9","Pound"
"Code_176","","NCI Thesaurus","C48208","4ebe5f7a-d1e3-41d5-8bcc-1b1745242f99","Unit of Weight"
"Code_171","","NCI Thesaurus","C81328","818d55fc-03e9-485b-a307-18cd1b23677f","Body Weight"
"Code_178","","NCI Thesaurus","C173522","0783f110-8140-468f-8184-3730ae01a558","Vital Signs Result"
"Code_179","2023-09-29","http://www.cdisc.org","C49668","988f3246-0f70-48ca-8142-582979f0d999","Centimeter"
"Code_180","2023-09-29","http://www.cdisc.org","C48500","93298a8b-ed1c-4a8f-a097-5252acec66a3","Inch"
"Code_181","2023-09-29","http://www.cdisc.org","C28251","0dea1762-89c6-41a4-9a32-c9b54cdf10fb","Millimeter"
"Code_182","2023-09-29","http://www.cdisc.org","C41139","0b844904-93c5-4398-a416-fd9b1d1698a8","Meter"
"Code_183","","NCI Thesaurus","C168688","71ba3f10-087f-4e11-a992-eff703e851d8","Unit of Height"
"Code_177","","NCI Thesaurus","C164634","907a9ea1-ddf8-45f1-87bf-1365a7e674b5","Body Height"
"Code_185","","NCI Thesaurus","C36292","926b7dcb-07e0-4ab0-b12b-82c2a3991b33","Laboratory Test Result"
"Code_186","","NCI Thesaurus","C83309","cdc4d8d6-363d-4a8b-b46f-d77372e0bc6f","Laboratory Test Fasting Status"
"Code_187","","NCI Thesaurus","C67365","69468a87-de7a-4f57-bf55-5d64a5360417","Unit of Catalytic Activity Concentration"
"Code_188","","NCI Thesaurus","C70713","653c1142-e012-4b73-b12f-526b8e30f6da","Biospecimen Type"
"Code_184","","NCI Thesaurus","C64433","58e159a2-49d5-4eb8-b2e9-469e364a5e9d","Alanine Aminotransferase Measurement"
"Code_190","","NCI Thesaurus","C36292","b7a3730c-cd8b-42ae-9cb1-a58c2c681e23","Laboratory Test Result"
"Code_191","","NCI Thesaurus","C83309","04dea758-cc13-4638-9fcf-5ed2e1cd2d95","Laboratory Test Fasting Status"
"Code_192","","NCI Thesaurus","C48207","f8922472-55b7-4946-8f58-0f8a73b1d266","Unit of Concentration"
"Code_193","","NCI Thesaurus","C70713","21f7dd9d-41a6-4156-8da8-930b3c5d7eb7","Biospecimen Type"
"Code_189","","NCI Thesaurus","C64431","0be825fe-d159-4624-9e5f-b84ca9710890","Albumin Measurement"
"Code_195","","NCI Thesaurus","C36292","75eb1474-0dee-4628-bed0-cb1c3d5ffd23","Laboratory Test Result"
"Code_196","","NCI Thesaurus","C83309","fb3dc51b-67db-41b3-9a10-68cd3ab49fff","Laboratory Test Fasting Status"
"Code_197","","NCI Thesaurus","C67365","4d9a4e4a-da6e-466e-986f-02d70ab40204","Unit of Catalytic Activity Concentration"
"Code_198","","NCI Thesaurus","C70713","02ff13c1-ec5f-428b-aef8-a33685ffae27","Biospecimen Type"
"Code_194","","NCI Thesaurus","C64432","f0e6287d-a224-4a7e-b1dc-10c275c1b207","Alkaline Phosphatase Measurement"
"Code_200","","NCI Thesaurus","C36292","46973d13-e4a4-4ca1-a073-f9b1cc29a7e2","Laboratory Test Result"
"Code_201","","NCI Thesaurus","C83309","edcaeab4-320d-4950-a560-e0533d45a2ef","Laboratory Test Fasting Status"
"Code_202","","NCI Thesaurus","C67365","b0333ebd-b9f8-4e2e-9433-efa62c231b48","Unit of Catalytic Activity Concentration"
"Code_203","","NCI Thesaurus","C70713","c531b312-8f79-412e-b7ee-56d27cc19ff4","Biospecimen Type"
"Code_199","","NCI Thesaurus","C64467","a8558a17-74fc-4d3b-99e8-06fb97191202","Aspartate Aminotransferase Measurement"
"Code_205","","NCI Thesaurus","C36292","d0d31350-bdfd-4b03-a49c-464c80c3e905","Laboratory Test Result"
"Code_206","","NCI Thesaurus","C83309","8c6d4c1e-15c0-4836-b8d2-e2d39f902282","Laboratory Test Fasting Status"
"Code_207","","NCI Thesaurus","C48207","8c7a1574-0d2f-461d-9976-b3000934b819","Unit of Concentration"
"Code_208","","NCI Thesaurus","C70713","99b4c78b-528f-432e-83de-5326d09ae890","Biospecimen Type"
"Code_204","","NCI Thesaurus","C64547","481c7c34-1ed7-42c3-b63a-96f4159b2326","Creatinine Measurement"
"Code_210","","NCI Thesaurus","C36292","1dc69324-aeab-4ce4-88c8-9805c7c1cb6d","Laboratory Test Result"
"Code_211","","NCI Thesaurus","C83309","b940b5b4-b467-41ce-9437-946c117485a6","Laboratory Test Fasting Status"
"Code_212","","NCI Thesaurus","C64567","67ebd475-96ec-4648-96a8-2c1ee342d1e3","Molarity Unit"
"Code_213","","NCI Thesaurus","C70713","29772f4e-b3b4-4c38-b84c-305135649914","Biospecimen Type"
"Code_209","","NCI Thesaurus","C64853","8fb04df9-d215-40ac-8253-1b7ddd745b2e","Potassium Measurement"
"Code_215","","NCI Thesaurus","C36292","809149da-f08f-4b0d-802a-598847917eca","Laboratory Test Result"
"Code_216","","NCI Thesaurus","C83309","5a2fddcd-0f4a-4e22-85a0-f1a13757e627","Laboratory Test Fasting Status"
"Code_217","","NCI Thesaurus","C64567","e4d03ede-94ad-45d7-894a-0e57820c6231","Molarity Unit"
"Code_218","","NCI Thesaurus","C70713","fea1d36a-6316-4443-bea7-ce8a21153da4","Biospecimen Type"
"Code_214","","NCI Thesaurus","C64809","f12681b1-738d-484e-8294-182e89a65ee5","Sodium Measurement"
"Code_220","","NCI Thesaurus","C173522","f5d761e5-c71d-4f36-ae38-92f77bdf8f31","Vital Signs Result"
"Code_221","2023-09-29","http://www.cdisc.org","C42547","09c3787f-35e4-4dea-a4bc-f06de935ef54","Pascal"
"Code_222","","NCI Thesaurus","C49669","d0881e6e-a597-494a-b8b6-b9ddce88a74a","Unit of Pressure"
"Code_223","","NCI Thesaurus","C83088","8cb15605-be7b-4c84-a47d-effb0ad17b24","Vital Signs Location"
"Code_224","","NCI Thesaurus","C123975","cf6d02cf-214a-4036-af00-e02b7cc9f656","Vital Signs Laterality"
"Code_225","","NCI Thesaurus","C82535","33ab891c-1b42-4a4c-b669-0d1eb18f968f","Test Method"
"Code_226","","NCI Thesaurus","C83114","c8b04bef-5e51-4a36-8a60-f19e5df44e7c","Vital Signs Position"
"Code_219","","NCI Thesaurus","C25298","e27ee969-d277-4cf6-a13f-762ebfa9c2d0","Systolic Blood Pressure"
"Code_228","","NCI Thesaurus","C173522","49d139d9-e343-4ca3-810e-a169d00ae048","Vital Signs Result"
"Code_229","2023-09-29","http://www.cdisc.org","C42547","f370980b-1d53-42d9-b784-6afa52746920","Pascal"
"Code_230","","NCI Thesaurus","C49669","868b03e0-3474-4e5a-a65f-8c0d6985bf82","Unit of Pressure"
"Code_231","","NCI Thesaurus","C83088","7001346a-93a6-4d40-b2de-301c9644ba9b","Vital Signs Location"
"Code_232","","NCI Thesaurus","C123975","ec9ba2f6-1dcf-4b51-be2b-a582ea1727a5","Vital Signs Laterality"
"Code_233","","NCI Thesaurus","C82535","ec2a2532-136d-4d58-9881-3838f55fcc37","Test Method"
"Code_234","","NCI Thesaurus","C83114","8afd9863-2d46-473f-8bae-2565215bc531","Vital Signs Position"
"Code_227","","NCI Thesaurus","C25299","32757d75-4375-452b-8bf7-204d35d27dfb","Diastolic Blood Pressure"
"Code_236","","NCI Thesaurus","C173522","e8421390-6e35-47b5-9977-d2602c8f0319","Vital Signs Result"
"Code_237","2023-09-29","http://www.cdisc.org","C42547","0ad99a05-e850-4b3a-9bfe-a5abef18d70d","Pascal"
"Code_238","","NCI Thesaurus","C49669","7608f56d-392f-436f-8f5c-858e08d9c334","Unit of Pressure"
"Code_239","","NCI Thesaurus","C83088","d033dd46-bf5b-4ca4-8b6d-0ada29c07f65","Vital Signs Location"
"Code_240","","NCI Thesaurus","C123975","320a1405-a4ca-41fb-829c-cc67daf426c5","Vital Signs Laterality"
"Code_241","","NCI Thesaurus","C82535","64a201aa-d718-4521-9368-dc6d9671e382","Test Method"
"Code_242","","NCI Thesaurus","C83114","997f3059-498e-480c-8d5b-b99ee8e536c7","Vital Signs Position"
"Code_235","","NCI Thesaurus","C25298","cadd02e9-04ef-49d4-a6e4-4eb84e13af5d","Systolic Blood Pressure"
"Code_244","","NCI Thesaurus","C173522","2a6d13bc-93ed-4c52-98e4-1732af856949","Vital Signs Result"
"Code_245","2023-09-29","http://www.cdisc.org","C42547","55501faf-f792-49a0-9c94-ccbb3647c986","Pascal"
"Code_246","","NCI Thesaurus","C49669","f4724e5a-d97d-446a-8b50-19240be9cf10","Unit of Pressure"
"Code_247","","NCI Thesaurus","C83088","b48e694f-0583-453c-bb07-fa2f8c14a34b","Vital Signs Location"
"Code_248","","NCI Thesaurus","C123975","c2a3bc0b-c8e4-447b-be05-61188afb2bcc","Vital Signs Laterality"
"Code_249","","NCI Thesaurus","C82535","9507a1bd-3d81-449b-8279-900d59cabbe6","Test Method"
"Code_250","","NCI Thesaurus","C83114","9c6ebbda-4d70-48f6-848f-f38493e58c92","Vital Signs Position"
"Code_243","","NCI Thesaurus","C25299","69426520-87e6-42ee-9930-4588f90cb879","Diastolic Blood Pressure"
