"uuid:ID","text","sectionTitle","id","name","sectionNumber"
"f32d1f37-d8ea-4408-a23b-f0be8d6a605d","<div></div>","Immunogenicity Assessments","NarrativeContent_92","SECTION 8.1","8.1"
"2c06fb86-6983-4861-83c8-cb34d02f5c43","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent_93","SECTION 8.1.1","8.1.1"
"be04d51e-e664-4869-9654-d52d0aa20da2","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent_94","SECTION 9","9"
"b6c92c2e-5fba-48d1-9463-4ed724f60c05","<div></div>","Analysis Sets","NarrativeContent_95","SECTION 9.1","9.1"
"406e5aa9-9a4f-4c49-ba37-594cfd9084b9","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent_96","SECTION 9.2","9.2"
"6fd57a30-48b7-4cdc-8038-3a6da49f117f","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","SECTION 9.2.1","9.2.1"
"7a13dadf-bdac-479d-b2dd-3fff154f67e9","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","SECTION 9.2.2","9.2.2"
"cf55457b-6d50-471c-abac-f5e5cc1fd919","<div></div>","Handling of Missing Data","NarrativeContent_99","SECTION 9.2.3","9.2.3"
"72ba80c2-8229-4b00-959e-7d1e58ace753","<div></div>","Sensitivity Analysis","NarrativeContent_100","SECTION 9.2.4","9.2.4"
"c05b067f-b71d-48da-8e00-ea1f4bb34a6c","<div></div>","Supplementary Analysis","NarrativeContent_101","SECTION 9.2.5","9.2.5"
"5ca32f75-ef36-4a27-b0b0-ad91c07b1e05","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","SECTION 9.3","9.3"
"bf086fbd-5dd6-40ca-b07b-c0c5854f160e","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent_103","SECTION 9.4","9.4"
"e9b1cec3-8b61-4ba1-8217-3a94b52f9fda","<div></div>","Safety Analyses","NarrativeContent_104","SECTION 9.5","9.5"
"d73d0c3b-a285-4901-96e9-688c9efd675b","<div></div>","Other Analyses","NarrativeContent_105","SECTION 9.6","9.6"
"ac506c8e-85c8-4d99-8df0-691bdb24603f","<div></div>","Interim Analyses","NarrativeContent_106","SECTION 9.7","9.7"
"b7d8c494-da45-47f0-9e64-b2b9a0087c5d","<div></div>","Sample Size Determination","NarrativeContent_107","SECTION 9.8","9.8"
"b03195bc-2873-485b-8523-ea5a1ffcb82a","<div></div>","Protocol Deviations","NarrativeContent_108","SECTION 9.9","9.9"
"ddbc5a07-3233-4321-87f3-babc43da7235","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","SECTION 10","10"
"3d65af6e-00c3-43c5-80a9-5a7d0a2b3b56","<div></div>","Regulatory and Ethical Considerations","NarrativeContent_110","SECTION 10.1","10.1"
"4c28d267-c444-4384-8350-3178165294d0","<div></div>","Committees","NarrativeContent_111","SECTION 10.2","10.2"
"7fd6accc-ce7d-48a4-a260-cad495f4a0d2","<div></div>","Informed Consent Process","NarrativeContent_112","SECTION 10.3","10.3"
"56c2d02b-46f1-4104-be21-6e2139dae889","<div></div>","Data Protection","NarrativeContent_113","SECTION 10.4","10.4"
"126c8638-37b8-490d-ad3f-c75df66ce500","<div></div>","Early Site Closure or Trial Termination","NarrativeContent_114","SECTION 10.5","10.5"
"63b34090-19f2-4a81-bf6e-dcc3440b7e61","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","SECTION 11","11"
"bb044ea6-f341-498a-8b0f-e42ace856dd9","<div></div>","Quality Tolerance Limits","NarrativeContent_116","SECTION 11.1","11.1"
"648ffc27-dbef-449d-90bd-02a73f2d82c7","<div></div>","Data Quality Assurance","NarrativeContent_117","SECTION 11.2","11.2"
"639e863b-d344-4de5-8e0e-ceb4ddfa1b63","<div></div>","Source Data","NarrativeContent_118","SECTION 11.3","11.3"
"6b1f6909-8db9-4f13-835d-b5dccc55aa98","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","SECTION 12","12"
"afa232db-f517-4e06-b9b8-7199fe41a909","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent_120","SECTION 12.1","12.1"
"e40dd87f-5769-43cd-bc0c-7599e6b08c82","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","SECTION 12.2","12.2"
"688cdaaf-9979-4723-905c-fa02b311489c","<div></div>","Severity","NarrativeContent_122","SECTION 12.3","12.3"
"79cf4461-d5d7-4228-94d8-964f428c6adc","<div></div>","Causality","NarrativeContent_123","SECTION 12.4","12.4"
"107395e1-a103-4cc9-b007-9ba9e2abb8ca","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","SECTION 13","13"
"9873f1e2-faf8-4945-8d62-aea8cda19303","<div></div>","Contraception and Pregnancy Testing","NarrativeContent_125","SECTION 13.1","13.1"
"3242ccb1-2fe6-455c-af80-a2efc9341df5","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent_126","SECTION 13.1.1","13.1.1"
"435773b7-f1dc-40ec-8e30-87067b7cec74","<div></div>","Contraception","NarrativeContent_127","SECTION 13.1.2","13.1.2"
"001ccf0d-70d1-499b-b6b5-0f5187160be8","<div></div>","Pregnancy Testing","NarrativeContent_128","SECTION 13.1.3","13.1.3"
"a2298ee3-ef87-4b63-b34d-17b44d44f426","<div></div>","Clinical Laboratory Tests","NarrativeContent_129","SECTION 13.2","13.2"
"1d1fd605-e469-4ea8-b4a3-e5ff329e5041","<div></div>","Country/Region-Specific Differences","NarrativeContent_130","SECTION 13.3","13.3"
"a8d894cf-2cc9-4ae9-9a27-ac352447a9d6","<div></div>","Prior Protocol Amendments","NarrativeContent_131","SECTION 13.4","13.4"
"35770981-6bf7-4952-92dd-737b7685208a","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","SECTION 14","14"
"ebeb50e9-e147-4aa9-afe2-5b8b6833c4b1","<div></div>","APPENDIX: REFERENCES","NarrativeContent_133","SECTION 15","15"
