"bcPropertyEnabled","label","uuid:ID","bcPropertyDatatype","id","name","bcPropertyResponseCodes","bcPropertyRequired"
"True","Unit of Concentration","adeb85c6-d6f9-4831-861d-2178b19083da","string","BiomedicalConceptProperty_99","Unit of Concentration","[]","True"
"True","Biospecimen Type","f35b5b75-1639-4e01-9d1b-b4f98bf8667e","string","BiomedicalConceptProperty_100","Biospecimen Type","[]","True"
"True","Laboratory Test Result","3c16e8af-93a0-46c1-bd4e-1f651bdf77e9","decimal","BiomedicalConceptProperty_101","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","3663be1d-f4dc-4fe7-ab4a-0f70437d11e1","boolean","BiomedicalConceptProperty_102","Laboratory Test Fasting Status","[]","True"
"True","Unit of Catalytic Activity Concentration","e4c2be05-4591-40a7-ab33-eb51819e2803","string","BiomedicalConceptProperty_103","Unit of Catalytic Activity Concentration","[]","True"
"True","Biospecimen Type","b51e8d60-34c6-4e68-a0c7-6e0f7324c2f5","string","BiomedicalConceptProperty_104","Biospecimen Type","[]","True"
"True","Laboratory Test Result","2a113d84-9a78-4904-977c-8beff8f156e4","decimal","BiomedicalConceptProperty_105","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","12620e45-e2e8-4dff-9914-9f915d2cb02b","boolean","BiomedicalConceptProperty_106","Laboratory Test Fasting Status","[]","True"
"True","Unit of Catalytic Activity Concentration","3cb257bb-779c-4b8a-9113-35b0a9e4d452","string","BiomedicalConceptProperty_107","Unit of Catalytic Activity Concentration","[]","True"
"True","Biospecimen Type","ae6c534e-e5ea-42cc-8310-c6ed7331f205","string","BiomedicalConceptProperty_108","Biospecimen Type","[]","True"
"True","Laboratory Test Result","b3b95c6c-0e3f-490b-b92c-c473cbc629b8","string","BiomedicalConceptProperty_109","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","934c5e59-a2d4-4d2c-8518-0af4127a7d19","boolean","BiomedicalConceptProperty_110","Laboratory Test Fasting Status","[]","True"
"True","Unit of Concentration","a4e7814d-2955-4b3a-95f7-6cc03ecb2d57","string","BiomedicalConceptProperty_111","Unit of Concentration","[]","True"
"True","Biospecimen Type","271b67e7-c074-4667-a7eb-df7c3c66aa96","string","BiomedicalConceptProperty_112","Biospecimen Type","[]","True"
"True","Laboratory Test Result","baca9308-7bd9-44da-ae06-6217c69ccfcd","decimal","BiomedicalConceptProperty_113","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","5a052db7-4fa7-4ee5-9a79-cfb9d3ff8178","boolean","BiomedicalConceptProperty_114","Laboratory Test Fasting Status","[]","True"
"True","Molarity Unit","a95926f5-c023-4e51-b4a5-eb0b1025ff26","string","BiomedicalConceptProperty_115","Molarity Unit","[]","True"
"True","Biospecimen Type","e85abec1-9585-4a88-bba2-8a858c3b5085","string","BiomedicalConceptProperty_116","Biospecimen Type","[]","True"
"True","Laboratory Test Result","91c47834-4226-4005-84f5-d2f12c40148f","decimal","BiomedicalConceptProperty_117","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","e9fd5ed3-1073-48ff-864e-698c91aaa75e","boolean","BiomedicalConceptProperty_118","Laboratory Test Fasting Status","[]","True"
"True","Molarity Unit","7030e614-e330-4c27-95be-fa721d9fe9a2","string","BiomedicalConceptProperty_119","Molarity Unit","[]","True"
"True","Biospecimen Type","5682611f-bd90-4e19-8e17-9d93ac03573e","string","BiomedicalConceptProperty_120","Biospecimen Type","[]","True"
"True","Adverse Event Verbatim Description","a9683381-ffaa-44e4-8cf8-9c8cbbac5430","string","BiomedicalConceptProperty_1","Adverse Event Verbatim Description","[]","True"
"True","Adverse Event Dictionary Derived Term","a1f3e560-09c5-4787-acb3-4f25b548925e","string","BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","[]","True"
"True","Adverse Event Category","9a462d0b-e42e-4ca0-85e7-d2a448abab0c","string","BiomedicalConceptProperty_3","Adverse Event Category","[]","True"
"True","Adverse Event Subcategory","2a2c0ebd-b668-4649-8ffe-67cb3e6cb4cf","string","BiomedicalConceptProperty_4","Adverse Event Subcategory","[]","True"
"True","Adverse Event Pre-specified","28d28862-e2f0-441d-9061-69cbbbcc085d","boolean","BiomedicalConceptProperty_5","Adverse Event Pre-specified","[]","True"
"True","Severity of Adverse Event","89cad06f-8406-4477-9ade-ccf26bb56f1a","string","BiomedicalConceptProperty_6","Severity of Adverse Event","[]","True"
"True","Adverse Event Toxicity Grade","0f9ff491-bd18-4d95-8046-5df7af17afa4","string","BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","[]","True"
"True","Seriousness of Adverse Event","9b2ab2a0-c0af-4d4d-8c32-559576dcf602","boolean","BiomedicalConceptProperty_8","Seriousness of Adverse Event","[]","True"
"True","Adverse Event Action Taken with Study Treatment","9bdd7e27-d4b6-4968-9567-7f9c9e61c199","string","BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","","True"
"True","Adverse Event Attribution to Product or Procedure","1f1b2d1d-af25-4dbf-96aa-dbd2d559fbed","string","BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","[]","True"
"True","Adverse Event Pattern","9372169f-c782-4153-a09f-b6da26540eaf","string","BiomedicalConceptProperty_11","Adverse Event Pattern","[]","True"
"True","Adverse Event Outcome","dea7e581-b8b8-486d-a77d-80ac4dc60589","string","BiomedicalConceptProperty_12","Adverse Event Outcome","","True"
"True","Adverse Event Start Date Time","1954a81f-6d26-4dbb-be5a-17d9bc233d72","datetime","BiomedicalConceptProperty_13","Adverse Event Start Date Time","[]","True"
"True","Adverse Event End Date Time","b941877b-95c6-428c-821e-7a0544c7619f","datetime","BiomedicalConceptProperty_14","Adverse Event End Date Time","[]","True"
"True","Vital Signs Result","afbc6e63-fcb5-420e-8a10-82a2d3218c9a","decimal","BiomedicalConceptProperty_15","Vital Signs Result","[]","True"
"True","Unit of Pressure","44a9f207-5797-450d-b168-bbeaafa0f20f","string","BiomedicalConceptProperty_16","Unit of Pressure","","True"
"True","Vital Signs Location","f88437fd-972c-489f-9e8b-3afb8a81c7d2","string","BiomedicalConceptProperty_17","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","59158962-93ad-4dad-a149-dcf97484f871","string","BiomedicalConceptProperty_18","Vital Signs Laterality","[]","True"
"True","Test Method","3540719b-eded-4951-97fd-790f563fcfd5","string","BiomedicalConceptProperty_19","Test Method","[]","True"
"True","Vital Signs Position","a0dcf68c-ffd5-41d4-852d-bc8bd315c61e","string","BiomedicalConceptProperty_20","Vital Signs Position","[]","True"
"True","Vital Signs Result","094a2319-a445-4071-9c01-c64ab4085cea","decimal","BiomedicalConceptProperty_21","Vital Signs Result","[]","True"
"True","Unit of Pressure","829dc0c5-f928-4c94-8cb5-996a93da43db","string","BiomedicalConceptProperty_22","Unit of Pressure","","True"
"True","Vital Signs Location","32e68976-067e-464a-88bb-595ca853806d","string","BiomedicalConceptProperty_23","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","4771f003-d832-4d49-8b76-21e577ac64ee","string","BiomedicalConceptProperty_24","Vital Signs Laterality","[]","True"
"True","Test Method","9908635d-65ed-4e15-bf50-00fa3d10296c","string","BiomedicalConceptProperty_25","Test Method","[]","True"
"True","Vital Signs Position","a10e0712-6511-4c75-8bcd-002dea543650","string","BiomedicalConceptProperty_26","Vital Signs Position","[]","True"
"True","Vital Signs Result","3d42eccb-3872-4fea-80f7-0a33223d8554","decimal","BiomedicalConceptProperty_27","Vital Signs Result","[]","True"
"True","Unit of Temperature","98cc2a48-a3a9-4e04-9bcb-ab32a7ff6be3","string","BiomedicalConceptProperty_28","Unit of Temperature","","True"
"True","Vital Signs Location","44409041-325b-424c-9519-cd42c23b55de","string","BiomedicalConceptProperty_29","Vital Signs Location","[]","True"
"True","Vital Signs Result","19ee804e-07b5-4985-9c82-d9c8c02775f6","decimal","BiomedicalConceptProperty_30","Vital Signs Result","[]","True"
"True","Unit of Weight","9ed63ff8-be3d-40f8-8564-57e4f15fa715","string","BiomedicalConceptProperty_31","Unit of Weight","","True"
"True","Vital Signs Result","744962a0-3ae0-40fd-bbcd-7136224a5e9e","decimal","BiomedicalConceptProperty_32","Vital Signs Result","[]","True"
"True","Unit of Height","f17a744a-970f-4dcc-8549-6fc953dc4ca4","string","BiomedicalConceptProperty_33","Unit of Height","","True"
"True","Laboratory Test Result","94e93d32-b2cd-4d78-8796-9880132a1318","decimal","BiomedicalConceptProperty_34","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","ed1141b3-5c14-4f52-8971-8a8c60b052c7","boolean","BiomedicalConceptProperty_35","Laboratory Test Fasting Status","[]","True"
"True","Unit of Catalytic Activity Concentration","27fd5bb7-50d3-4b1c-a12a-6bdd1ca93418","string","BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","[]","True"
"True","Biospecimen Type","8b93a7c5-77d7-48c4-b3e3-03b1c907087d","string","BiomedicalConceptProperty_37","Biospecimen Type","[]","True"
"True","Laboratory Test Result","c29b6cb7-b369-4792-bae0-c6e9310211be","string","BiomedicalConceptProperty_38","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","3bcc6ea6-d135-4b18-b17b-b4fd70f2f6e3","boolean","BiomedicalConceptProperty_39","Laboratory Test Fasting Status","[]","True"
"True","Unit of Concentration","bdfc5156-72a4-4faf-97da-1a2d2dd8c5e9","string","BiomedicalConceptProperty_40","Unit of Concentration","[]","True"
"True","Biospecimen Type","15fa0384-3c22-4084-a723-4636581e9279","string","BiomedicalConceptProperty_41","Biospecimen Type","[]","True"
"True","Laboratory Test Result","6b18346b-cc1b-463d-b7d1-02c75c5d0adf","decimal","BiomedicalConceptProperty_42","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","062561e3-5d3b-4445-a7d8-46330ad195fc","boolean","BiomedicalConceptProperty_43","Laboratory Test Fasting Status","[]","True"
"True","Unit of Catalytic Activity Concentration","e6a78a60-206a-499e-96fd-53042644e8eb","string","BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","[]","True"
"True","Biospecimen Type","11a5fac0-3d9d-42bf-a872-01d63e28521e","string","BiomedicalConceptProperty_45","Biospecimen Type","[]","True"
"True","Laboratory Test Result","ff097d21-267b-4dae-8828-223164a012f3","decimal","BiomedicalConceptProperty_46","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","ccf06489-8b71-4ab7-8235-36c34ac18e61","boolean","BiomedicalConceptProperty_47","Laboratory Test Fasting Status","[]","True"
"True","Unit of Catalytic Activity Concentration","aa0f3e19-c8b8-4677-b52b-98d6852b58a8","string","BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","[]","True"
"True","Biospecimen Type","30c690e8-1ede-4054-a401-59e351358aae","string","BiomedicalConceptProperty_49","Biospecimen Type","[]","True"
"True","Laboratory Test Result","55a55343-43ae-4838-82c4-5b42eb8db91f","string","BiomedicalConceptProperty_50","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","17a8bebc-7609-4243-853f-798a2fbcb605","boolean","BiomedicalConceptProperty_51","Laboratory Test Fasting Status","[]","True"
"True","Unit of Concentration","ffaacb7e-c407-4cf9-a0ca-eed1bbb3b594","string","BiomedicalConceptProperty_52","Unit of Concentration","[]","True"
"True","Biospecimen Type","a5fa2e23-69fb-4eb4-890a-298649fdae96","string","BiomedicalConceptProperty_53","Biospecimen Type","[]","True"
"True","Laboratory Test Result","eea14ce4-cb5d-404c-9317-602fcf99d8fa","decimal","BiomedicalConceptProperty_54","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","d7fe2090-f744-4521-87b9-c25adf368673","boolean","BiomedicalConceptProperty_55","Laboratory Test Fasting Status","[]","True"
"True","Molarity Unit","bc8bafbb-b819-49ee-bb20-cc8fd97728f5","string","BiomedicalConceptProperty_56","Molarity Unit","[]","True"
"True","Biospecimen Type","77a63f00-1916-4339-aecb-f29ec428fcf5","string","BiomedicalConceptProperty_57","Biospecimen Type","[]","True"
"True","Laboratory Test Result","c4f0031d-3daf-42ca-a088-73234c0b8719","decimal","BiomedicalConceptProperty_58","Laboratory Test Result","[]","True"
"True","Laboratory Test Fasting Status","8c5c9d5d-79f4-40e1-a6d7-85151dd20632","boolean","BiomedicalConceptProperty_59","Laboratory Test Fasting Status","[]","True"
"True","Molarity Unit","eff1863a-46c2-48ca-a38d-eefff4ac5616","string","BiomedicalConceptProperty_60","Molarity Unit","[]","True"
"True","Biospecimen Type","e079b704-6594-4ddc-82b2-bf0c3c3f6614","string","BiomedicalConceptProperty_61","Biospecimen Type","[]","True"
"True","Vital Signs Result","eba53758-92ac-4482-bbec-2deaa09df814","decimal","BiomedicalConceptProperty_62","Vital Signs Result","[]","True"
"True","Unit of Pressure","31e32028-3cfd-4aff-a922-fc4ee0cd0c3c","string","BiomedicalConceptProperty_63","Unit of Pressure","","True"
"True","Vital Signs Location","44434cd5-4da2-4053-8a3f-82683439e30e","string","BiomedicalConceptProperty_64","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","153979fd-0055-4ede-87c4-bbe51aca4ea3","string","BiomedicalConceptProperty_65","Vital Signs Laterality","[]","True"
"True","Test Method","2ca59d51-f732-4b27-ba81-451a64c239cd","string","BiomedicalConceptProperty_66","Test Method","[]","True"
"True","Vital Signs Position","cdfdf760-014e-40ef-b41d-09cd3898ae68","string","BiomedicalConceptProperty_67","Vital Signs Position","[]","True"
"True","Vital Signs Result","340bf391-301d-4615-872d-a07a1541eec4","decimal","BiomedicalConceptProperty_68","Vital Signs Result","[]","True"
"True","Unit of Pressure","d82722d5-0651-4971-a1b2-a856efcade7f","string","BiomedicalConceptProperty_69","Unit of Pressure","","True"
"True","Vital Signs Location","8f6b04c1-ce7d-4c26-b7c9-b8387e1a2015","string","BiomedicalConceptProperty_70","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","3ab55680-8f2f-4a83-8c33-ec001e0b5436","string","BiomedicalConceptProperty_71","Vital Signs Laterality","[]","True"
"True","Test Method","af6bb80f-8957-4f7a-ab7c-438313d657b0","string","BiomedicalConceptProperty_72","Test Method","[]","True"
"True","Vital Signs Position","63e7540d-f672-46fd-8ab5-cdb715fc0eeb","string","BiomedicalConceptProperty_73","Vital Signs Position","[]","True"
"True","Vital Signs Result","468b55fc-bba3-41ec-beee-28ab4b3eb8d7","decimal","BiomedicalConceptProperty_74","Vital Signs Result","[]","True"
"True","Unit of Pressure","3fcde730-be0b-4a7b-8b69-3792d0227e03","string","BiomedicalConceptProperty_75","Unit of Pressure","","True"
"True","Vital Signs Location","606edd78-98eb-4a27-8a5f-27cbbe8e4420","string","BiomedicalConceptProperty_76","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","e6d63a5d-32ff-4645-a72f-8b0ad20ab85b","string","BiomedicalConceptProperty_77","Vital Signs Laterality","[]","True"
"True","Test Method","f352f150-68fb-42c0-921f-65d5aa74d44a","string","BiomedicalConceptProperty_78","Test Method","[]","True"
"True","Vital Signs Position","21b60c1d-b5dc-4004-a4d4-b2fd07382e59","string","BiomedicalConceptProperty_79","Vital Signs Position","[]","True"
"True","Vital Signs Result","dbce4439-c06f-41ee-ac82-20a21bbf7f68","decimal","BiomedicalConceptProperty_80","Vital Signs Result","[]","True"
"True","Unit of Pressure","63ff1d8b-8b78-4968-8d53-304433cb5c21","string","BiomedicalConceptProperty_81","Unit of Pressure","","True"
"True","Vital Signs Location","d1ac4c39-02bc-476e-b58d-32370bec7017","string","BiomedicalConceptProperty_82","Vital Signs Location","[]","True"
"True","Vital Signs Laterality","b70ecbad-433a-47d7-958c-eefd032215a1","string","BiomedicalConceptProperty_83","Vital Signs Laterality","[]","True"
"True","Test Method","199afb59-81a4-42ac-9bea-77bc52189f1f","string","BiomedicalConceptProperty_84","Test Method","[]","True"
"True","Vital Signs Position","1f134559-2bff-4bf8-8bcb-297823b177f9","string","BiomedicalConceptProperty_85","Vital Signs Position","[]","True"
