"code","uuid:ID","codeSystemVersion","decode","id","codeSystem"
"C48207","d48af483-6f7a-497e-bfd0-85a80ef2a51f","","Unit of Concentration","Code_269","NCI Thesaurus"
"C70713","31690d1c-a7ba-47ff-9289-8ae1fa17e7a7","","Biospecimen Type","Code_270","NCI Thesaurus"
"C64431","e362377b-4175-4360-90f0-09d8974a6d8b","","Albumin Measurement","Code_266","NCI Thesaurus"
"C36292","5a4f9aae-7cf9-4389-9278-da3da7be5974","","Laboratory Test Result","Code_272","NCI Thesaurus"
"C83309","6c0f701f-99b7-42fb-a8d8-d2fa66f8f369","","Laboratory Test Fasting Status","Code_273","NCI Thesaurus"
"C67365","af5d9d45-45aa-43f0-8ef2-a598420a21a3","","Unit of Catalytic Activity Concentration","Code_274","NCI Thesaurus"
"C70713","e09277e9-b329-42a7-af13-6023833b2be5","","Biospecimen Type","Code_275","NCI Thesaurus"
"C64432","a9989658-2c6b-46f5-a0f6-6c44744cbd12","","Alkaline Phosphatase Measurement","Code_271","NCI Thesaurus"
"C36292","6cfd8821-b16d-43a9-ad3f-c2e4d3055e7a","","Laboratory Test Result","Code_277","NCI Thesaurus"
"C83309","d355c545-9577-44c2-a1c2-d6d59d9f5361","","Laboratory Test Fasting Status","Code_278","NCI Thesaurus"
"C67365","207e0c4f-d92f-48e8-988e-c7eea6679fbd","","Unit of Catalytic Activity Concentration","Code_279","NCI Thesaurus"
"C70713","d9a2f898-e0f2-4269-8617-b9637188ae77","","Biospecimen Type","Code_280","NCI Thesaurus"
"C64467","a654a67e-eae8-4fc6-8856-2a383d622c3f","","Aspartate Aminotransferase Measurement","Code_276","NCI Thesaurus"
"C36292","19abfd90-0dd4-42cf-8504-ab162d77f1c1","","Laboratory Test Result","Code_282","NCI Thesaurus"
"C83309","392fab53-ccad-4ab5-8a59-da06a12f26eb","","Laboratory Test Fasting Status","Code_283","NCI Thesaurus"
"C48207","ebd20b5c-2b0e-4d33-89a1-c8338963e165","","Unit of Concentration","Code_284","NCI Thesaurus"
"C70713","8d19afa0-d2f0-4561-8612-d1d0054f9130","","Biospecimen Type","Code_285","NCI Thesaurus"
"C64547","a5551df1-5f5d-43a0-9c41-222a2a97783c","","Creatinine Measurement","Code_281","NCI Thesaurus"
"C36292","41438065-7925-4dc2-939b-9ceb3fc0e819","","Laboratory Test Result","Code_287","NCI Thesaurus"
"C83309","8da0afe5-98a5-4dbd-b673-87c1c51d4e7f","","Laboratory Test Fasting Status","Code_288","NCI Thesaurus"
"C64567","320e7005-b56f-425a-a190-681af7891ded","","Molarity Unit","Code_289","NCI Thesaurus"
"C70713","1ce140df-a878-42ad-9e72-559c0541bcb5","","Biospecimen Type","Code_290","NCI Thesaurus"
"C64853","b29cf789-cff4-4f18-9fcc-d87cec7faf38","","Potassium Measurement","Code_286","NCI Thesaurus"
"C36292","f0eff964-7c80-4408-958a-331e269bf14a","","Laboratory Test Result","Code_292","NCI Thesaurus"
"C83309","c16b5b0a-d386-4703-8f7d-b0b1433aac73","","Laboratory Test Fasting Status","Code_293","NCI Thesaurus"
"C64567","1e8c8ef1-d62f-4e25-aa13-cf28ba0ecb95","","Molarity Unit","Code_294","NCI Thesaurus"
"C70713","40aeedeb-755f-4db6-9b55-01dcf79c56e2","","Biospecimen Type","Code_295","NCI Thesaurus"
"C64809","4dcf9a57-91d1-42cb-95e8-6d826aca5b09","","Sodium Measurement","Code_291","NCI Thesaurus"
"C78541","90de6980-b5d6-402a-8d31-738dc47231de","","Adverse Event Verbatim Description","Code_126","NCI Thesaurus"
"C83344","560d7e26-a381-4d6b-9335-88f5010cf5a7","","Adverse Event Dictionary Derived Term","Code_127","NCI Thesaurus"
"C83198","a89a2a7b-d904-4f71-b78e-467f47e938d8","","Adverse Event Category","Code_128","NCI Thesaurus"
"C83212","b9c8865f-d01c-4c0c-b08e-dde1e094638d","","Adverse Event Subcategory","Code_129","NCI Thesaurus"
"C87840","a83dbc54-dc0e-412f-9f0c-88f05e84201b","","Adverse Event Pre-specified","Code_130","NCI Thesaurus"
"C53253","780b7758-c662-4556-b589-51c01760f372","","Severity of Adverse Event","Code_131","NCI Thesaurus"
"C78605","21d7e0c5-2394-4d07-823f-73ffe113eee7","","Adverse Event Toxicity Grade","Code_132","NCI Thesaurus"
"C53252","95c10596-c1fa-4a2f-93eb-64bc80026b0d","","Seriousness of Adverse Event","Code_133","NCI Thesaurus"
"C17998","13a5831c-36ac-4ef7-a3c6-65dd22aec74b","2023-09-29","Unknown","Code_134","http://www.cdisc.org"
"C83013","7fb0b4bd-60e1-4f90-8b1c-78fefa28fd4c","","Adverse Event Action Taken with Study Treatment","Code_135","NCI Thesaurus"
"C41358","47d7ef59-53fc-4df5-a1f9-059b18ce6437","","Adverse Event Attribution to Product or Procedure","Code_136","NCI Thesaurus"
"C83208","baf3e834-6771-4be6-99ed-58eb00e742b3","","Adverse Event Pattern","Code_137","NCI Thesaurus"
"C17998","1da7bee8-4733-40ab-87db-46fd0fd4c8af","2023-09-29","Unknown","Code_138","http://www.cdisc.org"
"C49489","12b76f65-8eec-44e3-9159-1f8909e9ab8d","","Adverse Event Outcome","Code_139","NCI Thesaurus"
"C83215","930877ae-a609-45aa-9d16-5b7c55d625d6","","Adverse Event Start Date Time","Code_140","NCI Thesaurus"
"C83201","3324bfa0-0425-4d56-82b8-d6f8e34db7c8","","Adverse Event End Date Time","Code_141","NCI Thesaurus"
"C41331","63735356-cb09-4c2f-b230-1ec0f17c3bf2","","Adverse Event","Code_125","NCI Thesaurus"
"C173522","b15b76cb-7fc3-476b-9320-6fdd9648fbed","","Vital Signs Result","Code_143","NCI Thesaurus"
"C42547","49808e0d-be03-4f61-95d1-52ffa3b5074c","2023-09-29","Pascal","Code_144","http://www.cdisc.org"
"C49669","a6288aa5-f310-4578-8088-1aafb70fdecb","","Unit of Pressure","Code_145","NCI Thesaurus"
"C83088","00e172c6-7d24-4f18-b9e6-dcfca84a92cc","","Vital Signs Location","Code_146","NCI Thesaurus"
"C123975","d996b61c-52ee-426a-b539-1bb679666ae4","","Vital Signs Laterality","Code_147","NCI Thesaurus"
"C82535","35665553-86d5-40ed-8448-f0607247af36","","Test Method","Code_148","NCI Thesaurus"
"C83114","d87b8974-3e6a-444d-a117-894b93301e8a","","Vital Signs Position","Code_149","NCI Thesaurus"
"C25298","3a77ba00-8bc7-41a6-be10-8920b3a2a795","","Systolic Blood Pressure","Code_142","NCI Thesaurus"
"C173522","af920857-6eb9-4fae-9fbc-4fbca5ca699f","","Vital Signs Result","Code_151","NCI Thesaurus"
"C42547","359f31fb-84af-4013-bd99-04963306d42e","2023-09-29","Pascal","Code_152","http://www.cdisc.org"
"C49669","93fd6c99-f422-46b8-87b9-fcb38c71cfa4","","Unit of Pressure","Code_153","NCI Thesaurus"
"C83088","794e74c2-428f-482b-9f90-77bd2403b285","","Vital Signs Location","Code_154","NCI Thesaurus"
"C123975","8ed60313-bb91-476e-8971-3fc3033ffdf7","","Vital Signs Laterality","Code_155","NCI Thesaurus"
"C82535","fa80e604-e700-4c6a-89ab-056f36b63add","","Test Method","Code_156","NCI Thesaurus"
"C83114","f87153b1-999d-4e7d-9e7b-c9b3f30f72a2","","Vital Signs Position","Code_157","NCI Thesaurus"
"C25299","ca4f8757-0905-4264-8171-a2069d660b6d","","Diastolic Blood Pressure","Code_150","NCI Thesaurus"
"C173522","1ab9001f-77a3-404a-945d-108bc698ae57","","Vital Signs Result","Code_159","NCI Thesaurus"
"C42537","1c81a94c-4836-4143-8da5-98949a38cd52","2023-09-29","Kelvin","Code_160","http://www.cdisc.org"
"C44276","ebc5b686-91d8-43c6-b9c8-b4403e1983cd","","Unit of Temperature","Code_161","NCI Thesaurus"
"C83088","d44192f0-4c53-4995-bb2f-4f56caf756b5","","Vital Signs Location","Code_162","NCI Thesaurus"
"C174446","2ebb6615-2157-4453-b6b9-fa105e3bdc6e","","Body Temperature","Code_158","NCI Thesaurus"
"C173522","67820337-475b-4fa7-b986-5e4306a8ea3e","","Vital Signs Result","Code_164","NCI Thesaurus"
"C28252","1133fff8-96cc-4240-bb3f-49d607d084c9","2023-09-29","Kilogram","Code_165","http://www.cdisc.org"
"C48155","1b84d083-9fcc-4442-ace2-1fe1c070398f","2023-09-29","Gram","Code_166","http://www.cdisc.org"
"C48531","c49b272a-ba5a-4ffc-aefa-3158a6ef92db","2023-09-29","Pound","Code_167","http://www.cdisc.org"
"C48208","a25c1bba-5084-4d42-9de7-1b218f91aa55","","Unit of Weight","Code_168","NCI Thesaurus"
"C81328","e51040af-2617-4a11-a6d8-9199e964becd","","Body Weight","Code_163","NCI Thesaurus"
"C173522","b91249f3-b1bd-4d0c-89c5-7ea1d9821ab5","","Vital Signs Result","Code_170","NCI Thesaurus"
"C49668","7585ef33-680c-4f8d-92ec-36d811bfe1cf","2023-09-29","Centimeter","Code_171","http://www.cdisc.org"
"C48500","6ede4440-d8c3-45b7-998e-8eb33f22fafb","2023-09-29","Inch","Code_172","http://www.cdisc.org"
"C28251","3ff4d79b-f3cd-4946-a281-5050132a2cfc","2023-09-29","Millimeter","Code_173","http://www.cdisc.org"
"C41139","af6b9ac0-5c9e-4352-835d-30dca2494b57","2023-09-29","Meter","Code_174","http://www.cdisc.org"
"C168688","d08b531b-a370-4743-8423-dfa4085a28ea","","Unit of Height","Code_175","NCI Thesaurus"
"C164634","a9f842eb-4cfc-4b26-8c21-37c760bdb4a5","","Body Height","Code_169","NCI Thesaurus"
"C36292","2c663a90-8cdb-4a1d-843f-0ad33ab2ba43","","Laboratory Test Result","Code_177","NCI Thesaurus"
"C83309","916f4b2a-8a05-41fc-9f7a-52e053900f65","","Laboratory Test Fasting Status","Code_178","NCI Thesaurus"
"C67365","49ab1049-9a0a-4aae-a5a8-c749fd5cbd39","","Unit of Catalytic Activity Concentration","Code_179","NCI Thesaurus"
"C70713","ba7f86d9-0367-4323-be73-066f82d5d695","","Biospecimen Type","Code_180","NCI Thesaurus"
"C64433","bc8030e0-edff-4389-b0fd-6ea31aa1e6dc","","Alanine Aminotransferase Measurement","Code_176","NCI Thesaurus"
"C36292","dbeba8c8-f160-4c52-b41c-8ff3c0c7dc65","","Laboratory Test Result","Code_182","NCI Thesaurus"
"C83309","09245aad-0a0c-431a-8ced-77bbceae5dc9","","Laboratory Test Fasting Status","Code_183","NCI Thesaurus"
"C48207","97776eab-059a-46ee-a969-cb3b850a7eea","","Unit of Concentration","Code_184","NCI Thesaurus"
"C70713","5db02a1e-385d-4e56-8093-a451e40f4001","","Biospecimen Type","Code_185","NCI Thesaurus"
"C64431","13311626-5a1a-4839-8b91-c704fb2a8a49","","Albumin Measurement","Code_181","NCI Thesaurus"
"C36292","eac74509-21ff-476b-8316-c0584657ec28","","Laboratory Test Result","Code_187","NCI Thesaurus"
"C83309","3eb5b65b-0df6-4770-8b30-1b737982d960","","Laboratory Test Fasting Status","Code_188","NCI Thesaurus"
"C67365","a44e12ba-724a-421b-b05c-bbb885ada4d4","","Unit of Catalytic Activity Concentration","Code_189","NCI Thesaurus"
"C70713","ac91c30f-ea0c-44cd-9136-663eb37b684b","","Biospecimen Type","Code_190","NCI Thesaurus"
"C64432","d33114aa-5ef2-4ffe-a0ad-6d8fb4769b39","","Alkaline Phosphatase Measurement","Code_186","NCI Thesaurus"
"C36292","4da8233d-df7c-4c03-aa21-d2774e6e2739","","Laboratory Test Result","Code_192","NCI Thesaurus"
"C83309","80759891-43ab-49ef-84ae-ea3405e349d4","","Laboratory Test Fasting Status","Code_193","NCI Thesaurus"
"C67365","d020a52c-f5fc-4bd8-b501-6649e864009b","","Unit of Catalytic Activity Concentration","Code_194","NCI Thesaurus"
"C70713","6747f10e-9748-451e-a6cd-ac89dc1e3813","","Biospecimen Type","Code_195","NCI Thesaurus"
"C64467","35039646-b8c3-412d-8f14-867401bb67d8","","Aspartate Aminotransferase Measurement","Code_191","NCI Thesaurus"
"C36292","c64e894a-4a85-47e9-8723-afed6f81b369","","Laboratory Test Result","Code_197","NCI Thesaurus"
"C83309","875491d8-2ff1-4f35-bd75-3c8142db4e35","","Laboratory Test Fasting Status","Code_198","NCI Thesaurus"
"C48207","0ca5b81d-fbfd-4e6c-ab67-f8bde1edaac8","","Unit of Concentration","Code_199","NCI Thesaurus"
"C70713","50057345-88df-4de7-ab0b-62c205b58a14","","Biospecimen Type","Code_200","NCI Thesaurus"
"C64547","6c5d0e87-eeab-4b31-99c5-ecab510165dc","","Creatinine Measurement","Code_196","NCI Thesaurus"
"C36292","2d83232b-7f86-4119-9539-9fb02ba3343b","","Laboratory Test Result","Code_202","NCI Thesaurus"
"C83309","ae004b48-7d94-4eff-9514-4bd6472e9d93","","Laboratory Test Fasting Status","Code_203","NCI Thesaurus"
"C64567","06e9be3c-cff1-4189-89e9-fb87d8ce05ae","","Molarity Unit","Code_204","NCI Thesaurus"
"C70713","a0829298-8edc-42f0-8b83-c38a81551dcb","","Biospecimen Type","Code_205","NCI Thesaurus"
"C64853","e98feb91-5e8c-4b3b-8ede-1bd145565a79","","Potassium Measurement","Code_201","NCI Thesaurus"
"C36292","f48edb19-f8d6-42fe-b716-a2d0d3209d1d","","Laboratory Test Result","Code_207","NCI Thesaurus"
"C83309","dc5e4536-6389-4879-9d2f-3fc83b4f111a","","Laboratory Test Fasting Status","Code_208","NCI Thesaurus"
"C64567","105974b2-4084-4d4c-9c58-a7c1b4fc58c0","","Molarity Unit","Code_209","NCI Thesaurus"
"C70713","99e3637f-6d10-4eb2-9e2e-cdb3cb63f061","","Biospecimen Type","Code_210","NCI Thesaurus"
"C64809","f2180516-e083-4c67-914c-479503bbcd15","","Sodium Measurement","Code_206","NCI Thesaurus"
"C173522","55980d0c-2a01-4c31-aefb-f3a7105ff003","","Vital Signs Result","Code_212","NCI Thesaurus"
"C42547","1c5af1a2-1c6a-4cc8-9d0b-6244b012dc0a","2023-09-29","Pascal","Code_213","http://www.cdisc.org"
"C49669","d0c023cc-2552-4c3d-915e-8ab299c4771a","","Unit of Pressure","Code_214","NCI Thesaurus"
"C83088","5d21a2d0-e9ec-4f21-85e4-56b5f98192f2","","Vital Signs Location","Code_215","NCI Thesaurus"
"C123975","6bf4feb7-0592-42d4-942d-80df87655acd","","Vital Signs Laterality","Code_216","NCI Thesaurus"
"C82535","c1e16bb4-7de4-4e7b-ab0d-7e2be5fea5eb","","Test Method","Code_217","NCI Thesaurus"
"C83114","a902dcde-4e11-48bd-98a5-bd674478a745","","Vital Signs Position","Code_218","NCI Thesaurus"
"C25298","0180d22e-f70a-4f6a-931e-dfc0020b6105","","Systolic Blood Pressure","Code_211","NCI Thesaurus"
"C173522","8cb284e3-007f-4dd5-913c-286b9bbba9e5","","Vital Signs Result","Code_220","NCI Thesaurus"
"C42547","3005364e-7739-47d7-a168-9935c89d3895","2023-09-29","Pascal","Code_221","http://www.cdisc.org"
"C49669","1458256b-4357-4420-be3a-525c8c0f741c","","Unit of Pressure","Code_222","NCI Thesaurus"
"C83088","54241865-7ba9-426a-bf91-5c7760b7ea23","","Vital Signs Location","Code_223","NCI Thesaurus"
"C123975","c733c143-e3ee-4d15-b4ca-b6a7eac31845","","Vital Signs Laterality","Code_224","NCI Thesaurus"
"C82535","4f9cd96f-15c8-4395-a225-63f78722cc23","","Test Method","Code_225","NCI Thesaurus"
"C83114","fd38c1bf-0dd9-49d2-beba-5aedd2c5d1ac","","Vital Signs Position","Code_226","NCI Thesaurus"
"C25299","1810cd3f-a528-4803-849b-0ee8843e6d24","","Diastolic Blood Pressure","Code_219","NCI Thesaurus"
"C173522","3e3a4354-be30-4d2e-9b5c-1f3c522176e1","","Vital Signs Result","Code_228","NCI Thesaurus"
"C42547","a3a13be8-748d-4e14-bcf1-91a82b4db51a","2023-09-29","Pascal","Code_229","http://www.cdisc.org"
"C49669","7a0cd91b-d96c-4a14-9c34-39cd1f54cea4","","Unit of Pressure","Code_230","NCI Thesaurus"
"C83088","1207dee3-9f14-45b7-9924-1803bebea2f8","","Vital Signs Location","Code_231","NCI Thesaurus"
"C123975","81775f2c-55d3-4ff8-86ec-3c900f8d66a5","","Vital Signs Laterality","Code_232","NCI Thesaurus"
"C82535","f9086456-6daa-4a56-ab6f-a014b1808f6a","","Test Method","Code_233","NCI Thesaurus"
"C83114","78db3c97-3ce7-4841-bf85-f9ae5111544b","","Vital Signs Position","Code_234","NCI Thesaurus"
"C25298","328d026c-29bc-4a68-8034-1bd0b9e1667a","","Systolic Blood Pressure","Code_227","NCI Thesaurus"
"C173522","b2763037-9554-4b2c-a5ee-230de79d5d15","","Vital Signs Result","Code_236","NCI Thesaurus"
"C42547","a56c4eae-2858-4290-98af-b77ae0894909","2023-09-29","Pascal","Code_237","http://www.cdisc.org"
"C49669","f71b3f86-e49f-4fc2-b0cf-b959b797445f","","Unit of Pressure","Code_238","NCI Thesaurus"
