"uuid:ID","id","sectionTitle","name","text","sectionNumber"
"4d49f4ba-9e18-42af-aed7-96b613b80d0c","NarrativeContent_16","Rationale for Comparator","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","4.2.1"
"c8d6bc79-62ce-4bc3-aeb4-4292ae71f88f","NarrativeContent_17","Rationale for Adaptive or Novel Trial Design","SECTION 4.2.2","<div></div>","4.2.2"
"0f074536-6611-4b0b-b8f2-c2c0cf6352ee","NarrativeContent_18","Other Trial Design Considerations","SECTION 4.2.3","<div></div>","4.2.3"
"a5fb0e72-bc0a-4452-9158-c0c860458207","NarrativeContent_19","Access to Trial Intervention After End of Trial","SECTION 4.3","<div></div>","4.3"
"7a2036d9-b35e-4018-b9c4-318a4f7133a3","NarrativeContent_20","Start of Trial and End of Trial","SECTION 4.4","<div></div>","4.4"
"48243388-9103-4547-88df-3ebf15262975","NarrativeContent_21","TRIAL POPULATION","SECTION 5","<div></div>","5"
"fb187e8a-fb6d-4158-943b-7e2f3141d3d3","NarrativeContent_22","Selection of Trial Population","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1"
"e4751c49-4c28-4c11-98b6-282743b42450","NarrativeContent_23","Rationale for Trial Population","SECTION 5.2","<div></div>","5.2"
"8fcc0b25-e3b0-4247-9acf-5388795fc1a0","NarrativeContent_24","Inclusion Criteria","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","5.3"
"c2c09739-e4ed-43e6-b552-2ec6187aef1c","NarrativeContent_25","Exclusion Criteria","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","5.4"
"737d3d14-7fce-4e18-872f-28cf51e931cf","NarrativeContent_26","Lifestyle Considerations","SECTION 5.5","<div></div>","5.5"
"f708392c-f5ae-4244-87d8-7eab57287b04","NarrativeContent_27","Meals and Dietary Restrictions","SECTION 5.5.1","<div></div>","5.5.1"
"7be2596d-9ced-4c21-a1ea-36124cb4e39b","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","<div><p>Not applicable</p></div>","5.5.2"
"0917765a-c5ba-4050-af9a-f1e358c67131","NarrativeContent_29","Physical Activity","SECTION 5.5.3","<div></div>","5.5.3"
"b875c528-c9e9-48d0-a4a6-886aa1e6fddd","NarrativeContent_30","Other Activity","SECTION 5.5.4","<div></div>","5.5.4"
"64584b72-40c6-4d7e-b018-155a0d222cb4","NarrativeContent_31","Screen Failures","SECTION 5.6","<div></div>","5.6"
"6007e8e9-f290-4238-8412-462bdd8b6cc4","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","<div></div>","6"
"eb7ba9ad-6538-4069-bda6-157bec65fab9","NarrativeContent_33","Description of Trial Intervention","SECTION 6.1","<div></div>","6.1"
"4bb9fc59-fb25-43f8-8930-a6978459be43","NarrativeContent_34","Rationale for Trial Intervention","SECTION 6.2","<div></div>","6.2"
"74d8b6cf-8771-486f-9938-b851eb20efc4","NarrativeContent_35","Dosing and Administration","SECTION 6.3","<div></div>","6.3"
"bcb10b3a-cc1a-4a70-9d5b-61c4a23509f9","NarrativeContent_36","Trial Intervention Dose Modification","SECTION 6.3.1","<div></div>","6.3.1"
"0f0414e2-f3c1-42f4-a095-2becc5720cb2","NarrativeContent_37","Treatment of Overdose","SECTION 6.4","<div></div>","6.4"
"7ddcdc87-8eca-40ad-9791-a039e39b1043","NarrativeContent_38","Preparation, Handling, Storage and Accountability","SECTION 6.5","<div></div>","6.5"
"5322056f-3bf6-4e0a-9076-9dfc605eee6b","NarrativeContent_39","Preparation of Trial Intervention","SECTION 6.5.1","<div></div>","6.5.1"
"e14f8b76-004c-46fb-b3ce-5d8a465bfd0a","NarrativeContent_40","Handling and Storage of Trial Intervention","SECTION 6.5.2","<div></div>","6.5.2"
"5aeb82d4-9bb7-4d77-977d-47e9b0663837","NarrativeContent_41","Accountability of Trial Intervention","SECTION 6.5.3","<div></div>","6.5.3"
"a2465b76-be7c-4633-b6bc-50ec510c1a78","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","SECTION 6.6","<div></div>","6.6"
"62bf0168-31c2-47e3-9fb6-3d4a5f0722fc","NarrativeContent_43","Participant Assignment","SECTION 6.6.1","<div></div>","6.6.1"
"fc6f820b-c845-4fd8-8ed3-7574d9e12dbf","NarrativeContent_44","Randomisation","SECTION 6.6.2","<div></div>","6.6.2"
"c7414953-c4f6-4c2e-9123-00dc2394fd73","NarrativeContent_45","Blinding and Unblinding","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3"
"15f313f3-46c5-40d4-8f24-89168dc8f3bd","NarrativeContent_46","Trial Intervention Compliance","SECTION 6.7","<div></div>","6.7"
"7eed646a-0386-40e6-88a5-b69c5482478e","NarrativeContent_47","Concomitant Therapy","SECTION 6.8","<div></div>","6.8"
"48a5023a-1352-4c71-b6bd-d6db0ffeb3e8","NarrativeContent_48","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","6.8.1"
"2dc41e52-2fcb-4674-bad9-91a79b9bbf83","NarrativeContent_49","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","6.8.2"
"a229d4d4-66a7-4ec5-a688-ee0c007822e1","NarrativeContent_50","Rescue Therapy","SECTION 6.8.3","<div></div>","6.8.3"
"eba247fb-7365-4618-8832-0adec97d0ca4","NarrativeContent_51","Other Therapy","SECTION 6.8.4","<div></div>","6.8.4"
"011c5d5a-afa1-41f9-b2ba-c4b3928876fa","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","7"
"dedaeaf0-0377-48f6-b3f3-3946aee08cea","NarrativeContent_53","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","7.1"
"f3e0894f-6988-4680-8fc1-979652604dce","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","7.1.1"
"59197f33-89fc-455f-b771-bcf45daea76b","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","7.1.2"
"e4cc5548-bf7f-430c-bc93-1cbe6365e487","NarrativeContent_56","Rechallenge","SECTION 7.1.3","<div></div>","7.1.3"
"43e26753-650b-4a21-bff3-656213b84cb8","NarrativeContent_57","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","7.2"
"31473922-b2e6-4f43-bdbd-00088e1c8c26","NarrativeContent_58","Lost to Follow-Up","SECTION 7.3","<div></div>","7.3"
"46a6d69d-53f0-464b-a942-3e85a384d98d","NarrativeContent_59","Trial Stopping Rules","SECTION 7.4","<div></div>","7.4"
"50974f8e-c8ea-46ec-af82-7c3f9dfbd2be","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","8"
"6e878779-bb84-49ec-81c0-a256e9026a16","NarrativeContent_61","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","8.1"
"a6a7dc7e-d465-4f76-a934-8ca04df928c1","NarrativeContent_62","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","8.2"
"33fd57eb-9704-46d0-ade3-2471e2c08c29","NarrativeContent_63","Safety Assessments and Procedures","SECTION 8.3","<div></div>","8.3"
"50031f49-0e56-4746-bf3d-481efa808e55","NarrativeContent_64","Physical Examination","SECTION 8.3.1","<div></div>","8.3.1"
"ba428f1e-fbb2-4aa1-bb2c-143b18716aef","NarrativeContent_65","Vital Signs","SECTION 8.3.2","<div></div>","8.3.2"
"cb5e54fd-ac0a-4e96-8a2d-207a8d1d815c","NarrativeContent_66","Electrocardiograms","SECTION 8.3.3","<div></div>","8.3.3"
"dc5a5c49-1245-4be8-a62b-c14c2ecff1ca","NarrativeContent_67","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","8.3.4"
"399fabc6-fc8a-4d26-8d98-7fa525cd9ced","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","8.3.5"
"75f4df62-6548-42dc-b64f-da4e3175d483","NarrativeContent_69","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","8.4"
"7e30f162-b42f-4ce1-9efd-763d1ca97ad2","NarrativeContent_70","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","8.4.1"
"bf0aa5f9-3dd2-4e74-9dd8-d2ed271f6a6f","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","8.4.2"
"25f84e10-8fee-46bb-ab91-2cd2ba033631","NarrativeContent_72","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","8.4.3"
"3a44df01-0226-4603-aded-f94a023b82bf","NarrativeContent_73","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","8.4.4"
"65271c73-b111-470b-9fbc-cd4a534286fd","NarrativeContent_74","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","8.4.5"
"396e6e12-e3d7-4456-b761-3129546cd896","NarrativeContent_75","Reporting of SAEs","SECTION 8.4.6","<div></div>","8.4.6"
"39dbd44c-639d-413a-a1ae-ad046089e93d","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","8.4.7"
"724d4e57-98f8-4c90-9d06-0fe0533a1548","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","8.4.8"
"23ecae19-3575-453d-9cf4-c3eb3bbea264","NarrativeContent_78","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","8.4.9"
"ee616b87-4731-453d-a7b2-b231cec5ec7e","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","8.4.10"
"8413641e-1462-46f8-b3e9-035a61788549","NarrativeContent_80","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","8.5"
"cc31c022-64cc-47df-9fe1-598d2e0a3510","NarrativeContent_81","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","8.5.1"
"219ad133-d990-4b55-a7da-967afaccc291","NarrativeContent_82","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","8.5.2"
"fe4354c7-57a8-4f42-bf7b-8ffea356ddb0","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","8.6"
"26508514-42c3-4560-ae37-79bfbce19c3c","NarrativeContent_84","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","8.6.1"
"a85af5d3-9299-47c0-a1dc-9bd7af641f10","NarrativeContent_85","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","8.6.2"
"5379baf4-b90c-4bb9-aa48-d14c0383987a","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","8.6.3"
"90f78fda-7eb7-4bc1-a850-e67cc3e30395","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","8.6.4"
"93b5dc5c-4826-4ff6-8a99-c1ae2540e5bd","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","8.6.5"
"59642df1-46ee-455a-a7b3-5bb19bebe25a","NarrativeContent_89","Pharmacokinetics","SECTION 8.7","<div></div>","8.7"
"ec6bf026-b5fd-4c3b-8429-ae3e01510b8d","NarrativeContent_90","Genetics","SECTION 8.8","<div></div>","8.8"
"2528a019-a5c2-4c6b-8308-a1f386caa15c","NarrativeContent_91","Biomarkers","SECTION 8.9","<div></div>","8.9"
"0756f96b-0716-4077-9c24-d71993e20fba","NarrativeContent_92","Immunogenicity Assessments","SECTION 8.1","<div></div>","8.1"
"9440c536-605f-407b-80ab-65a019f9ef27","NarrativeContent_93","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","8.1.1"
"dd022b4d-c5d9-4906-8262-5cb0d8cd8d54","NarrativeContent_94","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","9"
"6c1391b0-b1d3-4d7d-bd6c-241eba7b731b","NarrativeContent_95","Analysis Sets","SECTION 9.1","<div></div>","9.1"
"87743275-7248-46e3-8e16-c8868e12ac3e","NarrativeContent_96","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","9.2"
"9fd03bb5-5af5-44f0-abf6-84269718971e","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","9.2.1"
"4870bdb5-bcac-4058-a793-79a392de0ae0","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","9.2.2"
"565fa062-fcdb-4382-8427-e4a8ebc5f977","NarrativeContent_99","Handling of Missing Data","SECTION 9.2.3","<div></div>","9.2.3"
"90e5cb71-722d-46ed-89e8-35d5d7d712f0","NarrativeContent_100","Sensitivity Analysis","SECTION 9.2.4","<div></div>","9.2.4"
"64140c18-f603-4092-9a78-70a7e8f862be","NarrativeContent_101","Supplementary Analysis","SECTION 9.2.5","<div></div>","9.2.5"
"4643256d-bbc3-42ac-9e46-aed4e70d6749","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","9.3"
"7cb818d8-f7bf-42f6-be87-8cc10eccda98","NarrativeContent_103","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","9.4"
"82b3d793-5378-47ce-a5c8-9c766e38d78b","NarrativeContent_104","Safety Analyses","SECTION 9.5","<div></div>","9.5"
"85244c55-ff95-450c-a05b-c56e2b3ad3e0","NarrativeContent_105","Other Analyses","SECTION 9.6","<div></div>","9.6"
"68c59657-13f2-4827-952b-1c0f8e1b6bbf","NarrativeContent_106","Interim Analyses","SECTION 9.7","<div></div>","9.7"
"9dad09dd-03bf-4e22-a9cb-2064b5e0d559","NarrativeContent_107","Sample Size Determination","SECTION 9.8","<div></div>","9.8"
"9040cae6-fa5e-47df-88a6-f3da671373b9","NarrativeContent_108","Protocol Deviations","SECTION 9.9","<div></div>","9.9"
"f75c5e36-31ce-4147-8231-5188fcfccac1","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","10"
"dc0060ed-1006-4944-8456-b0dce2e61761","NarrativeContent_110","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","10.1"
"5b1ac44d-f761-4ac2-a10d-596f2fdb5b06","NarrativeContent_111","Committees","SECTION 10.2","<div></div>","10.2"
"e8e99fb0-ec51-4882-bb14-440fcc698d49","NarrativeContent_112","Informed Consent Process","SECTION 10.3","<div></div>","10.3"
"e33c6420-fb16-4258-adb0-5ccdf8486e4a","NarrativeContent_113","Data Protection","SECTION 10.4","<div></div>","10.4"
"48759b6f-91da-4327-9582-7d4e14f82bf7","NarrativeContent_114","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","10.5"
"a8b16b4e-4c28-488d-884a-bb58818ff43a","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","11"
"309d8dbe-3220-41cd-9229-fd6a46a02ccb","NarrativeContent_116","Quality Tolerance Limits","SECTION 11.1","<div></div>","11.1"
"0ef9e139-4cee-4b47-bcaa-1766e75af028","NarrativeContent_117","Data Quality Assurance","SECTION 11.2","<div></div>","11.2"
"afb682b4-7a23-4896-a4e0-b28c9754c432","NarrativeContent_118","Source Data","SECTION 11.3","<div></div>","11.3"
"34a859a4-b7e5-4653-b0ea-32ebe5da8240","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","12"
"095146e9-f28e-4787-86eb-798f0b89bb38","NarrativeContent_120","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","12.1"
"e19a0eec-993f-440e-96db-aa7b32333609","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","12.2"
"5f0c874f-a16c-4434-8a51-db51241db04f","NarrativeContent_122","Severity","SECTION 12.3","<div></div>","12.3"
"729302b3-543a-41b2-9d8c-9c2b5845e2fc","NarrativeContent_123","Causality","SECTION 12.4","<div></div>","12.4"
"04640de2-bbdd-4ca3-9825-5abef974c3aa","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","13"
"b99e8ebe-a70c-424f-9a1a-798e32853495","NarrativeContent_125","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","13.1"
"a451a0fe-d4ff-4ac7-954e-dd75cddfb4e6","NarrativeContent_126","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","13.1.1"
"3cf4d5f9-4124-4ad4-8d09-f6bd6005821a","NarrativeContent_127","Contraception","SECTION 13.1.2","<div></div>","13.1.2"
"8f8bf679-5634-49f9-a547-06f83e094238","NarrativeContent_128","Pregnancy Testing","SECTION 13.1.3","<div></div>","13.1.3"
"536cd7b6-5b6a-47fb-ac3a-032b48c181ed","NarrativeContent_129","Clinical Laboratory Tests","SECTION 13.2","<div></div>","13.2"
"b7bb76db-81c2-455b-887e-a3039cf6c1e9","NarrativeContent_130","Country/Region-Specific Differences","SECTION 13.3","<div></div>","13.3"
"a935a4c3-9afc-4110-9120-3a6768bb4b07","NarrativeContent_131","Prior Protocol Amendments","SECTION 13.4","<div></div>","13.4"
"30f0d265-3418-4560-86f8-92e21711aa65","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","14"
"df63c2a8-e798-4929-a394-93be4d51f70f","NarrativeContent_133","APPENDIX: REFERENCES","SECTION 15","<div></div>","15"
