"name","isRequired","uuid:ID","instanceType","id","datatype","isEnabled","label"
"Laboratory Test Fasting Status","True","1d4913f7-e8dc-4e16-b3f8-f46cf596673a","BiomedicalConceptProperty","BiomedicalConceptProperty_111","boolean","True","Laboratory Test Fasting Status"
"Unit of Catalytic Activity Concentration","True","7783fb2b-c09b-4df6-ad77-a024a984b629","BiomedicalConceptProperty","BiomedicalConceptProperty_112","string","True","Unit of Catalytic Activity Concentration"
"Biospecimen Type","True","da9cfdcf-9b13-4b02-93f1-944c374dae5c","BiomedicalConceptProperty","BiomedicalConceptProperty_113","string","True","Biospecimen Type"
"Laboratory Test Result","True","240a19f0-0e4e-4a12-84ee-01e86e306628","BiomedicalConceptProperty","BiomedicalConceptProperty_114","string","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","94e5a506-7e66-4c79-9ae5-6272a28e178e","BiomedicalConceptProperty","BiomedicalConceptProperty_115","boolean","True","Laboratory Test Fasting Status"
"Unit of Concentration","True","b023fd81-4d12-4c73-9fc0-644053579be5","BiomedicalConceptProperty","BiomedicalConceptProperty_116","string","True","Unit of Concentration"
"Biospecimen Type","True","658b8c3e-3b18-471a-92a3-1e88dd90d4de","BiomedicalConceptProperty","BiomedicalConceptProperty_117","string","True","Biospecimen Type"
"Laboratory Test Result","True","09ce30f7-f0f1-47c6-b8cc-620172e6c820","BiomedicalConceptProperty","BiomedicalConceptProperty_118","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","bb267a7e-8e35-4e87-9704-307cd86b9348","BiomedicalConceptProperty","BiomedicalConceptProperty_119","boolean","True","Laboratory Test Fasting Status"
"Molarity Unit","True","c313a2c1-a04a-4d0d-b95c-699f1287f740","BiomedicalConceptProperty","BiomedicalConceptProperty_120","string","True","Molarity Unit"
"Biospecimen Type","True","29dada0f-435a-4d20-b0df-2ddc118116ce","BiomedicalConceptProperty","BiomedicalConceptProperty_121","string","True","Biospecimen Type"
"Laboratory Test Result","True","d90fc48e-d48e-417a-baf7-05d627cf9671","BiomedicalConceptProperty","BiomedicalConceptProperty_122","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","3dbf1473-91b4-4b2f-ab7f-2604d9b20308","BiomedicalConceptProperty","BiomedicalConceptProperty_123","boolean","True","Laboratory Test Fasting Status"
"Molarity Unit","True","bc64f23e-b7da-4c6f-96bf-0933e2e671d9","BiomedicalConceptProperty","BiomedicalConceptProperty_124","string","True","Molarity Unit"
"Biospecimen Type","True","2460a2cf-c268-4fff-a0a1-f60319369d35","BiomedicalConceptProperty","BiomedicalConceptProperty_125","string","True","Biospecimen Type"
"Reported Event Term","True","3bb678e1-a9a3-4cb8-b009-03035ab169b4","BiomedicalConceptProperty","BiomedicalConceptProperty_1","string","True","Reported Event Term"
"Dictionary-derived Term","True","80a985db-a5bc-41f0-aa7a-25f109f7bec7","BiomedicalConceptProperty","BiomedicalConceptProperty_2","string","True","Dictionary-derived Term"
"Category","True","7ea0c591-429c-413c-bca9-7736b977bd0a","BiomedicalConceptProperty","BiomedicalConceptProperty_3","string","True","Category"
"Subcategory","True","5d196514-ce76-499f-85d2-f452f1e85963","BiomedicalConceptProperty","BiomedicalConceptProperty_4","string","True","Subcategory"
"Observation Start Date Time","True","0b725162-fb9a-4e38-94ec-d0cf3132b34c","BiomedicalConceptProperty","BiomedicalConceptProperty_5","datetime","True","Observation Start Date Time"
"Clinical Test Result","True","5481c14f-92ab-4993-8897-0f3906119f42","BiomedicalConceptProperty","BiomedicalConceptProperty_6","decimal","True","Clinical Test Result"
"Unit of Pressure","True","aed1db10-2e64-4360-9127-daca777ef15c","BiomedicalConceptProperty","BiomedicalConceptProperty_7","string","True","Unit of Pressure"
"Anatomic Site","True","98bd6d99-9ca7-4a97-b0a0-5630d761a673","BiomedicalConceptProperty","BiomedicalConceptProperty_8","string","True","Anatomic Site"
"Laterality","True","23c4a046-a38b-49d1-902d-f610216477e9","BiomedicalConceptProperty","BiomedicalConceptProperty_9","string","True","Laterality"
"Test Method","True","381f9a55-f6f6-483f-8c99-32e4987ac8f9","BiomedicalConceptProperty","BiomedicalConceptProperty_10","string","True","Test Method"
"Body Position","True","c5915cbf-d418-440c-a77b-9ff784500865","BiomedicalConceptProperty","BiomedicalConceptProperty_11","string","True","Body Position"
"Clinical Test Result","True","b0e4f202-0639-4fe2-a98a-410824cef87e","BiomedicalConceptProperty","BiomedicalConceptProperty_12","decimal","True","Clinical Test Result"
"Unit of Pressure","True","dbd58010-431f-40d3-883f-56115ce5bf76","BiomedicalConceptProperty","BiomedicalConceptProperty_13","string","True","Unit of Pressure"
"Anatomic Site","True","7c43690f-9949-4cdb-a9b0-eccd81bba20f","BiomedicalConceptProperty","BiomedicalConceptProperty_14","string","True","Anatomic Site"
"Laterality","True","936f8c9e-e03b-4f22-9953-e3979b0ee88d","BiomedicalConceptProperty","BiomedicalConceptProperty_15","string","True","Laterality"
"Test Method","True","521f72e5-81ee-4bdd-a8fb-68f161350b57","BiomedicalConceptProperty","BiomedicalConceptProperty_16","string","True","Test Method"
"Body Position","True","4dddcf16-630b-4253-9ae3-32274ab30388","BiomedicalConceptProperty","BiomedicalConceptProperty_17","string","True","Body Position"
"Clinical Test Result","True","3ae07a52-7337-4dd3-80aa-6313e06f3c47","BiomedicalConceptProperty","BiomedicalConceptProperty_18","decimal","True","Clinical Test Result"
"Unit of Temperature","True","28ee49fc-7291-4b41-a930-d55f59543b27","BiomedicalConceptProperty","BiomedicalConceptProperty_19","string","True","Unit of Temperature"
"Anatomic Site","True","881fb25b-a75f-44c4-b197-2809dae86566","BiomedicalConceptProperty","BiomedicalConceptProperty_20","string","True","Anatomic Site"
"Clinical Test Result","True","4aca4241-2328-4d3a-b06c-c878c3254c81","BiomedicalConceptProperty","BiomedicalConceptProperty_21","decimal","True","Clinical Test Result"
"Unit of Weight","True","482bce09-4470-43a9-8d56-66bd0ac7f208","BiomedicalConceptProperty","BiomedicalConceptProperty_22","string","True","Unit of Weight"
"Clinical Test Result","True","bd768320-3363-4c12-ae0b-c6079f424bc9","BiomedicalConceptProperty","BiomedicalConceptProperty_23","decimal","True","Clinical Test Result"
"Unit of Height","True","121c5ff6-926a-43cd-abaa-f9301d0ccfb3","BiomedicalConceptProperty","BiomedicalConceptProperty_24","string","True","Unit of Height"
"Laboratory Test Result","True","6042040c-bd72-4a44-a629-1bab71fd3817","BiomedicalConceptProperty","BiomedicalConceptProperty_25","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","8aa232dd-81c2-4b65-9e6a-4c1326dc5692","BiomedicalConceptProperty","BiomedicalConceptProperty_26","boolean","True","Laboratory Test Fasting Status"
"Unit of Catalytic Activity Concentration","True","bc51e152-15ac-4f98-8910-3bf6d4940456","BiomedicalConceptProperty","BiomedicalConceptProperty_27","string","True","Unit of Catalytic Activity Concentration"
"Biospecimen Type","True","a5a1e6fd-de1c-40a2-9361-4ee3bfdc46e2","BiomedicalConceptProperty","BiomedicalConceptProperty_28","string","True","Biospecimen Type"
"Laboratory Test Result","True","865a6ea3-3c0a-4c06-83fe-1257c68dc4eb","BiomedicalConceptProperty","BiomedicalConceptProperty_29","string","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","38be3d00-bcd4-4d5a-aa9c-7ba40fd47257","BiomedicalConceptProperty","BiomedicalConceptProperty_30","boolean","True","Laboratory Test Fasting Status"
"Unit of Concentration","True","fc16e9a1-e69f-40f3-9773-6a314bdda386","BiomedicalConceptProperty","BiomedicalConceptProperty_31","string","True","Unit of Concentration"
"Biospecimen Type","True","1ad021b4-e762-4c2a-a7c0-fd537196e45f","BiomedicalConceptProperty","BiomedicalConceptProperty_32","string","True","Biospecimen Type"
"Laboratory Test Result","True","e612153e-654b-4b2b-8155-0a9584e003b1","BiomedicalConceptProperty","BiomedicalConceptProperty_33","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","0db290f8-4280-44ff-8ed8-9de722b7e4bf","BiomedicalConceptProperty","BiomedicalConceptProperty_34","boolean","True","Laboratory Test Fasting Status"
"Unit of Catalytic Activity Concentration","True","c266890a-9c80-46e3-9192-bbaa82112812","BiomedicalConceptProperty","BiomedicalConceptProperty_35","string","True","Unit of Catalytic Activity Concentration"
"Biospecimen Type","True","7d84968a-f66f-4e84-a3d3-7ff69770e234","BiomedicalConceptProperty","BiomedicalConceptProperty_36","string","True","Biospecimen Type"
"Laboratory Test Result","True","661e21d0-6584-486d-82d1-378bced1b376","BiomedicalConceptProperty","BiomedicalConceptProperty_37","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","d27c7e9d-0f43-4ba9-838e-833e75091ea9","BiomedicalConceptProperty","BiomedicalConceptProperty_38","boolean","True","Laboratory Test Fasting Status"
"Unit of Catalytic Activity Concentration","True","5bade0a2-f2e2-433d-a217-12f5b46c7bf5","BiomedicalConceptProperty","BiomedicalConceptProperty_39","string","True","Unit of Catalytic Activity Concentration"
"Biospecimen Type","True","6ed3455d-237b-4235-bcc4-c1d4b13dd999","BiomedicalConceptProperty","BiomedicalConceptProperty_40","string","True","Biospecimen Type"
"Laboratory Test Result","True","1f468627-7aaa-4988-91d6-e45bdef34e5a","BiomedicalConceptProperty","BiomedicalConceptProperty_41","string","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","dcb132f2-af5d-4c85-857c-30a507f79429","BiomedicalConceptProperty","BiomedicalConceptProperty_42","boolean","True","Laboratory Test Fasting Status"
"Unit of Concentration","True","00306671-a1ee-428b-a576-b5aa5af5753e","BiomedicalConceptProperty","BiomedicalConceptProperty_43","string","True","Unit of Concentration"
"Biospecimen Type","True","ff14a5fc-0343-47b1-be18-bc7dbaf7b873","BiomedicalConceptProperty","BiomedicalConceptProperty_44","string","True","Biospecimen Type"
"Laboratory Test Result","True","5f7fd954-7c97-403a-9903-ba38b7d497ab","BiomedicalConceptProperty","BiomedicalConceptProperty_45","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","4a013e0e-4a8b-4afe-96a2-8afe42da26cd","BiomedicalConceptProperty","BiomedicalConceptProperty_46","boolean","True","Laboratory Test Fasting Status"
"Molarity Unit","True","77c3f6ae-9466-4cf7-b46d-56f7c3d7b7f0","BiomedicalConceptProperty","BiomedicalConceptProperty_47","string","True","Molarity Unit"
"Biospecimen Type","True","4f567b14-f8a3-48f8-b620-89709ed2dfd0","BiomedicalConceptProperty","BiomedicalConceptProperty_48","string","True","Biospecimen Type"
"Laboratory Test Result","True","527e1b58-0fcc-4364-b63c-5c7737fd78d8","BiomedicalConceptProperty","BiomedicalConceptProperty_49","decimal","True","Laboratory Test Result"
"Laboratory Test Fasting Status","True","8b409db4-167a-476f-8d5d-b0f309440c31","BiomedicalConceptProperty","BiomedicalConceptProperty_50","boolean","True","Laboratory Test Fasting Status"
"Molarity Unit","True","8da57ce4-3df5-4d22-a70a-72d2cd64d7b3","BiomedicalConceptProperty","BiomedicalConceptProperty_51","string","True","Molarity Unit"
"Biospecimen Type","True","bdaf0afd-6776-4445-8cf2-d9db9a3acfb5","BiomedicalConceptProperty","BiomedicalConceptProperty_52","string","True","Biospecimen Type"
"Clinical Test Result","True","6647fb51-5738-4279-bad2-549303f9d4f2","BiomedicalConceptProperty","BiomedicalConceptProperty_53","decimal","True","Clinical Test Result"
"Unit of Pressure","True","3f5abe04-23d3-4b8b-a32c-099a4e3d357b","BiomedicalConceptProperty","BiomedicalConceptProperty_54","string","True","Unit of Pressure"
"Anatomic Site","True","66909ae7-d045-4c88-a7e8-1c5cde1e0c85","BiomedicalConceptProperty","BiomedicalConceptProperty_55","string","True","Anatomic Site"
"Laterality","True","fdcab0c2-2d55-4b98-9d39-952b92835eeb","BiomedicalConceptProperty","BiomedicalConceptProperty_56","string","True","Laterality"
"Test Method","True","48335a2f-c915-4380-a587-a0448d1f80c4","BiomedicalConceptProperty","BiomedicalConceptProperty_57","string","True","Test Method"
"Body Position","True","7a733a15-d198-4bcb-8941-e1550e60fb7d","BiomedicalConceptProperty","BiomedicalConceptProperty_58","string","True","Body Position"
"Clinical Test Result","True","676744e9-4b1d-40d2-83fb-c8363ce8f6ef","BiomedicalConceptProperty","BiomedicalConceptProperty_59","decimal","True","Clinical Test Result"
"Unit of Pressure","True","0887a838-1eae-40b3-b10d-cafcde21fdb4","BiomedicalConceptProperty","BiomedicalConceptProperty_60","string","True","Unit of Pressure"
"Anatomic Site","True","bc90d2a4-4bce-460f-97a2-2ea8ec532d2b","BiomedicalConceptProperty","BiomedicalConceptProperty_61","string","True","Anatomic Site"
"Laterality","True","8b1e455b-bd9c-4dc2-8f06-7a42dbb50aeb","BiomedicalConceptProperty","BiomedicalConceptProperty_62","string","True","Laterality"
"Test Method","True","6a5fec37-c0e2-451c-9854-d8fa54fdf5d9","BiomedicalConceptProperty","BiomedicalConceptProperty_63","string","True","Test Method"
"Body Position","True","f47076c0-bccf-4260-ad90-3816d4b4de06","BiomedicalConceptProperty","BiomedicalConceptProperty_64","string","True","Body Position"
"Clinical Test Result","True","58b3fb0a-e547-4d02-a682-1604412a4c4b","BiomedicalConceptProperty","BiomedicalConceptProperty_65","integer","True","Clinical Test Result"
"Count per Minute","True","68c9a0d6-e658-4137-8d9f-a23ad45ed929","BiomedicalConceptProperty","BiomedicalConceptProperty_66","string","True","Count per Minute"
"Anatomic Site","True","38b62edb-1712-45b5-9817-6622b5079d4e","BiomedicalConceptProperty","BiomedicalConceptProperty_67","string","True","Anatomic Site"
"Laterality","True","06648f79-bb6e-49f7-aa23-3528eef99c34","BiomedicalConceptProperty","BiomedicalConceptProperty_68","string","True","Laterality"
"Test Method","True","dba14e10-6c71-46f8-84e9-6d3c1ed76c6c","BiomedicalConceptProperty","BiomedicalConceptProperty_69","string","True","Test Method"
"Body Position","True","95827db8-0d94-45ee-adf4-b273ca5b34ed","BiomedicalConceptProperty","BiomedicalConceptProperty_70","string","True","Body Position"
"Clinical Test Result","True","9fcae23d-ff17-49c0-86d1-3c191987fdb4","BiomedicalConceptProperty","BiomedicalConceptProperty_71","decimal","True","Clinical Test Result"
"Unit of Pressure","True","e335b471-820b-4c30-a1bb-fc29d6d8f15d","BiomedicalConceptProperty","BiomedicalConceptProperty_72","string","True","Unit of Pressure"
"Anatomic Site","True","2a251b0a-3617-45e5-8959-e46b85df9f1f","BiomedicalConceptProperty","BiomedicalConceptProperty_73","string","True","Anatomic Site"
"Laterality","True","23a731d5-ea5f-4f6a-b939-bd69da4948af","BiomedicalConceptProperty","BiomedicalConceptProperty_74","string","True","Laterality"
"Test Method","True","b2702555-95ab-4ca3-877b-8a1a935beb24","BiomedicalConceptProperty","BiomedicalConceptProperty_75","string","True","Test Method"
"Body Position","True","38a8e38e-8a19-4969-b8da-2b2dfbe3880d","BiomedicalConceptProperty","BiomedicalConceptProperty_76","string","True","Body Position"
"Clinical Test Result","True","a8c4f54d-7d1e-462a-94a3-a47f62d1a4d3","BiomedicalConceptProperty","BiomedicalConceptProperty_77","decimal","True","Clinical Test Result"
"Unit of Pressure","True","ede15e39-5c76-4f48-9417-918a60c1d4a8","BiomedicalConceptProperty","BiomedicalConceptProperty_78","string","True","Unit of Pressure"
"Anatomic Site","True","6f4b96ee-6ab0-4ea5-900c-48fff9ca9eeb","BiomedicalConceptProperty","BiomedicalConceptProperty_79","string","True","Anatomic Site"
"Laterality","True","1528d5df-a993-4db2-842b-f2c735136481","BiomedicalConceptProperty","BiomedicalConceptProperty_80","string","True","Laterality"
"Test Method","True","e64a680e-d1c4-402f-a800-8315de197d24","BiomedicalConceptProperty","BiomedicalConceptProperty_81","string","True","Test Method"
"Body Position","True","16306d51-946c-4dc6-bb0e-77fc8181ef7c","BiomedicalConceptProperty","BiomedicalConceptProperty_82","string","True","Body Position"
"Clinical Test Result","True","9b772624-e129-4319-bc6a-ce5bca00cc7d","BiomedicalConceptProperty","BiomedicalConceptProperty_83","integer","True","Clinical Test Result"
"Count per Minute","True","4cdcceb0-d4db-4dd5-ba5e-8a41876b5b0c","BiomedicalConceptProperty","BiomedicalConceptProperty_84","string","True","Count per Minute"
"Anatomic Site","True","d923e7fe-e168-4cbf-8970-1cea1c5e9460","BiomedicalConceptProperty","BiomedicalConceptProperty_85","string","True","Anatomic Site"
"Laterality","True","d8187a8a-0823-456f-98e1-ddbd2e700c74","BiomedicalConceptProperty","BiomedicalConceptProperty_86","string","True","Laterality"
"Test Method","True","f882c9dc-80cc-4e72-9c67-2292f98b6998","BiomedicalConceptProperty","BiomedicalConceptProperty_87","string","True","Test Method"
"Body Position","True","2b850c73-ab7b-450e-9172-43f54cdfd470","BiomedicalConceptProperty","BiomedicalConceptProperty_88","string","True","Body Position"
