"uuid:ID","text","name","sectionTitle","id","sectionNumber"
"0e4d4688-8a97-4802-9756-0aa9c2e8a6dc","<div></div>","SECTION 6.8","Concomitant Therapy","NarrativeContent_46","6.8"
"ef5d90b3-8c4f-4b70-a880-f308295b295b","<div></div>","SECTION 6.8.1","Prohibited Concomitant Therapy","NarrativeContent_47","6.8.1"
"9239b7ed-5c55-48ed-a548-d27042cbaefb","<div></div>","SECTION 6.8.2","Permitted Concomitant Therapy","NarrativeContent_48","6.8.2"
"8593ba66-f103-40b6-a389-47ed34e6c439","<div></div>","SECTION 6.8.3","Rescue Therapy","NarrativeContent_49","6.8.3"
"9e442484-f1e3-45e6-9698-5ab5cfc916c5","<div></div>","SECTION 6.8.4","Other Therapy","NarrativeContent_50","6.8.4"
"b3c08a16-b192-4922-b29a-e655ed68c269","<div></div>","SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_51","7"
"85d77c28-bd6f-41d5-9b6c-b21be8ebade4","<div></div>","SECTION 7.1","Discontinuation of Trial Intervention","NarrativeContent_52","7.1"
"8badba95-e6b9-4303-bda5-6b4b504c144f","<div></div>","SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_53","7.1.1"
"c333522d-78b6-4d9f-9fa6-453affc344a6","<div></div>","SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_54","7.1.2"
"c7b598ea-7a36-43e7-9908-2a6ab5fb27e4","<div></div>","SECTION 7.1.3","Rechallenge","NarrativeContent_55","7.1.3"
"48577c62-c8ba-4b65-8d2d-284ddde67e72","<div></div>","SECTION 7.2","Participant Withdrawal from the Trial","NarrativeContent_56","7.2"
"defd0470-996e-4ba1-ac00-3eaf7df9affd","<div></div>","SECTION 7.3","Lost to Follow-Up","NarrativeContent_57","7.3"
"45f90815-6fda-421b-8cbc-24934c94005e","<div></div>","SECTION 7.4","Trial Stopping Rules","NarrativeContent_58","7.4"
"02c1e672-3eb2-44e5-b4d7-41f78dda23b8","<div></div>","SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_59","8"
"a6ba79d9-f908-4f8b-af6c-c74f500b5d81","<div></div>","SECTION 8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_60","8.1"
"aff57a6d-14bf-4556-9919-fb0bc17adf5d","<div></div>","SECTION 8.2","Efficacy Assessments and Procedures","NarrativeContent_61","8.2"
"7b71cb11-a360-4468-b50c-cb7cd6835abf","<div></div>","SECTION 8.3","Safety Assessments and Procedures","NarrativeContent_62","8.3"
"d23d673d-3473-45be-ad37-199acd094766","<div></div>","SECTION 8.3.1","Physical Examination","NarrativeContent_63","8.3.1"
"a2493690-b0fa-4e91-8981-5b9dcd4215c9","<div></div>","SECTION 8.3.2","Vital Signs","NarrativeContent_64","8.3.2"
"42dd1d49-0137-43d3-ae55-6f9b71c0ae52","<div></div>","SECTION 8.3.3","Electrocardiograms","NarrativeContent_65","8.3.3"
"0de30c9a-50b8-48c7-9866-1065ac7eb7ac","<div></div>","SECTION 8.3.4","Clinical Laboratory Assessments","NarrativeContent_66","8.3.4"
"23eb9902-f73a-44e2-8d9b-f4f8d5eeb715","<div></div>","SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67","8.3.5"
"1fcf153c-8b0c-4aa6-b405-305709a1319b","<div></div>","SECTION 8.4","Adverse Events and Serious Adverse Events","NarrativeContent_68","8.4"
"069a3a18-0d61-46e7-a94e-b1b78f4ddcbb","<div></div>","SECTION 8.4.1","Definitions of AE and SAE","NarrativeContent_69","8.4.1"
"cbca97c3-703b-4bee-a5bf-7feda79cf1cf","<div></div>","SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70","8.4.2"
"7251f590-3d6d-4f7c-9895-1797910189c0","<div></div>","SECTION 8.4.3","Identifying AEs and SAEs","NarrativeContent_71","8.4.3"
"e982d641-3bde-4f56-af4e-f8cfc97b7c81","<div></div>","SECTION 8.4.4","Recording of AEs and SAEs","NarrativeContent_72","8.4.4"
"038a6439-0a3f-48af-a7a1-d71373e38edd","<div></div>","SECTION 8.4.5","Follow-up of AEs and SAEs","NarrativeContent_73","8.4.5"
"8cb4f732-2358-4e34-a50c-6cb67b503595","<div></div>","SECTION 8.4.6","Reporting of SAEs","NarrativeContent_74","8.4.6"
"409b33b5-062b-44c1-b21b-c4098a3d01d2","<div></div>","SECTION 8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_75","8.4.7"
"d6445d40-c262-4f1d-9454-f69f25c77f5a","<div></div>","SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76","8.4.8"
"3fdd9fa2-d70b-4254-9cac-620aa17f4fc1","<div></div>","SECTION 8.4.9","Adverse Events of Special Interest","NarrativeContent_77","8.4.9"
"3a055cef-72f5-4342-a725-581130ab8ad9","<div></div>","SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78","8.4.10"
"c3f02c6c-a9d6-491d-b8fd-9fc62aae8017","<div></div>","SECTION 8.5","Pregnancy and Postpartum Information","NarrativeContent_79","8.5"
"ac938360-78ab-4a20-957f-02adfd607f25","<div></div>","SECTION 8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_80","8.5.1"
"c02938c1-fb5a-4544-8a36-b2cd862b7a2e","<div></div>","SECTION 8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_81","8.5.2"
"678c465e-df53-4a3d-aa0b-05acf6e9da4b","<div></div>","SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82","8.6"
"05c7f781-e025-43cd-bc83-4ac4f46703c6","<div></div>","SECTION 8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_83","8.6.1"
"e7f06d3f-1e76-4a33-8b8f-0a17a154f909","<div></div>","SECTION 8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_84","8.6.2"
"cc9e9b28-2a6b-48a0-a154-6268bf4103db","<div></div>","SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85","8.6.3"
"6b775246-1077-4c22-99d9-610be27e0102","<div></div>","SECTION 8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_86","8.6.4"
"8e3eac9a-b91c-4ba1-b6e8-93070a4b5cf4","<div></div>","SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87","8.6.5"
"6868da3e-48d1-4a89-bd86-cdcfce06529c","<div></div>","SECTION 8.7","Pharmacokinetics","NarrativeContent_88","8.7"
"c423fa4d-2051-4618-ad6a-b55ce0ae7483","<div></div>","SECTION 8.8","Genetics","NarrativeContent_89","8.8"
"25126066-d07a-4c1a-a762-523f2604e923","<div></div>","SECTION 8.9","Biomarkers","NarrativeContent_90","8.9"
"98fbff1e-699e-436b-9a84-e0051a872205","<div></div>","SECTION 8.1","Immunogenicity Assessments","NarrativeContent_91","8.1"
"0f8feb29-83d9-4b54-af39-c40340fe6c0b","<div></div>","SECTION 8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_92","8.1.1"
"f89c00ee-3655-432c-9d30-f9cc9cc17d57","<div></div>","SECTION 9","STATISTICAL CONSIDERATIONS","NarrativeContent_93","9"
"939ecd81-110e-4046-926b-7b8b4755e825","<div></div>","SECTION 9.1","Analysis Sets","NarrativeContent_94","9.1"
"e0e9d7d0-6432-4080-9b99-12168fdf2354","<div></div>","SECTION 9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_95","9.2"
"450dfbb9-491d-4509-bdf3-f629361e4645","<div></div>","SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96","9.2.1"
"ee771311-e35d-4b34-9260-3791e63c10f6","<div></div>","SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97","9.2.2"
"9d9788da-2912-4010-9fce-2525c71efad1","<div></div>","SECTION 9.2.3","Handling of Missing Data","NarrativeContent_98","9.2.3"
"b4a01248-2941-42be-be33-7541df8862cc","<div></div>","SECTION 9.2.4","Sensitivity Analysis","NarrativeContent_99","9.2.4"
"a28e2434-5cfd-4aae-8c21-df1e664e683e","<div></div>","SECTION 9.2.5","Supplementary Analysis","NarrativeContent_100","9.2.5"
"eac17ee3-29c4-4f57-9e84-cbfd4b2956b4","<div></div>","SECTION 9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_101","9.3"
"64fa71fe-d0ac-45b8-9c90-b30edb0a50da","<div></div>","SECTION 9.4","Analysis of Exploratory Objective(s)","NarrativeContent_102","9.4"
"081383d2-83cb-431e-9d6f-ac8a31019775","<div></div>","SECTION 9.5","Safety Analyses","NarrativeContent_103","9.5"
"328cbb55-f875-494d-ab40-ee2d0f88965a","<div></div>","SECTION 9.6","Other Analyses","NarrativeContent_104","9.6"
"f63a2b7e-b6f3-4292-8291-686cbbf6995c","<div></div>","SECTION 9.7","Interim Analyses","NarrativeContent_105","9.7"
"01578f69-40ff-4810-9120-d11866c92828","<div></div>","SECTION 9.8","Sample Size Determination","NarrativeContent_106","9.8"
"d3e37c82-492a-45e5-a9c6-ba58db9dc58f","<div></div>","SECTION 9.9","Protocol Deviations","NarrativeContent_107","9.9"
"bec9c747-0b75-4150-8964-528c87363587","<div></div>","SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108","10"
"1ad5e52d-b344-417b-8662-5cc9a3f0088c","<div></div>","SECTION 10.1","Regulatory and Ethical Considerations","NarrativeContent_109","10.1"
"718bca5f-d7ef-4616-898f-1ae1b30013dd","<div></div>","SECTION 10.2","Committees","NarrativeContent_110","10.2"
"2a947728-4e4e-4dd6-a2bb-95f830f5a74f","<div></div>","SECTION 10.3","Informed Consent Process","NarrativeContent_111","10.3"
"e880e40a-5659-465a-98f6-d1e87d9cbf17","<div></div>","SECTION 10.4","Data Protection","NarrativeContent_112","10.4"
"95e797af-84c4-4d55-aad4-2d91faabe7b4","<div></div>","SECTION 10.5","Early Site Closure or Trial Termination","NarrativeContent_113","10.5"
"c0b462ec-2f40-4036-b1b5-d93073b85e66","<div></div>","SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114","11"
"1644c15d-372d-4830-97ce-de6429c5595c","<div></div>","SECTION 11.1","Quality Tolerance Limits","NarrativeContent_115","11.1"
"4c4e7745-174a-486b-a449-f88c760d72ca","<div></div>","SECTION 11.2","Data Quality Assurance","NarrativeContent_116","11.2"
"9d72ae3e-c05b-4fd1-b3a8-1708e77f4c1b","<div></div>","SECTION 11.3","Source Data","NarrativeContent_117","11.3"
"b612356c-0660-4011-ad1d-22a3e91efe3b","<div></div>","SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118","12"
"1b419642-cf3e-41e9-a3d0-a329b52cc3d0","<div></div>","SECTION 12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_119","12.1"
"cb95a780-f3aa-404e-acd1-69fe5cf55387","<div></div>","SECTION 12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_120","12.2"
"20304a7c-f055-4abf-8acb-03a931d3ff65","<div></div>","SECTION 12.3","Severity","NarrativeContent_121","12.3"
"f0af8b1e-1b05-4205-8fe7-44c02d59ebc7","<div></div>","SECTION 12.4","Causality","NarrativeContent_122","12.4"
"021bc2df-0cc2-45b0-8283-4b118de4903e","<div></div>","SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123","13"
"da3c916b-b4b2-4439-8dcf-d38ab8b17f62","<div></div>","SECTION 13.1","Contraception and Pregnancy Testing","NarrativeContent_124","13.1"
"9ce2c818-05b0-471e-ae1a-71e89e67d121","<div></div>","SECTION 13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_125","13.1.1"
"86ee6b5f-58a2-43a8-b837-5f6a9c61fb69","<div></div>","SECTION 13.1.2","Contraception","NarrativeContent_126","13.1.2"
"ab4fe286-c571-4aa3-ae6a-7b1c53e8f7a8","<div></div>","SECTION 13.1.3","Pregnancy Testing","NarrativeContent_127","13.1.3"
"86021439-ef11-41d4-a223-ffdd7f121bf3","<div></div>","SECTION 13.2","Clinical Laboratory Tests","NarrativeContent_128","13.2"
"bfb9cccc-fe93-4453-b537-64b1f0929695","<div></div>","SECTION 13.3","Country/Region-Specific Differences","NarrativeContent_129","13.3"
"52fffffd-368c-4b90-a904-dcbf04c61763","<div></div>","SECTION 13.4","Prior Protocol Amendments","NarrativeContent_130","13.4"
"b6a37374-c8ef-48fc-87d5-517e1a7eefe0","<div></div>","SECTION 14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131","14"
"0c93abd4-3118-4bc9-a011-b8f79b838bce","<div></div>","SECTION 15","APPENDIX: REFERENCES","NarrativeContent_132","15"
