"datatype","name","id","isEnabled","label","instanceType","isRequired","uuid:ID"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","cb5069be-e757-4316-89e9-b5bd962f2c4d"
"string","Unit of Concentration","BiomedicalConceptProperty_111","True","Unit of Concentration","BiomedicalConceptProperty","True","a634121e-7d03-408f-a4f7-047cb4abb330"
"string","Biospecimen Type","BiomedicalConceptProperty_112","True","Biospecimen Type","BiomedicalConceptProperty","True","64740fc5-dd0e-4453-bb30-5573e055eb16"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_113","True","Laboratory Test Result","BiomedicalConceptProperty","True","c02c14b1-4814-42ca-a31c-ffaa7260c0c3"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","ba177839-67f9-40a5-b73f-ad752e1d3559"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","e2b8cded-e99a-49e1-9647-e7b8d66588ed"
"string","Biospecimen Type","BiomedicalConceptProperty_116","True","Biospecimen Type","BiomedicalConceptProperty","True","31fe7ef4-e65a-4fcb-b185-c5be95b1a9bc"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_117","True","Laboratory Test Result","BiomedicalConceptProperty","True","df1cf961-9a40-40f4-ba0a-4b3b150b0e28"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","dd750804-5f97-4bdc-a10c-1b632fcb61d0"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","024e3b1b-fdf9-444e-9361-0b05b35b736c"
"string","Biospecimen Type","BiomedicalConceptProperty_120","True","Biospecimen Type","BiomedicalConceptProperty","True","03114052-00b8-4f4a-9a48-2de7c447edc8"
"string","Laboratory Test Result","BiomedicalConceptProperty_121","True","Laboratory Test Result","BiomedicalConceptProperty","True","9b1c1fbb-347d-4c2f-bf62-91431ba08286"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","21ba0944-55e0-42a9-9f82-129f57920f80"
"string","Unit of Concentration","BiomedicalConceptProperty_123","True","Unit of Concentration","BiomedicalConceptProperty","True","492065a5-49e2-4396-a838-f8a0884b2592"
"string","Biospecimen Type","BiomedicalConceptProperty_124","True","Biospecimen Type","BiomedicalConceptProperty","True","c8bb7340-9734-4347-9db6-64deee579dad"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_125","True","Laboratory Test Result","BiomedicalConceptProperty","True","d0367509-c49f-407c-b7cc-7d4d83fb3760"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","8f2c7338-0882-44ec-9ceb-32bbb1ffbded"
"string","Molarity Unit","BiomedicalConceptProperty_127","True","Molarity Unit","BiomedicalConceptProperty","True","6af56cd0-28c0-4238-b4b4-2b60d2538bb9"
"string","Biospecimen Type","BiomedicalConceptProperty_128","True","Biospecimen Type","BiomedicalConceptProperty","True","5f5d53f7-5a59-4e1e-8c2c-a0e2b9c8fc59"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_129","True","Laboratory Test Result","BiomedicalConceptProperty","True","e76d8de7-6868-4687-a761-34284b659dad"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","dd64a6a2-8a9e-4fdc-b7fd-c8445383b470"
"string","Molarity Unit","BiomedicalConceptProperty_131","True","Molarity Unit","BiomedicalConceptProperty","True","366dd89b-eecc-4448-96b0-9528881d4fd3"
"string","Biospecimen Type","BiomedicalConceptProperty_132","True","Biospecimen Type","BiomedicalConceptProperty","True","19e99c77-0209-4f4b-b6ff-dd1901be16d4"
"string","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","True","Adverse Event Verbatim Description","BiomedicalConceptProperty","True","36aaeaa2-f12e-4bfe-a3f0-6182cbfd676e"
"string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","True","6768cf60-66c2-45f6-b090-1be30ed7d88d"
"string","Adverse Event Category","BiomedicalConceptProperty_3","True","Adverse Event Category","BiomedicalConceptProperty","True","01522261-595c-40a5-bc18-287064e29f6f"
"string","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","Adverse Event Subcategory","BiomedicalConceptProperty","True","9658cbff-84a6-4317-beaa-0410e47dd3ff"
"boolean","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","Adverse Event Pre-specified","BiomedicalConceptProperty","True","8f5ea09c-7f30-4a26-9670-bebe46e76bab"
"string","Severity of Adverse Event","BiomedicalConceptProperty_6","True","Severity of Adverse Event","BiomedicalConceptProperty","True","cd4573f8-a6f9-4e16-81c6-a417a663f0b6"
"string","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty","True","ba19a7df-8f21-4e86-9334-630c5b467bee"
"boolean","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","Seriousness of Adverse Event","BiomedicalConceptProperty","True","47758bda-812f-4531-8142-511dbe920f54"
"string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","True","e91c29fd-09bc-41b5-a11d-210fdaf9a51d"
"string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","True","c2e24fc2-5172-4510-a792-ba4dbf3e700c"
"string","Adverse Event Pattern","BiomedicalConceptProperty_11","True","Adverse Event Pattern","BiomedicalConceptProperty","True","6e2044c7-aa49-4bd3-9d98-c4728db72568"
"string","Adverse Event Outcome","BiomedicalConceptProperty_12","True","Adverse Event Outcome","BiomedicalConceptProperty","True","3a1d39e3-a82e-492d-82ac-2d847e496f7f"
"datetime","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","Adverse Event Start Date Time","BiomedicalConceptProperty","True","b65c6dfa-9d0c-42b5-a926-fef3d15a7df4"
"datetime","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","Adverse Event End Date Time","BiomedicalConceptProperty","True","b0ab7a3e-e58e-4357-847d-d714291d6c4b"
"decimal","Vital Signs Result","BiomedicalConceptProperty_15","True","Vital Signs Result","BiomedicalConceptProperty","True","2e5fa4a8-07f3-4c93-be7f-a8da89ee090b"
"string","Unit of Pressure","BiomedicalConceptProperty_16","True","Unit of Pressure","BiomedicalConceptProperty","True","044d57a7-3843-4e87-837d-fc0bd9f3776c"
"string","Vital Signs Location","BiomedicalConceptProperty_17","True","Vital Signs Location","BiomedicalConceptProperty","True","e5332180-c22c-48cf-b329-44ca89b485ee"
"string","Vital Signs Laterality","BiomedicalConceptProperty_18","True","Vital Signs Laterality","BiomedicalConceptProperty","True","5fafb1be-69c5-4e56-b8d3-5d9e2e2f4a1c"
"string","Test Method","BiomedicalConceptProperty_19","True","Test Method","BiomedicalConceptProperty","True","949d3e32-4dc3-440c-80b3-c1a1034064c5"
"string","Vital Signs Position","BiomedicalConceptProperty_20","True","Vital Signs Position","BiomedicalConceptProperty","True","90767832-1107-42d7-9a62-c40bffe3c0ad"
"decimal","Vital Signs Result","BiomedicalConceptProperty_21","True","Vital Signs Result","BiomedicalConceptProperty","True","7e2cfaee-c939-43c3-a69d-badadff8c80c"
"string","Unit of Pressure","BiomedicalConceptProperty_22","True","Unit of Pressure","BiomedicalConceptProperty","True","9ce27115-4b39-49ba-834d-a049444aa184"
"string","Vital Signs Location","BiomedicalConceptProperty_23","True","Vital Signs Location","BiomedicalConceptProperty","True","f8428a00-96f7-464d-8b60-797971721dd0"
"string","Vital Signs Laterality","BiomedicalConceptProperty_24","True","Vital Signs Laterality","BiomedicalConceptProperty","True","d53b314b-196d-4f61-8db6-4eb605a2c1cd"
"string","Test Method","BiomedicalConceptProperty_25","True","Test Method","BiomedicalConceptProperty","True","accdd871-8784-4aaa-855f-217b24f54be3"
"string","Vital Signs Position","BiomedicalConceptProperty_26","True","Vital Signs Position","BiomedicalConceptProperty","True","68da284b-cdd8-477e-b344-cc91335f36ca"
"decimal","Vital Signs Result","BiomedicalConceptProperty_27","True","Vital Signs Result","BiomedicalConceptProperty","True","b764851a-d063-4103-810e-3030be7ea131"
"string","Unit of Temperature","BiomedicalConceptProperty_28","True","Unit of Temperature","BiomedicalConceptProperty","True","5331adf4-46d3-4bcd-bdff-24b40d1342df"
"string","Vital Signs Location","BiomedicalConceptProperty_29","True","Vital Signs Location","BiomedicalConceptProperty","True","359bb8b6-c899-44ef-baa4-be1b4a48cdcf"
"decimal","Vital Signs Result","BiomedicalConceptProperty_30","True","Vital Signs Result","BiomedicalConceptProperty","True","469c27b1-701d-4cbf-bb07-60a3711bb22f"
"string","Unit of Weight","BiomedicalConceptProperty_31","True","Unit of Weight","BiomedicalConceptProperty","True","a99ba919-9f6a-49b8-a0ba-cbe43ab69955"
"decimal","Vital Signs Result","BiomedicalConceptProperty_32","True","Vital Signs Result","BiomedicalConceptProperty","True","7697e7fa-f2f1-4376-94a1-c8b31022048b"
"string","Unit of Height","BiomedicalConceptProperty_33","True","Unit of Height","BiomedicalConceptProperty","True","88c9b35e-269c-4f02-9da8-390b1f1ae1d0"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_34","True","Laboratory Test Result","BiomedicalConceptProperty","True","9913bcfb-65c1-400e-8cde-4311c1c000ca"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","6ab74913-d379-4e05-921f-11736fe6a09a"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","6d71ec2f-5321-4282-9528-80c3bc41c672"
"string","Biospecimen Type","BiomedicalConceptProperty_37","True","Biospecimen Type","BiomedicalConceptProperty","True","a28ac950-da66-4db7-829d-6b7dd73191ea"
"string","Laboratory Test Result","BiomedicalConceptProperty_38","True","Laboratory Test Result","BiomedicalConceptProperty","True","e5386be4-0591-4bd8-aa4d-c5567f6da1d1"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","3dd456d1-c983-45ec-a5af-0353e4a1a310"
"string","Unit of Concentration","BiomedicalConceptProperty_40","True","Unit of Concentration","BiomedicalConceptProperty","True","466af8fd-9a46-4254-8689-9a7037fbfee8"
"string","Biospecimen Type","BiomedicalConceptProperty_41","True","Biospecimen Type","BiomedicalConceptProperty","True","64e9440b-b460-490e-b36d-6ebc23ccae2b"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_42","True","Laboratory Test Result","BiomedicalConceptProperty","True","f19d783e-1180-43c8-be70-23fc812219f3"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","fe3d3998-7f3e-408b-9777-34678a4a1efd"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","c9e8643f-a4ab-4df6-af46-6fff6b839975"
"string","Biospecimen Type","BiomedicalConceptProperty_45","True","Biospecimen Type","BiomedicalConceptProperty","True","f7965d50-4bbd-4255-95aa-786bef5d4e16"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_46","True","Laboratory Test Result","BiomedicalConceptProperty","True","0265960c-1ead-4c7a-93bd-f4c913fda8bb"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","3731303c-c6d7-4f01-be03-863d9a47d4d3"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","8660dac9-2542-4a60-9b53-d2cee0557c21"
"string","Biospecimen Type","BiomedicalConceptProperty_49","True","Biospecimen Type","BiomedicalConceptProperty","True","d9c84fa2-fbea-436a-af46-248489ebc62e"
"string","Laboratory Test Result","BiomedicalConceptProperty_50","True","Laboratory Test Result","BiomedicalConceptProperty","True","a8717dd3-4460-4988-8abf-f717de20680e"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","bde55da6-ec01-464d-a171-ee15dea71073"
"string","Unit of Concentration","BiomedicalConceptProperty_52","True","Unit of Concentration","BiomedicalConceptProperty","True","038cfc63-563b-4de9-8bf8-63e6a84d7bae"
"string","Biospecimen Type","BiomedicalConceptProperty_53","True","Biospecimen Type","BiomedicalConceptProperty","True","641dbc2b-2899-4cfc-a3c0-959034e4d0a8"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_54","True","Laboratory Test Result","BiomedicalConceptProperty","True","27d6e661-0479-4352-91b4-01b51830bde7"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","7463ccb7-8874-4347-a389-63bb0e4d7e12"
"string","Molarity Unit","BiomedicalConceptProperty_56","True","Molarity Unit","BiomedicalConceptProperty","True","73c1b085-432a-43b5-8924-bec0a0f5de1a"
"string","Biospecimen Type","BiomedicalConceptProperty_57","True","Biospecimen Type","BiomedicalConceptProperty","True","1e6b7c99-b899-4503-9974-78b0da661eef"
"decimal","Laboratory Test Result","BiomedicalConceptProperty_58","True","Laboratory Test Result","BiomedicalConceptProperty","True","d1643d59-e8f5-463a-8cae-c52ca7d6b04f"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","965d2aef-4caf-41a1-9ca7-ef7d9a6e2f3f"
"string","Molarity Unit","BiomedicalConceptProperty_60","True","Molarity Unit","BiomedicalConceptProperty","True","2e49aac1-29db-498f-84ca-bf2a2fbde114"
"string","Biospecimen Type","BiomedicalConceptProperty_61","True","Biospecimen Type","BiomedicalConceptProperty","True","fc181b16-a1b5-4ea7-b9ff-07e2d185c745"
"decimal","Vital Signs Result","BiomedicalConceptProperty_62","True","Vital Signs Result","BiomedicalConceptProperty","True","01fb2d54-097e-431c-96c2-571b8e9adaaa"
"string","Unit of Pressure","BiomedicalConceptProperty_63","True","Unit of Pressure","BiomedicalConceptProperty","True","6f194969-3359-4ac1-ad86-1f9f15b9c404"
"string","Vital Signs Location","BiomedicalConceptProperty_64","True","Vital Signs Location","BiomedicalConceptProperty","True","cb5878aa-a07a-4563-bf93-f8bb201f955e"
"string","Vital Signs Laterality","BiomedicalConceptProperty_65","True","Vital Signs Laterality","BiomedicalConceptProperty","True","1ee8a30b-dd33-4fcb-b89c-9ae426555f1e"
"string","Test Method","BiomedicalConceptProperty_66","True","Test Method","BiomedicalConceptProperty","True","fcfe69a3-ad6d-4de2-b157-299a94272062"
"string","Vital Signs Position","BiomedicalConceptProperty_67","True","Vital Signs Position","BiomedicalConceptProperty","True","207d2fa7-d7e1-43ca-81f3-309544f78469"
"decimal","Vital Signs Result","BiomedicalConceptProperty_68","True","Vital Signs Result","BiomedicalConceptProperty","True","d54ce87c-2394-4658-874f-f695d9b2892e"
"string","Unit of Pressure","BiomedicalConceptProperty_69","True","Unit of Pressure","BiomedicalConceptProperty","True","58667450-cd41-459d-a76b-2a52f51766e3"
"string","Vital Signs Location","BiomedicalConceptProperty_70","True","Vital Signs Location","BiomedicalConceptProperty","True","7ef9cf22-53a3-4350-91d6-a8346be5c940"
"string","Vital Signs Laterality","BiomedicalConceptProperty_71","True","Vital Signs Laterality","BiomedicalConceptProperty","True","9557ed1d-7cb7-4b77-a4b8-bbab6509e3f4"
"string","Test Method","BiomedicalConceptProperty_72","True","Test Method","BiomedicalConceptProperty","True","41ee1e34-431d-4903-b087-0c5e85ceeff3"
"string","Vital Signs Position","BiomedicalConceptProperty_73","True","Vital Signs Position","BiomedicalConceptProperty","True","ae51df5f-71e4-4f47-b089-d57b46601f87"
"integer","Vital Signs Result","BiomedicalConceptProperty_74","True","Vital Signs Result","BiomedicalConceptProperty","True","fc9d6332-ecb7-48c8-8414-217e56fb0950"
"string","Count per Minute","BiomedicalConceptProperty_75","True","Count per Minute","BiomedicalConceptProperty","True","e1bd44f8-c214-475e-80e2-6c11d8d69808"
"string","Vital Signs Location","BiomedicalConceptProperty_76","True","Vital Signs Location","BiomedicalConceptProperty","True","f98e5f5d-f599-4ce6-92f7-24a4f09f0f0d"
"string","Vital Signs Laterality","BiomedicalConceptProperty_77","True","Vital Signs Laterality","BiomedicalConceptProperty","True","6c2d3ad0-f077-49e5-8d31-15ccbbb01c58"
"string","Test Method","BiomedicalConceptProperty_78","True","Test Method","BiomedicalConceptProperty","True","84198e8b-99d0-43a9-9be4-57189c5abc72"
"string","Vital Signs Position","BiomedicalConceptProperty_79","True","Vital Signs Position","BiomedicalConceptProperty","True","2ab0dce6-f6ce-49e9-9404-e6dd13e8625c"
"decimal","Vital Signs Result","BiomedicalConceptProperty_80","True","Vital Signs Result","BiomedicalConceptProperty","True","95c1b96f-ea15-4554-bb70-9224eb55e81d"
"string","Unit of Pressure","BiomedicalConceptProperty_81","True","Unit of Pressure","BiomedicalConceptProperty","True","f321ba07-f3a2-4f04-8daf-8532c4234867"
"string","Vital Signs Location","BiomedicalConceptProperty_82","True","Vital Signs Location","BiomedicalConceptProperty","True","328df049-110e-4210-9823-df7c743e138f"
"string","Vital Signs Laterality","BiomedicalConceptProperty_83","True","Vital Signs Laterality","BiomedicalConceptProperty","True","48fac3cc-8b7b-41ed-af59-b47ea1c5b6af"
"string","Test Method","BiomedicalConceptProperty_84","True","Test Method","BiomedicalConceptProperty","True","e28797d7-3d8f-4613-ad7a-d64d9446ba3b"
"string","Vital Signs Position","BiomedicalConceptProperty_85","True","Vital Signs Position","BiomedicalConceptProperty","True","5aa369f5-9963-4004-bcb1-b6c970ca14cb"
"decimal","Vital Signs Result","BiomedicalConceptProperty_86","True","Vital Signs Result","BiomedicalConceptProperty","True","eb6e1adf-736e-411e-b23a-de825df09351"
"string","Unit of Pressure","BiomedicalConceptProperty_87","True","Unit of Pressure","BiomedicalConceptProperty","True","a9922b83-a2f7-43ad-816d-38f2f47d855d"
"string","Vital Signs Location","BiomedicalConceptProperty_88","True","Vital Signs Location","BiomedicalConceptProperty","True","9d370074-63f3-4a17-b61f-45fc24e4ae8a"
"string","Vital Signs Laterality","BiomedicalConceptProperty_89","True","Vital Signs Laterality","BiomedicalConceptProperty","True","5c2660e8-a10c-465e-9ecc-ac46e3112e69"
"string","Test Method","BiomedicalConceptProperty_90","True","Test Method","BiomedicalConceptProperty","True","2df26817-02dd-4eef-bb80-f232456b52fe"
"string","Vital Signs Position","BiomedicalConceptProperty_91","True","Vital Signs Position","BiomedicalConceptProperty","True","e57fb909-6937-47fe-aecb-04c3e57d5860"
"integer","Vital Signs Result","BiomedicalConceptProperty_92","True","Vital Signs Result","BiomedicalConceptProperty","True","f682cc9e-d505-49ec-847c-03e19fd77c2e"
"string","Count per Minute","BiomedicalConceptProperty_93","True","Count per Minute","BiomedicalConceptProperty","True","7ceb9862-3722-4775-81e3-4232d0b21619"
"string","Vital Signs Location","BiomedicalConceptProperty_94","True","Vital Signs Location","BiomedicalConceptProperty","True","03662786-8d59-41d8-a93e-1976cff5d782"
"string","Vital Signs Laterality","BiomedicalConceptProperty_95","True","Vital Signs Laterality","BiomedicalConceptProperty","True","74f1ae96-dc8d-4dd9-bee0-aa90236bfc1a"
"string","Test Method","BiomedicalConceptProperty_96","True","Test Method","BiomedicalConceptProperty","True","44935a9e-fe0a-45cc-bc3d-892ab1572477"
"string","Vital Signs Position","BiomedicalConceptProperty_97","True","Vital Signs Position","BiomedicalConceptProperty","True","74df296c-ee3e-4607-aba7-e146c5aa208c"
