"uuid:ID","sectionNumber","id","text","name","sectionTitle"
"32872c37-d683-4301-be2a-1db3d2e085a3","6.3.1","NarrativeContent_35","<div></div>","SECTION 6.3.1","Trial Intervention Dose Modification"
"2a8b2c3a-424a-4f1d-9d25-e8123d91fdcf","6.4","NarrativeContent_36","<div></div>","SECTION 6.4","Treatment of Overdose"
"f5338cfc-9249-4a6d-8f08-e5db6fd9cd3b","6.5","NarrativeContent_37","<div></div>","SECTION 6.5","Preparation, Handling, Storage and Accountability"
"f81dabd7-a881-4c10-832a-1eea01f703a5","6.5.1","NarrativeContent_38","<div></div>","SECTION 6.5.1","Preparation of Trial Intervention"
"6da612c0-d57f-4e17-9c6a-dfdaa37073ca","6.5.2","NarrativeContent_39","<div></div>","SECTION 6.5.2","Handling and Storage of Trial Intervention"
"9d547706-75e6-4001-b68e-702dfe5f9256","6.5.3","NarrativeContent_40","<div></div>","SECTION 6.5.3","Accountability of Trial Intervention"
"fcb40e69-b95f-46f8-a85b-1933f634f972","6.6","NarrativeContent_41","<div></div>","SECTION 6.6","Participant Assignment, Randomisation and Blinding"
"1d6d8cc6-f49b-42a4-99d8-d95f6b2fa03a","6.6.1","NarrativeContent_42","<div></div>","SECTION 6.6.1","Participant Assignment"
"1a9ff2ae-aa7f-477b-b5b8-01b15ba89ee0","6.6.2","NarrativeContent_43","<div></div>","SECTION 6.6.2","Randomisation"
"889c0555-d9c6-4b5e-ad2e-82b014170462","6.6.3","NarrativeContent_44","<div><p>Blinding and unblinding text here please</p></div>","SECTION 6.6.3","Blinding and Unblinding"
"cf6bd40f-30e4-49b6-b843-e065f5d025b0","6.7","NarrativeContent_45","<div></div>","SECTION 6.7","Trial Intervention Compliance"
"6817cfcc-85fd-4753-8259-d4d73941f2e6","6.8","NarrativeContent_46","<div></div>","SECTION 6.8","Concomitant Therapy"
"66be9e80-b400-470a-b0aa-68d6710bebda","6.8.1","NarrativeContent_47","<div></div>","SECTION 6.8.1","Prohibited Concomitant Therapy"
"3777bba6-f2f7-4150-9aff-b7d825d4a05c","6.8.2","NarrativeContent_48","<div></div>","SECTION 6.8.2","Permitted Concomitant Therapy"
"6ce4d20c-616a-4851-9d66-c353004867cd","6.8.3","NarrativeContent_49","<div></div>","SECTION 6.8.3","Rescue Therapy"
"5b33716f-1c91-4743-9240-7c78ae8f4e7f","6.8.4","NarrativeContent_50","<div></div>","SECTION 6.8.4","Other Therapy"
"e173e996-81a3-4376-911c-e4ce22504b3c","7","NarrativeContent_51","<div></div>","SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"d779d6c3-f2f0-4005-b397-a80fa18119b3","7.1","NarrativeContent_52","<div></div>","SECTION 7.1","Discontinuation of Trial Intervention"
"84046bc1-744d-4c3f-afd6-211dfa2515b2","7.1.1","NarrativeContent_53","<div></div>","SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention"
"ac8df6c5-5a4b-4f3c-bf6b-ce48ffe326d4","7.1.2","NarrativeContent_54","<div></div>","SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention"
"67ea86a9-7296-4b71-bfef-370c6f3ac76d","7.1.3","NarrativeContent_55","<div></div>","SECTION 7.1.3","Rechallenge"
"4b186c7a-14cc-441d-a434-143268da403e","7.2","NarrativeContent_56","<div></div>","SECTION 7.2","Participant Withdrawal from the Trial"
"aacd71b6-bdf6-4fb7-9363-5c2d62f7180d","7.3","NarrativeContent_57","<div></div>","SECTION 7.3","Lost to Follow-Up"
"775e6f49-9e4e-47e4-81ed-03382205d392","7.4","NarrativeContent_58","<div></div>","SECTION 7.4","Trial Stopping Rules"
"695b6512-c7c1-4963-8afa-ce9ffb73435c","8","NarrativeContent_59","<div></div>","SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES"
"6e474fd3-869b-448f-bee2-8ee83a9f1a6c","8.1","NarrativeContent_60","<div></div>","SECTION 8.1","Screening/Baseline Assessments and Procedures"
"97c44df1-37bb-45e5-b07e-9f8d60bccbe4","8.2","NarrativeContent_61","<div></div>","SECTION 8.2","Efficacy Assessments and Procedures"
"702bcb05-e312-4274-a0a6-319fa71962d2","8.3","NarrativeContent_62","<div></div>","SECTION 8.3","Safety Assessments and Procedures"
"d63a6603-acc8-4027-bebc-1460daa8f9da","8.3.1","NarrativeContent_63","<div></div>","SECTION 8.3.1","Physical Examination"
"8bd168e4-bc7a-43d0-8eb4-42b29b9305a2","8.3.2","NarrativeContent_64","<div></div>","SECTION 8.3.2","Vital Signs"
"b1356928-8464-4380-9e46-1833e1bd24b9","8.3.3","NarrativeContent_65","<div></div>","SECTION 8.3.3","Electrocardiograms"
"e610e996-9520-4267-9102-abe1a356d7aa","8.3.4","NarrativeContent_66","<div></div>","SECTION 8.3.4","Clinical Laboratory Assessments"
"38fa9cc1-d4a9-450c-bb60-5a352cfc885d","8.3.5","NarrativeContent_67","<div></div>","SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring"
"6757c2c6-ee10-408c-b518-bd1bd8ac564f","8.4","NarrativeContent_68","<div></div>","SECTION 8.4","Adverse Events and Serious Adverse Events"
"ae68a4ea-dcbf-4e3b-9e13-98ba631678ba","8.4.1","NarrativeContent_69","<div></div>","SECTION 8.4.1","Definitions of AE and SAE"
"aaa3d077-748d-4c66-aef7-30dd4c9b53be","8.4.2","NarrativeContent_70","<div></div>","SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information"
"c687f547-6ce5-472a-97a7-06199824d69e","8.4.3","NarrativeContent_71","<div></div>","SECTION 8.4.3","Identifying AEs and SAEs"
"8e15371d-5dce-425a-adda-e14bafad1944","8.4.4","NarrativeContent_72","<div></div>","SECTION 8.4.4","Recording of AEs and SAEs"
"a602f3ba-a4dd-43f0-a639-9c239dd4ac41","8.4.5","NarrativeContent_73","<div></div>","SECTION 8.4.5","Follow-up of AEs and SAEs"
"1ff38015-7bd4-4d63-909e-550ff62feff2","8.4.6","NarrativeContent_74","<div></div>","SECTION 8.4.6","Reporting of SAEs"
"8ffee74a-a2be-4b93-87ae-ead286f0d956","8.4.7","NarrativeContent_75","<div></div>","SECTION 8.4.7","Regulatory Reporting Requirements for SAEs"
"d575bc2b-4dd2-4331-95f0-32448dfd7a03","8.4.8","NarrativeContent_76","<div></div>","SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting"
"9c359bb1-8dd3-406e-ba8c-684d29c5ae06","8.4.9","NarrativeContent_77","<div></div>","SECTION 8.4.9","Adverse Events of Special Interest"
"24516faa-5eb4-4c99-b876-9b7477d50362","8.4.10","NarrativeContent_78","<div></div>","SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"a2b0ea26-f59e-4263-aee8-16ed664d72d0","8.5","NarrativeContent_79","<div></div>","SECTION 8.5","Pregnancy and Postpartum Information"
"f50dc8fc-f11a-4d10-ad1c-530e0923e29d","8.5.1","NarrativeContent_80","<div></div>","SECTION 8.5.1","Participants Who Become Pregnant During the Trial"
"8ad2d6a4-926f-4a39-ab6a-15405f20fd6a","8.5.2","NarrativeContent_81","<div></div>","SECTION 8.5.2","Participants Whose Partners Become Pregnant"
"050a3755-e37b-42e3-b7df-21d7fad48530","8.6","NarrativeContent_82","<div></div>","SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products"
"51c97ec8-f071-4870-876d-b62d751fccf5","8.6.1","NarrativeContent_83","<div></div>","SECTION 8.6.1","Definition of Medical Device Product Complaints"
"ab1754c4-f261-459b-a86b-a02cb5f5c991","8.6.2","NarrativeContent_84","<div></div>","SECTION 8.6.2","Recording of Medical Device Product Complaints"
"94b42f5a-5e72-438d-99b8-65e72b5eaec0","8.6.3","NarrativeContent_85","<div></div>","SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"b2719f03-7ce0-470a-8274-93d7e781ae4a","8.6.4","NarrativeContent_86","<div></div>","SECTION 8.6.4","Follow-Up of Medical Device Product Complaints"
"941d0ead-535d-4496-ad29-7e8ba8fbbe4f","8.6.5","NarrativeContent_87","<div></div>","SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints"
"2dccbf95-dcba-4d4b-a7e5-167bbc87ef9f","8.7","NarrativeContent_88","<div></div>","SECTION 8.7","Pharmacokinetics"
"1000f433-c1b5-434a-903f-c4770a1086a1","8.8","NarrativeContent_89","<div></div>","SECTION 8.8","Genetics"
"134784fc-d0fc-40b5-81ea-3dc9a128c375","8.9","NarrativeContent_90","<div></div>","SECTION 8.9","Biomarkers"
"63fa67ee-3d4d-4ee4-b267-37d3ed51823d","8.1","NarrativeContent_91","<div></div>","SECTION 8.1","Immunogenicity Assessments"
"b8da1088-81f2-447e-b300-32b783d737f1","8.1.1","NarrativeContent_92","<div></div>","SECTION 8.1.1","Medical Resource Utilisation and Health Economics"
"0239dd68-aa28-4d2d-9477-1c1c5ac5c9cd","9","NarrativeContent_93","<div></div>","SECTION 9","STATISTICAL CONSIDERATIONS"
"4b6dd8e6-834f-4fd3-b5f5-b448faacea38","9.1","NarrativeContent_94","<div></div>","SECTION 9.1","Analysis Sets"
"edb32e8f-da18-4a35-bec9-ec306cd7dd13","9.2","NarrativeContent_95","<div></div>","SECTION 9.2","Analyses Supporting Primary Objective(s)"
"0fb5f935-9fc9-425e-a213-c3b3765cb9a7","9.2.1","NarrativeContent_96","<div></div>","SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis"
"95c1e30d-0a7f-452e-847d-2d9ee1b0a720","9.2.2","NarrativeContent_97","<div></div>","SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)"
"eb5509dc-6a75-458f-ad60-a0d32a379979","9.2.3","NarrativeContent_98","<div></div>","SECTION 9.2.3","Handling of Missing Data"
"34d10bb5-cb9e-4933-8893-5b0a8175280a","9.2.4","NarrativeContent_99","<div></div>","SECTION 9.2.4","Sensitivity Analysis"
"b61beaad-6deb-4c97-a0e4-d7f137c1e222","9.2.5","NarrativeContent_100","<div></div>","SECTION 9.2.5","Supplementary Analysis"
"f9b37510-b6c8-40eb-807a-b11a18e33357","9.3","NarrativeContent_101","<div></div>","SECTION 9.3","Analysis Supporting Secondary Objective(s)"
"5e105105-80a4-4d3d-be35-84a9a71b7fd6","9.4","NarrativeContent_102","<div></div>","SECTION 9.4","Analysis of Exploratory Objective(s)"
"8d9861e8-548b-4a56-91e9-4debb94df397","9.5","NarrativeContent_103","<div></div>","SECTION 9.5","Safety Analyses"
"a98a8644-b255-4b74-88c3-a5d4ae8ca306","9.6","NarrativeContent_104","<div></div>","SECTION 9.6","Other Analyses"
"fc94334d-1c3d-47cc-9202-9bf45c8f0a19","9.7","NarrativeContent_105","<div></div>","SECTION 9.7","Interim Analyses"
"8294a9c1-e18c-4b98-81cf-7d529907bf9d","9.8","NarrativeContent_106","<div></div>","SECTION 9.8","Sample Size Determination"
"4b3f0874-629f-4c52-a9f1-07c475c5eb03","9.9","NarrativeContent_107","<div></div>","SECTION 9.9","Protocol Deviations"
"58593f81-61aa-4103-aa1f-376b83bbe6c2","10","NarrativeContent_108","<div></div>","SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"0b167b0a-75a3-40b0-9681-88fedc24a82a","10.1","NarrativeContent_109","<div></div>","SECTION 10.1","Regulatory and Ethical Considerations"
"a87330a7-2d73-4afd-93b6-054c100bc165","10.2","NarrativeContent_110","<div></div>","SECTION 10.2","Committees"
"6f04e009-e375-4548-a0f2-620312e7132c","10.3","NarrativeContent_111","<div></div>","SECTION 10.3","Informed Consent Process"
"3eb95ee2-9d6c-4a66-827d-3806d5d85f0f","10.4","NarrativeContent_112","<div></div>","SECTION 10.4","Data Protection"
"cf94e0d6-ae17-4460-bf0d-f64cc8cecd50","10.5","NarrativeContent_113","<div></div>","SECTION 10.5","Early Site Closure or Trial Termination"
"1055d2e3-db87-4202-b7bb-ba444f26db5a","11","NarrativeContent_114","<div></div>","SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"9bbfce9a-b1a4-4f7a-b19a-09d679048bd2","11.1","NarrativeContent_115","<div></div>","SECTION 11.1","Quality Tolerance Limits"
"6fb92fb1-9684-4f85-83af-f18cf66439cc","11.2","NarrativeContent_116","<div></div>","SECTION 11.2","Data Quality Assurance"
"7b59a6ee-3594-486f-b5d5-02d77e7e4506","11.3","NarrativeContent_117","<div></div>","SECTION 11.3","Source Data"
"9c9074fc-aedb-438e-9a30-3833bad5bf76","12","NarrativeContent_118","<div></div>","SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"f2d4d870-acdc-4720-9565-8ea9fa84bfd1","12.1","NarrativeContent_119","<div></div>","SECTION 12.1","Further Details and Clarifications on the AE Definition"
"75d88b47-21d5-4369-9b9f-803dee6ebbbf","12.2","NarrativeContent_120","<div></div>","SECTION 12.2","Further Details and Clarifications on the SAE Definition"
"805f3452-0e07-43f1-81ea-25237b88da8a","12.3","NarrativeContent_121","<div></div>","SECTION 12.3","Severity"
"7b7b9619-0696-433f-a1ae-c501889ed247","12.4","NarrativeContent_122","<div></div>","SECTION 12.4","Causality"
"3b47d5cd-458b-4e30-9a1e-9a3c06954e46","13","NarrativeContent_123","<div></div>","SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"a5ee79d1-3b96-4d91-87ad-efcfdd965251","13.1","NarrativeContent_124","<div></div>","SECTION 13.1","Contraception and Pregnancy Testing"
"e1dcb8f1-425b-4e37-8226-dc834b0c6a7e","13.1.1","NarrativeContent_125","<div></div>","SECTION 13.1.1","Definitions Related to Childbearing Potential"
"5dc351c3-d9d3-48dd-8291-5a99adf4f739","13.1.2","NarrativeContent_126","<div></div>","SECTION 13.1.2","Contraception"
"a464a169-1bc1-422d-8044-b1bc15a7e719","13.1.3","NarrativeContent_127","<div></div>","SECTION 13.1.3","Pregnancy Testing"
"27554f44-5118-4f73-92c8-9a56a1c3f652","13.2","NarrativeContent_128","<div></div>","SECTION 13.2","Clinical Laboratory Tests"
"7a8d8112-e050-49f1-b907-5e9cf055f5aa","13.3","NarrativeContent_129","<div></div>","SECTION 13.3","Country/Region-Specific Differences"
"88070431-d970-487a-a2b5-7706ce87a8be","13.4","NarrativeContent_130","<div></div>","SECTION 13.4","Prior Protocol Amendments"
"5f833c80-9da9-4f27-8c55-852edc8a24a9","14","NarrativeContent_131","<div></div>","SECTION 14","APPENDIX: GLOSSARY OF TERMS"
"a0174832-e22d-41e8-bdd6-9d0df5b98d06","15","NarrativeContent_132","<div></div>","SECTION 15","APPENDIX: REFERENCES"
