"isRequired","name","label","id","datatype","uuid:ID","isEnabled","instanceType"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_101","string","829584a3-06dc-4e4e-93ba-2c11f9d2c7bb","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_102","string","e1a24f27-3764-42b6-832b-3efee748d1e3","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_103","boolean","5e7be8fa-4ff9-45da-817e-59f7d639f72f","True","BiomedicalConceptProperty"
"True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_104","string","224b3a12-dbe8-4e7b-802f-19a703c7d78d","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_105","string","7326e102-6c57-4c2d-8e3a-be930f744553","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_106","decimal","41bab06b-c97e-4fc9-bc18-6cf94cf25070","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_107","boolean","9f7876bd-ae10-4bde-b257-cdef1a8a6058","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_108","string","7cd85373-95d9-4592-b6e2-f5b6f3840799","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_109","string","9d20b30f-21a3-47cf-ab6d-6591f943d67b","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_110","decimal","8d48e6cb-1ae7-4ca3-8cd5-357ce72c188a","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_111","boolean","7dd47508-adaf-499f-8ae5-b599592ec7dc","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_112","string","88108598-2b1c-4c13-a0a5-ef49f2aea486","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_113","string","f58fa2f1-ec86-4a8c-862c-7db10767ca7d","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_114","string","7ad62378-cfa7-4cc7-82a2-54b9180f6ee4","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_115","boolean","e83e8368-8fa8-4ce0-bba2-8847e21424c5","True","BiomedicalConceptProperty"
"True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_116","string","603b13d3-e1de-4d85-b903-53b734304911","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_117","string","e6bd02c8-fd6b-4f1c-9eb8-dc5503c1327d","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_118","decimal","b13729eb-6e90-4a3a-996e-3e093e101fd5","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_119","boolean","e2fd2e62-0705-4a3c-a804-5d958774e435","True","BiomedicalConceptProperty"
"True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_120","string","6159664d-5f20-4df5-9f9e-0b510b4a8207","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_121","string","40de3b7e-f20f-4004-b480-3d4b4522c4cb","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_122","decimal","1e06909c-9a3b-45e6-b212-f443aee91008","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_123","boolean","2d761782-a7d7-4d57-ba15-10959b9a9bed","True","BiomedicalConceptProperty"
"True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_124","string","148b6dad-960b-4fb2-9909-cb0ac131e7c6","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_125","string","50f75c2b-9884-444c-a09a-ec34c688d2e4","True","BiomedicalConceptProperty"
"True","Reported Event Term","Reported Event Term","BiomedicalConceptProperty_1","string","4c09c030-a958-4f62-9fe4-0d3b0a5c533d","True","BiomedicalConceptProperty"
"True","Dictionary-derived Term","Dictionary-derived Term","BiomedicalConceptProperty_2","string","19788bd7-fedf-4fa7-96cb-ee5938784f63","True","BiomedicalConceptProperty"
"True","Category","Category","BiomedicalConceptProperty_3","string","1ba96ec5-90b5-49db-90e9-609251931e37","True","BiomedicalConceptProperty"
"True","Subcategory","Subcategory","BiomedicalConceptProperty_4","string","331ef81d-63e4-4277-bda1-b2347f9f85b9","True","BiomedicalConceptProperty"
"True","Observation Start Date Time","Observation Start Date Time","BiomedicalConceptProperty_5","datetime","98cb36f5-44a1-4051-aa4e-111340a40b2d","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_6","decimal","7bc05036-a8cf-48f7-9c65-a51198b8c389","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_7","string","e827ea68-c192-4bde-aa7c-1a5c217cf802","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_8","string","8103e8a9-130e-4e27-a3fd-5a9295d6ded2","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_9","string","b5fb8496-b319-41d6-befc-6abaa96278ce","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_10","string","d26e8557-0c66-4d91-98dc-867a1a77dcf3","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_11","string","6d505a9e-f88d-467a-9627-e2dbed08937b","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_12","decimal","1606bf46-d85a-4f08-8f23-0ff67f02b09a","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_13","string","102b88bd-95c8-4cfa-a2d2-8ee7c4581bbb","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_14","string","d6e99d24-2f60-47ec-9132-ec077c2cac2e","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_15","string","4f539278-55b0-467e-8602-b4e76699eeee","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_16","string","34ae1b62-3794-4a6e-b9d6-200a75f1cab2","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_17","string","8991d860-7319-45ba-95ad-964eb2d663f2","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_18","decimal","e703398f-6b60-47f1-b0c5-ec90a8221e3b","True","BiomedicalConceptProperty"
"True","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty_19","string","e23b6866-a5e3-493c-baa4-12453f6d2a67","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_20","string","b33c349e-10cd-494b-8e0e-1f077f1c082d","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_21","decimal","d313a922-7be3-47ae-b3a9-4a6201d22c84","True","BiomedicalConceptProperty"
"True","Unit of Weight","Unit of Weight","BiomedicalConceptProperty_22","string","2a08c983-e7d4-425e-9251-aa38cd8782e9","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_23","decimal","bed35a01-d1d0-46e7-8f0f-5885b2a84bdb","True","BiomedicalConceptProperty"
"True","Unit of Height","Unit of Height","BiomedicalConceptProperty_24","string","c8628653-5d82-46c7-8ee1-7f80efd28210","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_25","decimal","0460b5a2-c117-466a-a72c-9504e6f3e9d6","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_26","boolean","472b7718-104b-4de9-b1d9-aa9f78ba8e8e","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_27","string","8c39de47-cc13-4821-9a61-eb987a5952c7","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_28","string","2dfc220e-d00a-44aa-baa5-05b3a2c0e156","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_29","string","5085b98e-d57a-4114-a4c1-f313d0a394f8","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_30","boolean","2c655f35-2a82-4a13-a491-a7235df146a4","True","BiomedicalConceptProperty"
"True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_31","string","8689af82-cfc0-43b0-9619-deb25be4b46d","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_32","string","050adaa0-64ae-471c-a9cf-c6af64ea76b6","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_33","decimal","1f762a70-3314-44f1-884f-ab8fdc8a4c95","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_34","boolean","43e62055-e718-425c-8ea8-e7634d85a2b0","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_35","string","5dc0229d-61d8-408b-86b6-608bf9f0cedf","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_36","string","e46fc372-0038-4ed6-91f0-6a8ecb5de847","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_37","decimal","b7f1bbb1-347d-461d-8be2-8544615eccbb","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_38","boolean","a8c3eff8-11b9-42ca-b3f5-6a776b2a5cea","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_39","string","2decc5ca-d069-4030-9c2f-71c73fa1f21d","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_40","string","115e447e-2dc9-4d2b-b0a9-169f7c251184","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_41","string","6a49439e-205b-40c2-935e-407e35017e56","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_42","boolean","d7d4540a-c28f-43e1-9bd0-5850d4fcb0a7","True","BiomedicalConceptProperty"
"True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty_43","string","b49c2f61-57e8-4c93-a83c-2bf32a57aaee","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_44","string","7c8c6c06-ce5e-4385-873b-a1f951f679b7","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_45","decimal","b22284bc-8da4-4f01-98b3-34ada1bda42f","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_46","boolean","db1206be-f0fc-476a-8e3c-850f816c2c31","True","BiomedicalConceptProperty"
"True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_47","string","9ac28f8e-ed9a-4b10-abba-cabbd22b2a2e","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_48","string","c07d7a62-45f1-4dfd-9d81-4637a39865b7","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty_49","decimal","486324a9-932b-4c53-ba99-825de91e25d5","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty_50","boolean","43933206-d37a-413d-9fba-0e5ae53780f9","True","BiomedicalConceptProperty"
"True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty_51","string","da32ad68-3cf2-4496-adfc-3fb17cc86ad6","True","BiomedicalConceptProperty"
"True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty_52","string","37d7d59d-a3c0-40cc-a6b8-b22520ab5b82","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_53","decimal","317fc8c2-a404-47b1-bfb1-2e327066cd9b","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_54","string","ff969ed2-9b17-4a0d-83f1-71a9f5729dff","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_55","string","baafc2c8-353e-49aa-aa33-d0bbee6c7567","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_56","string","18890261-6d8e-4cbd-9bc5-483846b9e688","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_57","string","568461dd-bf62-4189-93d7-5f28bb208519","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_58","string","3bcd15d7-4fc5-42bc-bacc-e4924b4170ff","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_59","decimal","3b2450ed-8aec-4235-a212-019ef8c88a8c","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_60","string","921c1de2-4a0c-4178-a626-10745e2971ca","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_61","string","a89687a7-f725-4993-9ac3-01242fb82627","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_62","string","3d170e81-a424-41f7-836c-609e9484479d","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_63","string","606379ad-9f8d-40bf-8849-71687078b62c","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_64","string","b6f2a9a6-fb92-4bce-825a-b439cd74096b","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_65","integer","6f355258-9d16-4995-b3c7-1218bc4b7bd7","True","BiomedicalConceptProperty"
"True","Count per Minute","Count per Minute","BiomedicalConceptProperty_66","string","653a8966-55b9-4191-9f21-2b58a757f651","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_67","string","54f43153-5134-40f7-bd89-ab53e9c0a733","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_68","string","fc58bcf8-15e2-4713-8943-c16e904a876b","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_69","string","6442bf68-d699-4577-8599-873eb4020ca4","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_70","string","4957e693-73e6-4f8c-a590-0e72071a6420","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_71","decimal","c69e51b0-306f-4636-939a-79274ae256eb","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_72","string","eb6c6a94-93dd-49ad-880f-d33a465fdb5d","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_73","string","c43e496e-4d22-4121-9707-e9a394fc9c8e","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_74","string","d9b068f6-4290-414b-b83c-65279168cce1","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_75","string","b710b529-ee13-462b-8f3b-13d2aba6244a","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_76","string","f76be86b-11a9-46d4-87ae-6e7bd99b002f","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_77","decimal","c1a5dad6-b86f-4dfd-bfe0-e4a2ff5514dd","True","BiomedicalConceptProperty"
"True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty_78","string","63d4f38f-ce9c-4f73-8b8b-ff8e775d95c1","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_79","string","c32203f3-ba17-4fd3-90e8-a057ef00f878","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_80","string","2faaa318-f142-40c9-91e9-9caaf7be4441","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_81","string","3274fa2e-6482-46c6-84ed-0329c6a5e1b4","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_82","string","5552af97-7893-4029-9799-010f963f28a7","True","BiomedicalConceptProperty"
"True","Clinical Test Result","Clinical Test Result","BiomedicalConceptProperty_83","integer","89038d80-e0ba-45bc-aa75-58adb19680b4","True","BiomedicalConceptProperty"
"True","Count per Minute","Count per Minute","BiomedicalConceptProperty_84","string","f655614a-05fa-42ba-8dbe-973bb6541b33","True","BiomedicalConceptProperty"
"True","Anatomic Site","Anatomic Site","BiomedicalConceptProperty_85","string","06082b91-bd20-43a1-ab79-d1b42263e710","True","BiomedicalConceptProperty"
"True","Laterality","Laterality","BiomedicalConceptProperty_86","string","8caceab1-8d2d-47e3-a786-bcd10a5565aa","True","BiomedicalConceptProperty"
"True","Test Method","Test Method","BiomedicalConceptProperty_87","string","326e6c1f-d942-4963-a4ee-ac9ef7063da1","True","BiomedicalConceptProperty"
"True","Body Position","Body Position","BiomedicalConceptProperty_88","string","a31a3d7f-a582-4f1e-aff9-f5832256ccae","True","BiomedicalConceptProperty"
