"name","text","sectionNumber","sectionTitle","id","uuid:ID"
"SECTION 6.8","<div></div>","6.8","Concomitant Therapy","NarrativeContent_47","6275f866-dc9c-4216-8965-e497ee2de7fa"
"SECTION 6.8.1","<div></div>","6.8.1","Prohibited Concomitant Therapy","NarrativeContent_48","573ee619-7fa8-4fcf-82ce-b2cdfe203b2f"
"SECTION 6.8.2","<div></div>","6.8.2","Permitted Concomitant Therapy","NarrativeContent_49","b434d3e1-4c2a-4619-be08-4f40577a8984"
"SECTION 6.8.3","<div></div>","6.8.3","Rescue Therapy","NarrativeContent_50","6d719f5c-d030-4b82-bd75-5e58e83c14b3"
"SECTION 6.8.4","<div></div>","6.8.4","Other Therapy","NarrativeContent_51","a50015fc-975e-4228-9c1e-d5a71ce41e21"
"SECTION 7","<div></div>","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","32a227e6-ad8a-47cd-9f25-f5b99a49b89a"
"SECTION 7.1","<div></div>","7.1","Discontinuation of Trial Intervention","NarrativeContent_53","e392bfab-9ce7-4b3c-9e15-94442413f742"
"SECTION 7.1.1","<div></div>","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","580e4d6e-c820-4383-8793-184fe19de83f"
"SECTION 7.1.2","<div></div>","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","8ed050ed-7f32-4987-bb95-93ab948592a6"
"SECTION 7.1.3","<div></div>","7.1.3","Rechallenge","NarrativeContent_56","f97e6a01-f0b9-4242-ae74-eb626f036ea3"
"SECTION 7.2","<div></div>","7.2","Participant Withdrawal from the Trial","NarrativeContent_57","fd1a79b9-d231-4510-abae-65e984bafc99"
"SECTION 7.3","<div></div>","7.3","Lost to Follow-Up","NarrativeContent_58","c36cb7ee-3384-4b90-89e9-6596613ddeb8"
"SECTION 7.4","<div></div>","7.4","Trial Stopping Rules","NarrativeContent_59","fd7bf048-7107-4c6e-b8eb-82b4fcdc581d"
"SECTION 8","<div></div>","8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","0957c66d-db0d-41fa-a4ae-ab4ec08c2cd7"
"SECTION 8.1","<div></div>","8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_61","a3e7e125-69e4-45a0-8a71-f49d86d1ac35"
"SECTION 8.2","<div></div>","8.2","Efficacy Assessments and Procedures","NarrativeContent_62","76edc421-f328-4151-8e2c-13763a685f19"
"SECTION 8.3","<div></div>","8.3","Safety Assessments and Procedures","NarrativeContent_63","90b76418-8bb1-48f6-ae4d-e53f4eddc0e1"
"SECTION 8.3.1","<div></div>","8.3.1","Physical Examination","NarrativeContent_64","9a3b7173-3c44-4187-8fd7-8f4679e9f89f"
"SECTION 8.3.2","<div></div>","8.3.2","Vital Signs","NarrativeContent_65","0c03dfe3-2254-4b1f-994d-b9f76cd6eb0e"
"SECTION 8.3.3","<div></div>","8.3.3","Electrocardiograms","NarrativeContent_66","f05fb68a-ad5c-45c7-88de-aa64de506e75"
"SECTION 8.3.4","<div></div>","8.3.4","Clinical Laboratory Assessments","NarrativeContent_67","0527d779-fb86-4ada-8354-e3334d08e06a"
"SECTION 8.3.5","<div></div>","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","9305be4d-2067-450b-ae5b-50ec563fd026"
"SECTION 8.4","<div></div>","8.4","Adverse Events and Serious Adverse Events","NarrativeContent_69","cb35a771-c9fc-44c4-9ada-9430cb46cee8"
"SECTION 8.4.1","<div></div>","8.4.1","Definitions of AE and SAE","NarrativeContent_70","dcbefbb5-6024-4e6e-ba66-681f21208f7f"
"SECTION 8.4.2","<div></div>","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","5f12a26c-b356-4d3c-8c98-a0b5c29c1143"
"SECTION 8.4.3","<div></div>","8.4.3","Identifying AEs and SAEs","NarrativeContent_72","bdb0b8a6-023c-4bac-a0b3-e65ed6f5ae37"
"SECTION 8.4.4","<div></div>","8.4.4","Recording of AEs and SAEs","NarrativeContent_73","980b8d01-a43b-4639-9b00-654bfa64b240"
"SECTION 8.4.5","<div></div>","8.4.5","Follow-up of AEs and SAEs","NarrativeContent_74","4f67db34-2524-474d-a019-97209020d8df"
"SECTION 8.4.6","<div></div>","8.4.6","Reporting of SAEs","NarrativeContent_75","5eaa2588-a8e1-453b-9339-0a5e95ce6fb2"
"SECTION 8.4.7","<div></div>","8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","d4b206e4-7ce3-4ff5-b241-017ea318042c"
"SECTION 8.4.8","<div></div>","8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","efe477f3-b821-42de-93eb-faab770a5774"
"SECTION 8.4.9","<div></div>","8.4.9","Adverse Events of Special Interest","NarrativeContent_78","624ba97d-df92-450c-83b9-b04b5043b0dd"
"SECTION 8.4.10","<div></div>","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","930c05d4-78a0-44fc-bb8b-f3b537068f15"
"SECTION 8.5","<div></div>","8.5","Pregnancy and Postpartum Information","NarrativeContent_80","17cffb45-724b-44d4-b3e1-ee171718c115"
"SECTION 8.5.1","<div></div>","8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_81","ea73d725-1f28-4499-ac27-789ab3d0d44f"
"SECTION 8.5.2","<div></div>","8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_82","c6f7f16c-00cb-4dd9-9102-d166adc9d6ee"
"SECTION 8.6","<div></div>","8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","2ae7cdd9-20a0-4050-8546-3eab3fa4b229"
"SECTION 8.6.1","<div></div>","8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_84","dd71df11-7628-417a-99cf-b4cf5bcfd4d0"
"SECTION 8.6.2","<div></div>","8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_85","25cc3595-547c-4638-a377-6cc02d7b4d14"
"SECTION 8.6.3","<div></div>","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","4083e225-570d-4907-b53f-559bb226c8ee"
"SECTION 8.6.4","<div></div>","8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","8d0a6795-1633-4e48-9284-c82ee155c39e"
"SECTION 8.6.5","<div></div>","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","3450e62c-f6b2-420c-92dc-87094b18c877"
"SECTION 8.7","<div></div>","8.7","Pharmacokinetics","NarrativeContent_89","1ac77b31-433c-4d3f-80e8-11bbf743e810"
"SECTION 8.8","<div></div>","8.8","Genetics","NarrativeContent_90","57ba8e67-aae5-45da-ae65-60b82b8c1ce7"
"SECTION 8.9","<div></div>","8.9","Biomarkers","NarrativeContent_91","949c7afc-e4bc-449d-a814-c9f3d8a241f5"
"SECTION 8.1","<div></div>","8.1","Immunogenicity Assessments","NarrativeContent_92","18db580c-861c-42f7-b491-a197984a3286"
"SECTION 8.1.1","<div></div>","8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_93","70ec7771-1845-4aaa-9ed8-e64db4355764"
"SECTION 9","<div></div>","9","STATISTICAL CONSIDERATIONS","NarrativeContent_94","fccde48e-c37c-4c8e-a535-f241d406b53e"
"SECTION 9.1","<div></div>","9.1","Analysis Sets","NarrativeContent_95","c841c369-6833-43a5-8703-d522a9abff69"
"SECTION 9.2","<div></div>","9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_96","1ba26207-ac08-4cce-a759-3a7660c38d79"
"SECTION 9.2.1","<div></div>","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","c62a3abf-f873-4951-8721-040bbdf7adeb"
"SECTION 9.2.2","<div></div>","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","4245fd58-7e23-4aba-8644-247f1529efee"
"SECTION 9.2.3","<div></div>","9.2.3","Handling of Missing Data","NarrativeContent_99","b943a2b5-dc63-4614-8aa4-ee8f3b996627"
"SECTION 9.2.4","<div></div>","9.2.4","Sensitivity Analysis","NarrativeContent_100","74ca6d00-9498-4d7b-ae1b-f0b25df345e1"
"SECTION 9.2.5","<div></div>","9.2.5","Supplementary Analysis","NarrativeContent_101","d16e463b-eca2-4dd1-8451-da0b57ba32f5"
"SECTION 9.3","<div></div>","9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","fa0011b7-224a-4e3a-b9c0-dcfa00ef4512"
"SECTION 9.4","<div></div>","9.4","Analysis of Exploratory Objective(s)","NarrativeContent_103","b19b27aa-fe7c-4976-9a58-da31fda50b0c"
"SECTION 9.5","<div></div>","9.5","Safety Analyses","NarrativeContent_104","8017d613-6ba8-4d62-91f9-11f68e34a90e"
"SECTION 9.6","<div></div>","9.6","Other Analyses","NarrativeContent_105","3678a56b-d0b7-4eef-90dc-48c32e0c0d5b"
"SECTION 9.7","<div></div>","9.7","Interim Analyses","NarrativeContent_106","bccf5577-8240-438a-b13b-8f6cb6b864ab"
"SECTION 9.8","<div></div>","9.8","Sample Size Determination","NarrativeContent_107","3bee1568-a55f-4321-bf83-9cee3054aca7"
"SECTION 9.9","<div></div>","9.9","Protocol Deviations","NarrativeContent_108","aaf8f532-bea9-4a8c-b0ca-e4acd4cdbebe"
"SECTION 10","<div></div>","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","d8a21e56-f277-41bf-937e-f7959f29ec20"
"SECTION 10.1","<div></div>","10.1","Regulatory and Ethical Considerations","NarrativeContent_110","0a8d87c6-e917-4e17-a784-a54894b425c9"
"SECTION 10.2","<div></div>","10.2","Committees","NarrativeContent_111","50f13afa-906f-4866-aa06-48d7cfe4279e"
"SECTION 10.3","<div></div>","10.3","Informed Consent Process","NarrativeContent_112","27449c89-3c46-4a63-a82f-cb20dc17108e"
"SECTION 10.4","<div></div>","10.4","Data Protection","NarrativeContent_113","35614916-dbe7-4c69-9fcb-a5d842dd4419"
"SECTION 10.5","<div></div>","10.5","Early Site Closure or Trial Termination","NarrativeContent_114","289b77c9-6a37-4923-9809-ddf6973ce914"
"SECTION 11","<div></div>","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","1243d8d6-3bff-4eab-ad07-3e855c5c5df3"
"SECTION 11.1","<div></div>","11.1","Quality Tolerance Limits","NarrativeContent_116","71223583-76bd-484c-a035-1139a6e9264c"
"SECTION 11.2","<div></div>","11.2","Data Quality Assurance","NarrativeContent_117","84fd0442-637b-454d-b6b2-8534890ac08b"
"SECTION 11.3","<div></div>","11.3","Source Data","NarrativeContent_118","6ba3ac39-c06c-4f35-9ca2-75ca7e4aa3ec"
"SECTION 12","<div></div>","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","5cde85e6-f49d-4a6a-9caa-9a8d27a49450"
"SECTION 12.1","<div></div>","12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_120","779081dd-4565-47fb-ac37-7da3c3e5105c"
"SECTION 12.2","<div></div>","12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","0084a766-8b53-4e20-8c62-371874976515"
"SECTION 12.3","<div></div>","12.3","Severity","NarrativeContent_122","2b4c47e7-6359-4800-a5fb-ee9d2e4047d2"
"SECTION 12.4","<div></div>","12.4","Causality","NarrativeContent_123","099c1066-5c88-4f62-89bc-fdf15e1dfdb2"
"SECTION 13","<div></div>","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","f89174b0-cdfc-4dd6-a7ff-39ff80271bd4"
"SECTION 13.1","<div></div>","13.1","Contraception and Pregnancy Testing","NarrativeContent_125","c3c0762e-bd19-4e05-bb56-48ec80f52f29"
"SECTION 13.1.1","<div></div>","13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_126","cac345eb-96d0-436c-bb78-6514b056c3ec"
"SECTION 13.1.2","<div></div>","13.1.2","Contraception","NarrativeContent_127","44842203-a48d-41e6-9195-3d3271c1983f"
"SECTION 13.1.3","<div></div>","13.1.3","Pregnancy Testing","NarrativeContent_128","b2eaa241-d83a-4308-a603-0f3d70d22d5d"
"SECTION 13.2","<div></div>","13.2","Clinical Laboratory Tests","NarrativeContent_129","f9fa4b55-e91a-47cc-b646-f71407e3d111"
"SECTION 13.3","<div></div>","13.3","Country/Region-Specific Differences","NarrativeContent_130","3d8a8ecc-e88b-4486-9053-087c9fffbbb8"
"SECTION 13.4","<div></div>","13.4","Prior Protocol Amendments","NarrativeContent_131","60623810-ac77-474e-9f27-7068035475c7"
"SECTION 14","<div></div>","14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","43212ad1-c65b-4dbf-81dc-d44c26a2f9f3"
"SECTION 15","<div></div>","15","APPENDIX: REFERENCES","NarrativeContent_133","074e0ebc-9d87-49cd-bc26-2923e95ab741"
