"codeSystemVersion","decode","codeSystem","instanceType","code","uuid:ID","id"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","f89e60cf-5398-4092-94b4-f9a2f8cb82bd","Code_101"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","a02c224a-43a7-40a7-ae6f-d52345393fcf","Code_102"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","18811f65-3356-4c4d-9dcb-9eff3d54300c","Code_103"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","d13c7e55-41e7-4c80-903e-6be90eaa73a1","Code_104"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","6104d1f0-afaa-4404-85ef-9d2fcec8d49e","Code_105"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","a1c4105e-0fd1-4c18-a0cb-5554716a7b80","Code_106"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","73e2f503-58d1-49c0-b110-21028e6e22ed","Code_107"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","7dc8320c-b804-40a3-ad04-37074da1677c","Code_108"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","d29c8bf6-2f3a-432b-a76c-840e40f7feb3","Code_109"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","eedd7c41-a6e1-47be-88be-097d0175835b","Code_110"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","0acb1ef5-1ecb-43f8-b04f-4e98283e5f3b","Code_111"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","b7b17a4a-351d-41e7-981e-7333ecf66425","Code_112"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","4eb09d3e-02d2-4e2f-88ba-46ab745db337","Code_113"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","5c6a752b-5e36-4b26-8a12-45add85a5845","Code_114"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","54b6ccb5-c13a-48e9-a6ab-e1dc9c006e58","Code_115"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","63ae6419-231f-41a4-b603-39e310e5edec","Code_116"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","07c36c1b-c18b-48d8-8168-28f0c5f99433","Code_117"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","cc7c166c-50a7-499a-95d0-6fed99157648","Code_118"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","12fd9449-04b7-4f74-9696-18495a423611","Code_119"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","575e5271-0c22-440f-a34c-d3185c1daeeb","Code_120"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","ef46bc45-0ce1-4ff5-8aef-e6a589c094f9","Code_121"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","6f891e52-23bd-4415-a0ea-e746234e9826","Code_122"
"January 31, 2018","CT of head without contrast","SNOMED","Code","383371000119108","5cec190a-e654-4ad2-b8f6-1da748567261","Code_80"
"12","Subject Supine","SPONSOR","Code","123","27c1ce2d-5de8-4904-a2cd-9364031415ff","Code_81"
"12","Subject Standing","SPONSOR","Code","124","11e7908a-4005-449f-9a95-65dbe9bb734c","Code_82"
"2023-12-15","Dictionary-derived Term","http://www.cdisc.org","Code","C82977","4059b1ca-6908-4499-bc82-f8d94d0dece0","Code_429"
"2023-12-15","Reported Event Term","http://www.cdisc.org","Code","C82571","ca9ddecb-2b31-4281-884e-7a550e30a999","Code_430"
"2023-12-15","Observation Start Date Time","http://www.cdisc.org","Code","C82517","b2845653-250b-4d76-aff3-1afd5d7f8172","Code_431"
"2023-12-15","Informed Consent","http://www.cdisc.org","Code","C16735","23b0f5bd-438c-4dbd-8034-fe2b5944f200","Code_432"
"2023-12-15","Male","http://www.cdisc.org","Code","C20197","194e2d9e-b4cd-4681-84b6-85e3544e5dd7","Code_433"
"2023-12-15","Female","http://www.cdisc.org","Code","C16576","4a06be64-67e7-4ef4-a83b-636986e82dcf","Code_434"
"2023-12-15","Sex","http://www.cdisc.org","Code","C28421","e21a5e9d-2756-4c7d-8e67-3e55a282b20a","Code_435"
"2023-12-15","Sex","http://www.cdisc.org","Code","C28421","2b6cb189-2d31-441e-ac02-5ba26796f818","Code_436"
"2023-12-15","Race","http://www.cdisc.org","Code","C17049","f07dde3c-61ab-46f8-ac13-3b90eefce07e","Code_437"
"2023-12-15","Race","http://www.cdisc.org","Code","C17049","e0f23898-26cb-4253-98f0-09016025526f","Code_438"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","4c08a1fd-0b70-462e-89a6-64eab0577b95","Code_439"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","e1bf5b66-69cb-4e3d-a443-13f299a13910","Code_440"
"2023-12-15","Degree Celsius","http://www.cdisc.org","Code","C42559","0a136a72-deaf-4a38-b288-6fb1e8d5ff62","Code_441"
"2023-12-15","Degree Fahrenheit","http://www.cdisc.org","Code","C44277","25f315d6-12b9-4dcc-9d94-e3e4abe20264","Code_442"
"2023-12-15","Kelvin","http://www.cdisc.org","Code","C42537","e95d47d0-605c-4921-b656-eef4f0108e26","Code_443"
"2023-12-15","Unit of Temperature","http://www.cdisc.org","Code","C44276","98d856c5-e406-41ca-bc93-365b45f510d7","Code_444"
"2023-12-15","Axilla","http://www.cdisc.org","Code","C12674","fe6940a8-02f8-439f-afdd-91bf483e3d06","Code_445"
"2023-12-15","Ear","http://www.cdisc.org","Code","C12394","ceb48f1d-ba72-4a2c-92d1-f025bc5e3da4","Code_446"
"2023-12-15","Forehead","http://www.cdisc.org","Code","C89803","4bb1197c-e89a-464b-b77e-1222beb03e64","Code_447"
"2023-12-15","Oral Cavity","http://www.cdisc.org","Code","C12421","aba14db4-337f-4c03-b877-219fa2414e00","Code_448"
"2023-12-15","Rectum","http://www.cdisc.org","Code","C12390","b3ce258d-d9a1-44a0-9a82-84d565feaf93","Code_449"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","a70249ca-a92b-42a0-85a4-e3d8fa0c3767","Code_450"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","af98385e-cc3c-40da-bce3-f798a03ee630","Code_451"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","c1d55fe3-0838-461f-ba40-909f78571628","Code_452"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","de62e2a2-cb98-4a32-b97c-25a66ed79fe3","Code_453"
"2023-12-15","Pound","http://www.cdisc.org","Code","C48531","f50de105-d2f9-4278-a6b3-746253017b5a","Code_454"
"2023-12-15","Gram","http://www.cdisc.org","Code","C48155","01d42835-1148-4333-bfe5-50ed8d9799e9","Code_455"
"2023-12-15","Kilogram","http://www.cdisc.org","Code","C28252","5a8bf27f-f157-4dbe-baff-1a0020729d73","Code_456"
"2023-12-15","Unit of Weight","http://www.cdisc.org","Code","C48208","c5aa7ece-c22f-4bfc-9ad4-56c9cdfabf5b","Code_457"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","a5780fff-6c11-4cc8-9ccb-370a5ae083ba","Code_458"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","c4ef6b89-0e6c-432b-a88b-ca18b11898b3","Code_459"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","0ca7f2a9-a47c-4b11-8d5b-4b0a95af7618","Code_460"
"2023-12-15","Centimeter","http://www.cdisc.org","Code","C49668","2006129a-0493-4fce-9738-39584dc18539","Code_461"
"2023-12-15","Inch","http://www.cdisc.org","Code","C48500","b86b4422-88b8-4d0d-b365-30ac96b91ae1","Code_462"
"2023-12-15","Meter","http://www.cdisc.org","Code","C41139","9612a4a0-2c58-487a-ac56-0ac59643fd95","Code_463"
"2023-12-15","Unit of Height","http://www.cdisc.org","Code","C168688","65a03ed2-0ca4-44c4-b4de-6d5ac26e0354","Code_464"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","bc1186b4-c5ef-48f3-b3f8-00f99c27dc7f","Code_465"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","76871be5-ae86-4280-a067-5c4c464595eb","Code_466"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","043aefda-bcf1-4463-b532-1b7e1eccb49b","Code_467"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","5f094404-986d-4ae4-93e2-c4896f60e8bd","Code_468"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","231ee8fc-ae38-4211-b3a8-ab9f10b11e3b","Code_469"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","3891d679-ab88-4871-818f-2267684136e6","Code_470"
"2023-12-15","Nanokatal per Liter","http://www.cdisc.org","Code","C70510","a73779ce-bf1e-4861-b17d-5fdeca03f360","Code_471"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","12db1e8c-34ac-4ab9-9dec-3ddce4c336ed","Code_472"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","458703fa-6a61-42cb-91c2-0b6e402aece7","Code_473"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","384e2109-e3cc-492a-93a4-eae9441a46e2","Code_474"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","3ccc2406-aafb-41ec-aa1e-9ab6a74df410","Code_475"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","f704e02b-a7af-4732-b0a7-34ee51d51a25","Code_476"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","4d524ba3-59ae-40ea-b1a0-931a5ec21ab5","Code_477"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","b116c0b2-68bf-4810-a0ee-2ed26a4348f4","Code_478"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","0271708e-2c6e-4b73-9e11-6cc568dc850d","Code_479"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","8c20340e-61db-417f-bc74-5751d69e64ae","Code_480"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","4ff7ac21-283e-4055-b61b-ff50a18e60fe","Code_481"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","a4afe65c-45aa-4fa8-9ebc-89c1df2cb0db","Code_482"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","50ee567f-0659-4e61-8ebf-9495b51f5c8a","Code_483"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","2bead97c-ba63-4ca4-a3b9-2ecb6fb3ca11","Code_484"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","904c23f9-e24f-4917-bc57-1e615840b2cb","Code_485"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","0ccb3a78-5a7c-4ef1-b80f-a35a600b8864","Code_486"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","90fdca37-9382-4859-b88d-d00846cf2997","Code_487"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","22879208-6f15-41f5-9f8f-ff7d20adeefe","Code_488"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","88d3afb8-f38f-43c3-a0d8-38376d9c26da","Code_489"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","01d3674b-e515-4365-bde1-132a0607437d","Code_490"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","d931c4e0-06e1-44e1-8b68-b8d526a92a44","Code_491"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","ab78df98-e8d9-4735-955d-8fc21e217adb","Code_492"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","b3724d94-1b79-4189-acec-913e55d2b077","Code_493"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","66cba830-ed1d-452c-a7ed-aa4bff126d92","Code_494"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","18f601b6-b81b-4b58-8df5-bf9491d9165e","Code_495"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","15cce3bb-e0b0-40ad-be98-6994357f1576","Code_496"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","fee16760-3db8-4aa6-8692-8f93c752cfc2","Code_497"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","2b38c4b8-23c6-4b4f-a95b-4f3cef4e419c","Code_498"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","4d0e3925-b040-4db0-b3e2-3a6800b8611e","Code_499"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","63b43506-4aa7-4818-853b-35db7e1a89c9","Code_500"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","bdf71f6e-ec11-4db2-9942-117f7245a6b3","Code_501"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","7e6185b6-994d-42df-9ae8-0ad0918e3a64","Code_502"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","bd9cf1c8-2a77-4e09-b6ed-594a731fa715","Code_503"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","a7fd85fa-2f7d-4e4e-bb9c-a50a87cf0e7f","Code_504"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","b3e9e8ef-a4cf-46f4-94c5-12e0a393bd0d","Code_505"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","0e3c2d83-5572-4c21-80f7-e23c02e49ced","Code_506"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","12a4749a-1e76-497f-bf7c-68ba2af82a91","Code_507"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","e45b6883-1b52-4146-b38c-18520d96ef1f","Code_508"
"2023-12-15","Milligram per Deciliter","http://www.cdisc.org","Code","C67015","e5b850dd-6112-4b0e-8ddc-3d4f42e3b1f6","Code_509"
"2023-12-15","Microgram per Milliliter","http://www.cdisc.org","Code","C64572","f1dd77ae-fb45-4e30-b5ba-b72535a13c09","Code_510"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","9a6c25a4-62fa-4759-838a-9cb8948afce6","Code_511"
"2023-12-15","Micromole per Liter","http://www.cdisc.org","Code","C48508","f91ddb21-145b-4cb2-8d17-43b281682f69","Code_512"
"2023-12-15","Unit of Concentration","http://www.cdisc.org","Code","C48207","2836fb9f-54ef-437b-bce1-9da74aad9830","Code_513"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","0a89e124-247a-4747-9656-711257eaa8cd","Code_514"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","8a05ec63-1a32-41b5-8354-ea37d8c58ebd","Code_515"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","17e909c3-6fd0-4edb-9df8-1f88d8b5ad96","Code_516"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","a7ab34eb-dd61-42dd-b012-18ff0e296338","Code_517"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","1bd8805a-0562-4f68-9b63-370818bb4358","Code_518"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","c6816e27-b419-4f09-9349-3d09602afb89","Code_519"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","f2519cdb-ca79-4b40-8507-2565c1af796a","Code_520"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","65a8764a-b5e0-4b74-94f0-969e0e3c25be","Code_521"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","255488b2-2498-4ab4-b499-f6f0ec0e0eba","Code_522"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","e27b7a3c-3868-41ff-b205-40c96ce2fe59","Code_523"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","c105f106-5295-4c77-bed4-e3183e4eb55b","Code_524"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","4410934f-6e7f-444e-9d22-3280602e1e79","Code_525"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","e0da09fb-00be-4307-8b08-82a7033a4800","Code_526"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","d8cd7113-29ca-4733-b347-1d8154305c4a","Code_527"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","37150699-1f6a-49fd-88ef-f3ce6cc03ea8","Code_528"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","eeffec37-f2dd-4b92-b009-f29a34801e33","Code_529"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","ff10f8d2-2ced-40d7-a0d0-4e800ae632ca","Code_530"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","77b16e50-fbf4-4cc5-8f66-5116b0866d40","Code_531"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","8fee44b6-be14-4e0e-8a72-3f6b9037cc9b","Code_532"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","692798d2-7add-4077-8e33-3210639d9472","Code_533"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","2132f550-0c01-472f-a05f-17df1113f5c9","Code_534"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","dcdca9e4-ca32-417d-ad8c-0901a25ccf75","Code_535"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","ad4784b3-97fd-4876-ac4d-c0e254cc4061","Code_536"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","d30d787e-3e6d-489e-843c-6802f8a83caf","Code_537"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","d83edaa0-588f-4b9c-a6bc-1f99faa892f9","Code_538"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","42e65cbb-e277-408d-af56-502e5e808a24","Code_539"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","3b494e3d-8232-4ee5-83ea-78c65d248a3c","Code_540"
"2023-12-15","HBA1C","http://www.cdisc.org","Code","C64849","116f2c38-6160-4abb-8a6d-8e4a60df60b9","Code_541"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","330e8ee9-103d-449c-af9d-1cf85c89ba5f","Code_542"
"2023-12-15","Gram per Deciliter","http://www.cdisc.org","Code","C64783","1fb74dc7-8fec-4b97-95e1-d96949ac80cf","Code_543"
"2023-12-15","LBORRESU","http://www.cdisc.org","Code","No Concept Code","a022d1d6-8014-4c8d-893b-2304fa113b63","Code_544"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","5eb24968-d0dd-43db-a740-024461fdb845","Code_545"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","5e5b5d91-b476-44a2-b8e6-cab053d5e5cc","Code_546"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","3dda8e77-fd1b-42e6-a3d2-e9aa5919d374","Code_547"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","abaa44a9-4a91-4658-aa15-441a95d5d090","Code_548"
"2023-12-15","HBA1C","http://www.cdisc.org","Code","C64849","e2e38d44-99f8-4ef8-bb98-fbf3551f40ac","Code_549"
"2023-12-15","Adverse Event Verbatim Description","http://www.cdisc.org","Code","C78541","c5d306e9-c414-4127-bdbf-96fcfdaa026d","Code_145"
"2023-12-15","Adverse Event Dictionary Derived Term","http://www.cdisc.org","Code","C83344","a2213fbe-1705-4d39-accd-82f1587b2c12","Code_146"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","33cbd6f8-9929-4c72-8fa2-9da0575f29d0","Code_147"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","695af3d8-6789-47be-8b5e-63f3060c77b2","Code_148"
"2023-12-15","Adverse Event Pre-specified","http://www.cdisc.org","Code","C87840","195eefb0-4550-4800-a616-1745eca619fd","Code_149"
"2023-12-15","Adverse Event Location","http://www.cdisc.org","Code","C83205","4cf37dc1-88e5-4e53-b197-e199ab54498b","Code_150"
"2023-12-15","Severity of Adverse Event","http://www.cdisc.org","Code","C53253","0f654322-cf9f-4f5e-9f03-ba9a9da36a18","Code_151"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","9a3b10f8-2839-4616-94d5-891e5e7cdb6c","Code_152"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","74bd6843-ef5e-4d65-a7fd-d07421c62775","Code_153"
"2023-12-15","Seriousness of Adverse Event","http://www.cdisc.org","Code","C53252","4e827698-2894-44f4-aa50-4256dfc46c05","Code_154"
"2023-12-15","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","Code","C83013","23c33778-14db-460d-856e-9d52e1c2a160","Code_155"
"2023-12-15","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","Code","C83109","eb34aa13-62a1-4bb5-ad27-3d1f1447fb0e","Code_156"
"2023-12-15","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","Code","C41358","40669e2c-06e7-4907-aed2-b76331504b4a","Code_157"
"2023-12-15","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","Code","C83210","867de509-074f-4df0-a742-ac376265036c","Code_158"
"2023-12-15","Adverse Event Pattern","http://www.cdisc.org","Code","C83208","132134c4-f18c-4ff0-8067-d1c170735068","Code_159"
"2023-12-15","Adverse Event Outcome","http://www.cdisc.org","Code","C49489","5b20ee34-a1cd-4258-b822-540bc69f63b3","Code_160"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","3dc2bd4f-36b5-4b14-9bca-dcf9b896b44b","Code_161"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","d54ac415-1b3c-408f-b71f-9bf3a4184708","Code_162"
"2023-12-15","Adverse Event Involves Cancer","http://www.cdisc.org","Code","C83211","7b72d5a7-5ecf-4b12-bd38-0f12bb5972ff","Code_163"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","0bf306bb-f1f6-440f-aabb-6bb643e6f2a5","Code_164"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","ab6c5538-eb86-4551-8cb6-c163d667ae03","Code_165"
"2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","Code","C83117","eed3b13d-bc90-4f26-842a-9713065bd37d","Code_166"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","ae0af58b-3206-42fc-a768-746851504b4f","Code_167"
