"instanceType","isRequired","name","datatype","uuid:ID","label","isEnabled","id"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","c9c69bd5-47e4-4d72-9fa1-e1e2e55dc183","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_118"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","5c9660cb-a708-42f4-81c4-d86958b83325","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_119"
"BiomedicalConceptProperty","True","Biospecimen Type","string","ac8f46f2-dfad-4565-adee-8d790cdf7966","Biospecimen Type","True","BiomedicalConceptProperty_120"
"BiomedicalConceptProperty","True","Laboratory Test Result","string","4cb27c10-c270-438f-9cb7-e50b0da76128","Laboratory Test Result","True","BiomedicalConceptProperty_121"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","d2c69051-0809-443c-a625-156192a2f3a5","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_122"
"BiomedicalConceptProperty","True","Unit of Concentration","string","2fc4eeb4-1c27-46d4-8201-b3534f7a0472","Unit of Concentration","True","BiomedicalConceptProperty_123"
"BiomedicalConceptProperty","True","Biospecimen Type","string","d0495e43-6414-4daa-87d4-7dee1bfb897c","Biospecimen Type","True","BiomedicalConceptProperty_124"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","296e818d-40ca-4a61-afb7-90395edc2bb6","Laboratory Test Result","True","BiomedicalConceptProperty_125"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","92ef2799-c2a5-4e02-923a-3fb58608162f","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_126"
"BiomedicalConceptProperty","True","Molarity Unit","string","983cd460-5b13-4e94-a04e-a480fc6063c2","Molarity Unit","True","BiomedicalConceptProperty_127"
"BiomedicalConceptProperty","True","Biospecimen Type","string","55c4fa62-fd8a-465f-84dc-20001c5f34d2","Biospecimen Type","True","BiomedicalConceptProperty_128"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","467260a9-e07e-4a43-bce6-f89d1b149d70","Laboratory Test Result","True","BiomedicalConceptProperty_129"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","e9cf4f17-bc3b-41ec-bfe6-f947dc0d0a01","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_130"
"BiomedicalConceptProperty","True","Molarity Unit","string","d61c70fa-e4c2-4461-8f12-a931fc44686e","Molarity Unit","True","BiomedicalConceptProperty_131"
"BiomedicalConceptProperty","True","Biospecimen Type","string","61764c30-cd96-4830-ab76-63b018cc7441","Biospecimen Type","True","BiomedicalConceptProperty_132"
"BiomedicalConceptProperty","True","Adverse Event Verbatim Description","string","59d153b4-00b3-4c0b-b41d-a5d04ed78e54","Adverse Event Verbatim Description","True","BiomedicalConceptProperty_1"
"BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term","string","33bc1b54-1d88-487a-aee9-2e100bc408a2","Adverse Event Dictionary Derived Term","True","BiomedicalConceptProperty_2"
"BiomedicalConceptProperty","True","Adverse Event Category","string","cc90f027-160c-4b3b-b1ba-964101af1ffc","Adverse Event Category","True","BiomedicalConceptProperty_3"
"BiomedicalConceptProperty","True","Adverse Event Subcategory","string","f90b8558-dcaa-4891-840b-b4b7a4c630ce","Adverse Event Subcategory","True","BiomedicalConceptProperty_4"
"BiomedicalConceptProperty","True","Adverse Event Pre-specified","boolean","d1575cb3-819a-4a54-94d8-680778ae9903","Adverse Event Pre-specified","True","BiomedicalConceptProperty_5"
"BiomedicalConceptProperty","True","Severity of Adverse Event","string","b01579be-c20b-42b1-adf3-6e8e969d1f65","Severity of Adverse Event","True","BiomedicalConceptProperty_6"
"BiomedicalConceptProperty","True","Adverse Event Toxicity Grade","string","fb0f17fe-4a4a-464b-a436-84e11740741f","Adverse Event Toxicity Grade","True","BiomedicalConceptProperty_7"
"BiomedicalConceptProperty","True","Seriousness of Adverse Event","boolean","d7f1d546-da1c-4b6a-9a31-0fec7fd226bb","Seriousness of Adverse Event","True","BiomedicalConceptProperty_8"
"BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment","string","540c6050-3fe7-4a02-81de-aebc536e0b5b","Adverse Event Action Taken with Study Treatment","True","BiomedicalConceptProperty_9"
"BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure","string","808456d2-a9cd-4dc8-8bcf-339af1128c77","Adverse Event Attribution to Product or Procedure","True","BiomedicalConceptProperty_10"
"BiomedicalConceptProperty","True","Adverse Event Pattern","string","46fcbbc9-9758-4ccb-b071-de11aa35a726","Adverse Event Pattern","True","BiomedicalConceptProperty_11"
"BiomedicalConceptProperty","True","Adverse Event Outcome","string","b767764d-fada-4a2d-a736-353540946a9d","Adverse Event Outcome","True","BiomedicalConceptProperty_12"
"BiomedicalConceptProperty","True","Adverse Event Start Date Time","datetime","ba30e63e-ce62-4649-96dd-8b6c86d505d8","Adverse Event Start Date Time","True","BiomedicalConceptProperty_13"
"BiomedicalConceptProperty","True","Adverse Event End Date Time","datetime","fc4c3cf1-f51d-4c66-b805-fddb1f6db85d","Adverse Event End Date Time","True","BiomedicalConceptProperty_14"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","72a6bdf2-d212-4651-9d51-3be4914d9301","Vital Signs Result","True","BiomedicalConceptProperty_15"
"BiomedicalConceptProperty","True","Unit of Pressure","string","637f7547-65dd-4d04-8939-a7e4fecfeff9","Unit of Pressure","True","BiomedicalConceptProperty_16"
"BiomedicalConceptProperty","True","Vital Signs Location","string","ae71f66a-a6a7-4252-99fa-0014e201bf45","Vital Signs Location","True","BiomedicalConceptProperty_17"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","292c8602-9769-4635-a432-a9cf17db555d","Vital Signs Laterality","True","BiomedicalConceptProperty_18"
"BiomedicalConceptProperty","True","Test Method","string","fe528066-7ad0-44d8-bc1c-a085990dd5f4","Test Method","True","BiomedicalConceptProperty_19"
"BiomedicalConceptProperty","True","Vital Signs Position","string","460557ad-469f-47ae-8bc9-fd7ec5260cb4","Vital Signs Position","True","BiomedicalConceptProperty_20"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","8e51f671-bcc4-457a-9e6b-a31df0e6a209","Vital Signs Result","True","BiomedicalConceptProperty_21"
"BiomedicalConceptProperty","True","Unit of Pressure","string","9e8c2e19-8b69-44c0-a262-96ebf31d5655","Unit of Pressure","True","BiomedicalConceptProperty_22"
"BiomedicalConceptProperty","True","Vital Signs Location","string","1b26e1d0-2b77-4b01-b6b8-760926042f4d","Vital Signs Location","True","BiomedicalConceptProperty_23"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","1ac94641-a2ae-426b-a490-93adf80b58d6","Vital Signs Laterality","True","BiomedicalConceptProperty_24"
"BiomedicalConceptProperty","True","Test Method","string","552690d0-930f-4ffe-ab08-88a8657141fe","Test Method","True","BiomedicalConceptProperty_25"
"BiomedicalConceptProperty","True","Vital Signs Position","string","bfa6daed-b2d1-4152-ab94-0ee97f7035c0","Vital Signs Position","True","BiomedicalConceptProperty_26"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","480d45cf-4f6b-4cf5-83b4-433d5750a220","Vital Signs Result","True","BiomedicalConceptProperty_27"
"BiomedicalConceptProperty","True","Unit of Temperature","string","ecbb8167-f87e-4cc4-b922-c034dd5adca7","Unit of Temperature","True","BiomedicalConceptProperty_28"
"BiomedicalConceptProperty","True","Vital Signs Location","string","14344efd-49a1-41ae-a662-ba4aa2fef1e2","Vital Signs Location","True","BiomedicalConceptProperty_29"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","b4be2714-a918-4efd-8ace-46e3581fceeb","Vital Signs Result","True","BiomedicalConceptProperty_30"
"BiomedicalConceptProperty","True","Unit of Weight","string","1851ba06-b061-4d05-9997-f4ac54e4f974","Unit of Weight","True","BiomedicalConceptProperty_31"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","79a26e96-c8a0-4bd1-a80a-f2f8fe5ad96b","Vital Signs Result","True","BiomedicalConceptProperty_32"
"BiomedicalConceptProperty","True","Unit of Height","string","365d1cdd-5c41-41e1-a071-edd3806cb3d2","Unit of Height","True","BiomedicalConceptProperty_33"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","92cd1e1b-bcf4-4cbe-bd95-87c96a7f9975","Laboratory Test Result","True","BiomedicalConceptProperty_34"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","7023aebd-f767-414a-818c-79a1b7713a7d","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_35"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","1d3d76f1-874a-403b-a948-66b4c1da5f3e","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_36"
"BiomedicalConceptProperty","True","Biospecimen Type","string","8c15bf3c-0660-4475-9188-e600e656c538","Biospecimen Type","True","BiomedicalConceptProperty_37"
"BiomedicalConceptProperty","True","Laboratory Test Result","string","28f6aa81-2b05-45e7-8624-6e55b08d84cd","Laboratory Test Result","True","BiomedicalConceptProperty_38"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","db773c64-2ac1-4f20-ac17-d18edc895f25","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_39"
"BiomedicalConceptProperty","True","Unit of Concentration","string","ad75f6fa-b492-4561-a55e-e31c8ad5286a","Unit of Concentration","True","BiomedicalConceptProperty_40"
"BiomedicalConceptProperty","True","Biospecimen Type","string","1fbc4163-bcf0-4a34-99a2-a9178cd6b92c","Biospecimen Type","True","BiomedicalConceptProperty_41"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","b8865527-38dc-4cd3-a41f-4576d18f1730","Laboratory Test Result","True","BiomedicalConceptProperty_42"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","bae0fcaf-4e69-4c43-9e45-ded48bd74772","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_43"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","bafc0d0f-459c-41d4-bc3d-b24d1a10467d","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_44"
"BiomedicalConceptProperty","True","Biospecimen Type","string","943d8bda-190f-46fd-8e9b-babe7520a8db","Biospecimen Type","True","BiomedicalConceptProperty_45"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","984a90d6-3d72-421c-95bf-7d4995f4e3cb","Laboratory Test Result","True","BiomedicalConceptProperty_46"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","501024e4-e373-42df-906b-631bac545181","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_47"
"BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","7eef2a3f-0c2d-4ec0-b15c-ac8f5d232d5c","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_48"
"BiomedicalConceptProperty","True","Biospecimen Type","string","7de981e6-1092-4394-959b-8cee0f259305","Biospecimen Type","True","BiomedicalConceptProperty_49"
"BiomedicalConceptProperty","True","Laboratory Test Result","string","ef3bab19-7e84-49e3-99e7-48aeff3dc59e","Laboratory Test Result","True","BiomedicalConceptProperty_50"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","5802b04e-5be3-4e51-9a92-826d5c457765","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_51"
"BiomedicalConceptProperty","True","Unit of Concentration","string","4f54758e-228d-4701-ab56-0d013228f59f","Unit of Concentration","True","BiomedicalConceptProperty_52"
"BiomedicalConceptProperty","True","Biospecimen Type","string","2e8099ec-e184-43a6-a416-a08aa6501d2c","Biospecimen Type","True","BiomedicalConceptProperty_53"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","97298bd9-3187-45be-921a-8a7d04f3d5ff","Laboratory Test Result","True","BiomedicalConceptProperty_54"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","6473b130-d0d8-45db-b3de-d64f32466a81","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_55"
"BiomedicalConceptProperty","True","Molarity Unit","string","c053a7e9-9100-4181-b4c4-80a6aea7e0f2","Molarity Unit","True","BiomedicalConceptProperty_56"
"BiomedicalConceptProperty","True","Biospecimen Type","string","ba01e1cd-c370-4c1d-b027-00ee9c1097d8","Biospecimen Type","True","BiomedicalConceptProperty_57"
"BiomedicalConceptProperty","True","Laboratory Test Result","decimal","924dc978-8549-4e60-b3d0-a33162fadd1d","Laboratory Test Result","True","BiomedicalConceptProperty_58"
"BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","2a7bf867-107c-40e6-9b00-88915ca4b613","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_59"
"BiomedicalConceptProperty","True","Molarity Unit","string","c1d850a4-31ce-41d1-b065-a4f42adc1e0b","Molarity Unit","True","BiomedicalConceptProperty_60"
"BiomedicalConceptProperty","True","Biospecimen Type","string","2dae2292-dcb6-4784-886b-737d0b24921f","Biospecimen Type","True","BiomedicalConceptProperty_61"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","b76de548-c801-4d09-9cd2-7ab0663a0171","Vital Signs Result","True","BiomedicalConceptProperty_62"
"BiomedicalConceptProperty","True","Unit of Pressure","string","1fc54a71-f61a-4021-80cc-e70e61072774","Unit of Pressure","True","BiomedicalConceptProperty_63"
"BiomedicalConceptProperty","True","Vital Signs Location","string","c443afc3-be42-43b0-9215-4914c2bb9029","Vital Signs Location","True","BiomedicalConceptProperty_64"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","7a1d3cf2-4d5f-4edc-999c-f0aa3ced6785","Vital Signs Laterality","True","BiomedicalConceptProperty_65"
"BiomedicalConceptProperty","True","Test Method","string","2ca6ec88-ff6b-4ea5-8406-e7ec9010b1f4","Test Method","True","BiomedicalConceptProperty_66"
"BiomedicalConceptProperty","True","Vital Signs Position","string","d43dddd7-26d7-4c82-8aa9-b1d1ede13068","Vital Signs Position","True","BiomedicalConceptProperty_67"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","e638e509-a010-4b1e-a5a3-4c2725edaa65","Vital Signs Result","True","BiomedicalConceptProperty_68"
"BiomedicalConceptProperty","True","Unit of Pressure","string","ad8d5c62-48af-4cbd-9c83-c0b35c0ef298","Unit of Pressure","True","BiomedicalConceptProperty_69"
"BiomedicalConceptProperty","True","Vital Signs Location","string","fcc7df73-98dc-4db3-b058-875b71f170fe","Vital Signs Location","True","BiomedicalConceptProperty_70"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","ba6254f0-1172-4971-8e48-5c5c5f764c65","Vital Signs Laterality","True","BiomedicalConceptProperty_71"
"BiomedicalConceptProperty","True","Test Method","string","0e310cb3-2999-45ff-91da-52060c330a49","Test Method","True","BiomedicalConceptProperty_72"
"BiomedicalConceptProperty","True","Vital Signs Position","string","8eae37d1-ac5c-44b3-97c5-73eea505b5e1","Vital Signs Position","True","BiomedicalConceptProperty_73"
"BiomedicalConceptProperty","True","Vital Signs Result","integer","d2a2b26f-7acb-432f-b064-438cbb003841","Vital Signs Result","True","BiomedicalConceptProperty_74"
"BiomedicalConceptProperty","True","Count per Minute","string","083628c7-7256-475d-bcc9-a479a3d2ea51","Count per Minute","True","BiomedicalConceptProperty_75"
"BiomedicalConceptProperty","True","Vital Signs Location","string","4c9a857a-49b2-4fe1-8f67-46002b95afd6","Vital Signs Location","True","BiomedicalConceptProperty_76"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","c9043327-25ed-4f19-9773-9e19106c2da3","Vital Signs Laterality","True","BiomedicalConceptProperty_77"
"BiomedicalConceptProperty","True","Test Method","string","04b23ad3-5e4e-42a3-aebf-69177d057f75","Test Method","True","BiomedicalConceptProperty_78"
"BiomedicalConceptProperty","True","Vital Signs Position","string","fc14eda2-b959-43a5-a31d-a18540dbeeea","Vital Signs Position","True","BiomedicalConceptProperty_79"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","c4745056-df1a-4c90-8771-1226f657c74b","Vital Signs Result","True","BiomedicalConceptProperty_80"
"BiomedicalConceptProperty","True","Unit of Pressure","string","c6cc6ebc-1e24-43a1-acf3-9194c8df9f16","Unit of Pressure","True","BiomedicalConceptProperty_81"
"BiomedicalConceptProperty","True","Vital Signs Location","string","39a2a73b-ffd0-4092-bc13-8eb9c312dc02","Vital Signs Location","True","BiomedicalConceptProperty_82"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","c39e4e64-d4f4-4d9f-8a78-3ae9019b4895","Vital Signs Laterality","True","BiomedicalConceptProperty_83"
"BiomedicalConceptProperty","True","Test Method","string","8b2034c7-901c-47cf-8802-0c28af02d97d","Test Method","True","BiomedicalConceptProperty_84"
"BiomedicalConceptProperty","True","Vital Signs Position","string","aea91c9c-cbe5-482a-9ff7-9e70d4d0d638","Vital Signs Position","True","BiomedicalConceptProperty_85"
"BiomedicalConceptProperty","True","Vital Signs Result","decimal","e75cd25a-5a29-427f-86b9-94644a3197d9","Vital Signs Result","True","BiomedicalConceptProperty_86"
"BiomedicalConceptProperty","True","Unit of Pressure","string","e29be7d0-6c88-4fc7-8666-732d49641e04","Unit of Pressure","True","BiomedicalConceptProperty_87"
"BiomedicalConceptProperty","True","Vital Signs Location","string","0e1ad3f6-7413-435c-9edf-200ecc96dd68","Vital Signs Location","True","BiomedicalConceptProperty_88"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","4c026153-a137-4039-8eb3-74366cfb0f5d","Vital Signs Laterality","True","BiomedicalConceptProperty_89"
"BiomedicalConceptProperty","True","Test Method","string","21c4967a-8c13-45bf-80a0-671a301c2c7d","Test Method","True","BiomedicalConceptProperty_90"
"BiomedicalConceptProperty","True","Vital Signs Position","string","13fc1a26-7a0f-42b0-af70-0ddace036822","Vital Signs Position","True","BiomedicalConceptProperty_91"
"BiomedicalConceptProperty","True","Vital Signs Result","integer","859fed35-b68e-4e79-be59-ae40e34b92b6","Vital Signs Result","True","BiomedicalConceptProperty_92"
"BiomedicalConceptProperty","True","Count per Minute","string","b49377ca-b1e5-4609-b1d1-ba480b4afbef","Count per Minute","True","BiomedicalConceptProperty_93"
"BiomedicalConceptProperty","True","Vital Signs Location","string","ed08a424-01fc-4850-baad-1d08f68c1f94","Vital Signs Location","True","BiomedicalConceptProperty_94"
"BiomedicalConceptProperty","True","Vital Signs Laterality","string","5741b4b0-d65c-4841-9bb8-b506855dc304","Vital Signs Laterality","True","BiomedicalConceptProperty_95"
"BiomedicalConceptProperty","True","Test Method","string","96c966c1-cc25-473c-8c30-4fd50ec4d52a","Test Method","True","BiomedicalConceptProperty_96"
"BiomedicalConceptProperty","True","Vital Signs Position","string","bc6e3d81-7068-4e37-8e0c-f601109f0f77","Vital Signs Position","True","BiomedicalConceptProperty_97"
