"instanceType","codeSystem","uuid:ID","code","id","codeSystemVersion","decode"
"Code","NCI Thesaurus","b44ab000-f512-464a-9de2-7e5a96e29689","C70713","Code_304","","Biospecimen Type"
"Code","NCI Thesaurus","25dd37c7-f6f5-466f-91af-e519108ab8ff","C64431","Code_300","","Albumin Measurement"
"Code","NCI Thesaurus","5c41931f-8a91-471d-ae4e-d8c9b2e2504c","C36292","Code_306","","Laboratory Test Result"
"Code","NCI Thesaurus","1a46d9cc-1c8d-4224-a5a6-4c43946e530b","C83309","Code_307","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","13872628-480a-4de3-8e26-d2432db692e4","C67365","Code_308","","Unit of Catalytic Activity Concentration"
"Code","NCI Thesaurus","69ddd903-1d52-444f-a00b-b974d9298da0","C70713","Code_309","","Biospecimen Type"
"Code","NCI Thesaurus","2ab5cb6a-caa8-4a34-b061-568a419036a2","C64432","Code_305","","Alkaline Phosphatase Measurement"
"Code","NCI Thesaurus","349e4a9d-6505-4049-8c2a-d1f5ce540533","C36292","Code_311","","Laboratory Test Result"
"Code","NCI Thesaurus","d58ac686-0d5e-449d-9387-f567df1885a2","C83309","Code_312","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","540b2517-8900-4c2d-8722-0e1ae9741208","C67365","Code_313","","Unit of Catalytic Activity Concentration"
"Code","NCI Thesaurus","3fbe7803-b55c-4969-8fc0-62226b92f9f5","C70713","Code_314","","Biospecimen Type"
"Code","NCI Thesaurus","62445736-5fde-4f95-a062-ee9fbe81877a","C64467","Code_310","","Aspartate Aminotransferase Measurement"
"Code","NCI Thesaurus","dc2c82bc-cf75-4773-a9d3-66654e18162f","C36292","Code_316","","Laboratory Test Result"
"Code","NCI Thesaurus","48566598-52f1-49e8-a582-731829042948","C83309","Code_317","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","fd10f504-6e89-457d-96e7-446adf8b685d","C48207","Code_318","","Unit of Concentration"
"Code","NCI Thesaurus","c8e570af-29da-4faa-a9d1-78721156cc60","C70713","Code_319","","Biospecimen Type"
"Code","NCI Thesaurus","59d5059e-0286-4665-8f5e-77db563df68c","C64547","Code_315","","Creatinine Measurement"
"Code","NCI Thesaurus","078a4fa0-c5f1-4625-ab6b-9811a3c83d77","C36292","Code_321","","Laboratory Test Result"
"Code","NCI Thesaurus","ee659994-9a70-4fa6-9506-3ad13882f9a0","C83309","Code_322","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","8129a63d-8666-43f6-b809-5f801f4c3296","C64567","Code_323","","Molarity Unit"
"Code","NCI Thesaurus","72e099df-4048-46c5-9021-e1143965fd18","C70713","Code_324","","Biospecimen Type"
"Code","NCI Thesaurus","309b0c98-c343-4d8f-aa91-c0b7ec83ebfa","C64853","Code_320","","Potassium Measurement"
"Code","NCI Thesaurus","68f56711-8859-4709-9b3a-19319f492d6b","C36292","Code_326","","Laboratory Test Result"
"Code","NCI Thesaurus","c2954baf-a32b-4f3c-b6f8-821d614d18d6","C83309","Code_327","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","621e0809-1329-4af0-9eaf-8069c07b3ab4","C64567","Code_328","","Molarity Unit"
"Code","NCI Thesaurus","90725fe2-cd52-491f-8777-29911eee43d5","C70713","Code_329","","Biospecimen Type"
"Code","NCI Thesaurus","f59bcda7-b067-4b59-a0a5-c8c26f3b8398","C64809","Code_325","","Sodium Measurement"
"Code","NCI Thesaurus","fc74c4db-5484-4c99-8617-654e1d322556","C78541","Code_145","","Adverse Event Verbatim Description"
"Code","NCI Thesaurus","783bb4c8-508f-4905-8a68-edb21f89637b","C83344","Code_146","","Adverse Event Dictionary Derived Term"
"Code","NCI Thesaurus","0fcd4300-bcd8-48a6-87a4-380114f39f4b","C83198","Code_147","","Adverse Event Category"
"Code","NCI Thesaurus","093e8c81-174a-4523-94a1-f426c57bfcaa","C83212","Code_148","","Adverse Event Subcategory"
"Code","NCI Thesaurus","784f068c-4a74-41ce-be97-f2c7d5ec89c3","C87840","Code_149","","Adverse Event Pre-specified"
"Code","NCI Thesaurus","62fca631-20dd-43e6-b81a-653326bed021","C53253","Code_150","","Severity of Adverse Event"
"Code","NCI Thesaurus","4663cf01-0a4e-4633-8c50-45d986722f68","C78605","Code_151","","Adverse Event Toxicity Grade"
"Code","NCI Thesaurus","aa1cd7bf-a8a2-4f40-a593-597ae9564c91","C53252","Code_152","","Seriousness of Adverse Event"
"Code","NCI Thesaurus","933cc874-325b-4a7e-aa54-365382ee8389","C83013","Code_153","","Adverse Event Action Taken with Study Treatment"
"Code","NCI Thesaurus","d55c2258-bfd6-40e5-be05-fcf214b6fe8d","C41358","Code_154","","Adverse Event Attribution to Product or Procedure"
"Code","http://www.cdisc.org","afa32ff4-0387-45b6-829c-9d2c2d357ce5","C71325","Code_155","2023-09-29","Intermittent"
"Code","NCI Thesaurus","5a099e22-e773-48a6-9831-b0bc5eaa9904","C83208","Code_156","","Adverse Event Pattern"
"Code","NCI Thesaurus","5bd1a842-05cc-43d6-afdf-fbbd1a3f136f","C49489","Code_157","","Adverse Event Outcome"
"Code","NCI Thesaurus","ed8862fe-a12b-4904-975c-e1f2c21cf9f9","C83215","Code_158","","Adverse Event Start Date Time"
"Code","NCI Thesaurus","3550ce84-bf37-479f-9eb6-bfcf01adb42a","C83201","Code_159","","Adverse Event End Date Time"
"Code","NCI Thesaurus","7ed5b813-c27c-41d7-9ff8-19bdbe8aac3b","C41331","Code_144","","Adverse Event"
"Code","NCI Thesaurus","3c9cd325-5451-4e1a-b4fd-a1d61e26dfcc","C173522","Code_161","","Vital Signs Result"
"Code","http://www.cdisc.org","ddd48fe1-a169-40ff-a558-70b7ec547f57","C42547","Code_162","2023-09-29","Pascal"
"Code","NCI Thesaurus","15c64419-2870-4a7b-b581-8dc1183636f6","C49669","Code_163","","Unit of Pressure"
"Code","NCI Thesaurus","fb311fa8-124d-4ed6-92ef-a1c92befc97c","C83088","Code_164","","Vital Signs Location"
"Code","NCI Thesaurus","7e1d4435-d0f9-47d6-82f6-4d989c14c9cd","C123975","Code_165","","Vital Signs Laterality"
"Code","NCI Thesaurus","068e14ba-fddb-4d28-8e3f-356036f43767","C82535","Code_166","","Test Method"
"Code","NCI Thesaurus","02f087b8-3b25-4b46-9cad-a1a66b5c7edc","C83114","Code_167","","Vital Signs Position"
"Code","NCI Thesaurus","163e9199-9374-47c2-85ab-63f49e8d6b00","C25298","Code_160","","Systolic Blood Pressure"
"Code","NCI Thesaurus","d9750e55-bf45-48c0-a1b4-35eabb5405e4","C173522","Code_169","","Vital Signs Result"
"Code","http://www.cdisc.org","e5b3013b-1c9f-4e55-84e8-874168f22aa9","C42547","Code_170","2023-09-29","Pascal"
"Code","NCI Thesaurus","4c706a8b-98e8-442e-bc27-8b05b338381a","C49669","Code_171","","Unit of Pressure"
"Code","NCI Thesaurus","29f52107-b5c2-4e3f-ba16-b5a212036f23","C83088","Code_172","","Vital Signs Location"
"Code","NCI Thesaurus","3729acad-f483-4ea0-b4cb-3dd6927f8cfd","C123975","Code_173","","Vital Signs Laterality"
"Code","NCI Thesaurus","6364a54c-925b-4952-a0b3-0669d56e04ec","C82535","Code_174","","Test Method"
"Code","NCI Thesaurus","ff03594d-e5e2-482a-946e-7075087a4c5d","C83114","Code_175","","Vital Signs Position"
"Code","NCI Thesaurus","2c2c4bda-81ef-461e-9cc8-f7f863d5efdf","C25299","Code_168","","Diastolic Blood Pressure"
"Code","NCI Thesaurus","eae92803-6eee-45e9-9ae5-2a849ec28bbe","C173522","Code_177","","Vital Signs Result"
"Code","http://www.cdisc.org","7e7492f1-8d0f-416d-9877-ab80b8e2b2d7","C42537","Code_178","2023-09-29","Kelvin"
"Code","NCI Thesaurus","1eb7f5b0-e135-4f58-9a60-9c3dcac22e33","C44276","Code_179","","Unit of Temperature"
"Code","NCI Thesaurus","5eee9580-016f-4542-8336-4492ee1b7017","C83088","Code_180","","Vital Signs Location"
"Code","NCI Thesaurus","89ce60d5-ec90-49ec-8edf-9631f27db080","C174446","Code_176","","Body Temperature"
"Code","NCI Thesaurus","f6e215dc-e350-46d3-9e30-26a6bcc3c1ac","C173522","Code_182","","Vital Signs Result"
"Code","http://www.cdisc.org","249caeea-0892-4e3c-a452-b45adf4b5376","C28252","Code_183","2023-09-29","Kilogram"
"Code","http://www.cdisc.org","8817d3ef-c493-4cfc-87f5-393360e22102","C48155","Code_184","2023-09-29","Gram"
"Code","http://www.cdisc.org","1ee66f2d-1875-48ca-9873-3a676b341f1a","C48531","Code_185","2023-09-29","Pound"
"Code","NCI Thesaurus","282599fe-e4db-4a46-994d-d32287f0786e","C48208","Code_186","","Unit of Weight"
"Code","NCI Thesaurus","a5114459-29ea-46f0-8ee5-5d37b1a6eed3","C81328","Code_181","","Body Weight"
"Code","NCI Thesaurus","76f344fc-6719-4fc1-a710-f1efa4cc2e1f","C173522","Code_188","","Vital Signs Result"
"Code","http://www.cdisc.org","163fcfc9-c64e-4c07-b006-d2539e962f40","C49668","Code_189","2023-09-29","Centimeter"
"Code","http://www.cdisc.org","a692c83b-01ad-4ed9-a741-2089c8a73790","C48500","Code_190","2023-09-29","Inch"
"Code","http://www.cdisc.org","0d34830e-cc1e-469f-baaa-a3ff4308c9c5","C28251","Code_191","2023-09-29","Millimeter"
"Code","http://www.cdisc.org","ad800369-461f-43e7-8662-65a8e28ffb93","C41139","Code_192","2023-09-29","Meter"
"Code","NCI Thesaurus","951da745-d92e-47de-b9f1-8dc1f3d1c84c","C168688","Code_193","","Unit of Height"
"Code","NCI Thesaurus","6a19b265-6893-4652-9411-9b4008d9d579","C164634","Code_187","","Body Height"
"Code","NCI Thesaurus","8e1ae81d-d2b2-4e6f-80f9-9d612dca6f99","C36292","Code_195","","Laboratory Test Result"
"Code","NCI Thesaurus","4a197cce-ed68-4291-a206-f087e94a6b8f","C83309","Code_196","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","d2ffa553-d800-4e44-9ff6-ff5e0ba90f48","C67365","Code_197","","Unit of Catalytic Activity Concentration"
"Code","NCI Thesaurus","93d6e074-3da3-4a2a-b16b-5fb233a2ee1f","C70713","Code_198","","Biospecimen Type"
"Code","NCI Thesaurus","40f93dfa-5578-4c1d-a617-91687245b5a8","C64433","Code_194","","Alanine Aminotransferase Measurement"
"Code","NCI Thesaurus","d7722818-7a2b-4c70-ac6b-2b9e0162f908","C36292","Code_200","","Laboratory Test Result"
"Code","NCI Thesaurus","ac224989-c0ec-4f60-baa8-7e0d35891e50","C83309","Code_201","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","dc1eaa1c-a1aa-40c8-ba16-34b9040a7644","C48207","Code_202","","Unit of Concentration"
"Code","NCI Thesaurus","36fc0fd7-2d5b-4e35-9ebd-53fa9f65812c","C70713","Code_203","","Biospecimen Type"
"Code","NCI Thesaurus","12d10e94-a700-486a-87d9-d2fa616cdb4c","C64431","Code_199","","Albumin Measurement"
"Code","NCI Thesaurus","e38cd7f4-63c9-4cb3-9493-d3998981095f","C36292","Code_205","","Laboratory Test Result"
"Code","NCI Thesaurus","4061283a-2827-48b0-9ba8-88248ed04ed7","C83309","Code_206","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","6121ec80-dc23-4c65-a514-0fc5af05b16b","C67365","Code_207","","Unit of Catalytic Activity Concentration"
"Code","NCI Thesaurus","ca1fa2f9-2ff8-4eca-b7a2-3257bab3139f","C70713","Code_208","","Biospecimen Type"
"Code","NCI Thesaurus","e4d6643c-9e31-4d57-963c-3f647a1d6b75","C64432","Code_204","","Alkaline Phosphatase Measurement"
"Code","NCI Thesaurus","41376f78-37b6-419e-bc36-97a250cf0313","C36292","Code_210","","Laboratory Test Result"
"Code","NCI Thesaurus","1404aa04-5698-47c9-ba9f-dd76a36ee43a","C83309","Code_211","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","c7acc734-9ef3-43bc-8d34-885c97f9068e","C67365","Code_212","","Unit of Catalytic Activity Concentration"
"Code","NCI Thesaurus","8d4f49f7-d0c8-4fe3-b06d-db5d515f40c0","C70713","Code_213","","Biospecimen Type"
"Code","NCI Thesaurus","2600233e-5154-472d-ace1-49528d2306ab","C64467","Code_209","","Aspartate Aminotransferase Measurement"
"Code","NCI Thesaurus","db4da2a4-5ec0-4a89-b63d-fdb58ce4cd35","C36292","Code_215","","Laboratory Test Result"
"Code","NCI Thesaurus","171464db-0f61-438f-98f6-f4636742429e","C83309","Code_216","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","e829d1c5-62f5-4ac5-b1ac-6ee51288bb3f","C48207","Code_217","","Unit of Concentration"
"Code","NCI Thesaurus","b48803c8-1c4d-485b-8c79-1aae999b03ad","C70713","Code_218","","Biospecimen Type"
"Code","NCI Thesaurus","bbcd6d1c-eeea-4a02-9f4b-04f9b0190d90","C64547","Code_214","","Creatinine Measurement"
"Code","NCI Thesaurus","9678ccb3-c2c0-4217-97d9-7481cf99a170","C36292","Code_220","","Laboratory Test Result"
"Code","NCI Thesaurus","f485e16d-e4c9-494c-b1ca-621a4db6b203","C83309","Code_221","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","816ca08b-cca9-4d79-9fbf-3c775157b1bc","C64567","Code_222","","Molarity Unit"
"Code","NCI Thesaurus","b762e419-4f32-43d6-81a9-903bfb19f3e3","C70713","Code_223","","Biospecimen Type"
"Code","NCI Thesaurus","2d1e5038-ef82-45e7-9763-af4d7ee4e9de","C64853","Code_219","","Potassium Measurement"
"Code","NCI Thesaurus","d4cd2542-8b90-473b-b037-b231bcf23a05","C36292","Code_225","","Laboratory Test Result"
"Code","NCI Thesaurus","8c9c3d19-b8c8-4071-a26a-00f51a7c40ad","C83309","Code_226","","Laboratory Test Fasting Status"
"Code","NCI Thesaurus","d6091442-7304-4587-ba13-235057b073f4","C64567","Code_227","","Molarity Unit"
"Code","NCI Thesaurus","36b014a7-e582-4b81-a7c6-0eaad704bded","C70713","Code_228","","Biospecimen Type"
"Code","NCI Thesaurus","f3951792-0f9f-4fb8-a5a9-47fa707d166e","C64809","Code_224","","Sodium Measurement"
"Code","NCI Thesaurus","6b2cacf1-e8ae-475d-8298-2492b27c7105","C173522","Code_230","","Vital Signs Result"
"Code","http://www.cdisc.org","529be3b7-5549-49eb-b9de-ef25e41e5904","C42547","Code_231","2023-09-29","Pascal"
"Code","NCI Thesaurus","524b9edf-44a1-41aa-974c-545efb80b678","C49669","Code_232","","Unit of Pressure"
"Code","NCI Thesaurus","66f8a81e-5f30-486b-afcf-a6a20b4f13f6","C83088","Code_233","","Vital Signs Location"
"Code","NCI Thesaurus","d3b0fa5e-c79a-4131-a608-1f0eaf4351e0","C123975","Code_234","","Vital Signs Laterality"
"Code","NCI Thesaurus","7b3fadc4-7265-4a61-bcb0-f10d717d4f32","C82535","Code_235","","Test Method"
"Code","NCI Thesaurus","dc846179-12e9-4fb2-8232-20bf893a39ce","C83114","Code_236","","Vital Signs Position"
"Code","NCI Thesaurus","e20b40f1-b084-4b11-850e-26f0487edc65","C25298","Code_229","","Systolic Blood Pressure"
"Code","NCI Thesaurus","c4e172e0-cdec-447f-bc60-c1639f143acd","C173522","Code_238","","Vital Signs Result"
"Code","http://www.cdisc.org","2f78c38b-cc1d-4359-8580-ad81ff84da17","C42547","Code_239","2023-09-29","Pascal"
"Code","NCI Thesaurus","3115375c-9590-4ab0-aae1-86d31c6ea6c4","C49669","Code_240","","Unit of Pressure"
"Code","NCI Thesaurus","3a82e0b7-443b-42a6-a6aa-d986a7a3cc5c","C83088","Code_241","","Vital Signs Location"
"Code","NCI Thesaurus","bd26140e-aa4e-4c7b-9783-3232f2a0f901","C123975","Code_242","","Vital Signs Laterality"
"Code","NCI Thesaurus","69fd240f-7510-456b-a20f-57993e83d04d","C82535","Code_243","","Test Method"
"Code","NCI Thesaurus","43edd1e5-b856-47fe-81bb-c5d21dbed788","C83114","Code_244","","Vital Signs Position"
"Code","NCI Thesaurus","292ee3ad-7231-4cb4-a398-c7e1eb37c132","C25299","Code_237","","Diastolic Blood Pressure"
"Code","NCI Thesaurus","6bb258db-fff7-4b17-9623-b5380ef2e80e","C173522","Code_246","","Vital Signs Result"
