"instanceType","name","sectionNumber","uuid:ID","sectionTitle","id","text"
"NarrativeContent","SECTION 4.2","4.2","d418c2a8-0c9c-4b88-85ec-1314345e4031","Rationale for Trial Design","NarrativeContent_15","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>"
"NarrativeContent","SECTION 4.2.1","4.2.1","65bc171b-3d45-4c30-89ae-bccdc2aa5695","Rationale for Comparator","NarrativeContent_16","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>"
"NarrativeContent","SECTION 4.2.2","4.2.2","b5389353-97e2-4756-9324-6bf704c91d08","Rationale for Adaptive or Novel Trial Design","NarrativeContent_17","<div></div>"
"NarrativeContent","SECTION 4.2.3","4.2.3","b30ad6b2-c975-4008-82e2-6f6fb3cdc2a8","Other Trial Design Considerations","NarrativeContent_18","<div></div>"
"NarrativeContent","SECTION 4.3","4.3","84a41748-1613-4d36-95ea-1179326df50d","Access to Trial Intervention After End of Trial","NarrativeContent_19","<div></div>"
"NarrativeContent","SECTION 4.4","4.4","769690d9-f938-4cc5-a3d6-71c3e1ed9f02","Start of Trial and End of Trial","NarrativeContent_20","<div></div>"
"NarrativeContent","SECTION 5","5","8ac39f27-43fb-4886-8a87-c2a060ec0f72","TRIAL POPULATION","NarrativeContent_21","<div></div>"
"NarrativeContent","SECTION 5.1","5.1","ecf1dff1-e21d-4ad0-b6ad-9ff6e072991c","Selection of Trial Population","NarrativeContent_22","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"NarrativeContent","SECTION 5.2","5.2","98db8c5b-67fd-45d3-a203-0ebe434ee6d4","Rationale for Trial Population","NarrativeContent_23","<div></div>"
"NarrativeContent","SECTION 5.3","5.3","7d64fe34-2026-47a1-9fca-cbbdfc28abe0","Inclusion Criteria","NarrativeContent_24","<div><usdm:section name=""M11-inclusion""></div>"
"NarrativeContent","SECTION 5.4","5.4","6086a769-8d03-400c-8b5d-7513b8314a73","Exclusion Criteria","NarrativeContent_25","<div><usdm:section name=""M11-exclusion""></div>"
"NarrativeContent","SECTION 5.5","5.5","9bfd98cf-2934-42d5-a2ff-65c744f1f336","Lifestyle Considerations","NarrativeContent_26","<div></div>"
"NarrativeContent","SECTION 5.5.1","5.5.1","13c5843b-dcdc-404b-8321-44374de6a971","Meals and Dietary Restrictions","NarrativeContent_27","<div></div>"
"NarrativeContent","SECTION 5.5.2","5.5.2","e62065f9-f9a4-4467-9d91-18069cf744a8","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_28","<div><p>Not applicable</p></div>"
"NarrativeContent","SECTION 5.5.3","5.5.3","5a525c9e-f00d-436b-87cd-043edd17b524","Physical Activity","NarrativeContent_29","<div></div>"
"NarrativeContent","SECTION 5.5.4","5.5.4","0f1facac-c954-42ec-99c2-31e5cd7872f0","Other Activity","NarrativeContent_30","<div></div>"
"NarrativeContent","SECTION 5.6","5.6","3ae6012d-9e1b-45d9-91f7-99be71696423","Screen Failures","NarrativeContent_31","<div></div>"
"NarrativeContent","SECTION 6","6","91081003-3da1-41c6-86d3-fd1b30bde213","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_32","<div></div>"
"NarrativeContent","SECTION 6.1","6.1","f694766b-4cf6-4910-93ca-d4cd9e5b65db","Description of Trial Intervention","NarrativeContent_33","<div></div>"
"NarrativeContent","SECTION 6.2","6.2","d5457fa3-33b0-4617-a2a3-1987924cd338","Rationale for Trial Intervention","NarrativeContent_34","<div></div>"
"NarrativeContent","SECTION 6.3","6.3","0e37210e-7d5a-4398-92ef-b120cd07f9d6","Dosing and Administration","NarrativeContent_35","<div></div>"
"NarrativeContent","SECTION 6.3.1","6.3.1","1bceb7b2-93d0-4db4-8683-f85996f496b1","Trial Intervention Dose Modification","NarrativeContent_36","<div></div>"
"NarrativeContent","SECTION 6.4","6.4","ac77a8d9-b19a-429f-bf12-852767b32ca3","Treatment of Overdose","NarrativeContent_37","<div></div>"
"NarrativeContent","SECTION 6.5","6.5","84ba5434-bd1e-453e-94e0-b66f620fc517","Preparation, Handling, Storage and Accountability","NarrativeContent_38","<div></div>"
"NarrativeContent","SECTION 6.5.1","6.5.1","41bbc1a3-3b9e-4eb4-b560-fe3a3a980a06","Preparation of Trial Intervention","NarrativeContent_39","<div></div>"
"NarrativeContent","SECTION 6.5.2","6.5.2","573ec3a1-9a34-4bec-a590-6787f92976e4","Handling and Storage of Trial Intervention","NarrativeContent_40","<div></div>"
"NarrativeContent","SECTION 6.5.3","6.5.3","ec4b130d-5d1b-4dfc-b726-fb474fe2bada","Accountability of Trial Intervention","NarrativeContent_41","<div></div>"
"NarrativeContent","SECTION 6.6","6.6","3644f7d2-d531-4af2-895d-c7301297e74c","Participant Assignment, Randomisation and Blinding","NarrativeContent_42","<div></div>"
"NarrativeContent","SECTION 6.6.1","6.6.1","7c751b76-efec-46fa-9513-92d18b94df86","Participant Assignment","NarrativeContent_43","<div></div>"
"NarrativeContent","SECTION 6.6.2","6.6.2","2daf5622-29a8-47c2-a098-759a29c784e0","Randomisation","NarrativeContent_44","<div></div>"
"NarrativeContent","SECTION 6.6.3","6.6.3","643558b3-cb28-4bdc-8817-d3bf4006f285","Blinding and Unblinding","NarrativeContent_45","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"NarrativeContent","SECTION 6.7","6.7","b62d848b-7d32-4f7f-a63d-a7740efbfaf5","Trial Intervention Compliance","NarrativeContent_46","<div></div>"
"NarrativeContent","SECTION 6.8","6.8","ac8c795f-01d9-4597-a539-ffa34f819d75","Concomitant Therapy","NarrativeContent_47","<div></div>"
"NarrativeContent","SECTION 6.8.1","6.8.1","5cd42c77-5137-4522-ad52-d2488145c123","Prohibited Concomitant Therapy","NarrativeContent_48","<div></div>"
"NarrativeContent","SECTION 6.8.2","6.8.2","f87d6051-c782-428e-9d13-6cd1a40f0aee","Permitted Concomitant Therapy","NarrativeContent_49","<div></div>"
"NarrativeContent","SECTION 6.8.3","6.8.3","0d014201-67f3-45ef-8261-9b1f9f644354","Rescue Therapy","NarrativeContent_50","<div></div>"
"NarrativeContent","SECTION 6.8.4","6.8.4","4c8173df-c3d3-4617-8c40-a06e48a6aa0a","Other Therapy","NarrativeContent_51","<div></div>"
"NarrativeContent","SECTION 7","7","2885fb69-18db-4baa-a030-0539cdea26b9","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","<div></div>"
"NarrativeContent","SECTION 7.1","7.1","8a6129c9-6eec-4c7b-bb0d-0799e0c1ba30","Discontinuation of Trial Intervention","NarrativeContent_53","<div></div>"
"NarrativeContent","SECTION 7.1.1","7.1.1","4a98001f-7bd5-4152-b938-b4283b209a12","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","<div></div>"
"NarrativeContent","SECTION 7.1.2","7.1.2","86cc0a9a-f873-46a7-9594-575fdb6a88a1","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","<div></div>"
"NarrativeContent","SECTION 7.1.3","7.1.3","ee2c047d-a2ac-4994-866d-bd61f6eaaaba","Rechallenge","NarrativeContent_56","<div></div>"
"NarrativeContent","SECTION 7.2","7.2","c1ee443f-ca59-4b25-a994-65a3646f8fee","Participant Withdrawal from the Trial","NarrativeContent_57","<div></div>"
"NarrativeContent","SECTION 7.3","7.3","2f838fd8-2bf3-47f4-8828-c01339f3f26e","Lost to Follow-Up","NarrativeContent_58","<div></div>"
"NarrativeContent","SECTION 7.4","7.4","daa1cc23-7a91-4191-9d68-58032037c36e","Trial Stopping Rules","NarrativeContent_59","<div></div>"
"NarrativeContent","SECTION 8","8","3fb1ec5d-dd3b-4e1d-840e-21d890bac278","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","<div></div>"
"NarrativeContent","SECTION 8.1","8.1","641ea980-dca9-4f5c-9c52-3b027cbb41c0","Screening/Baseline Assessments and Procedures","NarrativeContent_61","<div></div>"
"NarrativeContent","SECTION 8.2","8.2","0373e89d-8e92-41ae-9ad4-163eb7ffd0f7","Efficacy Assessments and Procedures","NarrativeContent_62","<div></div>"
"NarrativeContent","SECTION 8.3","8.3","68f28e1b-85c5-4118-ac07-fdfe4b9a692a","Safety Assessments and Procedures","NarrativeContent_63","<div></div>"
"NarrativeContent","SECTION 8.3.1","8.3.1","6096846b-0362-4132-8f10-9e553e98de1f","Physical Examination","NarrativeContent_64","<div></div>"
"NarrativeContent","SECTION 8.3.2","8.3.2","499a86c2-794a-4660-8bd3-c4bb9903453d","Vital Signs","NarrativeContent_65","<div></div>"
"NarrativeContent","SECTION 8.3.3","8.3.3","5a4bcf37-34cf-4341-bca0-d79e85a66546","Electrocardiograms","NarrativeContent_66","<div></div>"
"NarrativeContent","SECTION 8.3.4","8.3.4","e722c801-c191-48ba-bc16-a462ccd4a56c","Clinical Laboratory Assessments","NarrativeContent_67","<div></div>"
"NarrativeContent","SECTION 8.3.5","8.3.5","96c19acf-901d-4412-b6dc-8c3ecc34fbe7","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","<div></div>"
"NarrativeContent","SECTION 8.4","8.4","0b90eeab-4d09-469d-821c-90893eb21291","Adverse Events and Serious Adverse Events","NarrativeContent_69","<div></div>"
"NarrativeContent","SECTION 8.4.1","8.4.1","62777fd1-3583-4ade-8666-b2334986d2d2","Definitions of AE and SAE","NarrativeContent_70","<div></div>"
"NarrativeContent","SECTION 8.4.2","8.4.2","f01e420f-4887-47aa-9f32-34793ebeeac3","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","<div></div>"
"NarrativeContent","SECTION 8.4.3","8.4.3","bd996773-47ac-436c-aaf9-35101946ae5a","Identifying AEs and SAEs","NarrativeContent_72","<div></div>"
"NarrativeContent","SECTION 8.4.4","8.4.4","8cfe161b-8928-41c7-83b3-9ccd6e503d90","Recording of AEs and SAEs","NarrativeContent_73","<div></div>"
"NarrativeContent","SECTION 8.4.5","8.4.5","2d40ca9a-88ca-40b0-b0f9-1c55fb148b2a","Follow-up of AEs and SAEs","NarrativeContent_74","<div></div>"
"NarrativeContent","SECTION 8.4.6","8.4.6","e17323db-c900-46c2-a02e-58dcf25f6f58","Reporting of SAEs","NarrativeContent_75","<div></div>"
"NarrativeContent","SECTION 8.4.7","8.4.7","05e7c7a7-8a71-4fff-b571-e3c5196e04d1","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","<div></div>"
"NarrativeContent","SECTION 8.4.8","8.4.8","091d34a2-1959-4496-9d3f-dcdb40b43caa","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","<div></div>"
"NarrativeContent","SECTION 8.4.9","8.4.9","be2556f6-4dcf-4795-a956-d5b07ecb3b96","Adverse Events of Special Interest","NarrativeContent_78","<div></div>"
"NarrativeContent","SECTION 8.4.10","8.4.10","37da5a11-666e-42c4-a92e-cdb737964940","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","<div></div>"
"NarrativeContent","SECTION 8.5","8.5","bb67f38b-a69c-4c36-a568-825fb930c788","Pregnancy and Postpartum Information","NarrativeContent_80","<div></div>"
"NarrativeContent","SECTION 8.5.1","8.5.1","a7030685-ed05-41c7-969a-215b6daab0b6","Participants Who Become Pregnant During the Trial","NarrativeContent_81","<div></div>"
"NarrativeContent","SECTION 8.5.2","8.5.2","ef9cb972-0b6e-4350-97c6-279ce0d2512b","Participants Whose Partners Become Pregnant","NarrativeContent_82","<div></div>"
"NarrativeContent","SECTION 8.6","8.6","5d625b04-aef0-4f35-a0f6-9c138732dd9d","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","<div></div>"
"NarrativeContent","SECTION 8.6.1","8.6.1","8a9d36a7-0a4b-4cf3-9212-d63226b49b56","Definition of Medical Device Product Complaints","NarrativeContent_84","<div></div>"
"NarrativeContent","SECTION 8.6.2","8.6.2","b6bd1f62-2f1d-45d7-8a81-994d16af59fb","Recording of Medical Device Product Complaints","NarrativeContent_85","<div></div>"
"NarrativeContent","SECTION 8.6.3","8.6.3","290ff7fb-2492-4bb1-aaa9-ff15c12adfec","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","<div></div>"
"NarrativeContent","SECTION 8.6.4","8.6.4","897cbb81-43a9-442a-b4a3-c87fd7b7df8f","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","<div></div>"
"NarrativeContent","SECTION 8.6.5","8.6.5","ecf18e19-b95c-4608-8a65-b803a64321b9","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","<div></div>"
"NarrativeContent","SECTION 8.7","8.7","d18f714f-5d88-4edb-ae29-fbe394468fbd","Pharmacokinetics","NarrativeContent_89","<div></div>"
"NarrativeContent","SECTION 8.8","8.8","c42efc28-3690-4f24-81eb-dfa7cad7141a","Genetics","NarrativeContent_90","<div></div>"
"NarrativeContent","SECTION 8.9","8.9","290babc1-66d6-4143-8cc0-ff1245fd6190","Biomarkers","NarrativeContent_91","<div></div>"
"NarrativeContent","SECTION 8.1","8.1","79b869d6-5f38-4623-8edb-f4046682ee7d","Immunogenicity Assessments","NarrativeContent_92","<div></div>"
"NarrativeContent","SECTION 8.1.1","8.1.1","c88375d1-2f63-4759-ae91-5079f177b3ce","Medical Resource Utilisation and Health Economics","NarrativeContent_93","<div></div>"
"NarrativeContent","SECTION 9","9","76bcef76-ff46-4ce7-ae04-b01fd92f78a5","STATISTICAL CONSIDERATIONS","NarrativeContent_94","<div></div>"
"NarrativeContent","SECTION 9.1","9.1","674dab4a-0ab3-411a-afbb-307bdf16159d","Analysis Sets","NarrativeContent_95","<div></div>"
"NarrativeContent","SECTION 9.2","9.2","68fb9e4a-4a47-4b58-a0b9-cb6f7f702869","Analyses Supporting Primary Objective(s)","NarrativeContent_96","<div></div>"
"NarrativeContent","SECTION 9.2.1","9.2.1","e1439c7a-f332-4c0e-8467-e54f4368f660","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","<div></div>"
"NarrativeContent","SECTION 9.2.2","9.2.2","44862aa3-fa6f-4244-8d78-c0c7422a041f","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","<div></div>"
"NarrativeContent","SECTION 9.2.3","9.2.3","6b9123eb-fb33-4782-9a68-6a74993e4c0e","Handling of Missing Data","NarrativeContent_99","<div></div>"
"NarrativeContent","SECTION 9.2.4","9.2.4","9ff469bf-4b4d-417d-a0a8-093bce17ee2d","Sensitivity Analysis","NarrativeContent_100","<div></div>"
"NarrativeContent","SECTION 9.2.5","9.2.5","44daea83-7442-4d3a-b476-eaaa3e389191","Supplementary Analysis","NarrativeContent_101","<div></div>"
"NarrativeContent","SECTION 9.3","9.3","ae631995-5e06-4cab-a702-730f2f8ed26b","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","<div></div>"
"NarrativeContent","SECTION 9.4","9.4","df69b7a4-9c50-430f-877a-da94642e2954","Analysis of Exploratory Objective(s)","NarrativeContent_103","<div></div>"
"NarrativeContent","SECTION 9.5","9.5","df2e3db0-f6ed-4b38-9de7-ffdf9606c48c","Safety Analyses","NarrativeContent_104","<div></div>"
"NarrativeContent","SECTION 9.6","9.6","cfa2a4ce-d8b1-4de6-af4d-ffefd35f485f","Other Analyses","NarrativeContent_105","<div></div>"
"NarrativeContent","SECTION 9.7","9.7","113e4334-36c9-46c1-a90a-8d9b70fbe723","Interim Analyses","NarrativeContent_106","<div></div>"
"NarrativeContent","SECTION 9.8","9.8","535a4726-c81e-46b0-ac1a-35a2b3950a64","Sample Size Determination","NarrativeContent_107","<div></div>"
"NarrativeContent","SECTION 9.9","9.9","aaa082e9-26a4-4270-9722-4a82ddb6d1cb","Protocol Deviations","NarrativeContent_108","<div></div>"
"NarrativeContent","SECTION 10","10","e36e6a3d-b7eb-4c2b-8930-7cc2fd711c7d","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","<div></div>"
"NarrativeContent","SECTION 10.1","10.1","3b9d5365-33d3-40a0-a766-ecd2ea56a402","Regulatory and Ethical Considerations","NarrativeContent_110","<div></div>"
"NarrativeContent","SECTION 10.2","10.2","68eaebaa-2d53-49be-bd6f-22e42f5d5ffe","Committees","NarrativeContent_111","<div></div>"
"NarrativeContent","SECTION 10.3","10.3","e22e0e1b-5246-46b7-a1c0-14f571bf000a","Informed Consent Process","NarrativeContent_112","<div></div>"
"NarrativeContent","SECTION 10.4","10.4","3622da4d-b2fe-4152-b82a-365d7292141f","Data Protection","NarrativeContent_113","<div></div>"
"NarrativeContent","SECTION 10.5","10.5","141b2c99-80f7-419c-b379-3f172ac23741","Early Site Closure or Trial Termination","NarrativeContent_114","<div></div>"
"NarrativeContent","SECTION 11","11","dc63ea6a-20f6-4bba-9c40-957765be11a8","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","<div></div>"
"NarrativeContent","SECTION 11.1","11.1","26cc0ffb-bf3b-4c5c-be15-4a510175f680","Quality Tolerance Limits","NarrativeContent_116","<div></div>"
"NarrativeContent","SECTION 11.2","11.2","cc7de6e1-94dd-402c-8df5-37493797668f","Data Quality Assurance","NarrativeContent_117","<div></div>"
"NarrativeContent","SECTION 11.3","11.3","b0a1fe6b-2a64-4b19-bb90-9bc9360a3779","Source Data","NarrativeContent_118","<div></div>"
"NarrativeContent","SECTION 12","12","f8c2c4eb-c4f3-4104-b7f8-dc7063a165b9","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","<div></div>"
"NarrativeContent","SECTION 12.1","12.1","f9868830-585c-459a-a846-436743940adc","Further Details and Clarifications on the AE Definition","NarrativeContent_120","<div></div>"
"NarrativeContent","SECTION 12.2","12.2","c1e767b1-82c6-4a1d-8cc4-e82a30c17530","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","<div></div>"
"NarrativeContent","SECTION 12.3","12.3","ed98e284-7e99-4cd8-b83c-f88b98ad53b3","Severity","NarrativeContent_122","<div></div>"
"NarrativeContent","SECTION 12.4","12.4","958b88e7-f2e6-4488-a0eb-a7f28cecaaab","Causality","NarrativeContent_123","<div></div>"
"NarrativeContent","SECTION 13","13","0950f0d0-6f1f-4fe5-8774-f421a3e6e8aa","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","<div></div>"
"NarrativeContent","SECTION 13.1","13.1","522d616a-43b2-4ed5-9cf8-a8ab6ba852fb","Contraception and Pregnancy Testing","NarrativeContent_125","<div></div>"
"NarrativeContent","SECTION 13.1.1","13.1.1","836cf05d-d969-40c4-8e9a-47a600466978","Definitions Related to Childbearing Potential","NarrativeContent_126","<div></div>"
"NarrativeContent","SECTION 13.1.2","13.1.2","317a9a0e-7614-4a86-809b-a2e79a2bb541","Contraception","NarrativeContent_127","<div></div>"
"NarrativeContent","SECTION 13.1.3","13.1.3","d1f57e79-4e01-4fd5-9bf3-54da61773394","Pregnancy Testing","NarrativeContent_128","<div></div>"
"NarrativeContent","SECTION 13.2","13.2","206d1081-72ae-4328-8c03-071791af7287","Clinical Laboratory Tests","NarrativeContent_129","<div></div>"
"NarrativeContent","SECTION 13.3","13.3","f160c715-3ac3-4e12-ba30-b1f78fe9ff21","Country/Region-Specific Differences","NarrativeContent_130","<div></div>"
"NarrativeContent","SECTION 13.4","13.4","bacff620-aaeb-4e6c-9da3-1fbd67045c7f","Prior Protocol Amendments","NarrativeContent_131","<div></div>"
"NarrativeContent","SECTION 14","14","b6ba3d6e-5f38-472a-861d-38bb5d697408","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","<div></div>"
"NarrativeContent","SECTION 15","15","58fb52e4-14f5-49b8-847d-0c6c088c87c9","APPENDIX: REFERENCES","NarrativeContent_133","<div></div>"
