"isRequired","datatype","id","label","instanceType","uuid:ID","isEnabled","name"
"True","boolean","BiomedicalConceptProperty_119","Laboratory Test Fasting Status","BiomedicalConceptProperty","2f6323f6-f52e-4c3c-b5af-657c0027ae5a","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_120","Molarity Unit","BiomedicalConceptProperty","e15c8ffd-b146-4e65-ba26-13f75698c12e","True","Molarity Unit"
"True","string","BiomedicalConceptProperty_121","Biospecimen Type","BiomedicalConceptProperty","3657d1ba-09a1-45ca-967c-85399c8ad464","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_122","Laboratory Test Result","BiomedicalConceptProperty","a268e144-e432-44d3-bd81-07f7330ca71d","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_123","Laboratory Test Fasting Status","BiomedicalConceptProperty","04ffee66-aa3d-4f6f-8cf9-5dece3dc05e2","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_124","Molarity Unit","BiomedicalConceptProperty","04c930d3-1ada-4725-8874-b4c19aa3009a","True","Molarity Unit"
"True","string","BiomedicalConceptProperty_125","Biospecimen Type","BiomedicalConceptProperty","a0d14793-3333-4289-89be-c48752990c8c","True","Biospecimen Type"
"True","string","BiomedicalConceptProperty_1","Reported Event Term","BiomedicalConceptProperty","52419323-6d59-47e5-ba5e-4735fc851437","True","Reported Event Term"
"True","string","BiomedicalConceptProperty_2","Dictionary-derived Term","BiomedicalConceptProperty","3f420118-cb24-481e-b9d9-3519be62228e","True","Dictionary-derived Term"
"True","string","BiomedicalConceptProperty_3","Category","BiomedicalConceptProperty","cdc800ca-41c2-48ce-b4d2-05f24769a61d","True","Category"
"True","string","BiomedicalConceptProperty_4","Subcategory","BiomedicalConceptProperty","24ebcd1b-c029-475b-b1e0-7bc22dd9c95f","True","Subcategory"
"True","datetime","BiomedicalConceptProperty_5","Observation Start Date Time","BiomedicalConceptProperty","40350e34-f2bb-4a14-ba9d-a3209c5000e4","True","Observation Start Date Time"
"True","decimal","BiomedicalConceptProperty_6","Clinical Test Result","BiomedicalConceptProperty","e0c995c1-f123-492a-b7cd-2198eb453bb7","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_7","Unit of Pressure","BiomedicalConceptProperty","7a099650-0fe1-4472-8947-6c8a03ecb024","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_8","Anatomic Site","BiomedicalConceptProperty","a59d1d6e-2083-4527-9595-f629939063aa","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_9","Laterality","BiomedicalConceptProperty","cdd75940-30b7-474d-a3db-7a7af646502f","True","Laterality"
"True","string","BiomedicalConceptProperty_10","Test Method","BiomedicalConceptProperty","fab84126-c186-455e-9c22-b8e2b3ae82af","True","Test Method"
"True","string","BiomedicalConceptProperty_11","Body Position","BiomedicalConceptProperty","ed3e3a44-9331-4019-bcba-36a2a4bf00cc","True","Body Position"
"True","decimal","BiomedicalConceptProperty_12","Clinical Test Result","BiomedicalConceptProperty","7b37663c-8f46-4912-bfd1-d8366963ca05","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_13","Unit of Pressure","BiomedicalConceptProperty","b6dcdbcb-180a-441c-bd31-cf8089210297","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_14","Anatomic Site","BiomedicalConceptProperty","e1b49dbd-82de-4ced-9a10-4681a8803963","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_15","Laterality","BiomedicalConceptProperty","6382a54f-49a3-461e-ab4d-bb89d3fefef0","True","Laterality"
"True","string","BiomedicalConceptProperty_16","Test Method","BiomedicalConceptProperty","57f4f0d1-4cfe-4392-9981-27db43a51347","True","Test Method"
"True","string","BiomedicalConceptProperty_17","Body Position","BiomedicalConceptProperty","3734f408-184f-4a09-b49a-8e872bd0cff9","True","Body Position"
"True","decimal","BiomedicalConceptProperty_18","Clinical Test Result","BiomedicalConceptProperty","c1bc7687-a1c4-4ca1-96a4-2f8ba064519c","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_19","Unit of Temperature","BiomedicalConceptProperty","2e6818a8-2689-45ba-b9a9-ec87fca1c2e8","True","Unit of Temperature"
"True","string","BiomedicalConceptProperty_20","Anatomic Site","BiomedicalConceptProperty","e76d0a22-e546-416b-ac25-c4908f011c4d","True","Anatomic Site"
"True","decimal","BiomedicalConceptProperty_21","Clinical Test Result","BiomedicalConceptProperty","4aababdb-3718-4c3a-9bb3-e62e83368f8c","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_22","Unit of Weight","BiomedicalConceptProperty","fe8021dc-9f65-483d-b479-e9c18fafb16e","True","Unit of Weight"
"True","decimal","BiomedicalConceptProperty_23","Clinical Test Result","BiomedicalConceptProperty","8b23689e-e2b3-4b94-9967-4eeea6e397ed","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_24","Unit of Height","BiomedicalConceptProperty","133c5ce4-e102-4ffa-85c4-d666d7e6fc32","True","Unit of Height"
"True","decimal","BiomedicalConceptProperty_25","Laboratory Test Result","BiomedicalConceptProperty","c6bd28bb-f6fe-4fa9-95a3-7400d699aa88","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","BiomedicalConceptProperty","2d2e713f-2a4c-45ae-b701-79f09cefca3f","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","c5c07b3a-ad96-4bdd-b294-931b83e667f2","True","Unit of Catalytic Activity Concentration"
"True","string","BiomedicalConceptProperty_28","Biospecimen Type","BiomedicalConceptProperty","a6a89ae7-1af4-455d-adcc-f83948d82cf0","True","Biospecimen Type"
"True","string","BiomedicalConceptProperty_29","Laboratory Test Result","BiomedicalConceptProperty","b5a344f3-78f1-4290-b0dc-0f30b046f621","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","BiomedicalConceptProperty","f68323d4-dc90-49b5-9587-17ca20670ffe","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_31","Unit of Concentration","BiomedicalConceptProperty","b7d4a2dc-0dc9-4dce-b112-76ee8f7f8921","True","Unit of Concentration"
"True","string","BiomedicalConceptProperty_32","Biospecimen Type","BiomedicalConceptProperty","f6d54e47-f874-489e-84a6-a5ceff0da050","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_33","Laboratory Test Result","BiomedicalConceptProperty","50c30d2d-bd84-40b0-8ea1-75b1db977281","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","BiomedicalConceptProperty","e50dbf84-30a6-4cab-a502-6230f63489e6","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","3a84de73-a7b6-48c4-8f2c-c31846f6ffa5","True","Unit of Catalytic Activity Concentration"
"True","string","BiomedicalConceptProperty_36","Biospecimen Type","BiomedicalConceptProperty","d404c00e-5f10-450c-8f5f-478a61b21e2b","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_37","Laboratory Test Result","BiomedicalConceptProperty","1135ca76-7960-4dc3-9db6-f4338ac79651","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","BiomedicalConceptProperty","e3264236-8011-4f4f-af96-75bb536c5259","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","3e8db412-9afb-415e-937b-b637a374efe7","True","Unit of Catalytic Activity Concentration"
"True","string","BiomedicalConceptProperty_40","Biospecimen Type","BiomedicalConceptProperty","94168cf5-8935-4c5a-beb0-c5e311b13c32","True","Biospecimen Type"
"True","string","BiomedicalConceptProperty_41","Laboratory Test Result","BiomedicalConceptProperty","e9dc10dc-db15-48f1-904e-d1b5095dd58c","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","BiomedicalConceptProperty","5d1f2eda-4a7c-47d1-b779-05da0d7bf76a","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_43","Unit of Concentration","BiomedicalConceptProperty","974aace7-5c34-47f0-b7f1-30e1a4f0bce0","True","Unit of Concentration"
"True","string","BiomedicalConceptProperty_44","Biospecimen Type","BiomedicalConceptProperty","9059395f-b59a-4fa5-9036-3edd18bb978d","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_45","Laboratory Test Result","BiomedicalConceptProperty","48964c31-1bde-437e-a37a-156a7e6512ac","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","BiomedicalConceptProperty","1181e0d6-6211-4908-9db4-04a45923418d","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_47","Molarity Unit","BiomedicalConceptProperty","18755251-a67c-40d2-a366-5f1ffd4c16d4","True","Molarity Unit"
"True","string","BiomedicalConceptProperty_48","Biospecimen Type","BiomedicalConceptProperty","ac4df3ef-ec23-4f2b-9cba-7a4d900a612d","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_49","Laboratory Test Result","BiomedicalConceptProperty","6c45aed8-6330-4e3c-80cc-8843b9288e49","True","Laboratory Test Result"
"True","boolean","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","BiomedicalConceptProperty","76b29afa-e9c5-4d65-b538-ce57c0c0876f","True","Laboratory Test Fasting Status"
"True","string","BiomedicalConceptProperty_51","Molarity Unit","BiomedicalConceptProperty","893f13d4-62e7-4012-b572-1be8ce12eff9","True","Molarity Unit"
"True","string","BiomedicalConceptProperty_52","Biospecimen Type","BiomedicalConceptProperty","e1e2711e-4ef5-4f9d-a8c0-9ac8cf1f61ee","True","Biospecimen Type"
"True","decimal","BiomedicalConceptProperty_53","Clinical Test Result","BiomedicalConceptProperty","0309b899-3189-4658-a2a4-34dd30c4cfb2","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_54","Unit of Pressure","BiomedicalConceptProperty","9bb4c198-17d8-4d3d-9320-e32c2ede7711","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_55","Anatomic Site","BiomedicalConceptProperty","d43dcb9e-74f7-409e-ab09-63885ff37d04","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_56","Laterality","BiomedicalConceptProperty","7cebd400-b59b-4137-abd4-12b426acab9d","True","Laterality"
"True","string","BiomedicalConceptProperty_57","Test Method","BiomedicalConceptProperty","6cb6be4d-79b6-4167-9bc0-c96e02062bea","True","Test Method"
"True","string","BiomedicalConceptProperty_58","Body Position","BiomedicalConceptProperty","53f751a7-d522-4ff4-89ba-d6c7d017da6c","True","Body Position"
"True","decimal","BiomedicalConceptProperty_59","Clinical Test Result","BiomedicalConceptProperty","2a572e3a-33ee-4377-9f3b-b2ce97208c60","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_60","Unit of Pressure","BiomedicalConceptProperty","40f8d067-2ece-4fb8-aea1-65b46b5d935e","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_61","Anatomic Site","BiomedicalConceptProperty","7263e4e4-ddc5-486f-a94b-fbd3072407f0","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_62","Laterality","BiomedicalConceptProperty","e6423396-6556-41bc-bf9a-005d3ffdbedf","True","Laterality"
"True","string","BiomedicalConceptProperty_63","Test Method","BiomedicalConceptProperty","3c298e65-455f-48a3-b290-416a822dae14","True","Test Method"
"True","string","BiomedicalConceptProperty_64","Body Position","BiomedicalConceptProperty","9b46c2c6-3488-447f-9ece-3948dea9ffb2","True","Body Position"
"True","integer","BiomedicalConceptProperty_65","Clinical Test Result","BiomedicalConceptProperty","855a8b5e-ec65-482e-8106-196f9f120e55","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_66","Count per Minute","BiomedicalConceptProperty","7e75f402-eb7e-429c-8805-e1f71645ffb5","True","Count per Minute"
"True","string","BiomedicalConceptProperty_67","Anatomic Site","BiomedicalConceptProperty","d65e1b9f-5729-4e01-a5ea-3ab2fc619b90","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_68","Laterality","BiomedicalConceptProperty","20fe19f4-028d-49fc-abdc-d12b17179f53","True","Laterality"
"True","string","BiomedicalConceptProperty_69","Test Method","BiomedicalConceptProperty","07c17098-2fc0-4e18-bc23-81f94d29b8a0","True","Test Method"
"True","string","BiomedicalConceptProperty_70","Body Position","BiomedicalConceptProperty","f1182fd8-2466-43c5-a564-f55e7dbc4878","True","Body Position"
"True","decimal","BiomedicalConceptProperty_71","Clinical Test Result","BiomedicalConceptProperty","602c26fd-83ba-449e-ab77-bb1e15f30a36","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_72","Unit of Pressure","BiomedicalConceptProperty","a20b2329-17d9-4d8a-aa51-67fe163d7314","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_73","Anatomic Site","BiomedicalConceptProperty","10124d08-9add-47ac-8a63-b8a05b8a26d8","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_74","Laterality","BiomedicalConceptProperty","d16e0243-dd60-409e-b166-ed14734ccffe","True","Laterality"
"True","string","BiomedicalConceptProperty_75","Test Method","BiomedicalConceptProperty","547c64d4-5637-4eb9-9ef0-c918a074574d","True","Test Method"
"True","string","BiomedicalConceptProperty_76","Body Position","BiomedicalConceptProperty","c97b6308-7829-45be-958d-f582c2ee1b58","True","Body Position"
"True","decimal","BiomedicalConceptProperty_77","Clinical Test Result","BiomedicalConceptProperty","8594e081-fcc4-45cd-b5c9-a90d0ac059eb","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_78","Unit of Pressure","BiomedicalConceptProperty","1173c631-f1a4-4a1d-8c83-ee891e0e7377","True","Unit of Pressure"
"True","string","BiomedicalConceptProperty_79","Anatomic Site","BiomedicalConceptProperty","127f76c3-ac7d-4355-bfd0-dbda93c05500","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_80","Laterality","BiomedicalConceptProperty","2112996f-6919-4584-81c8-8b8c2257bab8","True","Laterality"
"True","string","BiomedicalConceptProperty_81","Test Method","BiomedicalConceptProperty","4075fb6d-3099-4838-99b2-ad8a8ee96d65","True","Test Method"
"True","string","BiomedicalConceptProperty_82","Body Position","BiomedicalConceptProperty","8e288137-2c90-44a5-a236-14c49adf970a","True","Body Position"
"True","integer","BiomedicalConceptProperty_83","Clinical Test Result","BiomedicalConceptProperty","c0422382-311e-4517-b13a-c6bb0faa2cd7","True","Clinical Test Result"
"True","string","BiomedicalConceptProperty_84","Count per Minute","BiomedicalConceptProperty","8a44acb5-0779-40e1-b1c8-262906bf6d97","True","Count per Minute"
"True","string","BiomedicalConceptProperty_85","Anatomic Site","BiomedicalConceptProperty","2e311e0c-b5a1-4f1c-808e-394f2c88fbd1","True","Anatomic Site"
"True","string","BiomedicalConceptProperty_86","Laterality","BiomedicalConceptProperty","2751060c-5e38-4de9-a0bf-20759b76d6c2","True","Laterality"
"True","string","BiomedicalConceptProperty_87","Test Method","BiomedicalConceptProperty","7d19963c-658a-4936-bf97-e47f54371815","True","Test Method"
"True","string","BiomedicalConceptProperty_88","Body Position","BiomedicalConceptProperty","ef08b984-1062-4d84-b5e5-fe3f57ffd03e","True","Body Position"
