"uuid:ID","codeSystem","code","id","codeSystemVersion","instanceType","decode"
"f40dd269-93a6-47c7-b8ff-c241c2371b65","http://www.cdisc.org","C25716","Code_112","2023-09-29","Code","Visit"
"55717a77-501a-4bfe-a62d-f95ed21df631","http://www.cdisc.org","C51282","Code_113","2023-09-29","Code","Clinic"
"26e85280-a126-42e3-952b-2e34da939691","http://www.cdisc.org","C175574","Code_114","2023-09-29","Code","In Person"
"30249a64-9bf8-4a83-9b1e-7edf032d7253","http://www.cdisc.org","C171537","Code_115","2023-09-29","Code","Telephone Call"
"c8258e27-d25b-4dae-8ab7-7785daf836b7","http://www.cdisc.org","C25716","Code_116","2023-09-29","Code","Visit"
"26af7e64-5dca-4556-9ebc-b04fdb2f84ac","http://www.cdisc.org","C51282","Code_117","2023-09-29","Code","Clinic"
"bd30d6ce-380c-45a4-8de8-4e773f77d951","http://www.cdisc.org","C175574","Code_118","2023-09-29","Code","In Person"
"23a8f8e1-2fee-4508-9b68-477ce7845709","http://www.cdisc.org","C25716","Code_119","2023-09-29","Code","Visit"
"b2ca19ef-3ece-4653-84a9-8d73258a2032","http://www.cdisc.org","C51282","Code_120","2023-09-29","Code","Clinic"
"2c5e630a-b78c-407b-a4d4-42550e950595","http://www.cdisc.org","C175574","Code_121","2023-09-29","Code","In Person"
"88b851ff-4f80-4ec2-8c4d-5f5944fddf08","SNOMED","383371000119108","Code_79","January 31, 2018","Code","CT of head without contrast"
"80bc9953-1ac5-4a19-a1d0-c7379e8f7efe","SPONSOR","123","Code_80","12","Code","Subject Supine"
"1710e7b3-541c-441e-85b6-9054f5507a29","SPONSOR","124","Code_81","12","Code","Subject Standing"
"03eec38e-5666-494e-be55-2361596f7074","NCI Thesaurus","C173522","Code_278","","Code","Vital Signs Result"
"aafc262d-291e-4745-a2bf-79182668c2d1","http://www.cdisc.org","C42537","Code_279","2023-09-29","Code","Kelvin"
"973a476b-da09-4ccc-84e9-7ff2e8ce217f","NCI Thesaurus","C44276","Code_280","","Code","Unit of Temperature"
"63115371-2add-411c-ae0d-44bb4974a848","NCI Thesaurus","C83088","Code_281","","Code","Vital Signs Location"
"fee1ddce-d877-4208-aec0-de99a75d4530","NCI Thesaurus","C174446","Code_277","","Code","Body Temperature"
"6b74a147-e546-4a03-9fe2-cd3e0524575a","NCI Thesaurus","C173522","Code_283","","Code","Vital Signs Result"
"9b014dd1-491e-4209-8874-9461def78d29","http://www.cdisc.org","C28252","Code_284","2023-09-29","Code","Kilogram"
"7efe456f-6bc6-4be1-aa9d-36d0dd0ff9ac","http://www.cdisc.org","C48155","Code_285","2023-09-29","Code","Gram"
"4ae6d5ac-28c6-4c3e-b0ff-f1fbd696a6d0","http://www.cdisc.org","C48531","Code_286","2023-09-29","Code","Pound"
"2f5f439c-a3a1-4f64-a885-74150d07d393","NCI Thesaurus","C48208","Code_287","","Code","Unit of Weight"
"8c167996-efa8-4e0b-8423-fcb9e3404f61","NCI Thesaurus","C81328","Code_282","","Code","Body Weight"
"0999ba00-b3b6-4bb2-aadd-db48c62d2d74","NCI Thesaurus","C173522","Code_289","","Code","Vital Signs Result"
"8e92c778-9fb1-45fd-8e88-8d8141bb1d9e","http://www.cdisc.org","C49668","Code_290","2023-09-29","Code","Centimeter"
"be0360eb-b460-4bdf-8a04-883773d720dc","http://www.cdisc.org","C48500","Code_291","2023-09-29","Code","Inch"
"efe54d8d-76a6-4ab7-a71f-10fc1cda4293","http://www.cdisc.org","C28251","Code_292","2023-09-29","Code","Millimeter"
"486b5179-00f7-4cf4-a185-5fa29ec69069","http://www.cdisc.org","C41139","Code_293","2023-09-29","Code","Meter"
"b0f0c763-2e8a-49a6-8b02-e5805008b6ce","NCI Thesaurus","C168688","Code_294","","Code","Unit of Height"
"d33c4357-baf7-4f02-bcab-b5261f68b4dd","NCI Thesaurus","C164634","Code_288","","Code","Body Height"
"f421af2e-c4ee-4f65-a8f8-4b4615e4d065","NCI Thesaurus","C36292","Code_296","","Code","Laboratory Test Result"
"3b46145f-27f5-4102-96d5-be6c8366e839","NCI Thesaurus","C83309","Code_297","","Code","Laboratory Test Fasting Status"
"1c9ca02a-eaf0-41ff-8c88-c6cae68b909d","NCI Thesaurus","C67365","Code_298","","Code","Unit of Catalytic Activity Concentration"
"2e870511-22a7-4c9f-8f6d-3cfd3bf694f1","NCI Thesaurus","C70713","Code_299","","Code","Biospecimen Type"
"8fd45124-7982-450d-b350-e301fac003b6","NCI Thesaurus","C64433","Code_295","","Code","Alanine Aminotransferase Measurement"
"2eee70b6-d266-4eeb-97fb-730edbf762ce","NCI Thesaurus","C36292","Code_301","","Code","Laboratory Test Result"
"c9cdf49c-851f-4a50-9e0e-56648784dd6b","NCI Thesaurus","C83309","Code_302","","Code","Laboratory Test Fasting Status"
"b5e1d01a-85ab-4c96-8084-79200afa8eab","NCI Thesaurus","C48207","Code_303","","Code","Unit of Concentration"
"2f14ad1b-f341-43c5-8820-082b70f0b3a2","NCI Thesaurus","C70713","Code_304","","Code","Biospecimen Type"
"a5521f07-4ab7-4d61-b16c-eea1cdbc2ab1","NCI Thesaurus","C64431","Code_300","","Code","Albumin Measurement"
"fa22e96d-9078-4b06-9f54-7d68ae409d94","NCI Thesaurus","C36292","Code_306","","Code","Laboratory Test Result"
"7169013b-5aef-429c-90a8-92949dd64ae0","NCI Thesaurus","C83309","Code_307","","Code","Laboratory Test Fasting Status"
"cfbdd9f0-dabe-4189-847d-8e8d0e04eb53","NCI Thesaurus","C67365","Code_308","","Code","Unit of Catalytic Activity Concentration"
"2fdeb035-a03b-4167-a308-af6418d7ef57","NCI Thesaurus","C70713","Code_309","","Code","Biospecimen Type"
"1d647ba6-c0d2-4e2e-bc1b-1dab5a641163","NCI Thesaurus","C64432","Code_305","","Code","Alkaline Phosphatase Measurement"
"4c71a4e2-03fe-49fd-a44e-861968f55e5a","NCI Thesaurus","C36292","Code_311","","Code","Laboratory Test Result"
"67a07b4a-07d5-4d0f-bd98-a69a3a380ca0","NCI Thesaurus","C83309","Code_312","","Code","Laboratory Test Fasting Status"
"002b81a3-2a75-497b-998d-30678258370e","NCI Thesaurus","C67365","Code_313","","Code","Unit of Catalytic Activity Concentration"
"767a109d-af60-4f49-b087-b335d0e4ddd5","NCI Thesaurus","C70713","Code_314","","Code","Biospecimen Type"
"f3f90e5d-282d-4e3c-aa3f-e49beb94810b","NCI Thesaurus","C64467","Code_310","","Code","Aspartate Aminotransferase Measurement"
"518178ad-2902-477e-8eb4-097dd95272ac","NCI Thesaurus","C36292","Code_316","","Code","Laboratory Test Result"
"f824672f-64a2-4093-ad5e-0e48f48d1022","NCI Thesaurus","C83309","Code_317","","Code","Laboratory Test Fasting Status"
"cf04bd80-87da-40f6-a5f2-461c578ca57f","NCI Thesaurus","C48207","Code_318","","Code","Unit of Concentration"
"47ed31be-3a4a-40f4-b49d-9a2ce2811259","NCI Thesaurus","C70713","Code_319","","Code","Biospecimen Type"
"803376b1-d8bc-4052-9587-7714e639ffdb","NCI Thesaurus","C64547","Code_315","","Code","Creatinine Measurement"
"148b00e4-b72f-4f61-8d92-2e1a9bc92304","NCI Thesaurus","C36292","Code_321","","Code","Laboratory Test Result"
"774b44a0-f1cf-49e5-9a28-d545f4af48fd","NCI Thesaurus","C83309","Code_322","","Code","Laboratory Test Fasting Status"
"b110454a-b1bd-4672-865e-f3b7f4b70b23","NCI Thesaurus","C64567","Code_323","","Code","Molarity Unit"
"65262c90-488f-473c-8edb-bd796ec24c06","NCI Thesaurus","C70713","Code_324","","Code","Biospecimen Type"
"a54a33a0-5f10-46f4-81e2-ca05f1d47de0","NCI Thesaurus","C64853","Code_320","","Code","Potassium Measurement"
"40eb567c-78fe-4b77-924c-e464432db58f","NCI Thesaurus","C36292","Code_326","","Code","Laboratory Test Result"
"55124f00-82bc-4a2e-a388-658285082d1c","NCI Thesaurus","C83309","Code_327","","Code","Laboratory Test Fasting Status"
"8fdaca30-e864-468b-86b6-cc77d5a6f9a4","NCI Thesaurus","C64567","Code_328","","Code","Molarity Unit"
"0faccab5-f102-4b58-b71a-ea03c0e16425","NCI Thesaurus","C70713","Code_329","","Code","Biospecimen Type"
"ebf8e71b-7911-47fd-87ea-fb617761238d","NCI Thesaurus","C64809","Code_325","","Code","Sodium Measurement"
"33c47f68-3eee-43c2-b2ff-37316ade7338","NCI Thesaurus","C78541","Code_145","","Code","Adverse Event Verbatim Description"
"bb4ad313-6e36-451a-a85f-b692609b2669","NCI Thesaurus","C83344","Code_146","","Code","Adverse Event Dictionary Derived Term"
"fef863e9-a6eb-4bb3-999e-4812ce19f05f","NCI Thesaurus","C83198","Code_147","","Code","Adverse Event Category"
"0a3944a6-46fe-4303-8d01-94f9dd045d26","NCI Thesaurus","C83212","Code_148","","Code","Adverse Event Subcategory"
"30bd2ad2-c491-436b-9db0-0ae5afc27ca5","NCI Thesaurus","C87840","Code_149","","Code","Adverse Event Pre-specified"
"2b1039b3-5877-4816-9ca8-7b702a859fa2","NCI Thesaurus","C53253","Code_150","","Code","Severity of Adverse Event"
"4129500a-7dad-467e-a256-f308fd27074b","NCI Thesaurus","C78605","Code_151","","Code","Adverse Event Toxicity Grade"
"8b772bb0-d85e-45ed-b0dd-a78345ad3db9","NCI Thesaurus","C53252","Code_152","","Code","Seriousness of Adverse Event"
"cd141a33-9aef-45c8-aecc-4e3b62761351","NCI Thesaurus","C83013","Code_153","","Code","Adverse Event Action Taken with Study Treatment"
"0bd51b68-ce05-40ec-b5f3-406f72b3304a","NCI Thesaurus","C41358","Code_154","","Code","Adverse Event Attribution to Product or Procedure"
"aecdeea3-d2cd-4297-b1f3-2a862bd23966","http://www.cdisc.org","C71325","Code_155","2023-09-29","Code","Intermittent"
"4e7070b0-423e-447c-a8aa-f8e7148debe7","NCI Thesaurus","C83208","Code_156","","Code","Adverse Event Pattern"
"8ef90ade-e775-422a-8ebf-11dff7b691f5","NCI Thesaurus","C49489","Code_157","","Code","Adverse Event Outcome"
"dcb92971-ef2a-42fb-8f2a-459c42d1f711","NCI Thesaurus","C83215","Code_158","","Code","Adverse Event Start Date Time"
"685b73af-cd6a-4073-bfcb-df33937d308c","NCI Thesaurus","C83201","Code_159","","Code","Adverse Event End Date Time"
"c88fcf06-0d6a-40cc-b8ba-795ccb2135b3","NCI Thesaurus","C41331","Code_144","","Code","Adverse Event"
"f079463e-307c-4459-85a2-ec4fe16deaf3","NCI Thesaurus","C173522","Code_161","","Code","Vital Signs Result"
"d7bc925a-6de3-4e8a-a100-522b0c7c20c0","http://www.cdisc.org","C42547","Code_162","2023-09-29","Code","Pascal"
"dda33ff7-14bd-4f36-8fe8-c20821b45696","NCI Thesaurus","C49669","Code_163","","Code","Unit of Pressure"
"1268a759-8424-43cf-b29d-b9d97957ec0e","NCI Thesaurus","C83088","Code_164","","Code","Vital Signs Location"
"3e05e22c-0cfd-49fd-98d1-faf749e0127f","NCI Thesaurus","C123975","Code_165","","Code","Vital Signs Laterality"
"884245d9-1fd5-4ef9-9070-7a7d74763539","NCI Thesaurus","C82535","Code_166","","Code","Test Method"
"c1a92281-4257-4a06-8d3b-eb9ffa475f6c","NCI Thesaurus","C83114","Code_167","","Code","Vital Signs Position"
"b49d682f-7f85-4e11-8ea5-ff5d0c13f339","NCI Thesaurus","C25298","Code_160","","Code","Systolic Blood Pressure"
"2f8a9e89-b388-4953-8818-7d6266f77ab9","NCI Thesaurus","C173522","Code_169","","Code","Vital Signs Result"
"461d0f53-4d3e-4685-b37b-26ffc0b0eb6b","http://www.cdisc.org","C42547","Code_170","2023-09-29","Code","Pascal"
"38d84446-0759-4204-935e-d7f947cfdbf4","NCI Thesaurus","C49669","Code_171","","Code","Unit of Pressure"
"507ccc81-53b9-4eea-a5e2-5c40babdca08","NCI Thesaurus","C83088","Code_172","","Code","Vital Signs Location"
"48cb22f6-be50-425f-a43e-3d26e6558ea3","NCI Thesaurus","C123975","Code_173","","Code","Vital Signs Laterality"
"e2e8927d-418e-4c12-98a1-9ea9c83c634d","NCI Thesaurus","C82535","Code_174","","Code","Test Method"
"7244ca3f-19c9-48e2-82d7-e4b549cb901b","NCI Thesaurus","C83114","Code_175","","Code","Vital Signs Position"
"fe478211-91c7-4a29-8f7b-b2e0badf95b7","NCI Thesaurus","C25299","Code_168","","Code","Diastolic Blood Pressure"
"516a6bde-0605-4f46-a64e-93713967ed96","NCI Thesaurus","C173522","Code_177","","Code","Vital Signs Result"
"6fa72081-8712-4e24-83f6-b575728ba4db","http://www.cdisc.org","C42537","Code_178","2023-09-29","Code","Kelvin"
"4f244dfe-3107-4ba7-b317-5b3d188647d3","NCI Thesaurus","C44276","Code_179","","Code","Unit of Temperature"
"1b9bd781-7a85-4ec8-8716-875e9e80281f","NCI Thesaurus","C83088","Code_180","","Code","Vital Signs Location"
"7031d274-66df-47a0-b58b-5d7edcd9f282","NCI Thesaurus","C174446","Code_176","","Code","Body Temperature"
"1d05f753-e101-4540-bd98-8ec3c08cf429","NCI Thesaurus","C173522","Code_182","","Code","Vital Signs Result"
"e0119da3-3188-4b39-9e6d-157a30468f4b","http://www.cdisc.org","C28252","Code_183","2023-09-29","Code","Kilogram"
"b39a25d6-1556-4a66-a3e5-5bdc695f8fde","http://www.cdisc.org","C48155","Code_184","2023-09-29","Code","Gram"
"2aba5a1d-5700-4ace-bc1e-3c284a576202","http://www.cdisc.org","C48531","Code_185","2023-09-29","Code","Pound"
"1cbfdff6-367a-42f5-94a1-8140721e5101","NCI Thesaurus","C48208","Code_186","","Code","Unit of Weight"
"c98aea5b-bc5c-4fe0-952e-0ec3f1580fae","NCI Thesaurus","C81328","Code_181","","Code","Body Weight"
"bdaf8ea5-f1d0-4bb1-a33a-8484cd2bf519","NCI Thesaurus","C173522","Code_188","","Code","Vital Signs Result"
"b95b741a-194e-4ff7-8bde-ceec5f8874c9","http://www.cdisc.org","C49668","Code_189","2023-09-29","Code","Centimeter"
"3eb84ab7-78b0-4119-b040-4d72cac442af","http://www.cdisc.org","C48500","Code_190","2023-09-29","Code","Inch"
"06cef9e2-d365-4556-aa80-5daadb2e4149","http://www.cdisc.org","C28251","Code_191","2023-09-29","Code","Millimeter"
"7a20c324-39d3-4583-9d06-3ea7f41df8a7","http://www.cdisc.org","C41139","Code_192","2023-09-29","Code","Meter"
"033d72a3-3768-4b79-b5cf-da2a3ddf7eb9","NCI Thesaurus","C168688","Code_193","","Code","Unit of Height"
"a1abc266-ba76-40e6-b13b-8bc22f30e6a5","NCI Thesaurus","C164634","Code_187","","Code","Body Height"
"f3650221-bb9e-4c50-9ad1-0f9a0a3bc055","NCI Thesaurus","C36292","Code_195","","Code","Laboratory Test Result"
"b5d63e63-f516-4ba5-82b5-c5cef42f8e63","NCI Thesaurus","C83309","Code_196","","Code","Laboratory Test Fasting Status"
"0ffab6c2-ee52-4c28-a878-a7ac03522146","NCI Thesaurus","C67365","Code_197","","Code","Unit of Catalytic Activity Concentration"
"0aa248b4-1eaf-4ad3-8be5-e9906d1a27e3","NCI Thesaurus","C70713","Code_198","","Code","Biospecimen Type"
"ddae6097-5119-4148-a1b0-4f5fbf9edb1f","NCI Thesaurus","C64433","Code_194","","Code","Alanine Aminotransferase Measurement"
"f8a5be1f-9c92-45fd-970b-9308341d90d9","NCI Thesaurus","C36292","Code_200","","Code","Laboratory Test Result"
"e7a2d0d8-30bc-4ec4-af63-3a75b72b9709","NCI Thesaurus","C83309","Code_201","","Code","Laboratory Test Fasting Status"
"6f9faf16-b3ab-4cfb-9863-ee451fad7bd9","NCI Thesaurus","C48207","Code_202","","Code","Unit of Concentration"
"d32a2cef-544a-46e7-8308-723f10e36251","NCI Thesaurus","C70713","Code_203","","Code","Biospecimen Type"
"19afef47-849b-4f9e-885c-8dadbb6c4023","NCI Thesaurus","C64431","Code_199","","Code","Albumin Measurement"
"56a80dfc-0532-487d-b0a3-46f98fcf72a4","NCI Thesaurus","C36292","Code_205","","Code","Laboratory Test Result"
"28cce6da-f739-421c-8233-4abef3ee08c5","NCI Thesaurus","C83309","Code_206","","Code","Laboratory Test Fasting Status"
"1cce19de-5207-4fe7-bd99-fb9424459db7","NCI Thesaurus","C67365","Code_207","","Code","Unit of Catalytic Activity Concentration"
"2370c012-5085-4454-a0bf-f734f3cd9b57","NCI Thesaurus","C70713","Code_208","","Code","Biospecimen Type"
"8eb518bf-6a34-494b-862d-7a0fa55fb23b","NCI Thesaurus","C64432","Code_204","","Code","Alkaline Phosphatase Measurement"
"955bc702-10cc-4457-993c-0888ee7bba25","NCI Thesaurus","C36292","Code_210","","Code","Laboratory Test Result"
"96689cc3-816a-4f38-8bd6-69f4ec730b7a","NCI Thesaurus","C83309","Code_211","","Code","Laboratory Test Fasting Status"
"3b063dfc-4179-4426-a432-9cee0d604011","NCI Thesaurus","C67365","Code_212","","Code","Unit of Catalytic Activity Concentration"
"ce86f5df-d826-4090-b013-42cb0f63eafb","NCI Thesaurus","C70713","Code_213","","Code","Biospecimen Type"
"577e025a-899b-4c53-af6a-7dbf55dfdce3","NCI Thesaurus","C64467","Code_209","","Code","Aspartate Aminotransferase Measurement"
"d9dbe24d-ac22-4790-a60c-d8682e0baaec","NCI Thesaurus","C36292","Code_215","","Code","Laboratory Test Result"
"d08545d6-5de2-4d60-a481-6ebe8a89c6c2","NCI Thesaurus","C83309","Code_216","","Code","Laboratory Test Fasting Status"
"b6fb8885-1c56-4cb9-979e-049c7076502f","NCI Thesaurus","C48207","Code_217","","Code","Unit of Concentration"
"943bc18b-ed2c-400d-9dc0-dbd2f818e963","NCI Thesaurus","C70713","Code_218","","Code","Biospecimen Type"
"30a5fb33-6400-4877-aed1-8759cbb62e3e","NCI Thesaurus","C64547","Code_214","","Code","Creatinine Measurement"
"691d6908-7ad9-4362-9141-2be2e2305df9","NCI Thesaurus","C36292","Code_220","","Code","Laboratory Test Result"
"3029d4b4-d81f-4acc-8a12-0906a035fa17","NCI Thesaurus","C83309","Code_221","","Code","Laboratory Test Fasting Status"
"38940010-157d-403b-b4be-84dd43b79280","NCI Thesaurus","C64567","Code_222","","Code","Molarity Unit"
"2e4e4799-d8e0-45a4-b858-35b45c91a657","NCI Thesaurus","C70713","Code_223","","Code","Biospecimen Type"
"1b1e8107-859a-47ec-bd2c-7ecdb7e997b8","NCI Thesaurus","C64853","Code_219","","Code","Potassium Measurement"
"c30f35bb-2ae1-4644-a308-699a7e16c43e","NCI Thesaurus","C36292","Code_225","","Code","Laboratory Test Result"
"3cec42f7-98fb-49ea-947b-28952e85d64e","NCI Thesaurus","C83309","Code_226","","Code","Laboratory Test Fasting Status"
"ede6fc5b-9379-48d4-88a6-69ee429901a5","NCI Thesaurus","C64567","Code_227","","Code","Molarity Unit"
"4192b89f-74fc-4e78-ae77-f5cf4d96f353","NCI Thesaurus","C70713","Code_228","","Code","Biospecimen Type"
"3a709e72-d1a5-4261-ba09-89f70d2f2395","NCI Thesaurus","C64809","Code_224","","Code","Sodium Measurement"
"034f6638-0285-4cda-a961-f2f4acb96a8a","NCI Thesaurus","C173522","Code_230","","Code","Vital Signs Result"
"bb087b0f-88cd-4e9d-9355-a80fa4fa568c","http://www.cdisc.org","C42547","Code_231","2023-09-29","Code","Pascal"
"b442da19-d9f5-47e0-9125-0cb3d55e86b5","NCI Thesaurus","C49669","Code_232","","Code","Unit of Pressure"
"9b77f963-1ce8-4285-b555-36eff4ac8669","NCI Thesaurus","C83088","Code_233","","Code","Vital Signs Location"
"facdecb8-136d-47e5-aab2-adf537b3b098","NCI Thesaurus","C123975","Code_234","","Code","Vital Signs Laterality"
"1755aa3d-18c6-4e80-84a9-cd50a8ea0215","NCI Thesaurus","C82535","Code_235","","Code","Test Method"
"95d62780-8853-4ad3-832c-cfc48523e7d4","NCI Thesaurus","C83114","Code_236","","Code","Vital Signs Position"
"08f43321-e3be-470b-8191-f400774c3923","NCI Thesaurus","C25298","Code_229","","Code","Systolic Blood Pressure"
"6f6ecd96-86f9-424a-befa-580136190a82","NCI Thesaurus","C173522","Code_238","","Code","Vital Signs Result"
"8b106c37-cc04-4829-8983-a50e6e3c9cb6","http://www.cdisc.org","C42547","Code_239","2023-09-29","Code","Pascal"
"0fd8077e-3d7f-4bf3-81f6-26035782673d","NCI Thesaurus","C49669","Code_240","","Code","Unit of Pressure"
"9daa0672-a4fb-4c7d-80cd-b5fe5772dd9b","NCI Thesaurus","C83088","Code_241","","Code","Vital Signs Location"
"3d6d25e7-609b-4f80-9f27-156fc4d34c40","NCI Thesaurus","C123975","Code_242","","Code","Vital Signs Laterality"
"57ea04b8-e8a5-4d49-be72-afc7e6a82c3b","NCI Thesaurus","C82535","Code_243","","Code","Test Method"
"bfd55c4d-ee8b-4aac-b52a-239d85604420","NCI Thesaurus","C83114","Code_244","","Code","Vital Signs Position"
"8b01f83a-a2ff-440a-8dc9-5a349889e7d8","NCI Thesaurus","C25299","Code_237","","Code","Diastolic Blood Pressure"
"296964b0-5570-45a1-bd22-aed3e3023db6","NCI Thesaurus","C173522","Code_246","","Code","Vital Signs Result"
"19764748-2ed1-4f38-bce8-7c5c0b823827","http://www.cdisc.org","C49673","Code_247","2023-09-29","Code","Beats per Minute"
