"uuid:ID","datatype","name","id","isRequired","isEnabled","instanceType","label"
"52f88b60-a2ba-4aca-a6bf-18810e93f1e3","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"01b267d7-7cb4-4f0c-be7b-40c15ac0348a","string","Unit of Concentration","BiomedicalConceptProperty_52","True","True","BiomedicalConceptProperty","Unit of Concentration"
"745d9aeb-de30-4d9e-a6e9-944b80f2cd2a","string","Biospecimen Type","BiomedicalConceptProperty_53","True","True","BiomedicalConceptProperty","Biospecimen Type"
"a67165a7-b93a-48f0-979f-abbd0322c418","decimal","Laboratory Test Result","BiomedicalConceptProperty_54","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"54c590b4-c9e3-4ece-98fd-54d07165c862","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"bfcdd582-746e-45f3-b10b-de82c9f3f099","string","Molarity Unit","BiomedicalConceptProperty_56","True","True","BiomedicalConceptProperty","Molarity Unit"
"17260929-eecb-43ed-b4db-1d9c4187e926","string","Biospecimen Type","BiomedicalConceptProperty_57","True","True","BiomedicalConceptProperty","Biospecimen Type"
"76e29398-9d88-4092-ad20-8a34f05f868e","decimal","Laboratory Test Result","BiomedicalConceptProperty_58","True","True","BiomedicalConceptProperty","Laboratory Test Result"
"c544c9d8-12ff-4335-9d3b-ee5b70bf7bdf","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","True","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"03f631c6-3ade-4944-9c13-69128cff70de","string","Molarity Unit","BiomedicalConceptProperty_60","True","True","BiomedicalConceptProperty","Molarity Unit"
"0f59ca03-ddba-4b30-a866-d20e3086cefd","string","Biospecimen Type","BiomedicalConceptProperty_61","True","True","BiomedicalConceptProperty","Biospecimen Type"
"b89b5701-2c7e-48ad-a654-947100a9edf6","decimal","Vital Signs Result","BiomedicalConceptProperty_62","True","True","BiomedicalConceptProperty","Vital Signs Result"
"6049e569-40a9-47ef-8bd1-708b910f57a6","string","Unit of Pressure","BiomedicalConceptProperty_63","True","True","BiomedicalConceptProperty","Unit of Pressure"
"0f995ea4-03ff-44f9-a162-618e3dcd3b01","string","Vital Signs Location","BiomedicalConceptProperty_64","True","True","BiomedicalConceptProperty","Vital Signs Location"
"2b7f457f-1328-4da6-a78f-5d1aa1c9a0bb","string","Vital Signs Laterality","BiomedicalConceptProperty_65","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"df7abea4-e60d-4617-8872-125b991a3a52","string","Test Method","BiomedicalConceptProperty_66","True","True","BiomedicalConceptProperty","Test Method"
"58ae4a57-88c6-43dc-bdea-9d1921f7e841","string","Vital Signs Position","BiomedicalConceptProperty_67","True","True","BiomedicalConceptProperty","Vital Signs Position"
"cf653c19-7f3e-4986-b412-ede918aebb90","decimal","Vital Signs Result","BiomedicalConceptProperty_68","True","True","BiomedicalConceptProperty","Vital Signs Result"
"4e33989d-5569-4cdc-9d5c-bfb8a1463cf4","string","Unit of Pressure","BiomedicalConceptProperty_69","True","True","BiomedicalConceptProperty","Unit of Pressure"
"fbaf46a9-131f-4b3a-a24e-68d779f6f78a","string","Vital Signs Location","BiomedicalConceptProperty_70","True","True","BiomedicalConceptProperty","Vital Signs Location"
"99a6d98d-2cda-497c-8e53-785f54fff634","string","Vital Signs Laterality","BiomedicalConceptProperty_71","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"e368fa2f-d585-4314-9409-62b32b25c123","string","Test Method","BiomedicalConceptProperty_72","True","True","BiomedicalConceptProperty","Test Method"
"d5418a92-43c5-4d80-9b9b-060e61084eec","string","Vital Signs Position","BiomedicalConceptProperty_73","True","True","BiomedicalConceptProperty","Vital Signs Position"
"55dd1df1-3780-4b21-a66f-6bbdb82d427b","integer","Vital Signs Result","BiomedicalConceptProperty_74","True","True","BiomedicalConceptProperty","Vital Signs Result"
"95cda7b1-bbd4-4428-bd8b-7bd58b2fc5d8","string","Count per Minute","BiomedicalConceptProperty_75","True","True","BiomedicalConceptProperty","Count per Minute"
"823beed1-40a7-4901-a371-048c8b9c0880","string","Vital Signs Location","BiomedicalConceptProperty_76","True","True","BiomedicalConceptProperty","Vital Signs Location"
"2332beb2-efaf-467f-a706-f88861fc4bff","string","Vital Signs Laterality","BiomedicalConceptProperty_77","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"795e5cc3-02bd-4fbd-8e51-fa86a8f43239","string","Test Method","BiomedicalConceptProperty_78","True","True","BiomedicalConceptProperty","Test Method"
"98cb1edd-8523-49b3-960e-ea36488a5a0a","string","Vital Signs Position","BiomedicalConceptProperty_79","True","True","BiomedicalConceptProperty","Vital Signs Position"
"e6cb5257-dc03-4ad4-b498-2bbdf70194f1","decimal","Vital Signs Result","BiomedicalConceptProperty_80","True","True","BiomedicalConceptProperty","Vital Signs Result"
"264cf8fb-8c2c-4661-ae30-b467409a6455","string","Unit of Pressure","BiomedicalConceptProperty_81","True","True","BiomedicalConceptProperty","Unit of Pressure"
"0de822d8-e44e-4439-8fe9-d2bf7e196908","string","Vital Signs Location","BiomedicalConceptProperty_82","True","True","BiomedicalConceptProperty","Vital Signs Location"
"da519c3d-6437-458b-9a48-0c4af2b8c070","string","Vital Signs Laterality","BiomedicalConceptProperty_83","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"6541fda0-f562-4270-9680-e6f0e967257d","string","Test Method","BiomedicalConceptProperty_84","True","True","BiomedicalConceptProperty","Test Method"
"ccf2d801-bc8d-453e-ad6c-0bbae8e3a93e","string","Vital Signs Position","BiomedicalConceptProperty_85","True","True","BiomedicalConceptProperty","Vital Signs Position"
"44d76f47-5a75-4bf7-acd1-7a89b9070640","decimal","Vital Signs Result","BiomedicalConceptProperty_86","True","True","BiomedicalConceptProperty","Vital Signs Result"
"0687be85-ea48-4eed-b6b4-d834b7461ac3","string","Unit of Pressure","BiomedicalConceptProperty_87","True","True","BiomedicalConceptProperty","Unit of Pressure"
"2e3294d3-a9c9-465f-8c76-cde0ad0dbbf1","string","Vital Signs Location","BiomedicalConceptProperty_88","True","True","BiomedicalConceptProperty","Vital Signs Location"
"b00ae32b-a636-48ba-a17a-02df8bef6e80","string","Vital Signs Laterality","BiomedicalConceptProperty_89","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"2ca98753-731f-44dc-8a54-0a62ea221288","string","Test Method","BiomedicalConceptProperty_90","True","True","BiomedicalConceptProperty","Test Method"
"8fec1af2-1cdb-470e-8144-5bcd15963e29","string","Vital Signs Position","BiomedicalConceptProperty_91","True","True","BiomedicalConceptProperty","Vital Signs Position"
"d70ee2e4-cab1-4b2c-ac3c-43cb1be95898","integer","Vital Signs Result","BiomedicalConceptProperty_92","True","True","BiomedicalConceptProperty","Vital Signs Result"
"efc05411-84b2-47d7-9518-187237616067","string","Count per Minute","BiomedicalConceptProperty_93","True","True","BiomedicalConceptProperty","Count per Minute"
"198fd4b1-92d9-4f79-970e-7e965fcdab94","string","Vital Signs Location","BiomedicalConceptProperty_94","True","True","BiomedicalConceptProperty","Vital Signs Location"
"e1619cd8-bcdf-4cbe-be63-fab71d943c2c","string","Vital Signs Laterality","BiomedicalConceptProperty_95","True","True","BiomedicalConceptProperty","Vital Signs Laterality"
"5b6f558a-ffca-47fc-8e84-787355baa492","string","Test Method","BiomedicalConceptProperty_96","True","True","BiomedicalConceptProperty","Test Method"
"fb058f74-a58b-4b9f-b1cd-b06e07ca2f7c","string","Vital Signs Position","BiomedicalConceptProperty_97","True","True","BiomedicalConceptProperty","Vital Signs Position"
