"uuid:ID","name","id","sectionNumber","text","instanceType","sectionTitle"
"8cc74919-2c09-451a-9e35-d46e1702807f","SECTION 4.2","NarrativeContent_15","4.2","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","NarrativeContent","Rationale for Trial Design"
"2924007f-4922-4bb8-8b27-f856331f15c1","SECTION 4.2.1","NarrativeContent_16","4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","NarrativeContent","Rationale for Comparator"
"c7c8eb51-bcbf-4393-8cfa-a5fc63d6316e","SECTION 4.2.2","NarrativeContent_17","4.2.2","<div></div>","NarrativeContent","Rationale for Adaptive or Novel Trial Design"
"22d065b7-1c90-48a3-8044-ef984c943c93","SECTION 4.2.3","NarrativeContent_18","4.2.3","<div></div>","NarrativeContent","Other Trial Design Considerations"
"41901bcf-6e44-4b56-babc-63ddcf5f7edf","SECTION 4.3","NarrativeContent_19","4.3","<div></div>","NarrativeContent","Access to Trial Intervention After End of Trial"
"a75df504-7591-442b-b24d-a379745a4a9c","SECTION 4.4","NarrativeContent_20","4.4","<div></div>","NarrativeContent","Start of Trial and End of Trial"
"ac9236cc-4691-4b6b-8f64-7c61e8fb5a7a","SECTION 5","NarrativeContent_21","5","<div></div>","NarrativeContent","TRIAL POPULATION"
"84dd4c78-6f88-4129-ae7c-e08dbeda8a47","SECTION 5.1","NarrativeContent_22","5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent","Selection of Trial Population"
"fcd18ffe-e0bb-439e-88ba-0eef4a333757","SECTION 5.2","NarrativeContent_23","5.2","<div></div>","NarrativeContent","Rationale for Trial Population"
"8e8f38b4-baf5-485f-9d23-72c06262faca","SECTION 5.3","NarrativeContent_24","5.3","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent","Inclusion Criteria"
"4ce4ab34-faab-4004-9e04-8f45520a4e5b","SECTION 5.4","NarrativeContent_25","5.4","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent","Exclusion Criteria"
"19219426-0e31-429b-9e6e-add82bdde75c","SECTION 5.5","NarrativeContent_26","5.5","<div></div>","NarrativeContent","Lifestyle Considerations"
"ae88168a-0de8-41ed-b1ab-fcb4630cff2d","SECTION 5.5.1","NarrativeContent_27","5.5.1","<div></div>","NarrativeContent","Meals and Dietary Restrictions"
"a5c5ef44-c069-48af-9060-5e6b79d13148","SECTION 5.5.2","NarrativeContent_28","5.5.2","<div><p>Not applicable</p></div>","NarrativeContent","Caffeine, Alcohol, Tobacco, and Other Habits"
"878ad82a-6882-442e-b7e0-dbac8736f466","SECTION 5.5.3","NarrativeContent_29","5.5.3","<div></div>","NarrativeContent","Physical Activity"
"4828cbba-f2dc-451e-9da5-99f1a6110ab3","SECTION 5.5.4","NarrativeContent_30","5.5.4","<div></div>","NarrativeContent","Other Activity"
"b6d42e99-db95-48f1-9ed4-7b6dbafbf5a7","SECTION 5.6","NarrativeContent_31","5.6","<div></div>","NarrativeContent","Screen Failures"
"fd29d736-cb2b-4f7d-8340-ac1329b2d9b4","SECTION 6","NarrativeContent_32","6","<div></div>","NarrativeContent","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"7d0d4606-eb89-4987-91c8-044ca8f373b6","SECTION 6.1","NarrativeContent_33","6.1","<div></div>","NarrativeContent","Description of Trial Intervention"
"ec5ae243-c974-4f82-a9f7-a8fdd2446b27","SECTION 6.2","NarrativeContent_34","6.2","<div></div>","NarrativeContent","Rationale for Trial Intervention"
"7d29cfcd-b2d5-4884-8aed-02cc416ab1f5","SECTION 6.3","NarrativeContent_35","6.3","<div></div>","NarrativeContent","Dosing and Administration"
"6a3f1d8e-98e0-4e87-82f1-6936bdb7f128","SECTION 6.3.1","NarrativeContent_36","6.3.1","<div></div>","NarrativeContent","Trial Intervention Dose Modification"
"81745dbb-3d4e-4288-8b6a-d182d7b152dd","SECTION 6.4","NarrativeContent_37","6.4","<div></div>","NarrativeContent","Treatment of Overdose"
"5f279841-1c10-44ef-a3b0-974ebb0bdc3e","SECTION 6.5","NarrativeContent_38","6.5","<div></div>","NarrativeContent","Preparation, Handling, Storage and Accountability"
"22f7aa1f-9a5a-4c7f-9304-a9e27e2b6199","SECTION 6.5.1","NarrativeContent_39","6.5.1","<div></div>","NarrativeContent","Preparation of Trial Intervention"
"4f410a66-91a3-4064-a3f8-9cb2aefbe0f3","SECTION 6.5.2","NarrativeContent_40","6.5.2","<div></div>","NarrativeContent","Handling and Storage of Trial Intervention"
"acc321dc-c18e-4b59-8a92-db51dad66cff","SECTION 6.5.3","NarrativeContent_41","6.5.3","<div></div>","NarrativeContent","Accountability of Trial Intervention"
"c70d3f9b-a480-42b3-9020-a663e1a3228e","SECTION 6.6","NarrativeContent_42","6.6","<div></div>","NarrativeContent","Participant Assignment, Randomisation and Blinding"
"b8cbc669-f6a6-43dc-b88b-f136671a4e22","SECTION 6.6.1","NarrativeContent_43","6.6.1","<div></div>","NarrativeContent","Participant Assignment"
"a3f81494-b8c4-436e-aa65-f68f65ebeaac","SECTION 6.6.2","NarrativeContent_44","6.6.2","<div></div>","NarrativeContent","Randomisation"
"6e92c6ea-90f7-47f8-8baf-375624252dc7","SECTION 6.6.3","NarrativeContent_45","6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent","Blinding and Unblinding"
"68425880-41e1-4f86-a151-3a3b047de067","SECTION 6.7","NarrativeContent_46","6.7","<div></div>","NarrativeContent","Trial Intervention Compliance"
"79c1bd12-9e7d-4c8a-820f-e26163519249","SECTION 6.8","NarrativeContent_47","6.8","<div></div>","NarrativeContent","Concomitant Therapy"
"35dbad5f-a12a-4be8-927c-5331075c5b33","SECTION 6.8.1","NarrativeContent_48","6.8.1","<div></div>","NarrativeContent","Prohibited Concomitant Therapy"
"479afcef-b709-45ad-9f5a-b73c9e8989fa","SECTION 6.8.2","NarrativeContent_49","6.8.2","<div></div>","NarrativeContent","Permitted Concomitant Therapy"
"3025d06a-6a4a-4b4b-b2e8-bead55de66d3","SECTION 6.8.3","NarrativeContent_50","6.8.3","<div></div>","NarrativeContent","Rescue Therapy"
"252f1f70-ecf6-4e21-8438-d45c4b2dc6e6","SECTION 6.8.4","NarrativeContent_51","6.8.4","<div></div>","NarrativeContent","Other Therapy"
"0af9a3aa-e54d-4850-bc14-140ad63a84db","SECTION 7","NarrativeContent_52","7","<div></div>","NarrativeContent","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"8249782d-f37d-4a7b-81ba-32ff13b51221","SECTION 7.1","NarrativeContent_53","7.1","<div></div>","NarrativeContent","Discontinuation of Trial Intervention"
"7738777a-e8a6-4e7b-8735-01f68db6cc27","SECTION 7.1.1","NarrativeContent_54","7.1.1","<div></div>","NarrativeContent","Criteria for Permanent Discontinuation of Trial Intervention"
"ec4c32a0-cee0-424d-8abc-0d6410a5b224","SECTION 7.1.2","NarrativeContent_55","7.1.2","<div></div>","NarrativeContent","Temporary Discontinuation or Interruption of Trial Intervention"
"b48ee7be-017a-474e-aa40-9de5cf9c36b5","SECTION 7.1.3","NarrativeContent_56","7.1.3","<div></div>","NarrativeContent","Rechallenge"
"d6edc36b-e7ad-4821-a4b1-fbbe798f9928","SECTION 7.2","NarrativeContent_57","7.2","<div></div>","NarrativeContent","Participant Withdrawal from the Trial"
"92fbed61-b7c2-4ca7-9dc6-f3752da1b819","SECTION 7.3","NarrativeContent_58","7.3","<div></div>","NarrativeContent","Lost to Follow-Up"
"f3df73cf-040e-4212-9f37-9cded74fecd7","SECTION 7.4","NarrativeContent_59","7.4","<div></div>","NarrativeContent","Trial Stopping Rules"
"3eb8e1c7-c515-4cee-a718-466bdbf01664","SECTION 8","NarrativeContent_60","8","<div></div>","NarrativeContent","TRIAL ASSESSMENTS AND PROCEDURES"
"8fac6375-08e3-4f89-869a-405e957db823","SECTION 8.1","NarrativeContent_61","8.1","<div></div>","NarrativeContent","Screening/Baseline Assessments and Procedures"
"8bcffeba-efb6-4317-a63c-eafebd87a0ad","SECTION 8.2","NarrativeContent_62","8.2","<div></div>","NarrativeContent","Efficacy Assessments and Procedures"
"f5de825c-48b0-4e5d-bfac-38dc3b229e31","SECTION 8.3","NarrativeContent_63","8.3","<div></div>","NarrativeContent","Safety Assessments and Procedures"
"f4fa5ec6-eabd-43e2-8766-06529176b217","SECTION 8.3.1","NarrativeContent_64","8.3.1","<div></div>","NarrativeContent","Physical Examination"
"aefa9c49-db06-453f-885f-94de271c080b","SECTION 8.3.2","NarrativeContent_65","8.3.2","<div></div>","NarrativeContent","Vital Signs"
"c5ab7b79-e8b4-47e6-b0ef-dafe0d30016d","SECTION 8.3.3","NarrativeContent_66","8.3.3","<div></div>","NarrativeContent","Electrocardiograms"
"375979cd-4fdd-4a3e-b0e3-0b527a738d25","SECTION 8.3.4","NarrativeContent_67","8.3.4","<div></div>","NarrativeContent","Clinical Laboratory Assessments"
"46b30d1a-4a68-477f-9030-d34c4e084175","SECTION 8.3.5","NarrativeContent_68","8.3.5","<div></div>","NarrativeContent","Suicidal Ideation and Behaviour Risk Monitoring"
"d56583d3-c64b-4e69-ba8c-f49139c3da6d","SECTION 8.4","NarrativeContent_69","8.4","<div></div>","NarrativeContent","Adverse Events and Serious Adverse Events"
"86bac7cc-2fba-499a-96bb-25e8c9730990","SECTION 8.4.1","NarrativeContent_70","8.4.1","<div></div>","NarrativeContent","Definitions of AE and SAE"
"5c905cfe-690c-40e3-82c0-2f0df26fae2d","SECTION 8.4.2","NarrativeContent_71","8.4.2","<div></div>","NarrativeContent","Time Period and Frequency for Collecting AE and SAE Information"
"4172bbda-4e03-4447-ab1d-6533eca2cf0f","SECTION 8.4.3","NarrativeContent_72","8.4.3","<div></div>","NarrativeContent","Identifying AEs and SAEs"
"bafc1c5b-a8d0-47b8-9c98-b51da25d59f2","SECTION 8.4.4","NarrativeContent_73","8.4.4","<div></div>","NarrativeContent","Recording of AEs and SAEs"
"5c196ef0-a2d6-4799-baae-df368814a9f3","SECTION 8.4.5","NarrativeContent_74","8.4.5","<div></div>","NarrativeContent","Follow-up of AEs and SAEs"
"9d0fb791-9640-4bd4-bbde-025e2252c7f0","SECTION 8.4.6","NarrativeContent_75","8.4.6","<div></div>","NarrativeContent","Reporting of SAEs"
"551e071f-4c63-4300-9518-a779322e86a9","SECTION 8.4.7","NarrativeContent_76","8.4.7","<div></div>","NarrativeContent","Regulatory Reporting Requirements for SAEs"
"08e4b5b3-d67c-450d-813d-711e722b57a0","SECTION 8.4.8","NarrativeContent_77","8.4.8","<div></div>","NarrativeContent","Serious and Unexpected Adverse Reaction Reporting"
"2bbeaa97-57dd-4547-ac9b-b9bd01cfa1cc","SECTION 8.4.9","NarrativeContent_78","8.4.9","<div></div>","NarrativeContent","Adverse Events of Special Interest"
"562f0d69-bcf7-43c4-be55-1c2541d966e6","SECTION 8.4.10","NarrativeContent_79","8.4.10","<div></div>","NarrativeContent","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"3066f3fa-8c81-4554-9565-56d9b8afe803","SECTION 8.5","NarrativeContent_80","8.5","<div></div>","NarrativeContent","Pregnancy and Postpartum Information"
"1c083ad8-88e2-4c3c-9113-9e0735c9d089","SECTION 8.5.1","NarrativeContent_81","8.5.1","<div></div>","NarrativeContent","Participants Who Become Pregnant During the Trial"
"81408fb3-ee0d-48b1-811a-622b149e150e","SECTION 8.5.2","NarrativeContent_82","8.5.2","<div></div>","NarrativeContent","Participants Whose Partners Become Pregnant"
"edd944f4-622a-4d05-989c-05e7597be8ca","SECTION 8.6","NarrativeContent_83","8.6","<div></div>","NarrativeContent","Medical Device Product Complaints for Drug/Device Combination Products"
"137d0e3c-d2f5-417f-86b2-db8e011408a0","SECTION 8.6.1","NarrativeContent_84","8.6.1","<div></div>","NarrativeContent","Definition of Medical Device Product Complaints"
"bcddc180-c3c7-40e9-990b-9cd8e041ee49","SECTION 8.6.2","NarrativeContent_85","8.6.2","<div></div>","NarrativeContent","Recording of Medical Device Product Complaints"
"5a71a753-8dff-4e93-a72d-bcccd46cd35b","SECTION 8.6.3","NarrativeContent_86","8.6.3","<div></div>","NarrativeContent","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"d569865a-7404-46c8-8979-3e5e6a024deb","SECTION 8.6.4","NarrativeContent_87","8.6.4","<div></div>","NarrativeContent","Follow-Up of Medical Device Product Complaints"
"5698978e-4545-4c94-b2aa-0826a61bdc59","SECTION 8.6.5","NarrativeContent_88","8.6.5","<div></div>","NarrativeContent","Regulatory Reporting Requirements for Medical Device Product Complaints"
"d487843b-210e-4e90-be8d-9432dfb1307a","SECTION 8.7","NarrativeContent_89","8.7","<div></div>","NarrativeContent","Pharmacokinetics"
"b45a0fec-4058-4e3e-8d1d-c5cbbc0fc29a","SECTION 8.8","NarrativeContent_90","8.8","<div></div>","NarrativeContent","Genetics"
"e0071f8d-4c76-42a5-9c23-87154cab21ae","SECTION 8.9","NarrativeContent_91","8.9","<div></div>","NarrativeContent","Biomarkers"
"9ce4171b-d8fb-4958-8962-3c563dae6a34","SECTION 8.1","NarrativeContent_92","8.1","<div></div>","NarrativeContent","Immunogenicity Assessments"
"a77c2030-cc8a-4100-94d3-06bfb3e4da4c","SECTION 8.1.1","NarrativeContent_93","8.1.1","<div></div>","NarrativeContent","Medical Resource Utilisation and Health Economics"
"bfdf4b47-a099-4ea9-92a6-8464499b1eca","SECTION 9","NarrativeContent_94","9","<div></div>","NarrativeContent","STATISTICAL CONSIDERATIONS"
"b28746fe-024a-4264-b6aa-755e16ae82ae","SECTION 9.1","NarrativeContent_95","9.1","<div></div>","NarrativeContent","Analysis Sets"
"6cecefe7-a3c3-40a8-b15e-bbcbbb59db18","SECTION 9.2","NarrativeContent_96","9.2","<div></div>","NarrativeContent","Analyses Supporting Primary Objective(s)"
"0574675c-a109-4a0f-b25b-173c3c5dc591","SECTION 9.2.1","NarrativeContent_97","9.2.1","<div></div>","NarrativeContent","Statistical Model, Hypothesis, and Method of Analysis"
"aaab716a-d5ab-46d4-acf4-32765fb84d6b","SECTION 9.2.2","NarrativeContent_98","9.2.2","<div></div>","NarrativeContent","Handling of Intercurrent Events of Primary Estimand(s)"
"c6c0e098-666f-49bd-a7e3-dea6f9301a85","SECTION 9.2.3","NarrativeContent_99","9.2.3","<div></div>","NarrativeContent","Handling of Missing Data"
"ce4e702a-3982-4187-a4b5-bc5939d9837d","SECTION 9.2.4","NarrativeContent_100","9.2.4","<div></div>","NarrativeContent","Sensitivity Analysis"
"39e466cc-1806-48a8-8c7b-7c921e074d04","SECTION 9.2.5","NarrativeContent_101","9.2.5","<div></div>","NarrativeContent","Supplementary Analysis"
"bc2225b1-63b1-4091-a6f3-148524a9cc8e","SECTION 9.3","NarrativeContent_102","9.3","<div></div>","NarrativeContent","Analysis Supporting Secondary Objective(s)"
"1c59ae31-a361-4cef-aff3-40cbe83a6e63","SECTION 9.4","NarrativeContent_103","9.4","<div></div>","NarrativeContent","Analysis of Exploratory Objective(s)"
"9f254f80-c1d2-462a-9c08-b7ca9215d215","SECTION 9.5","NarrativeContent_104","9.5","<div></div>","NarrativeContent","Safety Analyses"
"058fd47a-cf89-4b3b-9a06-568f6f115819","SECTION 9.6","NarrativeContent_105","9.6","<div></div>","NarrativeContent","Other Analyses"
"5810de1c-a5fc-48fb-aa93-8e25f4b725a5","SECTION 9.7","NarrativeContent_106","9.7","<div></div>","NarrativeContent","Interim Analyses"
"62416248-ab22-40b4-b5c3-b6ed891eee68","SECTION 9.8","NarrativeContent_107","9.8","<div></div>","NarrativeContent","Sample Size Determination"
"c9795f8a-7741-47b0-ad1f-28feddc7baa7","SECTION 9.9","NarrativeContent_108","9.9","<div></div>","NarrativeContent","Protocol Deviations"
"8557786e-39f0-483d-b347-416358d81f4f","SECTION 10","NarrativeContent_109","10","<div></div>","NarrativeContent","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"ee2809eb-a915-4051-aed2-ec041ac1f09e","SECTION 10.1","NarrativeContent_110","10.1","<div></div>","NarrativeContent","Regulatory and Ethical Considerations"
"90053895-e4ec-49f9-aa88-5d22785b4c2c","SECTION 10.2","NarrativeContent_111","10.2","<div></div>","NarrativeContent","Committees"
"f3848017-60b9-4028-930a-2c1f61e30aec","SECTION 10.3","NarrativeContent_112","10.3","<div></div>","NarrativeContent","Informed Consent Process"
"d605906a-55dd-4d0c-850c-38a114ed792b","SECTION 10.4","NarrativeContent_113","10.4","<div></div>","NarrativeContent","Data Protection"
"e5b7c89c-1cb5-48af-97e3-141851720a22","SECTION 10.5","NarrativeContent_114","10.5","<div></div>","NarrativeContent","Early Site Closure or Trial Termination"
"ac825e37-bac4-4c38-92a7-589f9f2ca03d","SECTION 11","NarrativeContent_115","11","<div></div>","NarrativeContent","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"ba26667a-e10b-45f2-abf6-68fc65171e2b","SECTION 11.1","NarrativeContent_116","11.1","<div></div>","NarrativeContent","Quality Tolerance Limits"
"0300329c-7c4d-4766-9293-0a66b1a09418","SECTION 11.2","NarrativeContent_117","11.2","<div></div>","NarrativeContent","Data Quality Assurance"
"45ed6b48-e9f0-4c99-bd18-77a857ab5fd7","SECTION 11.3","NarrativeContent_118","11.3","<div></div>","NarrativeContent","Source Data"
"37c343e2-6ef9-40e1-aba1-26231b9b8f48","SECTION 12","NarrativeContent_119","12","<div></div>","NarrativeContent","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"6462f2b7-b7a6-4bdb-9114-35829cf6e046","SECTION 12.1","NarrativeContent_120","12.1","<div></div>","NarrativeContent","Further Details and Clarifications on the AE Definition"
"dec8578a-f375-4551-8b0f-810c8c18fa57","SECTION 12.2","NarrativeContent_121","12.2","<div></div>","NarrativeContent","Further Details and Clarifications on the SAE Definition"
"f9df3196-4235-4fe6-9e2d-7eb6f99ee0f9","SECTION 12.3","NarrativeContent_122","12.3","<div></div>","NarrativeContent","Severity"
"b9efe754-7a0a-46ba-a068-52b082880398","SECTION 12.4","NarrativeContent_123","12.4","<div></div>","NarrativeContent","Causality"
"2f9f37d7-77c1-4a76-a3f8-fe558d8486af","SECTION 13","NarrativeContent_124","13","<div></div>","NarrativeContent","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"461c32dd-fbd2-4204-b9f4-2abd07a38455","SECTION 13.1","NarrativeContent_125","13.1","<div></div>","NarrativeContent","Contraception and Pregnancy Testing"
"d16980eb-e8d2-4e76-90ec-728d41779df5","SECTION 13.1.1","NarrativeContent_126","13.1.1","<div></div>","NarrativeContent","Definitions Related to Childbearing Potential"
"f0858311-9df6-40a6-9b29-d8af50b607b5","SECTION 13.1.2","NarrativeContent_127","13.1.2","<div></div>","NarrativeContent","Contraception"
"3121d5a6-0941-4145-a5a7-3b01b45a66dd","SECTION 13.1.3","NarrativeContent_128","13.1.3","<div></div>","NarrativeContent","Pregnancy Testing"
"6aff4002-cfa6-468f-a553-35f1ac61be74","SECTION 13.2","NarrativeContent_129","13.2","<div></div>","NarrativeContent","Clinical Laboratory Tests"
"b4337817-1b81-4ddf-864e-010ec6d33ef9","SECTION 13.3","NarrativeContent_130","13.3","<div></div>","NarrativeContent","Country/Region-Specific Differences"
"3b061d3b-1ee6-4b70-9bd2-4567c1d736a4","SECTION 13.4","NarrativeContent_131","13.4","<div></div>","NarrativeContent","Prior Protocol Amendments"
"c8a07c18-e268-495d-b8fc-161d6cd397e7","SECTION 14","NarrativeContent_132","14","<div></div>","NarrativeContent","APPENDIX: GLOSSARY OF TERMS"
"1b55b3ee-d95a-4017-b55f-412c31701b7e","SECTION 15","NarrativeContent_133","15","<div></div>","NarrativeContent","APPENDIX: REFERENCES"
