"codeSystem","code","uuid:ID","decode","id","codeSystemVersion"
"http://www.cdisc.org","C51282","2c802970-79eb-412e-bb9a-d0d42934c951","Clinic","Code_85","2023-09-29"
"http://www.cdisc.org","C175574","94fb2490-fc1f-47c6-9d33-2611fd2042d4","In Person","Code_86","2023-09-29"
"http://www.cdisc.org","C25716","3792c7b8-81b9-4194-9662-50d8e2ab4dbb","Visit","Code_87","2023-09-29"
"http://www.cdisc.org","C51282","43287e2a-cf1b-4fb7-a11f-8192862b1806","Clinic","Code_88","2023-09-29"
"http://www.cdisc.org","C175574","69f5aa94-eca5-4bda-bd9d-9bdb40d5195b","In Person","Code_89","2023-09-29"
"http://www.cdisc.org","C25716","289abd6e-2557-48a6-81a5-e7ea906a90c1","Visit","Code_90","2023-09-29"
"http://www.cdisc.org","C51282","6a0d3b4e-cb8b-4e8a-abc1-60b66e51aa5b","Clinic","Code_91","2023-09-29"
"http://www.cdisc.org","C175574","5ebc1513-ff64-4920-8098-47935451ca36","In Person","Code_92","2023-09-29"
"http://www.cdisc.org","C25716","846d6ec1-1101-477b-be82-2e04326c6144","Visit","Code_93","2023-09-29"
"http://www.cdisc.org","C51282","346a8eda-68ec-4c14-b6bd-315824c71a86","Clinic","Code_94","2023-09-29"
"http://www.cdisc.org","C175574","e74beae0-0fbb-4b55-a365-5b0267c5c040","In Person","Code_95","2023-09-29"
"http://www.cdisc.org","C171537","eaea757d-a395-48bc-961e-9c3c4d3ea879","Telephone Call","Code_96","2023-09-29"
"http://www.cdisc.org","C25716","241435b3-0e0f-4e24-8386-0e8226b79a67","Visit","Code_97","2023-09-29"
"http://www.cdisc.org","C51282","7e1afc0a-409d-4cfc-8e3e-99117a46601b","Clinic","Code_98","2023-09-29"
"http://www.cdisc.org","C175574","765ddde5-156e-4a3b-a1d7-684a12874014","In Person","Code_99","2023-09-29"
"http://www.cdisc.org","C171537","22b397db-69a1-4b10-b401-04534c4cce73","Telephone Call","Code_100","2023-09-29"
"http://www.cdisc.org","C25716","932a6b19-ad86-427c-8c5e-701efead038d","Visit","Code_101","2023-09-29"
"http://www.cdisc.org","C51282","8b0f6cad-82cf-4c44-a462-83fa0f13d9e4","Clinic","Code_102","2023-09-29"
"http://www.cdisc.org","C175574","c8cba51d-3db1-4a32-a93a-e9028831e434","In Person","Code_103","2023-09-29"
"http://www.cdisc.org","C171537","8e56c19c-66aa-43ed-9a9d-d8e94ecfa11e","Telephone Call","Code_104","2023-09-29"
"http://www.cdisc.org","C25716","c009e89e-927d-4c73-929b-f9fd026368eb","Visit","Code_105","2023-09-29"
"http://www.cdisc.org","C51282","c3d402c2-a207-4c0a-a04b-595a6a669e79","Clinic","Code_106","2023-09-29"
"http://www.cdisc.org","C175574","a7466153-c0b5-4523-99a2-9c3b99524263","In Person","Code_107","2023-09-29"
"http://www.cdisc.org","C171537","d3d79fe8-e4b7-4c5a-9b22-bade90044894","Telephone Call","Code_108","2023-09-29"
"http://www.cdisc.org","C25716","49194de6-ad80-4048-a964-27ef3ebebb62","Visit","Code_109","2023-09-29"
"http://www.cdisc.org","C51282","0933f07d-46b3-41f0-9c95-8baa47d96c34","Clinic","Code_110","2023-09-29"
"http://www.cdisc.org","C175574","73653430-2049-4ac1-8f86-7efb69c222ff","In Person","Code_111","2023-09-29"
"http://www.cdisc.org","C25716","48cd1f74-f487-4d2f-8780-c71ade92997a","Visit","Code_112","2023-09-29"
"http://www.cdisc.org","C51282","e4c69c04-ad3c-4d63-9255-5caa67edb31b","Clinic","Code_113","2023-09-29"
"http://www.cdisc.org","C175574","000ca305-466d-4ad6-bbe5-6595d5fecde7","In Person","Code_114","2023-09-29"
"SNOMED","383371000119108","dc1f3c2b-879f-41dc-8ce0-1a2806270e0e","CT of head without contrast","Code_72","January 31, 2018"
"SPONSOR","123","326899d4-e960-467e-a601-b8b6e6285f56","Supine for 5 minutes","Code_73","12"
"SPONSOR","124","e4628141-c2aa-4702-982f-3ef23160e8ce","Standingfor 1-3 minutes","Code_74","12"
"NCI Thesaurus","C173522","4d0b9339-9af1-4a3f-868e-da8007785fc3","Vital Signs Result","Code_252",""
"http://www.cdisc.org","C42537","d2aeeea8-f88d-4448-9e3d-c8bd9e8e941d","Kelvin","Code_253","2023-09-29"
"NCI Thesaurus","C44276","5996aeb7-92e7-44f3-a6c3-f1ab40193752","Unit of Temperature","Code_254",""
"NCI Thesaurus","C83088","61b5762e-0746-400f-9e00-a726b8f7431b","Vital Signs Location","Code_255",""
"NCI Thesaurus","C174446","f449f026-fc29-4427-bd4a-e0da7306fe68","Body Temperature","Code_251",""
"NCI Thesaurus","C173522","d0572e19-70f1-4608-8bbe-de364edd1500","Vital Signs Result","Code_257",""
"http://www.cdisc.org","C28252","28cfd2b1-1711-4a9d-bc3c-583d8550b552","Kilogram","Code_258","2023-09-29"
"http://www.cdisc.org","C48155","be32a46a-a2ff-4100-ba8d-4825dcca58cb","Gram","Code_259","2023-09-29"
"http://www.cdisc.org","C48531","cea3a168-d03b-4aaf-9f31-b3c639a728b5","Pound","Code_260","2023-09-29"
"NCI Thesaurus","C48208","1916ce5e-3fae-4a44-aa1a-b47db42714ce","Unit of Weight","Code_261",""
"NCI Thesaurus","C81328","77eb3317-79f5-47ed-9c92-766db4caf14f","Body Weight","Code_256",""
"NCI Thesaurus","C173522","906fe378-d936-4ac5-a2b1-fa0aa1f1d10f","Vital Signs Result","Code_263",""
"http://www.cdisc.org","C49668","2635cdf1-5893-4746-b2be-dbe4c5f8b8aa","Centimeter","Code_264","2023-09-29"
"http://www.cdisc.org","C48500","66a5652a-811b-4afd-95de-a63b506dd912","Inch","Code_265","2023-09-29"
"http://www.cdisc.org","C28251","31a57026-c786-41b4-b43f-30b4775169f1","Millimeter","Code_266","2023-09-29"
"http://www.cdisc.org","C41139","10f8e348-d1f7-49a6-bd26-e9a39ed20dd8","Meter","Code_267","2023-09-29"
"NCI Thesaurus","C168688","ca3eee10-4e65-4a2c-9980-55178da72d72","Unit of Height","Code_268",""
"NCI Thesaurus","C164634","4c4221e8-c1d8-47e2-a110-87446c8b60ce","Body Height","Code_262",""
"NCI Thesaurus","C36292","b6c50299-9a1a-44be-8b40-374d1e434ee4","Laboratory Test Result","Code_270",""
"NCI Thesaurus","C83309","ea315560-f488-4157-8056-a43c62c84c25","Laboratory Test Fasting Status","Code_271",""
"NCI Thesaurus","C67365","0f09e9c2-ecb8-4d3e-b140-e678107a3a0f","Unit of Catalytic Activity Concentration","Code_272",""
"NCI Thesaurus","C70713","fba428ed-4576-42b7-81bd-5c5f428ac2fe","Biospecimen Type","Code_273",""
"NCI Thesaurus","C64433","b47bfc9d-2882-4516-99f9-f81b084d66b3","Alanine Aminotransferase Measurement","Code_269",""
"NCI Thesaurus","C36292","3c9504c2-09ff-4ba4-ba94-9256633b0549","Laboratory Test Result","Code_275",""
"NCI Thesaurus","C83309","21e5d54e-0158-493b-ba9d-0c13449e4ddc","Laboratory Test Fasting Status","Code_276",""
"NCI Thesaurus","C48207","7750a51d-caa8-4e54-a109-1454412c12cb","Unit of Concentration","Code_277",""
"NCI Thesaurus","C70713","cd119e28-ea68-4358-8d92-1dc4a5b1e929","Biospecimen Type","Code_278",""
"NCI Thesaurus","C64431","49c35e8f-f16c-4ca4-b9e1-6c1440baac5c","Albumin Measurement","Code_274",""
"NCI Thesaurus","C36292","339d8c94-7535-492e-8b38-7ec1059b0f81","Laboratory Test Result","Code_280",""
"NCI Thesaurus","C83309","23566379-e8eb-4e51-8af3-278a328bf071","Laboratory Test Fasting Status","Code_281",""
"NCI Thesaurus","C67365","b20a3f7e-2f8a-48f2-8ad0-c8d11ac53df3","Unit of Catalytic Activity Concentration","Code_282",""
"NCI Thesaurus","C70713","fb88e8b4-2d3f-4a58-9256-5d7873f687c2","Biospecimen Type","Code_283",""
"NCI Thesaurus","C64432","62c6c48c-6432-4d47-a850-4c1413143ac2","Alkaline Phosphatase Measurement","Code_279",""
"NCI Thesaurus","C36292","70b85475-6f3d-417f-a194-a7326ac96185","Laboratory Test Result","Code_285",""
"NCI Thesaurus","C83309","e631eb8d-f52b-48be-8ec5-82f68ec16c8d","Laboratory Test Fasting Status","Code_286",""
"NCI Thesaurus","C67365","7e69a0f7-31b2-47c7-b464-438b2955820e","Unit of Catalytic Activity Concentration","Code_287",""
"NCI Thesaurus","C70713","e10e02bf-cd17-4184-9fb5-fc0bcf993356","Biospecimen Type","Code_288",""
"NCI Thesaurus","C64467","92e46d93-4ee9-4e9e-9400-84f981949d2b","Aspartate Aminotransferase Measurement","Code_284",""
"NCI Thesaurus","C36292","05c1a561-6e06-4317-8b25-583e052824f2","Laboratory Test Result","Code_290",""
"NCI Thesaurus","C83309","d3d62163-7810-4060-81f8-d0508cae1907","Laboratory Test Fasting Status","Code_291",""
"NCI Thesaurus","C48207","b325df14-ba04-4df3-85d9-8fea3cec7fe4","Unit of Concentration","Code_292",""
"NCI Thesaurus","C70713","ca2b513c-5df1-4bac-985c-5f45b69cbe38","Biospecimen Type","Code_293",""
"NCI Thesaurus","C64547","ee6f6538-a3cd-49d9-9e38-d2b5ae80a9ca","Creatinine Measurement","Code_289",""
"NCI Thesaurus","C36292","26d8e41d-f4eb-4733-af74-a5c3fe059ff4","Laboratory Test Result","Code_295",""
"NCI Thesaurus","C83309","6a4019ef-c41e-466a-be6f-c2a5b564891a","Laboratory Test Fasting Status","Code_296",""
"NCI Thesaurus","C64567","f9956ad4-c5f0-491e-a9f7-72f3aa43a216","Molarity Unit","Code_297",""
"NCI Thesaurus","C70713","0aa37eea-58d9-410a-98ca-f72b4e99b83e","Biospecimen Type","Code_298",""
"NCI Thesaurus","C64853","57c18a3a-6e1d-400d-aab8-de22c0d975fd","Potassium Measurement","Code_294",""
"NCI Thesaurus","C36292","d480a7c0-9c93-4578-b4eb-2324cdb9adb8","Laboratory Test Result","Code_300",""
"NCI Thesaurus","C83309","c6fc9dc2-d9dd-4d16-84c6-093f2d07d8f3","Laboratory Test Fasting Status","Code_301",""
"NCI Thesaurus","C64567","99c8721c-01e0-4fa0-a433-71211f5aacba","Molarity Unit","Code_302",""
"NCI Thesaurus","C70713","b265c0df-f2ab-4845-a04e-1e5f529cc155","Biospecimen Type","Code_303",""
"NCI Thesaurus","C64809","36c7ed86-79e2-4c18-bfc8-31028487d426","Sodium Measurement","Code_299",""
"NCI Thesaurus","C78541","868057ce-d1e5-4dca-838f-072fb0fc8164","Adverse Event Verbatim Description","Code_135",""
"NCI Thesaurus","C83344","203c250f-edf4-4a6e-8ca2-f5900a3bf6db","Adverse Event Dictionary Derived Term","Code_136",""
"NCI Thesaurus","C83198","7d91cdfb-a8e0-4f25-a9c8-25bacaa69f38","Adverse Event Category","Code_137",""
"NCI Thesaurus","C83212","b8ea6caa-8682-4071-b870-344bc38cdd56","Adverse Event Subcategory","Code_138",""
"NCI Thesaurus","C87840","32ad7c4c-961a-4cd3-ba88-72d7ff8ca5c7","Adverse Event Pre-specified","Code_139",""
"NCI Thesaurus","C53253","8b5b6100-6693-412b-a3c5-0bb9efcf5f05","Severity of Adverse Event","Code_140",""
"NCI Thesaurus","C78605","8fcbd79d-690f-4726-86bd-b4a2e3a57954","Adverse Event Toxicity Grade","Code_141",""
"NCI Thesaurus","C53252","1d44efc5-b16b-4be9-b6d0-1ad5cb4cac55","Seriousness of Adverse Event","Code_142",""
"NCI Thesaurus","C83013","5c805b55-08fe-4d1f-93c9-cfe0ee61fb83","Adverse Event Action Taken with Study Treatment","Code_143",""
"NCI Thesaurus","C41358","51f02e42-5b1f-4545-b6a4-05dad6945c1f","Adverse Event Attribution to Product or Procedure","Code_144",""
"http://www.cdisc.org","C71325","c4e60a78-39fd-46e5-91a7-7f5c110020d9","Intermittent","Code_145","2023-09-29"
"NCI Thesaurus","C83208","9e39eaf4-010e-472c-a4aa-f4e26f0c4df3","Adverse Event Pattern","Code_146",""
"NCI Thesaurus","C49489","7a82e1d6-be0a-4a21-a51c-8b7084648bc9","Adverse Event Outcome","Code_147",""
"NCI Thesaurus","C83215","b81960c8-ed81-464a-934b-2cd656c03391","Adverse Event Start Date Time","Code_148",""
"NCI Thesaurus","C83201","709dab92-80b8-46e1-b2cd-fe74ebdfa0d4","Adverse Event End Date Time","Code_149",""
"NCI Thesaurus","C41331","fe65c1df-524b-4f46-b21e-def85ee4b726","Adverse Event","Code_134",""
"NCI Thesaurus","C173522","9b960568-92e9-4cf9-a06e-8d7ca04c488d","Vital Signs Result","Code_151",""
"http://www.cdisc.org","C42547","2861d2f3-9dfd-4ec4-bb10-7915cf8ad282","Pascal","Code_152","2023-09-29"
"NCI Thesaurus","C49669","83be8627-fb70-44df-8f23-083a5a363999","Unit of Pressure","Code_153",""
"NCI Thesaurus","C83088","e9e1c7d9-f080-4da8-a013-4b6cde1695de","Vital Signs Location","Code_154",""
"NCI Thesaurus","C123975","e5713865-b582-44b3-b660-3ed72dec574e","Vital Signs Laterality","Code_155",""
"NCI Thesaurus","C82535","1cf13fb6-df01-4dc4-90cb-ec44c3fc8370","Test Method","Code_156",""
"NCI Thesaurus","C83114","d2d4a8e4-be99-492b-9709-575e65d035f7","Vital Signs Position","Code_157",""
"NCI Thesaurus","C25298","d00d9576-dc85-49a9-bde9-6bcd111a04fb","Systolic Blood Pressure","Code_150",""
"NCI Thesaurus","C173522","24a6444e-c2ee-49d3-a8a8-a939a3b1c74c","Vital Signs Result","Code_159",""
"http://www.cdisc.org","C42547","b53c4a6e-c8b6-48fc-b6fc-66a9050bd2bf","Pascal","Code_160","2023-09-29"
"NCI Thesaurus","C49669","58229f74-7047-49b4-8676-3acad646cf21","Unit of Pressure","Code_161",""
"NCI Thesaurus","C83088","24f7bfd0-6736-4e3f-bcbc-7091b5ec7587","Vital Signs Location","Code_162",""
"NCI Thesaurus","C123975","a67ece12-3f92-40ef-b207-af47b94d61ff","Vital Signs Laterality","Code_163",""
"NCI Thesaurus","C82535","251a49d4-22d5-47ea-98a4-ba9f71833997","Test Method","Code_164",""
"NCI Thesaurus","C83114","f0fc843b-07da-4c4c-a058-1bf75933c123","Vital Signs Position","Code_165",""
"NCI Thesaurus","C25299","e30c7179-17fa-45ef-9b0a-c652cfc3c1b8","Diastolic Blood Pressure","Code_158",""
"NCI Thesaurus","C173522","b44c7c5b-ee3e-4d87-9718-4309141435db","Vital Signs Result","Code_167",""
"http://www.cdisc.org","C42537","2391eda6-577c-4967-a1e8-5201762b60c6","Kelvin","Code_168","2023-09-29"
"NCI Thesaurus","C44276","cde7f875-302c-408c-ae52-213242847c2e","Unit of Temperature","Code_169",""
"NCI Thesaurus","C83088","0a816a96-a27d-4348-a970-22b42ce92be0","Vital Signs Location","Code_170",""
"NCI Thesaurus","C174446","f8ee3509-2ab9-4f81-945f-d8501536ccce","Body Temperature","Code_166",""
"NCI Thesaurus","C173522","c2585aa6-65e6-446e-aa86-ceaeeab3f4b5","Vital Signs Result","Code_172",""
"http://www.cdisc.org","C28252","adf92be2-ff58-4a21-beff-25ef0f384180","Kilogram","Code_173","2023-09-29"
"http://www.cdisc.org","C48155","44a09b4b-24ad-410b-bf30-ac1556b04875","Gram","Code_174","2023-09-29"
"http://www.cdisc.org","C48531","c7fca3f3-e8df-4369-9d0f-8991978d7434","Pound","Code_175","2023-09-29"
"NCI Thesaurus","C48208","d3b43924-1153-4965-8445-69b92facc332","Unit of Weight","Code_176",""
"NCI Thesaurus","C81328","ce6e2d73-40e4-46a9-93a3-66e4dccb691c","Body Weight","Code_171",""
"NCI Thesaurus","C173522","5e84e0e8-0b44-461f-85ed-7c6fa6c33465","Vital Signs Result","Code_178",""
"http://www.cdisc.org","C49668","43fe4c64-dedc-4a13-aff5-25e4c7439138","Centimeter","Code_179","2023-09-29"
"http://www.cdisc.org","C48500","8e52afcf-bf59-4833-a954-24e933107a0a","Inch","Code_180","2023-09-29"
"http://www.cdisc.org","C28251","e837a14f-66d7-42de-8053-c2a1ea21fd5d","Millimeter","Code_181","2023-09-29"
"http://www.cdisc.org","C41139","d428db8c-6df5-400a-8cfe-1ef02acd95cf","Meter","Code_182","2023-09-29"
"NCI Thesaurus","C168688","97b0be1d-9d35-4b72-82dd-fa457406cdf4","Unit of Height","Code_183",""
"NCI Thesaurus","C164634","89de4ea1-522d-4341-9292-21424148fc83","Body Height","Code_177",""
"NCI Thesaurus","C36292","e9915a1c-54b4-43e9-a7d2-35bc14f32292","Laboratory Test Result","Code_185",""
"NCI Thesaurus","C83309","0d93db77-9ee6-4934-a148-28c93d91af38","Laboratory Test Fasting Status","Code_186",""
"NCI Thesaurus","C67365","c30f9b55-a940-4236-8e7d-0d7cbdbb277c","Unit of Catalytic Activity Concentration","Code_187",""
"NCI Thesaurus","C70713","3baef5f6-f6d1-49ea-8fa2-05fa31eb46a7","Biospecimen Type","Code_188",""
"NCI Thesaurus","C64433","d3a85429-dbe1-40e2-884a-48f8430becf5","Alanine Aminotransferase Measurement","Code_184",""
"NCI Thesaurus","C36292","3ac5ced5-9265-4add-b3b3-ccfd292c00f3","Laboratory Test Result","Code_190",""
"NCI Thesaurus","C83309","0ed7e956-c26e-4cf2-83a7-61ab6a804b9f","Laboratory Test Fasting Status","Code_191",""
"NCI Thesaurus","C48207","fb4ca8db-4de2-43a7-9722-3ba13a1d94bc","Unit of Concentration","Code_192",""
"NCI Thesaurus","C70713","bae9865a-9b2c-4749-bdf9-20f960deda8b","Biospecimen Type","Code_193",""
"NCI Thesaurus","C64431","1f77c48a-e791-43d5-8caf-53ff39cb88d9","Albumin Measurement","Code_189",""
"NCI Thesaurus","C36292","e3e8c9f8-6085-4857-95fe-3218994c1b57","Laboratory Test Result","Code_195",""
"NCI Thesaurus","C83309","a718dfe4-8935-4830-9374-480b7218ad53","Laboratory Test Fasting Status","Code_196",""
"NCI Thesaurus","C67365","f9f3675a-6d5d-4a76-b196-318239201b29","Unit of Catalytic Activity Concentration","Code_197",""
"NCI Thesaurus","C70713","8caaee08-61a7-4e95-b2d1-aec12df6bb13","Biospecimen Type","Code_198",""
"NCI Thesaurus","C64432","ed2d59cf-8bc4-4bb8-a9a1-bba737894c02","Alkaline Phosphatase Measurement","Code_194",""
"NCI Thesaurus","C36292","496a53e2-1fc8-4ad6-83d8-00ecc328be4b","Laboratory Test Result","Code_200",""
"NCI Thesaurus","C83309","2b5a557a-c41b-4812-a325-d3b3ebc55d47","Laboratory Test Fasting Status","Code_201",""
"NCI Thesaurus","C67365","352c51b0-1de1-4f59-b302-82a19de01a06","Unit of Catalytic Activity Concentration","Code_202",""
"NCI Thesaurus","C70713","fe4454e2-1473-4f46-84e5-cf043aa40daa","Biospecimen Type","Code_203",""
"NCI Thesaurus","C64467","e48aefa7-0cdd-4a24-b090-d71d15aeaf49","Aspartate Aminotransferase Measurement","Code_199",""
"NCI Thesaurus","C36292","e0022bf5-ef5c-4821-bc2e-b7439bf98651","Laboratory Test Result","Code_205",""
"NCI Thesaurus","C83309","210429ab-18a0-4506-8de3-beef3d0899d0","Laboratory Test Fasting Status","Code_206",""
"NCI Thesaurus","C48207","b2107022-a9ba-4d10-92a5-aee6db470bd4","Unit of Concentration","Code_207",""
"NCI Thesaurus","C70713","f528d21e-48a1-4fb4-9198-6ff13a72856f","Biospecimen Type","Code_208",""
"NCI Thesaurus","C64547","181f3469-8ca9-4cfe-a2af-4a243d0b380f","Creatinine Measurement","Code_204",""
"NCI Thesaurus","C36292","b5631574-359f-431c-9d6f-e17f09a1b007","Laboratory Test Result","Code_210",""
"NCI Thesaurus","C83309","f5dea7ee-ea48-49d9-924b-62d1fb7d6783","Laboratory Test Fasting Status","Code_211",""
"NCI Thesaurus","C64567","487eef74-360f-49ab-8376-c9ec2b0816d1","Molarity Unit","Code_212",""
"NCI Thesaurus","C70713","67f73469-8510-45b0-bda7-4e8afe958957","Biospecimen Type","Code_213",""
"NCI Thesaurus","C64853","89165c20-4752-44bd-8a71-19a6fded771f","Potassium Measurement","Code_209",""
"NCI Thesaurus","C36292","775a418d-5117-43d6-b305-ee6c32c1db54","Laboratory Test Result","Code_215",""
"NCI Thesaurus","C83309","1e7469ac-1b69-41a1-b2ba-5d8b8b756f2c","Laboratory Test Fasting Status","Code_216",""
"NCI Thesaurus","C64567","61f807bc-9025-4132-8780-b9c250a16f81","Molarity Unit","Code_217",""
"NCI Thesaurus","C70713","edf6897e-8462-409d-8344-f97e559534d0","Biospecimen Type","Code_218",""
"NCI Thesaurus","C64809","072a626a-a6c6-45b0-9f6b-cddd4403cac9","Sodium Measurement","Code_214",""
"NCI Thesaurus","C173522","515e92ec-a5c4-4425-9fdc-d1e1521ea933","Vital Signs Result","Code_220",""
"http://www.cdisc.org","C42547","541dcb00-47b7-4b22-b0ec-e9f3b3172519","Pascal","Code_221","2023-09-29"
"NCI Thesaurus","C49669","8e1e0c31-eb23-4655-ba39-078682c9c236","Unit of Pressure","Code_222",""
"NCI Thesaurus","C83088","7e6e72d7-ddb1-4360-95be-a29963f38b74","Vital Signs Location","Code_223",""
"NCI Thesaurus","C123975","c1d98d3a-da4e-4416-bf84-8bd0c5c39b0c","Vital Signs Laterality","Code_224",""
"NCI Thesaurus","C82535","45c4972f-12f6-46b9-816f-9015f5a0ad84","Test Method","Code_225",""
"NCI Thesaurus","C83114","21eaadeb-a46b-4d1e-91fd-6e1540224cc6","Vital Signs Position","Code_226",""
"NCI Thesaurus","C25298","02856f06-1c64-4fea-b3d3-50c3cb2bc5af","Systolic Blood Pressure","Code_219",""
"NCI Thesaurus","C173522","6195f8b7-2051-45d7-89e0-683332331f48","Vital Signs Result","Code_228",""
"http://www.cdisc.org","C42547","a31f074d-4473-47fc-9b45-4994f1a9b5c6","Pascal","Code_229","2023-09-29"
"NCI Thesaurus","C49669","96d3dacc-9034-423e-bca1-f5d308c9cbc4","Unit of Pressure","Code_230",""
"NCI Thesaurus","C83088","0bf6c8c7-7dc4-427a-ba8c-f4e5432c5d64","Vital Signs Location","Code_231",""
"NCI Thesaurus","C123975","72072d2f-76db-4b89-ba62-14219ecfa41c","Vital Signs Laterality","Code_232",""
"NCI Thesaurus","C82535","9ac7fb15-1273-4638-9028-f86a46c15942","Test Method","Code_233",""
"NCI Thesaurus","C83114","7471f364-2c83-4e99-b88d-91a51bc2c94a","Vital Signs Position","Code_234",""
"NCI Thesaurus","C25299","a77c4d23-2350-4388-bc6e-88eace552684","Diastolic Blood Pressure","Code_227",""
"NCI Thesaurus","C173522","b9dc7d75-f333-463c-a47a-63a2b9a6aace","Vital Signs Result","Code_236",""
"http://www.cdisc.org","C42547","16bb1476-27c4-4809-9fd9-26b4f2f74a59","Pascal","Code_237","2023-09-29"
"NCI Thesaurus","C49669","702d3e30-e1ea-4a92-b0dc-9ba3d7ca93fa","Unit of Pressure","Code_238",""
"NCI Thesaurus","C83088","4408d199-94cf-4c88-b280-4edc81b817c1","Vital Signs Location","Code_239",""
"NCI Thesaurus","C123975","3915b28f-bf11-4815-b9c0-7ab70fc50bab","Vital Signs Laterality","Code_240",""
"NCI Thesaurus","C82535","2bfde650-527b-4b35-9ce0-8645033f34af","Test Method","Code_241",""
"NCI Thesaurus","C83114","9b26bc85-1e0f-4ead-b9d8-0eab7f678732","Vital Signs Position","Code_242",""
"NCI Thesaurus","C25298","8a5f19b0-a15c-4d0e-859e-eeae59865f0e","Systolic Blood Pressure","Code_235",""
"NCI Thesaurus","C173522","2cb2da1c-5d37-4ae3-819b-5d005c579da8","Vital Signs Result","Code_244",""
"http://www.cdisc.org","C42547","471180a1-0b60-42c8-b8dd-24f5cc1e720f","Pascal","Code_245","2023-09-29"
"NCI Thesaurus","C49669","5cf5060b-72b6-4658-ac81-3a1d96c6faf9","Unit of Pressure","Code_246",""
"NCI Thesaurus","C83088","93477bda-e63e-4e4e-a064-2d7c4957a4f8","Vital Signs Location","Code_247",""
"NCI Thesaurus","C123975","32692df8-a6b8-4234-a0cd-376f582855a9","Vital Signs Laterality","Code_248",""
"NCI Thesaurus","C82535","f98b2e67-2756-4ad2-bf36-af051d196324","Test Method","Code_249",""
