"uuid:ID","text","name","sectionTitle","id","sectionNumber"
"bef4f04a-31e3-4681-a3f8-7a2cd0eeca2b","<div></div>","SECTION 6.5.2","Handling and Storage of Trial Intervention","NarrativeContent_39","6.5.2"
"387b2088-7e98-466f-9b03-736c6f3472c2","<div></div>","SECTION 6.5.3","Accountability of Trial Intervention","NarrativeContent_40","6.5.3"
"9bbe2246-cc3e-4d6a-b746-b9426a909ff6","<div></div>","SECTION 6.6","Participant Assignment, Randomisation and Blinding","NarrativeContent_41","6.6"
"617c4855-d085-4ae9-a7aa-dad541e07fc3","<div></div>","SECTION 6.6.1","Participant Assignment","NarrativeContent_42","6.6.1"
"034f0f91-021a-41fe-8811-8f0efa51232f","<div></div>","SECTION 6.6.2","Randomisation","NarrativeContent_43","6.6.2"
"cab1bd94-7fe4-4ec2-a92c-8b549b724cf3","<div><p>Blinding and unblinding text here please</p></div>","SECTION 6.6.3","Blinding and Unblinding","NarrativeContent_44","6.6.3"
"f181d1b0-1797-4a05-8056-751b089e4bf2","<div></div>","SECTION 6.7","Trial Intervention Compliance","NarrativeContent_45","6.7"
"5e3fd3fd-aa5c-451d-896a-0fdfdabce8ec","<div></div>","SECTION 6.8","Concomitant Therapy","NarrativeContent_46","6.8"
"55c4d3ba-a127-4f93-9af2-9b0c1318bd9a","<div></div>","SECTION 6.8.1","Prohibited Concomitant Therapy","NarrativeContent_47","6.8.1"
"53384afc-5e68-4739-a1da-48c434567049","<div></div>","SECTION 6.8.2","Permitted Concomitant Therapy","NarrativeContent_48","6.8.2"
"c4930986-9449-41a2-9820-63d229f79033","<div></div>","SECTION 6.8.3","Rescue Therapy","NarrativeContent_49","6.8.3"
"5e02c9d8-fde9-485f-9899-5aff84b41bd9","<div></div>","SECTION 6.8.4","Other Therapy","NarrativeContent_50","6.8.4"
"8c29383d-2286-4d36-83b0-d40d036359db","<div></div>","SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_51","7"
"c4040d3f-591e-4f53-8239-ad8fb71caa43","<div></div>","SECTION 7.1","Discontinuation of Trial Intervention","NarrativeContent_52","7.1"
"5f9bb5b5-7529-427a-b030-6fa7965c96a7","<div></div>","SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_53","7.1.1"
"bfadd58d-95cd-4c05-89e9-61d5dcbffb1c","<div></div>","SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_54","7.1.2"
"9d81e111-2e29-461c-9bc0-6d6e4d3ecd16","<div></div>","SECTION 7.1.3","Rechallenge","NarrativeContent_55","7.1.3"
"8416d822-c65a-4a4b-a9b3-107a6788a1bf","<div></div>","SECTION 7.2","Participant Withdrawal from the Trial","NarrativeContent_56","7.2"
"955ee437-5cff-4495-96dc-59bb261a0283","<div></div>","SECTION 7.3","Lost to Follow-Up","NarrativeContent_57","7.3"
"c659813d-dac8-4f52-a514-4a9e6ffed3e7","<div></div>","SECTION 7.4","Trial Stopping Rules","NarrativeContent_58","7.4"
"469bea01-97f7-4192-ba71-a4fba8f59f44","<div></div>","SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_59","8"
"9479f808-77a5-4b14-bce0-31c72ecda497","<div></div>","SECTION 8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_60","8.1"
"412cef18-ad3a-4094-be6e-e93726a396ae","<div></div>","SECTION 8.2","Efficacy Assessments and Procedures","NarrativeContent_61","8.2"
"0935d6e7-7c47-41f8-bfcd-fffde3c4c6e8","<div></div>","SECTION 8.3","Safety Assessments and Procedures","NarrativeContent_62","8.3"
"c896ab17-51f2-4cd7-bae7-23d52de9ed68","<div></div>","SECTION 8.3.1","Physical Examination","NarrativeContent_63","8.3.1"
"a732a299-2d19-4db4-8789-9f428dae0d1f","<div></div>","SECTION 8.3.2","Vital Signs","NarrativeContent_64","8.3.2"
"5eb65271-0192-40fd-bde6-9d0002b889ad","<div></div>","SECTION 8.3.3","Electrocardiograms","NarrativeContent_65","8.3.3"
"0fe9f4d2-0d42-41be-b73c-79d89f2bf207","<div></div>","SECTION 8.3.4","Clinical Laboratory Assessments","NarrativeContent_66","8.3.4"
"aaf046fd-7ec7-42f2-8d07-f49f1532a2c7","<div></div>","SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67","8.3.5"
"6bce9cd6-e457-42d6-94dd-b586001b2299","<div></div>","SECTION 8.4","Adverse Events and Serious Adverse Events","NarrativeContent_68","8.4"
"f7312b1f-bb7b-4276-9836-42048d1496b1","<div></div>","SECTION 8.4.1","Definitions of AE and SAE","NarrativeContent_69","8.4.1"
"c21ed944-3465-432c-821e-c5c853c76525","<div></div>","SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70","8.4.2"
"46eafe9f-9bcf-43de-90a8-363e31d3b7b0","<div></div>","SECTION 8.4.3","Identifying AEs and SAEs","NarrativeContent_71","8.4.3"
"60d7db21-94ae-4ca3-a0c7-594b8872ad3e","<div></div>","SECTION 8.4.4","Recording of AEs and SAEs","NarrativeContent_72","8.4.4"
"f62676aa-d61d-412b-8210-c7d2b2a1794f","<div></div>","SECTION 8.4.5","Follow-up of AEs and SAEs","NarrativeContent_73","8.4.5"
"617d69a7-5aa0-4ac7-bbaf-d3a4c8f5147b","<div></div>","SECTION 8.4.6","Reporting of SAEs","NarrativeContent_74","8.4.6"
"2ec83de7-2056-4357-bbf9-9c6b746baf59","<div></div>","SECTION 8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_75","8.4.7"
"bd02f7bd-3407-42b0-be48-e824801c54d5","<div></div>","SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76","8.4.8"
"c521ea19-9c89-4343-830e-337fca1aec6b","<div></div>","SECTION 8.4.9","Adverse Events of Special Interest","NarrativeContent_77","8.4.9"
"d281e57c-1f33-4fa1-b0af-6229b4841343","<div></div>","SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78","8.4.10"
"00acb9ef-0ef9-4f2a-903a-9a784a597dfc","<div></div>","SECTION 8.5","Pregnancy and Postpartum Information","NarrativeContent_79","8.5"
"6b00ac28-a152-4796-973c-b82cbeb38726","<div></div>","SECTION 8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_80","8.5.1"
"aa52959f-e5c0-40c4-ab98-fa9ddcba75f2","<div></div>","SECTION 8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_81","8.5.2"
"fd3cfee5-d564-4b78-b7e9-3ffe304e2473","<div></div>","SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82","8.6"
"a6c74067-a9be-43f5-b5a9-4c719dd2464f","<div></div>","SECTION 8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_83","8.6.1"
"846eac77-1ecf-4198-8ff3-c4cc6052fdd5","<div></div>","SECTION 8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_84","8.6.2"
"ebfbf7ac-41c1-4ff6-98d1-18175abc3462","<div></div>","SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85","8.6.3"
"abe6b339-d300-4091-be6b-26cfa137e680","<div></div>","SECTION 8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_86","8.6.4"
"a9aa028a-95d4-49e9-a002-84809e510dab","<div></div>","SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87","8.6.5"
"0b8156b6-5cd6-4539-ac38-db035b023aa6","<div></div>","SECTION 8.7","Pharmacokinetics","NarrativeContent_88","8.7"
"9bc19338-77bf-4490-b004-06d0087b9b62","<div></div>","SECTION 8.8","Genetics","NarrativeContent_89","8.8"
"00e7e2bb-ab13-44d0-bbef-3df9f6903937","<div></div>","SECTION 8.9","Biomarkers","NarrativeContent_90","8.9"
"63b559f9-f617-49d4-9136-cb58791fab9a","<div></div>","SECTION 8.1","Immunogenicity Assessments","NarrativeContent_91","8.1"
"2649c404-da1f-4daa-976d-2a1de5dcf27f","<div></div>","SECTION 8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_92","8.1.1"
"2def73bd-fc74-4e19-92a6-e372cf816a51","<div></div>","SECTION 9","STATISTICAL CONSIDERATIONS","NarrativeContent_93","9"
"e653fe60-c304-44f4-a657-c839b7fd5219","<div></div>","SECTION 9.1","Analysis Sets","NarrativeContent_94","9.1"
"996e1cc0-e83a-48a7-8e12-72bb912aaaa5","<div></div>","SECTION 9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_95","9.2"
"2867a1e7-855e-4a3a-9266-d0fe104c61e1","<div></div>","SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96","9.2.1"
"520abd28-0180-4898-a209-0effc6da5a2a","<div></div>","SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97","9.2.2"
"a8dbbe56-3521-44ae-9462-e49655759cdd","<div></div>","SECTION 9.2.3","Handling of Missing Data","NarrativeContent_98","9.2.3"
"8fef15c3-f679-4383-9130-05a29fd2d2df","<div></div>","SECTION 9.2.4","Sensitivity Analysis","NarrativeContent_99","9.2.4"
"6cdc37b0-9a56-475e-8453-66c3d9f63fdc","<div></div>","SECTION 9.2.5","Supplementary Analysis","NarrativeContent_100","9.2.5"
"84fdb476-1a6f-4ca1-abc8-78539bec56c4","<div></div>","SECTION 9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_101","9.3"
"2c96ed1d-145f-4f1d-b9f5-73094203c872","<div></div>","SECTION 9.4","Analysis of Exploratory Objective(s)","NarrativeContent_102","9.4"
"902ebf4c-cf16-47eb-a039-030427b3ef0a","<div></div>","SECTION 9.5","Safety Analyses","NarrativeContent_103","9.5"
"2a12f403-fd44-4832-b59b-5ba3f5ae08cf","<div></div>","SECTION 9.6","Other Analyses","NarrativeContent_104","9.6"
"a0017ee9-10a2-473a-ab89-ff4c4c319a25","<div></div>","SECTION 9.7","Interim Analyses","NarrativeContent_105","9.7"
"084e2c61-9f8f-44e2-9f85-1b3463ccafd3","<div></div>","SECTION 9.8","Sample Size Determination","NarrativeContent_106","9.8"
"f0dd5425-8364-411b-9524-a8eb041198e4","<div></div>","SECTION 9.9","Protocol Deviations","NarrativeContent_107","9.9"
"898f82a3-6920-40e0-8e86-026a27c76e1a","<div></div>","SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108","10"
"c9494ca1-2925-4dd7-85a3-47fc91ccec67","<div></div>","SECTION 10.1","Regulatory and Ethical Considerations","NarrativeContent_109","10.1"
"8d4ea3aa-e8a8-456c-a51b-d996ab2d3dcf","<div></div>","SECTION 10.2","Committees","NarrativeContent_110","10.2"
"4c82256d-7bcd-4ea6-afa2-27f31ad76270","<div></div>","SECTION 10.3","Informed Consent Process","NarrativeContent_111","10.3"
"8b7fa9fe-56cc-404a-8aae-e0123b30e3c8","<div></div>","SECTION 10.4","Data Protection","NarrativeContent_112","10.4"
"5ed1f903-c894-4b0f-85a2-1e80ad43810f","<div></div>","SECTION 10.5","Early Site Closure or Trial Termination","NarrativeContent_113","10.5"
"0b55591c-a646-437d-8358-edaed326396c","<div></div>","SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114","11"
"a91f1b85-089f-4e05-82d4-0987731a1266","<div></div>","SECTION 11.1","Quality Tolerance Limits","NarrativeContent_115","11.1"
"cb8b54f2-b087-4cc3-95ba-50b212064fb7","<div></div>","SECTION 11.2","Data Quality Assurance","NarrativeContent_116","11.2"
"ca933676-c6b4-4fab-94df-1e9e96efdaa3","<div></div>","SECTION 11.3","Source Data","NarrativeContent_117","11.3"
"0c025ae6-2237-4114-84e7-f9686a617806","<div></div>","SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118","12"
"57c97365-e7dd-4952-bb4f-3fbc67fa93e9","<div></div>","SECTION 12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_119","12.1"
"0794b331-add7-41e3-9d6d-907a61f38853","<div></div>","SECTION 12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_120","12.2"
"aa7456b2-c433-4c8e-8304-e57e5d4d83ce","<div></div>","SECTION 12.3","Severity","NarrativeContent_121","12.3"
"cc33b6ab-1cb9-47ce-b227-a9e962f61a61","<div></div>","SECTION 12.4","Causality","NarrativeContent_122","12.4"
"df4d7486-dd63-4251-b9d2-d7429f2e3c77","<div></div>","SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123","13"
"dd3d688a-b523-456f-b855-e470a7e6ea97","<div></div>","SECTION 13.1","Contraception and Pregnancy Testing","NarrativeContent_124","13.1"
"67b8ae08-1430-40ac-8033-54fe30789b4e","<div></div>","SECTION 13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_125","13.1.1"
"93024414-470e-4495-a5d2-01221c768929","<div></div>","SECTION 13.1.2","Contraception","NarrativeContent_126","13.1.2"
"32a751e8-3c60-414d-af2c-d1cba5cb27b9","<div></div>","SECTION 13.1.3","Pregnancy Testing","NarrativeContent_127","13.1.3"
"539c520a-2746-459f-aae1-8ca0cba61f60","<div></div>","SECTION 13.2","Clinical Laboratory Tests","NarrativeContent_128","13.2"
"8050fdc2-82cb-42ea-b163-2d8622d3ea03","<div></div>","SECTION 13.3","Country/Region-Specific Differences","NarrativeContent_129","13.3"
"b2e2ecc2-bcb5-42c5-80b6-3e705287318c","<div></div>","SECTION 13.4","Prior Protocol Amendments","NarrativeContent_130","13.4"
"045d21ee-3e03-4c5b-9d5c-3e7cf4ed1095","<div></div>","SECTION 14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131","14"
"01951adf-5154-42c5-bb41-11113168cf15","<div></div>","SECTION 15","APPENDIX: REFERENCES","NarrativeContent_132","15"
