"uuid:ID","codeSystemVersion","codeSystem","decode","code","instanceType","id"
"a656c655-85c5-4727-ae8f-6319adcf2df4","2023-12-15","http://www.cdisc.org","Safety Study","C49667","Code","Code_139"
"537d2751-414c-4eec-9f81-137cbbf76671","2023-12-15","http://www.cdisc.org","Pharmacokinetic Study","C49663","Code","Code_140"
"86de3473-106c-43dd-9e02-cdfc5c4780e6","12","SPONSOR","Mild to Moderate Alzheimer's Disease","MILD_MOD_ALZ","Code","Code_134"
"a862f5ce-1627-49f0-bd3e-1cc7492b230b","January 31, 2018","SNOMED","Alzheimer's disease","26929004","Code","Code_135"
"f10d7901-d86b-48a1-bef2-4e68e08bfdca","2023-12-15","http://www.cdisc.org","EXTENSION","C99907x1","Code","Code_143"
"cdf909e8-f125-4a65-8a4f-69b42c2817d6","2023-12-15","http://www.cdisc.org","ADAPTIVE","C98704","Code","Code_144"
"cdd1480e-bbeb-400f-95a8-a82b18f7d8f6","2023-12-15","http://www.cdisc.org","Parallel Study","C82639","Code","Code_141"
"cfcfd7f9-c356-4319-b2c7-80305f628d72","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_83"
"a3a90cda-6c9c-46ff-8ad3-b618b6df74a8","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_84"
"d8ca805a-c15f-4fac-851f-9229cd02c507","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_85"
"3c689bcd-fe34-4063-ae52-9dbe33b3b174","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_86"
"1d49d705-05aa-4628-be24-0741fd4cb9ca","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_87"
"f7b1d89c-5b86-4068-8e04-76085203e511","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_88"
"6cea08df-2232-4881-a07d-1743453f7378","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_89"
"1f77a203-f63c-4be8-8cb3-8e1271179dfb","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_90"
"e126c38f-45d4-4086-b943-dc2ee932c48e","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_91"
"f1743d91-7717-4977-b342-faccc7a5000a","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_92"
"4601f8ae-0a19-40d9-8844-5eafb7acffe2","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_93"
"7075df3b-6cc5-47fd-a01e-8438e89ee427","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_94"
"e39f5ae5-6de2-4302-8bfa-189ff3dae561","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_95"
"3ac7e49c-b62e-44e0-8a6d-5568f6e7731e","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_96"
"44b2b3b8-d3be-4e74-af68-20c5c7eaf9bf","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_97"
"7307cd46-185f-482b-b12d-9f2a567fa432","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_98"
"217d6ce6-ec00-4a8d-a608-c527448055bc","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_99"
"5ae18060-3310-4c13-a708-f9c979af76cf","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_100"
"0af25c04-2be1-4526-a1d2-43a4e43aef6c","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_101"
"c52a5060-422b-4ec1-855d-16136b6a4df5","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_102"
"7d588f06-3962-40f2-bcd9-a5d87efbc8f5","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_103"
"58a3c8c9-a945-4956-a265-023b08843115","2023-12-15","http://www.cdisc.org","Telephone Call","C171537","Code","Code_104"
"4937275f-6645-45ab-80cf-f2387171198c","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_105"
"00e9409b-21ea-4355-9c90-1dcbb2ea54fd","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_106"
"1ea2d322-6b26-4c35-8be3-235a0329eaa8","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_107"
"fad4c4b6-d7c2-4b50-abff-883c2975d77c","2023-12-15","http://www.cdisc.org","Telephone Call","C171537","Code","Code_108"
"325a2e44-4200-43a8-a59a-732da720fec0","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_109"
"934b2ff3-eca9-43f6-9c92-8073ade8036a","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_110"
"fcd4eef0-7560-40ca-8aee-6cab13c66a02","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_111"
"d1d75195-dd81-4ff7-86f1-f282d65e627a","2023-12-15","http://www.cdisc.org","Telephone Call","C171537","Code","Code_112"
"101f3992-0c36-4f4b-b22d-2ce7c61a0ef3","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_113"
"51e80900-0062-47cc-988a-d7f14d9e981e","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_114"
"48af0756-8f80-4807-86b7-a167834965f7","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_115"
"5f90eaf7-843d-420c-9d10-c4c44083269b","2023-12-15","http://www.cdisc.org","Telephone Call","C171537","Code","Code_116"
"09d29266-c4f2-4d49-85ea-0a7d10dcf130","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_117"
"ee64ecd2-6342-4a43-af58-591973e3636a","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_118"
"fb9899f3-c6d6-414d-b6d5-6634d3e0a0c4","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_119"
"a07fb604-5ed6-46f9-8612-b061f6a07dd5","2023-12-15","http://www.cdisc.org","Visit","C25716","Code","Code_120"
"c4ccfe34-2ec7-4b23-9393-9a5b4879e037","2023-12-15","http://www.cdisc.org","Clinic","C51282","Code","Code_121"
"746d4ba7-7636-4add-8679-16ba13958e96","2023-12-15","http://www.cdisc.org","In Person","C175574","Code","Code_122"
"2b68f3f9-fff1-4c47-a2d4-7d25a1323a50","January 31, 2018","SNOMED","CT of head without contrast","383371000119108","Code","Code_80"
"7a715393-8a41-4db1-924e-057ab8e2578b","12","SPONSOR","Subject Supine","123","Code","Code_81"
"d1bc154e-f065-49c9-a372-0d06f1105e1c","12","SPONSOR","Subject Standing","124","Code","Code_82"
"241b9cd3-9eae-481c-8dff-697c3fce3e77","2023-12-15","http://www.cdisc.org","Dictionary-derived Term","C82977","Code","Code_429"
"3c4f30b3-1dfe-47a6-b216-69eab2acaf39","2023-12-15","http://www.cdisc.org","Reported Event Term","C82571","Code","Code_430"
"b61028ba-42f2-4552-bde8-1b043d527344","2023-12-15","http://www.cdisc.org","Observation Start Date Time","C82517","Code","Code_431"
"5bf6dd88-1099-4b85-99a9-4fc62b3d2449","2023-12-15","http://www.cdisc.org","Informed Consent","C16735","Code","Code_432"
"30ea8ecb-90eb-4713-b664-8b4173c7b09c","2023-12-15","http://www.cdisc.org","Male","C20197","Code","Code_433"
"01db0f8b-5c3f-4f50-8610-0a286e8e7434","2023-12-15","http://www.cdisc.org","Female","C16576","Code","Code_434"
"6e7286b0-a110-4067-848c-3561bc2a6cd7","2023-12-15","http://www.cdisc.org","Sex","C28421","Code","Code_435"
"597f2fea-7c87-4ea8-8f2c-11dd5b71b938","2023-12-15","http://www.cdisc.org","Sex","C28421","Code","Code_436"
"4cc5b3b9-c9c4-4b69-a842-81506a449d9a","2023-12-15","http://www.cdisc.org","Race","C17049","Code","Code_437"
"a7ee70b7-9cff-433d-89bb-f49510a61c61","2023-12-15","http://www.cdisc.org","Race","C17049","Code","Code_438"
"73857f91-bd6f-46ae-906a-ffa63c4815f6","2023-12-15","http://www.cdisc.org","TEMP","C174446","Code","Code_439"
"f42c04ab-c298-4f83-b950-aaa2ab18b215","2023-12-15","http://www.cdisc.org","Clinical Test Result","C77140","Code","Code_440"
"09d47060-a45e-4b82-90c9-69f2f163bc49","2023-12-15","http://www.cdisc.org","Degree Celsius","C42559","Code","Code_441"
"7734bb34-a946-4707-bf1d-db72182fdaec","2023-12-15","http://www.cdisc.org","Degree Fahrenheit","C44277","Code","Code_442"
"68b9e7e0-223b-421b-beca-7f1f10518ec8","2023-12-15","http://www.cdisc.org","Kelvin","C42537","Code","Code_443"
"f08aa050-c1a0-4e60-8661-5ef87e16dc68","2023-12-15","http://www.cdisc.org","Unit of Temperature","C44276","Code","Code_444"
"e9047b3b-15e1-480e-9bac-ee1c920aab88","2023-12-15","http://www.cdisc.org","Axilla","C12674","Code","Code_445"
"5fcd2491-e918-499e-92c8-56754e35b7f2","2023-12-15","http://www.cdisc.org","Ear","C12394","Code","Code_446"
"4c5da27d-1582-4763-b5fc-7769f097d6c5","2023-12-15","http://www.cdisc.org","Forehead","C89803","Code","Code_447"
"71d53b3a-46f4-409c-9af2-bd8aa0e0e1fb","2023-12-15","http://www.cdisc.org","Oral Cavity","C12421","Code","Code_448"
"4851830e-30da-4c9f-b1bc-ee3c6034fadd","2023-12-15","http://www.cdisc.org","Rectum","C12390","Code","Code_449"
"87683141-10ae-410c-a5f9-921b1b1c764f","2023-12-15","http://www.cdisc.org","Anatomic Site","C13717","Code","Code_450"
"219e0ba8-e7e8-40a8-9403-93757a9802b2","2023-12-15","http://www.cdisc.org","TEMP","C174446","Code","Code_451"
"ebf01abe-1722-440d-91a2-033d2c2a415c","2023-12-15","http://www.cdisc.org","WEIGHT","C25208","Code","Code_452"
"9053a029-7e2b-4a56-91a9-ddd1257706a1","2023-12-15","http://www.cdisc.org","Clinical Test Result","C77140","Code","Code_453"
"2e95fa1c-94cb-43ce-ace2-855a1dceef3d","2023-12-15","http://www.cdisc.org","Pound","C48531","Code","Code_454"
"036588c5-0e20-4842-916b-41f54e149d0f","2023-12-15","http://www.cdisc.org","Gram","C48155","Code","Code_455"
"374fabc4-ed93-4585-87ae-cb855f066e45","2023-12-15","http://www.cdisc.org","Kilogram","C28252","Code","Code_456"
"6bfa08d6-ad2f-4ddb-b0ad-ab105541c4b5","2023-12-15","http://www.cdisc.org","Unit of Weight","C48208","Code","Code_457"
"038f1936-3b4a-46eb-883a-6b33b16e2b20","2023-12-15","http://www.cdisc.org","WEIGHT","C25208","Code","Code_458"
"3d92a873-657b-4313-a452-24e020698886","2023-12-15","http://www.cdisc.org","HEIGHT","C25347","Code","Code_459"
"11d0b132-acf9-48d7-801a-fd3b6f178061","2023-12-15","http://www.cdisc.org","Clinical Test Result","C77140","Code","Code_460"
"a144e38d-087d-404d-a25d-2671002dd151","2023-12-15","http://www.cdisc.org","Centimeter","C49668","Code","Code_461"
"f4244a21-bfb8-4986-9f31-bdbfd0456615","2023-12-15","http://www.cdisc.org","Inch","C48500","Code","Code_462"
"1ef80f0e-b49f-4ead-9733-a3d5ed732410","2023-12-15","http://www.cdisc.org","Meter","C41139","Code","Code_463"
"2a7ac55f-09e7-4ac5-82a1-e2a0b84c9c6a","2023-12-15","http://www.cdisc.org","Unit of Height","C168688","Code","Code_464"
"f60523bd-ab83-4f23-b43a-46cb4230569f","2023-12-15","http://www.cdisc.org","HEIGHT","C25347","Code","Code_465"
"961f7c0b-9b72-4e6a-9ec5-bf74eb70a5bf","2023-12-15","http://www.cdisc.org","ALT","C64433","Code","Code_466"
"00dd1cf4-5b7b-478d-9469-4ca4fa79342b","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_467"
"3ebb2809-54b5-4e7c-80d7-061379be732c","2023-12-15","http://www.cdisc.org","Unit per Liter","C67456","Code","Code_468"
"1708ab47-bf9c-4795-ad6c-181d24b3fb56","2023-12-15","http://www.cdisc.org","Microkatal per Liter","C67397","Code","Code_469"
"737b72e6-f44c-4d3f-ab86-53ff68c2e6f9","2023-12-15","http://www.cdisc.org","International Unit per Liter","C67376","Code","Code_470"
"70508ed8-0ffb-4253-b8bd-4bc250b0147a","2023-12-15","http://www.cdisc.org","Nanokatal per Liter","C70510","Code","Code_471"
"0cc96251-d9b3-4ad5-9c3e-04b0f10f8525","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","Code_472"
"75fc0c92-bdd9-424c-95bb-170c5edc1e40","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_473"
"d0a4e325-941e-406b-9ea3-36bb8d0ce6ec","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_474"
"6f2a363e-60d8-489a-980d-cebe273c8f1a","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_475"
"9981d9c4-012a-456f-80ec-c27486b7c4bc","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_476"
"f51b3ee2-9210-4a44-8b83-87ab84d2dfd6","2023-12-15","http://www.cdisc.org","ALT","C64433","Code","Code_477"
"53b6e475-4c62-416e-aded-8cd62332f6e3","2023-12-15","http://www.cdisc.org","ALB","C64431","Code","Code_478"
"09a5cc88-8feb-48bf-82c1-725c69b936a8","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_479"
"2a780fd9-bb2c-49e8-b7c2-2bedf1c7d17e","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_480"
"650d2cbc-12dc-4433-bc05-115c6f0921e5","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_481"
"619b35ba-f465-43fc-a9c2-be39a7dc42f7","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_482"
"16e41569-62ce-4cca-875a-f071af56a157","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_483"
"527e2eb3-23d2-427a-b860-2ad5cea074f3","2023-12-15","http://www.cdisc.org","ALB","C64431","Code","Code_484"
"3ae5f15b-f89e-4359-8f8c-9d81cf9343df","2023-12-15","http://www.cdisc.org","ALP","C64432","Code","Code_485"
"b3e5f9f6-412e-46a8-9450-0cbc9e68872c","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_486"
"603043ea-e7b9-4bc6-883d-ce5ab2639a3f","2023-12-15","http://www.cdisc.org","Unit per Liter","C67456","Code","Code_487"
"d260e675-8e10-4205-a747-248266176bf1","2023-12-15","http://www.cdisc.org","Microkatal per Liter","C67397","Code","Code_488"
"f1f956b9-830f-4429-9e9f-dc43c31ca3e6","2023-12-15","http://www.cdisc.org","International Unit per Liter","C67376","Code","Code_489"
"1ddea10f-9acc-4d39-9833-6ff5b2be149d","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","Code_490"
"3e8cc508-5f16-4957-b4e3-a3165da1916e","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_491"
"9b661b64-b7a5-42db-a70a-36c4496ac91e","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_492"
"314e9936-df1e-42f8-9779-7f5f919b7985","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_493"
"3c1e101f-340e-464f-9607-15dfa2228718","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_494"
"a89bfacb-ab44-4e84-a6f2-a293da49a363","2023-12-15","http://www.cdisc.org","ALP","C64432","Code","Code_495"
"977d6d68-db80-4f2f-bbf2-01f6af7b7c59","2023-12-15","http://www.cdisc.org","AST","C64467","Code","Code_496"
"5229bb0e-f526-4a21-afa4-5e761115bb21","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_497"
"4a90cafa-e43a-4015-820e-665526cdd963","2023-12-15","http://www.cdisc.org","Unit per Liter","C67456","Code","Code_498"
"19706080-2c38-4223-a96a-e3439fff089a","2023-12-15","http://www.cdisc.org","Microkatal per Liter","C67397","Code","Code_499"
"5d53efbf-bdbc-4c1c-a4fd-ed81981f17e6","2023-12-15","http://www.cdisc.org","International Unit per Liter","C67376","Code","Code_500"
"97b7cab8-b13c-4201-91ed-ef816a16b4d3","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","C67365","Code","Code_501"
"79815a8d-5a44-4691-bdce-f41c608ddc8b","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_502"
"7324b708-bc3a-4ee3-9798-a8605526cce8","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_503"
"0e6ebe05-5dc6-4996-b044-a5b269cd0936","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_504"
"09b122ba-4f6d-4748-bdb3-28375a046a22","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_505"
"b69765e5-6d03-4172-ae29-44098e54e58e","2023-12-15","http://www.cdisc.org","AST","C64467","Code","Code_506"
"8a96f5fb-9535-4c55-a2ea-9e74abeed04a","2023-12-15","http://www.cdisc.org","CREAT","C64547","Code","Code_507"
"33904ab4-2a50-47f2-84ba-8e80928a98e8","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_508"
"cab65e9e-fcef-41dd-ab05-99fa01f0b898","2023-12-15","http://www.cdisc.org","Milligram per Deciliter","C67015","Code","Code_509"
"146c3e0d-3c21-471c-8a4e-a0ff56b73dd5","2023-12-15","http://www.cdisc.org","Microgram per Milliliter","C64572","Code","Code_510"
"1bf470e6-7885-466f-b77d-7ce8d9c27dc8","2023-12-15","http://www.cdisc.org","Millimole per Liter","C64387","Code","Code_511"
"7dba5f3b-3334-4740-8560-3e58eb0fa0df","2023-12-15","http://www.cdisc.org","Micromole per Liter","C48508","Code","Code_512"
"0ab50821-50a6-4ebc-a5fd-33d716715115","2023-12-15","http://www.cdisc.org","Unit of Concentration","C48207","Code","Code_513"
"eb28a9c7-2fb4-4075-8a7b-cd80207e1629","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_514"
"8ec2a596-6ac0-4864-af11-d5b93e748ad8","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_515"
"0fe7fd59-4d90-4159-815e-00a265c1ae6a","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_516"
"dd6cbc00-4457-4989-9b24-4261c0a1efd6","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_517"
"0e31b1fd-c50b-41d0-ab7a-f5ca7d39eed2","2023-12-15","http://www.cdisc.org","CREAT","C64547","Code","Code_518"
"abf1c6e3-f0a0-4380-a48d-276fca038689","2023-12-15","http://www.cdisc.org","K","C64853","Code","Code_519"
"4e4386bc-8125-423b-80b3-de7cecd1ec06","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_520"
"88f83236-dbe3-452a-8e44-398b722fcbb9","2023-12-15","http://www.cdisc.org","Milliequivalent per Liter","C67474","Code","Code_521"
"fbe5a249-5343-4e68-9c42-e78f1639631e","2023-12-15","http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code","Code_522"
"b905f7ac-ebd3-4d6f-be07-e0d151a1f8cb","2023-12-15","http://www.cdisc.org","Millimole per Liter","C64387","Code","Code_523"
"c874d2ee-23a0-45e8-8080-0e623f14a037","2023-12-15","http://www.cdisc.org","Molarity Unit","C64567","Code","Code_524"
"a17ad8d0-8edf-4675-9c18-327260ac7c44","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_525"
"e285605a-bca6-4129-b9ac-713281db70ee","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_526"
"9b434d54-9cde-4577-baed-e338612763ec","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_527"
"7b5a8833-8426-48e7-907c-0775cdca3ed3","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_528"
"2c8ce223-e959-4f89-a370-1855be7713cf","2023-12-15","http://www.cdisc.org","K","C64853","Code","Code_529"
"b5c678e3-aae6-4345-89e4-6bc1125b24fb","2023-12-15","http://www.cdisc.org","SODIUM","C64809","Code","Code_530"
"9d4fd62e-81fd-4ea3-84a0-2fd23987a09f","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_531"
"8506324c-2300-49a5-a3f6-4b944fe2e555","2023-12-15","http://www.cdisc.org","Milliequivalent per Liter","C67474","Code","Code_532"
"edbb7f59-344d-474d-9d6b-0d9a656fc0fd","2023-12-15","http://www.cdisc.org","Milliequivalent per Deciliter","C67473","Code","Code_533"
"621d8a82-347f-48dd-a81b-77b966401a83","2023-12-15","http://www.cdisc.org","Millimole per Liter","C64387","Code","Code_534"
"6e04fb8c-f081-4bfd-98ab-ca9bb0255b88","2023-12-15","http://www.cdisc.org","Molarity Unit","C64567","Code","Code_535"
"014256f8-27e3-4a0c-b83e-556eee5aa893","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_536"
"8044e8dd-0ba6-40d8-8cb4-05c64c5b552b","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_537"
"cdd9c5e4-6330-41d9-9d18-a0c15c59c5f4","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_538"
"4281c23b-255d-4d6f-a585-0a98c4ccb9c8","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_539"
"c82daead-ca9a-4fca-9f1d-f57abe7743ee","2023-12-15","http://www.cdisc.org","SODIUM","C64809","Code","Code_540"
"6d428ae9-8a54-44c9-aa9d-0017a58af49b","2023-12-15","http://www.cdisc.org","HBA1C","C64849","Code","Code_541"
"c58d7318-0415-4935-960b-57639502bf12","2023-12-15","http://www.cdisc.org","Laboratory Test Result","C36292","Code","Code_542"
"1a7c3df3-4c51-415d-b855-175d2bafddc9","2023-12-15","http://www.cdisc.org","Gram per Deciliter","C64783","Code","Code_543"
"23a73383-2211-4e3a-8744-8de54856615e","2023-12-15","http://www.cdisc.org","LBORRESU","No Concept Code","Code","Code_544"
"2ff03580-2fff-4fcf-bc66-77b49de634bb","2023-12-15","http://www.cdisc.org","Biospecimen Type","C70713","Code","Code_545"
"776604c2-ba23-4971-9884-3bc47e8acd2d","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_546"
"70dd4d79-d119-4517-a833-fa060320d624","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_547"
"38de756c-6d09-4dda-9570-4fe71b8c7415","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","C83309","Code","Code_548"
"f5eed996-dc11-478f-93c2-d92bd254c52b","2023-12-15","http://www.cdisc.org","HBA1C","C64849","Code","Code_549"
"b51f0069-a627-4973-a174-fdcb9e461da3","2023-12-15","http://www.cdisc.org","Adverse Event Verbatim Description","C78541","Code","Code_145"
"cfed1d5a-9e3e-4f1a-8e29-1ef736de15f6","2023-12-15","http://www.cdisc.org","Adverse Event Dictionary Derived Term","C83344","Code","Code_146"
"92ec18c4-7160-4d2c-87ac-8568d4b70a23","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_147"
"c59d09ef-a378-432a-bd39-b0db9bd81406","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_148"
"9dc8f304-e6ed-4ea0-b6f8-ae198f7c1ade","2023-12-15","http://www.cdisc.org","Adverse Event Pre-specified","C87840","Code","Code_149"
"a533cd54-eed9-42df-abb8-7227715cf854","2023-12-15","http://www.cdisc.org","Adverse Event Location","C83205","Code","Code_150"
"7765159a-1170-4e35-b861-a6f3590aade3","2023-12-15","http://www.cdisc.org","Severity of Adverse Event","C53253","Code","Code_151"
"9db3940f-cea5-40cf-9ea2-6554270f1121","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_152"
"90730de8-1bbb-48d4-bae2-e245583953e2","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_153"
"0a75c69a-0840-418e-968a-fc5b9330503c","2023-12-15","http://www.cdisc.org","Seriousness of Adverse Event","C53252","Code","Code_154"
"ba82564d-fb80-425f-91c3-49f9e768fca0","2023-12-15","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","C83013","Code","Code_155"
"e84997e9-e01c-4978-8d3c-fde94a4f9e4d","2023-12-15","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","C83109","Code","Code_156"
"29b7fc07-4e3a-4a80-a2ab-60156929ebde","2023-12-15","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","C41358","Code","Code_157"
"179c30b1-6853-43a8-b91f-d08afa044c27","2023-12-15","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","C83210","Code","Code_158"
"f572f3d7-0634-4a59-8660-337f35e99b19","2023-12-15","http://www.cdisc.org","Adverse Event Pattern","C83208","Code","Code_159"
"5802148d-1155-4226-83ea-e3ff91e90f99","2023-12-15","http://www.cdisc.org","Adverse Event Outcome","C49489","Code","Code_160"
"e192ca0a-60d7-41a3-b59a-cdad99f3638a","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_161"
"9fef435a-476e-45ba-a2f7-38de9fa89261","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_162"
"f82ed542-e3e3-472c-ba86-f19222d2db1c","2023-12-15","http://www.cdisc.org","Adverse Event Involves Cancer","C83211","Code","Code_163"
"5564b10e-dce0-4839-a77e-1c933bc9690f","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_164"
"2b51d3c3-6831-452e-b9ed-536bfbe839b6","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_165"
"4313770b-77a4-49a1-94e9-9c2b340193ec","2023-12-15","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","C83117","Code","Code_166"
"3a0614c6-8162-4ca2-8055-901bf3ba85d7","2023-12-15","http://www.cdisc.org","No","C49487","Code","Code_167"
"eecbefae-2f7e-4ff8-b17c-41c4d56b083f","2023-12-15","http://www.cdisc.org","Yes","C49488","Code","Code_168"
