"uuid:ID","text","name","id","sectionTitle","sectionNumber"
"03b4fc8f-6fa8-42d3-8faa-2e142a08d591","<div></div>","SECTION 6.3","NarrativeContent_35","Dosing and Administration","6.3"
"6f0b4fc6-81da-4fcb-880b-b7debb0b5cd8","<div></div>","SECTION 6.3.1","NarrativeContent_36","Trial Intervention Dose Modification","6.3.1"
"8eabd86d-bd01-41f9-97b4-b2a604faceba","<div></div>","SECTION 6.4","NarrativeContent_37","Treatment of Overdose","6.4"
"7a5305f3-768a-4062-8868-b404a3682ceb","<div></div>","SECTION 6.5","NarrativeContent_38","Preparation, Handling, Storage and Accountability","6.5"
"c24751f2-8b78-43b7-9d36-f7f0b04cc350","<div></div>","SECTION 6.5.1","NarrativeContent_39","Preparation of Trial Intervention","6.5.1"
"9634156a-6686-4f1a-89ac-1e005baa040d","<div></div>","SECTION 6.5.2","NarrativeContent_40","Handling and Storage of Trial Intervention","6.5.2"
"5cc1965f-a512-45ba-a58b-e83bb68a752d","<div></div>","SECTION 6.5.3","NarrativeContent_41","Accountability of Trial Intervention","6.5.3"
"ea129906-585b-4e96-937c-a99675654d7e","<div></div>","SECTION 6.6","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","6.6"
"a26a1ba5-854e-4834-b4d3-41416b7354a8","<div></div>","SECTION 6.6.1","NarrativeContent_43","Participant Assignment","6.6.1"
"501b825c-51fd-4e72-8e45-9c27c4c3dd6b","<div></div>","SECTION 6.6.2","NarrativeContent_44","Randomisation","6.6.2"
"d06dd3de-a984-4687-9db7-edd99a0fc244","<div><p>Blinding and unblinding text here please</p></div>","SECTION 6.6.3","NarrativeContent_45","Blinding and Unblinding","6.6.3"
"40e0f853-f692-4a61-b54a-e38cbff22b9a","<div></div>","SECTION 6.7","NarrativeContent_46","Trial Intervention Compliance","6.7"
"8200cda2-4b4a-4b57-81c7-31b0f1d47dc4","<div></div>","SECTION 6.8","NarrativeContent_47","Concomitant Therapy","6.8"
"a13c0287-8d00-461a-b1f3-4ab105ac5b92","<div></div>","SECTION 6.8.1","NarrativeContent_48","Prohibited Concomitant Therapy","6.8.1"
"e7062c57-3f94-432f-a32a-901cc3d06832","<div></div>","SECTION 6.8.2","NarrativeContent_49","Permitted Concomitant Therapy","6.8.2"
"d61944d8-70ed-4c38-8a81-219fea25cbf0","<div></div>","SECTION 6.8.3","NarrativeContent_50","Rescue Therapy","6.8.3"
"16d8ba9d-c0f6-4ec4-acb0-be0b190d8955","<div></div>","SECTION 6.8.4","NarrativeContent_51","Other Therapy","6.8.4"
"db3920c7-f6d5-4e25-8221-6194c9f8f33c","<div></div>","SECTION 7","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","7"
"dd4fd26d-c6fb-4d63-8973-43b96f599a2d","<div></div>","SECTION 7.1","NarrativeContent_53","Discontinuation of Trial Intervention","7.1"
"319a38c5-5ced-4aad-9df5-cb0add7653cd","<div></div>","SECTION 7.1.1","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","7.1.1"
"705d28af-47fb-4ae3-b85e-93a22649510b","<div></div>","SECTION 7.1.2","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","7.1.2"
"27dfa082-aea4-473b-bcfb-9cce70df45e6","<div></div>","SECTION 7.1.3","NarrativeContent_56","Rechallenge","7.1.3"
"d136254e-60ea-4109-a3a1-d59a0508b058","<div></div>","SECTION 7.2","NarrativeContent_57","Participant Withdrawal from the Trial","7.2"
"2c7e4544-8d61-4c54-866d-a90ee0df381d","<div></div>","SECTION 7.3","NarrativeContent_58","Lost to Follow-Up","7.3"
"86134118-5886-4310-af2b-cfeba389335c","<div></div>","SECTION 7.4","NarrativeContent_59","Trial Stopping Rules","7.4"
"436ac9e4-6b02-42b3-a3a5-d89811de7137","<div></div>","SECTION 8","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","8"
"bc99cb30-b902-4404-990c-aea13ac180d9","<div></div>","SECTION 8.1","NarrativeContent_61","Screening/Baseline Assessments and Procedures","8.1"
"67ceb681-d62c-467d-b976-54a845ef2398","<div></div>","SECTION 8.2","NarrativeContent_62","Efficacy Assessments and Procedures","8.2"
"875498a2-c638-43bf-be75-9323e3444550","<div></div>","SECTION 8.3","NarrativeContent_63","Safety Assessments and Procedures","8.3"
"cd1a7c47-649c-4c96-8353-89e6e60a7684","<div></div>","SECTION 8.3.1","NarrativeContent_64","Physical Examination","8.3.1"
"79522bce-1a6e-4b07-bcce-4a575454ada3","<div></div>","SECTION 8.3.2","NarrativeContent_65","Vital Signs","8.3.2"
"d6a206da-1466-426c-8d98-471591f20bbb","<div></div>","SECTION 8.3.3","NarrativeContent_66","Electrocardiograms","8.3.3"
"4f76590f-25d4-4d5d-85a9-9b5140cf07a2","<div></div>","SECTION 8.3.4","NarrativeContent_67","Clinical Laboratory Assessments","8.3.4"
"5d3821cf-aad9-4125-ae7d-a472bff14881","<div></div>","SECTION 8.3.5","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","8.3.5"
"7c175140-1671-4b24-9a20-4b4b9d4106d6","<div></div>","SECTION 8.4","NarrativeContent_69","Adverse Events and Serious Adverse Events","8.4"
"4a5fc68e-8475-4595-bf81-514dea5651d4","<div></div>","SECTION 8.4.1","NarrativeContent_70","Definitions of AE and SAE","8.4.1"
"772d1634-e30d-4ffe-908c-9cec42e30432","<div></div>","SECTION 8.4.2","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","8.4.2"
"d4f48bed-ba02-4f93-8869-f5b1b252eb47","<div></div>","SECTION 8.4.3","NarrativeContent_72","Identifying AEs and SAEs","8.4.3"
"b87d0ae8-58a3-4367-a71f-d7a877cb714d","<div></div>","SECTION 8.4.4","NarrativeContent_73","Recording of AEs and SAEs","8.4.4"
"b8e5529b-f683-41ea-b8d0-ec548a47f4d9","<div></div>","SECTION 8.4.5","NarrativeContent_74","Follow-up of AEs and SAEs","8.4.5"
"fb55df74-f611-4f7f-bd1b-bec616cba89a","<div></div>","SECTION 8.4.6","NarrativeContent_75","Reporting of SAEs","8.4.6"
"8efb35dc-bcab-4365-bc2b-7301eaf293d1","<div></div>","SECTION 8.4.7","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","8.4.7"
"be4dc36b-4ee3-414b-84f1-e8bcf0d83780","<div></div>","SECTION 8.4.8","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","8.4.8"
"a0a76ac4-f741-4105-8873-eb34514553f3","<div></div>","SECTION 8.4.9","NarrativeContent_78","Adverse Events of Special Interest","8.4.9"
"c934fd5b-838b-41ea-9844-c1e09978aa1c","<div></div>","SECTION 8.4.10","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","8.4.10"
"3af56088-e63b-437a-9cca-edcaba69f91d","<div></div>","SECTION 8.5","NarrativeContent_80","Pregnancy and Postpartum Information","8.5"
"24807655-eb3b-470a-b29b-87aed18087d7","<div></div>","SECTION 8.5.1","NarrativeContent_81","Participants Who Become Pregnant During the Trial","8.5.1"
"1ba1d3e7-f2c3-4c43-ae93-83b3b675fac3","<div></div>","SECTION 8.5.2","NarrativeContent_82","Participants Whose Partners Become Pregnant","8.5.2"
"1eaf53f7-1d35-4fa0-bc74-822f3a179a2f","<div></div>","SECTION 8.6","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","8.6"
"9de20cb4-f2e9-41e6-95c6-84db880a8d95","<div></div>","SECTION 8.6.1","NarrativeContent_84","Definition of Medical Device Product Complaints","8.6.1"
"d42b0015-81af-4cc0-bdb2-86215f6d7e25","<div></div>","SECTION 8.6.2","NarrativeContent_85","Recording of Medical Device Product Complaints","8.6.2"
"cb0bbb06-c48b-4c63-bf72-4ac3ff18085e","<div></div>","SECTION 8.6.3","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","8.6.3"
"4c7cb6e8-44a1-416f-b3af-abcfc2b8a757","<div></div>","SECTION 8.6.4","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","8.6.4"
"243acd76-47bb-4d45-9ceb-5f48d15e29b6","<div></div>","SECTION 8.6.5","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","8.6.5"
"81af3995-942d-4515-b450-ed3feb6b608f","<div></div>","SECTION 8.7","NarrativeContent_89","Pharmacokinetics","8.7"
"354712ee-8d82-461c-8612-1f5adac785af","<div></div>","SECTION 8.8","NarrativeContent_90","Genetics","8.8"
"9b31a648-5422-442b-bc82-6ec6ac836747","<div></div>","SECTION 8.9","NarrativeContent_91","Biomarkers","8.9"
"50099681-c930-4752-9e8d-55a7b13df290","<div></div>","SECTION 8.1","NarrativeContent_92","Immunogenicity Assessments","8.1"
"4041a5fc-1c3e-4f10-815e-f7ac9a09dfbd","<div></div>","SECTION 8.1.1","NarrativeContent_93","Medical Resource Utilisation and Health Economics","8.1.1"
"1c2ce4d6-c9ff-456b-bbe8-3a38b755b61f","<div></div>","SECTION 9","NarrativeContent_94","STATISTICAL CONSIDERATIONS","9"
"6202492c-98cd-44ff-808a-030613f96d80","<div></div>","SECTION 9.1","NarrativeContent_95","Analysis Sets","9.1"
"38d63d0f-92db-47e8-bbb5-a8d91a3a91e2","<div></div>","SECTION 9.2","NarrativeContent_96","Analyses Supporting Primary Objective(s)","9.2"
"c5cbc7f2-f228-461b-b677-8096bc4898b7","<div></div>","SECTION 9.2.1","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","9.2.1"
"eec268ed-e198-4a09-9c8f-a956baddfc76","<div></div>","SECTION 9.2.2","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","9.2.2"
"3f8c8492-40f2-4519-996d-5cf4c90b7adc","<div></div>","SECTION 9.2.3","NarrativeContent_99","Handling of Missing Data","9.2.3"
"76161dd0-1c55-403d-a1f0-663cf93ba216","<div></div>","SECTION 9.2.4","NarrativeContent_100","Sensitivity Analysis","9.2.4"
"8c230112-7280-43fc-9b84-90688abf794a","<div></div>","SECTION 9.2.5","NarrativeContent_101","Supplementary Analysis","9.2.5"
"195c1935-38df-42f6-876e-2441d49797c6","<div></div>","SECTION 9.3","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","9.3"
"3f5fd81a-51cc-4667-97ec-ec66061733a1","<div></div>","SECTION 9.4","NarrativeContent_103","Analysis of Exploratory Objective(s)","9.4"
"12db961b-6af4-48aa-8066-1553009643a8","<div></div>","SECTION 9.5","NarrativeContent_104","Safety Analyses","9.5"
"ebeb19ef-6414-4beb-ac9c-2e7cac1bcab0","<div></div>","SECTION 9.6","NarrativeContent_105","Other Analyses","9.6"
"c60a31ef-3305-4fdf-aab7-2edc67fddeab","<div></div>","SECTION 9.7","NarrativeContent_106","Interim Analyses","9.7"
"54863ee6-7ec0-4c16-8314-0966061e3759","<div></div>","SECTION 9.8","NarrativeContent_107","Sample Size Determination","9.8"
"2c5de1f9-100f-4cef-9d37-ab17d4da8602","<div></div>","SECTION 9.9","NarrativeContent_108","Protocol Deviations","9.9"
"47bc5932-0cb8-41a1-a8f2-d44eb9499729","<div></div>","SECTION 10","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","10"
"a167483c-c26e-49d1-a3d6-5c1cb752966a","<div></div>","SECTION 10.1","NarrativeContent_110","Regulatory and Ethical Considerations","10.1"
"9c377d75-5aed-4476-ba72-933b3bdd5072","<div></div>","SECTION 10.2","NarrativeContent_111","Committees","10.2"
"03695730-f49b-473b-824d-4df7c2d06d27","<div></div>","SECTION 10.3","NarrativeContent_112","Informed Consent Process","10.3"
"078f8c16-2dec-42a6-8773-4122199df32f","<div></div>","SECTION 10.4","NarrativeContent_113","Data Protection","10.4"
"c693cd61-675e-4e9c-964e-1ac74717f983","<div></div>","SECTION 10.5","NarrativeContent_114","Early Site Closure or Trial Termination","10.5"
"9ba97367-099c-4d8b-8ffe-99f99294ae09","<div></div>","SECTION 11","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","11"
"f102551c-94f7-468d-a401-91a1755bbf96","<div></div>","SECTION 11.1","NarrativeContent_116","Quality Tolerance Limits","11.1"
"68aa463f-ce9c-45b2-8f31-07ff156026b0","<div></div>","SECTION 11.2","NarrativeContent_117","Data Quality Assurance","11.2"
"8c5b0134-aabd-4f1a-b0dc-b8a8cf36d6fd","<div></div>","SECTION 11.3","NarrativeContent_118","Source Data","11.3"
"1558e216-031f-4f73-882f-168324ec7a1e","<div></div>","SECTION 12","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","12"
"48fe44c4-01ef-4947-ac57-2a2098eee68c","<div></div>","SECTION 12.1","NarrativeContent_120","Further Details and Clarifications on the AE Definition","12.1"
"db9a0eb5-891c-4144-8453-3733a68b8fc4","<div></div>","SECTION 12.2","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","12.2"
"bcfaea88-744c-46a3-b3aa-31af5c35a583","<div></div>","SECTION 12.3","NarrativeContent_122","Severity","12.3"
"fc5f91b0-aebb-42d5-8b78-8e76ece785f4","<div></div>","SECTION 12.4","NarrativeContent_123","Causality","12.4"
"0bdeca4f-cca1-4897-a212-bfa12726bff7","<div></div>","SECTION 13","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","13"
"8c8d0943-9055-488a-9741-75d1c8789672","<div></div>","SECTION 13.1","NarrativeContent_125","Contraception and Pregnancy Testing","13.1"
"a0dae6a8-b692-4332-beb3-7df995a63c0f","<div></div>","SECTION 13.1.1","NarrativeContent_126","Definitions Related to Childbearing Potential","13.1.1"
"60146948-7aa8-417f-9369-c33896464c54","<div></div>","SECTION 13.1.2","NarrativeContent_127","Contraception","13.1.2"
"2f6a97b0-98fe-4cdb-aaa5-d229207b3027","<div></div>","SECTION 13.1.3","NarrativeContent_128","Pregnancy Testing","13.1.3"
"444a84b4-8d21-4505-a3b6-35c8753cfb7f","<div></div>","SECTION 13.2","NarrativeContent_129","Clinical Laboratory Tests","13.2"
"a79b5543-496e-4971-9e28-dc00ecf44661","<div></div>","SECTION 13.3","NarrativeContent_130","Country/Region-Specific Differences","13.3"
"196a267b-e2da-4cee-a161-dd6b718c15b5","<div></div>","SECTION 13.4","NarrativeContent_131","Prior Protocol Amendments","13.4"
"36126d2a-16ae-424d-9718-a97e2f1b0fd2","<div></div>","SECTION 14","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","14"
"8d34e314-b861-4a67-9ae9-46a3f1fa83e7","<div></div>","SECTION 15","NarrativeContent_133","APPENDIX: REFERENCES","15"
