"name","sectionNumber","uuid:ID","text","sectionTitle","id"
"SECTION 4.2.1","4.2.1","fa540ff2-839c-478f-a894-1f5c13a20d1f","<div></div>","Rationale for Comparator","NarrativeContent_15"
"SECTION 4.2.2","4.2.2","6c95def0-d520-448f-bb51-46d05be8ad83","<div></div>","Rationale for Adaptive or Novel Trial Design","NarrativeContent_16"
"SECTION 4.2.3","4.2.3","4af5e2e2-7a24-4073-bf3c-aa77e25bd144","<div></div>","Other Trial Design Considerations","NarrativeContent_17"
"SECTION 4.3","4.3","ba58b85f-5a43-4db4-bb8e-7a287a5fe409","<div></div>","Access to Trial Intervention After End of Trial","NarrativeContent_18"
"SECTION 4.4","4.4","bd6d271a-81ee-461f-a3c4-1bac2dbe29be","<div></div>","Start of Trial and End of Trial","NarrativeContent_19"
"SECTION 5","5","f872776c-df99-4c8c-9858-787192215210","<div></div>","TRIAL POPULATION","NarrativeContent_20"
"SECTION 5.1","5.1","3a72621f-fd19-48d3-b436-7b181baff942","<div></div>","Selection of Trial Population","NarrativeContent_21"
"SECTION 5.2","5.2","932bcfc0-0de8-4f8c-9289-ad8247d72faa","<div></div>","Rationale for Trial Population","NarrativeContent_22"
"SECTION 5.3","5.3","f7c17240-ae41-4f25-9c21-0654230d5402","<div><p>Inclusion criteria are:</p>
<ul>
  <li>1. Something</li>
  <li>2. Something else</li>
</ul></div>","Inclusion Criteria","NarrativeContent_23"
"SECTION 5.4","5.4","4b872b2a-4a63-4d2a-a9ac-acc6803dd43d","<div><p>Exclusion criteria are:</p>
<ul>
  <li>1. Dont do this</li>
  <li>2. And don't do that</li>
</ul></div>","Exclusion Criteria","NarrativeContent_24"
"SECTION 5.5","5.5","1a8d1856-a0cc-4056-87f6-48d93366f7f4","<div></div>","Lifestyle Considerations","NarrativeContent_25"
"SECTION 5.5.1","5.5.1","fa30cd5c-ed54-48aa-80d8-83bbefd4768c","<div></div>","Meals and Dietary Restrictions","NarrativeContent_26"
"SECTION 5.5.2","5.5.2","f7372513-1439-400f-ba71-db583472e75b","<div></div>","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_27"
"SECTION 5.5.3","5.5.3","2c89d054-8e67-41f4-a9b1-3e882ab91d44","<div></div>","Physical Activity","NarrativeContent_28"
"SECTION 5.5.4","5.5.4","83d3c1ff-3306-4d5c-8e49-5b5d090632c8","<div></div>","Other Activity","NarrativeContent_29"
"SECTION 5.6","5.6","44f09408-96a0-4b42-98d0-caee00a2114d","<div></div>","Screen Failures","NarrativeContent_30"
"SECTION 6","6","735afb89-2b21-461d-abc5-a58261ea052a","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_31"
"SECTION 6.1","6.1","fc15a38d-86d2-4698-96e4-381fb25e1b05","<div></div>","Description of Trial Intervention","NarrativeContent_32"
"SECTION 6.2","6.2","9ae28f1d-71ab-4d13-8ef8-3bc11413f7a9","<div></div>","Rationale for Trial Intervention","NarrativeContent_33"
"SECTION 6.3","6.3","3434dce7-88c1-4afd-97a8-e93c0145170d","<div></div>","Dosing and Administration","NarrativeContent_34"
"SECTION 6.3.1","6.3.1","98487ef0-88d7-4484-b72a-bfe6bb1ec8cd","<div></div>","Trial Intervention Dose Modification","NarrativeContent_35"
"SECTION 6.4","6.4","c3832989-4419-49c0-b112-d9d1a0600e93","<div></div>","Treatment of Overdose","NarrativeContent_36"
"SECTION 6.5","6.5","e9db806f-7e77-4828-b140-71e4944f7209","<div></div>","Preparation, Handling, Storage and Accountability","NarrativeContent_37"
"SECTION 6.5.1","6.5.1","844db786-cc0c-421f-b6a4-51d31a6d215d","<div></div>","Preparation of Trial Intervention","NarrativeContent_38"
"SECTION 6.5.2","6.5.2","6a762729-ab17-469b-a40b-4014be8ee3d7","<div></div>","Handling and Storage of Trial Intervention","NarrativeContent_39"
"SECTION 6.5.3","6.5.3","ced4d940-5b3d-430d-a77e-69471f0b1e6c","<div></div>","Accountability of Trial Intervention","NarrativeContent_40"
"SECTION 6.6","6.6","8efb331c-ac26-4ddc-bc76-b669f2d83154","<div></div>","Participant Assignment, Randomisation and Blinding","NarrativeContent_41"
"SECTION 6.6.1","6.6.1","33c750cd-bbac-4b36-82da-7f4d3f3fe063","<div></div>","Participant Assignment","NarrativeContent_42"
"SECTION 6.6.2","6.6.2","975b5be7-35cc-4422-8b69-63fa7e5c3872","<div></div>","Randomisation","NarrativeContent_43"
"SECTION 6.6.3","6.6.3","971463e0-ee21-488a-83cf-c26c1ebf339a","<div><p>Blinding and unblinding text here please</p></div>","Blinding and Unblinding","NarrativeContent_44"
"SECTION 6.7","6.7","60c89f8c-415c-4c4a-9ad3-9ee45587810e","<div></div>","Trial Intervention Compliance","NarrativeContent_45"
"SECTION 6.8","6.8","900fd4af-9ea4-4c57-918d-a6154d8d756d","<div></div>","Concomitant Therapy","NarrativeContent_46"
"SECTION 6.8.1","6.8.1","659240ea-7577-45ef-8d13-10643047182b","<div></div>","Prohibited Concomitant Therapy","NarrativeContent_47"
"SECTION 6.8.2","6.8.2","05026955-70e4-408a-8cf0-175737cbb85d","<div></div>","Permitted Concomitant Therapy","NarrativeContent_48"
"SECTION 6.8.3","6.8.3","bec9a7d2-8f8b-40fd-88a2-fdff4ff8e04d","<div></div>","Rescue Therapy","NarrativeContent_49"
"SECTION 6.8.4","6.8.4","9b1dcf22-0192-4caf-a26c-76d589406028","<div></div>","Other Therapy","NarrativeContent_50"
"SECTION 7","7","4d962835-ceb4-44ce-907c-f1ca2d57d872","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_51"
"SECTION 7.1","7.1","3fa1b97a-5b1f-485d-8e90-ebbd73b7007b","<div></div>","Discontinuation of Trial Intervention","NarrativeContent_52"
"SECTION 7.1.1","7.1.1","15c899d9-331e-41a3-913f-b11b3b5a359a","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_53"
"SECTION 7.1.2","7.1.2","b53065a1-7f44-403d-a65a-28f2a89d7807","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_54"
"SECTION 7.1.3","7.1.3","7666d916-3ab9-4a54-bc33-f2bd8bee2846","<div></div>","Rechallenge","NarrativeContent_55"
"SECTION 7.2","7.2","f21d171f-a2fb-49dd-a4a5-0dddce9f960c","<div></div>","Participant Withdrawal from the Trial","NarrativeContent_56"
"SECTION 7.3","7.3","1d4ac8b0-d24b-4685-8ee4-7551f956ade0","<div></div>","Lost to Follow-Up","NarrativeContent_57"
"SECTION 7.4","7.4","26872b1c-b8ed-4eac-9ce7-b7fec8155655","<div></div>","Trial Stopping Rules","NarrativeContent_58"
"SECTION 8","8","ae2fc70e-6e23-41ed-83e0-3a42c6a9e4ff","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_59"
"SECTION 8.1","8.1","a3784516-b0a6-4dc0-97eb-b3d85d140455","<div></div>","Screening/Baseline Assessments and Procedures","NarrativeContent_60"
"SECTION 8.2","8.2","9f8c18b5-144d-4237-bddc-0d80b3823b13","<div></div>","Efficacy Assessments and Procedures","NarrativeContent_61"
"SECTION 8.3","8.3","6fbadffe-4a9a-407f-941b-66cb604e5f21","<div></div>","Safety Assessments and Procedures","NarrativeContent_62"
"SECTION 8.3.1","8.3.1","eddc982b-d41f-47c0-bc98-3326a466aa78","<div></div>","Physical Examination","NarrativeContent_63"
"SECTION 8.3.2","8.3.2","b23e2d58-e1c7-4f84-baf6-f422a226ca4a","<div></div>","Vital Signs","NarrativeContent_64"
"SECTION 8.3.3","8.3.3","bf5653d6-d6cd-4694-bc72-c770ca609546","<div></div>","Electrocardiograms","NarrativeContent_65"
"SECTION 8.3.4","8.3.4","c8f4f29f-79b7-4025-9228-f937b1922f75","<div></div>","Clinical Laboratory Assessments","NarrativeContent_66"
"SECTION 8.3.5","8.3.5","fe501a9b-4a7a-484e-89ed-8aaae5beca8e","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67"
"SECTION 8.4","8.4","5d08d5f0-35cd-4f7b-8e89-2f0aa4bd14ff","<div></div>","Adverse Events and Serious Adverse Events","NarrativeContent_68"
"SECTION 8.4.1","8.4.1","0e5c01e6-a8b1-4fe1-9e5a-54bdb8f34abc","<div></div>","Definitions of AE and SAE","NarrativeContent_69"
"SECTION 8.4.2","8.4.2","371683e4-fadd-4658-8699-04f788d8f614","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70"
"SECTION 8.4.3","8.4.3","ded9353c-46ae-455d-ac3e-9d5b5881b6c3","<div></div>","Identifying AEs and SAEs","NarrativeContent_71"
"SECTION 8.4.4","8.4.4","1de93016-7b42-429a-a18c-9a1e76d87597","<div></div>","Recording of AEs and SAEs","NarrativeContent_72"
"SECTION 8.4.5","8.4.5","23dde60b-828b-4b4d-ad65-0ebed9176b33","<div></div>","Follow-up of AEs and SAEs","NarrativeContent_73"
"SECTION 8.4.6","8.4.6","8b56467d-7891-4f35-9e27-89f1906791fe","<div></div>","Reporting of SAEs","NarrativeContent_74"
"SECTION 8.4.7","8.4.7","9759f987-3325-4ee8-84ee-51ebe6315ca0","<div></div>","Regulatory Reporting Requirements for SAEs","NarrativeContent_75"
"SECTION 8.4.8","8.4.8","6d0712fa-73c3-4a83-9e3b-ac38b5c9beff","<div></div>","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76"
"SECTION 8.4.9","8.4.9","a2c21d6e-98ad-435e-8335-e66603c4d0f3","<div></div>","Adverse Events of Special Interest","NarrativeContent_77"
"SECTION 8.4.10","8.4.10","836ae09e-99b3-4ef7-9330-20696d682205","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78"
"SECTION 8.5","8.5","45d39eb4-80d6-456b-9968-8048d39de0ea","<div></div>","Pregnancy and Postpartum Information","NarrativeContent_79"
"SECTION 8.5.1","8.5.1","6f529f85-b703-44de-b0d4-e2944fbf9846","<div></div>","Participants Who Become Pregnant During the Trial","NarrativeContent_80"
"SECTION 8.5.2","8.5.2","dd4492cd-1b96-409b-ba74-89ba511bd0e4","<div></div>","Participants Whose Partners Become Pregnant","NarrativeContent_81"
"SECTION 8.6","8.6","b684e7a7-cd21-4e1e-b1ab-8d7189641b3d","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82"
"SECTION 8.6.1","8.6.1","34c224ff-2e7b-4950-9cea-6789e350a5aa","<div></div>","Definition of Medical Device Product Complaints","NarrativeContent_83"
"SECTION 8.6.2","8.6.2","4bb414e4-a049-46b7-8577-0a119e6a5038","<div></div>","Recording of Medical Device Product Complaints","NarrativeContent_84"
"SECTION 8.6.3","8.6.3","d93c10fb-be4d-4f32-8fe8-e7c8724b4358","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85"
"SECTION 8.6.4","8.6.4","d2db48e6-bc8d-45f4-a4e3-c13aec5797df","<div></div>","Follow-Up of Medical Device Product Complaints","NarrativeContent_86"
"SECTION 8.6.5","8.6.5","dd1ec35f-b06f-4396-a59e-4f538dae5e8a","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87"
"SECTION 8.7","8.7","e38f55c7-062e-474a-87c8-665fb19c9e21","<div></div>","Pharmacokinetics","NarrativeContent_88"
"SECTION 8.8","8.8","eff0268d-9f39-498f-addd-b67bdade0022","<div></div>","Genetics","NarrativeContent_89"
"SECTION 8.9","8.9","8607bfb3-ab2f-4602-b238-aba2ed3002c0","<div></div>","Biomarkers","NarrativeContent_90"
"SECTION 8.1","8.1","5fb9cdd6-69f6-4ade-ba55-b322444f1333","<div></div>","Immunogenicity Assessments","NarrativeContent_91"
"SECTION 8.1.1","8.1.1","b0042308-5ce6-4c38-917d-b82a1ae2dc9b","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent_92"
"SECTION 9","9","036511ec-4299-445a-b87a-9a87d5b52910","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent_93"
"SECTION 9.1","9.1","c4f1c691-9aa6-4996-8225-38c447f7ae9a","<div></div>","Analysis Sets","NarrativeContent_94"
"SECTION 9.2","9.2","bcf4451f-f0e3-4d55-be12-066f7e0493cb","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent_95"
"SECTION 9.2.1","9.2.1","b57dcb23-5e36-4ec4-899b-f02508a26b72","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96"
"SECTION 9.2.2","9.2.2","4cb28698-c3e5-4097-849c-91c647dda057","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97"
"SECTION 9.2.3","9.2.3","855a7e34-9960-498d-be50-59dae06a537a","<div></div>","Handling of Missing Data","NarrativeContent_98"
"SECTION 9.2.4","9.2.4","299f7081-7e8a-49f0-a747-b7356848c16d","<div></div>","Sensitivity Analysis","NarrativeContent_99"
"SECTION 9.2.5","9.2.5","40e207fa-00a9-46b0-9463-504dc96e0b31","<div></div>","Supplementary Analysis","NarrativeContent_100"
"SECTION 9.3","9.3","d1e0a691-68b8-4289-9a7f-32c26eeec1d0","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent_101"
"SECTION 9.4","9.4","00b177ad-9fcc-46e0-b62b-1c76d4c1dd75","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent_102"
"SECTION 9.5","9.5","a6c1cbbd-3f1c-4559-beff-1021cd4456de","<div></div>","Safety Analyses","NarrativeContent_103"
"SECTION 9.6","9.6","ef9d76a8-25f4-4d34-a31a-a7f442dd57db","<div></div>","Other Analyses","NarrativeContent_104"
"SECTION 9.7","9.7","9f2b9527-f45e-434d-a65e-cf0d19a762cf","<div></div>","Interim Analyses","NarrativeContent_105"
"SECTION 9.8","9.8","e036466b-f331-4304-b891-7b247387a2e9","<div></div>","Sample Size Determination","NarrativeContent_106"
"SECTION 9.9","9.9","1032c97c-46aa-48c0-95ee-b6942131a16f","<div></div>","Protocol Deviations","NarrativeContent_107"
"SECTION 10","10","96c07d59-63fe-42ec-bb51-23c6b183e88f","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108"
"SECTION 10.1","10.1","ebc4ec1c-3c4f-4f11-a4f0-c79b4fdde60f","<div></div>","Regulatory and Ethical Considerations","NarrativeContent_109"
"SECTION 10.2","10.2","62adf126-6942-4d03-a2fb-c855af6dc81f","<div></div>","Committees","NarrativeContent_110"
"SECTION 10.3","10.3","4d12b436-4f63-4794-acb7-449be64295f4","<div></div>","Informed Consent Process","NarrativeContent_111"
"SECTION 10.4","10.4","1d69ba89-9c19-45ec-a30e-51855e29a860","<div></div>","Data Protection","NarrativeContent_112"
"SECTION 10.5","10.5","70357762-0baa-4446-8227-51db1b5b73aa","<div></div>","Early Site Closure or Trial Termination","NarrativeContent_113"
"SECTION 11","11","aeb5a195-2075-46f2-a5c2-c37ae60d5926","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114"
"SECTION 11.1","11.1","671732f0-9d91-435d-90f0-46eec5352fcd","<div></div>","Quality Tolerance Limits","NarrativeContent_115"
"SECTION 11.2","11.2","226662a3-15a6-4bd1-afc3-2b0f3742dbae","<div></div>","Data Quality Assurance","NarrativeContent_116"
"SECTION 11.3","11.3","ebd52c65-48ad-4f61-9349-e72dea3c25fa","<div></div>","Source Data","NarrativeContent_117"
"SECTION 12","12","3d18ae9c-608e-4a62-8a9f-786cfef4a22d","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118"
"SECTION 12.1","12.1","bc6dbbc4-627a-492a-a1a1-f0bfc2708a5f","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent_119"
"SECTION 12.2","12.2","714deb90-43a7-41be-91d3-2b5b0af358e3","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent_120"
"SECTION 12.3","12.3","f0b45010-df24-489a-bf79-3ac11438a736","<div></div>","Severity","NarrativeContent_121"
"SECTION 12.4","12.4","5e7f2207-1536-4899-8e93-89bda1976a34","<div></div>","Causality","NarrativeContent_122"
"SECTION 13","13","58da3e3e-fd52-4139-ad06-b026a5a47dd0","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123"
"SECTION 13.1","13.1","64aaa2a5-7489-47c5-87d1-f4f7c05779bb","<div></div>","Contraception and Pregnancy Testing","NarrativeContent_124"
"SECTION 13.1.1","13.1.1","958e6660-6ff7-4d95-a62c-245f3d4df715","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent_125"
"SECTION 13.1.2","13.1.2","e5635f01-9e6a-4bf5-8100-b8d4a73aec74","<div></div>","Contraception","NarrativeContent_126"
"SECTION 13.1.3","13.1.3","ff909eb2-36f3-4bb2-a540-faab04f8b395","<div></div>","Pregnancy Testing","NarrativeContent_127"
"SECTION 13.2","13.2","1901a09a-6a23-474c-a58b-736192f35e85","<div></div>","Clinical Laboratory Tests","NarrativeContent_128"
"SECTION 13.3","13.3","f9903096-2568-46bb-a60e-8ba303b163d3","<div></div>","Country/Region-Specific Differences","NarrativeContent_129"
"SECTION 13.4","13.4","4370599c-4a6c-4b88-a4a1-1b5635c8fdb0","<div></div>","Prior Protocol Amendments","NarrativeContent_130"
"SECTION 14","14","7adff4d3-57b1-44a8-a93c-35d1b92904cd","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131"
"SECTION 15","15","7836f934-2874-4d59-8159-86d1e72043be","<div></div>","APPENDIX: REFERENCES","NarrativeContent_132"
