"uuid:ID","instanceType","decode","id","code","codeSystemVersion","codeSystem"
"662ecfee-e9d5-4590-b218-2aff4a39daa7","Code","Parallel Study","Code_141","C82639","2023-12-15","http://www.cdisc.org"
"a6f73c9b-4484-40f6-8913-358bf3349e77","Code","Visit","Code_83","C25716","2023-12-15","http://www.cdisc.org"
"63efe86d-5390-41ae-b1cf-90b93ad5bf5d","Code","Clinic","Code_84","C51282","2023-12-15","http://www.cdisc.org"
"91f78eca-42b2-453f-8c1b-7d0eaa8cb9f7","Code","In Person","Code_85","C175574","2023-12-15","http://www.cdisc.org"
"80ddd3c1-2623-452b-a3e6-4d3ded93a360","Code","Visit","Code_86","C25716","2023-12-15","http://www.cdisc.org"
"80da5788-548b-4e1e-8614-7e4bb85ebd3b","Code","Clinic","Code_87","C51282","2023-12-15","http://www.cdisc.org"
"5c9bf2ba-c841-4b0f-879d-a4adf84cc3d1","Code","In Person","Code_88","C175574","2023-12-15","http://www.cdisc.org"
"11010dd0-9db8-4c2d-a254-23c8f22a80a1","Code","Visit","Code_89","C25716","2023-12-15","http://www.cdisc.org"
"7aca10a3-e4e9-4e2f-928d-479dae95cf68","Code","Clinic","Code_90","C51282","2023-12-15","http://www.cdisc.org"
"ca44fc03-b075-4cf3-81c5-329aeb338de5","Code","In Person","Code_91","C175574","2023-12-15","http://www.cdisc.org"
"d67b4210-787c-4a42-99ed-2b745313cbd6","Code","Visit","Code_92","C25716","2023-12-15","http://www.cdisc.org"
"43a829fd-4e76-48ad-88e8-e5aa38d64697","Code","Clinic","Code_93","C51282","2023-12-15","http://www.cdisc.org"
"7b1a3768-8692-4575-90ac-ff6cb059358e","Code","In Person","Code_94","C175574","2023-12-15","http://www.cdisc.org"
"f63abea6-0ab9-41d7-afa3-61d07a87fffc","Code","Visit","Code_95","C25716","2023-12-15","http://www.cdisc.org"
"076ef0d3-179b-4fe5-8e07-e08bbc740c31","Code","Clinic","Code_96","C51282","2023-12-15","http://www.cdisc.org"
"112cee6a-dd42-493d-80df-7c71ab9f7904","Code","In Person","Code_97","C175574","2023-12-15","http://www.cdisc.org"
"a2e2b945-e579-4039-82b0-82b44f192b9f","Code","Visit","Code_98","C25716","2023-12-15","http://www.cdisc.org"
"56d2f493-96e1-43ca-a477-acec8a5881d7","Code","Clinic","Code_99","C51282","2023-12-15","http://www.cdisc.org"
"690a9015-3768-4f12-9e47-906652a8189d","Code","In Person","Code_100","C175574","2023-12-15","http://www.cdisc.org"
"5b73f2df-53b2-4d5b-899a-57eb3d924032","Code","Visit","Code_101","C25716","2023-12-15","http://www.cdisc.org"
"bd6502a6-0ac7-4bc8-99ac-f7fde5bbc8b5","Code","Clinic","Code_102","C51282","2023-12-15","http://www.cdisc.org"
"742451b6-438e-4a61-addd-0430e1abc964","Code","In Person","Code_103","C175574","2023-12-15","http://www.cdisc.org"
"bcf8f8e4-68dd-4b16-b232-ba4d9e159dc3","Code","Telephone Call","Code_104","C171537","2023-12-15","http://www.cdisc.org"
"0e562708-35ae-4f26-a8c1-dd44668dfd2f","Code","Visit","Code_105","C25716","2023-12-15","http://www.cdisc.org"
"491f87b6-396d-44b7-9ab2-92e622d74330","Code","Clinic","Code_106","C51282","2023-12-15","http://www.cdisc.org"
"1775fb42-1c05-4332-b632-6f64418e4fd6","Code","In Person","Code_107","C175574","2023-12-15","http://www.cdisc.org"
"16c1df1d-4b51-4eaf-abe1-49f91a3f8e31","Code","Telephone Call","Code_108","C171537","2023-12-15","http://www.cdisc.org"
"51ae7ceb-7295-4109-a717-083631e87e1a","Code","Visit","Code_109","C25716","2023-12-15","http://www.cdisc.org"
"a4a887e9-5935-4e3f-bd8d-1c557ccbec88","Code","Clinic","Code_110","C51282","2023-12-15","http://www.cdisc.org"
"c778dc51-9777-46a4-a511-bc8798fbbf88","Code","In Person","Code_111","C175574","2023-12-15","http://www.cdisc.org"
"293420d3-d31c-4652-9ab0-34deeb8f422c","Code","Telephone Call","Code_112","C171537","2023-12-15","http://www.cdisc.org"
"ce8920a2-e2eb-4482-ac95-ba8a99f49e76","Code","Visit","Code_113","C25716","2023-12-15","http://www.cdisc.org"
"f2ead806-ee0a-4e83-bd09-d8976bfdc332","Code","Clinic","Code_114","C51282","2023-12-15","http://www.cdisc.org"
"543a3e29-7cd7-48c8-9e02-e98be07ea1d1","Code","In Person","Code_115","C175574","2023-12-15","http://www.cdisc.org"
"358767d2-4b71-49b0-9365-f4c19fdee581","Code","Telephone Call","Code_116","C171537","2023-12-15","http://www.cdisc.org"
"89aee964-75c9-4913-a1c2-27e9435a7327","Code","Visit","Code_117","C25716","2023-12-15","http://www.cdisc.org"
"9b081ecf-a9f0-4b39-95ec-8a3e4e0c31cb","Code","Clinic","Code_118","C51282","2023-12-15","http://www.cdisc.org"
"bad11e09-d864-46d7-857f-e77cd6730cca","Code","In Person","Code_119","C175574","2023-12-15","http://www.cdisc.org"
"533f655a-cc14-4b89-a355-b41f3c5bb0a5","Code","Visit","Code_120","C25716","2023-12-15","http://www.cdisc.org"
"4f4f1346-4c84-48ef-9d5d-55e1402f2df7","Code","Clinic","Code_121","C51282","2023-12-15","http://www.cdisc.org"
"e7a6c86e-fe3f-46cb-88e3-7e2bbb05c9e9","Code","In Person","Code_122","C175574","2023-12-15","http://www.cdisc.org"
"f4fc4a47-3b7c-44e5-b03b-57438afbf846","Code","CT of head without contrast","Code_80","383371000119108","January 31, 2018","SNOMED"
"d1acf384-ff21-4587-817f-438cacba17dc","Code","Subject Supine","Code_81","123","12","SPONSOR"
"77f19bda-0e34-49a5-a45b-e7697314551a","Code","Subject Standing","Code_82","124","12","SPONSOR"
"6c938db5-94d5-47c9-9b11-908ef3672fc6","Code","Dictionary-derived Term","Code_429","C82977","2023-12-15","http://www.cdisc.org"
"62c6ab58-a572-4275-ad6d-00dd7d15c442","Code","Reported Event Term","Code_430","C82571","2023-12-15","http://www.cdisc.org"
"87d6a96f-95c3-49e4-be10-3d751b25c437","Code","Observation Start Date Time","Code_431","C82517","2023-12-15","http://www.cdisc.org"
"6b18d168-029c-4b86-9bf9-5c81f0088552","Code","Informed Consent","Code_432","C16735","2023-12-15","http://www.cdisc.org"
"3edc3ae7-e3dc-4e39-9879-5b8ff271adca","Code","Male","Code_433","C20197","2023-12-15","http://www.cdisc.org"
"05e5ed0f-64e4-4a46-8088-0865e60cfb26","Code","Female","Code_434","C16576","2023-12-15","http://www.cdisc.org"
"daecd394-6b1b-4460-8911-eb6d51e04263","Code","Sex","Code_435","C28421","2023-12-15","http://www.cdisc.org"
"0ef16685-42db-4c59-8b64-be253462efa2","Code","Sex","Code_436","C28421","2023-12-15","http://www.cdisc.org"
"39deffdd-2f16-47bb-8083-757a8a8b3416","Code","Race","Code_437","C17049","2023-12-15","http://www.cdisc.org"
"b6fee42d-695b-4f5b-92f6-85363e4f461c","Code","Race","Code_438","C17049","2023-12-15","http://www.cdisc.org"
"b83eb7e4-d955-43c2-809f-b7856138fd68","Code","TEMP","Code_439","C174446","2023-12-15","http://www.cdisc.org"
"6af6ce6d-44f5-4730-8473-f79ce432cc6a","Code","Clinical Test Result","Code_440","C77140","2023-12-15","http://www.cdisc.org"
"f5cd26d1-8a42-4bf5-97ed-cd985c624c6a","Code","Degree Celsius","Code_441","C42559","2023-12-15","http://www.cdisc.org"
"607cecee-bdf1-4cc6-b2ca-1fdb64a57b88","Code","Degree Fahrenheit","Code_442","C44277","2023-12-15","http://www.cdisc.org"
"0eb99263-8d46-405c-82fc-4dd97f0aa9ed","Code","Kelvin","Code_443","C42537","2023-12-15","http://www.cdisc.org"
"3f9c1da3-db97-48bc-9ca0-478785639e5d","Code","Unit of Temperature","Code_444","C44276","2023-12-15","http://www.cdisc.org"
"6dd86d35-3ce7-4c2c-8951-a4db7094cbba","Code","Axilla","Code_445","C12674","2023-12-15","http://www.cdisc.org"
"0186e7bd-27fd-43b1-ba16-0f66bf0d7493","Code","Ear","Code_446","C12394","2023-12-15","http://www.cdisc.org"
"eb415a88-8345-4e2f-b121-83b26431c78e","Code","Forehead","Code_447","C89803","2023-12-15","http://www.cdisc.org"
"8afc1f89-6449-4109-961a-27484e81cf87","Code","Oral Cavity","Code_448","C12421","2023-12-15","http://www.cdisc.org"
"59d0f545-5545-41a0-9bdb-5cd545e65256","Code","Rectum","Code_449","C12390","2023-12-15","http://www.cdisc.org"
"16370856-6070-4348-9549-f4e26c443d9d","Code","Anatomic Site","Code_450","C13717","2023-12-15","http://www.cdisc.org"
"7c314eed-eec8-4072-913e-b24d7a9f6987","Code","TEMP","Code_451","C174446","2023-12-15","http://www.cdisc.org"
"44855278-fb8b-4a74-ba2c-0de470822b95","Code","WEIGHT","Code_452","C25208","2023-12-15","http://www.cdisc.org"
"1143750a-9e6a-43d2-a68d-b62d11b123ee","Code","Clinical Test Result","Code_453","C77140","2023-12-15","http://www.cdisc.org"
"8d0bc8ae-f1ef-420a-bb8a-a41f9c9ccc7b","Code","Pound","Code_454","C48531","2023-12-15","http://www.cdisc.org"
"9fb0d8d4-2d0a-4995-bfbd-111eb45ab17d","Code","Gram","Code_455","C48155","2023-12-15","http://www.cdisc.org"
"7194c4d9-bf91-461b-976a-f7a8b26dfadd","Code","Kilogram","Code_456","C28252","2023-12-15","http://www.cdisc.org"
"fe106dda-71cf-4183-8da5-4602e23ee8a0","Code","Unit of Weight","Code_457","C48208","2023-12-15","http://www.cdisc.org"
"b4cbca14-5462-40a5-9025-4becbc9302ff","Code","WEIGHT","Code_458","C25208","2023-12-15","http://www.cdisc.org"
"32cb0c57-d3ef-4acc-b07f-30b970c63d99","Code","HEIGHT","Code_459","C25347","2023-12-15","http://www.cdisc.org"
"02b0f8b8-6ba4-4a9e-aacb-e018a6a2d5c0","Code","Clinical Test Result","Code_460","C77140","2023-12-15","http://www.cdisc.org"
"b46b790e-2fd2-4f78-91eb-9cc8083fb194","Code","Centimeter","Code_461","C49668","2023-12-15","http://www.cdisc.org"
"55c5f43c-3d56-436c-93d5-957facb4d273","Code","Inch","Code_462","C48500","2023-12-15","http://www.cdisc.org"
"c4b9552f-7353-406d-bef7-2ac65cdf17b4","Code","Meter","Code_463","C41139","2023-12-15","http://www.cdisc.org"
"22fe360f-855a-47e1-aafc-bd097d5159f2","Code","Unit of Height","Code_464","C168688","2023-12-15","http://www.cdisc.org"
"a07d9df0-23d4-4636-8367-09d0b0d458c4","Code","HEIGHT","Code_465","C25347","2023-12-15","http://www.cdisc.org"
"699e8e00-9988-4e92-aac2-da4e6c3d07cc","Code","ALT","Code_466","C64433","2023-12-15","http://www.cdisc.org"
"042eb029-9e38-45b9-a5a2-31a48369900a","Code","Laboratory Test Result","Code_467","C36292","2023-12-15","http://www.cdisc.org"
"9f5234a9-846d-4ec3-b156-a90b5802144f","Code","Unit per Liter","Code_468","C67456","2023-12-15","http://www.cdisc.org"
"4a8f33a2-afaf-40b7-a548-41e36999d51e","Code","Microkatal per Liter","Code_469","C67397","2023-12-15","http://www.cdisc.org"
"558f8d91-75f8-484b-9d71-c59a3c6012a6","Code","International Unit per Liter","Code_470","C67376","2023-12-15","http://www.cdisc.org"
"f82c3532-b44c-4a30-9a83-0f87217283be","Code","Nanokatal per Liter","Code_471","C70510","2023-12-15","http://www.cdisc.org"
"1510142d-5d34-417f-a4ec-e6366f30af6d","Code","Unit of Catalytic Activity Concentration","Code_472","C67365","2023-12-15","http://www.cdisc.org"
"c0e9a2d7-db70-4914-932c-ab64be5f886d","Code","Biospecimen Type","Code_473","C70713","2023-12-15","http://www.cdisc.org"
"9051f1ba-ff4c-4d7d-8dfb-884c4cf16957","Code","No","Code_474","C49487","2023-12-15","http://www.cdisc.org"
"b7f59735-11f4-47c4-924a-c5e7200233fa","Code","Yes","Code_475","C49488","2023-12-15","http://www.cdisc.org"
"61319d04-54e5-44d3-949a-52a957719d32","Code","Laboratory Test Fasting Status","Code_476","C83309","2023-12-15","http://www.cdisc.org"
"3a4d135c-b8f9-43b7-bf65-301ae9648973","Code","ALT","Code_477","C64433","2023-12-15","http://www.cdisc.org"
"08a8d67e-3257-436c-abf0-81f31078527d","Code","ALB","Code_478","C64431","2023-12-15","http://www.cdisc.org"
"b6df3053-6927-4c44-8d67-7d7c71e63aba","Code","Laboratory Test Result","Code_479","C36292","2023-12-15","http://www.cdisc.org"
"9fefc1e1-0d64-459b-ba04-fa57308fb82a","Code","Biospecimen Type","Code_480","C70713","2023-12-15","http://www.cdisc.org"
"20c70a23-20e2-43e5-8396-99b505c93dd3","Code","No","Code_481","C49487","2023-12-15","http://www.cdisc.org"
"2f03bdd3-7f64-4704-bac3-055167cf370d","Code","Yes","Code_482","C49488","2023-12-15","http://www.cdisc.org"
"d97d226e-b096-4489-b093-295aa696c057","Code","Laboratory Test Fasting Status","Code_483","C83309","2023-12-15","http://www.cdisc.org"
"b17db3be-8e1a-49ca-a9f7-80a9185e0773","Code","ALB","Code_484","C64431","2023-12-15","http://www.cdisc.org"
"44d578f6-96a8-4c34-bb4e-56977dc649e5","Code","ALP","Code_485","C64432","2023-12-15","http://www.cdisc.org"
"d97101c1-9341-4a5f-a36e-5ce0aa499277","Code","Laboratory Test Result","Code_486","C36292","2023-12-15","http://www.cdisc.org"
"995a73f2-ab8a-48d0-bf10-29fa95f09327","Code","Unit per Liter","Code_487","C67456","2023-12-15","http://www.cdisc.org"
"e8f0a5ac-37fc-4ab3-ba2e-aa3a0956886a","Code","Microkatal per Liter","Code_488","C67397","2023-12-15","http://www.cdisc.org"
"221670aa-f72c-49a4-8fcf-ad852089e2dd","Code","International Unit per Liter","Code_489","C67376","2023-12-15","http://www.cdisc.org"
"19b03b74-457b-4552-892e-b670bf35ab7b","Code","Unit of Catalytic Activity Concentration","Code_490","C67365","2023-12-15","http://www.cdisc.org"
"1428a8ed-3dd2-4a80-b1a5-447935dd2212","Code","Biospecimen Type","Code_491","C70713","2023-12-15","http://www.cdisc.org"
"aabc8a4d-9a32-41e9-ab04-c742892dce05","Code","No","Code_492","C49487","2023-12-15","http://www.cdisc.org"
"42e5a998-e66b-472c-ac6d-7da09bc72dee","Code","Yes","Code_493","C49488","2023-12-15","http://www.cdisc.org"
"8ff81d78-032d-461f-8578-1609b21893be","Code","Laboratory Test Fasting Status","Code_494","C83309","2023-12-15","http://www.cdisc.org"
"93c92046-797f-4dac-928f-6bbb485db29a","Code","ALP","Code_495","C64432","2023-12-15","http://www.cdisc.org"
"db176ec9-a158-4503-8718-9542747c1b9d","Code","AST","Code_496","C64467","2023-12-15","http://www.cdisc.org"
"e648e8f6-e409-4a20-ad97-5b757d91a50d","Code","Laboratory Test Result","Code_497","C36292","2023-12-15","http://www.cdisc.org"
"a25cf047-dc60-45c5-b763-e7b2ae01c70e","Code","Unit per Liter","Code_498","C67456","2023-12-15","http://www.cdisc.org"
"f5141869-62e7-4411-b4ae-880956abc9c4","Code","Microkatal per Liter","Code_499","C67397","2023-12-15","http://www.cdisc.org"
"fdbb5364-58eb-48c6-ac50-4550fdc7f7a0","Code","International Unit per Liter","Code_500","C67376","2023-12-15","http://www.cdisc.org"
"aa49585b-a54e-4373-bb49-23f67e5fed52","Code","Unit of Catalytic Activity Concentration","Code_501","C67365","2023-12-15","http://www.cdisc.org"
"42cfdea0-2d36-43f3-875a-3df1fc7689ca","Code","Biospecimen Type","Code_502","C70713","2023-12-15","http://www.cdisc.org"
"9a9db83e-52d2-4e8f-97a3-03bbc5267288","Code","No","Code_503","C49487","2023-12-15","http://www.cdisc.org"
"36c5ed2c-c516-41db-8d67-af5ea3c81c0f","Code","Yes","Code_504","C49488","2023-12-15","http://www.cdisc.org"
"6fb36be0-fc2e-457f-a8cd-62324ef93050","Code","Laboratory Test Fasting Status","Code_505","C83309","2023-12-15","http://www.cdisc.org"
"cb63dd6a-83e4-475e-a14e-7bce68c888f1","Code","AST","Code_506","C64467","2023-12-15","http://www.cdisc.org"
"3948bc2b-671a-4296-88ff-9dbb09361212","Code","CREAT","Code_507","C64547","2023-12-15","http://www.cdisc.org"
"c6b9e045-e111-4f6c-adb9-3d1c938be191","Code","Laboratory Test Result","Code_508","C36292","2023-12-15","http://www.cdisc.org"
"fe8d8412-6ad8-4efa-8a78-d41d66e1d171","Code","Milligram per Deciliter","Code_509","C67015","2023-12-15","http://www.cdisc.org"
"3e6e0a1c-d1c0-4d3c-ab64-4c7a86250ce7","Code","Microgram per Milliliter","Code_510","C64572","2023-12-15","http://www.cdisc.org"
"c41e960c-6919-4f51-910f-dcdad3cb461b","Code","Millimole per Liter","Code_511","C64387","2023-12-15","http://www.cdisc.org"
"a9031e17-42ba-49a1-8cde-92e6dcb08e7b","Code","Micromole per Liter","Code_512","C48508","2023-12-15","http://www.cdisc.org"
"c0e50613-1cb3-47b8-a13d-dcdc5551b502","Code","Unit of Concentration","Code_513","C48207","2023-12-15","http://www.cdisc.org"
"a322d3ab-34fd-4aa5-8ab9-c5d93d471ee3","Code","Biospecimen Type","Code_514","C70713","2023-12-15","http://www.cdisc.org"
"a9257656-137f-4512-8a8a-375c6bb20d97","Code","No","Code_515","C49487","2023-12-15","http://www.cdisc.org"
"57bd4abb-cfac-4886-bdf7-907aeb4d24ff","Code","Yes","Code_516","C49488","2023-12-15","http://www.cdisc.org"
"7d669f68-b863-4602-a076-4487c0610607","Code","Laboratory Test Fasting Status","Code_517","C83309","2023-12-15","http://www.cdisc.org"
"0a81324c-7aed-4e4f-99db-11bc92babb2f","Code","CREAT","Code_518","C64547","2023-12-15","http://www.cdisc.org"
"569c7211-70dc-454c-93f2-01ab0445cbde","Code","K","Code_519","C64853","2023-12-15","http://www.cdisc.org"
"3d1af5d4-4d31-439d-94a0-08f5b4a2b2fa","Code","Laboratory Test Result","Code_520","C36292","2023-12-15","http://www.cdisc.org"
"a2f1797c-d9cc-4d45-8bcc-d93993e8ffb9","Code","Milliequivalent per Liter","Code_521","C67474","2023-12-15","http://www.cdisc.org"
"a3d1c2ec-9dbc-48f8-ab4e-dca59832073f","Code","Milliequivalent per Deciliter","Code_522","C67473","2023-12-15","http://www.cdisc.org"
"ceeaf2f1-99a8-43b8-9361-36573456f92f","Code","Millimole per Liter","Code_523","C64387","2023-12-15","http://www.cdisc.org"
"774b73ac-e30d-4db8-8ce0-eb5603fb068d","Code","Molarity Unit","Code_524","C64567","2023-12-15","http://www.cdisc.org"
"b2ac5c47-4b0a-4342-85b1-be5b1f9d7632","Code","Biospecimen Type","Code_525","C70713","2023-12-15","http://www.cdisc.org"
"021de02a-aae4-4259-bf7c-36e614deed35","Code","No","Code_526","C49487","2023-12-15","http://www.cdisc.org"
"f219b85e-1155-41fe-8449-c1aace5c6df0","Code","Yes","Code_527","C49488","2023-12-15","http://www.cdisc.org"
"3245abb2-239f-47b8-8817-e85571f86cec","Code","Laboratory Test Fasting Status","Code_528","C83309","2023-12-15","http://www.cdisc.org"
"fce14e74-ca29-44da-9677-9a5589192d7d","Code","K","Code_529","C64853","2023-12-15","http://www.cdisc.org"
"0a9a625e-c8ce-4eda-aad2-8db202fb48f6","Code","SODIUM","Code_530","C64809","2023-12-15","http://www.cdisc.org"
"952a8ae3-280b-4d16-84d2-5da6b4beaff1","Code","Laboratory Test Result","Code_531","C36292","2023-12-15","http://www.cdisc.org"
"7e99ac0d-d092-4bd3-be8d-8bc31006fbbb","Code","Milliequivalent per Liter","Code_532","C67474","2023-12-15","http://www.cdisc.org"
"ff49be5c-9116-45f0-b094-d88a9b6f8869","Code","Milliequivalent per Deciliter","Code_533","C67473","2023-12-15","http://www.cdisc.org"
"42fde4e4-d6b5-4b51-b6a7-6ed297697603","Code","Millimole per Liter","Code_534","C64387","2023-12-15","http://www.cdisc.org"
"fcf6f809-2e11-4d6a-b00e-91029639fe59","Code","Molarity Unit","Code_535","C64567","2023-12-15","http://www.cdisc.org"
"3b2a4780-eed6-418f-ba56-6940249b9136","Code","Biospecimen Type","Code_536","C70713","2023-12-15","http://www.cdisc.org"
"e39b41f2-d72e-418d-9f4e-528d8d8d573a","Code","No","Code_537","C49487","2023-12-15","http://www.cdisc.org"
"88b39aa8-b837-4710-b542-35a968d9a13b","Code","Yes","Code_538","C49488","2023-12-15","http://www.cdisc.org"
"264e3ec2-8647-4a89-8703-c6c8c832070b","Code","Laboratory Test Fasting Status","Code_539","C83309","2023-12-15","http://www.cdisc.org"
"68b7ef52-3b28-4da9-b2fe-babdb60d11fa","Code","SODIUM","Code_540","C64809","2023-12-15","http://www.cdisc.org"
"ff6fbbe9-ab4a-4ab6-a98d-ae52186f22e7","Code","HBA1C","Code_541","C64849","2023-12-15","http://www.cdisc.org"
"a66d645e-538b-47b2-b958-5fb9b0570f8e","Code","Laboratory Test Result","Code_542","C36292","2023-12-15","http://www.cdisc.org"
"f3f59903-180b-49e4-bfe2-f7e151691920","Code","Gram per Deciliter","Code_543","C64783","2023-12-15","http://www.cdisc.org"
"1b10114f-518e-4be3-a8e8-56e19a380011","Code","LBORRESU","Code_544","No Concept Code","2023-12-15","http://www.cdisc.org"
"7d40cba4-6895-4106-8230-17bf8bf8cf1f","Code","Biospecimen Type","Code_545","C70713","2023-12-15","http://www.cdisc.org"
"86454c8b-0b5b-4319-9079-e8c2c4916a99","Code","No","Code_546","C49487","2023-12-15","http://www.cdisc.org"
"5016ef2a-d33b-47f0-9f31-9838fcef5a5a","Code","Yes","Code_547","C49488","2023-12-15","http://www.cdisc.org"
"e3769f6f-4845-46b5-9bc6-09ad8dda8b00","Code","Laboratory Test Fasting Status","Code_548","C83309","2023-12-15","http://www.cdisc.org"
"b11da66c-7782-400b-a6a0-9924bc24b6e2","Code","HBA1C","Code_549","C64849","2023-12-15","http://www.cdisc.org"
"82634e0c-815d-47d9-a67e-203cffb152a0","Code","Adverse Event Verbatim Description","Code_145","C78541","2023-12-15","http://www.cdisc.org"
"ef94e4a4-0c35-434b-8c62-e12961ba4ad2","Code","Adverse Event Dictionary Derived Term","Code_146","C83344","2023-12-15","http://www.cdisc.org"
"f87faffa-359d-4a3f-8b87-d90fe2a05835","Code","No","Code_147","C49487","2023-12-15","http://www.cdisc.org"
"576ca8ad-f601-4337-93fd-ebe9881c97e1","Code","Yes","Code_148","C49488","2023-12-15","http://www.cdisc.org"
"168d1bc1-5e1c-4449-a54a-d90ab84f1b25","Code","Adverse Event Pre-specified","Code_149","C87840","2023-12-15","http://www.cdisc.org"
"afa076cb-b540-4405-8747-5194eec9b230","Code","Adverse Event Location","Code_150","C83205","2023-12-15","http://www.cdisc.org"
"e0699c0a-071b-474b-8d29-74a851cf1739","Code","Severity of Adverse Event","Code_151","C53253","2023-12-15","http://www.cdisc.org"
"a21042d7-19e2-4daf-8375-db4fdd5f7bdb","Code","No","Code_152","C49487","2023-12-15","http://www.cdisc.org"
"f9fc88fb-a6ac-4da9-8794-a0166c0c4d1b","Code","Yes","Code_153","C49488","2023-12-15","http://www.cdisc.org"
"6e03cdcd-380e-41aa-942a-8807e99f1db8","Code","Seriousness of Adverse Event","Code_154","C53252","2023-12-15","http://www.cdisc.org"
"7931007d-2552-42f8-b8e3-815fc594ce0e","Code","Adverse Event Action Taken with Study Treatment","Code_155","C83013","2023-12-15","http://www.cdisc.org"
"194d029e-0e6e-4ff8-a17f-f5b808921db0","Code","Other Actions taken in Response to Adverse Event","Code_156","C83109","2023-12-15","http://www.cdisc.org"
"de8d7a69-ea1a-4e75-b82f-0a235c8f4682","Code","Adverse Event Attribution to Product or Procedure","Code_157","C41358","2023-12-15","http://www.cdisc.org"
"8c9aff3b-814a-401f-bf42-f0da981539a1","Code","Adverse Event Relationship to Non Study Treatment","Code_158","C83210","2023-12-15","http://www.cdisc.org"
"30b68965-9ea8-417f-a7f4-ac89b2a72db1","Code","Adverse Event Pattern","Code_159","C83208","2023-12-15","http://www.cdisc.org"
"38569334-b2c3-4b11-9109-42085a579201","Code","Adverse Event Outcome","Code_160","C49489","2023-12-15","http://www.cdisc.org"
"2f97171e-0970-45bd-99a1-1c2ef951b7cb","Code","No","Code_161","C49487","2023-12-15","http://www.cdisc.org"
"164050f8-7007-4d9b-8b8f-c1d1e7afd681","Code","Yes","Code_162","C49488","2023-12-15","http://www.cdisc.org"
"f4b289a2-f551-479f-bed3-3998a97de58e","Code","Adverse Event Involves Cancer","Code_163","C83211","2023-12-15","http://www.cdisc.org"
"c266989b-f9a4-46ad-849f-c2a437dd2f11","Code","No","Code_164","C49487","2023-12-15","http://www.cdisc.org"
"8c80933c-01f1-48da-b03b-bdc0264fcd78","Code","Yes","Code_165","C49488","2023-12-15","http://www.cdisc.org"
"919c791d-3dd3-41c8-99c2-c70da3e9ac4c","Code","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","C83117","2023-12-15","http://www.cdisc.org"
"5236aa35-edca-4c13-a1c2-32a2cc2ce587","Code","No","Code_167","C49487","2023-12-15","http://www.cdisc.org"
"6c16978a-21ca-4cca-a7fb-b4c9c21e853e","Code","Yes","Code_168","C49488","2023-12-15","http://www.cdisc.org"
