"instanceType","id","codeSystemVersion","code","decode","codeSystem","uuid:ID"
"Code","Code_439","2023-12-15","C174446","TEMP","http://www.cdisc.org","3dc246a3-8d3e-40f1-8429-3b73cc877b75"
"Code","Code_440","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","b3c90bff-e5cb-4d41-9401-811cf799dbe7"
"Code","Code_441","2023-12-15","C42559","Degree Celsius","http://www.cdisc.org","310651d8-854c-4b61-8895-6fc097bc05df"
"Code","Code_442","2023-12-15","C44277","Degree Fahrenheit","http://www.cdisc.org","3301cc38-e7ce-426f-963b-e976f7c54c26"
"Code","Code_443","2023-12-15","C42537","Kelvin","http://www.cdisc.org","8bddfdeb-2ec1-4309-b6fc-f6fd65e873d6"
"Code","Code_444","2023-12-15","C44276","Unit of Temperature","http://www.cdisc.org","e8999b6d-e585-45a4-aa0d-f9f912f7661c"
"Code","Code_445","2023-12-15","C12674","Axilla","http://www.cdisc.org","62ed7011-77e0-4f0b-82a1-be606fcac676"
"Code","Code_446","2023-12-15","C12394","Ear","http://www.cdisc.org","5b2612de-9ee8-4de4-ab5d-4d74c1d36bad"
"Code","Code_447","2023-12-15","C89803","Forehead","http://www.cdisc.org","aa78b79a-4079-446b-984f-c5e92991dd0c"
"Code","Code_448","2023-12-15","C12421","Oral Cavity","http://www.cdisc.org","ea618f92-34e0-4335-883a-2f9089fab4c7"
"Code","Code_449","2023-12-15","C12390","Rectum","http://www.cdisc.org","be1d4b69-782f-4d7f-be3e-79b9060d80a5"
"Code","Code_450","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","51ab7f54-fe45-457c-978b-705dc32f9c6f"
"Code","Code_451","2023-12-15","C174446","TEMP","http://www.cdisc.org","7d216dc5-4b22-4b79-8092-8f102bcf1a16"
"Code","Code_452","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","1b2a2c34-b3eb-4eb6-9601-8f19fe60c3ed"
"Code","Code_453","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","a4449482-7146-4d98-bc8a-7f0d684f87dd"
"Code","Code_454","2023-12-15","C48531","Pound","http://www.cdisc.org","33134c73-08cd-4fb6-9c3e-252070086f96"
"Code","Code_455","2023-12-15","C48155","Gram","http://www.cdisc.org","dbfbaaef-1b31-4eda-8b56-d0bec5411d74"
"Code","Code_456","2023-12-15","C28252","Kilogram","http://www.cdisc.org","262046a4-d7d0-4caf-9e1f-085548f749bd"
"Code","Code_457","2023-12-15","C48208","Unit of Weight","http://www.cdisc.org","622ed6c2-9250-4936-adfd-13398a2b1350"
"Code","Code_458","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","553877b8-a8fe-477c-8676-84515127bc42"
"Code","Code_459","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","e089207c-81d0-43d3-b1fa-0f783ac919d4"
"Code","Code_460","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","5531965b-c766-4ecf-ac2d-466f40b941ff"
"Code","Code_461","2023-12-15","C49668","Centimeter","http://www.cdisc.org","a762b101-4027-451d-975c-781202abbab8"
"Code","Code_462","2023-12-15","C48500","Inch","http://www.cdisc.org","6e1f4957-9035-4aa4-a143-2f989fdc9f12"
"Code","Code_463","2023-12-15","C41139","Meter","http://www.cdisc.org","8507b211-63a7-4eec-8caa-f3f207bc44c8"
"Code","Code_464","2023-12-15","C168688","Unit of Height","http://www.cdisc.org","e2450164-3cc1-45ef-91d9-9cd24f9072e4"
"Code","Code_465","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","9db92eaf-d198-499d-b129-c47ae26048af"
"Code","Code_466","2023-12-15","C64433","ALT","http://www.cdisc.org","e5c155bc-1255-4ce6-8b4f-7034f99af2fb"
"Code","Code_467","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","244a413f-73af-4f32-84c9-0e975896170c"
"Code","Code_468","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","3c1e28b1-7eaa-4871-8c3e-225c5e0cf53a"
"Code","Code_469","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","d5e8e902-5ee5-4675-af89-6fedec3c4c0c"
"Code","Code_470","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","9bef658d-ca46-49ee-9b16-b467052783bb"
"Code","Code_471","2023-12-15","C70510","Nanokatal per Liter","http://www.cdisc.org","abbd2484-ade0-4ad3-ab20-46e88f66ac6f"
"Code","Code_472","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","469751b2-06ed-4467-96bd-730e1c76d4f7"
"Code","Code_473","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","7d57fb5e-b7de-42bf-a265-c1627495436f"
"Code","Code_474","2023-12-15","C49487","No","http://www.cdisc.org","17f76fb0-f7db-4b31-99cd-d91d71a7fbde"
"Code","Code_475","2023-12-15","C49488","Yes","http://www.cdisc.org","f4ce66e8-dfcb-4536-a6fa-a7861afa7a25"
"Code","Code_476","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","18055780-f26a-470b-8fa9-9989df7514db"
"Code","Code_477","2023-12-15","C64433","ALT","http://www.cdisc.org","b3b46a0f-605d-48c7-957d-35292ca0cca5"
"Code","Code_478","2023-12-15","C64431","ALB","http://www.cdisc.org","fa9f11f7-2bbe-4a1f-90f9-170914b56b49"
"Code","Code_479","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","cdc38052-8cf3-4f64-bec5-1b3bdfd11366"
"Code","Code_480","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","60bdb40c-02c3-49a1-9dc3-24e7234ee14b"
"Code","Code_481","2023-12-15","C49487","No","http://www.cdisc.org","88f8398b-bcde-4525-b1bb-7683d1fee8b0"
"Code","Code_482","2023-12-15","C49488","Yes","http://www.cdisc.org","24fa1513-fce8-446e-89de-c1ba26009279"
"Code","Code_483","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","80a9492b-1020-4f94-b979-8657093ecf8d"
"Code","Code_484","2023-12-15","C64431","ALB","http://www.cdisc.org","6c80260b-c5d2-4937-9401-1261186cd18b"
"Code","Code_485","2023-12-15","C64432","ALP","http://www.cdisc.org","9d64105b-87ae-45be-a812-6325bd29c861"
"Code","Code_486","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","88e68aeb-44cd-4768-b76b-7179272a4934"
"Code","Code_487","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","62e9c111-0725-4a63-85ec-c695e7b39999"
"Code","Code_488","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","124f446d-5014-4136-a519-f3e85bc997c2"
"Code","Code_489","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","495d360d-03c6-4451-b111-93bbfe6569e6"
"Code","Code_490","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","7960ade1-c119-424f-ac2b-0d4263bddb81"
"Code","Code_491","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","3a49d12f-36c5-4ea4-bbc8-2523ac1afb33"
"Code","Code_492","2023-12-15","C49487","No","http://www.cdisc.org","4c39128b-9fac-4500-9352-9c7f58e929fe"
"Code","Code_493","2023-12-15","C49488","Yes","http://www.cdisc.org","3442ca82-1617-41dc-a7d9-502cad3d096a"
"Code","Code_494","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","1a948cf5-d6cc-4fef-b4fa-bd26e2c1ad94"
"Code","Code_495","2023-12-15","C64432","ALP","http://www.cdisc.org","9bfe8b5e-578f-40bc-90e1-b156ea7019ad"
"Code","Code_496","2023-12-15","C64467","AST","http://www.cdisc.org","b41bfdd7-a05d-458b-b985-687b3eb7b003"
"Code","Code_497","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","d943b9d5-554c-45af-ba96-56df34058173"
"Code","Code_498","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","9611277b-1fe4-45a3-8720-6e87816ad276"
"Code","Code_499","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","aa4b7615-f601-45c1-be01-b1ba4a229056"
"Code","Code_500","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","ed9d9365-137a-4230-8d29-357a91d3cbf5"
"Code","Code_501","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","85f09fc8-065e-4369-af6f-ec2c9d83f667"
"Code","Code_502","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","2db984fb-3ba9-4d6f-bbea-1101cb8c84e0"
"Code","Code_503","2023-12-15","C49487","No","http://www.cdisc.org","e93fe3e6-9334-4a58-abfc-772fa16b4851"
"Code","Code_504","2023-12-15","C49488","Yes","http://www.cdisc.org","b64982b0-b270-427a-8dc4-31f80ecb3231"
"Code","Code_505","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","f921b63d-2435-45de-bf13-2fbc6076fb1b"
"Code","Code_506","2023-12-15","C64467","AST","http://www.cdisc.org","6338c276-20ac-40fa-9a9a-6b9964724ce4"
"Code","Code_507","2023-12-15","C64547","CREAT","http://www.cdisc.org","421a8da1-6616-45ae-870b-7a0f5e13f9f1"
"Code","Code_508","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","a89d4e6a-2d52-47fd-8394-527751e80ae7"
"Code","Code_509","2023-12-15","C67015","Milligram per Deciliter","http://www.cdisc.org","c9873b8f-29d7-46c7-b074-779c9ce03a90"
"Code","Code_510","2023-12-15","C64572","Microgram per Milliliter","http://www.cdisc.org","66f15406-d588-4077-897b-4ddde5864bfa"
"Code","Code_511","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","7d1d933d-688a-4d57-ad8f-171f2a4abb74"
"Code","Code_512","2023-12-15","C48508","Micromole per Liter","http://www.cdisc.org","1b7ee03a-fe78-4410-95b7-17754f0d318f"
"Code","Code_513","2023-12-15","C48207","Unit of Concentration","http://www.cdisc.org","a0790cc2-2c8a-4e85-bfe6-2d78d6494961"
"Code","Code_514","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","fe23d7fe-d78f-4ec3-be04-6979a4a8d099"
"Code","Code_515","2023-12-15","C49487","No","http://www.cdisc.org","65fec615-34d7-4250-863c-bb50023a0206"
"Code","Code_516","2023-12-15","C49488","Yes","http://www.cdisc.org","d6318611-a768-4e85-8d03-4e07bc7b4fd2"
"Code","Code_517","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","e25cf554-b313-42ad-b79c-944021af07c0"
"Code","Code_518","2023-12-15","C64547","CREAT","http://www.cdisc.org","6ab7ff27-7d2b-4b61-bf22-5c1276a0858e"
"Code","Code_519","2023-12-15","C64853","K","http://www.cdisc.org","e5c2f1af-b8e5-4951-8f22-922b4226c84c"
"Code","Code_520","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","3a8e6654-c7bf-44a1-9466-338b870b8d05"
"Code","Code_521","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","e25b3bbb-4909-418a-b994-6f2992b72722"
"Code","Code_522","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","4c0c8e96-6d87-45fa-a91d-b8f5673d6576"
"Code","Code_523","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","29073781-45f3-4107-96aa-f817a747b7b6"
"Code","Code_524","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","01bb706d-966b-449f-b546-60d0b2cc6218"
"Code","Code_525","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","58182bd8-2735-4643-ba78-4e57b8788f2b"
"Code","Code_526","2023-12-15","C49487","No","http://www.cdisc.org","fb5416c7-1374-45aa-840d-9b9c189261b6"
"Code","Code_527","2023-12-15","C49488","Yes","http://www.cdisc.org","c76ec8d0-27be-457a-bac5-277f7a5065c6"
"Code","Code_528","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","a4beb29a-0879-45cf-af09-11c44f8f2b96"
"Code","Code_529","2023-12-15","C64853","K","http://www.cdisc.org","99f56caf-9489-4e74-9105-ed51c42f5d7b"
"Code","Code_530","2023-12-15","C64809","SODIUM","http://www.cdisc.org","0440a58d-752c-487a-9462-2b13f9e94806"
"Code","Code_531","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","51860c41-5d8d-47b8-a52b-1a8152b83109"
"Code","Code_532","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","f1a80f35-0a02-4770-b351-434b50b2a23a"
"Code","Code_533","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","05e96ac2-7e3b-4530-92ab-5925e6d7ce9d"
"Code","Code_534","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","4aacd12f-d0d0-4073-9551-9820995c6d7c"
"Code","Code_535","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","e1c07895-afd3-4488-a6a4-b58d225b5ac9"
"Code","Code_536","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","96ea3e3e-a2ec-4ac7-9fbd-8c396a0d224a"
"Code","Code_537","2023-12-15","C49487","No","http://www.cdisc.org","9fab4545-9450-423f-ade1-9d25e5d6272b"
"Code","Code_538","2023-12-15","C49488","Yes","http://www.cdisc.org","76c98dc7-db8d-4ea3-bcf9-4957eae34a3d"
"Code","Code_539","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","f1656597-9126-4e66-ad7a-71c60d85a9b3"
"Code","Code_540","2023-12-15","C64809","SODIUM","http://www.cdisc.org","75f7d994-0119-498f-925e-fee7d9e317e0"
"Code","Code_541","2023-12-15","C64849","HBA1C","http://www.cdisc.org","fa1007f4-3ebe-433d-96be-9f0d7cc4a352"
"Code","Code_542","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","b78c6d3c-826f-4708-92fc-1d3c43d77339"
"Code","Code_543","2023-12-15","C64783","Gram per Deciliter","http://www.cdisc.org","661dfe24-f03c-465e-8823-1ef7fffc6a44"
"Code","Code_544","2023-12-15","No Concept Code","LBORRESU","http://www.cdisc.org","768557a6-0a0b-45b9-9234-ce14193fd926"
"Code","Code_545","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","7c82a362-3945-4096-9ec0-f8876434caf4"
"Code","Code_546","2023-12-15","C49487","No","http://www.cdisc.org","b7f358a5-5f7d-4d32-8275-c9ccebd7cacf"
"Code","Code_547","2023-12-15","C49488","Yes","http://www.cdisc.org","c733ded2-8d82-4582-8204-3ead0c9ea982"
"Code","Code_548","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","9bf50820-3bb9-47f0-8428-78cc0cfe1569"
"Code","Code_549","2023-12-15","C64849","HBA1C","http://www.cdisc.org","3d9feafe-2805-438a-846b-cba3bf4e193f"
"Code","Code_145","2023-12-15","C78541","Adverse Event Verbatim Description","http://www.cdisc.org","c1007ae1-05ad-44dc-b692-de58b3a67e5e"
"Code","Code_146","2023-12-15","C83344","Adverse Event Dictionary Derived Term","http://www.cdisc.org","5831190a-8708-48d9-b8da-c260279249ed"
"Code","Code_147","2023-12-15","C49487","No","http://www.cdisc.org","13e28142-bd0f-41fd-abc0-1d2bd253c216"
"Code","Code_148","2023-12-15","C49488","Yes","http://www.cdisc.org","856f3d8f-dff1-4faa-a5b7-ec9eddb2dab3"
"Code","Code_149","2023-12-15","C87840","Adverse Event Pre-specified","http://www.cdisc.org","5a1d142e-6e1e-4f7f-ba76-79458324544c"
"Code","Code_150","2023-12-15","C83205","Adverse Event Location","http://www.cdisc.org","2cd39390-c264-4733-8a69-acfbc8108d82"
"Code","Code_151","2023-12-15","C53253","Severity of Adverse Event","http://www.cdisc.org","56e173e9-8231-4e52-a8e4-be1f8ec273e4"
"Code","Code_152","2023-12-15","C49487","No","http://www.cdisc.org","349601dd-02d8-433b-b473-a6c47c8edb25"
"Code","Code_153","2023-12-15","C49488","Yes","http://www.cdisc.org","66e4a9c4-996a-47ab-a598-afbf4c501790"
"Code","Code_154","2023-12-15","C53252","Seriousness of Adverse Event","http://www.cdisc.org","3d1cda5f-8c9e-4301-985c-c9472cb97407"
"Code","Code_155","2023-12-15","C83013","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","94a1bdfc-bf3b-44eb-9a5b-9fecaeb42f4a"
"Code","Code_156","2023-12-15","C83109","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","50227bd3-0163-477e-9daa-14b8074f6f09"
"Code","Code_157","2023-12-15","C41358","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","e0c9413e-2b5a-43f2-bf8f-0f8c981e7146"
"Code","Code_158","2023-12-15","C83210","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","b2d0c9bb-68ac-4324-aba5-0d7893470313"
"Code","Code_159","2023-12-15","C83208","Adverse Event Pattern","http://www.cdisc.org","3a939e34-2fb3-427a-8e67-6e80696a661d"
"Code","Code_160","2023-12-15","C49489","Adverse Event Outcome","http://www.cdisc.org","bf1f5da0-1ab3-47c7-b74e-3ce302aeedcb"
"Code","Code_161","2023-12-15","C49487","No","http://www.cdisc.org","80dc8775-1191-413f-8a1c-f63618117229"
"Code","Code_162","2023-12-15","C49488","Yes","http://www.cdisc.org","b9e9883c-8fdf-4e00-b53f-1cfed3861d2f"
"Code","Code_163","2023-12-15","C83211","Adverse Event Involves Cancer","http://www.cdisc.org","a303de31-3b22-44e1-a59e-214843c3c22e"
"Code","Code_164","2023-12-15","C49487","No","http://www.cdisc.org","41023380-1dec-42ff-9381-7936ec6e91dc"
"Code","Code_165","2023-12-15","C49488","Yes","http://www.cdisc.org","b711f417-1537-4fc4-a78d-153e1e5c2cc7"
"Code","Code_166","2023-12-15","C83117","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","983a3902-a924-43d4-932d-c656fa8ac4d2"
"Code","Code_167","2023-12-15","C49487","No","http://www.cdisc.org","31bf1291-1ef4-4e8f-ab9a-5f1977c1aad1"
"Code","Code_168","2023-12-15","C49488","Yes","http://www.cdisc.org","a99249cb-f061-4d46-b5e7-a40823fa169c"
