"uuid:ID","name","instanceType","text","sectionTitle","id","sectionNumber"
"ba8e754f-c329-4e7e-8779-144573d8fdbd","SECTION 5.4","NarrativeContent","<div><usdm:section name=""M11-exclusion""></usdm:section></div>","Exclusion Criteria","NarrativeContent_25","5.4"
"5aa51990-2247-49f3-929c-d69fe0072c0d","SECTION 5.5","NarrativeContent","<div></div>","Lifestyle Considerations","NarrativeContent_26","5.5"
"ada5eb6a-e342-4ac3-94cc-63266ff3bea0","SECTION 5.5.1","NarrativeContent","<div></div>","Meals and Dietary Restrictions","NarrativeContent_27","5.5.1"
"7152a96f-ea74-45b1-b1bc-aa0cc632dbac","SECTION 5.5.2","NarrativeContent","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_28","5.5.2"
"5739e47c-6879-4993-8abf-1b71e5a13511","SECTION 5.5.3","NarrativeContent","<div></div>","Physical Activity","NarrativeContent_29","5.5.3"
"91911751-6d2f-4692-8854-de1aeb7fda76","SECTION 5.5.4","NarrativeContent","<div></div>","Other Activity","NarrativeContent_30","5.5.4"
"a65892ce-d8bf-4772-903c-9fce3c15b5f9","SECTION 5.6","NarrativeContent","<div></div>","Screen Failures","NarrativeContent_31","5.6"
"ebf84816-e17f-4cd3-813b-4187f3a85932","SECTION 6","NarrativeContent","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_32","6"
"4db8a8a4-6cdb-42eb-a492-d8b317816bbd","SECTION 6.1","NarrativeContent","<div></div>","Description of Trial Intervention","NarrativeContent_33","6.1"
"e1a07b08-8850-4b2a-8506-f3e51c20d5ac","SECTION 6.2","NarrativeContent","<div></div>","Rationale for Trial Intervention","NarrativeContent_34","6.2"
"4bab140b-26af-44fe-9b27-8e1a70dd725e","SECTION 6.3","NarrativeContent","<div></div>","Dosing and Administration","NarrativeContent_35","6.3"
"3a3d0842-eb0d-4a2f-bf96-96beba8b444e","SECTION 6.3.1","NarrativeContent","<div></div>","Trial Intervention Dose Modification","NarrativeContent_36","6.3.1"
"e8292c97-9f62-4eda-89b8-9dfe18a2688e","SECTION 6.4","NarrativeContent","<div></div>","Treatment of Overdose","NarrativeContent_37","6.4"
"7a555bb9-0516-49f7-a09a-7a4aecc0cd46","SECTION 6.5","NarrativeContent","<div></div>","Preparation, Handling, Storage and Accountability","NarrativeContent_38","6.5"
"f6a37b91-0e93-495b-95fb-f9f2fa82b6c2","SECTION 6.5.1","NarrativeContent","<div></div>","Preparation of Trial Intervention","NarrativeContent_39","6.5.1"
"d8750e25-5da3-45cb-8ecd-b4c09dc8e898","SECTION 6.5.2","NarrativeContent","<div></div>","Handling and Storage of Trial Intervention","NarrativeContent_40","6.5.2"
"3f3ceac4-3eec-4d26-854b-f61c86b7687d","SECTION 6.5.3","NarrativeContent","<div></div>","Accountability of Trial Intervention","NarrativeContent_41","6.5.3"
"14a94cae-9c96-434e-94ac-10b9197b9a54","SECTION 6.6","NarrativeContent","<div></div>","Participant Assignment, Randomisation and Blinding","NarrativeContent_42","6.6"
"74049655-e456-450f-81cc-4e6ae03dd30f","SECTION 6.6.1","NarrativeContent","<div></div>","Participant Assignment","NarrativeContent_43","6.6.1"
"421b01fc-cb0e-4982-bb6f-2f2a952dad3b","SECTION 6.6.2","NarrativeContent","<div></div>","Randomisation","NarrativeContent_44","6.6.2"
"5f90820a-c485-447c-8a0e-aa211632f739","SECTION 6.6.3","NarrativeContent","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding","NarrativeContent_45","6.6.3"
"30c80926-2b11-438e-bf2a-08b01696b8af","SECTION 6.7","NarrativeContent","<div></div>","Trial Intervention Compliance","NarrativeContent_46","6.7"
"76ecb853-eb12-45fa-80f5-9a5b47de749f","SECTION 6.8","NarrativeContent","<div></div>","Concomitant Therapy","NarrativeContent_47","6.8"
"c50b605a-7f50-431f-bdc9-774bf9c63f42","SECTION 6.8.1","NarrativeContent","<div></div>","Prohibited Concomitant Therapy","NarrativeContent_48","6.8.1"
"2d74456a-963e-4609-8a65-9a33733c1863","SECTION 6.8.2","NarrativeContent","<div></div>","Permitted Concomitant Therapy","NarrativeContent_49","6.8.2"
"775aead1-bbad-499b-918f-312a829dd8bd","SECTION 6.8.3","NarrativeContent","<div></div>","Rescue Therapy","NarrativeContent_50","6.8.3"
"1065a317-b9bd-4169-b2cf-f44eb8caf2bf","SECTION 6.8.4","NarrativeContent","<div></div>","Other Therapy","NarrativeContent_51","6.8.4"
"a50f5084-3b94-4f60-8da4-317a247556ed","SECTION 7","NarrativeContent","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","7"
"91848bb3-d3ee-4dba-ad3e-832d3c151edd","SECTION 7.1","NarrativeContent","<div></div>","Discontinuation of Trial Intervention","NarrativeContent_53","7.1"
"3fcafc5e-767a-4744-9348-db9684d7aca5","SECTION 7.1.1","NarrativeContent","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","7.1.1"
"13e8d9fe-9aff-4212-9ba7-a37e67dcbf93","SECTION 7.1.2","NarrativeContent","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","7.1.2"
"3f00dd86-87ea-4848-8d49-160498314b9e","SECTION 7.1.3","NarrativeContent","<div></div>","Rechallenge","NarrativeContent_56","7.1.3"
"ac828b6e-b607-4556-8a80-392f75dbe1a0","SECTION 7.2","NarrativeContent","<div></div>","Participant Withdrawal from the Trial","NarrativeContent_57","7.2"
"671eef75-f96d-467d-9fc2-ea62e2503180","SECTION 7.3","NarrativeContent","<div></div>","Lost to Follow-Up","NarrativeContent_58","7.3"
"8abc46f9-979d-410c-9a51-72c2f709c883","SECTION 7.4","NarrativeContent","<div></div>","Trial Stopping Rules","NarrativeContent_59","7.4"
"3fc8b288-0535-41ae-8d91-e78abb1634c7","SECTION 8","NarrativeContent","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","8"
"7095ab48-97f1-4c63-852d-7a346b679e7a","SECTION 8.1","NarrativeContent","<div></div>","Screening/Baseline Assessments and Procedures","NarrativeContent_61","8.1"
"f1609456-b8a1-4e63-8029-ed7f66018247","SECTION 8.2","NarrativeContent","<div></div>","Efficacy Assessments and Procedures","NarrativeContent_62","8.2"
"a5489e7d-92e1-4d18-9ab1-15d3890e5b01","SECTION 8.3","NarrativeContent","<div></div>","Safety Assessments and Procedures","NarrativeContent_63","8.3"
"3d3e618f-07f2-471c-8faa-b0d938bc399f","SECTION 8.3.1","NarrativeContent","<div></div>","Physical Examination","NarrativeContent_64","8.3.1"
"723b2cdd-c209-4e5a-83f8-8912cd122c33","SECTION 8.3.2","NarrativeContent","<div></div>","Vital Signs","NarrativeContent_65","8.3.2"
"fa081b2e-9a27-44a5-aab8-3d9b14bf4ba6","SECTION 8.3.3","NarrativeContent","<div></div>","Electrocardiograms","NarrativeContent_66","8.3.3"
"544bd74d-3789-4b5f-989b-d947b1fd4947","SECTION 8.3.4","NarrativeContent","<div></div>","Clinical Laboratory Assessments","NarrativeContent_67","8.3.4"
"cd4244ab-6985-4d1b-b2e6-356b7ec15445","SECTION 8.3.5","NarrativeContent","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","8.3.5"
"ef53aa57-9e12-4129-83ca-d3652167f0ce","SECTION 8.4","NarrativeContent","<div></div>","Adverse Events and Serious Adverse Events","NarrativeContent_69","8.4"
"cb553027-4efc-4852-ba35-979beb1276e1","SECTION 8.4.1","NarrativeContent","<div></div>","Definitions of AE and SAE","NarrativeContent_70","8.4.1"
"fc120ca6-8f2a-4ca2-8c75-0868b9eb522e","SECTION 8.4.2","NarrativeContent","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","8.4.2"
"1c6dbf08-c384-4bf5-b7fe-f9086df12552","SECTION 8.4.3","NarrativeContent","<div></div>","Identifying AEs and SAEs","NarrativeContent_72","8.4.3"
"5552c7a1-d1c6-441d-91e9-f81cd507578a","SECTION 8.4.4","NarrativeContent","<div></div>","Recording of AEs and SAEs","NarrativeContent_73","8.4.4"
"ba890b94-3f41-4ce1-a98d-f82c5e457e4a","SECTION 8.4.5","NarrativeContent","<div></div>","Follow-up of AEs and SAEs","NarrativeContent_74","8.4.5"
"9f5b8b3c-e792-4d49-9f6b-9a2c781fd54b","SECTION 8.4.6","NarrativeContent","<div></div>","Reporting of SAEs","NarrativeContent_75","8.4.6"
"16be6437-b1a9-4f82-86f4-7a0b54390256","SECTION 8.4.7","NarrativeContent","<div></div>","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","8.4.7"
"9cdfe034-4982-4d0c-8df8-9084191d7bb6","SECTION 8.4.8","NarrativeContent","<div></div>","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","8.4.8"
"aa34f301-3264-4c0c-a754-49769283813b","SECTION 8.4.9","NarrativeContent","<div></div>","Adverse Events of Special Interest","NarrativeContent_78","8.4.9"
"1edb336a-ef25-4306-b95f-a0934cd2d6cc","SECTION 8.4.10","NarrativeContent","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","8.4.10"
"5f7d062d-061c-4586-9d45-e3e081017685","SECTION 8.5","NarrativeContent","<div></div>","Pregnancy and Postpartum Information","NarrativeContent_80","8.5"
"2cf351bc-bfa6-4674-9009-21e063803cb4","SECTION 8.5.1","NarrativeContent","<div></div>","Participants Who Become Pregnant During the Trial","NarrativeContent_81","8.5.1"
"a8018164-686c-4458-af90-dbf5fe3fa80f","SECTION 8.5.2","NarrativeContent","<div></div>","Participants Whose Partners Become Pregnant","NarrativeContent_82","8.5.2"
"1efd05ae-2aac-46fd-a3e6-360e8f56fb2d","SECTION 8.6","NarrativeContent","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","8.6"
"33a60a61-d46a-4149-96fe-f42fe6738e5e","SECTION 8.6.1","NarrativeContent","<div></div>","Definition of Medical Device Product Complaints","NarrativeContent_84","8.6.1"
"fa4287dd-3581-4466-bccd-395d7de2a0c5","SECTION 8.6.2","NarrativeContent","<div></div>","Recording of Medical Device Product Complaints","NarrativeContent_85","8.6.2"
"69b56837-5c31-4e82-ad8b-ec038c84fcda","SECTION 8.6.3","NarrativeContent","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","8.6.3"
"529407e8-5a29-493b-8545-39f1c5848652","SECTION 8.6.4","NarrativeContent","<div></div>","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","8.6.4"
"bd1e2176-ff88-44ad-8564-72110ca0e2b9","SECTION 8.6.5","NarrativeContent","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","8.6.5"
"4df7d9e7-9517-484b-aff4-99a790f96a6b","SECTION 8.7","NarrativeContent","<div></div>","Pharmacokinetics","NarrativeContent_89","8.7"
"33a7071c-5473-497a-9b21-fe2c9c63191f","SECTION 8.8","NarrativeContent","<div></div>","Genetics","NarrativeContent_90","8.8"
"2a423f92-4e6d-4a6e-99bf-96eb35488e78","SECTION 8.9","NarrativeContent","<div></div>","Biomarkers","NarrativeContent_91","8.9"
"7fcf76b7-dc9f-4086-9629-a574e09b5228","SECTION 8.1","NarrativeContent","<div></div>","Immunogenicity Assessments","NarrativeContent_92","8.1"
"a0066414-a0cb-4752-bec3-d8342ddfd469","SECTION 8.1.1","NarrativeContent","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent_93","8.1.1"
"372c7d15-ddfe-43fe-a27b-3d3e85b9124f","SECTION 9","NarrativeContent","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent_94","9"
"3891c7f3-f450-4b7a-a5d7-af7344960c8c","SECTION 9.1","NarrativeContent","<div></div>","Analysis Sets","NarrativeContent_95","9.1"
"59f6c881-c733-416f-a393-3d9fd2b93658","SECTION 9.2","NarrativeContent","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent_96","9.2"
"06655d60-b6b2-49bb-b948-282349e4e285","SECTION 9.2.1","NarrativeContent","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","9.2.1"
"af01cb33-41a3-4761-a840-120e36b469ea","SECTION 9.2.2","NarrativeContent","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","9.2.2"
"aa0340d0-5158-4832-80a0-f25deef14c34","SECTION 9.2.3","NarrativeContent","<div></div>","Handling of Missing Data","NarrativeContent_99","9.2.3"
"02ea8521-a5e2-48a4-ac45-8a30dc75b5c6","SECTION 9.2.4","NarrativeContent","<div></div>","Sensitivity Analysis","NarrativeContent_100","9.2.4"
"10adcddd-c6c1-4338-be6d-5c17b9e668be","SECTION 9.2.5","NarrativeContent","<div></div>","Supplementary Analysis","NarrativeContent_101","9.2.5"
"78d26efc-a4a1-4179-8685-5ec10a9fd626","SECTION 9.3","NarrativeContent","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","9.3"
"b288c17a-91de-4422-bc83-d887226e92a3","SECTION 9.4","NarrativeContent","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent_103","9.4"
"c56af75e-09b7-4787-96a8-7718f40bb642","SECTION 9.5","NarrativeContent","<div></div>","Safety Analyses","NarrativeContent_104","9.5"
"39b56d63-a3cc-45ff-b7ab-2b65ec9774a2","SECTION 9.6","NarrativeContent","<div></div>","Other Analyses","NarrativeContent_105","9.6"
"95cf8cbc-cb5b-4f67-8f0a-3e3a03d329fa","SECTION 9.7","NarrativeContent","<div></div>","Interim Analyses","NarrativeContent_106","9.7"
"a398cb3e-75a6-4dab-9754-9abeac1fd461","SECTION 9.8","NarrativeContent","<div></div>","Sample Size Determination","NarrativeContent_107","9.8"
"81d5a383-3bd5-465a-9727-d87696df7405","SECTION 9.9","NarrativeContent","<div></div>","Protocol Deviations","NarrativeContent_108","9.9"
"f2b32329-1c0b-4f9c-97c2-dc5554cbd44d","SECTION 10","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","10"
"5dd34f8b-b3e1-4b98-a609-50196119f4fa","SECTION 10.1","NarrativeContent","<div></div>","Regulatory and Ethical Considerations","NarrativeContent_110","10.1"
"7203da24-916d-45d7-8366-6c573773f1e5","SECTION 10.2","NarrativeContent","<div></div>","Committees","NarrativeContent_111","10.2"
"0ce62e1c-68f1-4b05-8f09-5a7025dec945","SECTION 10.3","NarrativeContent","<div></div>","Informed Consent Process","NarrativeContent_112","10.3"
"7b501196-6504-4cc5-880d-0e6d5ae58df8","SECTION 10.4","NarrativeContent","<div></div>","Data Protection","NarrativeContent_113","10.4"
"9f3fac3a-466d-43b5-9d9e-bad212600edc","SECTION 10.5","NarrativeContent","<div></div>","Early Site Closure or Trial Termination","NarrativeContent_114","10.5"
"5cc5f6bd-1236-42a8-8228-871616346a21","SECTION 11","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","11"
"1dfa5d45-b959-486d-ac98-f8c437c8ca9a","SECTION 11.1","NarrativeContent","<div></div>","Quality Tolerance Limits","NarrativeContent_116","11.1"
"c0d2a570-db09-48d3-872e-b03b77ef762c","SECTION 11.2","NarrativeContent","<div></div>","Data Quality Assurance","NarrativeContent_117","11.2"
"5ccb41c2-d387-4fa6-bfb6-6d6e13e2fc94","SECTION 11.3","NarrativeContent","<div></div>","Source Data","NarrativeContent_118","11.3"
"d77fd1c9-76d6-4ac5-a174-532db2db27e4","SECTION 12","NarrativeContent","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","12"
"a4128287-d5d0-4f1a-ac94-0a76df69d9a3","SECTION 12.1","NarrativeContent","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent_120","12.1"
"1315c8d8-0728-48ce-86e3-c0cff2487287","SECTION 12.2","NarrativeContent","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","12.2"
"e549776a-7bf1-484e-92c3-ae666ac0be17","SECTION 12.3","NarrativeContent","<div></div>","Severity","NarrativeContent_122","12.3"
"32587b8c-110b-4e22-8176-3a3b75bf1271","SECTION 12.4","NarrativeContent","<div></div>","Causality","NarrativeContent_123","12.4"
"25a3d66d-5f0f-4df5-a3c0-959f311c052d","SECTION 13","NarrativeContent","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","13"
"14cd97e7-7d8a-4b14-a7ba-146f593823b2","SECTION 13.1","NarrativeContent","<div></div>","Contraception and Pregnancy Testing","NarrativeContent_125","13.1"
"d1e00de5-8587-449d-91ee-d680bf38312e","SECTION 13.1.1","NarrativeContent","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent_126","13.1.1"
"238a7dc2-7f74-437d-8016-8fa55d462f80","SECTION 13.1.2","NarrativeContent","<div></div>","Contraception","NarrativeContent_127","13.1.2"
"baf1b318-8c6d-449d-bdf5-4dd5e196bc37","SECTION 13.1.3","NarrativeContent","<div></div>","Pregnancy Testing","NarrativeContent_128","13.1.3"
"1f3c0159-59b9-4a6c-aa17-636676d4ce59","SECTION 13.2","NarrativeContent","<div></div>","Clinical Laboratory Tests","NarrativeContent_129","13.2"
"4af5662a-8748-42da-928a-fd9fca6a01e4","SECTION 13.3","NarrativeContent","<div></div>","Country/Region-Specific Differences","NarrativeContent_130","13.3"
"ddd4bc3c-aac6-4d1c-8773-3eb797c6b198","SECTION 13.4","NarrativeContent","<div></div>","Prior Protocol Amendments","NarrativeContent_131","13.4"
"3f4af060-94eb-4b20-ac45-3c20c2074f42","SECTION 14","NarrativeContent","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","14"
"b14cfb08-a274-488b-8e72-063bfada4e50","SECTION 15","NarrativeContent","<div></div>","APPENDIX: REFERENCES","NarrativeContent_133","15"
