"instanceType","decode","code","uuid:ID","codeSystemVersion","codeSystem","id"
"Code","Clinic","C51282","ecf6cc6b-1e2f-4468-aa12-af6458de5a51","2023-12-15","http://www.cdisc.org","Code_90"
"Code","In Person","C175574","00d6988c-01bc-48bc-8d4a-aec786cf93ba","2023-12-15","http://www.cdisc.org","Code_91"
"Code","Visit","C25716","ac8c9c8a-5dd4-431f-bf07-b5f4742dca04","2023-12-15","http://www.cdisc.org","Code_92"
"Code","Clinic","C51282","6997e5b5-ffdb-49d4-bb79-2b18be5f176a","2023-12-15","http://www.cdisc.org","Code_93"
"Code","In Person","C175574","0fc472e0-a600-45e7-b30a-729d9447054c","2023-12-15","http://www.cdisc.org","Code_94"
"Code","Visit","C25716","c872189a-d55f-4329-8b08-04873d96b4b9","2023-12-15","http://www.cdisc.org","Code_95"
"Code","Clinic","C51282","fff4ab74-9e94-426e-b25c-1cfdd1038ed3","2023-12-15","http://www.cdisc.org","Code_96"
"Code","In Person","C175574","fa4524d4-d8d8-4f9b-a9ba-e2a47276374b","2023-12-15","http://www.cdisc.org","Code_97"
"Code","Visit","C25716","88ddfeec-62e1-45e0-a72e-ee96d76fbd13","2023-12-15","http://www.cdisc.org","Code_98"
"Code","Clinic","C51282","596c2361-b12c-4a9e-bcca-32a79bae1332","2023-12-15","http://www.cdisc.org","Code_99"
"Code","In Person","C175574","4167096e-aeca-4057-af1c-ef67b010b50a","2023-12-15","http://www.cdisc.org","Code_100"
"Code","Visit","C25716","f1aa9ae9-1264-4f6f-aa9a-64c71a641848","2023-12-15","http://www.cdisc.org","Code_101"
"Code","Clinic","C51282","13ab3aca-28e8-4a33-9c4f-b14f8770a23f","2023-12-15","http://www.cdisc.org","Code_102"
"Code","In Person","C175574","3a04a5f9-0a42-4852-a4c7-f5e62b97274d","2023-12-15","http://www.cdisc.org","Code_103"
"Code","Telephone Call","C171537","800533fd-dbc9-4605-b670-2a55e6ba9859","2023-12-15","http://www.cdisc.org","Code_104"
"Code","Visit","C25716","df849c1d-1417-4b0a-8ab6-bcab65ecc3d7","2023-12-15","http://www.cdisc.org","Code_105"
"Code","Clinic","C51282","5e7ae3ae-0575-4960-92eb-b159577587ca","2023-12-15","http://www.cdisc.org","Code_106"
"Code","In Person","C175574","03d33b94-819a-44e2-83cb-4f2d4a189d2d","2023-12-15","http://www.cdisc.org","Code_107"
"Code","Telephone Call","C171537","c30b2f6b-9501-4987-a4b0-e7e4a9d4607a","2023-12-15","http://www.cdisc.org","Code_108"
"Code","Visit","C25716","453e7f52-196c-4221-bf88-00c461b018ea","2023-12-15","http://www.cdisc.org","Code_109"
"Code","Clinic","C51282","982545e6-72c2-4239-be78-50e4077922c1","2023-12-15","http://www.cdisc.org","Code_110"
"Code","In Person","C175574","03ac7321-868c-4a6a-adf0-fa762562a044","2023-12-15","http://www.cdisc.org","Code_111"
"Code","Telephone Call","C171537","0a4347fb-c33c-4b89-8763-7acd0cb31ba9","2023-12-15","http://www.cdisc.org","Code_112"
"Code","Visit","C25716","badebdd9-acda-44c6-b294-c519bd22fb1d","2023-12-15","http://www.cdisc.org","Code_113"
"Code","Clinic","C51282","d2567bfc-7b2b-4012-87b9-2d7a34471973","2023-12-15","http://www.cdisc.org","Code_114"
"Code","In Person","C175574","fee4a3de-6ee9-41b9-ba93-2bd471fe8391","2023-12-15","http://www.cdisc.org","Code_115"
"Code","Telephone Call","C171537","8c7d68b7-ae1a-49af-b7fd-60d6a17bd033","2023-12-15","http://www.cdisc.org","Code_116"
"Code","Visit","C25716","3899cabc-2d7a-441e-b3b3-795407948120","2023-12-15","http://www.cdisc.org","Code_117"
"Code","Clinic","C51282","2322067b-c4fe-4aec-99fa-23746643f681","2023-12-15","http://www.cdisc.org","Code_118"
"Code","In Person","C175574","ec56454b-2c3a-4429-a390-d68694b11546","2023-12-15","http://www.cdisc.org","Code_119"
"Code","Visit","C25716","aa70af6a-7078-4079-a7d5-025598e90127","2023-12-15","http://www.cdisc.org","Code_120"
"Code","Clinic","C51282","048d2c63-6475-41a0-a06b-f8432eaa2be5","2023-12-15","http://www.cdisc.org","Code_121"
"Code","In Person","C175574","cfd7d777-b390-4963-a47d-91944dc519bf","2023-12-15","http://www.cdisc.org","Code_122"
"Code","CT of head without contrast","383371000119108","e891788b-7ffe-47f9-bfdc-40fddc8a4f3d","January 31, 2018","SNOMED","Code_80"
"Code","Subject Supine","123","193105dc-abcb-436f-8e6e-eef25b9f1872","12","SPONSOR","Code_81"
"Code","Subject Standing","124","3b476351-67f7-4fa0-9ba4-88a31a580834","12","SPONSOR","Code_82"
"Code","Dictionary-derived Term","C82977","b66b1265-7a2b-4b62-bb39-7e805b3498ff","2023-12-15","http://www.cdisc.org","Code_429"
"Code","Reported Event Term","C82571","ba173c39-5066-4288-8af5-cae676b4ff43","2023-12-15","http://www.cdisc.org","Code_430"
"Code","Observation Start Date Time","C82517","003ec92d-2758-437b-9f3e-dc01a46b3443","2023-12-15","http://www.cdisc.org","Code_431"
"Code","Informed Consent","C16735","5e32a11a-8ade-438b-a496-f5a8438bc338","2023-12-15","http://www.cdisc.org","Code_432"
"Code","Male","C20197","29c9f912-1608-4b24-a05c-d34a1e3c6640","2023-12-15","http://www.cdisc.org","Code_433"
"Code","Female","C16576","ce8b8ef2-7929-43b4-b9aa-94dd9138728a","2023-12-15","http://www.cdisc.org","Code_434"
"Code","Sex","C28421","c84c6388-df15-43e7-8a4f-d456dbe0525d","2023-12-15","http://www.cdisc.org","Code_435"
"Code","Sex","C28421","aa4a6825-48df-4872-83af-bd1193c8ea0f","2023-12-15","http://www.cdisc.org","Code_436"
"Code","Race","C17049","9786c568-4bb2-482e-b06b-75a76db86797","2023-12-15","http://www.cdisc.org","Code_437"
"Code","Race","C17049","bcbfd6b0-9e90-44f4-8c2c-860ecf1a77e2","2023-12-15","http://www.cdisc.org","Code_438"
"Code","TEMP","C174446","4d0e3916-1a05-4040-b3fd-2c6fa438e0ce","2023-12-15","http://www.cdisc.org","Code_439"
"Code","Clinical Test Result","C77140","328f4cba-e7ec-44de-ace9-4900f8299ea6","2023-12-15","http://www.cdisc.org","Code_440"
"Code","Degree Celsius","C42559","d7b63bc1-0904-42e8-bc21-ce363c8410f9","2023-12-15","http://www.cdisc.org","Code_441"
"Code","Degree Fahrenheit","C44277","73890448-5e23-431f-9b75-3588604754a9","2023-12-15","http://www.cdisc.org","Code_442"
"Code","Kelvin","C42537","0c9c40ab-0fa4-4f0a-9ffa-a6b26ae18206","2023-12-15","http://www.cdisc.org","Code_443"
"Code","Unit of Temperature","C44276","58605ae9-735c-44b5-a1de-64c95ecd896e","2023-12-15","http://www.cdisc.org","Code_444"
"Code","Axilla","C12674","554247fa-4488-4cf2-98e6-8e6a41523732","2023-12-15","http://www.cdisc.org","Code_445"
"Code","Ear","C12394","ebed058e-8645-4739-bd36-fbeebfd97320","2023-12-15","http://www.cdisc.org","Code_446"
"Code","Forehead","C89803","f73d33e9-c03e-444b-b274-7082315bddca","2023-12-15","http://www.cdisc.org","Code_447"
"Code","Oral Cavity","C12421","5d2474ee-a8c9-4b2c-b7c7-d28fb6f521c2","2023-12-15","http://www.cdisc.org","Code_448"
"Code","Rectum","C12390","e8a05e08-c99c-429f-b890-4d8d24cee8c0","2023-12-15","http://www.cdisc.org","Code_449"
"Code","Anatomic Site","C13717","ce85723e-b312-42b4-9ee2-acbfad00babb","2023-12-15","http://www.cdisc.org","Code_450"
"Code","TEMP","C174446","ace8daa1-0f14-4b11-9ecf-aa84b97b3e45","2023-12-15","http://www.cdisc.org","Code_451"
"Code","WEIGHT","C25208","2d215cb8-0ffb-4543-a18f-c19f3f46c5a9","2023-12-15","http://www.cdisc.org","Code_452"
"Code","Clinical Test Result","C77140","112d4edb-3ee8-4cc6-99ee-7dab24be1569","2023-12-15","http://www.cdisc.org","Code_453"
"Code","Pound","C48531","c37d5be4-9c2a-49e3-b4a0-5c7cf16b7ad1","2023-12-15","http://www.cdisc.org","Code_454"
"Code","Gram","C48155","6b6fc181-fdeb-4033-9fe8-838a9a317e51","2023-12-15","http://www.cdisc.org","Code_455"
"Code","Kilogram","C28252","df6fb0b1-aacb-4474-9521-78ec9ea8bc15","2023-12-15","http://www.cdisc.org","Code_456"
"Code","Unit of Weight","C48208","9449db1f-8bc5-4eeb-8c18-0204c4cb5d31","2023-12-15","http://www.cdisc.org","Code_457"
"Code","WEIGHT","C25208","ce0e7b5b-e519-4821-8748-0b6de56bc60e","2023-12-15","http://www.cdisc.org","Code_458"
"Code","HEIGHT","C25347","6c31af18-f41b-4be6-b0a9-d83b336d2a26","2023-12-15","http://www.cdisc.org","Code_459"
"Code","Clinical Test Result","C77140","934c32cb-ffad-4f0c-a91d-e82f567611ae","2023-12-15","http://www.cdisc.org","Code_460"
"Code","Centimeter","C49668","ae56641f-4142-496b-b24c-376f7fb64024","2023-12-15","http://www.cdisc.org","Code_461"
"Code","Inch","C48500","a7148c9f-171e-457d-b3d8-f6e2fb4c2bd8","2023-12-15","http://www.cdisc.org","Code_462"
"Code","Meter","C41139","bd212da6-5f38-4736-b048-f6045c964a30","2023-12-15","http://www.cdisc.org","Code_463"
"Code","Unit of Height","C168688","7c4fd0a4-4c7c-4d2d-abb3-aed9d6d5e3b8","2023-12-15","http://www.cdisc.org","Code_464"
"Code","HEIGHT","C25347","adf361ce-1db1-44d7-9ba9-d6adc886034e","2023-12-15","http://www.cdisc.org","Code_465"
"Code","ALT","C64433","46867265-5a5f-4c55-b72f-f6eaf89e3610","2023-12-15","http://www.cdisc.org","Code_466"
"Code","Laboratory Test Result","C36292","e2aa3769-a170-44c9-8cf5-85fa4528c232","2023-12-15","http://www.cdisc.org","Code_467"
"Code","Unit per Liter","C67456","854210ab-2c27-486f-8b43-89c8fbb9b084","2023-12-15","http://www.cdisc.org","Code_468"
"Code","Microkatal per Liter","C67397","37455c5f-52c3-4554-9f8b-81105bd7ada2","2023-12-15","http://www.cdisc.org","Code_469"
"Code","International Unit per Liter","C67376","9a7b3a67-bbdc-40fd-ba01-b93f053a4ad5","2023-12-15","http://www.cdisc.org","Code_470"
"Code","Nanokatal per Liter","C70510","ea9628ee-cbec-4905-bd0c-c1534d9bf3f1","2023-12-15","http://www.cdisc.org","Code_471"
"Code","Unit of Catalytic Activity Concentration","C67365","3616c1da-0b85-4701-b3cc-f60e58849a4c","2023-12-15","http://www.cdisc.org","Code_472"
"Code","Biospecimen Type","C70713","ce14fe8e-5ebd-4bad-ad27-f6d1c489e723","2023-12-15","http://www.cdisc.org","Code_473"
"Code","No","C49487","ab8a7f4b-0861-4d4a-9616-11abbe2c6069","2023-12-15","http://www.cdisc.org","Code_474"
"Code","Yes","C49488","43d8e86a-8841-43c9-ad4f-6a10869ec4e5","2023-12-15","http://www.cdisc.org","Code_475"
"Code","Laboratory Test Fasting Status","C83309","5f41e2bb-830f-46a9-b407-ca9d3b9f1435","2023-12-15","http://www.cdisc.org","Code_476"
"Code","ALT","C64433","1024ef25-33c4-4197-b668-e71ed0521aab","2023-12-15","http://www.cdisc.org","Code_477"
"Code","ALB","C64431","497bb8c3-c5e3-40a0-bd7f-1a502e625f08","2023-12-15","http://www.cdisc.org","Code_478"
"Code","Laboratory Test Result","C36292","89d8a736-8dd2-4bff-ad26-1a428ed33d41","2023-12-15","http://www.cdisc.org","Code_479"
"Code","Biospecimen Type","C70713","9acf7bcb-0de6-41b3-9a55-f53d8a864440","2023-12-15","http://www.cdisc.org","Code_480"
"Code","No","C49487","6cb14e14-3975-4e3f-a57a-0a78b7815646","2023-12-15","http://www.cdisc.org","Code_481"
"Code","Yes","C49488","e4eb269c-f246-4f49-9337-08b280ac8b09","2023-12-15","http://www.cdisc.org","Code_482"
"Code","Laboratory Test Fasting Status","C83309","c5f739a4-f875-4e67-b0c2-17c638c6dfc1","2023-12-15","http://www.cdisc.org","Code_483"
"Code","ALB","C64431","2272b984-d4e5-4c25-ae26-9db4d9f305d8","2023-12-15","http://www.cdisc.org","Code_484"
"Code","ALP","C64432","f37d4203-7329-45fb-a32f-6ffe16300776","2023-12-15","http://www.cdisc.org","Code_485"
"Code","Laboratory Test Result","C36292","bb7115ff-a45b-496d-b066-327abae4a1a0","2023-12-15","http://www.cdisc.org","Code_486"
"Code","Unit per Liter","C67456","5ccc58ef-b8d5-4ac6-961a-9eb83d4b59a2","2023-12-15","http://www.cdisc.org","Code_487"
"Code","Microkatal per Liter","C67397","fca12050-ade0-4d3f-a9c5-0ae17ad82943","2023-12-15","http://www.cdisc.org","Code_488"
"Code","International Unit per Liter","C67376","1c157dd5-e162-4d5b-96eb-dab8fa109702","2023-12-15","http://www.cdisc.org","Code_489"
"Code","Unit of Catalytic Activity Concentration","C67365","954bb5b6-b2fe-41c8-9c25-a0c23962f591","2023-12-15","http://www.cdisc.org","Code_490"
"Code","Biospecimen Type","C70713","55922bc6-ee4d-45f6-acc4-d0c03e1ce4c9","2023-12-15","http://www.cdisc.org","Code_491"
"Code","No","C49487","41c5dd47-50cf-4300-89f4-eeff11621e96","2023-12-15","http://www.cdisc.org","Code_492"
"Code","Yes","C49488","f6590689-2691-4cb5-b4dd-510a1c68fa5e","2023-12-15","http://www.cdisc.org","Code_493"
"Code","Laboratory Test Fasting Status","C83309","ca81cdef-3256-460f-a646-6fdc7418f218","2023-12-15","http://www.cdisc.org","Code_494"
"Code","ALP","C64432","9f081da7-8ffe-43aa-be93-bb7c51e9c5fd","2023-12-15","http://www.cdisc.org","Code_495"
"Code","AST","C64467","b898e524-d647-4bfe-ab1b-1f396f16b152","2023-12-15","http://www.cdisc.org","Code_496"
"Code","Laboratory Test Result","C36292","9e247e75-8f61-4524-905f-173cf9d91077","2023-12-15","http://www.cdisc.org","Code_497"
"Code","Unit per Liter","C67456","139e1f72-8674-42c5-9272-363c0ad750ef","2023-12-15","http://www.cdisc.org","Code_498"
"Code","Microkatal per Liter","C67397","83b82bd4-434f-442d-a186-7e464d4617b2","2023-12-15","http://www.cdisc.org","Code_499"
"Code","International Unit per Liter","C67376","3afc713e-3ee1-4ea8-a30c-484d3546ed80","2023-12-15","http://www.cdisc.org","Code_500"
"Code","Unit of Catalytic Activity Concentration","C67365","295f8a0a-f34b-4b7a-82a6-bca79676a048","2023-12-15","http://www.cdisc.org","Code_501"
"Code","Biospecimen Type","C70713","e6573898-76dd-45da-b57c-731721588c69","2023-12-15","http://www.cdisc.org","Code_502"
"Code","No","C49487","f89e0006-3449-40db-85de-8882382eceae","2023-12-15","http://www.cdisc.org","Code_503"
"Code","Yes","C49488","68f61aea-000f-4df9-98ef-242d72f5a158","2023-12-15","http://www.cdisc.org","Code_504"
"Code","Laboratory Test Fasting Status","C83309","a7642baf-105d-49ae-8766-cc81b3f9661e","2023-12-15","http://www.cdisc.org","Code_505"
"Code","AST","C64467","ff23e3e7-a27c-416a-83a4-61f84cc3e215","2023-12-15","http://www.cdisc.org","Code_506"
"Code","CREAT","C64547","b5c136bd-77f8-43bd-9e99-1b63dda9d344","2023-12-15","http://www.cdisc.org","Code_507"
"Code","Laboratory Test Result","C36292","6abf762b-2b43-4e5c-b22d-c8b1393c0091","2023-12-15","http://www.cdisc.org","Code_508"
"Code","Milligram per Deciliter","C67015","bd16b96f-6dd4-48db-be88-f646dbe20756","2023-12-15","http://www.cdisc.org","Code_509"
"Code","Microgram per Milliliter","C64572","bf03caab-ce00-41cd-8f13-de051798943c","2023-12-15","http://www.cdisc.org","Code_510"
"Code","Millimole per Liter","C64387","443b68b8-9adf-40c0-8cd0-b9d2765274d5","2023-12-15","http://www.cdisc.org","Code_511"
"Code","Micromole per Liter","C48508","deb887c1-d697-491d-8061-487dbda6d9e7","2023-12-15","http://www.cdisc.org","Code_512"
"Code","Unit of Concentration","C48207","99ada1fe-bf88-41b7-98a9-3930017da866","2023-12-15","http://www.cdisc.org","Code_513"
"Code","Biospecimen Type","C70713","c9070801-b54d-4257-8f91-e3792e074a9a","2023-12-15","http://www.cdisc.org","Code_514"
"Code","No","C49487","0a2f27e0-c57b-479e-a2a6-5bb546f3b74d","2023-12-15","http://www.cdisc.org","Code_515"
"Code","Yes","C49488","09eb670f-98ed-4211-a523-ba9634195969","2023-12-15","http://www.cdisc.org","Code_516"
"Code","Laboratory Test Fasting Status","C83309","f017b3bb-8ef2-4fd2-b576-8bd4a75257cd","2023-12-15","http://www.cdisc.org","Code_517"
"Code","CREAT","C64547","5c109953-b569-4236-9fb5-d03b0431a90f","2023-12-15","http://www.cdisc.org","Code_518"
"Code","K","C64853","af68537a-cd9a-4ab7-8396-d41b489f3963","2023-12-15","http://www.cdisc.org","Code_519"
"Code","Laboratory Test Result","C36292","e95ffc8d-0c5b-47de-a5d9-992fda937985","2023-12-15","http://www.cdisc.org","Code_520"
"Code","Milliequivalent per Liter","C67474","4e35d0ec-218b-4627-b97a-2dfe061c5452","2023-12-15","http://www.cdisc.org","Code_521"
"Code","Milliequivalent per Deciliter","C67473","b45056bc-18e3-4781-885e-52fccd606931","2023-12-15","http://www.cdisc.org","Code_522"
"Code","Millimole per Liter","C64387","a3be3ab0-b08f-47f4-b440-4a4257a4decc","2023-12-15","http://www.cdisc.org","Code_523"
"Code","Molarity Unit","C64567","542d95ce-3e5c-4c66-bb42-896737b73f50","2023-12-15","http://www.cdisc.org","Code_524"
"Code","Biospecimen Type","C70713","c58fe95f-a361-43dc-b4cd-49fe47e9f2f2","2023-12-15","http://www.cdisc.org","Code_525"
"Code","No","C49487","106725b6-b048-4b72-8aaa-51477b34df6a","2023-12-15","http://www.cdisc.org","Code_526"
"Code","Yes","C49488","79926c1d-d04f-4143-bd98-1cd68a5976a2","2023-12-15","http://www.cdisc.org","Code_527"
"Code","Laboratory Test Fasting Status","C83309","c0d336df-3e97-42e2-b419-fcd832a37368","2023-12-15","http://www.cdisc.org","Code_528"
"Code","K","C64853","0653826b-ae70-47e8-8ce9-fea9d2138dba","2023-12-15","http://www.cdisc.org","Code_529"
"Code","SODIUM","C64809","fa53d23d-aee5-431f-87ef-db08845000f5","2023-12-15","http://www.cdisc.org","Code_530"
"Code","Laboratory Test Result","C36292","d2461050-5e6e-44a5-a5ff-fac408d5c8f0","2023-12-15","http://www.cdisc.org","Code_531"
"Code","Milliequivalent per Liter","C67474","70fd546d-97c0-4fcf-8f02-4dfd9a0f53cd","2023-12-15","http://www.cdisc.org","Code_532"
"Code","Milliequivalent per Deciliter","C67473","d47ebc5a-982a-43c9-b8ff-f2a8f63dc041","2023-12-15","http://www.cdisc.org","Code_533"
"Code","Millimole per Liter","C64387","75d7d84b-99b4-4d7e-a025-cddf46ed787f","2023-12-15","http://www.cdisc.org","Code_534"
"Code","Molarity Unit","C64567","63cfc6ce-9767-4052-8928-9892b8d503cf","2023-12-15","http://www.cdisc.org","Code_535"
"Code","Biospecimen Type","C70713","39f3c73a-ff98-4f4f-91ca-a96aca81fcf0","2023-12-15","http://www.cdisc.org","Code_536"
"Code","No","C49487","829cb70f-cba2-4582-b1c8-9322e2b7199c","2023-12-15","http://www.cdisc.org","Code_537"
"Code","Yes","C49488","34d44b4f-2ad6-4e9a-89c3-2799cd34ef39","2023-12-15","http://www.cdisc.org","Code_538"
"Code","Laboratory Test Fasting Status","C83309","1cc06c1c-2d6c-4ee6-aeea-9c69ea62577f","2023-12-15","http://www.cdisc.org","Code_539"
"Code","SODIUM","C64809","fcab6c68-aa59-4cd8-908f-c803f7feb142","2023-12-15","http://www.cdisc.org","Code_540"
"Code","HBA1C","C64849","416f3a49-b2e5-47cd-8752-799320664cb9","2023-12-15","http://www.cdisc.org","Code_541"
"Code","Laboratory Test Result","C36292","cde1401f-b3dd-4372-8da8-18574e79e4c2","2023-12-15","http://www.cdisc.org","Code_542"
"Code","Gram per Deciliter","C64783","c73e22c0-db77-4bb4-af8c-2687f7010a59","2023-12-15","http://www.cdisc.org","Code_543"
"Code","LBORRESU","No Concept Code","6479a91c-d693-4542-af29-f2b292ac904c","2023-12-15","http://www.cdisc.org","Code_544"
"Code","Biospecimen Type","C70713","ddb34a7a-5ad3-4486-94fe-30bc12584da0","2023-12-15","http://www.cdisc.org","Code_545"
"Code","No","C49487","14d38b14-bc01-476b-96a6-09725924b4c8","2023-12-15","http://www.cdisc.org","Code_546"
"Code","Yes","C49488","73bdc0db-74a7-452e-a57e-070ae4a6c9ba","2023-12-15","http://www.cdisc.org","Code_547"
"Code","Laboratory Test Fasting Status","C83309","335acf22-18d9-4221-9241-4bdc6cf81db8","2023-12-15","http://www.cdisc.org","Code_548"
"Code","HBA1C","C64849","99b98a25-206b-41f7-989c-7e2184162794","2023-12-15","http://www.cdisc.org","Code_549"
"Code","Adverse Event Verbatim Description","C78541","8065e53a-9ff9-4b4d-9170-d3affd8ea002","2023-12-15","http://www.cdisc.org","Code_145"
"Code","Adverse Event Dictionary Derived Term","C83344","96b475a7-d9c8-488d-97ea-e152ce5975b5","2023-12-15","http://www.cdisc.org","Code_146"
"Code","No","C49487","99ad2c4e-7e29-44c7-990a-63fd1fb86661","2023-12-15","http://www.cdisc.org","Code_147"
"Code","Yes","C49488","e3d9304b-b9ed-4f9f-8cc0-d4e99e05ca79","2023-12-15","http://www.cdisc.org","Code_148"
"Code","Adverse Event Pre-specified","C87840","37db1ee0-266c-42e5-8799-81c0ae465723","2023-12-15","http://www.cdisc.org","Code_149"
"Code","Adverse Event Location","C83205","870d1fa1-bea7-4b23-bde6-aeb488c37ba1","2023-12-15","http://www.cdisc.org","Code_150"
"Code","Severity of Adverse Event","C53253","7bc337b6-cd83-407e-9dda-629a989a8591","2023-12-15","http://www.cdisc.org","Code_151"
"Code","No","C49487","242eefe6-2741-4c92-9e2d-bf99a93c7380","2023-12-15","http://www.cdisc.org","Code_152"
"Code","Yes","C49488","9e4a3feb-42ec-4bf0-9202-14c378a34785","2023-12-15","http://www.cdisc.org","Code_153"
"Code","Seriousness of Adverse Event","C53252","f1f6784a-e5ec-4f3d-8de7-b72f76b0fd7a","2023-12-15","http://www.cdisc.org","Code_154"
"Code","Adverse Event Action Taken with Study Treatment","C83013","8f9a016b-4405-4211-8dc7-157a3f6ad8d3","2023-12-15","http://www.cdisc.org","Code_155"
"Code","Other Actions taken in Response to Adverse Event","C83109","8463a52f-e09d-49d8-978f-f6274f304d56","2023-12-15","http://www.cdisc.org","Code_156"
"Code","Adverse Event Attribution to Product or Procedure","C41358","a2bcff59-e04f-41ac-a2d0-c7f63c8e1e2c","2023-12-15","http://www.cdisc.org","Code_157"
"Code","Adverse Event Relationship to Non Study Treatment","C83210","6ba1f89e-b2bf-4b1e-bb8e-b9c5476a7906","2023-12-15","http://www.cdisc.org","Code_158"
"Code","Adverse Event Pattern","C83208","e2a2308a-ed7c-4385-8a3b-8b3a18eb58ca","2023-12-15","http://www.cdisc.org","Code_159"
"Code","Adverse Event Outcome","C49489","ca1a785c-e3d2-46b9-afd9-3d60376e28af","2023-12-15","http://www.cdisc.org","Code_160"
"Code","No","C49487","08e81c3d-1419-4d0c-8bf3-b7e7366e4c30","2023-12-15","http://www.cdisc.org","Code_161"
"Code","Yes","C49488","6dbb40f4-b454-4ce8-a549-2ce579b4577f","2023-12-15","http://www.cdisc.org","Code_162"
"Code","Adverse Event Involves Cancer","C83211","e5ec3967-9723-47c7-ad82-fcd9926c35d4","2023-12-15","http://www.cdisc.org","Code_163"
"Code","No","C49487","221463dd-6511-4618-bb31-d73aa201563b","2023-12-15","http://www.cdisc.org","Code_164"
"Code","Yes","C49488","ee97ae7e-144e-4d44-87b9-cb2650c6b379","2023-12-15","http://www.cdisc.org","Code_165"
"Code","Adverse Event Seriousness Due to Congenital Anomaly","C83117","4426bc75-3c77-4384-adbe-b453210ce01d","2023-12-15","http://www.cdisc.org","Code_166"
