"codeSystem","id","code","codeSystemVersion","decode","uuid:ID"
"http://www.cdisc.org","Code_71","C175574","2023-09-29","In Person","6a4c9fcb-1a27-4109-8404-43f7a39ad4b5"
"http://www.cdisc.org","Code_72","C25716","2023-09-29","Visit","eac803b8-f51c-437e-8dc5-4a3f1f40c54f"
"http://www.cdisc.org","Code_73","C51282","2023-09-29","Clinic","af05aefa-9927-4305-8275-a8a9afdea64b"
"http://www.cdisc.org","Code_74","C175574","2023-09-29","In Person","9252e7d1-eba2-43e8-927a-a910d40def85"
"http://www.cdisc.org","Code_75","C25716","2023-09-29","Visit","722f02bc-1efe-4562-b6b3-20bb20ed2563"
"http://www.cdisc.org","Code_76","C51282","2023-09-29","Clinic","59c8b125-b71a-4e73-8ebd-619949f65915"
"http://www.cdisc.org","Code_77","C175574","2023-09-29","In Person","60f6816d-225a-49fa-93ab-196750146620"
"http://www.cdisc.org","Code_78","C25716","2023-09-29","Visit","0cf125b5-f115-459a-ac02-df9efe6b4f47"
"http://www.cdisc.org","Code_79","C51282","2023-09-29","Clinic","2bf47421-c295-4301-a346-3d055e855232"
"http://www.cdisc.org","Code_80","C175574","2023-09-29","In Person","96447ab7-6b6a-49ff-a6b6-f575c3a8a2b6"
"http://www.cdisc.org","Code_81","C25716","2023-09-29","Visit","b341d523-9092-470e-be84-a7a14f56f4d4"
"http://www.cdisc.org","Code_82","C51282","2023-09-29","Clinic","5842e7a4-a4c5-4ebb-9a8e-5e5556826c53"
"http://www.cdisc.org","Code_83","C175574","2023-09-29","In Person","cbd70b8c-9402-4844-8218-26a087caf952"
"http://www.cdisc.org","Code_84","C25716","2023-09-29","Visit","3410f29c-cfb2-4bc9-8676-66586432b4a1"
"http://www.cdisc.org","Code_85","C51282","2023-09-29","Clinic","a39db358-a0a4-4815-bd35-01bad62d24f2"
"http://www.cdisc.org","Code_86","C175574","2023-09-29","In Person","8258b09e-9aaa-4c51-b84f-4231eea38feb"
"http://www.cdisc.org","Code_87","C171537","2023-09-29","Telephone Call","ad6f2e44-3cc8-429e-a5da-c5b9586dabd0"
"http://www.cdisc.org","Code_88","C25716","2023-09-29","Visit","90126bee-6c0c-40af-b3be-c6e594352a43"
"http://www.cdisc.org","Code_89","C51282","2023-09-29","Clinic","c85f3948-3bcd-4f32-a95c-38eb6b1d164c"
"http://www.cdisc.org","Code_90","C175574","2023-09-29","In Person","96abb888-573a-47fc-9b88-3814bc3d2620"
"http://www.cdisc.org","Code_91","C171537","2023-09-29","Telephone Call","9fbc285a-92b6-4042-a037-6a0ae538ec28"
"http://www.cdisc.org","Code_92","C25716","2023-09-29","Visit","b02aa0a1-b2fd-4df7-bf24-72e4d60627fd"
"http://www.cdisc.org","Code_93","C51282","2023-09-29","Clinic","8af2bb8d-c432-4b7b-a3a7-b017834ccf9e"
"http://www.cdisc.org","Code_94","C175574","2023-09-29","In Person","2e15450d-e36c-45eb-ab58-4e5a884d0db5"
"http://www.cdisc.org","Code_95","C171537","2023-09-29","Telephone Call","b39d2c37-806b-43ce-81a8-aca01846ba39"
"http://www.cdisc.org","Code_96","C25716","2023-09-29","Visit","c6415bc3-3d3a-4595-8106-6eeb66666f59"
"http://www.cdisc.org","Code_97","C51282","2023-09-29","Clinic","c37bceee-ef94-4d9f-9f65-079cf50c1907"
"http://www.cdisc.org","Code_98","C175574","2023-09-29","In Person","7a52377b-fcac-4e18-a96b-c2d2ce5cfe62"
"http://www.cdisc.org","Code_99","C171537","2023-09-29","Telephone Call","23607818-91ae-49bd-b030-1cfc0da18748"
"http://www.cdisc.org","Code_100","C25716","2023-09-29","Visit","fd252acb-fe9c-48d4-b556-8a5b5d0bec85"
"http://www.cdisc.org","Code_101","C51282","2023-09-29","Clinic","7ad9aa9e-4b87-44dd-9110-6033ec6ad965"
"http://www.cdisc.org","Code_102","C175574","2023-09-29","In Person","67a5fcfd-955b-46c1-84e9-ae5a8c4c0303"
"http://www.cdisc.org","Code_103","C25716","2023-09-29","Visit","1890a1ad-b8cb-40ca-821a-fb2fa17413b5"
"http://www.cdisc.org","Code_104","C51282","2023-09-29","Clinic","9439c9b0-9fab-4c0a-ab43-da237cd942b4"
"http://www.cdisc.org","Code_105","C175574","2023-09-29","In Person","dc0e2162-23c7-4b90-96aa-8d5484054819"
"SNOMED","Code_63","383371000119108","January 31, 2018","CT of head without contrast","e08915fa-855a-4360-bdf6-7b4044e39983"
"SPONSOR","Code_64","123","12","Supine for 5 minutes","9fd83330-8ed4-4ac9-b4df-2eaf51cf81b4"
"SPONSOR","Code_65","124","12","Standingfor 1-3 minutes","7e6b43eb-28af-4edf-bb15-19533bf095df"
"NCI Thesaurus","Code_244","C173522","","Vital Signs Result","6feed502-3c6d-4e6d-95b5-21d49cff6bd6"
"http://www.cdisc.org","Code_245","C42537","2023-09-29","Kelvin","69f220d8-c82b-4612-a30f-c6d0987ef22a"
"NCI Thesaurus","Code_246","C44276","","Unit of Temperature","0f4dadce-1d90-40a6-a3df-0b11effc05c8"
"NCI Thesaurus","Code_247","C83088","","Vital Signs Location","a8919974-1bdf-4110-9cd5-fd47dc29c3c1"
"NCI Thesaurus","Code_243","C174446","","Body Temperature","8c3a5802-63e9-47ba-9c2a-6217ccee2e64"
"NCI Thesaurus","Code_249","C173522","","Vital Signs Result","f7f2670d-9a64-481c-82d4-285f623cee76"
"http://www.cdisc.org","Code_250","C28252","2023-09-29","Kilogram","f8df952a-b606-4251-99ed-47e910e444cb"
"http://www.cdisc.org","Code_251","C48155","2023-09-29","Gram","afc2c0c5-c54c-4c98-a092-e6598a2f08d2"
"http://www.cdisc.org","Code_252","C48531","2023-09-29","Pound","a4b48972-eae9-41af-b184-9037fcf94010"
"NCI Thesaurus","Code_253","C48208","","Unit of Weight","79039de2-bea4-43c0-8e8b-c5a3de646b50"
"NCI Thesaurus","Code_248","C81328","","Body Weight","5447a574-53be-47d3-a5f9-f8181f996ce8"
"NCI Thesaurus","Code_255","C173522","","Vital Signs Result","7cddea37-a272-403d-8427-6452d978aeb0"
"http://www.cdisc.org","Code_256","C49668","2023-09-29","Centimeter","423fe153-9c1e-4d71-8d87-38e8340193ec"
"http://www.cdisc.org","Code_257","C48500","2023-09-29","Inch","2360a2f1-5a7f-4ca7-90ac-c0fccdbe6954"
"http://www.cdisc.org","Code_258","C28251","2023-09-29","Millimeter","7c15f42e-c332-40f0-9492-804067b496df"
"http://www.cdisc.org","Code_259","C41139","2023-09-29","Meter","620aab9a-0f10-461d-9d40-849a3e3d1115"
"NCI Thesaurus","Code_260","C168688","","Unit of Height","c7822c32-5a0c-42a5-9544-ea766286511e"
"NCI Thesaurus","Code_254","C164634","","Body Height","e42ecc7b-5782-4ed0-9672-7f67ce637f9d"
"NCI Thesaurus","Code_262","C36292","","Laboratory Test Result","2d0ac9de-cf32-467f-881d-91398ff8bc80"
"NCI Thesaurus","Code_263","C83309","","Laboratory Test Fasting Status","3ad99417-f708-4212-8f63-cf3d62be611a"
"NCI Thesaurus","Code_264","C67365","","Unit of Catalytic Activity Concentration","8912ae69-4e9a-4fa6-9dbf-13a91bc80bae"
"NCI Thesaurus","Code_265","C70713","","Biospecimen Type","e92d45f1-8eb6-461b-b3a4-38b743a8f61f"
"NCI Thesaurus","Code_261","C64433","","Alanine Aminotransferase Measurement","a870b06b-f2f7-4ba1-b7f5-ec4bd7ea90d6"
"NCI Thesaurus","Code_267","C36292","","Laboratory Test Result","fd44dfe6-b2b4-4250-b10d-15693252dbc7"
"NCI Thesaurus","Code_268","C83309","","Laboratory Test Fasting Status","63d6a46f-666b-4e3e-814a-c490873d2b7d"
"NCI Thesaurus","Code_269","C48207","","Unit of Concentration","ec7db3e4-69fa-46f6-8bbb-fa2852612eb5"
"NCI Thesaurus","Code_270","C70713","","Biospecimen Type","7fd563f8-6137-4c75-a22a-ceea6baaf77d"
"NCI Thesaurus","Code_266","C64431","","Albumin Measurement","7fa69f75-f7ed-4a10-bf21-6e229f92bd0f"
"NCI Thesaurus","Code_272","C36292","","Laboratory Test Result","809e3b3e-e887-4752-a1ff-ced5858f61b4"
"NCI Thesaurus","Code_273","C83309","","Laboratory Test Fasting Status","590b47cc-2713-433c-bb46-5c8f8fff5489"
"NCI Thesaurus","Code_274","C67365","","Unit of Catalytic Activity Concentration","ce0da0ff-5539-496e-ae7a-8928e982457b"
"NCI Thesaurus","Code_275","C70713","","Biospecimen Type","6a1888db-51ab-4480-9a2e-8d52fc1dea71"
"NCI Thesaurus","Code_271","C64432","","Alkaline Phosphatase Measurement","173776aa-9339-40a4-8b3d-fa26f5c8a9ce"
"NCI Thesaurus","Code_277","C36292","","Laboratory Test Result","1adeaa51-2a5b-4ca2-b412-e12e7d5b0b41"
"NCI Thesaurus","Code_278","C83309","","Laboratory Test Fasting Status","37ae5a2e-8f1a-4cd5-8217-fa85396f5596"
"NCI Thesaurus","Code_279","C67365","","Unit of Catalytic Activity Concentration","f780698a-0f1b-47dd-a351-b6f585f25138"
"NCI Thesaurus","Code_280","C70713","","Biospecimen Type","4933583e-215d-4b1d-a7b6-a549f492570a"
"NCI Thesaurus","Code_276","C64467","","Aspartate Aminotransferase Measurement","50137335-c44f-4974-b3d7-11bd94f14402"
"NCI Thesaurus","Code_282","C36292","","Laboratory Test Result","c38cdeab-f038-4488-9e02-a53dd90a07cf"
"NCI Thesaurus","Code_283","C83309","","Laboratory Test Fasting Status","da4e974a-bb87-4ad5-a0e7-9f00d0d07891"
"NCI Thesaurus","Code_284","C48207","","Unit of Concentration","436dd226-b9a0-4707-9525-a6348f6ec551"
"NCI Thesaurus","Code_285","C70713","","Biospecimen Type","d194adca-839c-429c-a0fd-46d23e26ce57"
"NCI Thesaurus","Code_281","C64547","","Creatinine Measurement","25505ae3-0305-42ec-bfce-49a520ac8a1c"
"NCI Thesaurus","Code_287","C36292","","Laboratory Test Result","74a576af-4585-49fa-a5c8-8f7ca0d82d6c"
"NCI Thesaurus","Code_288","C83309","","Laboratory Test Fasting Status","0f08c8ce-ac81-4b7f-807f-09976aa12703"
"NCI Thesaurus","Code_289","C64567","","Molarity Unit","c5f5165b-af78-4497-ba32-04338bf58b93"
"NCI Thesaurus","Code_290","C70713","","Biospecimen Type","471534d6-6bd7-45e9-802a-b033b6e33fbb"
"NCI Thesaurus","Code_286","C64853","","Potassium Measurement","91932011-0fef-4cb8-9383-f264c983d935"
"NCI Thesaurus","Code_292","C36292","","Laboratory Test Result","e2e64aa4-f1b9-40a2-a653-b7be19810c5d"
"NCI Thesaurus","Code_293","C83309","","Laboratory Test Fasting Status","545198ac-472f-49b1-a303-fcd184d574e7"
"NCI Thesaurus","Code_294","C64567","","Molarity Unit","9709964d-6314-4fb1-9350-fb20f5654c38"
"NCI Thesaurus","Code_295","C70713","","Biospecimen Type","4b08d072-bd9e-4dc7-bff3-6c593395803d"
"NCI Thesaurus","Code_291","C64809","","Sodium Measurement","81a6bcb4-fa31-41ad-a098-60a6f07044f6"
"NCI Thesaurus","Code_126","C78541","","Adverse Event Verbatim Description","b67cab1e-9de4-40b5-9100-e2483cce15af"
"NCI Thesaurus","Code_127","C83344","","Adverse Event Dictionary Derived Term","ec6384f9-357e-4459-9835-f623f3f9f6da"
"NCI Thesaurus","Code_128","C83198","","Adverse Event Category","724b5e8e-f508-45d7-b380-734229b19125"
"NCI Thesaurus","Code_129","C83212","","Adverse Event Subcategory","399acc98-cbab-42dc-b97d-7eae0d8402bd"
"NCI Thesaurus","Code_130","C87840","","Adverse Event Pre-specified","4670d86d-ff43-41b2-8479-15df71388938"
"NCI Thesaurus","Code_131","C53253","","Severity of Adverse Event","72de41cb-8853-4204-9a41-bfc431fe15aa"
"NCI Thesaurus","Code_132","C78605","","Adverse Event Toxicity Grade","ed4e7607-96ca-43d1-b163-2018b4323420"
"NCI Thesaurus","Code_133","C53252","","Seriousness of Adverse Event","35e6de5d-6e38-49a3-a846-94143ebc2413"
"http://www.cdisc.org","Code_134","C17998","2023-09-29","Unknown","bda0a066-84c1-4fda-b931-f28158362280"
"NCI Thesaurus","Code_135","C83013","","Adverse Event Action Taken with Study Treatment","ce822b81-81f7-4075-9b20-9427b2b2d214"
"NCI Thesaurus","Code_136","C41358","","Adverse Event Attribution to Product or Procedure","6e66b470-3575-4bf7-935d-7e2c5273227d"
"NCI Thesaurus","Code_137","C83208","","Adverse Event Pattern","d77c956d-a423-463a-bebd-70a2bcf2908f"
"http://www.cdisc.org","Code_138","C17998","2023-09-29","Unknown","a125718d-d93b-4538-8e18-ac27871ef5fc"
"NCI Thesaurus","Code_139","C49489","","Adverse Event Outcome","0ed15b78-0d37-4264-838d-b3c095d3c8c8"
"NCI Thesaurus","Code_140","C83215","","Adverse Event Start Date Time","2d7512d6-9945-44b4-be7c-434a843c1bcb"
"NCI Thesaurus","Code_141","C83201","","Adverse Event End Date Time","ac54e8a5-ffd0-4b59-b1a3-e2ea638a8ca6"
"NCI Thesaurus","Code_125","C41331","","Adverse Event","f3402c59-1d00-4ac5-a78d-7315df1dd42b"
"NCI Thesaurus","Code_143","C173522","","Vital Signs Result","4aaf624f-998f-4a5b-944c-8cdf48016037"
"http://www.cdisc.org","Code_144","C42547","2023-09-29","Pascal","cb93abd3-a0e0-4f0a-a992-0f7200ef9554"
"NCI Thesaurus","Code_145","C49669","","Unit of Pressure","d5927d4a-da4a-45b8-87aa-3e967fa2ea25"
"NCI Thesaurus","Code_146","C83088","","Vital Signs Location","9c63e5c9-4279-42c0-bd68-e8bd57cfe241"
"NCI Thesaurus","Code_147","C123975","","Vital Signs Laterality","62a7d93e-e8d5-4690-a621-7eea8235869c"
"NCI Thesaurus","Code_148","C82535","","Test Method","dbf5688b-d3a4-414a-9aa7-8a45f75b2bbf"
"NCI Thesaurus","Code_149","C83114","","Vital Signs Position","9a908fae-468c-47c6-adde-91e5420fd786"
"NCI Thesaurus","Code_142","C25298","","Systolic Blood Pressure","c94d6773-a1ac-4aa6-aa4c-d5156b4ace32"
"NCI Thesaurus","Code_151","C173522","","Vital Signs Result","ad862235-448c-4921-be19-b1cb1d9070fd"
"http://www.cdisc.org","Code_152","C42547","2023-09-29","Pascal","63b49683-51ff-49eb-9b9f-8540ca0d43f8"
"NCI Thesaurus","Code_153","C49669","","Unit of Pressure","70f311b4-24fd-4453-93a1-5c004896013d"
"NCI Thesaurus","Code_154","C83088","","Vital Signs Location","e62ec52b-be6a-4e48-b572-357f1b22a97a"
"NCI Thesaurus","Code_155","C123975","","Vital Signs Laterality","1ea5bd3e-b4ca-4139-8084-f03ab2190d99"
"NCI Thesaurus","Code_156","C82535","","Test Method","f90cada9-f212-4177-8374-7842d6268240"
"NCI Thesaurus","Code_157","C83114","","Vital Signs Position","22c8b26d-6b9a-44c9-b381-81ff9273ee66"
"NCI Thesaurus","Code_150","C25299","","Diastolic Blood Pressure","16250ec6-ef27-483d-8574-207bf79545c1"
"NCI Thesaurus","Code_159","C173522","","Vital Signs Result","8b97b7be-59bd-4b0f-bed3-5c227d783f7d"
"http://www.cdisc.org","Code_160","C42537","2023-09-29","Kelvin","3f68f0ca-9f81-41d6-8f1e-40f2c2a897c6"
"NCI Thesaurus","Code_161","C44276","","Unit of Temperature","b1f6b85f-96ad-4748-851b-0b1500014698"
"NCI Thesaurus","Code_162","C83088","","Vital Signs Location","2be01b05-7cae-42f0-b068-b83c23d4439a"
"NCI Thesaurus","Code_158","C174446","","Body Temperature","1759c9b3-4982-414a-a412-5865ccc27015"
"NCI Thesaurus","Code_164","C173522","","Vital Signs Result","44474e4c-1095-4a77-898a-dbbdbb2914c7"
"http://www.cdisc.org","Code_165","C28252","2023-09-29","Kilogram","914067b0-9b9b-4f86-bfd5-dab08ea73255"
"http://www.cdisc.org","Code_166","C48155","2023-09-29","Gram","db48ea83-13c7-4575-a405-a6f52ba79d07"
"http://www.cdisc.org","Code_167","C48531","2023-09-29","Pound","7cd3f7b6-4c27-4a5e-b9b5-f79c0569a49d"
"NCI Thesaurus","Code_168","C48208","","Unit of Weight","fe3b25de-40ce-46c9-b391-75c83a8c7cc2"
"NCI Thesaurus","Code_163","C81328","","Body Weight","85439e40-e06e-47fb-8a49-3b4146c0ee30"
"NCI Thesaurus","Code_170","C173522","","Vital Signs Result","e5225ce3-4fd8-4364-beb3-2e8d389b9131"
"http://www.cdisc.org","Code_171","C49668","2023-09-29","Centimeter","53b2263b-4194-4b80-9d85-d4c6ee1e4764"
"http://www.cdisc.org","Code_172","C48500","2023-09-29","Inch","e732c17a-6b4b-4142-8a31-09bbce00b70d"
"http://www.cdisc.org","Code_173","C28251","2023-09-29","Millimeter","514e315c-39b6-4efb-b82f-5af069b3fc48"
"http://www.cdisc.org","Code_174","C41139","2023-09-29","Meter","ceacfcb7-99f0-49c2-afbb-b3917727ee37"
"NCI Thesaurus","Code_175","C168688","","Unit of Height","a4d549b2-c489-423e-99ef-b3054dc21766"
"NCI Thesaurus","Code_169","C164634","","Body Height","475b1024-cce5-4163-a9a3-a1dd16f4a05a"
"NCI Thesaurus","Code_177","C36292","","Laboratory Test Result","281453e2-e9cc-4339-b5fc-a9fde8703946"
"NCI Thesaurus","Code_178","C83309","","Laboratory Test Fasting Status","5ec6218a-8328-477e-a4be-31fbcaa34078"
"NCI Thesaurus","Code_179","C67365","","Unit of Catalytic Activity Concentration","460b29db-dc69-4179-98a0-24ed50441a8c"
"NCI Thesaurus","Code_180","C70713","","Biospecimen Type","6c40a79e-59bb-44f8-8336-9983f423405e"
"NCI Thesaurus","Code_176","C64433","","Alanine Aminotransferase Measurement","e7d089ad-cf27-49ba-a453-eaacc08528f6"
"NCI Thesaurus","Code_182","C36292","","Laboratory Test Result","aef8b161-cfa1-4767-8c86-f1eb9735416c"
"NCI Thesaurus","Code_183","C83309","","Laboratory Test Fasting Status","21749bce-15ae-4e35-b0cc-ea5905b034a8"
"NCI Thesaurus","Code_184","C48207","","Unit of Concentration","89d7df3c-157b-41ca-b0c6-9068bf57289e"
"NCI Thesaurus","Code_185","C70713","","Biospecimen Type","2a977dfd-47d4-4259-b557-2e2dc4de11c7"
"NCI Thesaurus","Code_181","C64431","","Albumin Measurement","13f5b159-3720-4bd5-b726-867d6ad061ac"
"NCI Thesaurus","Code_187","C36292","","Laboratory Test Result","5b2d4ab2-1015-4845-a53e-7ada0753b0d6"
"NCI Thesaurus","Code_188","C83309","","Laboratory Test Fasting Status","4336676f-4cc6-4e24-822e-2df95085a8c8"
"NCI Thesaurus","Code_189","C67365","","Unit of Catalytic Activity Concentration","ac080ac5-653e-4e82-8858-d79d5acb209c"
"NCI Thesaurus","Code_190","C70713","","Biospecimen Type","e4dfc056-da46-4130-8157-4576134cfe48"
"NCI Thesaurus","Code_186","C64432","","Alkaline Phosphatase Measurement","e4b7e0db-8e0d-49cb-b62b-60196c954575"
"NCI Thesaurus","Code_192","C36292","","Laboratory Test Result","bb5fae7c-8b01-49a2-9096-805b1e67acdc"
"NCI Thesaurus","Code_193","C83309","","Laboratory Test Fasting Status","d19d517b-485b-41a6-99b4-68236d45e884"
"NCI Thesaurus","Code_194","C67365","","Unit of Catalytic Activity Concentration","6a040b21-def8-4225-8192-00e12f9fbb71"
"NCI Thesaurus","Code_195","C70713","","Biospecimen Type","6dbe7db3-65a2-4c33-800f-0d0a5d8798ff"
"NCI Thesaurus","Code_191","C64467","","Aspartate Aminotransferase Measurement","97e3779e-61d7-40ac-95db-44a59d46bc50"
"NCI Thesaurus","Code_197","C36292","","Laboratory Test Result","3c196755-8593-41fb-b563-b9b1a503b199"
"NCI Thesaurus","Code_198","C83309","","Laboratory Test Fasting Status","8b94fd33-3c7a-455e-98bf-4af3d3352d92"
"NCI Thesaurus","Code_199","C48207","","Unit of Concentration","2472d36e-28f3-45be-8a15-ec27b597133a"
"NCI Thesaurus","Code_200","C70713","","Biospecimen Type","9e991d4f-d1e9-4375-aa44-81c3e69048f6"
"NCI Thesaurus","Code_196","C64547","","Creatinine Measurement","c08fb96a-0616-4b67-8d16-59de1d5e4ce4"
"NCI Thesaurus","Code_202","C36292","","Laboratory Test Result","d3463678-3696-491e-9395-c5b96640d1b1"
"NCI Thesaurus","Code_203","C83309","","Laboratory Test Fasting Status","11923c9d-80b5-4f5d-9017-a4ecb8fbee54"
"NCI Thesaurus","Code_204","C64567","","Molarity Unit","5fc4cc3f-b0f9-488f-8cd4-54d73e378ea5"
"NCI Thesaurus","Code_205","C70713","","Biospecimen Type","29dbe2a6-6ff8-4203-bb85-7f14996c90cc"
"NCI Thesaurus","Code_201","C64853","","Potassium Measurement","c29ddeae-4e53-4bdc-8199-df9664a46265"
"NCI Thesaurus","Code_207","C36292","","Laboratory Test Result","a524ae08-0274-44c1-a3fe-d0a46d79fcd8"
"NCI Thesaurus","Code_208","C83309","","Laboratory Test Fasting Status","fc659bf2-9c7f-40e5-8f22-be2533f84c51"
"NCI Thesaurus","Code_209","C64567","","Molarity Unit","d7535aec-875d-4905-9eef-821c6d67ece5"
"NCI Thesaurus","Code_210","C70713","","Biospecimen Type","dc902366-7487-45b5-a377-6e5bf1628c37"
"NCI Thesaurus","Code_206","C64809","","Sodium Measurement","a5829854-590e-4527-8a6d-aef57c49f62f"
"NCI Thesaurus","Code_212","C173522","","Vital Signs Result","6fe6ddd2-b238-4c09-9480-75e79818b844"
"http://www.cdisc.org","Code_213","C42547","2023-09-29","Pascal","e7943a42-c46e-4367-8507-462af1eecb03"
"NCI Thesaurus","Code_214","C49669","","Unit of Pressure","266c0300-0c4f-4ce2-a467-fac58adaabfc"
"NCI Thesaurus","Code_215","C83088","","Vital Signs Location","dc8adb9a-ed90-4bce-a819-de4c79be78c3"
"NCI Thesaurus","Code_216","C123975","","Vital Signs Laterality","9af88880-f06f-4531-9140-2c7816ca5f4e"
"NCI Thesaurus","Code_217","C82535","","Test Method","cb7c9024-2210-4e78-bf59-d97f7d69c385"
"NCI Thesaurus","Code_218","C83114","","Vital Signs Position","db703139-3ca3-40c3-91cc-5822ee84e6aa"
"NCI Thesaurus","Code_211","C25298","","Systolic Blood Pressure","62ac5443-cd76-444e-8d26-ad591ab3940d"
"NCI Thesaurus","Code_220","C173522","","Vital Signs Result","5a7d4943-ed0c-4e78-b1a2-251626e158cf"
"http://www.cdisc.org","Code_221","C42547","2023-09-29","Pascal","779c1044-e577-48d6-84fb-28a07614d094"
"NCI Thesaurus","Code_222","C49669","","Unit of Pressure","c435f715-bfa5-43a7-9e2a-008b111ec3f8"
"NCI Thesaurus","Code_223","C83088","","Vital Signs Location","0090d200-4229-4e80-84ba-788c26af68d1"
"NCI Thesaurus","Code_224","C123975","","Vital Signs Laterality","75fd43eb-eb80-4571-80ad-3532147151ef"
"NCI Thesaurus","Code_225","C82535","","Test Method","d2cbe6ea-9dbb-4657-b0b4-69fc6cc9d477"
"NCI Thesaurus","Code_226","C83114","","Vital Signs Position","dd36818c-7b63-48cf-9e06-222c0e4e5b2b"
"NCI Thesaurus","Code_219","C25299","","Diastolic Blood Pressure","a8d08dbb-d5eb-4330-b519-9d7fea8ddbf3"
"NCI Thesaurus","Code_228","C173522","","Vital Signs Result","1f0cd524-0b88-4a9b-9790-edaf3becd45e"
"http://www.cdisc.org","Code_229","C42547","2023-09-29","Pascal","53e19d3b-6a04-46a5-bcc1-91340c5170a2"
"NCI Thesaurus","Code_230","C49669","","Unit of Pressure","5ab079cf-65f1-4754-8061-33803f8836db"
"NCI Thesaurus","Code_231","C83088","","Vital Signs Location","1feec126-5239-489e-acb2-35a56ed60fe8"
"NCI Thesaurus","Code_232","C123975","","Vital Signs Laterality","ace475d9-1cf5-4c56-9baf-1057d0646460"
"NCI Thesaurus","Code_233","C82535","","Test Method","bceb1fb2-2327-4ca5-8943-480ebac800cb"
"NCI Thesaurus","Code_234","C83114","","Vital Signs Position","3bff486b-6eda-46f2-98d9-0c348a2cff48"
"NCI Thesaurus","Code_227","C25298","","Systolic Blood Pressure","0bf436de-410a-422c-850c-c79b51e3e599"
"NCI Thesaurus","Code_236","C173522","","Vital Signs Result","de337cd6-feb6-4c8a-a864-2b8958ab0d33"
"http://www.cdisc.org","Code_237","C42547","2023-09-29","Pascal","800ea957-4583-4e26-a093-137527b04013"
"NCI Thesaurus","Code_238","C49669","","Unit of Pressure","44011567-0e75-415b-b09f-7fb12736ecef"
"NCI Thesaurus","Code_239","C83088","","Vital Signs Location","fa460535-6d36-465d-8329-8ee850d08143"
"NCI Thesaurus","Code_240","C123975","","Vital Signs Laterality","d2caf139-50ef-455a-88b0-fd2ea7a6fbbc"
