"id","sectionNumber","sectionTitle","name","uuid:ID","text"
"NarrativeContent_16","4.2.1","Rationale for Comparator","SECTION 4.2.1","9cf5b813-e88b-44a4-b197-d046ed96a373","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>"
"NarrativeContent_17","4.2.2","Rationale for Adaptive or Novel Trial Design","SECTION 4.2.2","a82a4b6a-a040-4b78-bce8-726a9713b9ee","<div></div>"
"NarrativeContent_18","4.2.3","Other Trial Design Considerations","SECTION 4.2.3","9a63f012-1938-47db-a4d9-aa8aae14bfc3","<div></div>"
"NarrativeContent_19","4.3","Access to Trial Intervention After End of Trial","SECTION 4.3","f2ca4b57-ee2b-4a4f-a89b-b32b3d7eac0e","<div></div>"
"NarrativeContent_20","4.4","Start of Trial and End of Trial","SECTION 4.4","847f8790-c85f-4e0b-afa1-80f3e4db4152","<div></div>"
"NarrativeContent_21","5","TRIAL POPULATION","SECTION 5","6191af5c-579a-4563-8ffe-f4b03671a758","<div></div>"
"NarrativeContent_22","5.1","Selection of Trial Population","SECTION 5.1","347af3a2-541e-49f6-aabd-08c38ba413a3","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"NarrativeContent_23","5.2","Rationale for Trial Population","SECTION 5.2","509f70b1-eb5b-49c0-9f13-a442aeb2db4b","<div></div>"
"NarrativeContent_24","5.3","Inclusion Criteria","SECTION 5.3","91f60e76-3cc3-44e8-9911-dababa4448f1","<div><usdm:section name=""M11-inclusion""></div>"
"NarrativeContent_25","5.4","Exclusion Criteria","SECTION 5.4","5d4b44f7-5936-4294-ae68-57bd47f062c4","<div><usdm:section name=""M11-exclusion""></div>"
"NarrativeContent_26","5.5","Lifestyle Considerations","SECTION 5.5","87fc3005-f0e4-4753-a7f1-151d84d50bb9","<div></div>"
"NarrativeContent_27","5.5.1","Meals and Dietary Restrictions","SECTION 5.5.1","32722366-fb74-49e6-a32e-ef39482a7cc5","<div></div>"
"NarrativeContent_28","5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","b3a3b5ba-97e0-4188-a7ce-67b8c765ee1e","<div><p>Not applicable</p></div>"
"NarrativeContent_29","5.5.3","Physical Activity","SECTION 5.5.3","e77bd71b-c958-4ca2-9ff9-8c0a36c624a9","<div></div>"
"NarrativeContent_30","5.5.4","Other Activity","SECTION 5.5.4","10bc0791-8b74-4575-b5f6-724645b56bea","<div></div>"
"NarrativeContent_31","5.6","Screen Failures","SECTION 5.6","24c2e5b2-dd02-4e0d-aa6b-677af8a09558","<div></div>"
"NarrativeContent_32","6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","c3e033c7-03af-4c73-bc38-c3423c5def8e","<div></div>"
"NarrativeContent_33","6.1","Description of Trial Intervention","SECTION 6.1","7206f8e7-0636-4ba4-abcd-062aadd90f6c","<div></div>"
"NarrativeContent_34","6.2","Rationale for Trial Intervention","SECTION 6.2","8d9f25a0-6e00-4c5d-beba-ba67f2b735a4","<div></div>"
"NarrativeContent_35","6.3","Dosing and Administration","SECTION 6.3","47722e1f-39fb-4003-915f-449aca92c505","<div></div>"
"NarrativeContent_36","6.3.1","Trial Intervention Dose Modification","SECTION 6.3.1","ae8a5443-541f-4fc2-96f3-05ee26513c35","<div></div>"
"NarrativeContent_37","6.4","Treatment of Overdose","SECTION 6.4","fe1f1e20-11c4-484c-b598-20f367c5fb19","<div></div>"
"NarrativeContent_38","6.5","Preparation, Handling, Storage and Accountability","SECTION 6.5","6f738317-3ce7-4ec6-bf8d-fcb3f2130e17","<div></div>"
"NarrativeContent_39","6.5.1","Preparation of Trial Intervention","SECTION 6.5.1","0c19bfa4-eec0-458a-bc0b-b5aead8f1117","<div></div>"
"NarrativeContent_40","6.5.2","Handling and Storage of Trial Intervention","SECTION 6.5.2","ba264c37-2e3e-46c8-b9f5-dc2a5108c992","<div></div>"
"NarrativeContent_41","6.5.3","Accountability of Trial Intervention","SECTION 6.5.3","f8f61b9d-2429-43b9-b805-43adb96da11c","<div></div>"
"NarrativeContent_42","6.6","Participant Assignment, Randomisation and Blinding","SECTION 6.6","52196802-f213-46c2-bdb3-544b68921023","<div></div>"
"NarrativeContent_43","6.6.1","Participant Assignment","SECTION 6.6.1","a50b1236-0039-4c1f-951a-e39c4fef954d","<div></div>"
"NarrativeContent_44","6.6.2","Randomisation","SECTION 6.6.2","7a640df5-1d09-4a4c-a013-4b6e5b8ac117","<div></div>"
"NarrativeContent_45","6.6.3","Blinding and Unblinding","SECTION 6.6.3","0ecb30ad-99f5-4820-9b59-c79a64272140","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"NarrativeContent_46","6.7","Trial Intervention Compliance","SECTION 6.7","b5b073e1-3b27-40d9-9610-f4030a6faba9","<div></div>"
"NarrativeContent_47","6.8","Concomitant Therapy","SECTION 6.8","24552a5f-d4ab-4e68-91b1-d8a85a054c43","<div></div>"
"NarrativeContent_48","6.8.1","Prohibited Concomitant Therapy","SECTION 6.8.1","d847aa77-380c-4561-8d8f-95faa2bc35f5","<div></div>"
"NarrativeContent_49","6.8.2","Permitted Concomitant Therapy","SECTION 6.8.2","e7b5ec4b-14e3-41db-9649-5ea865a6bbdf","<div></div>"
"NarrativeContent_50","6.8.3","Rescue Therapy","SECTION 6.8.3","38cb8ff7-3754-485d-bc79-5ebfb7e56e59","<div></div>"
"NarrativeContent_51","6.8.4","Other Therapy","SECTION 6.8.4","028ec633-ad46-4f24-af7f-7045870e1a6d","<div></div>"
"NarrativeContent_52","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","048722a7-daae-4dce-9f34-00c5fcd04bf4","<div></div>"
"NarrativeContent_53","7.1","Discontinuation of Trial Intervention","SECTION 7.1","d5890621-4881-4735-ba04-29a30f9c32c7","<div></div>"
"NarrativeContent_54","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","0b39fbd4-126d-4ce9-b0e9-0ab1812133a2","<div></div>"
"NarrativeContent_55","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","618958b5-6678-43bc-80f7-e830340bc50f","<div></div>"
"NarrativeContent_56","7.1.3","Rechallenge","SECTION 7.1.3","f918383a-66d1-4590-a458-04c9056e5032","<div></div>"
"NarrativeContent_57","7.2","Participant Withdrawal from the Trial","SECTION 7.2","e53aa7d1-281d-4102-98f5-662d75064f2f","<div></div>"
"NarrativeContent_58","7.3","Lost to Follow-Up","SECTION 7.3","96ee90f4-ee33-41b9-91a7-6f581fd89c4a","<div></div>"
"NarrativeContent_59","7.4","Trial Stopping Rules","SECTION 7.4","dd383234-33a9-4eb7-b01d-6cd44b505e55","<div></div>"
"NarrativeContent_60","8","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","e1d237c4-d44a-43c0-bf88-0530aa26fd43","<div></div>"
"NarrativeContent_61","8.1","Screening/Baseline Assessments and Procedures","SECTION 8.1","725f03ca-9e83-4227-8c21-fcebf58ce541","<div></div>"
"NarrativeContent_62","8.2","Efficacy Assessments and Procedures","SECTION 8.2","197ae547-5dde-4162-9122-1ddbc7122881","<div></div>"
"NarrativeContent_63","8.3","Safety Assessments and Procedures","SECTION 8.3","c8ce923f-2370-4a17-9be7-e7c1cfa794cd","<div></div>"
"NarrativeContent_64","8.3.1","Physical Examination","SECTION 8.3.1","5cb68c1b-3479-4af0-9703-0ab2b714a070","<div></div>"
"NarrativeContent_65","8.3.2","Vital Signs","SECTION 8.3.2","c1d21b15-f1fe-4945-9ed3-d665acf30e39","<div></div>"
"NarrativeContent_66","8.3.3","Electrocardiograms","SECTION 8.3.3","a3a564fc-4d65-40f5-abfb-1c762eadfe19","<div></div>"
"NarrativeContent_67","8.3.4","Clinical Laboratory Assessments","SECTION 8.3.4","6cc7bf33-739d-4030-989b-06c3ef2b2527","<div></div>"
"NarrativeContent_68","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","b428e935-f1a8-4a38-aad8-bef4a4723ca8","<div></div>"
"NarrativeContent_69","8.4","Adverse Events and Serious Adverse Events","SECTION 8.4","e23e74e6-1b96-4318-8703-4bda60f29cdb","<div></div>"
"NarrativeContent_70","8.4.1","Definitions of AE and SAE","SECTION 8.4.1","48166498-70a2-4266-bd90-1b3680fba4bb","<div></div>"
"NarrativeContent_71","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","30bc43bb-978b-4b76-a3d2-10e9775d261a","<div></div>"
"NarrativeContent_72","8.4.3","Identifying AEs and SAEs","SECTION 8.4.3","ead9d755-806d-4fde-a612-0ae36a3dbf91","<div></div>"
"NarrativeContent_73","8.4.4","Recording of AEs and SAEs","SECTION 8.4.4","7d3799c8-5a32-41f7-8dc2-0e8e3e3e959f","<div></div>"
"NarrativeContent_74","8.4.5","Follow-up of AEs and SAEs","SECTION 8.4.5","26f502da-aa4a-409e-9833-ed46b6986f09","<div></div>"
"NarrativeContent_75","8.4.6","Reporting of SAEs","SECTION 8.4.6","8e40d60b-7ffa-4708-bc93-8a23983a1242","<div></div>"
"NarrativeContent_76","8.4.7","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","3a8821fe-9b01-4885-a302-5f69c42855e3","<div></div>"
"NarrativeContent_77","8.4.8","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","25e387af-ed92-49fd-96b7-716a731fbffb","<div></div>"
"NarrativeContent_78","8.4.9","Adverse Events of Special Interest","SECTION 8.4.9","27bf6315-234f-423d-9109-baa2a3fbcd0d","<div></div>"
"NarrativeContent_79","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","b2a093c6-f24d-4d3e-85da-87bc76ec60db","<div></div>"
"NarrativeContent_80","8.5","Pregnancy and Postpartum Information","SECTION 8.5","27147854-6e8f-4dd9-a54e-42b72db64c13","<div></div>"
"NarrativeContent_81","8.5.1","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","e90e8238-f3ec-476e-b397-09ab7d8ff142","<div></div>"
"NarrativeContent_82","8.5.2","Participants Whose Partners Become Pregnant","SECTION 8.5.2","7eb2918b-1b2d-4f93-aa39-817950736ef2","<div></div>"
"NarrativeContent_83","8.6","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","9e54b729-afcd-458c-85b2-43ab946f3cc3","<div></div>"
"NarrativeContent_84","8.6.1","Definition of Medical Device Product Complaints","SECTION 8.6.1","6b45c9b4-a896-4163-bf02-d8321ff3db2e","<div></div>"
"NarrativeContent_85","8.6.2","Recording of Medical Device Product Complaints","SECTION 8.6.2","56fec331-90e7-4f9e-8c32-31c454e5751e","<div></div>"
"NarrativeContent_86","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","699e77d3-629c-421b-8aa4-c9b98df57212","<div></div>"
"NarrativeContent_87","8.6.4","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","e49c550d-e2a7-4078-a22b-23451b848172","<div></div>"
"NarrativeContent_88","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","c89f70b3-23c3-48e8-bfd5-eae1b6aaa94b","<div></div>"
"NarrativeContent_89","8.7","Pharmacokinetics","SECTION 8.7","5d84fdc4-acce-416b-81b5-0c3ede1cf0db","<div></div>"
"NarrativeContent_90","8.8","Genetics","SECTION 8.8","3de97054-4b4a-49b8-902d-c71da6f136de","<div></div>"
"NarrativeContent_91","8.9","Biomarkers","SECTION 8.9","67cccebd-41d5-4b85-a6e5-dbefbc385f3c","<div></div>"
"NarrativeContent_92","8.1","Immunogenicity Assessments","SECTION 8.1","fe8a030b-44a5-42ed-96e8-b64f851445a1","<div></div>"
"NarrativeContent_93","8.1.1","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","842c42fd-e65c-4367-afaa-ce3595cc97de","<div></div>"
"NarrativeContent_94","9","STATISTICAL CONSIDERATIONS","SECTION 9","c6d20a10-7871-4e79-9975-2106cdad1b07","<div></div>"
"NarrativeContent_95","9.1","Analysis Sets","SECTION 9.1","489726a4-e297-404c-b3b4-129ff2124348","<div></div>"
"NarrativeContent_96","9.2","Analyses Supporting Primary Objective(s)","SECTION 9.2","2112b329-b683-4633-a227-96d6153066d1","<div></div>"
"NarrativeContent_97","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","82903b8d-4cec-4ed5-a26e-b0e526802cfc","<div></div>"
"NarrativeContent_98","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","e54eac3a-2b85-4c36-8968-38c4ada052fe","<div></div>"
"NarrativeContent_99","9.2.3","Handling of Missing Data","SECTION 9.2.3","3a5e2efa-57f3-4fae-8c89-573e1e77b1dc","<div></div>"
"NarrativeContent_100","9.2.4","Sensitivity Analysis","SECTION 9.2.4","4777df95-081c-4769-965e-d431658aec2f","<div></div>"
"NarrativeContent_101","9.2.5","Supplementary Analysis","SECTION 9.2.5","7c84a211-e669-4ad4-8c00-33490fc228d6","<div></div>"
"NarrativeContent_102","9.3","Analysis Supporting Secondary Objective(s)","SECTION 9.3","0771248f-cdaa-4040-8f3f-826fd56c20e8","<div></div>"
"NarrativeContent_103","9.4","Analysis of Exploratory Objective(s)","SECTION 9.4","83a58d5b-bcb6-4417-a68f-cd113ffddaa3","<div></div>"
"NarrativeContent_104","9.5","Safety Analyses","SECTION 9.5","6f7d0746-d927-4431-9f23-3825e00be6fb","<div></div>"
"NarrativeContent_105","9.6","Other Analyses","SECTION 9.6","3435dd5c-6852-4061-b1ef-4ce89d7db2b7","<div></div>"
"NarrativeContent_106","9.7","Interim Analyses","SECTION 9.7","8ed7405b-03c8-4896-a39f-9ae15b361b40","<div></div>"
"NarrativeContent_107","9.8","Sample Size Determination","SECTION 9.8","ee88b0a8-2156-4142-8c1c-7daeb31dcfd6","<div></div>"
"NarrativeContent_108","9.9","Protocol Deviations","SECTION 9.9","8eba49c5-2634-48cd-b559-39cd1a5fa7c1","<div></div>"
"NarrativeContent_109","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","9d7cb378-e82a-422e-aefc-092d1aff7361","<div></div>"
"NarrativeContent_110","10.1","Regulatory and Ethical Considerations","SECTION 10.1","57816308-fcc3-4c9f-83b7-b9c164638fa1","<div></div>"
"NarrativeContent_111","10.2","Committees","SECTION 10.2","f78c99ec-ef23-4f49-8882-612f8190f5c7","<div></div>"
"NarrativeContent_112","10.3","Informed Consent Process","SECTION 10.3","c3fea68d-2b5e-4596-8a55-0323ff01a5ec","<div></div>"
"NarrativeContent_113","10.4","Data Protection","SECTION 10.4","7d3f42d0-c8d0-490d-8e46-37837a76a029","<div></div>"
"NarrativeContent_114","10.5","Early Site Closure or Trial Termination","SECTION 10.5","6ff44ca1-b47a-47ea-8954-8feb51aeddf0","<div></div>"
"NarrativeContent_115","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","984defd0-b4f2-46b1-8ae7-431a42d243f1","<div></div>"
"NarrativeContent_116","11.1","Quality Tolerance Limits","SECTION 11.1","82c8b799-7a3a-4468-ae0a-97b3820e676a","<div></div>"
"NarrativeContent_117","11.2","Data Quality Assurance","SECTION 11.2","778eb79b-4f5e-41d0-954c-f1bd49a7245c","<div></div>"
"NarrativeContent_118","11.3","Source Data","SECTION 11.3","d7e3bdd0-0e6d-41cf-9033-17684bfe18ca","<div></div>"
"NarrativeContent_119","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","7d76cdbd-1fa3-4593-aa15-c1adbdae627b","<div></div>"
"NarrativeContent_120","12.1","Further Details and Clarifications on the AE Definition","SECTION 12.1","ebae3772-2098-488c-b5fa-53a414e56399","<div></div>"
"NarrativeContent_121","12.2","Further Details and Clarifications on the SAE Definition","SECTION 12.2","9de04b88-5ce4-4ecd-a892-00f7625cc57a","<div></div>"
"NarrativeContent_122","12.3","Severity","SECTION 12.3","5ecc98f4-0ed2-4477-b629-15e302c88fd7","<div></div>"
"NarrativeContent_123","12.4","Causality","SECTION 12.4","2d66ed4e-90aa-467f-90a2-4785d94e49eb","<div></div>"
"NarrativeContent_124","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","30c9c21c-662b-4e9c-91a6-35ad57287e1b","<div></div>"
"NarrativeContent_125","13.1","Contraception and Pregnancy Testing","SECTION 13.1","b7f938c1-0f32-4d0b-8717-daf451195eaa","<div></div>"
"NarrativeContent_126","13.1.1","Definitions Related to Childbearing Potential","SECTION 13.1.1","71fd9e7b-6e9c-4d01-ba13-90f15bf48666","<div></div>"
"NarrativeContent_127","13.1.2","Contraception","SECTION 13.1.2","2e5485ce-c1d0-481e-9193-a8dc3eac9ce7","<div></div>"
"NarrativeContent_128","13.1.3","Pregnancy Testing","SECTION 13.1.3","bc0cf155-16c7-4672-92df-12227eb2d9b4","<div></div>"
"NarrativeContent_129","13.2","Clinical Laboratory Tests","SECTION 13.2","5efb1c5c-c342-4f06-960b-b1f8bcbfcd39","<div></div>"
"NarrativeContent_130","13.3","Country/Region-Specific Differences","SECTION 13.3","77fd0566-00ba-482b-b4b8-6e94be4f9e54","<div></div>"
"NarrativeContent_131","13.4","Prior Protocol Amendments","SECTION 13.4","e48c0639-0157-4885-b921-ffcaa563418a","<div></div>"
"NarrativeContent_132","14","APPENDIX: GLOSSARY OF TERMS","SECTION 14","32bf6a52-9cb0-4982-993f-e991fd11baf1","<div></div>"
"NarrativeContent_133","15","APPENDIX: REFERENCES","SECTION 15","21a409d8-bcf6-426e-89df-3784474e4ca6","<div></div>"
