"code","codeSystem","decode","uuid:ID","id","instanceType","codeSystemVersion"
"C171537","http://www.cdisc.org","Telephone Call","d1a13a64-e144-46f7-8b57-f4859c19bf24","Code_115","Code","2023-09-29"
"C25716","http://www.cdisc.org","Visit","5ab0d975-6791-49b1-a1c0-b08dcb4b900e","Code_116","Code","2023-09-29"
"C51282","http://www.cdisc.org","Clinic","1eddf2ef-5ee9-4d06-bfdb-44c8e3834438","Code_117","Code","2023-09-29"
"C175574","http://www.cdisc.org","In Person","db56e924-6e86-4632-a4ac-118415367a3e","Code_118","Code","2023-09-29"
"C25716","http://www.cdisc.org","Visit","3b7d1ab5-47e1-434e-ba49-d8b5bfbade20","Code_119","Code","2023-09-29"
"C51282","http://www.cdisc.org","Clinic","f5ffb707-6c9b-4c2e-83b5-e8caf8d7fcbc","Code_120","Code","2023-09-29"
"C175574","http://www.cdisc.org","In Person","ed510113-9fe5-46ca-b6ac-1a69aea56940","Code_121","Code","2023-09-29"
"383371000119108","SNOMED","CT of head without contrast","0d8675a0-7441-4645-8804-aace5ec7457f","Code_79","Code","January 31, 2018"
"123","SPONSOR","Subject Supine","81e09e2f-dfef-4c63-825f-acd089dd213a","Code_80","Code","12"
"124","SPONSOR","Subject Standing","1ed6d885-639f-4488-9346-40f8852bbe29","Code_81","Code","12"
"C77140","NCI Thesaurus","Clinical Test Result","15e0edd7-0a2d-40a6-9c43-d2679c246059","Code_268","Code",""
"C42537","http://www.cdisc.org","Kelvin","82b60f6e-5630-4d50-9ac8-4d932fd0e2ce","Code_269","Code","2023-09-29"
"C44276","NCI Thesaurus","Unit of Temperature","8cb90e49-b40f-4815-a7c1-7aba2e95c886","Code_270","Code",""
"C13717","NCI Thesaurus","Anatomic Site","9a828878-d4ce-42a5-871d-0e84085109fb","Code_271","Code",""
"C174446","NCI Thesaurus","Body Temperature","b14e710c-9e8b-459f-8ece-36e5ef71a85c","Code_267","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","5889bbc0-9ec4-4792-a236-d837015a697b","Code_273","Code",""
"C28252","http://www.cdisc.org","Kilogram","a7120841-ea93-438b-942e-9168fb610768","Code_274","Code","2023-09-29"
"C48155","http://www.cdisc.org","Gram","6a8b4754-7f3d-4f01-8270-d7ae51bfb1e0","Code_275","Code","2023-09-29"
"C48531","http://www.cdisc.org","Pound","2acec64b-98d5-4139-916f-922bff1ff49a","Code_276","Code","2023-09-29"
"C48208","NCI Thesaurus","Unit of Weight","a01a483e-c0e9-4d2e-b16b-4a80b9e66c09","Code_277","Code",""
"C81328","NCI Thesaurus","Body Weight","bc22542e-8191-41ec-b5d0-4306dc7d4a85","Code_272","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","5cc4ebbe-8882-4873-afd0-c9e1e07ed197","Code_279","Code",""
"C49668","http://www.cdisc.org","Centimeter","a20309fd-dd72-4329-8035-feb7fabfc035","Code_280","Code","2023-09-29"
"C48500","http://www.cdisc.org","Inch","45d312ef-99a6-4cc5-a1f1-7f37ba9078b2","Code_281","Code","2023-09-29"
"C28251","http://www.cdisc.org","Millimeter","3a596b61-21c2-4935-bf3f-8db589cfa3b0","Code_282","Code","2023-09-29"
"C41139","http://www.cdisc.org","Meter","960044ec-6cc0-4481-9ad6-9c0b095d773c","Code_283","Code","2023-09-29"
"C168688","NCI Thesaurus","Unit of Height","e9454789-9ba2-4f1c-a3ae-4f5b4c498888","Code_284","Code",""
"C164634","NCI Thesaurus","Body Height","36658f08-f6a8-489c-aa38-cff82cd62a90","Code_278","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","d7af8722-cd3b-4734-92b6-f4453ce7e557","Code_286","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","7940fbbb-67f2-441e-85a8-4fd726d2e598","Code_287","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","c1af3b8f-e724-46ca-9ce2-cb549ac9e086","Code_288","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","c3f5dba1-e24b-41b9-8e80-e398594b4564","Code_289","Code",""
"C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","10c594e6-18ab-47cd-b73d-4f116c4da1ea","Code_285","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","e2b62ca0-a149-4fe2-a9dc-ffe84d95441d","Code_291","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","d2c0f25a-93bf-4f44-af62-e5672d1f86f9","Code_292","Code",""
"C48207","NCI Thesaurus","Unit of Concentration","14b491bc-02a0-478f-ab29-e41498eb9600","Code_293","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","253ca898-5cf0-4f79-af80-861225ebe97a","Code_294","Code",""
"C64431","NCI Thesaurus","Albumin Measurement","25b6ce9b-d4c2-4fcc-a97c-1a3ede9bfd98","Code_290","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","4d484697-2cff-45f7-9a32-441c6bf02fb5","Code_296","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","fe05d987-3428-4920-bfcc-fc89a067cf75","Code_297","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","53505494-2362-4d96-8539-d79f12e7cca5","Code_298","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","93899383-d736-45c5-aa5c-00b39ccd2560","Code_299","Code",""
"C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","9936dca4-9bd3-469a-a694-c64129ff57e1","Code_295","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","a98860c9-daa3-4ab5-a551-def2f3f32e49","Code_301","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","ca451057-44d6-44ad-9c0d-f6f803a55c40","Code_302","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","b8ce8fd7-bff0-4079-81f1-56c629c77643","Code_303","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","052bcf26-a7f6-4f5b-ac15-d4e7544782c4","Code_304","Code",""
"C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","2d430cba-852f-4bf2-898b-b284e6bc393a","Code_300","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","01eeec5c-a93e-4468-85d7-c437f5c75115","Code_306","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","c78e5ad0-0222-4214-990d-24465bf44119","Code_307","Code",""
"C48207","NCI Thesaurus","Unit of Concentration","491b2bd0-7dd0-41c1-8399-b4f6fc57b714","Code_308","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","07245662-eb91-451b-86ab-118233fe1c82","Code_309","Code",""
"C64547","NCI Thesaurus","Creatinine Measurement","5374206a-744b-4b5e-a59f-af27fe592351","Code_305","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","a75a1998-0b77-4045-871e-b8c6b5271899","Code_311","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","276d2662-4cdd-4f38-8f33-eb2fce8160b3","Code_312","Code",""
"C64567","NCI Thesaurus","Molarity Unit","f422d0f6-337f-4993-bff6-80a7b129706e","Code_313","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","00d8175f-526b-46ae-add8-cc2db1cfddf4","Code_314","Code",""
"C64853","NCI Thesaurus","Potassium Measurement","ce9de75f-801c-46ab-adce-10977b52450e","Code_310","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","64de2c88-65b9-4724-a687-def7c3b7495c","Code_316","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","80786516-efb9-42a5-9b1f-faa7e5704f47","Code_317","Code",""
"C64567","NCI Thesaurus","Molarity Unit","f238230d-b433-40e5-888d-72157dd49cce","Code_318","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","99a1524d-bf49-4496-9231-aed973f2b0d4","Code_319","Code",""
"C64809","NCI Thesaurus","Sodium Measurement","58bd3f05-0f95-4cd1-bf1c-881e0495596a","Code_315","Code",""
"C82571","NCI Thesaurus","Reported Event Term","18a64b0c-6ba4-4447-a3fd-b12d2ad48836","Code_145","Code",""
"C82977","NCI Thesaurus","Dictionary-derived Term","5d17fb61-3cbe-4a9e-8ea0-c67bb22004e0","Code_146","Code",""
"C25372","NCI Thesaurus","Category","fbe10078-01e7-4b09-810d-5d2456c5af38","Code_147","Code",""
"C25692","NCI Thesaurus","Subcategory","af4d431b-2361-4409-bfbc-d9c6faeb2915","Code_148","Code",""
"C82517","NCI Thesaurus","Observation Start Date Time","4838aefe-b83f-48a5-8402-6786bd59c134","Code_149","Code",""
"C41331","NCI Thesaurus","Adverse Event","efcd2533-b925-4ee7-9d5d-10b9bcf96899","Code_144","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","0c3bc5b8-d11f-4bb1-adf1-f8ac46b49967","Code_151","Code",""
"C42547","http://www.cdisc.org","Pascal","4461c029-70ca-4780-b5fb-7d6924479702","Code_152","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","12869b64-a56d-4632-8646-2e0d13e534cb","Code_153","Code",""
"C13717","NCI Thesaurus","Anatomic Site","c6fbbe09-2dcc-4f31-91d1-fdd85f73f9ce","Code_154","Code",""
"C25185","NCI Thesaurus","Laterality","e7ec7555-82d2-41a2-a6ff-fcccfc6c590f","Code_155","Code",""
"C82535","NCI Thesaurus","Test Method","28a7d0ed-34aa-4c26-b8d0-297cbbebdd0a","Code_156","Code",""
"C62164","NCI Thesaurus","Body Position","2a012ef2-f77f-46d2-a426-15fa42ea90a0","Code_157","Code",""
"C25298","NCI Thesaurus","Systolic Blood Pressure","1eebff07-4ff8-47e3-ae05-2b152ae936aa","Code_150","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","8362e3d2-18f1-4400-a289-b6410c2f1430","Code_159","Code",""
"C42547","http://www.cdisc.org","Pascal","98a7715e-c394-4449-aca3-4d53db4acc27","Code_160","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","4d7e2309-11e4-49cd-a83f-9147588de3c4","Code_161","Code",""
"C13717","NCI Thesaurus","Anatomic Site","bf7472a0-eeb1-4e40-8997-48a8129704e9","Code_162","Code",""
"C25185","NCI Thesaurus","Laterality","c9dd6d31-859a-4eb0-9ca1-64bd8e299d47","Code_163","Code",""
"C82535","NCI Thesaurus","Test Method","b1446751-6f04-460a-b5ae-52adac7a7c40","Code_164","Code",""
"C62164","NCI Thesaurus","Body Position","531576be-d8cc-490a-a331-bae0a8622bd5","Code_165","Code",""
"C25299","NCI Thesaurus","Diastolic Blood Pressure","d0c2aad5-14e4-4086-96af-be73e9664f39","Code_158","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","99942f5f-2446-467e-8aa3-b759b3b3e2d9","Code_167","Code",""
"C42537","http://www.cdisc.org","Kelvin","4c3b74d5-9314-44aa-9e9b-42eeb8ccbe26","Code_168","Code","2023-09-29"
"C44276","NCI Thesaurus","Unit of Temperature","f3097b51-6658-420c-a240-3b88dd646469","Code_169","Code",""
"C13717","NCI Thesaurus","Anatomic Site","64ddc63b-81fc-49b9-a89b-31bb069767f0","Code_170","Code",""
"C174446","NCI Thesaurus","Body Temperature","11f2b4fc-bf95-4f31-9615-8619e5769424","Code_166","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","2905c420-8233-49ab-ac19-d399de4b377e","Code_172","Code",""
"C28252","http://www.cdisc.org","Kilogram","4a7afba1-9733-4742-9c30-e715cec7951e","Code_173","Code","2023-09-29"
"C48155","http://www.cdisc.org","Gram","8fddc407-3683-4c47-933b-b0d89e71c8d4","Code_174","Code","2023-09-29"
"C48531","http://www.cdisc.org","Pound","bb73d09d-1f1f-46db-b786-ae3499951b35","Code_175","Code","2023-09-29"
"C48208","NCI Thesaurus","Unit of Weight","0be79cb7-9407-4b06-955f-3a2e9a41143b","Code_176","Code",""
"C81328","NCI Thesaurus","Body Weight","73f1e190-9152-4238-9055-cba0389c2eed","Code_171","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","6ad64731-216b-4d25-b0c9-95f153665f48","Code_178","Code",""
"C49668","http://www.cdisc.org","Centimeter","95580465-0e1f-4d6d-8170-d68f4aab0240","Code_179","Code","2023-09-29"
"C48500","http://www.cdisc.org","Inch","808135c3-4979-4938-8dc5-2cb8be6c1657","Code_180","Code","2023-09-29"
"C28251","http://www.cdisc.org","Millimeter","a8e94625-3a9f-4ea8-a179-b8d2728e51e3","Code_181","Code","2023-09-29"
"C41139","http://www.cdisc.org","Meter","3f49359d-a113-468b-b8c5-3ab160b7301a","Code_182","Code","2023-09-29"
"C168688","NCI Thesaurus","Unit of Height","2190f225-aa3f-4993-9ae2-5a483e65eb61","Code_183","Code",""
"C164634","NCI Thesaurus","Body Height","3f5abbd3-8da7-4e77-9a78-b49d267643a5","Code_177","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","f4cbfd9b-d4b3-4979-a598-9e76122e9da1","Code_185","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","4ebae2ee-5883-427e-af8d-b8b809fec8a8","Code_186","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","861a1e4b-6f1e-46db-9b5b-17c1aa2a713b","Code_187","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","9fa8cb6e-699b-4aae-9211-c8d99296c0e0","Code_188","Code",""
"C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","cc29dc45-81ae-46ce-a8ff-06920327578e","Code_184","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","053e2954-de9e-4965-a342-439ea37f542d","Code_190","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","d4638270-5033-491d-b1e1-b5a00a5a2850","Code_191","Code",""
"C48207","NCI Thesaurus","Unit of Concentration","c242fbee-acb3-461f-9647-a0cc4f11c210","Code_192","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","14deb2be-2220-4a3a-b28e-2d22516355e5","Code_193","Code",""
"C64431","NCI Thesaurus","Albumin Measurement","2cbad2fa-83c2-4914-b549-7cc50d517727","Code_189","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","aae4299b-0a1d-46db-bd51-da1624aaaaf0","Code_195","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","ca08b1f5-140a-44ff-98ee-dda7b8d548b2","Code_196","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","7f549106-f89e-4430-bd71-205bff689a8e","Code_197","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","8bd108d8-f881-4154-9a29-e538cb13cda2","Code_198","Code",""
"C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","07232ac5-2f86-45a5-b1db-0a181c7955df","Code_194","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","07dfed92-c8c3-4cae-ba43-8f8544425e9c","Code_200","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","4c060789-7f7e-4299-ad24-12253a83044b","Code_201","Code",""
"C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","f0a882d8-b90c-4fbb-b64b-8346e6b869ce","Code_202","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","e1411999-82d8-495a-9792-cd4d64403d37","Code_203","Code",""
"C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","c1d37fd3-b3ee-4624-aaa4-d8b779e484a6","Code_199","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","e4b1d234-655c-4ad0-8c65-1882b7712843","Code_205","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","32b672da-03a4-4bc8-a917-d79a3927304c","Code_206","Code",""
"C48207","NCI Thesaurus","Unit of Concentration","116eb2ce-6d06-4c77-92d1-0f7578ebd4a0","Code_207","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","1d4ca92a-40f0-41cd-89db-c4bd6d3f2855","Code_208","Code",""
"C64547","NCI Thesaurus","Creatinine Measurement","d7778c95-18c5-4de4-aa56-48e31acf7124","Code_204","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","dab901af-b923-471b-88ea-afa6060ffd99","Code_210","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","c8fb081c-605a-423e-acf5-7f83ddc3a6c2","Code_211","Code",""
"C64567","NCI Thesaurus","Molarity Unit","86f54808-efe3-4a83-9f6f-9319600f9dc1","Code_212","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","5e6b7240-19a7-4e63-832d-21ddd52bc078","Code_213","Code",""
"C64853","NCI Thesaurus","Potassium Measurement","c0415100-0b20-419d-bcb3-2ba24152f8f6","Code_209","Code",""
"C36292","NCI Thesaurus","Laboratory Test Result","ea83c7c7-74b2-4660-82eb-d8067fd91163","Code_215","Code",""
"C83309","NCI Thesaurus","Laboratory Test Fasting Status","84cea146-4a8f-46f8-95e5-e10a5e8419e7","Code_216","Code",""
"C64567","NCI Thesaurus","Molarity Unit","decd33f3-b87b-4226-a124-67ac83708351","Code_217","Code",""
"C70713","NCI Thesaurus","Biospecimen Type","71813f2d-1da1-478f-b7b7-df6cb5ae5e67","Code_218","Code",""
"C64809","NCI Thesaurus","Sodium Measurement","60b08121-8e20-453c-a32f-0016662cc8f3","Code_214","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","2d3a63e0-a043-40bf-b96b-8ea862ce6f5d","Code_220","Code",""
"C42547","http://www.cdisc.org","Pascal","65595917-79f0-437d-8aa0-d8f761d5eaab","Code_221","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","9eae9ef6-6b9e-4a7d-b370-4fe0d577859a","Code_222","Code",""
"C13717","NCI Thesaurus","Anatomic Site","94c3449c-4e40-42f4-9bec-09613de9e782","Code_223","Code",""
"C25185","NCI Thesaurus","Laterality","8d15f4aa-400c-44ce-b2d8-0d80ecd832c5","Code_224","Code",""
"C82535","NCI Thesaurus","Test Method","d674c248-cc78-4a59-b5d2-7b0a0a2b992e","Code_225","Code",""
"C62164","NCI Thesaurus","Body Position","a020abea-8728-4aeb-9288-56efca8779af","Code_226","Code",""
"C25298","NCI Thesaurus","Systolic Blood Pressure","7306a44b-cb96-4533-a547-7270795c1f6f","Code_219","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","1d8f01f9-a269-40fb-a3c0-68061747ee81","Code_228","Code",""
"C42547","http://www.cdisc.org","Pascal","6cc5176f-ac58-4275-8053-8a3f3c7cc305","Code_229","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","97d1c1d5-a5e3-409a-ab3f-9f7e0a984902","Code_230","Code",""
"C13717","NCI Thesaurus","Anatomic Site","8bab2e83-0768-4cf7-a226-ac849c512fea","Code_231","Code",""
"C25185","NCI Thesaurus","Laterality","27fc830b-9c36-4738-b930-e8a3b3e28980","Code_232","Code",""
"C82535","NCI Thesaurus","Test Method","56c907c0-c4df-4960-b6a5-dcfde59b0258","Code_233","Code",""
"C62164","NCI Thesaurus","Body Position","50d0e54a-c0f0-4ba4-a37c-1895666db394","Code_234","Code",""
"C25299","NCI Thesaurus","Diastolic Blood Pressure","7b1bbe89-bbb8-41b0-920a-619890b87538","Code_227","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","ded22d0e-6a17-4e04-9e59-08dbb26f1cdb","Code_236","Code",""
"C49673","http://www.cdisc.org","Beats per Minute","8aa0ea48-67ab-439c-ba9f-4b8f6ae83f96","Code_237","Code","2023-09-29"
"C73688","NCI Thesaurus","Count per Minute","24647637-d34d-4de2-9abb-ba880367214e","Code_238","Code",""
"C13717","NCI Thesaurus","Anatomic Site","5680fab6-de21-4c0a-8355-514d6b697ad2","Code_239","Code",""
"C25185","NCI Thesaurus","Laterality","e413bd21-60de-42f4-a10f-74c39c8fb219","Code_240","Code",""
"C82535","NCI Thesaurus","Test Method","7feae13d-8650-4fa5-b69c-694699170908","Code_241","Code",""
"C62164","NCI Thesaurus","Body Position","bfb6a7d6-c7df-4ae2-8183-8a48badf3100","Code_242","Code",""
"C49677","NCI Thesaurus","Heart Rate","da543f40-db3c-48da-8887-636ccf359fe2","Code_235","Code",""
"C77140","NCI Thesaurus","Clinical Test Result","e2e413c3-19c4-425c-b151-c089a09fc69c","Code_244","Code",""
"C42547","http://www.cdisc.org","Pascal","fb8e3147-7afc-4f3d-bbc8-fa135cdb1cc4","Code_245","Code","2023-09-29"
"C49669","NCI Thesaurus","Unit of Pressure","ab26d212-7ca7-494d-ac3f-42a901fad306","Code_246","Code",""
"C13717","NCI Thesaurus","Anatomic Site","6c3f8a87-76c9-4588-97da-99495d6ea925","Code_247","Code",""
"C25185","NCI Thesaurus","Laterality","d1bc5962-4b10-4868-8b34-fad4604d545b","Code_248","Code",""
"C82535","NCI Thesaurus","Test Method","8cb95aac-617f-4a58-896d-32a9eb13206c","Code_249","Code",""
