"isEnabled","name","datatype","instanceType","uuid:ID","id","isRequired","label"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","df810221-438b-44fe-bcd6-adcee38c77f3","BiomedicalConceptProperty_113","True","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","55c7b3aa-e46c-48c0-a523-a9a55b778fd8","BiomedicalConceptProperty_114","True","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","a4142223-a542-4ffe-866d-3a1a435079b9","BiomedicalConceptProperty_115","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","b13e3c0a-557e-4e8d-9b8b-1096bac891f8","BiomedicalConceptProperty_116","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","8e7ee9af-93f4-4023-81a8-88d3bc62d024","BiomedicalConceptProperty_117","True","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","5c80052f-8faa-4296-b387-ed7b7af296f3","BiomedicalConceptProperty_118","True","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","d8eb3f87-af98-41e9-a9f1-6d346fe99a2d","BiomedicalConceptProperty_119","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","7c4054c2-2e55-43aa-bc83-d231c7c1b99f","BiomedicalConceptProperty_120","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","4de1bb8a-8b0d-45db-af50-3b6b4b8cfda5","BiomedicalConceptProperty_121","True","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","9e076070-62c7-4084-b762-66b7f123ef21","BiomedicalConceptProperty_122","True","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","dc96e780-1d3f-4049-88da-f4914a794875","BiomedicalConceptProperty_123","True","Biospecimen Type"
"True","Reported Event Term","string","BiomedicalConceptProperty","9a3c4ebf-7a56-43a5-b6b1-62f898d80442","BiomedicalConceptProperty_1","True","Reported Event Term"
"True","Dictionary-derived Term","string","BiomedicalConceptProperty","c114ae85-4f31-4d97-bebd-e3dadc6e251d","BiomedicalConceptProperty_2","True","Dictionary-derived Term"
"True","Category","string","BiomedicalConceptProperty","f077e23b-0d0b-4927-84fe-678ef2a8940f","BiomedicalConceptProperty_3","True","Category"
"True","Subcategory","string","BiomedicalConceptProperty","0751b1f5-f814-4d06-97ae-445d64096bf7","BiomedicalConceptProperty_4","True","Subcategory"
"True","Observation Start Date Time","datetime","BiomedicalConceptProperty","7176e015-ba60-420e-8c34-afd47323b430","BiomedicalConceptProperty_5","True","Observation Start Date Time"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","933ddfed-8026-462f-9f0f-8a045d87a4b0","BiomedicalConceptProperty_6","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","98a24e57-4a71-43ff-b91c-6ba1ead15bc4","BiomedicalConceptProperty_7","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","e8e266ee-052e-4196-b2c5-85043a0b39f5","BiomedicalConceptProperty_8","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","005109c8-a6bf-4544-b516-ee3ea647f421","BiomedicalConceptProperty_9","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","b78a8af3-4dad-4e0f-85de-a4bcaf5b7ed2","BiomedicalConceptProperty_10","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","a4db7afc-2241-444b-b9d8-704b92011ed4","BiomedicalConceptProperty_11","True","Body Position"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","053c535e-3589-41ca-91b1-fbd7308aa8d9","BiomedicalConceptProperty_12","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","f0f4332a-8459-4847-a4c4-ab59f818eb08","BiomedicalConceptProperty_13","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","93b22974-3451-490c-a618-9712ba94c4b7","BiomedicalConceptProperty_14","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","fe053d17-a143-4b9a-99ee-ab7fe6787129","BiomedicalConceptProperty_15","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","49e60d6f-9bb0-4891-a85a-3c81f12cef97","BiomedicalConceptProperty_16","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","c7401b2c-d632-4cc5-8b76-5350bfa236ba","BiomedicalConceptProperty_17","True","Body Position"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","4958ab35-bf26-4813-83e1-352ada95d7c7","BiomedicalConceptProperty_18","True","Clinical Test Result"
"True","Unit of Temperature","string","BiomedicalConceptProperty","fe935ab8-f164-4e16-98cc-7e09076792d9","BiomedicalConceptProperty_19","True","Unit of Temperature"
"True","Anatomic Site","string","BiomedicalConceptProperty","15018da9-f75d-4739-ba1f-e5a11dd85026","BiomedicalConceptProperty_20","True","Anatomic Site"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","0a29fbfd-1031-4dec-b67b-35de16c9658f","BiomedicalConceptProperty_21","True","Clinical Test Result"
"True","Unit of Weight","string","BiomedicalConceptProperty","8fdfb8d9-adb5-411d-aa89-e3a7273ea2ab","BiomedicalConceptProperty_22","True","Unit of Weight"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","9c376975-130e-4e6b-81e5-a8bd146c8529","BiomedicalConceptProperty_23","True","Clinical Test Result"
"True","Unit of Height","string","BiomedicalConceptProperty","e067d54a-5eee-4826-9521-42e3d1034da5","BiomedicalConceptProperty_24","True","Unit of Height"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","9f8710c4-a10a-47e2-814c-a18520e9a74f","BiomedicalConceptProperty_25","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","69873b1a-0ecd-4e0e-9bbe-02ede2339be2","BiomedicalConceptProperty_26","True","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","13b41385-fc9d-42e5-8745-d90b10406678","BiomedicalConceptProperty_27","True","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","5effb852-6158-4941-9363-11fe6140ed5a","BiomedicalConceptProperty_28","True","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","9754ac87-5315-40f6-abf8-08fbc48248b8","BiomedicalConceptProperty_29","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","10ab83c4-0715-4874-8f53-553eade0c95d","BiomedicalConceptProperty_30","True","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","afac87fe-72e9-45ea-a971-06ef3786cc7a","BiomedicalConceptProperty_31","True","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","643d9542-971e-4bc1-bd23-02dc2d0673f1","BiomedicalConceptProperty_32","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","e3f351cc-85e7-48a0-a130-6c9d8a07c929","BiomedicalConceptProperty_33","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","1a6d2e75-75e3-4500-b018-3600d13149a0","BiomedicalConceptProperty_34","True","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","81c106c9-625b-4c15-9901-8ff9218448e8","BiomedicalConceptProperty_35","True","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","059a576f-66c2-4e4f-88fb-ea687fbfb85d","BiomedicalConceptProperty_36","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","3404a767-8359-4221-b568-7bcd7ce891ed","BiomedicalConceptProperty_37","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","7097157f-54de-442c-aafd-4bf23966ab43","BiomedicalConceptProperty_38","True","Laboratory Test Fasting Status"
"True","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty","deb9dc88-9cb3-4eca-bdb7-2b3f9bbe6277","BiomedicalConceptProperty_39","True","Unit of Catalytic Activity Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","8aeebdf4-a618-4c9e-88f8-5c72e71da605","BiomedicalConceptProperty_40","True","Biospecimen Type"
"True","Laboratory Test Result","string","BiomedicalConceptProperty","c25bb799-bb20-4539-a3d6-5498521717c0","BiomedicalConceptProperty_41","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","2d7fe526-d482-4a5c-96f2-4e1f073eb00e","BiomedicalConceptProperty_42","True","Laboratory Test Fasting Status"
"True","Unit of Concentration","string","BiomedicalConceptProperty","9c22eb7c-b9a6-4a5c-9aa5-436b7eb87e0d","BiomedicalConceptProperty_43","True","Unit of Concentration"
"True","Biospecimen Type","string","BiomedicalConceptProperty","d79f9813-56a7-44f4-b7d1-ca10f22e7579","BiomedicalConceptProperty_44","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","41258338-5dbf-4dc4-bb2e-fb4faf32cd07","BiomedicalConceptProperty_45","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","e29bf511-cb33-4a17-a2a4-f75b290675da","BiomedicalConceptProperty_46","True","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","0c9f9ed6-ce04-4727-9a07-723f7758e704","BiomedicalConceptProperty_47","True","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","4a8cf0ab-36ab-428f-b094-9e547e812d53","BiomedicalConceptProperty_48","True","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","38853694-9f64-4e67-9e0d-eee8da98315c","BiomedicalConceptProperty_49","True","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","1b15b2b4-eded-45e9-86f7-9d617af22a81","BiomedicalConceptProperty_50","True","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","0b0db69a-3551-4172-8139-f27953f9b14b","BiomedicalConceptProperty_51","True","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","7384a593-2102-4877-b368-5eca7a32a8f1","BiomedicalConceptProperty_52","True","Biospecimen Type"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","b3d88196-081c-4ca9-8546-2dc76ae91181","BiomedicalConceptProperty_53","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","418813a6-1560-4cfc-8707-e067a9ab9d56","BiomedicalConceptProperty_54","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","ce9b046a-cbc6-47c6-8e26-33142e2b9ab1","BiomedicalConceptProperty_55","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","c1568c84-b932-4e74-9f65-1ba6d34a3f95","BiomedicalConceptProperty_56","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","b056138c-e1f7-4e95-bd95-6fdd53d26ef2","BiomedicalConceptProperty_57","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","5b1e5404-f961-43ab-bfec-cca23c8145eb","BiomedicalConceptProperty_58","True","Body Position"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","9ec82ed0-65c2-469c-b072-95ff4bb63606","BiomedicalConceptProperty_59","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","b5d1ec94-7acc-4961-bf35-64bcd85ae611","BiomedicalConceptProperty_60","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","61b9f46f-da75-47a5-9081-cbf69490ef85","BiomedicalConceptProperty_61","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","8c7d6e3f-fd8a-4fe5-b376-5c9ae312a53f","BiomedicalConceptProperty_62","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","9092ccad-15c2-4c6e-aca4-7a19e6e007e4","BiomedicalConceptProperty_63","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","d55bca95-0351-4fa2-bbc2-19fcb302801c","BiomedicalConceptProperty_64","True","Body Position"
"True","Clinical Test Result","integer","BiomedicalConceptProperty","8aa213f5-5f3e-48f7-b4b4-579e1ef15dbe","BiomedicalConceptProperty_65","True","Clinical Test Result"
"True","Count per Minute","string","BiomedicalConceptProperty","57562b69-f4b3-40a0-9da1-4a66fc1630dc","BiomedicalConceptProperty_66","True","Count per Minute"
"True","Anatomic Site","string","BiomedicalConceptProperty","3660c6a4-5c39-4e26-bd60-2aa0c48fdac1","BiomedicalConceptProperty_67","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","3133afdc-e7bb-40c8-8bbd-4b78cb64be34","BiomedicalConceptProperty_68","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","88fcc3f7-a1e8-4b2a-8a58-ca9e15886b20","BiomedicalConceptProperty_69","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","d13c5c66-6f1a-4a3b-a363-77484f846e53","BiomedicalConceptProperty_70","True","Body Position"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","325cc458-d17f-45b4-93ec-4b79ccd821b5","BiomedicalConceptProperty_71","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","e1ee0a29-1cc8-41f6-b094-182dcba1e217","BiomedicalConceptProperty_72","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","babe646c-5689-47ed-bba6-c8ad4b4b4a76","BiomedicalConceptProperty_73","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","b7155e46-0fad-4dfa-a369-05268cd72b6e","BiomedicalConceptProperty_74","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","23ac6bc0-f805-46c5-be80-e39787dcba8c","BiomedicalConceptProperty_75","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","ab698be0-fc6c-4022-9474-3a263d46271a","BiomedicalConceptProperty_76","True","Body Position"
"True","Clinical Test Result","decimal","BiomedicalConceptProperty","fee1e24f-fba9-4b07-a08b-d2168d18ccae","BiomedicalConceptProperty_77","True","Clinical Test Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","e6d1059a-9e95-4fc3-ba7b-3d41773e28c4","BiomedicalConceptProperty_78","True","Unit of Pressure"
"True","Anatomic Site","string","BiomedicalConceptProperty","c6469bc9-1297-4c4c-b62f-b7c243e760e5","BiomedicalConceptProperty_79","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","dbcbd53c-fc11-4067-82db-c9552c91f0a8","BiomedicalConceptProperty_80","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","acc83599-165f-48d0-aea9-6ed277e7a1b1","BiomedicalConceptProperty_81","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","557574de-6e70-483d-aa95-92bba4354910","BiomedicalConceptProperty_82","True","Body Position"
"True","Clinical Test Result","integer","BiomedicalConceptProperty","22bcd8a8-fb24-47eb-9777-7e7830f95aa0","BiomedicalConceptProperty_83","True","Clinical Test Result"
"True","Count per Minute","string","BiomedicalConceptProperty","101b1e62-ba3a-4b4c-b557-b216687ee8cf","BiomedicalConceptProperty_84","True","Count per Minute"
"True","Anatomic Site","string","BiomedicalConceptProperty","45963350-3c37-44f1-bfb4-e64acbfb7ef5","BiomedicalConceptProperty_85","True","Anatomic Site"
"True","Laterality","string","BiomedicalConceptProperty","ae8c896f-fc0b-4c2c-9276-baa66b2c7a7c","BiomedicalConceptProperty_86","True","Laterality"
"True","Test Method","string","BiomedicalConceptProperty","6fb6a653-5e59-461c-8111-6287fc00a01b","BiomedicalConceptProperty_87","True","Test Method"
"True","Body Position","string","BiomedicalConceptProperty","d1309feb-0e3b-4085-acd9-b4aacf037f6b","BiomedicalConceptProperty_88","True","Body Position"
