"codeSystem","uuid:ID","decode","id","code","codeSystemVersion","instanceType"
"http://www.cdisc.org","0b5f8d8d-0063-42da-aa63-99b64e8ed310","Pound","Code_276","C48531","2023-09-29","Code"
"NCI Thesaurus","69136660-08a4-49fa-9afc-68b11c256ac4","Unit of Weight","Code_277","C48208","","Code"
"NCI Thesaurus","1d58b81b-e0e0-434e-b158-b59e2703132a","Body Weight","Code_272","C81328","","Code"
"NCI Thesaurus","5687a38e-fac0-4238-8d7a-4c16848fa239","Clinical Test Result","Code_279","C77140","","Code"
"http://www.cdisc.org","99994f05-abd9-47f6-9770-6bc28936020c","Centimeter","Code_280","C49668","2023-09-29","Code"
"http://www.cdisc.org","3f30cc04-16bb-42ca-8b30-e0780dc1dce9","Inch","Code_281","C48500","2023-09-29","Code"
"http://www.cdisc.org","30425f7a-b434-425d-a90e-1b941c06fefe","Millimeter","Code_282","C28251","2023-09-29","Code"
"http://www.cdisc.org","7800d9c1-a1d3-4adc-aac7-78a24e331d7b","Meter","Code_283","C41139","2023-09-29","Code"
"NCI Thesaurus","4e302d96-edaa-4d7d-9a78-351ff846bf29","Unit of Height","Code_284","C168688","","Code"
"NCI Thesaurus","af19f283-668f-46bf-be53-8d7590681c7f","Body Height","Code_278","C164634","","Code"
"NCI Thesaurus","4a779471-ffb9-4152-a004-8929985b4cea","Laboratory Test Result","Code_286","C36292","","Code"
"NCI Thesaurus","3452cb41-d708-4d7a-aa2e-344c90e9cf31","Laboratory Test Fasting Status","Code_287","C83309","","Code"
"NCI Thesaurus","f65e165a-26ca-4487-a8a7-25564a875b31","Unit of Catalytic Activity Concentration","Code_288","C67365","","Code"
"NCI Thesaurus","7f662af7-c91f-453d-8766-d042f78ed949","Biospecimen Type","Code_289","C70713","","Code"
"NCI Thesaurus","a043e4d6-ab26-4ccb-9f7e-f40a9a52426f","Alanine Aminotransferase Measurement","Code_285","C64433","","Code"
"NCI Thesaurus","4c67b68e-11bb-4b59-bb11-c6065442ddcf","Laboratory Test Result","Code_291","C36292","","Code"
"NCI Thesaurus","4e9fe258-8fb0-4a8d-8ea2-4b4395d6778a","Laboratory Test Fasting Status","Code_292","C83309","","Code"
"NCI Thesaurus","be23846f-d032-4322-b19e-e29bd7a46d40","Unit of Concentration","Code_293","C48207","","Code"
"NCI Thesaurus","798f29a7-ed8c-4d31-b4a3-d04d44c589c0","Biospecimen Type","Code_294","C70713","","Code"
"NCI Thesaurus","bdd15832-7962-4882-89e1-69304ac95c9c","Albumin Measurement","Code_290","C64431","","Code"
"NCI Thesaurus","f453768e-655b-4614-8ac3-3358a055e15e","Laboratory Test Result","Code_296","C36292","","Code"
"NCI Thesaurus","60d5f789-1063-4363-846a-0384c54ba35b","Laboratory Test Fasting Status","Code_297","C83309","","Code"
"NCI Thesaurus","93f9bf15-963f-4e85-9606-f5ae6a267149","Unit of Catalytic Activity Concentration","Code_298","C67365","","Code"
"NCI Thesaurus","96706109-722b-44d9-b7b0-0d6334d2141c","Biospecimen Type","Code_299","C70713","","Code"
"NCI Thesaurus","6f5fed26-06ba-45cd-a166-ea0f3263a59c","Alkaline Phosphatase Measurement","Code_295","C64432","","Code"
"NCI Thesaurus","b0c9a08c-d87f-42ab-9a32-82c932816217","Laboratory Test Result","Code_301","C36292","","Code"
"NCI Thesaurus","af6de31a-3f27-443d-bc7f-e46d04fd9187","Laboratory Test Fasting Status","Code_302","C83309","","Code"
"NCI Thesaurus","75e47a2f-bf6f-4a7c-875c-6bc5d8880ade","Unit of Catalytic Activity Concentration","Code_303","C67365","","Code"
"NCI Thesaurus","4d265876-3bcb-49eb-a765-bd4b21a77b78","Biospecimen Type","Code_304","C70713","","Code"
"NCI Thesaurus","8e2a0b23-aa83-497c-8ec4-c4ee6d9a32a0","Aspartate Aminotransferase Measurement","Code_300","C64467","","Code"
"NCI Thesaurus","05b9b125-15ae-40d3-9873-167cd39bd12c","Laboratory Test Result","Code_306","C36292","","Code"
"NCI Thesaurus","eeefa848-2c8d-42f5-abd1-5030acbf0ba5","Laboratory Test Fasting Status","Code_307","C83309","","Code"
"NCI Thesaurus","998b9511-e9bf-41c8-94b3-b6b78800d98b","Unit of Concentration","Code_308","C48207","","Code"
"NCI Thesaurus","f1792ba0-a4a1-4dee-b44a-9ce00b1e7de9","Biospecimen Type","Code_309","C70713","","Code"
"NCI Thesaurus","073078a4-5dda-45bf-8d9b-7a6d77828727","Creatinine Measurement","Code_305","C64547","","Code"
"NCI Thesaurus","d3159d88-4d3a-43b6-a9cc-f60d3e218e9d","Laboratory Test Result","Code_311","C36292","","Code"
"NCI Thesaurus","9da7dd4a-f856-45eb-b938-f5e049303828","Laboratory Test Fasting Status","Code_312","C83309","","Code"
"NCI Thesaurus","ddfc6e64-4dff-4485-97f7-806393e0158d","Molarity Unit","Code_313","C64567","","Code"
"NCI Thesaurus","d98a39f2-84bc-4adb-b408-5b84925aac71","Biospecimen Type","Code_314","C70713","","Code"
"NCI Thesaurus","4bc4233a-e668-4e3f-90cc-d13a8cd22c29","Potassium Measurement","Code_310","C64853","","Code"
"NCI Thesaurus","01e448f7-4a78-4c81-9b2b-2cddc55811a7","Laboratory Test Result","Code_316","C36292","","Code"
"NCI Thesaurus","c28b861e-2a31-49e2-86d2-72a98b465de6","Laboratory Test Fasting Status","Code_317","C83309","","Code"
"NCI Thesaurus","9cafd14f-fc02-4a38-bb3c-fccc47639c08","Molarity Unit","Code_318","C64567","","Code"
"NCI Thesaurus","f856447d-0087-4ac3-8813-c5d48df91aad","Biospecimen Type","Code_319","C70713","","Code"
"NCI Thesaurus","7bc00b0e-31b0-4b6d-88e2-4ae724677667","Sodium Measurement","Code_315","C64809","","Code"
"NCI Thesaurus","a72f43d7-bbec-4343-a3c4-ddf1a88e3daf","Reported Event Term","Code_145","C82571","","Code"
"NCI Thesaurus","df422d0c-4f6f-414b-a206-ca8cdb0220ba","Dictionary-derived Term","Code_146","C82977","","Code"
"NCI Thesaurus","297eec92-8585-45b0-96a4-f7e7f0e73c4e","Category","Code_147","C25372","","Code"
"NCI Thesaurus","df1aba88-f9bf-4cdc-9dcc-dbcabeffbbe4","Subcategory","Code_148","C25692","","Code"
"NCI Thesaurus","99db8097-195f-4db6-97d7-3d5a8c745b42","Observation Start Date Time","Code_149","C82517","","Code"
"NCI Thesaurus","6bde7941-ee1a-4e99-aaea-4a5733d509f0","Adverse Event","Code_144","C41331","","Code"
"NCI Thesaurus","c62a10b1-a35f-4487-ae71-f8d61d029e3e","Clinical Test Result","Code_151","C77140","","Code"
"http://www.cdisc.org","317a1d5c-6c3c-495a-9fb0-8d4703a8f1c5","Pascal","Code_152","C42547","2023-09-29","Code"
"NCI Thesaurus","9a0b0ca1-171c-4457-826d-e586ebad18dd","Unit of Pressure","Code_153","C49669","","Code"
"NCI Thesaurus","55a1e4a5-7250-455b-bdd5-4b1962c1f9a8","Anatomic Site","Code_154","C13717","","Code"
"NCI Thesaurus","07b1bd06-9106-4f65-889a-fd8d1a19d428","Laterality","Code_155","C25185","","Code"
"NCI Thesaurus","509b28e5-9d37-492b-be4a-13cdb3d7e49e","Test Method","Code_156","C82535","","Code"
"NCI Thesaurus","37ceb2c9-cb5e-49e2-b21b-db5c4d1be34d","Body Position","Code_157","C62164","","Code"
"NCI Thesaurus","984cf3c5-eb46-446a-9654-681a9bcbab42","Systolic Blood Pressure","Code_150","C25298","","Code"
"NCI Thesaurus","ba598452-f8d5-4f84-b0d1-a780981b18fe","Clinical Test Result","Code_159","C77140","","Code"
"http://www.cdisc.org","38d573e9-332d-48c8-a6a4-f179df24ab9d","Pascal","Code_160","C42547","2023-09-29","Code"
"NCI Thesaurus","b0f9aec3-ae1e-491e-8d73-0d3ef38f5b79","Unit of Pressure","Code_161","C49669","","Code"
"NCI Thesaurus","3aac15de-557e-4935-979b-21ff9abbbecf","Anatomic Site","Code_162","C13717","","Code"
"NCI Thesaurus","41714213-d310-475c-800d-9ccaa9e66c7d","Laterality","Code_163","C25185","","Code"
"NCI Thesaurus","4e5578e2-f7df-4cbd-8e67-1f0e84df0789","Test Method","Code_164","C82535","","Code"
"NCI Thesaurus","b68cfa04-e495-4bba-8da9-d9e40f06a382","Body Position","Code_165","C62164","","Code"
"NCI Thesaurus","335c3cbc-efa4-4362-9329-2d1917cd1a0c","Diastolic Blood Pressure","Code_158","C25299","","Code"
"NCI Thesaurus","06b80343-8fdd-4532-9944-60b0951e7220","Clinical Test Result","Code_167","C77140","","Code"
"http://www.cdisc.org","da51f10e-10e0-4131-9969-69bda2fd9c48","Kelvin","Code_168","C42537","2023-09-29","Code"
"NCI Thesaurus","1ab741f0-19bb-412d-841f-4611b027cc14","Unit of Temperature","Code_169","C44276","","Code"
"NCI Thesaurus","63034049-a2d8-4862-8565-b06fac1f8120","Anatomic Site","Code_170","C13717","","Code"
"NCI Thesaurus","4e8b0346-5946-461f-8a7f-b8ff16c1ad3f","Body Temperature","Code_166","C174446","","Code"
"NCI Thesaurus","d47cace0-e470-4296-b28a-66661b03c417","Clinical Test Result","Code_172","C77140","","Code"
"http://www.cdisc.org","c9d90378-1003-4792-ada7-4ae886877f91","Kilogram","Code_173","C28252","2023-09-29","Code"
"http://www.cdisc.org","baeb488a-7abe-48da-ae1c-fb69cf1c85ab","Gram","Code_174","C48155","2023-09-29","Code"
"http://www.cdisc.org","b5453be6-c7ee-475b-8bd3-e12a89ef5368","Pound","Code_175","C48531","2023-09-29","Code"
"NCI Thesaurus","7c81132f-7776-41a1-b304-57288670b88f","Unit of Weight","Code_176","C48208","","Code"
"NCI Thesaurus","0ff6553e-1b6b-4407-9f87-56c9b89809a4","Body Weight","Code_171","C81328","","Code"
"NCI Thesaurus","aaac2735-2b36-49b5-84c3-de3e30c97496","Clinical Test Result","Code_178","C77140","","Code"
"http://www.cdisc.org","e3f8f6b7-e12c-4650-87d3-6568d1e68eb5","Centimeter","Code_179","C49668","2023-09-29","Code"
"http://www.cdisc.org","7e83fb69-2f6f-43bc-b21f-1d9fc8df7db8","Inch","Code_180","C48500","2023-09-29","Code"
"http://www.cdisc.org","ce42255a-1ff2-4c30-b706-15d1bfbfe65b","Millimeter","Code_181","C28251","2023-09-29","Code"
"http://www.cdisc.org","07bce4f4-71e5-4a52-8eec-2f3921c5855e","Meter","Code_182","C41139","2023-09-29","Code"
"NCI Thesaurus","e6441ab3-ae6b-48d4-9223-6826d64e2329","Unit of Height","Code_183","C168688","","Code"
"NCI Thesaurus","b5168838-7161-4dc2-9ef5-208e6062fbe1","Body Height","Code_177","C164634","","Code"
"NCI Thesaurus","0e9c0982-7236-46ca-9852-326b89c1caf0","Laboratory Test Result","Code_185","C36292","","Code"
"NCI Thesaurus","11fc18bb-89e2-467a-8610-b41da40ce490","Laboratory Test Fasting Status","Code_186","C83309","","Code"
"NCI Thesaurus","6b4d602f-4f4e-4201-8355-8d408f4486f4","Unit of Catalytic Activity Concentration","Code_187","C67365","","Code"
"NCI Thesaurus","1c33189b-2e00-47c0-b237-9e6c99a0dc90","Biospecimen Type","Code_188","C70713","","Code"
"NCI Thesaurus","0957b46e-d6af-4daf-92ed-3b4f91f6d536","Alanine Aminotransferase Measurement","Code_184","C64433","","Code"
"NCI Thesaurus","2c25cf90-9d56-4c48-8aa2-31bf84321bcd","Laboratory Test Result","Code_190","C36292","","Code"
"NCI Thesaurus","bc6aae80-36d9-4284-a17d-3df62a74d5a5","Laboratory Test Fasting Status","Code_191","C83309","","Code"
"NCI Thesaurus","fbbdc89e-13b4-4b5b-a9da-5baed7bc115c","Unit of Concentration","Code_192","C48207","","Code"
"NCI Thesaurus","59ab2d11-3706-402d-84d6-d861f5678406","Biospecimen Type","Code_193","C70713","","Code"
"NCI Thesaurus","ab28460f-f9a6-4b21-a376-dd7f5e103823","Albumin Measurement","Code_189","C64431","","Code"
"NCI Thesaurus","27053801-eeb4-4f43-a628-06ce3ef32188","Laboratory Test Result","Code_195","C36292","","Code"
"NCI Thesaurus","aa3ad373-2757-46a8-bd99-474ed9759844","Laboratory Test Fasting Status","Code_196","C83309","","Code"
"NCI Thesaurus","20ee0809-a191-417b-ae80-932ae78ed9df","Unit of Catalytic Activity Concentration","Code_197","C67365","","Code"
"NCI Thesaurus","e25e800d-7eb2-4a73-95b3-a637d1fbd9bb","Biospecimen Type","Code_198","C70713","","Code"
"NCI Thesaurus","35fda5ee-b22a-401a-be29-e0a036d6d85e","Alkaline Phosphatase Measurement","Code_194","C64432","","Code"
"NCI Thesaurus","1bedb360-d518-43c5-ae99-caa14ec8ee84","Laboratory Test Result","Code_200","C36292","","Code"
"NCI Thesaurus","2e8f8d37-d02d-42af-9cee-3467d9b5d7b3","Laboratory Test Fasting Status","Code_201","C83309","","Code"
"NCI Thesaurus","e6e14853-3afb-476e-b474-b6e1f844c1dd","Unit of Catalytic Activity Concentration","Code_202","C67365","","Code"
"NCI Thesaurus","da1e1e46-d594-437b-ad88-140f1657ac3c","Biospecimen Type","Code_203","C70713","","Code"
"NCI Thesaurus","afb12978-2aad-444f-b1e2-fc425409ab95","Aspartate Aminotransferase Measurement","Code_199","C64467","","Code"
"NCI Thesaurus","5ddd9d21-2451-4cd8-b88f-8f77060bc23f","Laboratory Test Result","Code_205","C36292","","Code"
"NCI Thesaurus","a92344ba-8d09-4aaf-8d3e-5a76230dd4bf","Laboratory Test Fasting Status","Code_206","C83309","","Code"
"NCI Thesaurus","ea7f2896-10ac-4856-ae65-1645c0ff625e","Unit of Concentration","Code_207","C48207","","Code"
"NCI Thesaurus","051e809d-a673-4713-9927-0fedf2a429a7","Biospecimen Type","Code_208","C70713","","Code"
"NCI Thesaurus","3fd5dde5-836f-45c3-a505-013162095a6a","Creatinine Measurement","Code_204","C64547","","Code"
"NCI Thesaurus","5629bc28-7fe0-46b2-a3b5-166bcbeb9a31","Laboratory Test Result","Code_210","C36292","","Code"
"NCI Thesaurus","ddbf15b4-1075-4223-84f1-6ec2009ae3b7","Laboratory Test Fasting Status","Code_211","C83309","","Code"
"NCI Thesaurus","bd559e31-c19e-4c9d-bc59-79d6237c8357","Molarity Unit","Code_212","C64567","","Code"
"NCI Thesaurus","ef67ca86-3aca-46d5-acb5-e93b03f94297","Biospecimen Type","Code_213","C70713","","Code"
"NCI Thesaurus","3bccc70c-6db7-4308-a2d1-991fca7f0680","Potassium Measurement","Code_209","C64853","","Code"
"NCI Thesaurus","fcf68f28-6825-4e35-ab64-4e6025310de6","Laboratory Test Result","Code_215","C36292","","Code"
"NCI Thesaurus","38ca70e9-fb57-4a2a-a549-3cea2f67d3a5","Laboratory Test Fasting Status","Code_216","C83309","","Code"
"NCI Thesaurus","52c66da0-6d57-43fa-80f7-d66bcf34d9c7","Molarity Unit","Code_217","C64567","","Code"
"NCI Thesaurus","86aa6783-4684-4a00-a15e-c42c139aa38b","Biospecimen Type","Code_218","C70713","","Code"
"NCI Thesaurus","96785dac-c9a7-480e-b5c9-e98a21f52514","Sodium Measurement","Code_214","C64809","","Code"
"NCI Thesaurus","fbf55521-63bf-4eea-bf19-d8d0ce52c43e","Clinical Test Result","Code_220","C77140","","Code"
"http://www.cdisc.org","cef6de61-360c-4402-965f-2ed177f6e897","Pascal","Code_221","C42547","2023-09-29","Code"
"NCI Thesaurus","7301463a-8453-4553-bb9f-4a80951934d1","Unit of Pressure","Code_222","C49669","","Code"
"NCI Thesaurus","5c0de6f2-1965-4597-994c-cdfe0c5687fa","Anatomic Site","Code_223","C13717","","Code"
"NCI Thesaurus","4a39e21b-0862-491f-9601-1bcd49f3e732","Laterality","Code_224","C25185","","Code"
"NCI Thesaurus","f1e1c7da-62f5-44aa-bf68-bfafec31e1b2","Test Method","Code_225","C82535","","Code"
"NCI Thesaurus","f2c656b1-dfb9-4967-881c-d9d62d26a686","Body Position","Code_226","C62164","","Code"
"NCI Thesaurus","75e9eae4-70f1-4446-8f78-363de6d36f0c","Systolic Blood Pressure","Code_219","C25298","","Code"
"NCI Thesaurus","7bad236c-c3d4-4c6d-891c-2d90464d74b7","Clinical Test Result","Code_228","C77140","","Code"
"http://www.cdisc.org","b5de6e44-8b85-4538-9a23-2eeaec9341be","Pascal","Code_229","C42547","2023-09-29","Code"
"NCI Thesaurus","d6bb9707-7c77-4d4c-acbf-ee3f23328dcd","Unit of Pressure","Code_230","C49669","","Code"
"NCI Thesaurus","066d617c-115d-44a0-a494-b9527cd54445","Anatomic Site","Code_231","C13717","","Code"
"NCI Thesaurus","27c0a5e1-a96b-45b7-90e7-425b72cb5528","Laterality","Code_232","C25185","","Code"
"NCI Thesaurus","4b6a4093-dc02-43ca-b739-fe74a063cee2","Test Method","Code_233","C82535","","Code"
"NCI Thesaurus","8c92dbd9-c214-4a2a-9652-429452e0e46a","Body Position","Code_234","C62164","","Code"
"NCI Thesaurus","46910f72-82fa-412d-9731-022c5d309dee","Diastolic Blood Pressure","Code_227","C25299","","Code"
"NCI Thesaurus","733ba602-98e1-4300-8b79-b4724297985f","Clinical Test Result","Code_236","C77140","","Code"
"http://www.cdisc.org","6e2a2dac-7316-4c3f-97ac-2bd1507d726a","Beats per Minute","Code_237","C49673","2023-09-29","Code"
"NCI Thesaurus","32a2dc42-f0b9-46b2-82f6-c796f0ccfe16","Count per Minute","Code_238","C73688","","Code"
"NCI Thesaurus","b987c7cf-b859-4b34-baf6-97f67d88b81b","Anatomic Site","Code_239","C13717","","Code"
"NCI Thesaurus","36de27f2-26e9-441d-9167-5343aa2eac5e","Laterality","Code_240","C25185","","Code"
"NCI Thesaurus","ca4358c0-a462-4f77-a904-90cc265cdcf2","Test Method","Code_241","C82535","","Code"
"NCI Thesaurus","406c7b09-6841-42ec-8246-1b99b1ba12b7","Body Position","Code_242","C62164","","Code"
"NCI Thesaurus","dd43e6c8-4cf1-43a5-b300-0bfe5fa0fc3a","Heart Rate","Code_235","C49677","","Code"
"NCI Thesaurus","e4c72e42-c825-423b-a253-832bae503096","Clinical Test Result","Code_244","C77140","","Code"
"http://www.cdisc.org","19606a09-c529-432e-a22a-090d6e39c26b","Pascal","Code_245","C42547","2023-09-29","Code"
"NCI Thesaurus","903b1bf8-f894-407e-a69d-da8be14209ea","Unit of Pressure","Code_246","C49669","","Code"
"NCI Thesaurus","b8d257cc-cb65-4c84-b083-9b788e902259","Anatomic Site","Code_247","C13717","","Code"
"NCI Thesaurus","c02406a7-a3a1-4f87-9fed-22d9e8fa8142","Laterality","Code_248","C25185","","Code"
"NCI Thesaurus","38d8a33e-6b65-4cc9-9fd2-52f342a8b06a","Test Method","Code_249","C82535","","Code"
