"uuid:ID","name","id","sectionNumber","instanceType","sectionTitle","text"
"2a858ec7-32cf-4428-a242-a03852d04768","SECTION 4.1.1","NarrativeContent_14","4.1.1","NarrativeContent","Participant Input into Design","<div></div>"
"7b6ba8fb-37fb-4d3c-9757-60f7c52f337f","SECTION 4.2","NarrativeContent_15","4.2","NarrativeContent","Rationale for Trial Design","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>"
"a2e59706-9b88-4c86-8d57-f91452d1f296","SECTION 4.2.1","NarrativeContent_16","4.2.1","NarrativeContent","Rationale for Comparator","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>"
"34b0e0b7-3654-4ff4-92f0-4fc79e6e0f99","SECTION 4.2.2","NarrativeContent_17","4.2.2","NarrativeContent","Rationale for Adaptive or Novel Trial Design","<div></div>"
"525bdcd7-e084-4372-841a-0e4228384185","SECTION 4.2.3","NarrativeContent_18","4.2.3","NarrativeContent","Other Trial Design Considerations","<div></div>"
"d0624664-83bd-41ac-93bb-ec8b66d5c399","SECTION 4.3","NarrativeContent_19","4.3","NarrativeContent","Access to Trial Intervention After End of Trial","<div></div>"
"f7108e17-cc62-419f-bb4a-a72982543ac5","SECTION 4.4","NarrativeContent_20","4.4","NarrativeContent","Start of Trial and End of Trial","<div></div>"
"52d8887c-bce3-4b49-bb5f-c9986e94d990","SECTION 5","NarrativeContent_21","5","NarrativeContent","TRIAL POPULATION","<div></div>"
"642aef7e-9362-4839-8945-e1037b91e53c","SECTION 5.1","NarrativeContent_22","5.1","NarrativeContent","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
<div><strong>Screen</strong></div>
<div>
<p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
<p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
</div>
</div>
<div>
<div>To <strong>enter</strong></div>
<div>
<p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
</div>
</div>
<div>
<div>To <strong>enroll</strong></div>
<div>
<p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
</div>

<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p>"
"efa8e810-7e87-4e0d-99ec-b04470e1f4b5","SECTION 5.2","NarrativeContent_23","5.2","NarrativeContent","Rationale for Trial Population","<div></div>"
"5f3aadbf-8511-4764-9509-59c63a5be2e3","SECTION 5.3","NarrativeContent_24","5.3","NarrativeContent","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></usdm:section></div>"
"52469342-4ccc-4154-88a0-fc9148732da3","SECTION 5.4","NarrativeContent_25","5.4","NarrativeContent","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></usdm:section></div>"
"e20c184a-77bf-4866-8c69-294c5dff0afc","SECTION 5.5","NarrativeContent_26","5.5","NarrativeContent","Lifestyle Considerations","<div></div>"
"f52d7d9e-5f72-40fe-8a2f-2c72f714bd2b","SECTION 5.5.1","NarrativeContent_27","5.5.1","NarrativeContent","Meals and Dietary Restrictions","<div></div>"
"d60fef43-8652-4477-b7e6-9d74908f4955","SECTION 5.5.2","NarrativeContent_28","5.5.2","NarrativeContent","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>"
"9dd7e942-bc9b-4e47-a051-eb9c2b7c6854","SECTION 5.5.3","NarrativeContent_29","5.5.3","NarrativeContent","Physical Activity","<div></div>"
"0aed78e9-c45f-49cc-853e-f1cd9e5af3aa","SECTION 5.5.4","NarrativeContent_30","5.5.4","NarrativeContent","Other Activity","<div></div>"
"9c277978-7022-4bf3-983a-c1ac1392deba","SECTION 5.6","NarrativeContent_31","5.6","NarrativeContent","Screen Failures","<div></div>"
"fcb0aa17-332b-4d8a-95c8-7bb571bfc3aa","SECTION 6","NarrativeContent_32","6","NarrativeContent","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>"
"62ffb807-de21-4b2b-90c4-2da75b17de61","SECTION 6.1","NarrativeContent_33","6.1","NarrativeContent","Description of Trial Intervention","<div></div>"
"e2215108-95ca-4c6d-9a84-0cfdc53e1151","SECTION 6.2","NarrativeContent_34","6.2","NarrativeContent","Rationale for Trial Intervention","<div></div>"
"8ba69c0b-6552-45b0-b285-5ae2fcfa702e","SECTION 6.3","NarrativeContent_35","6.3","NarrativeContent","Dosing and Administration","<div></div>"
"73ce0802-7b7f-4437-9c7d-b71ee5af3b78","SECTION 6.3.1","NarrativeContent_36","6.3.1","NarrativeContent","Trial Intervention Dose Modification","<div></div>"
"bedbeb3c-cbb3-4fcc-9e0c-ddc107097f6a","SECTION 6.4","NarrativeContent_37","6.4","NarrativeContent","Treatment of Overdose","<div></div>"
"3ad9ea53-35a6-4def-b8c4-09d546a043ff","SECTION 6.5","NarrativeContent_38","6.5","NarrativeContent","Preparation, Handling, Storage and Accountability","<div></div>"
"935a21a1-7de1-41d2-85dd-ee8c8034982d","SECTION 6.5.1","NarrativeContent_39","6.5.1","NarrativeContent","Preparation of Trial Intervention","<div></div>"
"ea8ea3e6-511f-4403-abee-0f1a509cb036","SECTION 6.5.2","NarrativeContent_40","6.5.2","NarrativeContent","Handling and Storage of Trial Intervention","<div></div>"
"2206d6b9-6713-4267-ad4b-8a868023b3b6","SECTION 6.5.3","NarrativeContent_41","6.5.3","NarrativeContent","Accountability of Trial Intervention","<div></div>"
"c2caea58-2591-4972-b4f2-c1577c0cdcc6","SECTION 6.6","NarrativeContent_42","6.6","NarrativeContent","Participant Assignment, Randomisation and Blinding","<div></div>"
"9a8ff4f4-47de-463c-8da2-ac5f2f71ee35","SECTION 6.6.1","NarrativeContent_43","6.6.1","NarrativeContent","Participant Assignment","<div></div>"
"c6253bb5-9736-4c22-922c-65b1c65b51b6","SECTION 6.6.2","NarrativeContent_44","6.6.2","NarrativeContent","Randomisation","<div></div>"
"95045f36-56f1-4963-a2a7-febc81e32d90","SECTION 6.6.3","NarrativeContent_45","6.6.3","NarrativeContent","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"96d0cd42-a4b3-413d-ad21-3ad088f7cab3","SECTION 6.7","NarrativeContent_46","6.7","NarrativeContent","Trial Intervention Compliance","<div></div>"
"0fedfae2-d236-4b50-becd-d0219ea90a8e","SECTION 6.8","NarrativeContent_47","6.8","NarrativeContent","Concomitant Therapy","<div></div>"
"b827ec78-5fb8-4e67-92a7-ff7b24014820","SECTION 6.8.1","NarrativeContent_48","6.8.1","NarrativeContent","Prohibited Concomitant Therapy","<div></div>"
"fa062c7d-6bc9-4f7b-9f42-001299d6876c","SECTION 6.8.2","NarrativeContent_49","6.8.2","NarrativeContent","Permitted Concomitant Therapy","<div></div>"
"fdfad761-4999-48cb-9f60-6bcafb79bb60","SECTION 6.8.3","NarrativeContent_50","6.8.3","NarrativeContent","Rescue Therapy","<div></div>"
"ffbe3b6d-047f-422e-ad9c-a02f86a4f918","SECTION 6.8.4","NarrativeContent_51","6.8.4","NarrativeContent","Other Therapy","<div></div>"
"66867c20-99d5-4458-a9c7-35764feee17b","SECTION 7","NarrativeContent_52","7","NarrativeContent","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>"
"b807bb7f-ada9-48c4-84a4-d3824bbd7be2","SECTION 7.1","NarrativeContent_53","7.1","NarrativeContent","Discontinuation of Trial Intervention","<div></div>"
"59e7058a-0f44-4a4e-99aa-5f6a2320078e","SECTION 7.1.1","NarrativeContent_54","7.1.1","NarrativeContent","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>"
"e4e5d09f-d55d-4a97-ab4f-3732db79f432","SECTION 7.1.2","NarrativeContent_55","7.1.2","NarrativeContent","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>"
"2f95b8d5-e3e2-4108-aea4-4410409390ac","SECTION 7.1.3","NarrativeContent_56","7.1.3","NarrativeContent","Rechallenge","<div></div>"
"025b5185-bdad-4ed6-8581-4b938283d7d1","SECTION 7.2","NarrativeContent_57","7.2","NarrativeContent","Participant Withdrawal from the Trial","<div></div>"
"be651c40-e7c7-4e33-9b08-13dd4410becf","SECTION 7.3","NarrativeContent_58","7.3","NarrativeContent","Lost to Follow-Up","<div></div>"
"5dfdc2f4-b8fe-44a8-8123-af8ad3427236","SECTION 7.4","NarrativeContent_59","7.4","NarrativeContent","Trial Stopping Rules","<div></div>"
"23581c5a-0455-4522-81e9-920cef7d126d","SECTION 8","NarrativeContent_60","8","NarrativeContent","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>"
"0c1e7861-26da-4d4d-8a9c-03b96e744d57","SECTION 8.1","NarrativeContent_61","8.1","NarrativeContent","Screening/Baseline Assessments and Procedures","<div></div>"
"1ae57832-6206-43de-b8fc-0ff60746d218","SECTION 8.2","NarrativeContent_62","8.2","NarrativeContent","Efficacy Assessments and Procedures","<div></div>"
"e9efebdf-b9d5-4e23-8f34-c138726fc226","SECTION 8.3","NarrativeContent_63","8.3","NarrativeContent","Safety Assessments and Procedures","<div></div>"
"1da6f2ab-67ff-4052-a25e-66ce96d1801a","SECTION 8.3.1","NarrativeContent_64","8.3.1","NarrativeContent","Physical Examination","<div></div>"
"57d06c23-1b2f-4969-ae21-3c91f3e15bf5","SECTION 8.3.2","NarrativeContent_65","8.3.2","NarrativeContent","Vital Signs","<div></div>"
"2ba5952a-daa2-43b6-92dc-19357f0835fb","SECTION 8.3.3","NarrativeContent_66","8.3.3","NarrativeContent","Electrocardiograms","<div></div>"
"04fba981-20c8-470a-b424-c860be8fc42e","SECTION 8.3.4","NarrativeContent_67","8.3.4","NarrativeContent","Clinical Laboratory Assessments","<div></div>"
"0bd0d48d-e65d-477d-ae28-b87c41a3da6c","SECTION 8.3.5","NarrativeContent_68","8.3.5","NarrativeContent","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>"
"fdf3bf57-b928-4c7b-9e1f-66f607006d50","SECTION 8.4","NarrativeContent_69","8.4","NarrativeContent","Adverse Events and Serious Adverse Events","<div></div>"
"bc0f28e3-1e0e-4276-a289-bbbedbfe3544","SECTION 8.4.1","NarrativeContent_70","8.4.1","NarrativeContent","Definitions of AE and SAE","<div></div>"
"5b988dc9-1dc3-4774-831d-475e4732ac99","SECTION 8.4.2","NarrativeContent_71","8.4.2","NarrativeContent","Time Period and Frequency for Collecting AE and SAE Information","<div></div>"
"96517689-ae1f-4226-998c-19de9ab22106","SECTION 8.4.3","NarrativeContent_72","8.4.3","NarrativeContent","Identifying AEs and SAEs","<div></div>"
"a353a887-cf66-409c-a77a-11ebe2a2b327","SECTION 8.4.4","NarrativeContent_73","8.4.4","NarrativeContent","Recording of AEs and SAEs","<div></div>"
"92e71ef3-e8b5-4aae-93b1-f8fe5d4c9108","SECTION 8.4.5","NarrativeContent_74","8.4.5","NarrativeContent","Follow-up of AEs and SAEs","<div></div>"
"88b77e30-38c9-483f-a599-d06f63bdb04e","SECTION 8.4.6","NarrativeContent_75","8.4.6","NarrativeContent","Reporting of SAEs","<div></div>"
"dd3b47af-dd34-4a24-82cb-c18ab7ca72b4","SECTION 8.4.7","NarrativeContent_76","8.4.7","NarrativeContent","Regulatory Reporting Requirements for SAEs","<div></div>"
"d781f499-cc1a-4ebd-9080-4da8df0afe0e","SECTION 8.4.8","NarrativeContent_77","8.4.8","NarrativeContent","Serious and Unexpected Adverse Reaction Reporting","<div></div>"
"5852f07e-09bb-4775-84d4-ea6643d215f5","SECTION 8.4.9","NarrativeContent_78","8.4.9","NarrativeContent","Adverse Events of Special Interest","<div></div>"
"9a8f8c5c-e35b-482c-a2d6-e6bcd95c3dac","SECTION 8.4.10","NarrativeContent_79","8.4.10","NarrativeContent","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>"
"762734f5-ddf6-44d2-875e-e8e98d6965de","SECTION 8.5","NarrativeContent_80","8.5","NarrativeContent","Pregnancy and Postpartum Information","<div></div>"
"44eb91a1-f2cd-49d3-bc62-1b3d326bf141","SECTION 8.5.1","NarrativeContent_81","8.5.1","NarrativeContent","Participants Who Become Pregnant During the Trial","<div></div>"
"ecb1f0f0-5a31-4e94-bcc8-dcb9c1bd7c3e","SECTION 8.5.2","NarrativeContent_82","8.5.2","NarrativeContent","Participants Whose Partners Become Pregnant","<div></div>"
"e8fe77f7-4f18-472b-a96a-5f223c3a710d","SECTION 8.6","NarrativeContent_83","8.6","NarrativeContent","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>"
"bfb8a1cd-ddad-4b07-9035-8a1402e5f7a9","SECTION 8.6.1","NarrativeContent_84","8.6.1","NarrativeContent","Definition of Medical Device Product Complaints","<div></div>"
"5532fd43-f5ed-4b31-a130-33e5f729c5aa","SECTION 8.6.2","NarrativeContent_85","8.6.2","NarrativeContent","Recording of Medical Device Product Complaints","<div></div>"
"68753e3d-9c5c-43ee-b3ba-488e7791b4b5","SECTION 8.6.3","NarrativeContent_86","8.6.3","NarrativeContent","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>"
"f7228d28-adac-4e95-bcd0-ea58bda72c21","SECTION 8.6.4","NarrativeContent_87","8.6.4","NarrativeContent","Follow-Up of Medical Device Product Complaints","<div></div>"
"e05cb175-6c82-49ab-9c1d-b1bda56ba450","SECTION 8.6.5","NarrativeContent_88","8.6.5","NarrativeContent","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>"
"3bfde67f-9e3a-4a05-a9f9-62a3013611b2","SECTION 8.7","NarrativeContent_89","8.7","NarrativeContent","Pharmacokinetics","<div></div>"
"6921479c-e7b4-4daa-9301-1d7904082853","SECTION 8.8","NarrativeContent_90","8.8","NarrativeContent","Genetics","<div></div>"
"53cad531-7fce-4904-898e-74a179eb5ba0","SECTION 8.9","NarrativeContent_91","8.9","NarrativeContent","Biomarkers","<div></div>"
"de516cd1-81bd-46b5-a60f-970ee6520508","SECTION 8.1","NarrativeContent_92","8.1","NarrativeContent","Immunogenicity Assessments","<div></div>"
"830a1a97-0082-4fc5-9e0e-13758b71476d","SECTION 8.1.1","NarrativeContent_93","8.1.1","NarrativeContent","Medical Resource Utilisation and Health Economics","<div></div>"
"3b88d843-f66e-43f6-929b-f725326b4c67","SECTION 9","NarrativeContent_94","9","NarrativeContent","STATISTICAL CONSIDERATIONS","<div></div>"
"c1409933-7172-43d8-b6c3-8ebb2fcc7581","SECTION 9.1","NarrativeContent_95","9.1","NarrativeContent","Analysis Sets","<div></div>"
"b9a894e5-09be-4c6b-85b2-9bf70feb1f8a","SECTION 9.2","NarrativeContent_96","9.2","NarrativeContent","Analyses Supporting Primary Objective(s)","<div></div>"
"fd0774aa-ba0e-4aa9-b2cd-3259584011f1","SECTION 9.2.1","NarrativeContent_97","9.2.1","NarrativeContent","Statistical Model, Hypothesis, and Method of Analysis","<div></div>"
"7385e8b9-b81c-4887-962d-7c97b762ca8c","SECTION 9.2.2","NarrativeContent_98","9.2.2","NarrativeContent","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>"
"d30795fb-7cfa-4e89-bf34-23f9d3181208","SECTION 9.2.3","NarrativeContent_99","9.2.3","NarrativeContent","Handling of Missing Data","<div></div>"
"0caa7d4c-b36e-4fb0-a2fc-826be213a99a","SECTION 9.2.4","NarrativeContent_100","9.2.4","NarrativeContent","Sensitivity Analysis","<div></div>"
"659eaf07-e2be-48af-8541-af19bb1fccc3","SECTION 9.2.5","NarrativeContent_101","9.2.5","NarrativeContent","Supplementary Analysis","<div></div>"
"1d8728ee-c97f-4b68-982e-925bd771ce2d","SECTION 9.3","NarrativeContent_102","9.3","NarrativeContent","Analysis Supporting Secondary Objective(s)","<div></div>"
"040c7b7f-b7c9-4743-809b-9261fa6348c7","SECTION 9.4","NarrativeContent_103","9.4","NarrativeContent","Analysis of Exploratory Objective(s)","<div></div>"
"915aa10f-f256-4369-aedc-a7fe88330281","SECTION 9.5","NarrativeContent_104","9.5","NarrativeContent","Safety Analyses","<div></div>"
"4b1c108c-a5ed-486f-9533-3a355cd67f1b","SECTION 9.6","NarrativeContent_105","9.6","NarrativeContent","Other Analyses","<div></div>"
"54683f20-5645-42b4-abaa-f876bd027c23","SECTION 9.7","NarrativeContent_106","9.7","NarrativeContent","Interim Analyses","<div></div>"
"6ef3c3d6-3aec-4a4f-87bc-0cb9b7874eba","SECTION 9.8","NarrativeContent_107","9.8","NarrativeContent","Sample Size Determination","<div></div>"
"313f8484-0e16-4e32-9bc7-38f137449a79","SECTION 9.9","NarrativeContent_108","9.9","NarrativeContent","Protocol Deviations","<div></div>"
"4bd7dffd-f1c6-4ec7-bd41-004136b94e58","SECTION 10","NarrativeContent_109","10","NarrativeContent","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>"
"976c2364-c76b-4ab8-8c1c-036f74a2a636","SECTION 10.1","NarrativeContent_110","10.1","NarrativeContent","Regulatory and Ethical Considerations","<div></div>"
"5120af56-4062-4336-874a-b9f7bcc58c99","SECTION 10.2","NarrativeContent_111","10.2","NarrativeContent","Committees","<div></div>"
"8068ac0e-f95a-443c-8454-a28dac342205","SECTION 10.3","NarrativeContent_112","10.3","NarrativeContent","Informed Consent Process","<div></div>"
"118a142b-2e63-4659-a267-75eb308fe33d","SECTION 10.4","NarrativeContent_113","10.4","NarrativeContent","Data Protection","<div></div>"
"aa9f6f04-0daf-4430-915e-2a6d5d1b5155","SECTION 10.5","NarrativeContent_114","10.5","NarrativeContent","Early Site Closure or Trial Termination","<div></div>"
"af663e14-54e3-46cd-bf4b-187a3a8a3a50","SECTION 11","NarrativeContent_115","11","NarrativeContent","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>"
"15c841de-78bb-4bb7-a0d0-fa23329d4f70","SECTION 11.1","NarrativeContent_116","11.1","NarrativeContent","Quality Tolerance Limits","<div></div>"
"6cedc85a-dbbc-4baa-8e65-6b76d7a98bad","SECTION 11.2","NarrativeContent_117","11.2","NarrativeContent","Data Quality Assurance","<div></div>"
"83f7717b-96a6-4c63-b9af-3049a3c07a90","SECTION 11.3","NarrativeContent_118","11.3","NarrativeContent","Source Data","<div></div>"
"3c4d11fb-c1be-4e5c-84dd-71deb1057ee6","SECTION 12","NarrativeContent_119","12","NarrativeContent","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>"
"dfa28584-80a6-497b-9c18-b4dd6a15e06f","SECTION 12.1","NarrativeContent_120","12.1","NarrativeContent","Further Details and Clarifications on the AE Definition","<div></div>"
"9cdc3c86-696a-4d74-9700-36fceb4aa4a2","SECTION 12.2","NarrativeContent_121","12.2","NarrativeContent","Further Details and Clarifications on the SAE Definition","<div></div>"
"cf4ee9ac-217e-49a2-b016-1d02ac2c70bf","SECTION 12.3","NarrativeContent_122","12.3","NarrativeContent","Severity","<div></div>"
"e1cdfc80-b374-4755-bc9a-812b899e59f0","SECTION 12.4","NarrativeContent_123","12.4","NarrativeContent","Causality","<div></div>"
"edbf038a-f921-4786-a157-65a464f0423d","SECTION 13","NarrativeContent_124","13","NarrativeContent","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>"
"57ebedef-b50b-4c74-b3ed-4ec99985bfd2","SECTION 13.1","NarrativeContent_125","13.1","NarrativeContent","Contraception and Pregnancy Testing","<div></div>"
"11b3dc71-81f0-4d10-bd04-8bfac181f470","SECTION 13.1.1","NarrativeContent_126","13.1.1","NarrativeContent","Definitions Related to Childbearing Potential","<div></div>"
"1e6f2e51-185a-4ef2-b2cc-dd99317cc452","SECTION 13.1.2","NarrativeContent_127","13.1.2","NarrativeContent","Contraception","<div></div>"
"5de14ff5-e5f7-4129-a3f8-53557c44c78d","SECTION 13.1.3","NarrativeContent_128","13.1.3","NarrativeContent","Pregnancy Testing","<div></div>"
"5428a85d-4bd9-407f-b9c0-7b118dcfdb77","SECTION 13.2","NarrativeContent_129","13.2","NarrativeContent","Clinical Laboratory Tests","<div></div>"
"a105a939-c055-4f5d-8fea-5065a4f321cc","SECTION 13.3","NarrativeContent_130","13.3","NarrativeContent","Country/Region-Specific Differences","<div></div>"
"08ef11c1-dac8-4fb9-b534-ae13a22ac1de","SECTION 13.4","NarrativeContent_131","13.4","NarrativeContent","Prior Protocol Amendments","<div></div>"
"9f402506-7f09-4fd1-b669-b26479777671","SECTION 14","NarrativeContent_132","14","NarrativeContent","APPENDIX: GLOSSARY OF TERMS","<div></div>"
"e7aac3b1-612b-439a-8054-37014849a785","SECTION 15","NarrativeContent_133","15","NarrativeContent","APPENDIX: REFERENCES","<div></div>"
