"uuid:ID","isRequired","name","id","label","isEnabled","instanceType","datatype"
"a32f94ae-0e00-4432-83a4-a6dbdac4aa05","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_113","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"f2879280-856b-47ee-bc6c-7cb2b5ef824f","True","Unit of Concentration","BiomedicalConceptProperty_114","Unit of Concentration","True","BiomedicalConceptProperty","string"
"bef4eb4f-efd3-4051-9059-57df0a06c348","True","Biospecimen Type","BiomedicalConceptProperty_115","Biospecimen Type","True","BiomedicalConceptProperty","string"
"a82187b7-1a72-4b58-9304-1cdbef463d10","True","Laboratory Test Result","BiomedicalConceptProperty_116","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"febe22bc-0879-4666-aa27-2aee04cecf7c","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_117","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"bbb95075-00bc-4625-af38-92296156f133","True","Molarity Unit","BiomedicalConceptProperty_118","Molarity Unit","True","BiomedicalConceptProperty","string"
"8ca5b96d-bfd8-4536-b1c7-89f56f2151c8","True","Biospecimen Type","BiomedicalConceptProperty_119","Biospecimen Type","True","BiomedicalConceptProperty","string"
"24a63de7-d293-4cb0-9592-929149eef7ed","True","Laboratory Test Result","BiomedicalConceptProperty_120","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"f5fe2331-02fc-4d87-8fea-7c431e088bce","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_121","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"b4f6124b-f381-47ab-b3b9-69fe0692486a","True","Molarity Unit","BiomedicalConceptProperty_122","Molarity Unit","True","BiomedicalConceptProperty","string"
"c542eb01-1f92-4944-83c1-881430d2c22d","True","Biospecimen Type","BiomedicalConceptProperty_123","Biospecimen Type","True","BiomedicalConceptProperty","string"
"aae01a9a-375f-400c-8498-d3bb2a53fb6c","True","Reported Event Term","BiomedicalConceptProperty_1","Reported Event Term","True","BiomedicalConceptProperty","string"
"d02c4f47-5091-4b65-8fe4-67366f41b53e","True","Dictionary-derived Term","BiomedicalConceptProperty_2","Dictionary-derived Term","True","BiomedicalConceptProperty","string"
"0b3145ea-a79b-485b-bc75-a35fc9abfb15","True","Category","BiomedicalConceptProperty_3","Category","True","BiomedicalConceptProperty","string"
"eae84542-19ea-41a5-8176-296ea36bb08a","True","Subcategory","BiomedicalConceptProperty_4","Subcategory","True","BiomedicalConceptProperty","string"
"99d5f697-48a5-4708-a69a-4fa3bd8940d8","True","Observation Start Date Time","BiomedicalConceptProperty_5","Observation Start Date Time","True","BiomedicalConceptProperty","datetime"
"b38e4811-1911-4563-803f-f6621621233c","True","Clinical Test Result","BiomedicalConceptProperty_6","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"c01c1b03-d18a-4b2f-99af-aa924235e0c6","True","Unit of Pressure","BiomedicalConceptProperty_7","Unit of Pressure","True","BiomedicalConceptProperty","string"
"5a40255e-bda8-4d6b-b240-1d5a967f9ca9","True","Anatomic Site","BiomedicalConceptProperty_8","Anatomic Site","True","BiomedicalConceptProperty","string"
"3f9020c2-9eff-410e-992a-6f8652ee50ba","True","Laterality","BiomedicalConceptProperty_9","Laterality","True","BiomedicalConceptProperty","string"
"b569f456-ca56-405a-9efa-12c9ff146526","True","Test Method","BiomedicalConceptProperty_10","Test Method","True","BiomedicalConceptProperty","string"
"49c51ef5-adb2-4075-ac91-d15ff10d88fc","True","Body Position","BiomedicalConceptProperty_11","Body Position","True","BiomedicalConceptProperty","string"
"bf4db825-cb44-4e8e-8542-ed246d0a2406","True","Clinical Test Result","BiomedicalConceptProperty_12","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"da087a39-2f16-4822-9d86-6a608fa5f155","True","Unit of Pressure","BiomedicalConceptProperty_13","Unit of Pressure","True","BiomedicalConceptProperty","string"
"e0578816-7c77-46db-a199-8a28fab38a44","True","Anatomic Site","BiomedicalConceptProperty_14","Anatomic Site","True","BiomedicalConceptProperty","string"
"0c0f7321-55a9-4199-8382-88a27490ae30","True","Laterality","BiomedicalConceptProperty_15","Laterality","True","BiomedicalConceptProperty","string"
"ebe4ac4a-a0c9-4c8a-bdb7-2c9acd0f4438","True","Test Method","BiomedicalConceptProperty_16","Test Method","True","BiomedicalConceptProperty","string"
"c934293e-d295-4010-943d-369151d6d816","True","Body Position","BiomedicalConceptProperty_17","Body Position","True","BiomedicalConceptProperty","string"
"8328299b-7f10-4266-b5c5-611f39c15ac2","True","Clinical Test Result","BiomedicalConceptProperty_18","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"566cc428-2c79-453e-8e2f-45394863c38c","True","Unit of Temperature","BiomedicalConceptProperty_19","Unit of Temperature","True","BiomedicalConceptProperty","string"
"f9261fef-92d1-4fed-9de4-5c115b3517db","True","Anatomic Site","BiomedicalConceptProperty_20","Anatomic Site","True","BiomedicalConceptProperty","string"
"e41d5582-6dd0-409e-9a5f-ede7e13a6773","True","Clinical Test Result","BiomedicalConceptProperty_21","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"3ebeae06-31a7-4d62-9bbc-09da23458b00","True","Unit of Weight","BiomedicalConceptProperty_22","Unit of Weight","True","BiomedicalConceptProperty","string"
"18565e6c-d85e-45e6-a443-4bf56db0e9e5","True","Clinical Test Result","BiomedicalConceptProperty_23","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"67bfd4a7-8fc1-4b1d-a921-0719eba0353f","True","Unit of Height","BiomedicalConceptProperty_24","Unit of Height","True","BiomedicalConceptProperty","string"
"b864824d-911c-4533-a597-0f1440c94a0e","True","Laboratory Test Result","BiomedicalConceptProperty_25","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"24ece05f-4161-495f-829c-ec7c96c5a39e","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_26","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"63a5a8b4-1183-4686-a011-751a7b74b79d","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_27","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","string"
"20bc3d94-8edb-4870-9c30-3ac8b6d35fb3","True","Biospecimen Type","BiomedicalConceptProperty_28","Biospecimen Type","True","BiomedicalConceptProperty","string"
"f36c9bf5-72e1-4ef1-80bb-6c959d287abc","True","Laboratory Test Result","BiomedicalConceptProperty_29","Laboratory Test Result","True","BiomedicalConceptProperty","string"
"260d6a1b-de38-47de-a506-b91626e5ab91","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_30","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"269d3c2c-d47b-4132-a13a-7ba9b233dbcb","True","Unit of Concentration","BiomedicalConceptProperty_31","Unit of Concentration","True","BiomedicalConceptProperty","string"
"44fc8153-662f-4e40-9ebc-14c5dc37564b","True","Biospecimen Type","BiomedicalConceptProperty_32","Biospecimen Type","True","BiomedicalConceptProperty","string"
"a52ee8a4-38b8-456a-9786-1aa275293066","True","Laboratory Test Result","BiomedicalConceptProperty_33","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"0e1eb136-03a6-4200-99e3-2eb7b7402703","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_34","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"0d7a0f7e-f7b3-4927-9f5e-e174ab9ac67b","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_35","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","string"
"971a3454-4d75-47b3-a91f-262da6e00599","True","Biospecimen Type","BiomedicalConceptProperty_36","Biospecimen Type","True","BiomedicalConceptProperty","string"
"90aaf1c7-0c31-4a66-8b38-980ac2aa7f12","True","Laboratory Test Result","BiomedicalConceptProperty_37","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"b569dd66-1779-4f9d-9f1c-81530bf7525a","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_38","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"9f8ee82c-c2a6-4c57-9749-872df0f11e77","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_39","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","string"
"c4fa5219-9454-4027-aa93-397f5e9ac91d","True","Biospecimen Type","BiomedicalConceptProperty_40","Biospecimen Type","True","BiomedicalConceptProperty","string"
"af84f622-082f-424c-be91-b6e7fa50b250","True","Laboratory Test Result","BiomedicalConceptProperty_41","Laboratory Test Result","True","BiomedicalConceptProperty","string"
"e969f949-f3c4-44de-a622-5923303f53e9","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_42","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"f62780ef-9035-4746-8d19-460594e38547","True","Unit of Concentration","BiomedicalConceptProperty_43","Unit of Concentration","True","BiomedicalConceptProperty","string"
"093d1f90-992d-49a4-b9ed-e0d13767154a","True","Biospecimen Type","BiomedicalConceptProperty_44","Biospecimen Type","True","BiomedicalConceptProperty","string"
"4e6fc538-b241-465c-a4b6-74ad827d0b69","True","Laboratory Test Result","BiomedicalConceptProperty_45","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"0ae63f41-7f26-49e4-94a2-33d848e3e0d4","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_46","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"518b4640-1d06-4397-9c07-f66a01b42e5e","True","Molarity Unit","BiomedicalConceptProperty_47","Molarity Unit","True","BiomedicalConceptProperty","string"
"4452d8f5-6c6c-4671-b411-ed77a9b84084","True","Biospecimen Type","BiomedicalConceptProperty_48","Biospecimen Type","True","BiomedicalConceptProperty","string"
"0a32be67-14da-426a-a31f-af6833bf78a3","True","Laboratory Test Result","BiomedicalConceptProperty_49","Laboratory Test Result","True","BiomedicalConceptProperty","decimal"
"c84e68b8-bc5e-425e-86e2-a8b3359628ce","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_50","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","boolean"
"7832a9a2-49da-431b-8e51-58289fd64343","True","Molarity Unit","BiomedicalConceptProperty_51","Molarity Unit","True","BiomedicalConceptProperty","string"
"04b510f6-d4d1-42d5-8e34-3097978770a0","True","Biospecimen Type","BiomedicalConceptProperty_52","Biospecimen Type","True","BiomedicalConceptProperty","string"
"71bc5b1f-b880-4a3b-8298-52dc80019915","True","Clinical Test Result","BiomedicalConceptProperty_53","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"6e2c3714-2e88-4aef-959a-af5118240d87","True","Unit of Pressure","BiomedicalConceptProperty_54","Unit of Pressure","True","BiomedicalConceptProperty","string"
"2f6ee432-2ddc-4f6c-8dec-ae0750f2f4f4","True","Anatomic Site","BiomedicalConceptProperty_55","Anatomic Site","True","BiomedicalConceptProperty","string"
"b9142b3d-ee9e-4bc0-84a2-38d8ba8a3d48","True","Laterality","BiomedicalConceptProperty_56","Laterality","True","BiomedicalConceptProperty","string"
"cc2ee819-c329-44e3-91bd-8e9c47bd4a35","True","Test Method","BiomedicalConceptProperty_57","Test Method","True","BiomedicalConceptProperty","string"
"f00abe8b-04fc-4640-8990-357658f336ae","True","Body Position","BiomedicalConceptProperty_58","Body Position","True","BiomedicalConceptProperty","string"
"4ce924d3-6c67-41df-be65-2fa9fc8d3b6c","True","Clinical Test Result","BiomedicalConceptProperty_59","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"7f82a0c5-580d-4dd3-8286-df131f340044","True","Unit of Pressure","BiomedicalConceptProperty_60","Unit of Pressure","True","BiomedicalConceptProperty","string"
"43db2f27-f86e-4a83-b30b-e751aba81d0e","True","Anatomic Site","BiomedicalConceptProperty_61","Anatomic Site","True","BiomedicalConceptProperty","string"
"0ba357bc-3218-43eb-8d71-c0c6700c8004","True","Laterality","BiomedicalConceptProperty_62","Laterality","True","BiomedicalConceptProperty","string"
"e048370f-19c6-487f-8f1f-3683b2ad8573","True","Test Method","BiomedicalConceptProperty_63","Test Method","True","BiomedicalConceptProperty","string"
"6bacb4b3-4acb-4945-9c76-5ff3e7bb1085","True","Body Position","BiomedicalConceptProperty_64","Body Position","True","BiomedicalConceptProperty","string"
"91e5adbb-b58f-428f-aa97-e51ea28dcd1d","True","Clinical Test Result","BiomedicalConceptProperty_65","Clinical Test Result","True","BiomedicalConceptProperty","integer"
"587d52e3-a68c-4921-962e-d925d4ba87e7","True","Count per Minute","BiomedicalConceptProperty_66","Count per Minute","True","BiomedicalConceptProperty","string"
"7c0d78fc-ba7d-44c3-8e6e-8a4b305dd70e","True","Anatomic Site","BiomedicalConceptProperty_67","Anatomic Site","True","BiomedicalConceptProperty","string"
"d826d81f-b013-4936-9dff-59d211b6c45f","True","Laterality","BiomedicalConceptProperty_68","Laterality","True","BiomedicalConceptProperty","string"
"07b40f39-1ebb-4dd2-b5ea-01005d5ce432","True","Test Method","BiomedicalConceptProperty_69","Test Method","True","BiomedicalConceptProperty","string"
"43c2cf00-ebd8-4aac-9a22-4975f4807559","True","Body Position","BiomedicalConceptProperty_70","Body Position","True","BiomedicalConceptProperty","string"
"af5d29f3-d83c-483d-b117-9fbe78318726","True","Clinical Test Result","BiomedicalConceptProperty_71","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"a93bb2ba-f76b-4e0d-b6ba-310c51093e3d","True","Unit of Pressure","BiomedicalConceptProperty_72","Unit of Pressure","True","BiomedicalConceptProperty","string"
"a5a0ac9d-62df-4599-89e4-1bff9ae7a4bb","True","Anatomic Site","BiomedicalConceptProperty_73","Anatomic Site","True","BiomedicalConceptProperty","string"
"15f5ba7b-0bd9-4cba-a491-0d04a6e8a329","True","Laterality","BiomedicalConceptProperty_74","Laterality","True","BiomedicalConceptProperty","string"
"b9dc8df1-056a-4b08-8ac7-0baa04922c6d","True","Test Method","BiomedicalConceptProperty_75","Test Method","True","BiomedicalConceptProperty","string"
"28e45c26-4908-47c4-b9e0-c437b8461dd0","True","Body Position","BiomedicalConceptProperty_76","Body Position","True","BiomedicalConceptProperty","string"
"e2a1ba70-c7d6-4518-ba25-772da2caf542","True","Clinical Test Result","BiomedicalConceptProperty_77","Clinical Test Result","True","BiomedicalConceptProperty","decimal"
"463a5352-36f9-4ecd-965b-9899c25dbc71","True","Unit of Pressure","BiomedicalConceptProperty_78","Unit of Pressure","True","BiomedicalConceptProperty","string"
"0c5f696a-f5b5-4450-ade7-529ea6a71e1d","True","Anatomic Site","BiomedicalConceptProperty_79","Anatomic Site","True","BiomedicalConceptProperty","string"
"eb8ad6b3-f79e-4bea-8207-2a48aba9fd9c","True","Laterality","BiomedicalConceptProperty_80","Laterality","True","BiomedicalConceptProperty","string"
"2739730e-6d00-4028-a21c-f700775b135d","True","Test Method","BiomedicalConceptProperty_81","Test Method","True","BiomedicalConceptProperty","string"
"22d82633-b22b-4c41-bdca-f5da92728b24","True","Body Position","BiomedicalConceptProperty_82","Body Position","True","BiomedicalConceptProperty","string"
"689c9290-21cf-4f25-85ef-9bf4e8e7840c","True","Clinical Test Result","BiomedicalConceptProperty_83","Clinical Test Result","True","BiomedicalConceptProperty","integer"
"852c5ae3-322d-4f1e-9bcb-3ee32b275d43","True","Count per Minute","BiomedicalConceptProperty_84","Count per Minute","True","BiomedicalConceptProperty","string"
"0d2c7925-febf-496c-acf5-dbf59988cdd3","True","Anatomic Site","BiomedicalConceptProperty_85","Anatomic Site","True","BiomedicalConceptProperty","string"
"9978f44f-ef45-428a-9dff-d3741264d154","True","Laterality","BiomedicalConceptProperty_86","Laterality","True","BiomedicalConceptProperty","string"
"b4bfa69f-99db-40f8-b275-db365896132c","True","Test Method","BiomedicalConceptProperty_87","Test Method","True","BiomedicalConceptProperty","string"
"912f67b2-ab9f-4743-81b0-efaa76cf0247","True","Body Position","BiomedicalConceptProperty_88","Body Position","True","BiomedicalConceptProperty","string"
