"reference","name","uuid:ID","instanceType","synonyms","label","id"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","1595c816-a35e-4190-b5da-3a6249a6eccb","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_3"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","Temperature","dbb67407-c525-4192-b7bb-af9a979118f0","BiomedicalConcept","['Temperature', 'Body Temperature']","Temperature","BiomedicalConcept_4"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","Weight","04d88eab-f34e-42a5-82e8-e194018802ac","BiomedicalConcept","['Weight', 'Body Weight']","Weight","BiomedicalConcept_5"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","Height","cd7e43b5-1fe2-4509-af14-8610f3854d47","BiomedicalConcept","['Height', 'Body Height']","Height","BiomedicalConcept_6"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","Alanine Aminotransferase Concentration in Serum/Plasma","a1c1f818-e4bd-4e80-a501-b4eee48e0c44","BiomedicalConcept","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept_7"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","Albumin Presence in Urine","1c116239-f788-402a-b345-e32eeacb4449","BiomedicalConcept","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","BiomedicalConcept_8"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","Alkaline Phosphatase Concentration in Serum/Plasma","50f9ddcc-7c07-478c-bc3f-94444005894e","BiomedicalConcept","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept_9"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","Aspartate Aminotransferase in Serum/Plasma","99edf6e1-4a04-4a36-aa24-c26843b88494","BiomedicalConcept","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept_10"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","Creatinine Concentration in Urine","f4ee57c1-6e2f-4917-87c9-306cb12bdcc8","BiomedicalConcept","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","BiomedicalConcept_11"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","Potassium Concentration in Urine","7a032c36-b2ab-4e3e-aae1-e75b04b8625d","BiomedicalConcept","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","BiomedicalConcept_12"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","Sodium Concentration in Urine","e51c6a2f-f6e2-4074-acab-5ab9835f6fc6","BiomedicalConcept","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","BiomedicalConcept_13"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","62895a3b-64e8-4caf-9e5b-5bcf74caa3f8","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_14"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","2fa3db3f-4768-413c-8e56-f3ff55a81a9d","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_15"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","5517055c-c7ea-49fe-83b9-94a5006ed1a8","BiomedicalConcept","['Heart Rate']","Heart Rate","BiomedicalConcept_16"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","Systolic Blood Pressure","8a6c97ad-dcf3-4d46-8539-af24131152d7","BiomedicalConcept","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","BiomedicalConcept_17"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","Diastolic Blood Pressure","7be02d4b-5e4b-4615-9475-44a6bc72f478","BiomedicalConcept","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","BiomedicalConcept_18"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","Heart Rate","57f5936f-6abd-4389-a70e-bab6b57c997b","BiomedicalConcept","['Heart Rate']","Heart Rate","BiomedicalConcept_19"
