"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Telephone Call","ff28f683-3ad2-4b02-8168-f8e3b0c343d8","http://www.cdisc.org","Code","2023-12-15","C171537","Code_116"
"Visit","235862a2-b556-43ab-8e69-3679b096ba96","http://www.cdisc.org","Code","2023-12-15","C25716","Code_117"
"Clinic","6bc99c26-24df-485d-ba82-ef8d6e268751","http://www.cdisc.org","Code","2023-12-15","C51282","Code_118"
"In Person","70fa42f0-4a88-4ac7-9ff0-874715aa1475","http://www.cdisc.org","Code","2023-12-15","C175574","Code_119"
"Visit","f968e680-c87b-4e61-8660-d3639659d8a0","http://www.cdisc.org","Code","2023-12-15","C25716","Code_120"
"Clinic","dde1401d-a5d6-4c28-aa35-99aca7fdf437","http://www.cdisc.org","Code","2023-12-15","C51282","Code_121"
"In Person","630a5401-a52c-4696-9607-1f41c0e7fe61","http://www.cdisc.org","Code","2023-12-15","C175574","Code_122"
"CT of head without contrast","14f73996-ba61-4f54-b65c-04d59070ab85","SNOMED","Code","January 31, 2018","383371000119108","Code_80"
"Subject Supine","0424bc32-e5a2-4f20-aa10-85a0d46369c0","SPONSOR","Code","12","123","Code_81"
"Subject Standing","bfd98484-10c7-4738-b5e3-138d8aa8f2ad","SPONSOR","Code","12","124","Code_82"
"Male","61d21e8f-80bc-46de-b1cb-49cb7cc6750e","http://www.cdisc.org","Code","2023-12-15","C20197","Code_429"
"Female","78c7b4dc-60da-4470-bf35-c5c9deea4cf0","http://www.cdisc.org","Code","2023-12-15","C16576","Code_430"
"Sex","9c083262-24fc-4dbb-b4b5-745f6239c433","http://www.cdisc.org","Code","2023-12-15","C28421","Code_431"
"Sex","fb711fd9-40db-4c5d-b64f-57d8a62e83ab","http://www.cdisc.org","Code","2023-12-15","C28421","Code_432"
"Race","4aa46309-895f-46ea-855b-0a61aca44e6a","http://www.cdisc.org","Code","2023-12-15","C17049","Code_433"
"Race","8180e91d-26c0-4cb0-9b00-58c9a7b70373","http://www.cdisc.org","Code","2023-12-15","C17049","Code_434"
"TEMP","51daa443-7466-40ca-ba02-2212cfc8a3f7","http://www.cdisc.org","Code","2023-12-15","C174446","Code_435"
"Clinical Test Result","aa46b35e-52a0-4949-9a6e-619ce433637e","http://www.cdisc.org","Code","2023-12-15","C77140","Code_436"
"Degree Celsius","e52bab06-d6da-4bea-bd98-3808fbfed5d3","http://www.cdisc.org","Code","2023-12-15","C42559","Code_437"
"Degree Fahrenheit","8d9fe749-8995-49ae-94d8-7bf7ddc37281","http://www.cdisc.org","Code","2023-12-15","C44277","Code_438"
"Kelvin","9aa3cd87-e28b-4e85-bb70-1ba9131a70ce","http://www.cdisc.org","Code","2023-12-15","C42537","Code_439"
"Unit of Temperature","e5e31202-03da-455e-ba6a-02be1d6bf6bb","http://www.cdisc.org","Code","2023-12-15","C44276","Code_440"
"Axilla","11e7a400-5f0b-4dfa-9935-a893c985d34d","http://www.cdisc.org","Code","2023-12-15","C12674","Code_441"
"Ear","e572ca33-9474-420d-b05e-622cb7e0740c","http://www.cdisc.org","Code","2023-12-15","C12394","Code_442"
"Forehead","03e5d4b6-4e16-414b-aa97-a847ab9849fb","http://www.cdisc.org","Code","2023-12-15","C89803","Code_443"
"Oral Cavity","a95d82c1-1d1b-4398-bd89-06f22c2afe51","http://www.cdisc.org","Code","2023-12-15","C12421","Code_444"
"Rectum","40e2b6d7-01d2-4ff4-a245-55c5c07a3a8e","http://www.cdisc.org","Code","2023-12-15","C12390","Code_445"
"Anatomic Site","41d7b424-ba5e-46d0-b1e1-f9a0f185b126","http://www.cdisc.org","Code","2023-12-15","C13717","Code_446"
"TEMP","4d7f8e0b-f08b-4587-8b7e-db0a56722f89","http://www.cdisc.org","Code","2023-12-15","C174446","Code_447"
"WEIGHT","3ce9f99c-894e-499e-87de-5241c36e74a7","http://www.cdisc.org","Code","2023-12-15","C25208","Code_448"
"Clinical Test Result","12067025-74f6-4132-a8d5-b482d2a921e6","http://www.cdisc.org","Code","2023-12-15","C77140","Code_449"
"Pound","d521580f-89e8-445e-9ca3-b953d5e228c2","http://www.cdisc.org","Code","2023-12-15","C48531","Code_450"
"Gram","dea45216-c074-4e57-b839-f68eab3f97f4","http://www.cdisc.org","Code","2023-12-15","C48155","Code_451"
"Kilogram","6fb0d77f-f76a-4639-9d0c-c0fecf3fa09d","http://www.cdisc.org","Code","2023-12-15","C28252","Code_452"
"Unit of Weight","7a3487ff-faa7-419a-93de-e5dbcca54a6f","http://www.cdisc.org","Code","2023-12-15","C48208","Code_453"
"WEIGHT","2c48b505-ee8d-4363-b9f2-1e45ed001998","http://www.cdisc.org","Code","2023-12-15","C25208","Code_454"
"HEIGHT","92d15039-f155-4c3e-8971-519b60786b81","http://www.cdisc.org","Code","2023-12-15","C25347","Code_455"
"Clinical Test Result","f5f137b4-dc3b-4d88-a339-b9bc97e7487d","http://www.cdisc.org","Code","2023-12-15","C77140","Code_456"
"Centimeter","48eedbe5-ae73-49eb-9108-80495c3169bd","http://www.cdisc.org","Code","2023-12-15","C49668","Code_457"
"Inch","92ce30ca-73b1-43c5-8d0d-8f95be6269a8","http://www.cdisc.org","Code","2023-12-15","C48500","Code_458"
"Meter","a99f20aa-4d97-4def-a1ea-8634da1ca509","http://www.cdisc.org","Code","2023-12-15","C41139","Code_459"
"Unit of Height","04a43364-cf38-4848-82f0-4bea4158f619","http://www.cdisc.org","Code","2023-12-15","C168688","Code_460"
"HEIGHT","047ec3ad-6364-45f4-b22b-b30761482621","http://www.cdisc.org","Code","2023-12-15","C25347","Code_461"
"ALT","f2a9cec1-f911-484a-921e-a0d4e69f2604","http://www.cdisc.org","Code","2023-12-15","C64433","Code_462"
"Laboratory Test Result","43555e6c-250c-42fc-b779-686c43eb6f56","http://www.cdisc.org","Code","2023-12-15","C36292","Code_463"
"Unit per Liter","116d18c4-edbb-4ad8-90b5-603163fa097f","http://www.cdisc.org","Code","2023-12-15","C67456","Code_464"
"Microkatal per Liter","dcac6521-ec41-4e3b-ad0b-ff5fbca96871","http://www.cdisc.org","Code","2023-12-15","C67397","Code_465"
"International Unit per Liter","245ac94e-22ce-4cca-807c-e21b70a3d109","http://www.cdisc.org","Code","2023-12-15","C67376","Code_466"
"Nanokatal per Liter","f718f488-ad48-4dc6-9f3c-dd5197a6fe0c","http://www.cdisc.org","Code","2023-12-15","C70510","Code_467"
"Unit of Catalytic Activity Concentration","55723a36-5a6d-429f-86f8-cc87f57b9c3b","http://www.cdisc.org","Code","2023-12-15","C67365","Code_468"
"Biospecimen Type","d0b4f843-5f69-43d7-9272-e5dd0d647e4f","http://www.cdisc.org","Code","2023-12-15","C70713","Code_469"
"No","1a6d32e1-38d7-4bcc-8409-38ead7d31842","http://www.cdisc.org","Code","2023-12-15","C49487","Code_470"
"Yes","6cafb511-4ced-448b-9f99-3c891ae585b0","http://www.cdisc.org","Code","2023-12-15","C49488","Code_471"
"Laboratory Test Fasting Status","47ce5fc7-4122-44a2-88b2-4988efd7d9b7","http://www.cdisc.org","Code","2023-12-15","C83309","Code_472"
"ALT","618148a8-a9d0-43ba-874e-543327397a2e","http://www.cdisc.org","Code","2023-12-15","C64433","Code_473"
"ALB","2b137e4e-2045-40e1-b8aa-7b79d3b46cc3","http://www.cdisc.org","Code","2023-12-15","C64431","Code_474"
"Laboratory Test Result","80013365-ee7a-4036-a4b0-09adc2f78d38","http://www.cdisc.org","Code","2023-12-15","C36292","Code_475"
"Biospecimen Type","2e185a84-1702-4d1a-9932-9bea8b60eb79","http://www.cdisc.org","Code","2023-12-15","C70713","Code_476"
"No","ce93ec9e-a297-4997-b59d-2ab357f9e829","http://www.cdisc.org","Code","2023-12-15","C49487","Code_477"
"Yes","789dbedd-1fec-42b0-af25-ab9d136231a7","http://www.cdisc.org","Code","2023-12-15","C49488","Code_478"
"Laboratory Test Fasting Status","4f9f8cc2-12d9-4b97-8392-ef63dc847fcc","http://www.cdisc.org","Code","2023-12-15","C83309","Code_479"
"ALB","497f988f-8c47-49d5-9d47-c8aa64aae2c6","http://www.cdisc.org","Code","2023-12-15","C64431","Code_480"
"ALP","b0c3d65e-3dec-4221-b08c-107ba7e69422","http://www.cdisc.org","Code","2023-12-15","C64432","Code_481"
"Laboratory Test Result","1f0ad974-4c54-4de6-a476-c43c5a5cda59","http://www.cdisc.org","Code","2023-12-15","C36292","Code_482"
"Unit per Liter","dead8f3e-e8db-4310-b8d1-d79757261146","http://www.cdisc.org","Code","2023-12-15","C67456","Code_483"
"Microkatal per Liter","dd4be2c6-b2e0-4f9c-8e70-1daa801c6f02","http://www.cdisc.org","Code","2023-12-15","C67397","Code_484"
"International Unit per Liter","931c34a3-9a14-450a-a2c8-b9f03e9210dc","http://www.cdisc.org","Code","2023-12-15","C67376","Code_485"
"Unit of Catalytic Activity Concentration","e0bba976-c57c-4f96-9e65-918a36c4fa85","http://www.cdisc.org","Code","2023-12-15","C67365","Code_486"
"Biospecimen Type","000a535c-ab3c-42be-a617-80903d024abc","http://www.cdisc.org","Code","2023-12-15","C70713","Code_487"
"No","434e90e2-fd46-4de5-8fec-16e149c91be3","http://www.cdisc.org","Code","2023-12-15","C49487","Code_488"
"Yes","89822ced-eed0-4113-9b2d-ff46c1228bbe","http://www.cdisc.org","Code","2023-12-15","C49488","Code_489"
"Laboratory Test Fasting Status","f4ff6136-1313-41eb-9cdc-fe99b762093f","http://www.cdisc.org","Code","2023-12-15","C83309","Code_490"
"ALP","37120af2-7bbf-4058-a5ad-52ba04b07ecc","http://www.cdisc.org","Code","2023-12-15","C64432","Code_491"
"AST","335dd1ac-7ecb-4e1e-b7ad-5534ddb4c0bf","http://www.cdisc.org","Code","2023-12-15","C64467","Code_492"
"Laboratory Test Result","a92b76e0-8b0c-41da-8df7-3d4f4cfed73f","http://www.cdisc.org","Code","2023-12-15","C36292","Code_493"
"Unit per Liter","ebeaa4c7-bc2c-4bdb-bfed-c1c8f5777107","http://www.cdisc.org","Code","2023-12-15","C67456","Code_494"
"Microkatal per Liter","e2b0a279-94f8-407a-88e9-308f50474c18","http://www.cdisc.org","Code","2023-12-15","C67397","Code_495"
"International Unit per Liter","93dbd5cd-4d12-4c94-a854-acec67016125","http://www.cdisc.org","Code","2023-12-15","C67376","Code_496"
"Unit of Catalytic Activity Concentration","e5d16d73-7f8d-4fe2-83a2-f83d5349f285","http://www.cdisc.org","Code","2023-12-15","C67365","Code_497"
"Biospecimen Type","f6ad9040-7a59-4a80-a6f1-3c3005d67c41","http://www.cdisc.org","Code","2023-12-15","C70713","Code_498"
"No","05f04da1-08cc-48fc-8cb2-13b05faff78d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_499"
"Yes","7cf324f0-f234-4ad4-97ff-765d3ff20d8f","http://www.cdisc.org","Code","2023-12-15","C49488","Code_500"
"Laboratory Test Fasting Status","b2eaf424-851b-4f5f-bbb0-0b3568716120","http://www.cdisc.org","Code","2023-12-15","C83309","Code_501"
"AST","142e1b15-b01c-4182-9a3d-e060fe124777","http://www.cdisc.org","Code","2023-12-15","C64467","Code_502"
"CREAT","8496b97b-1340-44b6-8a34-2ea2ed37e69d","http://www.cdisc.org","Code","2023-12-15","C64547","Code_503"
"Laboratory Test Result","09311379-ede4-4237-8ebf-5d27f9687a57","http://www.cdisc.org","Code","2023-12-15","C36292","Code_504"
"Milligram per Deciliter","826d49c3-7fbd-4bf3-bf02-0dc492c927bb","http://www.cdisc.org","Code","2023-12-15","C67015","Code_505"
"Microgram per Milliliter","8584e8e8-916e-4663-97e8-5e8af17d0fcf","http://www.cdisc.org","Code","2023-12-15","C64572","Code_506"
"Millimole per Liter","408219b1-1bcb-4b17-a4d5-e597e86182c4","http://www.cdisc.org","Code","2023-12-15","C64387","Code_507"
"Micromole per Liter","7e2d07a6-14fc-4fbc-8641-73d3370cbc0e","http://www.cdisc.org","Code","2023-12-15","C48508","Code_508"
"Unit of Concentration","c4b4452a-4cad-455b-887f-69802f6c82a1","http://www.cdisc.org","Code","2023-12-15","C48207","Code_509"
"Biospecimen Type","f6153b73-b894-41c7-953c-24aed61839ad","http://www.cdisc.org","Code","2023-12-15","C70713","Code_510"
"No","a0cda6a7-2dd7-4a85-97d1-6a6c60609d2a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_511"
"Yes","dbe6c43c-ee39-47e2-aa3b-230d48f2952a","http://www.cdisc.org","Code","2023-12-15","C49488","Code_512"
"Laboratory Test Fasting Status","74f18ffa-2b29-4753-882c-eeed94777164","http://www.cdisc.org","Code","2023-12-15","C83309","Code_513"
"CREAT","748bf2bc-7da1-41e5-b56e-805a0a12599a","http://www.cdisc.org","Code","2023-12-15","C64547","Code_514"
"K","180286a0-5fa3-4321-bf19-0d0913c222aa","http://www.cdisc.org","Code","2023-12-15","C64853","Code_515"
"Laboratory Test Result","f549669b-a42e-41c3-9920-c982ce15eb0e","http://www.cdisc.org","Code","2023-12-15","C36292","Code_516"
"Milliequivalent per Liter","4c362976-149b-4a38-a219-3326095b1719","http://www.cdisc.org","Code","2023-12-15","C67474","Code_517"
"Milliequivalent per Deciliter","8458a6e2-908b-4d07-a480-5f4a726222d8","http://www.cdisc.org","Code","2023-12-15","C67473","Code_518"
"Millimole per Liter","ac51712e-5ba5-43a6-a5f7-14a32eccd357","http://www.cdisc.org","Code","2023-12-15","C64387","Code_519"
"Molarity Unit","7371a11b-af10-4c82-951f-755254fa849d","http://www.cdisc.org","Code","2023-12-15","C64567","Code_520"
"Biospecimen Type","463b9838-c15b-44e1-9196-8ac065573517","http://www.cdisc.org","Code","2023-12-15","C70713","Code_521"
"No","9d83ff66-71e4-4352-b45c-4afa2445471e","http://www.cdisc.org","Code","2023-12-15","C49487","Code_522"
"Yes","9dad4536-8acb-409c-afdc-8068ec44dd02","http://www.cdisc.org","Code","2023-12-15","C49488","Code_523"
"Laboratory Test Fasting Status","1943a4ac-e42b-4f67-9a22-b0bf59157194","http://www.cdisc.org","Code","2023-12-15","C83309","Code_524"
"K","c370a51b-6f5e-48a7-9ad0-e9f5908d0c07","http://www.cdisc.org","Code","2023-12-15","C64853","Code_525"
"SODIUM","1acd40ae-4ce6-4a15-aee3-83eac1e1ea2a","http://www.cdisc.org","Code","2023-12-15","C64809","Code_526"
"Laboratory Test Result","c446bd59-bb31-4ce8-b3cc-0e929c8a3ed4","http://www.cdisc.org","Code","2023-12-15","C36292","Code_527"
"Milliequivalent per Liter","8a17e084-14de-4dba-adca-3999829083bd","http://www.cdisc.org","Code","2023-12-15","C67474","Code_528"
"Milliequivalent per Deciliter","8aa243f1-4941-4700-97e3-918b269ce1f6","http://www.cdisc.org","Code","2023-12-15","C67473","Code_529"
"Millimole per Liter","c03781cc-b6b2-49b5-bcd5-2bf59fea9c98","http://www.cdisc.org","Code","2023-12-15","C64387","Code_530"
"Molarity Unit","7ce0279d-137d-4ef9-b14f-00af710fcc29","http://www.cdisc.org","Code","2023-12-15","C64567","Code_531"
"Biospecimen Type","2b5f6441-cd90-4fa3-8568-b20530a57f23","http://www.cdisc.org","Code","2023-12-15","C70713","Code_532"
"No","2cd14f5e-8f44-4410-987a-955861437692","http://www.cdisc.org","Code","2023-12-15","C49487","Code_533"
"Yes","e8257fc0-1f92-4e7b-acb4-572c54ba7c34","http://www.cdisc.org","Code","2023-12-15","C49488","Code_534"
"Laboratory Test Fasting Status","9051ec7c-f4ad-486a-96ee-a98842496d3e","http://www.cdisc.org","Code","2023-12-15","C83309","Code_535"
"SODIUM","5610e637-aa19-4ec9-a469-fa47d3c1471c","http://www.cdisc.org","Code","2023-12-15","C64809","Code_536"
"HBA1C","6c2dc255-1a66-4ff8-ac30-fa75756c0579","http://www.cdisc.org","Code","2023-12-15","C64849","Code_537"
"Laboratory Test Result","82ddda4d-4bff-41c1-afdb-c504f57ad874","http://www.cdisc.org","Code","2023-12-15","C36292","Code_538"
"Gram per Deciliter","de3eec99-c13a-495f-8b10-b47d3b852750","http://www.cdisc.org","Code","2023-12-15","C64783","Code_539"
"LBORRESU","2347a9db-336a-4cdf-97ac-b411b2ed2d96","http://www.cdisc.org","Code","2023-12-15","No Concept Code","Code_540"
"Biospecimen Type","a1fdccf4-14df-4e37-ab14-d88c30f7a80b","http://www.cdisc.org","Code","2023-12-15","C70713","Code_541"
"No","5e3a5140-0fdb-41ee-9d3c-b8b76a7b1294","http://www.cdisc.org","Code","2023-12-15","C49487","Code_542"
"Yes","21444379-e1cc-4484-a0ee-0d4e4a89986a","http://www.cdisc.org","Code","2023-12-15","C49488","Code_543"
"Laboratory Test Fasting Status","ea62a283-5f96-49c1-a121-1d464361e80a","http://www.cdisc.org","Code","2023-12-15","C83309","Code_544"
"HBA1C","9049e24b-e7c3-4aca-ba0c-f097e133d3e0","http://www.cdisc.org","Code","2023-12-15","C64849","Code_545"
"Adverse Event Verbatim Description","6dfcde8c-a730-4377-b771-89567b6ceb38","http://www.cdisc.org","Code","2023-12-15","C78541","Code_145"
"Adverse Event Dictionary Derived Term","e63104f5-7ce6-4054-be27-843a2f583d24","http://www.cdisc.org","Code","2023-12-15","C83344","Code_146"
"No","d5787934-d82f-4043-8d57-eadadb387a83","http://www.cdisc.org","Code","2023-12-15","C49487","Code_147"
"Yes","ffd95c68-d8c2-4446-a9c4-45108bb431cb","http://www.cdisc.org","Code","2023-12-15","C49488","Code_148"
"Adverse Event Pre-specified","a8aa6aaf-34c5-4f52-a481-ee8eb97b74b2","http://www.cdisc.org","Code","2023-12-15","C87840","Code_149"
"Adverse Event Location","85985d04-62b8-4ffb-b2c0-cf2247b33819","http://www.cdisc.org","Code","2023-12-15","C83205","Code_150"
"Severity of Adverse Event","365aa8c9-8348-4878-ab1b-b5a4b20f25cf","http://www.cdisc.org","Code","2023-12-15","C53253","Code_151"
"No","cfeb856b-c56c-4e01-83db-ed27c05afcaf","http://www.cdisc.org","Code","2023-12-15","C49487","Code_152"
"Yes","dc2c79e6-3083-4066-979e-d1e963303730","http://www.cdisc.org","Code","2023-12-15","C49488","Code_153"
"Seriousness of Adverse Event","e58051ac-7932-4453-ab9c-ea349f7b203d","http://www.cdisc.org","Code","2023-12-15","C53252","Code_154"
"Adverse Event Action Taken with Study Treatment","2ebe8bc9-6d27-4a3e-901b-e3ac91374f88","http://www.cdisc.org","Code","2023-12-15","C83013","Code_155"
"Other Actions taken in Response to Adverse Event","8dcf5c53-db9e-4db6-8883-6aaaf08b7e68","http://www.cdisc.org","Code","2023-12-15","C83109","Code_156"
"Adverse Event Attribution to Product or Procedure","04b4649a-9a89-4472-a3d8-0e2dff5249f3","http://www.cdisc.org","Code","2023-12-15","C41358","Code_157"
"Adverse Event Relationship to Non Study Treatment","60ee44ba-bb29-41dd-80a6-13aed50cc75b","http://www.cdisc.org","Code","2023-12-15","C83210","Code_158"
"Adverse Event Pattern","f1284004-56b5-4771-ab65-03a2821f90d1","http://www.cdisc.org","Code","2023-12-15","C83208","Code_159"
"Adverse Event Outcome","5885ce41-08f0-474f-9c37-50abf909489e","http://www.cdisc.org","Code","2023-12-15","C49489","Code_160"
"No","912faf78-4583-46ac-9968-a9578ddc676d","http://www.cdisc.org","Code","2023-12-15","C49487","Code_161"
"Yes","4d784086-c66a-4b90-b5ff-1280c749ebb0","http://www.cdisc.org","Code","2023-12-15","C49488","Code_162"
"Adverse Event Involves Cancer","9b67f0fe-ee39-40fd-8305-47e3af2b26b0","http://www.cdisc.org","Code","2023-12-15","C83211","Code_163"
"No","df861f9c-93e7-41bd-a55d-ddefbf7bde76","http://www.cdisc.org","Code","2023-12-15","C49487","Code_164"
"Yes","d37e06bb-6558-406d-965d-f1dc9d696715","http://www.cdisc.org","Code","2023-12-15","C49488","Code_165"
"Adverse Event Seriousness Due to Congenital Anomaly","a92a8b97-cc83-4d3c-8e12-0d2f75269e58","http://www.cdisc.org","Code","2023-12-15","C83117","Code_166"
"No","1fbdbb8b-2597-4ab1-8aee-262e36f7d9b2","http://www.cdisc.org","Code","2023-12-15","C49487","Code_167"
"Yes","a2048524-1da8-4a79-ad35-16439ca3bd08","http://www.cdisc.org","Code","2023-12-15","C49488","Code_168"
"Disabling Adverse Event","c2db21a5-ad75-403c-8b11-2c28d4bba8d6","http://www.cdisc.org","Code","2023-12-15","C113380","Code_169"
"No","391a9c76-c56a-431e-8028-9f8a1b5617a6","http://www.cdisc.org","Code","2023-12-15","C49487","Code_170"
"Yes","37a5c4bd-758c-4a33-8369-224ea66ecd0f","http://www.cdisc.org","Code","2023-12-15","C49488","Code_171"
"Death Related to Adverse Event","742ed212-a6d1-4d3d-b7f5-ffd4f947669f","http://www.cdisc.org","Code","2023-12-15","C48275","Code_172"
