"instanceType","uuid:ID","decode","codeSystemVersion","code","codeSystem","id"
"Code","4038a98e-e10a-45c3-af66-9404e8c7f97f","Mild to Moderate Alzheimer's Disease","12","MILD_MOD_ALZ","SPONSOR","Code_134"
"Code","2f3fa4e9-9227-43b4-9552-c342e0273f15","Alzheimer's disease","January 31, 2018","26929004","SNOMED","Code_135"
"Code","2ea87d69-a0a8-4f45-a841-6f4cd5afab47","EXTENSION","2023-12-15","C99907x1","http://www.cdisc.org","Code_143"
"Code","d9b60d4c-9eb5-496c-8120-3c7a03fe33b4","ADAPTIVE","2023-12-15","C98704","http://www.cdisc.org","Code_144"
"Code","3ce2cfe5-fd68-4378-9854-a5258b812193","Parallel Study","2023-12-15","C82639","http://www.cdisc.org","Code_141"
"Code","98301d0a-9341-4b05-a5fc-ab8fc139719e","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_83"
"Code","feacca7c-6331-4861-b5e8-39844a794d7e","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_84"
"Code","5737105d-4017-4e47-93d1-b1580abba13c","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_85"
"Code","f09b86ce-8c1e-4891-aa6d-35462818cb7b","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_86"
"Code","8fc87e4f-1d3e-4f63-b21a-594aa706f529","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_87"
"Code","b72669e2-8a77-46dd-a61e-162889960e98","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_88"
"Code","3f76d27b-b336-4dc9-9ad1-c7ea3fc295d9","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_89"
"Code","17de730f-af20-4d98-8c1a-92b91dbcc715","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_90"
"Code","b99667c4-e213-471c-aa9a-4cea43dadef9","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_91"
"Code","2c566b9a-a384-4e7e-9fe8-bbf375de1fd1","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_92"
"Code","d510218a-e3be-4f20-8935-0408cec2ea38","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_93"
"Code","64e5b44c-fde1-4d89-9a10-c24d039958ba","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_94"
"Code","0e79221c-5c3e-4139-92a8-d7295c1b99ef","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_95"
"Code","a4b68d3e-d6dd-43c0-983f-69c96ea7d177","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_96"
"Code","de5ebaf6-df2a-44a6-8e5c-a54b26f0da7d","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_97"
"Code","9a97e90e-6678-4f0b-bacc-08623b13fb9b","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_98"
"Code","d817ee6f-9ea8-4051-b69c-ef692c0cd544","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_99"
"Code","f256c676-94f0-4faf-a6c0-b698c6ffdaf2","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_100"
"Code","a08294a8-9987-405b-bb9d-b4a382e51c6f","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_101"
"Code","aa634186-b90e-4355-84c8-3064162ed944","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_102"
"Code","4fc1ecdd-f765-4fd5-8d1e-da5e2b938cc2","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_103"
"Code","50683dc7-5517-425f-a6a9-3ca15f19285c","Telephone Call","2023-12-15","C171537","http://www.cdisc.org","Code_104"
"Code","5e6ab210-7589-40bc-81d5-080fac78cde5","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_105"
"Code","fa42e890-26d3-4dd5-ace2-51d908ba8da1","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_106"
"Code","dad1ecf4-e331-4a4c-8bb9-40650ecda57a","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_107"
"Code","25dfcc79-01b1-4a8b-93ef-3ec0c5bfe928","Telephone Call","2023-12-15","C171537","http://www.cdisc.org","Code_108"
"Code","d0406db9-b553-4573-a63a-b1ada2fa350e","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_109"
"Code","3e6033e8-005a-4880-8234-2c4c32d48f51","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_110"
"Code","526c0fbf-ecb1-4526-a09b-387c9fb81ac1","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_111"
"Code","ae2cc8ab-1903-4769-9d03-b7dc84a40922","Telephone Call","2023-12-15","C171537","http://www.cdisc.org","Code_112"
"Code","ad5849de-703b-4270-85d1-c5dc0d0eef5b","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_113"
"Code","46447310-a087-432f-bbcd-c2144960e969","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_114"
"Code","629db0ed-f882-412b-b14a-3259a2cd5888","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_115"
"Code","d515fa55-b23a-4d4f-8ea1-f0fcab5754a7","Telephone Call","2023-12-15","C171537","http://www.cdisc.org","Code_116"
"Code","2f1720af-36d1-48d4-ac99-af860f9f27c8","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_117"
"Code","ea0cba6f-c151-4beb-9fc9-cf1b41b31e33","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_118"
"Code","983779c0-67c5-4b0f-a081-24386d966372","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_119"
"Code","a8d2df92-d4b3-4e48-988e-516d9ec38607","Visit","2023-12-15","C25716","http://www.cdisc.org","Code_120"
"Code","31133811-20a1-4555-a69e-ddfe375d67dd","Clinic","2023-12-15","C51282","http://www.cdisc.org","Code_121"
"Code","bc9ef523-6d1d-425c-a616-f769d1b0ed3a","In Person","2023-12-15","C175574","http://www.cdisc.org","Code_122"
"Code","fba5d257-dbd5-4f3a-8a67-e88d5ed05a6d","CT of head without contrast","January 31, 2018","383371000119108","SNOMED","Code_80"
"Code","077a4ed0-5648-46b9-97a3-d5924768866b","Subject Supine","12","123","SPONSOR","Code_81"
"Code","f66b996a-9350-40c7-985b-6e1f3e34af82","Subject Standing","12","124","SPONSOR","Code_82"
"Code","3f05f86e-fdd8-4ec1-9d11-4c514a5d3ebf","Dictionary-derived Term","2023-12-15","C82977","http://www.cdisc.org","Code_429"
"Code","2d047e08-b1f3-445d-8138-eff7f2258398","Reported Event Term","2023-12-15","C82571","http://www.cdisc.org","Code_430"
"Code","e0b211df-5e58-4e84-ac45-210162052604","Observation Start Date Time","2023-12-15","C82517","http://www.cdisc.org","Code_431"
"Code","fe642f6a-30f6-4c31-a419-41b9f2f0b5c5","Informed Consent","2023-12-15","C16735","http://www.cdisc.org","Code_432"
"Code","6866bfc0-973e-403d-8f31-43bfedecdebf","Male","2023-12-15","C20197","http://www.cdisc.org","Code_433"
"Code","cdb0f2a9-9e41-4daa-91a8-a5940ce83f87","Female","2023-12-15","C16576","http://www.cdisc.org","Code_434"
"Code","006edbb5-efed-4b72-b3a2-f5f4d9c5e0e7","Sex","2023-12-15","C28421","http://www.cdisc.org","Code_435"
"Code","4e5f8327-8c0f-460f-8ba1-1b72c9db3399","Sex","2023-12-15","C28421","http://www.cdisc.org","Code_436"
"Code","8521c0d1-475a-49d2-b34a-44251c58791c","Race","2023-12-15","C17049","http://www.cdisc.org","Code_437"
"Code","4c33a1f7-e132-4b4e-ab96-8be8c64cae72","Race","2023-12-15","C17049","http://www.cdisc.org","Code_438"
"Code","957aef92-6fa2-49c8-93ac-fb6e3e013377","TEMP","2023-12-15","C174446","http://www.cdisc.org","Code_439"
"Code","65e3c756-1a21-4248-bef1-d4edbe07e7b6","Clinical Test Result","2023-12-15","C77140","http://www.cdisc.org","Code_440"
"Code","07b68268-5ed6-453c-b173-0de0caa02d5e","Degree Celsius","2023-12-15","C42559","http://www.cdisc.org","Code_441"
"Code","bee583cd-f0a8-4d7d-9be7-0422ce75b60d","Degree Fahrenheit","2023-12-15","C44277","http://www.cdisc.org","Code_442"
"Code","b573201b-3d46-4e25-8f3b-dd92c4aa686e","Kelvin","2023-12-15","C42537","http://www.cdisc.org","Code_443"
"Code","98f985ac-f2dc-4aab-a167-972348e76653","Unit of Temperature","2023-12-15","C44276","http://www.cdisc.org","Code_444"
"Code","e30ebc26-92a5-4bfd-b33f-e7245d8814a3","Axilla","2023-12-15","C12674","http://www.cdisc.org","Code_445"
"Code","6556e55d-c7ed-4675-8e27-a60a3cf097c7","Ear","2023-12-15","C12394","http://www.cdisc.org","Code_446"
"Code","76841fa7-a846-49a1-9420-ce8767ec857d","Forehead","2023-12-15","C89803","http://www.cdisc.org","Code_447"
"Code","ec1a7699-f9f9-41c1-8bec-f08024947e01","Oral Cavity","2023-12-15","C12421","http://www.cdisc.org","Code_448"
"Code","06ce1688-7e75-4cc5-adc5-750397d2f845","Rectum","2023-12-15","C12390","http://www.cdisc.org","Code_449"
"Code","553db22a-8950-4242-8e90-09fd76cda879","Anatomic Site","2023-12-15","C13717","http://www.cdisc.org","Code_450"
"Code","03ce70f7-be33-41bc-9840-88e8f2a23d2e","TEMP","2023-12-15","C174446","http://www.cdisc.org","Code_451"
"Code","d97aa480-8367-48ca-a70d-427559430539","WEIGHT","2023-12-15","C25208","http://www.cdisc.org","Code_452"
"Code","f330d42b-7027-4d6f-a942-8f6c9caef8d1","Clinical Test Result","2023-12-15","C77140","http://www.cdisc.org","Code_453"
"Code","f35bd5a8-c0c8-4e56-b6b4-3bc875297ffa","Pound","2023-12-15","C48531","http://www.cdisc.org","Code_454"
"Code","b9d62fab-093d-47c3-a2bf-450b1dae6b6b","Gram","2023-12-15","C48155","http://www.cdisc.org","Code_455"
"Code","240a7776-9be2-4cf1-a982-7c080f9d3e00","Kilogram","2023-12-15","C28252","http://www.cdisc.org","Code_456"
"Code","12928665-2445-4a9b-8dd0-30a7b06b88b3","Unit of Weight","2023-12-15","C48208","http://www.cdisc.org","Code_457"
"Code","1e045368-54c9-4b09-91ec-cab26c7e7b41","WEIGHT","2023-12-15","C25208","http://www.cdisc.org","Code_458"
"Code","d9b2bdb5-a2c2-4c52-be3f-68873c874f7f","HEIGHT","2023-12-15","C25347","http://www.cdisc.org","Code_459"
"Code","f8cccf99-8680-40e5-a539-8bfe94616e76","Clinical Test Result","2023-12-15","C77140","http://www.cdisc.org","Code_460"
"Code","15b3bc91-b231-43a9-85e4-c3a8bb874cc0","Centimeter","2023-12-15","C49668","http://www.cdisc.org","Code_461"
"Code","666fce95-644d-4421-9252-11089845fd14","Inch","2023-12-15","C48500","http://www.cdisc.org","Code_462"
"Code","41666dd2-3aa6-4e07-8ab4-33ebd7b778d7","Meter","2023-12-15","C41139","http://www.cdisc.org","Code_463"
"Code","a5532a96-2fe1-42a3-af6f-3651345056af","Unit of Height","2023-12-15","C168688","http://www.cdisc.org","Code_464"
"Code","06793cb7-0705-4173-ac3f-5652554831a3","HEIGHT","2023-12-15","C25347","http://www.cdisc.org","Code_465"
"Code","88010342-f3d1-4cb4-8d6b-3600cc79d91f","ALT","2023-12-15","C64433","http://www.cdisc.org","Code_466"
"Code","57b57091-57f0-4c76-805a-6fbf179c3052","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_467"
"Code","6ff296b7-0958-41c8-a8f6-10e2bc1a443b","Unit per Liter","2023-12-15","C67456","http://www.cdisc.org","Code_468"
"Code","3d31c71b-fdd9-4f92-a5cf-50d8f2b70665","Microkatal per Liter","2023-12-15","C67397","http://www.cdisc.org","Code_469"
"Code","68fe4ad6-43c9-4626-8c04-73ba6bbb6735","International Unit per Liter","2023-12-15","C67376","http://www.cdisc.org","Code_470"
"Code","b5d7fc63-7cbf-4c93-9bfb-e46e7056ad6c","Nanokatal per Liter","2023-12-15","C70510","http://www.cdisc.org","Code_471"
"Code","fd38dd6f-2545-495a-87f7-7995c2cb6dc3","Unit of Catalytic Activity Concentration","2023-12-15","C67365","http://www.cdisc.org","Code_472"
"Code","5fa0ea65-ad16-4486-bddb-dd942b039487","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_473"
"Code","bd32c8ac-abbf-4280-968a-2af3b6c918d6","No","2023-12-15","C49487","http://www.cdisc.org","Code_474"
"Code","fe306c28-050a-49d6-9abb-4b338d79b82b","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_475"
"Code","7535b000-4138-481d-a65d-d08b5141a1b2","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_476"
"Code","f8b7a498-93b6-4a50-91c7-bd0da24f816e","ALT","2023-12-15","C64433","http://www.cdisc.org","Code_477"
"Code","9d3876ad-21fc-479b-99ae-778b22c98f1b","ALB","2023-12-15","C64431","http://www.cdisc.org","Code_478"
"Code","12650f97-fa2b-4e5b-9a6a-9e498777ecf3","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_479"
"Code","5287861f-5a38-4c5c-841f-d655d649226a","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_480"
"Code","4230f641-90f8-4f0c-8cc3-b03e5f743d50","No","2023-12-15","C49487","http://www.cdisc.org","Code_481"
"Code","0bc5a6a2-86b4-4d60-bee1-7c53718db91c","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_482"
"Code","67ef5bf8-7978-4134-988b-c26668d4e87e","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_483"
"Code","1deac525-dd96-4f1f-916e-e8006b35052d","ALB","2023-12-15","C64431","http://www.cdisc.org","Code_484"
"Code","f0f0f2a4-a141-465e-8656-4b40df5a0fb5","ALP","2023-12-15","C64432","http://www.cdisc.org","Code_485"
"Code","bd298d02-06b9-4115-a647-bc5d6d6d552c","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_486"
"Code","796b89d9-b464-4cf7-bb0f-d4b05472123c","Unit per Liter","2023-12-15","C67456","http://www.cdisc.org","Code_487"
"Code","e1c0b1eb-5804-4f0f-a3bf-951870a37aaa","Microkatal per Liter","2023-12-15","C67397","http://www.cdisc.org","Code_488"
"Code","07631b73-1d6c-4a67-bd1b-b4d997c23f9b","International Unit per Liter","2023-12-15","C67376","http://www.cdisc.org","Code_489"
"Code","393ea05f-fa9c-4529-9d68-8cc655816342","Unit of Catalytic Activity Concentration","2023-12-15","C67365","http://www.cdisc.org","Code_490"
"Code","67393641-cfc9-4ad5-a058-93026361039f","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_491"
"Code","bc199a91-655e-4bc6-b048-dad724f614fe","No","2023-12-15","C49487","http://www.cdisc.org","Code_492"
"Code","567ed3f0-b4d6-49aa-8a55-4f716ea7630f","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_493"
"Code","328ff22f-654c-4e83-b13b-09693bf012a7","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_494"
"Code","10f6a138-d341-4560-a15f-8095a2eccee0","ALP","2023-12-15","C64432","http://www.cdisc.org","Code_495"
"Code","33ff8b4a-06ee-44de-a407-9b69f4e7250e","AST","2023-12-15","C64467","http://www.cdisc.org","Code_496"
"Code","c3bb4a76-36e7-448c-84ec-1c695f20c872","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_497"
"Code","8c4de302-1a5b-41b9-b8c8-403328e0331f","Unit per Liter","2023-12-15","C67456","http://www.cdisc.org","Code_498"
"Code","b6b9fdd0-d1fe-45cb-99be-afdb5433d5ee","Microkatal per Liter","2023-12-15","C67397","http://www.cdisc.org","Code_499"
"Code","c48b0586-2e13-482b-81e3-169f0f1e26c3","International Unit per Liter","2023-12-15","C67376","http://www.cdisc.org","Code_500"
"Code","b2ed3f0e-6042-4131-847d-541f75d9972b","Unit of Catalytic Activity Concentration","2023-12-15","C67365","http://www.cdisc.org","Code_501"
"Code","9c5a5bfc-5fc8-4e21-a68b-b1fa6bcc3682","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_502"
"Code","3da644fd-8a1f-4ec9-8e05-4225047a4bcd","No","2023-12-15","C49487","http://www.cdisc.org","Code_503"
"Code","64abb22d-96d4-45ba-b36b-ec8895af0918","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_504"
"Code","96a69f8a-114d-4ea6-8e6d-02e5ee1bc44b","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_505"
"Code","cea7c4da-e048-4da0-9006-bc63de7edd04","AST","2023-12-15","C64467","http://www.cdisc.org","Code_506"
"Code","a971a07d-cfad-4718-9491-714e1eea5d50","CREAT","2023-12-15","C64547","http://www.cdisc.org","Code_507"
"Code","30c258ce-d09b-4707-9dfc-2c68090e45d5","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_508"
"Code","ee1a5417-85b5-4b3e-8a65-289cd1cc9efd","Milligram per Deciliter","2023-12-15","C67015","http://www.cdisc.org","Code_509"
"Code","ab233445-c1d4-49b9-a4db-fc3ba21aa8d7","Microgram per Milliliter","2023-12-15","C64572","http://www.cdisc.org","Code_510"
"Code","d4323b05-c5b7-4ffe-82a4-fe1b7f5caabd","Millimole per Liter","2023-12-15","C64387","http://www.cdisc.org","Code_511"
"Code","35ae9e66-4aa8-4ef5-8b94-a777981e7bcf","Micromole per Liter","2023-12-15","C48508","http://www.cdisc.org","Code_512"
"Code","beda39da-da50-4aff-a79f-2cd552bac888","Unit of Concentration","2023-12-15","C48207","http://www.cdisc.org","Code_513"
"Code","f55c18fd-5a03-4ae8-bb28-9bbd072eb887","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_514"
"Code","132185a8-4707-43b5-a848-5a16be4ac9af","No","2023-12-15","C49487","http://www.cdisc.org","Code_515"
"Code","1eb2b77f-e6ea-478b-b92e-267bcf775819","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_516"
"Code","81205b88-f588-466e-9dea-be931308fb34","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_517"
"Code","6c5c8afc-fd01-400f-8934-53ad9a66061a","CREAT","2023-12-15","C64547","http://www.cdisc.org","Code_518"
"Code","ea218573-8758-4fe3-bf5a-4b8cbc895828","K","2023-12-15","C64853","http://www.cdisc.org","Code_519"
"Code","99d53cfa-58a5-4087-89f8-3d1d8435e736","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_520"
"Code","5d0da0ac-81d3-48fe-b88c-d237079e0fb1","Milliequivalent per Liter","2023-12-15","C67474","http://www.cdisc.org","Code_521"
"Code","93016fc4-74b6-44bd-b510-ae8ca112e6a8","Milliequivalent per Deciliter","2023-12-15","C67473","http://www.cdisc.org","Code_522"
"Code","2ff69713-97e0-4188-b406-066223c4683d","Millimole per Liter","2023-12-15","C64387","http://www.cdisc.org","Code_523"
"Code","92c17fc6-6711-4439-b1c2-9cf3b343a648","Molarity Unit","2023-12-15","C64567","http://www.cdisc.org","Code_524"
"Code","e369ee17-433c-49fe-b813-a537be5166ad","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_525"
"Code","8a8cd924-77ff-44a3-a0f3-9d28f5f391ac","No","2023-12-15","C49487","http://www.cdisc.org","Code_526"
"Code","982f093a-8294-45b7-b24a-89f110a24bd1","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_527"
"Code","402f464c-1bd5-41ce-9e55-4908089dd66a","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_528"
"Code","aedf162c-8aee-419f-87ae-b805e2740344","K","2023-12-15","C64853","http://www.cdisc.org","Code_529"
"Code","2f31cfff-b212-4ca9-ba33-b4c64eb85acd","SODIUM","2023-12-15","C64809","http://www.cdisc.org","Code_530"
"Code","c6547cd0-2649-4f55-b526-4bf6ae43c9f4","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_531"
"Code","1c3c572e-cf9d-43bb-ab94-2fc3815908cc","Milliequivalent per Liter","2023-12-15","C67474","http://www.cdisc.org","Code_532"
"Code","659ab4ef-cf3d-4a69-a5b5-2a84d66f378d","Milliequivalent per Deciliter","2023-12-15","C67473","http://www.cdisc.org","Code_533"
"Code","b88caaae-03c6-43b8-9c64-35d6dde9ff32","Millimole per Liter","2023-12-15","C64387","http://www.cdisc.org","Code_534"
"Code","a27816f8-a286-41c5-b6e8-8caabce613c9","Molarity Unit","2023-12-15","C64567","http://www.cdisc.org","Code_535"
"Code","3f393e4a-dfd0-41b6-bd2d-9639133eafaa","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_536"
"Code","070da43f-ebae-4f4f-843c-2c0ac4d6aeb0","No","2023-12-15","C49487","http://www.cdisc.org","Code_537"
"Code","4a99bfe0-4b5b-4438-b8bb-c50c78f30e42","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_538"
"Code","50a0d752-7c4b-447f-b0ee-3bc3eb1f022c","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_539"
"Code","e205fde3-cad2-48dc-a695-7e2401ff3b06","SODIUM","2023-12-15","C64809","http://www.cdisc.org","Code_540"
"Code","527f1124-b879-40de-a1f1-fae5a88c97a3","HBA1C","2023-12-15","C64849","http://www.cdisc.org","Code_541"
"Code","193fc850-efd0-4dc1-b138-e9e76885a2fe","Laboratory Test Result","2023-12-15","C36292","http://www.cdisc.org","Code_542"
"Code","ff7f295d-0a91-4e0d-89b5-e9e15f54bc1e","Gram per Deciliter","2023-12-15","C64783","http://www.cdisc.org","Code_543"
"Code","f72e8a6c-f238-40c3-a77e-7c50730603ca","LBORRESU","2023-12-15","No Concept Code","http://www.cdisc.org","Code_544"
"Code","af8e8cb1-f78b-4c50-864a-65662d2a48c4","Biospecimen Type","2023-12-15","C70713","http://www.cdisc.org","Code_545"
"Code","27af6f1f-0b00-49e3-9a43-4163a9aed468","No","2023-12-15","C49487","http://www.cdisc.org","Code_546"
"Code","be4acf56-0aee-485e-af92-72ec85160876","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_547"
"Code","8e830650-4119-464c-9d5c-8bfe42c5ff36","Laboratory Test Fasting Status","2023-12-15","C83309","http://www.cdisc.org","Code_548"
"Code","d3e89bda-bf8d-46f3-8355-4a23a4a6a3d9","HBA1C","2023-12-15","C64849","http://www.cdisc.org","Code_549"
"Code","188261c2-fcbf-4654-a2d0-0b3e0aa36ef4","Adverse Event Verbatim Description","2023-12-15","C78541","http://www.cdisc.org","Code_145"
"Code","9efe9653-547c-4f19-9088-bd18ea733151","Adverse Event Dictionary Derived Term","2023-12-15","C83344","http://www.cdisc.org","Code_146"
"Code","aed3a9ab-155e-46b5-bc2d-1be4e725ee61","No","2023-12-15","C49487","http://www.cdisc.org","Code_147"
"Code","529270e3-7c2f-4771-b63b-2bf2d44c6895","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_148"
"Code","245f7268-82fd-48c5-8519-5726e23779a3","Adverse Event Pre-specified","2023-12-15","C87840","http://www.cdisc.org","Code_149"
"Code","f4f70227-dadc-4c88-8cb2-6ef32784a88f","Adverse Event Location","2023-12-15","C83205","http://www.cdisc.org","Code_150"
"Code","3261f97f-14ec-4799-8b94-f6d56770fdf8","Severity of Adverse Event","2023-12-15","C53253","http://www.cdisc.org","Code_151"
"Code","1eaf41ce-5249-4788-956c-d9f70de0c418","No","2023-12-15","C49487","http://www.cdisc.org","Code_152"
"Code","05e7d4ee-6449-4a96-a727-8f8ac55220d2","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_153"
"Code","0194344a-f83b-4965-b5d9-48c0394c396e","Seriousness of Adverse Event","2023-12-15","C53252","http://www.cdisc.org","Code_154"
"Code","fead2d13-c69c-4538-9305-5e40ce343d2d","Adverse Event Action Taken with Study Treatment","2023-12-15","C83013","http://www.cdisc.org","Code_155"
"Code","11271979-1730-47b2-a785-08a7e1f470ce","Other Actions taken in Response to Adverse Event","2023-12-15","C83109","http://www.cdisc.org","Code_156"
"Code","0c81af39-3ea6-4a4b-9b9d-afc4f364f3ab","Adverse Event Attribution to Product or Procedure","2023-12-15","C41358","http://www.cdisc.org","Code_157"
"Code","2935159c-c5d6-44b8-8a47-c23ebc5ede6c","Adverse Event Relationship to Non Study Treatment","2023-12-15","C83210","http://www.cdisc.org","Code_158"
"Code","5f6a2e5f-9769-44e1-b556-bc2306adb1b6","Adverse Event Pattern","2023-12-15","C83208","http://www.cdisc.org","Code_159"
"Code","fe80b3db-fa2d-4e6e-ae5a-ad85f3517bf8","Adverse Event Outcome","2023-12-15","C49489","http://www.cdisc.org","Code_160"
"Code","f46a761c-880f-4b6b-81ed-8efee9a87371","No","2023-12-15","C49487","http://www.cdisc.org","Code_161"
"Code","1bd648e8-4c13-4a3a-b929-e18c2ebe889d","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_162"
"Code","165cf0c8-8845-49e3-8149-c97ef573525e","Adverse Event Involves Cancer","2023-12-15","C83211","http://www.cdisc.org","Code_163"
"Code","ed672fa0-b19a-4835-a97e-84618b8c4f77","No","2023-12-15","C49487","http://www.cdisc.org","Code_164"
"Code","66fe8260-c91a-4723-89a5-b137ebb78e89","Yes","2023-12-15","C49488","http://www.cdisc.org","Code_165"
"Code","61c9d9a2-07fa-4bac-8556-eb2e70e99fd2","Adverse Event Seriousness Due to Congenital Anomaly","2023-12-15","C83117","http://www.cdisc.org","Code_166"
"Code","a2d731c4-c4e1-4706-8c42-dab75168e186","No","2023-12-15","C49487","http://www.cdisc.org","Code_167"
