"instanceType","uuid:ID","id","decode","codeSystemVersion","codeSystem","code"
"Code","37f83b5a-6ef7-490c-b76b-90a5dc3f9f50","Code_95","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","0bfe582b-60a2-412f-ab6d-0d45ee79e24e","Code_96","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","04255df4-4858-4fb6-9a87-c059ac920f3f","Code_97","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","65da9e51-d1a2-4ae4-a320-3006f71d03d5","Code_98","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","4fa7f748-77bc-4a86-b820-5ce6db8fe733","Code_99","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","3bfeb39c-8740-48ec-905a-864f4678dc94","Code_100","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","5b647b75-8469-49fa-927d-daa05fe47e31","Code_101","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","e2b0edc6-a8f7-4a99-9d01-f383ba7df7aa","Code_102","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","c3dcba14-ae96-415b-9af7-828a997c80c8","Code_103","Telephone Call","2023-09-29","http://www.cdisc.org","C171537"
"Code","0eac9cf0-383a-4114-9d96-7a9680f65357","Code_104","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","9a70ccc3-f587-49b6-a06c-6c7d935342d5","Code_105","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","f5a92112-1387-4037-af6c-710d87dacc0f","Code_106","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","8866b066-dd59-4081-8d17-e7f2d6e76f87","Code_107","Telephone Call","2023-09-29","http://www.cdisc.org","C171537"
"Code","a136c2cc-d22a-4ba3-9721-b13d09d16ebb","Code_108","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","30df2cba-ae08-467b-81f0-34a3a79c7e63","Code_109","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","7a0c4489-0b97-4a49-b2f3-86ecb2b341a3","Code_110","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","e0952e87-3081-4b86-a3b2-e2b7d5858edf","Code_111","Telephone Call","2023-09-29","http://www.cdisc.org","C171537"
"Code","0baf2634-a437-4f11-a936-8b839324bc90","Code_112","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","258e1762-6510-4f0d-b781-635ef3aa3380","Code_113","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","b9331530-59e6-4096-8b45-4595d67e2727","Code_114","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","eecfce57-cae6-4a92-a46b-f56c63bedaf0","Code_115","Telephone Call","2023-09-29","http://www.cdisc.org","C171537"
"Code","ff97ee94-aedc-4f4f-b6ff-7530e4e257f4","Code_116","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","8d41dd4f-3ce2-4fdd-8a90-74bbe03a5e3c","Code_117","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","5b9d3de0-5ef8-440d-803d-3b872ce2fd27","Code_118","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","fe8f9547-31d6-412a-a430-10df4cec49bc","Code_119","Visit","2023-09-29","http://www.cdisc.org","C25716"
"Code","36e84b28-ec89-4914-8bf5-c187c89b3920","Code_120","Clinic","2023-09-29","http://www.cdisc.org","C51282"
"Code","51bbd6dd-0a99-46a7-9aff-f361b18813ea","Code_121","In Person","2023-09-29","http://www.cdisc.org","C175574"
"Code","028ee407-a344-40ed-a3c7-1d181e778ebd","Code_79","CT of head without contrast","January 31, 2018","SNOMED","383371000119108"
"Code","a5eec53a-21a7-4100-ad09-16b9d0108678","Code_80","Subject Supine","12","SPONSOR","123"
"Code","6b6cf356-cf10-4b39-b976-540a1354f713","Code_81","Subject Standing","12","SPONSOR","124"
"Code","c09f9631-6d50-406e-be8d-ec14cd25d67b","Code_278","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","7f23be70-8019-44b4-8831-65f12d96dd60","Code_279","Kelvin","2023-09-29","http://www.cdisc.org","C42537"
"Code","211bae64-41b0-4103-983d-f0a78a3ee49f","Code_280","Unit of Temperature","","NCI Thesaurus","C44276"
"Code","a2313235-7301-4e2b-ab11-4fcce063eb17","Code_281","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","1d7850b3-c4cd-4057-b423-22d46ddaf5c6","Code_277","Body Temperature","","NCI Thesaurus","C174446"
"Code","007cc32e-b0e8-4f7e-8b79-69595829faff","Code_283","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","a97a0439-f6d9-4cf2-adde-291984f78c2e","Code_284","Kilogram","2023-09-29","http://www.cdisc.org","C28252"
"Code","68090a8f-82c1-4989-ab59-b798373ecc44","Code_285","Gram","2023-09-29","http://www.cdisc.org","C48155"
"Code","071e8f24-5411-44f7-b0d5-6b4dd65a253d","Code_286","Pound","2023-09-29","http://www.cdisc.org","C48531"
"Code","0c1a30e8-326d-4074-8b67-51243ad65eff","Code_287","Unit of Weight","","NCI Thesaurus","C48208"
"Code","af1d41d7-512d-4855-9f7a-2debeb942ea1","Code_282","Body Weight","","NCI Thesaurus","C81328"
"Code","2bc33b35-03a0-4a33-8342-9c09f955be36","Code_289","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","2a43f83d-299a-4f8e-bbd3-f766941369dc","Code_290","Centimeter","2023-09-29","http://www.cdisc.org","C49668"
"Code","08f218aa-91b9-4997-bb6e-c1c2954c8fb1","Code_291","Inch","2023-09-29","http://www.cdisc.org","C48500"
"Code","8b0c9672-88ea-40c5-8e30-1c76930a973b","Code_292","Millimeter","2023-09-29","http://www.cdisc.org","C28251"
"Code","ee2e6f1f-cd40-4f5f-add8-74965e0ddc82","Code_293","Meter","2023-09-29","http://www.cdisc.org","C41139"
"Code","198f698c-d875-4391-9acf-649a186141b6","Code_294","Unit of Height","","NCI Thesaurus","C168688"
"Code","bd904668-f6e9-46b2-a343-fdff4bbec617","Code_288","Body Height","","NCI Thesaurus","C164634"
"Code","c1013ff6-278e-4c61-927a-3f3268085599","Code_296","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","247f79fd-ab33-4c65-814a-e2444dbcc832","Code_297","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","382109e3-bdf9-4e30-988d-f04277c3d5bb","Code_298","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","cb6a17bd-1b7e-4cbe-b5a3-cd6b7bd4c1e7","Code_299","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","012ee153-b979-46ed-bd26-04691cd489a8","Code_295","Alanine Aminotransferase Measurement","","NCI Thesaurus","C64433"
"Code","a5edd19f-9dc3-4bff-96c7-6f4f46db9ee4","Code_301","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","bb5fc3c8-b7d4-474e-b181-a578a74c7d2b","Code_302","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","b01e488f-cefb-401b-b73c-e6fff4be0109","Code_303","Unit of Concentration","","NCI Thesaurus","C48207"
"Code","19c24607-c02b-41cf-a2b8-b23f35a800e8","Code_304","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","d9ea87d4-c4f7-452a-9053-4bf134b4c8aa","Code_300","Albumin Measurement","","NCI Thesaurus","C64431"
"Code","61bd4207-148b-47bc-b01c-70bb31145347","Code_306","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","cdddafb1-cdbb-4cd1-8a44-d0df400ea15e","Code_307","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","90155b28-77d2-4e49-9b64-69eadb3f2578","Code_308","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","ca8ada35-b77a-4645-80aa-c2e6bc70550b","Code_309","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","51ef9183-d18f-4345-ab37-08e75922e966","Code_305","Alkaline Phosphatase Measurement","","NCI Thesaurus","C64432"
"Code","79df2fa2-6d37-42f8-a34e-f84aebd258bc","Code_311","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","e2433c24-1d8d-4350-ad97-baa81f5f7249","Code_312","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","d79a927e-4c22-40d5-bb16-30f0b1592076","Code_313","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","4025addb-8abc-4c55-afbc-59926476cb89","Code_314","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","854041dc-d7d5-4aaa-86eb-d9303ec796a5","Code_310","Aspartate Aminotransferase Measurement","","NCI Thesaurus","C64467"
"Code","1912afe6-25f4-42bd-9457-b790e153adc9","Code_316","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","9fd04a39-26ea-43d6-ab32-18112b874114","Code_317","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","0ee6d444-85cc-40cf-8821-1bd8342d8a59","Code_318","Unit of Concentration","","NCI Thesaurus","C48207"
"Code","c067d763-b675-466f-a415-64e8a2a6a569","Code_319","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","4e10dd4f-ec4f-4fba-b584-5c83d9b4151f","Code_315","Creatinine Measurement","","NCI Thesaurus","C64547"
"Code","6351ea35-e373-46b0-972d-afa459422a8c","Code_321","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","b8edb4c4-ad4c-467f-a175-3be7c91a13e9","Code_322","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","5d5b0c86-1cb1-4a0a-9e97-de36056c1465","Code_323","Molarity Unit","","NCI Thesaurus","C64567"
"Code","42b62d8c-25a1-45dd-90ee-2be6ccd4ae25","Code_324","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","bc7453b1-3d09-4328-89b3-a1d8e2f45087","Code_320","Potassium Measurement","","NCI Thesaurus","C64853"
"Code","9d872571-691a-490c-a922-7bc2c9d2ad06","Code_326","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","98863d61-af91-4b17-84fd-e511904c53bd","Code_327","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","540c0b5b-f06f-48f5-ae3b-4a3dfe2b0bf5","Code_328","Molarity Unit","","NCI Thesaurus","C64567"
"Code","9c6c6aef-3db4-4cf0-acbd-b21c90a730b7","Code_329","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","c0fe1470-54f4-4d3a-ad14-1b7b8723b885","Code_325","Sodium Measurement","","NCI Thesaurus","C64809"
"Code","308418bc-f2b3-4fd8-a12a-3b2607645ac3","Code_145","Adverse Event Verbatim Description","","NCI Thesaurus","C78541"
"Code","c833bd1d-55f2-4181-a0af-cd0c7fec47a4","Code_146","Adverse Event Dictionary Derived Term","","NCI Thesaurus","C83344"
"Code","c43c7894-0393-4866-bc25-3377740765b1","Code_147","Adverse Event Category","","NCI Thesaurus","C83198"
"Code","9c431138-58f5-467d-9c8d-bcbfefd234ae","Code_148","Adverse Event Subcategory","","NCI Thesaurus","C83212"
"Code","9beaccfc-4b1b-4297-85ea-32fc8f202964","Code_149","Adverse Event Pre-specified","","NCI Thesaurus","C87840"
"Code","32153bf4-2ff5-42b8-8321-837ce47928a1","Code_150","Severity of Adverse Event","","NCI Thesaurus","C53253"
"Code","84cb5af0-7b39-40ea-9ad9-4dcfba86d21c","Code_151","Adverse Event Toxicity Grade","","NCI Thesaurus","C78605"
"Code","2a3b48d2-5de8-49c8-9ee6-f9c1b953a69e","Code_152","Seriousness of Adverse Event","","NCI Thesaurus","C53252"
"Code","2876ead4-a90b-49d0-a4eb-a30040be5d71","Code_153","Adverse Event Action Taken with Study Treatment","","NCI Thesaurus","C83013"
"Code","84805eca-9ab2-4a65-96e2-308cd18239e6","Code_154","Adverse Event Attribution to Product or Procedure","","NCI Thesaurus","C41358"
"Code","fd0bf123-bbd0-45f5-897e-fcee5d5f8d5d","Code_155","Intermittent","2023-09-29","http://www.cdisc.org","C71325"
"Code","aa817e85-4e52-4b8a-8ffb-d30e793421de","Code_156","Adverse Event Pattern","","NCI Thesaurus","C83208"
"Code","e74c810c-0f25-487e-a0cf-3923bb0c7155","Code_157","Adverse Event Outcome","","NCI Thesaurus","C49489"
"Code","a844a296-ff67-4518-b2d7-21618a8da24e","Code_158","Adverse Event Start Date Time","","NCI Thesaurus","C83215"
"Code","987f9b77-75e7-4e61-9ee7-3cbe064cda72","Code_159","Adverse Event End Date Time","","NCI Thesaurus","C83201"
"Code","ca35edeb-84a5-44a5-9e17-3ba0dd46044d","Code_144","Adverse Event","","NCI Thesaurus","C41331"
"Code","bf83d7bc-bac9-49d3-b637-4f37af0acdda","Code_161","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","92f83a79-3138-41af-82ae-13cc0c4454d1","Code_162","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","53c06fab-f8a0-4d1b-86d6-c38f38edf251","Code_163","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","580028a8-a693-4de2-8270-9bdc862e8c2c","Code_164","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","378c982a-e4b3-4688-a951-d941737d13fb","Code_165","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","2b601104-1e25-4d9b-a9e5-bb0ec5a96d4b","Code_166","Test Method","","NCI Thesaurus","C82535"
"Code","03071405-dc49-41ed-96d3-82ea43136156","Code_167","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","4f082f83-7a15-488e-9211-92eaacee6e90","Code_160","Systolic Blood Pressure","","NCI Thesaurus","C25298"
"Code","39f35d2d-01d5-4092-8633-1d2e07aa1b8d","Code_169","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","55157ff6-24e1-4c26-9286-556178afcbb0","Code_170","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","b9b7b5ce-c118-4cb9-89f4-cfc6409b1da8","Code_171","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","65423d84-15ca-4d9c-9620-2477bb390fae","Code_172","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","3b1c9b5a-dff8-4961-9821-8401a5b41322","Code_173","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","bd22178b-411f-4172-889b-e7d58da83af9","Code_174","Test Method","","NCI Thesaurus","C82535"
"Code","09d61442-c683-4030-a6c0-4405520af591","Code_175","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","3d1340d3-858a-4efa-bce1-0921ce25eb8d","Code_168","Diastolic Blood Pressure","","NCI Thesaurus","C25299"
"Code","4db1eaf0-184e-40cb-b9ee-070c879ffb9a","Code_177","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","c2d635d7-8f0b-40f9-b636-baf1fd582a16","Code_178","Kelvin","2023-09-29","http://www.cdisc.org","C42537"
"Code","c8c0fda5-ea87-4016-985e-b10f6585ec7b","Code_179","Unit of Temperature","","NCI Thesaurus","C44276"
"Code","bc4bd80e-46d6-4fa0-9c8e-5376d36c51d0","Code_180","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","b7da47e1-2e3e-4641-a6db-b5e4857ef115","Code_176","Body Temperature","","NCI Thesaurus","C174446"
"Code","4a72bf82-b5e1-440f-a69e-73f176b5d197","Code_182","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","93986c6d-13b5-4426-9624-72be12317ab6","Code_183","Kilogram","2023-09-29","http://www.cdisc.org","C28252"
"Code","fed20e8d-7f03-4ebb-b7a4-a4a1ca1fc154","Code_184","Gram","2023-09-29","http://www.cdisc.org","C48155"
"Code","a24879cc-9330-40de-ab4f-533d8266feaa","Code_185","Pound","2023-09-29","http://www.cdisc.org","C48531"
"Code","213ee3cf-f1ae-4d28-98fb-675805d6d239","Code_186","Unit of Weight","","NCI Thesaurus","C48208"
"Code","64c7865e-d4f2-433b-92a8-8a1a795538ef","Code_181","Body Weight","","NCI Thesaurus","C81328"
"Code","a7ef1ef7-587d-45ef-b5ac-61ab1ab91f40","Code_188","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","558813fc-ec96-47c9-83d7-039c90845761","Code_189","Centimeter","2023-09-29","http://www.cdisc.org","C49668"
"Code","cfd457ce-a5dc-4ade-8cf2-e14f06c21610","Code_190","Inch","2023-09-29","http://www.cdisc.org","C48500"
"Code","23074ef0-de2c-4cbb-999e-d8b1b0ddb17b","Code_191","Millimeter","2023-09-29","http://www.cdisc.org","C28251"
"Code","b6b1b445-31bb-4408-b854-15f455c250d7","Code_192","Meter","2023-09-29","http://www.cdisc.org","C41139"
"Code","4081c0b9-d0a5-4994-aaea-d3556547d38d","Code_193","Unit of Height","","NCI Thesaurus","C168688"
"Code","041a6f74-0e5f-4609-af03-d262d63fea88","Code_187","Body Height","","NCI Thesaurus","C164634"
"Code","172fb60b-ddca-468d-9f45-a875a20a7510","Code_195","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","3ff31e2f-044a-44e6-b4ee-b3f2a6354fbe","Code_196","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","fcbbf181-7fb4-4130-8c5d-bb620f3b30c8","Code_197","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","95f747bc-452f-4b73-83a1-81f2ffa1814d","Code_198","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","7550fc16-c1e1-4134-9755-08584762a455","Code_194","Alanine Aminotransferase Measurement","","NCI Thesaurus","C64433"
"Code","0b80c51b-3173-447d-935c-e222aac1cca8","Code_200","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","53be77e1-7b1c-4d01-a484-8118281eac7f","Code_201","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","495a13ec-998a-442f-8000-ef90a911d155","Code_202","Unit of Concentration","","NCI Thesaurus","C48207"
"Code","3b554ca0-be72-49e3-8fb6-106cac22f894","Code_203","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","deedd63f-f2d4-4cfd-bf01-25688271981c","Code_199","Albumin Measurement","","NCI Thesaurus","C64431"
"Code","962932c1-e77a-4108-b625-0f4d15dd00ce","Code_205","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","0760f5d3-ceb7-44c1-b9da-20e4075ac03a","Code_206","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","5c4ea9c2-13f4-43b8-84d5-b0f9b78686ae","Code_207","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","63946f26-f58d-4d47-9b58-810fc37504d6","Code_208","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","c9d8b78f-a753-48e8-833a-203b30c263ce","Code_204","Alkaline Phosphatase Measurement","","NCI Thesaurus","C64432"
"Code","213ece37-1b7c-4cd2-b63c-0d560c4db3c6","Code_210","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","af519358-2e8b-4a8e-82c8-083506d93cda","Code_211","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","1fbfc948-43da-4257-8422-5e9b489f5635","Code_212","Unit of Catalytic Activity Concentration","","NCI Thesaurus","C67365"
"Code","2fe790c6-3772-4b8b-a47c-886a9b9d629b","Code_213","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","21b8aba3-5b62-4736-928b-05d7d561a357","Code_209","Aspartate Aminotransferase Measurement","","NCI Thesaurus","C64467"
"Code","6518db27-9cd3-464b-b005-f27d4ee56680","Code_215","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","5615eac7-1e1d-4084-92c7-f9aeed430a1c","Code_216","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","426c5f77-6f4a-448f-b5a7-8f1d09b182de","Code_217","Unit of Concentration","","NCI Thesaurus","C48207"
"Code","9eeb4ecc-c922-4e31-99bc-eba72e879111","Code_218","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","d465d29a-465d-42be-b3cd-dc75be98be4b","Code_214","Creatinine Measurement","","NCI Thesaurus","C64547"
"Code","8124cea3-6f7f-4c3d-885d-0d8cdeb3639a","Code_220","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","655a6393-1eb9-4279-8759-5258d315309d","Code_221","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","17d6fc1d-b30e-44a8-b213-f13ebcf85ad8","Code_222","Molarity Unit","","NCI Thesaurus","C64567"
"Code","9bc17244-025f-41b8-9d19-e979bb636466","Code_223","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","c348fde9-1aa3-4c81-9587-094ccf446fdc","Code_219","Potassium Measurement","","NCI Thesaurus","C64853"
"Code","fb20ea63-9ae0-45cf-a786-e75bbae54ff3","Code_225","Laboratory Test Result","","NCI Thesaurus","C36292"
"Code","c1ace4f8-84b9-4f25-aba1-3c9f527b3291","Code_226","Laboratory Test Fasting Status","","NCI Thesaurus","C83309"
"Code","dc104bce-061c-48c4-8d28-ca27e35f7e28","Code_227","Molarity Unit","","NCI Thesaurus","C64567"
"Code","c5b525c3-64d7-4a18-98ec-0c1c0f2559f1","Code_228","Biospecimen Type","","NCI Thesaurus","C70713"
"Code","67cbb1b2-72f2-4950-b5f8-c1fa191e42eb","Code_224","Sodium Measurement","","NCI Thesaurus","C64809"
"Code","7fe1aafb-4220-4574-ad3c-fe4c129c00d0","Code_230","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","a75358fa-ef04-4647-8ead-8edf3a933417","Code_231","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","a6afddaf-25f7-4bc3-b955-3a5b258ba7c8","Code_232","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","384e661d-e157-4570-bd54-a5d37c8ae7ad","Code_233","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","bebaaccc-9c43-47ad-882e-8959f2b00e8f","Code_234","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","0efbbbb8-e8a5-4580-8dbf-539255ca5cdd","Code_235","Test Method","","NCI Thesaurus","C82535"
"Code","7143bc25-1305-4c63-9435-0434fe6fe11e","Code_236","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","1405e7e9-3610-4e3c-95f4-57a8c9fcfea4","Code_229","Systolic Blood Pressure","","NCI Thesaurus","C25298"
"Code","a5e005b7-5c19-4e90-96d5-32cccf5b85dc","Code_238","Vital Signs Result","","NCI Thesaurus","C173522"
"Code","5b402673-c734-4606-8538-c144a1fa8016","Code_239","Pascal","2023-09-29","http://www.cdisc.org","C42547"
"Code","f44dff75-d446-4826-94d3-f66b1e1c9b7c","Code_240","Unit of Pressure","","NCI Thesaurus","C49669"
"Code","e451fdd6-d831-47a2-883a-0ae8b249ec18","Code_241","Vital Signs Location","","NCI Thesaurus","C83088"
"Code","00feea9f-9974-429a-8645-3167b0265424","Code_242","Vital Signs Laterality","","NCI Thesaurus","C123975"
"Code","3352b9c6-f8f5-49fd-8666-940e07136255","Code_243","Test Method","","NCI Thesaurus","C82535"
"Code","8332737c-7ffa-41bd-a40f-b9af42dca94b","Code_244","Vital Signs Position","","NCI Thesaurus","C83114"
"Code","4b8fa2a8-ad59-459d-9640-3164b98cbc0e","Code_237","Diastolic Blood Pressure","","NCI Thesaurus","C25299"
"Code","6390ac64-8170-423f-b3e4-f43605ff33e1","Code_246","Vital Signs Result","","NCI Thesaurus","C173522"
