"id:ID","sectionTitle","name","id","text","sectionNumber","uuid"
"319","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","NarrativeContent_52","<div></div>","7","57318d78-46d0-4c76-a1a3-f126df796139"
"320","Discontinuation of Trial Intervention","SECTION 7.1","NarrativeContent_53","<div></div>","7.1","434bce2c-ef68-464e-81f6-9b567c05a624"
"321","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","NarrativeContent_54","<div></div>","7.1.1","bc029fbc-ad85-4efd-a6d7-dfc67b7ba2f6"
"322","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","NarrativeContent_55","<div></div>","7.1.2","ff547540-767d-4020-8986-3bdb79caadcb"
"323","Rechallenge","SECTION 7.1.3","NarrativeContent_56","<div></div>","7.1.3","94f08ab7-ec69-4311-a5e0-8499e1e2fbcb"
"324","Participant Withdrawal from the Trial","SECTION 7.2","NarrativeContent_57","<div></div>","7.2","d7bc2352-a432-4be2-9a95-11f8fcb66ea9"
"325","Lost to Follow-Up","SECTION 7.3","NarrativeContent_58","<div></div>","7.3","36edeb06-9725-4088-bf71-cdbb5722e94f"
"326","Trial Stopping Rules","SECTION 7.4","NarrativeContent_59","<div></div>","7.4","2d5c6e86-7f31-448e-b55c-1884fe54a108"
"327","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","NarrativeContent_60","<div></div>","8","4cf73908-d966-4d37-8d39-84cafcddba2e"
"328","Screening/Baseline Assessments and Procedures","SECTION 8.1","NarrativeContent_61","<div></div>","8.1","4d4545d1-4536-45a9-a808-9a7352392a46"
"329","Efficacy Assessments and Procedures","SECTION 8.2","NarrativeContent_62","<div></div>","8.2","9850896c-69e8-4d71-8ee5-534b07773c0e"
"330","Safety Assessments and Procedures","SECTION 8.3","NarrativeContent_63","<div></div>","8.3","10452701-8ef7-4ae4-96a5-eedd9872dd97"
"331","Physical Examination","SECTION 8.3.1","NarrativeContent_64","<div></div>","8.3.1","d1b57155-d9e7-473d-9e1e-d81926cb22e0"
"332","Vital Signs","SECTION 8.3.2","NarrativeContent_65","<div></div>","8.3.2","b3a01c73-2394-4ee3-bbdd-59cdd1bb5cf8"
"333","Electrocardiograms","SECTION 8.3.3","NarrativeContent_66","<div></div>","8.3.3","70cbf360-6497-4a63-96b5-b57337ca2d4a"
"334","Clinical Laboratory Assessments","SECTION 8.3.4","NarrativeContent_67","<div></div>","8.3.4","4edaae08-45f6-4374-a65e-1413455e2e5e"
"335","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","NarrativeContent_68","<div></div>","8.3.5","8fff897c-a456-497f-a5b2-55cb9ab27c71"
"336","Adverse Events and Serious Adverse Events","SECTION 8.4","NarrativeContent_69","<div></div>","8.4","cf35b1c8-8dfd-4aba-b6e8-b3476297006d"
"337","Definitions of AE and SAE","SECTION 8.4.1","NarrativeContent_70","<div></div>","8.4.1","b46b5d44-7013-4c2e-bab1-2beba6ec1d33"
"338","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","NarrativeContent_71","<div></div>","8.4.2","4e4ae388-dd78-48d4-941b-3477995408fb"
"339","Identifying AEs and SAEs","SECTION 8.4.3","NarrativeContent_72","<div></div>","8.4.3","e342731c-0dcd-408c-ac00-88b9ec890513"
"340","Recording of AEs and SAEs","SECTION 8.4.4","NarrativeContent_73","<div></div>","8.4.4","766d53e6-825e-4902-b40c-e1f48149f7c8"
"341","Follow-up of AEs and SAEs","SECTION 8.4.5","NarrativeContent_74","<div></div>","8.4.5","a0e581be-0e33-4d67-b4a2-0d67e17f8e32"
"342","Reporting of SAEs","SECTION 8.4.6","NarrativeContent_75","<div></div>","8.4.6","fb4ecda8-2d70-4ef4-98f1-fcea0100a536"
"343","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","NarrativeContent_76","<div></div>","8.4.7","32388618-e7f9-4fb6-927b-ab91c6b1b0eb"
"344","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","NarrativeContent_77","<div></div>","8.4.8","2284080f-de82-4c7c-ae10-2416d927144b"
"345","Adverse Events of Special Interest","SECTION 8.4.9","NarrativeContent_78","<div></div>","8.4.9","2cf82244-3d4d-4116-9f59-f09b835ba0b2"
"346","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","NarrativeContent_79","<div></div>","8.4.10","bab00f0c-d3f6-4ebb-a659-7212e6842cf8"
"347","Pregnancy and Postpartum Information","SECTION 8.5","NarrativeContent_80","<div></div>","8.5","07f87899-2175-4b2b-a28f-872f2990d0d6"
"348","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","NarrativeContent_81","<div></div>","8.5.1","a5686ba4-df4f-4711-99d4-a33bdeb5a3f2"
"349","Participants Whose Partners Become Pregnant","SECTION 8.5.2","NarrativeContent_82","<div></div>","8.5.2","a6aaf76e-a2d8-48ba-826e-efbdccc07d35"
"350","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","NarrativeContent_83","<div></div>","8.6","708f8f01-7366-4af0-9435-5c01106dade4"
"351","Definition of Medical Device Product Complaints","SECTION 8.6.1","NarrativeContent_84","<div></div>","8.6.1","811646d8-346c-4d4b-9f73-369d069528d2"
"352","Recording of Medical Device Product Complaints","SECTION 8.6.2","NarrativeContent_85","<div></div>","8.6.2","4a2db387-88ed-4e08-a9b3-245e90a8dd60"
"353","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","NarrativeContent_86","<div></div>","8.6.3","a2d3dee3-8dfc-44a4-889a-7299d05158bb"
"354","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","NarrativeContent_87","<div></div>","8.6.4","8b063251-74d1-41d0-b65d-3696b01269ff"
"355","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","NarrativeContent_88","<div></div>","8.6.5","4745fa4a-c1cc-49bf-a3d7-4b9223e0dfe7"
"356","Pharmacokinetics","SECTION 8.7","NarrativeContent_89","<div></div>","8.7","ef352a51-969b-4676-a4c8-635de92aac1e"
"357","Genetics","SECTION 8.8","NarrativeContent_90","<div></div>","8.8","e0337c13-de77-48ff-8276-0d0b3a9ca44e"
"358","Biomarkers","SECTION 8.9","NarrativeContent_91","<div></div>","8.9","0b487a72-3532-4f61-bcc2-f46e517827f7"
"359","Immunogenicity Assessments","SECTION 8.1","NarrativeContent_92","<div></div>","8.1","ee9728f8-8852-4817-a68b-25e3e81df679"
"360","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","NarrativeContent_93","<div></div>","8.1.1","eba4bbd6-bbf9-4613-9fdd-64cf03bdad03"
"361","STATISTICAL CONSIDERATIONS","SECTION 9","NarrativeContent_94","<div></div>","9","c75cd04c-1177-42f1-9395-54a58f0da56c"
"362","Analysis Sets","SECTION 9.1","NarrativeContent_95","<div></div>","9.1","dfdb54d3-5df0-411c-be8a-8d52c9bd9a2d"
"363","Analyses Supporting Primary Objective(s)","SECTION 9.2","NarrativeContent_96","<div></div>","9.2","0c2520a6-e4d4-42e6-bbb4-6ebdbb871ed4"
"364","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","NarrativeContent_97","<div></div>","9.2.1","4c8f4198-f407-412e-8fd2-2cceafe50153"
"365","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","NarrativeContent_98","<div></div>","9.2.2","26ea5070-bbd9-444e-b7c8-ae0f8d329fb8"
"366","Handling of Missing Data","SECTION 9.2.3","NarrativeContent_99","<div></div>","9.2.3","93bc72d0-a2e7-4d83-93df-ca9a75d4f1b8"
"367","Sensitivity Analysis","SECTION 9.2.4","NarrativeContent_100","<div></div>","9.2.4","43100ef0-7fed-4517-adfd-69deded7e970"
"368","Supplementary Analysis","SECTION 9.2.5","NarrativeContent_101","<div></div>","9.2.5","5cb61329-aa21-44b1-9373-cb36f96e8a51"
"369","Analysis Supporting Secondary Objective(s)","SECTION 9.3","NarrativeContent_102","<div></div>","9.3","2869e9c4-9fef-4ab4-a84c-56ddba8c7f43"
"370","Analysis of Exploratory Objective(s)","SECTION 9.4","NarrativeContent_103","<div></div>","9.4","a1f74446-3964-4dab-bf59-53fe04c25da2"
"371","Safety Analyses","SECTION 9.5","NarrativeContent_104","<div></div>","9.5","fb8742f1-0a16-4dc7-8d91-e49858a9e45f"
"372","Other Analyses","SECTION 9.6","NarrativeContent_105","<div></div>","9.6","04637932-59f3-41a3-b356-30b6ebb901ab"
"373","Interim Analyses","SECTION 9.7","NarrativeContent_106","<div></div>","9.7","ea74aa1f-f91e-4171-b294-a895408db05a"
"374","Sample Size Determination","SECTION 9.8","NarrativeContent_107","<div></div>","9.8","46490bf7-c42d-4d57-92a4-db3300b7ac74"
"375","Protocol Deviations","SECTION 9.9","NarrativeContent_108","<div></div>","9.9","6cb21e7e-153f-4234-ab7d-93c3d2a701f0"
"376","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","NarrativeContent_109","<div></div>","10","72b2c44a-61c1-4235-8b26-8191415e5f05"
"377","Regulatory and Ethical Considerations","SECTION 10.1","NarrativeContent_110","<div></div>","10.1","918827a0-7786-461a-839c-93ff30b5fb3d"
"378","Committees","SECTION 10.2","NarrativeContent_111","<div></div>","10.2","44938ac9-9238-4b9f-96f5-b6769c7595c3"
"379","Informed Consent Process","SECTION 10.3","NarrativeContent_112","<div></div>","10.3","3b30b69f-c25e-4be8-9bd8-3ba423b16e87"
"380","Data Protection","SECTION 10.4","NarrativeContent_113","<div></div>","10.4","a77ea73d-ae24-4f1b-8d65-8e43a93380c2"
"381","Early Site Closure or Trial Termination","SECTION 10.5","NarrativeContent_114","<div></div>","10.5","bdfc992e-cb84-48ba-a7c6-e3175b6bc6bf"
"382","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","NarrativeContent_115","<div></div>","11","2e0d9121-7edd-4a2b-b5d6-230fe65480f5"
"383","Quality Tolerance Limits","SECTION 11.1","NarrativeContent_116","<div></div>","11.1","f3029430-c9a1-4305-8488-ebe2000f3c92"
"384","Data Quality Assurance","SECTION 11.2","NarrativeContent_117","<div></div>","11.2","57dbebc5-e419-4f3a-977e-cfec43123d1c"
"385","Source Data","SECTION 11.3","NarrativeContent_118","<div></div>","11.3","6b8b3b97-f753-4e68-9bdf-8170b18382bc"
"386","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","NarrativeContent_119","<div></div>","12","eb461b70-fafe-4d85-bdb7-e22b5f2fa0ff"
"387","Further Details and Clarifications on the AE Definition","SECTION 12.1","NarrativeContent_120","<div></div>","12.1","02cdaa0b-effb-4abf-80fb-ff550efd717d"
"388","Further Details and Clarifications on the SAE Definition","SECTION 12.2","NarrativeContent_121","<div></div>","12.2","f8ddff91-02ab-4daf-99a4-1b49b709fae7"
"389","Severity","SECTION 12.3","NarrativeContent_122","<div></div>","12.3","c7646743-8789-430a-896e-859074700e2e"
"390","Causality","SECTION 12.4","NarrativeContent_123","<div></div>","12.4","01dd22e5-3f3d-405d-8431-57104a267606"
"391","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","NarrativeContent_124","<div></div>","13","bf87c9ae-8f57-4e2e-80da-9168e406a767"
"392","Contraception and Pregnancy Testing","SECTION 13.1","NarrativeContent_125","<div></div>","13.1","d059b232-f2c5-44c3-af2e-6a0a0256714c"
"393","Definitions Related to Childbearing Potential","SECTION 13.1.1","NarrativeContent_126","<div></div>","13.1.1","a211c9ae-52ff-440b-a666-fba304dc38f2"
"394","Contraception","SECTION 13.1.2","NarrativeContent_127","<div></div>","13.1.2","690c43cd-5300-4635-b3a3-d2511d1835fb"
"395","Pregnancy Testing","SECTION 13.1.3","NarrativeContent_128","<div></div>","13.1.3","7ad05d25-d86b-4a9b-8c11-071414406a97"
"396","Clinical Laboratory Tests","SECTION 13.2","NarrativeContent_129","<div></div>","13.2","d351a790-6949-4bb5-891f-a4e01ee1f8b5"
"397","Country/Region-Specific Differences","SECTION 13.3","NarrativeContent_130","<div></div>","13.3","05b07604-ca90-4f06-8452-39cc38448dba"
"398","Prior Protocol Amendments","SECTION 13.4","NarrativeContent_131","<div></div>","13.4","4cf7ec76-984d-4cf9-8938-ff60dd2cbd90"
"399","APPENDIX: GLOSSARY OF TERMS","SECTION 14","NarrativeContent_132","<div></div>","14","43713702-4bfe-414a-b717-9015ea17c2c3"
"400","APPENDIX: REFERENCES","SECTION 15","NarrativeContent_133","<div></div>","15","da7e3153-3a31-4118-93a1-689ae496b6e4"
