"uuid:ID","name","sectionNumber","sectionTitle","text","id","instanceType"
"e2ca26dc-df3f-4769-a63f-53cf9ee999ec","SECTION 4.2","4.2","Rationale for Trial Design","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","NarrativeContent_15","NarrativeContent"
"4fa143ff-62bf-46ed-a2c3-6b2beac583fa","SECTION 4.2.1","4.2.1","Rationale for Comparator","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","NarrativeContent_16","NarrativeContent"
"96c7614a-dea3-41f5-b926-bea49de4faea","SECTION 4.2.2","4.2.2","Rationale for Adaptive or Novel Trial Design","<div></div>","NarrativeContent_17","NarrativeContent"
"9726fc0c-81ac-448b-a701-38dbb23ef1da","SECTION 4.2.3","4.2.3","Other Trial Design Considerations","<div></div>","NarrativeContent_18","NarrativeContent"
"142ecfb7-fa3c-42f6-a26c-054f9de3fa9b","SECTION 4.3","4.3","Access to Trial Intervention After End of Trial","<div></div>","NarrativeContent_19","NarrativeContent"
"74002a27-6a3d-4853-b73f-0732ad092356","SECTION 4.4","4.4","Start of Trial and End of Trial","<div></div>","NarrativeContent_20","NarrativeContent"
"07b1fe30-5377-4adf-bd0b-b47d852c713d","SECTION 5","5","TRIAL POPULATION","<div></div>","NarrativeContent_21","NarrativeContent"
"0340eabb-2aff-4567-8918-bbc748782749","SECTION 5.1","5.1","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent_22","NarrativeContent"
"08690f7e-1e8e-44da-86c1-dc925ef6717d","SECTION 5.2","5.2","Rationale for Trial Population","<div></div>","NarrativeContent_23","NarrativeContent"
"0824d147-1db3-4082-9460-a2829efb649b","SECTION 5.3","5.3","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent_24","NarrativeContent"
"a80fb350-8762-435f-95ed-4460d92aa489","SECTION 5.4","5.4","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25","NarrativeContent"
"12ade69d-824f-4922-9f75-bf2264b32199","SECTION 5.5","5.5","Lifestyle Considerations","<div></div>","NarrativeContent_26","NarrativeContent"
"4f0b4d38-98a6-4c4b-af52-71ea0302fa0c","SECTION 5.5.1","5.5.1","Meals and Dietary Restrictions","<div></div>","NarrativeContent_27","NarrativeContent"
"6049eb62-8a22-4fb2-9ab3-1e9ae9ee6454","SECTION 5.5.2","5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","NarrativeContent_28","NarrativeContent"
"e6278190-dff7-47c2-ba7a-628dd0c72b46","SECTION 5.5.3","5.5.3","Physical Activity","<div></div>","NarrativeContent_29","NarrativeContent"
"4d367795-9bb4-4491-9347-f6a9f781496c","SECTION 5.5.4","5.5.4","Other Activity","<div></div>","NarrativeContent_30","NarrativeContent"
"f86707a9-61c6-487a-80b7-8a35c6db4c8d","SECTION 5.6","5.6","Screen Failures","<div></div>","NarrativeContent_31","NarrativeContent"
"84026690-3667-4232-a19d-c8514aea1ab6","SECTION 6","6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","NarrativeContent_32","NarrativeContent"
"46241c92-0cd0-4c33-9056-26d7a23728c8","SECTION 6.1","6.1","Description of Trial Intervention","<div></div>","NarrativeContent_33","NarrativeContent"
"15a9a465-362a-4b1a-8a7d-189a788a5a9e","SECTION 6.2","6.2","Rationale for Trial Intervention","<div></div>","NarrativeContent_34","NarrativeContent"
"113bfae3-6222-4e93-bfa4-dd48fcbfc6f2","SECTION 6.3","6.3","Dosing and Administration","<div></div>","NarrativeContent_35","NarrativeContent"
"2b3e848e-4747-4041-a6fb-91afce2a09c1","SECTION 6.3.1","6.3.1","Trial Intervention Dose Modification","<div></div>","NarrativeContent_36","NarrativeContent"
"5d7b4aca-ad73-4bfc-9481-7537667dbc75","SECTION 6.4","6.4","Treatment of Overdose","<div></div>","NarrativeContent_37","NarrativeContent"
"b4171f7e-6da2-4349-8d7f-828481343fe9","SECTION 6.5","6.5","Preparation, Handling, Storage and Accountability","<div></div>","NarrativeContent_38","NarrativeContent"
"3e38278b-f0b7-4a54-aed9-733ffe664803","SECTION 6.5.1","6.5.1","Preparation of Trial Intervention","<div></div>","NarrativeContent_39","NarrativeContent"
"61060701-8cf5-42fe-a5fc-910b931a9bd8","SECTION 6.5.2","6.5.2","Handling and Storage of Trial Intervention","<div></div>","NarrativeContent_40","NarrativeContent"
"ebb21126-452d-4945-af2e-9c2a23a189ef","SECTION 6.5.3","6.5.3","Accountability of Trial Intervention","<div></div>","NarrativeContent_41","NarrativeContent"
"b1e5f066-6a9a-419f-b2ab-be2a6c387da4","SECTION 6.6","6.6","Participant Assignment, Randomisation and Blinding","<div></div>","NarrativeContent_42","NarrativeContent"
"45ad9f4f-d836-4e1d-96a7-e1334ba169db","SECTION 6.6.1","6.6.1","Participant Assignment","<div></div>","NarrativeContent_43","NarrativeContent"
"9bde7e13-6f00-41ea-9a68-b004a19ce73b","SECTION 6.6.2","6.6.2","Randomisation","<div></div>","NarrativeContent_44","NarrativeContent"
"bc16e4c6-4197-4501-aaf5-0acf5e16ef39","SECTION 6.6.3","6.6.3","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","NarrativeContent"
"04165679-6873-45a4-847a-7d72ca5cbbc4","SECTION 6.7","6.7","Trial Intervention Compliance","<div></div>","NarrativeContent_46","NarrativeContent"
"54de49a4-112a-4597-8e5f-d79d836ca892","SECTION 6.8","6.8","Concomitant Therapy","<div></div>","NarrativeContent_47","NarrativeContent"
"355cacf9-74ca-4b8f-9d87-f7839661fbe9","SECTION 6.8.1","6.8.1","Prohibited Concomitant Therapy","<div></div>","NarrativeContent_48","NarrativeContent"
"9b1effa6-6313-44b2-8a81-8f731b756180","SECTION 6.8.2","6.8.2","Permitted Concomitant Therapy","<div></div>","NarrativeContent_49","NarrativeContent"
"a3c0565f-d92b-4aa7-8bed-87d8a77fb29f","SECTION 6.8.3","6.8.3","Rescue Therapy","<div></div>","NarrativeContent_50","NarrativeContent"
"4b353411-9250-4616-9e95-dd63d3854e64","SECTION 6.8.4","6.8.4","Other Therapy","<div></div>","NarrativeContent_51","NarrativeContent"
"1f458d1a-8719-4e97-811c-2506db6fbbf9","SECTION 7","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","NarrativeContent_52","NarrativeContent"
"dec029a7-5121-4441-9a4a-fedf566863e8","SECTION 7.1","7.1","Discontinuation of Trial Intervention","<div></div>","NarrativeContent_53","NarrativeContent"
"82332616-7576-4b1f-b5b4-34a8a61c7b41","SECTION 7.1.1","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","NarrativeContent_54","NarrativeContent"
"79f42b51-87f2-4e2c-86c1-23964ac4e849","SECTION 7.1.2","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","NarrativeContent_55","NarrativeContent"
"dacc6fb7-fd6e-465b-ba47-344a0cd3c814","SECTION 7.1.3","7.1.3","Rechallenge","<div></div>","NarrativeContent_56","NarrativeContent"
"863bf2c2-0f83-4808-9a7f-899dee740b27","SECTION 7.2","7.2","Participant Withdrawal from the Trial","<div></div>","NarrativeContent_57","NarrativeContent"
"d52dc278-3ba3-4738-8b6c-fd9973b118c4","SECTION 7.3","7.3","Lost to Follow-Up","<div></div>","NarrativeContent_58","NarrativeContent"
"d766ef0d-2e0f-422e-be62-5ef846ddc041","SECTION 7.4","7.4","Trial Stopping Rules","<div></div>","NarrativeContent_59","NarrativeContent"
"b94d5d45-7d5f-462a-9940-6b1e3d6d637f","SECTION 8","8","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","NarrativeContent_60","NarrativeContent"
"943f2d19-ddca-4a79-8fc2-29bc52313df6","SECTION 8.1","8.1","Screening/Baseline Assessments and Procedures","<div></div>","NarrativeContent_61","NarrativeContent"
"b0537c1a-e97c-4385-a5ee-9856aeca21fa","SECTION 8.2","8.2","Efficacy Assessments and Procedures","<div></div>","NarrativeContent_62","NarrativeContent"
"ba9e97a1-a3ca-4f24-985b-7091849c8716","SECTION 8.3","8.3","Safety Assessments and Procedures","<div></div>","NarrativeContent_63","NarrativeContent"
"417394a3-ae85-487d-8e12-84ac1d948b3b","SECTION 8.3.1","8.3.1","Physical Examination","<div></div>","NarrativeContent_64","NarrativeContent"
"8b3cdf5b-b401-41c4-8c26-1c569e5f1d55","SECTION 8.3.2","8.3.2","Vital Signs","<div></div>","NarrativeContent_65","NarrativeContent"
"e17a0253-593d-45a9-be25-daed39e7e034","SECTION 8.3.3","8.3.3","Electrocardiograms","<div></div>","NarrativeContent_66","NarrativeContent"
"28593ba2-728f-428b-bb71-b9bde64995d1","SECTION 8.3.4","8.3.4","Clinical Laboratory Assessments","<div></div>","NarrativeContent_67","NarrativeContent"
"2fe9dde3-79d4-46c8-90f4-d0692268cb0f","SECTION 8.3.5","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","NarrativeContent_68","NarrativeContent"
"c0701923-1152-4286-a045-bcb67f276c3d","SECTION 8.4","8.4","Adverse Events and Serious Adverse Events","<div></div>","NarrativeContent_69","NarrativeContent"
"3101d2d2-a08b-4423-813a-35f400a48f2f","SECTION 8.4.1","8.4.1","Definitions of AE and SAE","<div></div>","NarrativeContent_70","NarrativeContent"
"95f28130-64ac-4cf0-a393-aec66548a3e0","SECTION 8.4.2","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","NarrativeContent_71","NarrativeContent"
"aff3a3b2-bb9d-403d-b1a9-e08ed266d660","SECTION 8.4.3","8.4.3","Identifying AEs and SAEs","<div></div>","NarrativeContent_72","NarrativeContent"
"1e55612a-1927-4477-b373-d33c6ffd4de6","SECTION 8.4.4","8.4.4","Recording of AEs and SAEs","<div></div>","NarrativeContent_73","NarrativeContent"
"a0659e72-4fac-4b28-b929-5204891eafb1","SECTION 8.4.5","8.4.5","Follow-up of AEs and SAEs","<div></div>","NarrativeContent_74","NarrativeContent"
"c656a65f-542f-4235-a09d-253dd5aced25","SECTION 8.4.6","8.4.6","Reporting of SAEs","<div></div>","NarrativeContent_75","NarrativeContent"
"39a67817-f8a8-49e7-a05f-c33f834d85f6","SECTION 8.4.7","8.4.7","Regulatory Reporting Requirements for SAEs","<div></div>","NarrativeContent_76","NarrativeContent"
"10b87afb-26ee-466d-8072-e65141bbb56d","SECTION 8.4.8","8.4.8","Serious and Unexpected Adverse Reaction Reporting","<div></div>","NarrativeContent_77","NarrativeContent"
"a45bc384-5cc1-4b8b-9814-f28e6e7367e4","SECTION 8.4.9","8.4.9","Adverse Events of Special Interest","<div></div>","NarrativeContent_78","NarrativeContent"
"de423f0d-8080-4441-9a0c-b2be2fd558e8","SECTION 8.4.10","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","NarrativeContent_79","NarrativeContent"
"4abd4380-8f83-4b4b-9b9a-1864b7a00326","SECTION 8.5","8.5","Pregnancy and Postpartum Information","<div></div>","NarrativeContent_80","NarrativeContent"
"3d44de51-94d0-47c6-b0cf-1e0c842f3237","SECTION 8.5.1","8.5.1","Participants Who Become Pregnant During the Trial","<div></div>","NarrativeContent_81","NarrativeContent"
"931cb898-8db4-458e-9769-b3fdcc298251","SECTION 8.5.2","8.5.2","Participants Whose Partners Become Pregnant","<div></div>","NarrativeContent_82","NarrativeContent"
"9de37608-c894-48fd-b625-a50b007ac359","SECTION 8.6","8.6","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","NarrativeContent_83","NarrativeContent"
"2c585442-6625-465a-8ac5-c58d634ee7ac","SECTION 8.6.1","8.6.1","Definition of Medical Device Product Complaints","<div></div>","NarrativeContent_84","NarrativeContent"
"2b89d2e3-cdff-4544-878a-5b9db72a2bf8","SECTION 8.6.2","8.6.2","Recording of Medical Device Product Complaints","<div></div>","NarrativeContent_85","NarrativeContent"
"14e9536c-257c-4250-97e4-9eef2a38e645","SECTION 8.6.3","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","NarrativeContent_86","NarrativeContent"
"d65daea7-bcca-495e-aac8-68a6086c4256","SECTION 8.6.4","8.6.4","Follow-Up of Medical Device Product Complaints","<div></div>","NarrativeContent_87","NarrativeContent"
"a2cd3908-8fd9-489d-8c01-3fb427978c00","SECTION 8.6.5","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","NarrativeContent_88","NarrativeContent"
"dc2a05dd-228f-4eb4-98e5-9964778341c2","SECTION 8.7","8.7","Pharmacokinetics","<div></div>","NarrativeContent_89","NarrativeContent"
"ffb5b909-f75c-45a5-b04d-9e21283a3b1d","SECTION 8.8","8.8","Genetics","<div></div>","NarrativeContent_90","NarrativeContent"
"89948704-26f6-46d9-9223-865cb47e79ef","SECTION 8.9","8.9","Biomarkers","<div></div>","NarrativeContent_91","NarrativeContent"
"50381d61-bd0b-4234-98b2-126c7c40d4dd","SECTION 8.1","8.1","Immunogenicity Assessments","<div></div>","NarrativeContent_92","NarrativeContent"
"66cf2697-6b23-4d8b-a186-4af042b8cb7f","SECTION 8.1.1","8.1.1","Medical Resource Utilisation and Health Economics","<div></div>","NarrativeContent_93","NarrativeContent"
"a82d7f14-5d8b-4b92-a695-48d6f606863f","SECTION 9","9","STATISTICAL CONSIDERATIONS","<div></div>","NarrativeContent_94","NarrativeContent"
"e716f0ca-77d2-4637-baaf-71fe0074f921","SECTION 9.1","9.1","Analysis Sets","<div></div>","NarrativeContent_95","NarrativeContent"
"53ba6ee7-65a7-4d1f-a6df-36469b25a3e1","SECTION 9.2","9.2","Analyses Supporting Primary Objective(s)","<div></div>","NarrativeContent_96","NarrativeContent"
"994fe1ba-5463-4844-9a11-9e1462e167f5","SECTION 9.2.1","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","NarrativeContent_97","NarrativeContent"
"cc02714f-75d8-4727-aaa7-8c95fbacdf3b","SECTION 9.2.2","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","NarrativeContent_98","NarrativeContent"
"d0d06aad-98e6-46bf-9c3f-bc63f89b02b9","SECTION 9.2.3","9.2.3","Handling of Missing Data","<div></div>","NarrativeContent_99","NarrativeContent"
"56e51052-e81d-4990-921b-73e2ab664153","SECTION 9.2.4","9.2.4","Sensitivity Analysis","<div></div>","NarrativeContent_100","NarrativeContent"
"8a0cdfdc-9d07-4c57-921b-c27906c8d6e0","SECTION 9.2.5","9.2.5","Supplementary Analysis","<div></div>","NarrativeContent_101","NarrativeContent"
"515abf95-4107-46cc-a0a5-ba0df1671a1c","SECTION 9.3","9.3","Analysis Supporting Secondary Objective(s)","<div></div>","NarrativeContent_102","NarrativeContent"
"9110a09b-b062-4750-8ab4-0a3a424a671d","SECTION 9.4","9.4","Analysis of Exploratory Objective(s)","<div></div>","NarrativeContent_103","NarrativeContent"
"661df62b-4998-4f0b-8d70-4ea23d3cc534","SECTION 9.5","9.5","Safety Analyses","<div></div>","NarrativeContent_104","NarrativeContent"
"6210ad3a-940c-454d-9c4f-81fdb5eb6bf2","SECTION 9.6","9.6","Other Analyses","<div></div>","NarrativeContent_105","NarrativeContent"
"869d9d21-61a3-465f-b8ee-50bb26fc6f85","SECTION 9.7","9.7","Interim Analyses","<div></div>","NarrativeContent_106","NarrativeContent"
"bf103ec0-d27c-423f-8012-530f4271cee5","SECTION 9.8","9.8","Sample Size Determination","<div></div>","NarrativeContent_107","NarrativeContent"
"1efa4fc2-96d4-4172-8722-4d02ea82b872","SECTION 9.9","9.9","Protocol Deviations","<div></div>","NarrativeContent_108","NarrativeContent"
"82459a28-056c-430d-990d-32e1e168ecfb","SECTION 10","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","NarrativeContent_109","NarrativeContent"
"b1d8bfa4-2e9c-4c07-819f-ce28f5e69968","SECTION 10.1","10.1","Regulatory and Ethical Considerations","<div></div>","NarrativeContent_110","NarrativeContent"
"24dba3de-af55-4f14-b876-89a8afa7acf4","SECTION 10.2","10.2","Committees","<div></div>","NarrativeContent_111","NarrativeContent"
"3038ad90-d6a5-4179-bceb-2a36d3f19c93","SECTION 10.3","10.3","Informed Consent Process","<div></div>","NarrativeContent_112","NarrativeContent"
"1aa50512-3a78-4018-abb7-7213cb76dd41","SECTION 10.4","10.4","Data Protection","<div></div>","NarrativeContent_113","NarrativeContent"
"429242bd-39d0-47ee-9ab5-3c2502f1129d","SECTION 10.5","10.5","Early Site Closure or Trial Termination","<div></div>","NarrativeContent_114","NarrativeContent"
"10516f07-ced0-4c76-8812-c7ced63471cc","SECTION 11","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","NarrativeContent_115","NarrativeContent"
"07f1aac2-3b76-4d8a-86fa-75ed85234653","SECTION 11.1","11.1","Quality Tolerance Limits","<div></div>","NarrativeContent_116","NarrativeContent"
"e8a80d51-1889-4b0c-8526-2aabca70ed96","SECTION 11.2","11.2","Data Quality Assurance","<div></div>","NarrativeContent_117","NarrativeContent"
"0dda2ca9-fc6e-499a-a691-343b90ee0fb0","SECTION 11.3","11.3","Source Data","<div></div>","NarrativeContent_118","NarrativeContent"
"9603352f-8424-4a34-9b78-c0d590ff28cf","SECTION 12","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","NarrativeContent_119","NarrativeContent"
"f64f187c-3b8b-426c-acdb-3da4c0b59cab","SECTION 12.1","12.1","Further Details and Clarifications on the AE Definition","<div></div>","NarrativeContent_120","NarrativeContent"
"c9cae975-78f3-46d3-93db-22b12150980a","SECTION 12.2","12.2","Further Details and Clarifications on the SAE Definition","<div></div>","NarrativeContent_121","NarrativeContent"
"dc8e3477-1b62-4642-b38a-3acf285a0fb7","SECTION 12.3","12.3","Severity","<div></div>","NarrativeContent_122","NarrativeContent"
"6015b4e3-e5ee-4c89-bec1-82b5abddc2dc","SECTION 12.4","12.4","Causality","<div></div>","NarrativeContent_123","NarrativeContent"
"766078c3-c6b6-4158-aa54-b39896dacf2a","SECTION 13","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","NarrativeContent_124","NarrativeContent"
"f1be1c82-94bf-4698-8d9c-c36248dffbe0","SECTION 13.1","13.1","Contraception and Pregnancy Testing","<div></div>","NarrativeContent_125","NarrativeContent"
"c043f7c0-6048-495f-a000-c2d4e6754f5d","SECTION 13.1.1","13.1.1","Definitions Related to Childbearing Potential","<div></div>","NarrativeContent_126","NarrativeContent"
"e20e5a7b-8280-4a78-9563-5ab18b431e3c","SECTION 13.1.2","13.1.2","Contraception","<div></div>","NarrativeContent_127","NarrativeContent"
"d5a67854-5c74-4d62-8ec5-b5f24fe95420","SECTION 13.1.3","13.1.3","Pregnancy Testing","<div></div>","NarrativeContent_128","NarrativeContent"
"80a77ec2-0982-4c48-94f8-4a57605d9be6","SECTION 13.2","13.2","Clinical Laboratory Tests","<div></div>","NarrativeContent_129","NarrativeContent"
"a50cd646-e8b4-4a26-9d0a-89db789a21bc","SECTION 13.3","13.3","Country/Region-Specific Differences","<div></div>","NarrativeContent_130","NarrativeContent"
"c85e4b28-42d8-4aea-93e5-28b6b62ba1c9","SECTION 13.4","13.4","Prior Protocol Amendments","<div></div>","NarrativeContent_131","NarrativeContent"
"72d1b68c-1683-4851-a7d4-9c83a55271e5","SECTION 14","14","APPENDIX: GLOSSARY OF TERMS","<div></div>","NarrativeContent_132","NarrativeContent"
"37af1893-e4cf-4d83-86f5-6af22be3723f","SECTION 15","15","APPENDIX: REFERENCES","<div></div>","NarrativeContent_133","NarrativeContent"
