"uuid:ID","name","reference","synonyms","label","id","instanceType"
"791cf623-8291-465c-ad36-7dec10b714d5","Body Weight","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","['Weight']","Body Weight","BiomedicalConcept_5","BiomedicalConcept"
"1eaf31ce-1c4c-4959-b08a-8849cb508214","Body Height","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","['Height']","Body Height","BiomedicalConcept_6","BiomedicalConcept"
"9b41e6fb-7289-4518-9847-4a4f760633e5","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept_7","BiomedicalConcept"
"ca05b269-7130-45b2-afc2-2961705883c6","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","['Albumin']","Albumin Measurement","BiomedicalConcept_8","BiomedicalConcept"
"7a55281f-ae2a-4901-90c4-1da2ac98af16","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept_9","BiomedicalConcept"
"38040f0a-4ace-47c7-b5a6-a0c5a4481a9f","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","BiomedicalConcept"
"bb9dfeb6-a3b6-4e75-a5fe-0388715e7590","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","['Creatinine']","Creatinine Measurement","BiomedicalConcept_11","BiomedicalConcept"
"4729436f-2c2e-4d77-9650-fc003df339d5","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept_12","BiomedicalConcept"
"3a2f1927-22f0-457a-a1bf-7837a6b3607a","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept_13","BiomedicalConcept"
"dbefb205-d47f-47c9-9285-41e44afededa","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_14","BiomedicalConcept"
"03309d95-28c0-4c48-a3c3-c0f9831464ad","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_15","BiomedicalConcept"
"fd81025b-7c92-4c4d-9cbd-0890096e9913","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_16","BiomedicalConcept"
"2d09146c-8199-43d2-bca1-0877dfd90e78","Systolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept_17","BiomedicalConcept"
"58d1ee45-f818-45d4-bba6-dea47648865f","Diastolic Blood Pressure","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept_18","BiomedicalConcept"
"c422fa7f-fb66-4e81-9a31-38a8a99f97fc","Heart Rate","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","","Heart Rate","BiomedicalConcept_19","BiomedicalConcept"
