"uuid:ID","name","datatype","isEnabled","isRequired","label","id","instanceType"
"5c8f1f4f-e5d4-4901-9272-806af45ea765","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_131","BiomedicalConceptProperty"
"55091224-8758-472c-a426-5f4cdcfbafea","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_132","BiomedicalConceptProperty"
"22894484-1574-4141-b23c-e241d350b0fb","Adverse Event Verbatim Description","string","True","True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","BiomedicalConceptProperty"
"e2d109f9-2aef-4bc2-a365-4682b5484c9a","Adverse Event Dictionary Derived Term","string","True","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","BiomedicalConceptProperty"
"fdd5c502-4dfe-4f97-aada-aaf660e7e015","Adverse Event Category","string","True","True","Adverse Event Category","BiomedicalConceptProperty_3","BiomedicalConceptProperty"
"1e44215b-4e16-4465-8242-f3103f400d97","Adverse Event Subcategory","string","True","True","Adverse Event Subcategory","BiomedicalConceptProperty_4","BiomedicalConceptProperty"
"7ddff63f-248b-48b7-95a9-1bb37ab1cfa8","Adverse Event Pre-specified","boolean","True","True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","BiomedicalConceptProperty"
"392569ed-be4b-4dd0-a6ed-924a59fcc261","Severity of Adverse Event","string","True","True","Severity of Adverse Event","BiomedicalConceptProperty_6","BiomedicalConceptProperty"
"66d289a0-257d-4aea-a222-55f5e21db1ec","Adverse Event Toxicity Grade","string","True","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","BiomedicalConceptProperty"
"b0f0fdae-7007-499d-9b7c-49f6cb28d5d0","Seriousness of Adverse Event","boolean","True","True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","BiomedicalConceptProperty"
"d5b0fc96-6947-4fe4-a351-b05f306f7ee6","Adverse Event Action Taken with Study Treatment","string","True","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","BiomedicalConceptProperty"
"1b2bf338-28df-4435-946e-2791ae9c80a3","Adverse Event Attribution to Product or Procedure","string","True","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","BiomedicalConceptProperty"
"979d8a07-eb08-4f55-825f-2d0dc45174e1","Adverse Event Pattern","string","True","True","Adverse Event Pattern","BiomedicalConceptProperty_11","BiomedicalConceptProperty"
"d5971b35-9a6f-40e5-9006-5a947c6a7dce","Adverse Event Outcome","string","True","True","Adverse Event Outcome","BiomedicalConceptProperty_12","BiomedicalConceptProperty"
"ea1f9f5f-6b95-44ce-9b16-157e3120e285","Adverse Event Start Date Time","datetime","True","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","BiomedicalConceptProperty"
"31055065-17a4-4b6d-a217-81f877988e04","Adverse Event End Date Time","datetime","True","True","Adverse Event End Date Time","BiomedicalConceptProperty_14","BiomedicalConceptProperty"
"7e75dd79-d2a4-4345-98de-ee943a3b23e2","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_15","BiomedicalConceptProperty"
"0c072d12-2d8f-4b56-a1bc-d20dabf88f1e","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_16","BiomedicalConceptProperty"
"df8c9812-bcdf-45af-aa84-f256a4748ea1","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_17","BiomedicalConceptProperty"
"1ea04096-424c-421a-8697-a3597a8fe0ec","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_18","BiomedicalConceptProperty"
"301f0cfe-d61d-4beb-a979-53ac51d7f1c3","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_19","BiomedicalConceptProperty"
"e34ee833-df5c-4bb1-97c2-a4c6dd038c19","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_20","BiomedicalConceptProperty"
"69f9022b-d169-4bde-a79c-9dd14c9952df","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_21","BiomedicalConceptProperty"
"5b818555-5d2a-426b-abcc-1cd82405e26a","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_22","BiomedicalConceptProperty"
"fcb80e74-34e4-4a05-b774-467940995b07","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_23","BiomedicalConceptProperty"
"5c88d2a6-424e-4b8e-818d-ce6fec236945","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_24","BiomedicalConceptProperty"
"c62aeb11-3427-4f9c-9c59-d809d900b4b2","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_25","BiomedicalConceptProperty"
"e6c3488e-4e91-4924-b99d-aa7df41aad26","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_26","BiomedicalConceptProperty"
"fefcf3e8-de0f-4e23-b1b4-2ea20cb4ab95","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_27","BiomedicalConceptProperty"
"107f07cf-64a1-4456-8870-8f76067fef62","Unit of Temperature","string","True","True","Unit of Temperature","BiomedicalConceptProperty_28","BiomedicalConceptProperty"
"63ea53d9-2cff-4595-8f7b-5a81486d4df0","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_29","BiomedicalConceptProperty"
"d96e2aa0-578b-4150-a855-e6d274d90de0","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_30","BiomedicalConceptProperty"
"0f458b37-5938-4e85-a501-a8e89704f9a3","Unit of Weight","string","True","True","Unit of Weight","BiomedicalConceptProperty_31","BiomedicalConceptProperty"
"c5bf373d-e6ba-477a-bef8-a614d957469a","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_32","BiomedicalConceptProperty"
"5491fa56-b0b8-4eff-a718-dcb4d31b40be","Unit of Height","string","True","True","Unit of Height","BiomedicalConceptProperty_33","BiomedicalConceptProperty"
"25fb0852-9e11-43ac-a270-c666a499ee5b","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_34","BiomedicalConceptProperty"
"a5082a6f-4756-4eb4-b864-3ddf815218f1","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","BiomedicalConceptProperty"
"349b1153-5e53-4392-a1ba-b95d2866fae5","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","BiomedicalConceptProperty"
"cff32c9a-12e3-45d5-9cfd-047de1522083","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_37","BiomedicalConceptProperty"
"0f63475e-4494-46f3-9ff7-0b307bbeb470","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_38","BiomedicalConceptProperty"
"741e814b-903b-45d9-8f81-517cba3873ea","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","BiomedicalConceptProperty"
"e6315bba-4f82-4b5f-99db-2d739eac19f5","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_40","BiomedicalConceptProperty"
"e3ff2ee8-c432-4eaf-b6e7-d7dc2dcaf888","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_41","BiomedicalConceptProperty"
"ae117d98-a145-4e32-9131-10200a3432b2","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_42","BiomedicalConceptProperty"
"5025bed2-364c-4cf8-a4c0-a3346778bc8a","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","BiomedicalConceptProperty"
"b74381b8-0f8b-4077-9278-824cc2de4b1c","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","BiomedicalConceptProperty"
"1a926a07-6d7c-47ec-bd05-42b1d1600687","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_45","BiomedicalConceptProperty"
"0fb34aa4-fbe9-4c90-bd39-4b34aec68839","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_46","BiomedicalConceptProperty"
"f0d6c8d1-ac90-4ed0-a750-7e483367806b","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","BiomedicalConceptProperty"
"099c76e6-e2fe-4b42-a02c-31493e1144af","Unit of Catalytic Activity Concentration","string","True","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","BiomedicalConceptProperty"
"e0aa69ae-7083-4c3e-b774-bd7253f2d04d","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_49","BiomedicalConceptProperty"
"7d3d27f3-2618-46df-8e72-79715f2b6fb8","Laboratory Test Result","string","True","True","Laboratory Test Result","BiomedicalConceptProperty_50","BiomedicalConceptProperty"
"a1b59a1a-f1df-49e3-bc98-c777c8331d5a","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","BiomedicalConceptProperty"
"39e2df6e-83c9-4555-909b-30ca0de2e15f","Unit of Concentration","string","True","True","Unit of Concentration","BiomedicalConceptProperty_52","BiomedicalConceptProperty"
"eedcb5b9-c474-4fa6-87de-fd776492ff4c","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_53","BiomedicalConceptProperty"
"f553add3-4220-48a7-82c3-585f189ddc1a","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_54","BiomedicalConceptProperty"
"b32ee5b6-8b00-44aa-86d8-50ceed533742","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","BiomedicalConceptProperty"
"a267944c-d0b0-4113-803d-0eb48cd814f7","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_56","BiomedicalConceptProperty"
"ab91ce1a-2dfb-4efc-83d9-23660c837b2e","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_57","BiomedicalConceptProperty"
"65203b42-dc4c-4049-aecb-3086eb6fbe55","Laboratory Test Result","decimal","True","True","Laboratory Test Result","BiomedicalConceptProperty_58","BiomedicalConceptProperty"
"e0d53b83-2fc8-4cb0-a16e-48e14c939a6f","Laboratory Test Fasting Status","boolean","True","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","BiomedicalConceptProperty"
"71d9ac80-455b-482f-bbb6-ca3176027010","Molarity Unit","string","True","True","Molarity Unit","BiomedicalConceptProperty_60","BiomedicalConceptProperty"
"a355abba-05e1-4520-a193-df3e58ec0fe6","Biospecimen Type","string","True","True","Biospecimen Type","BiomedicalConceptProperty_61","BiomedicalConceptProperty"
"7816f2ad-4bf1-4a1a-a87c-8b7480e1c865","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_62","BiomedicalConceptProperty"
"0b73202b-873d-440d-a6d9-9be885a12115","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_63","BiomedicalConceptProperty"
"cbfd0349-2f8c-4412-9fc5-a0e66e1c8b00","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_64","BiomedicalConceptProperty"
"d37c0219-13e6-457d-93fe-79aa5e969540","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_65","BiomedicalConceptProperty"
"8be7c927-893b-48d1-ae83-dae9f8fc4f76","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_66","BiomedicalConceptProperty"
"a9f8f26d-c5b0-437d-b8e2-ba24af999198","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_67","BiomedicalConceptProperty"
"e4adbd2c-e11e-4756-ab9d-db802cb26ac9","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_68","BiomedicalConceptProperty"
"49a39af3-00d8-4e3d-b139-b640c1716fb2","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_69","BiomedicalConceptProperty"
"83e04f1b-b1ed-4b4b-a448-56b74a56be9c","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_70","BiomedicalConceptProperty"
"b8117dd5-8d94-4bcf-8057-aaaedfecaacd","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_71","BiomedicalConceptProperty"
"b4ff36f0-111c-4d19-8c3b-d7d4e3c09048","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_72","BiomedicalConceptProperty"
"70020005-5d6f-49f5-a801-3a5e95af059f","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_73","BiomedicalConceptProperty"
"c626940e-4669-4b3f-8cc1-b218bfd12bbc","Vital Signs Result","integer","True","True","Vital Signs Result","BiomedicalConceptProperty_74","BiomedicalConceptProperty"
"923712e0-92d6-4a9b-9a0c-46dd70fb5baf","Count per Minute","string","True","True","Count per Minute","BiomedicalConceptProperty_75","BiomedicalConceptProperty"
"59c8fd78-4ba2-4a52-912d-af57f530fab7","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_76","BiomedicalConceptProperty"
"0f34fc30-9429-45fa-8968-7b73c936570b","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_77","BiomedicalConceptProperty"
"eeb1f9d0-783b-4afe-9ea9-429e60a1d378","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_78","BiomedicalConceptProperty"
"b6a1802c-89a1-463f-bd9d-d53a5270662d","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_79","BiomedicalConceptProperty"
"effe8112-6cca-48d2-9423-8db28fa6fe87","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_80","BiomedicalConceptProperty"
"0dfded35-af6e-4ed4-888f-84f2e29e99dd","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_81","BiomedicalConceptProperty"
"2f50911a-2876-4b5b-a7ed-f265c9c87342","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_82","BiomedicalConceptProperty"
"4295a2b6-63e5-4fbb-baff-5d16ee84e140","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_83","BiomedicalConceptProperty"
"bb073862-dd9b-49db-92e8-c8bcf4123666","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_84","BiomedicalConceptProperty"
"b6d19b7b-8850-41f1-9877-2cd63bb2c10c","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_85","BiomedicalConceptProperty"
"1c30aa53-65b9-4d85-a7e7-db2864bd1b48","Vital Signs Result","decimal","True","True","Vital Signs Result","BiomedicalConceptProperty_86","BiomedicalConceptProperty"
"e86f127e-37b7-40e5-a99c-000896643f0e","Unit of Pressure","string","True","True","Unit of Pressure","BiomedicalConceptProperty_87","BiomedicalConceptProperty"
"c2a9c858-9d1d-4712-b2bb-8ac56be73d57","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_88","BiomedicalConceptProperty"
"070b2653-1d49-4034-a74f-7d52846696f9","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_89","BiomedicalConceptProperty"
"9c310528-9e5b-4429-b34e-5d1ff966ce27","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_90","BiomedicalConceptProperty"
"49eff4d0-67aa-4e30-993f-d6148ce6de24","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_91","BiomedicalConceptProperty"
"c232eef9-fb93-4749-99f9-3baf3cf838b7","Vital Signs Result","integer","True","True","Vital Signs Result","BiomedicalConceptProperty_92","BiomedicalConceptProperty"
"bfd654b1-2c41-40b0-bc43-b322e37e5956","Count per Minute","string","True","True","Count per Minute","BiomedicalConceptProperty_93","BiomedicalConceptProperty"
"725c7f88-a619-4624-a560-49525152d77e","Vital Signs Location","string","True","True","Vital Signs Location","BiomedicalConceptProperty_94","BiomedicalConceptProperty"
"37c6afff-32c9-46ff-a9ee-ecbbe160a685","Vital Signs Laterality","string","True","True","Vital Signs Laterality","BiomedicalConceptProperty_95","BiomedicalConceptProperty"
"2cadc0e2-8e01-4b97-a804-3ab81fb3166f","Test Method","string","True","True","Test Method","BiomedicalConceptProperty_96","BiomedicalConceptProperty"
"1797c264-d6bb-4883-831a-76251b1c2e0b","Vital Signs Position","string","True","True","Vital Signs Position","BiomedicalConceptProperty_97","BiomedicalConceptProperty"
