"codeSystem","code","uuid:ID","codeSystemVersion","decode","instanceType","id"
"http://www.cdisc.org","C98704","26a850f5-35e5-4feb-aa73-8c65d73a0715","2023-12-15","ADAPTIVE","Code","Code_144"
"http://www.cdisc.org","C82639","054bae74-6657-4637-bd58-9447240df805","2023-12-15","Parallel Study","Code","Code_141"
"http://www.cdisc.org","C25716","d2c4b0a2-2a2e-4d6d-944e-84c28aba0c82","2023-12-15","Visit","Code","Code_83"
"http://www.cdisc.org","C51282","5ff14671-24be-4908-bb9e-43971fd5f5aa","2023-12-15","Clinic","Code","Code_84"
"http://www.cdisc.org","C175574","7878a2d4-6004-4db1-80b0-684c94a5334a","2023-12-15","In Person","Code","Code_85"
"http://www.cdisc.org","C25716","1be464ba-6029-451e-9b54-2ad367a2da9b","2023-12-15","Visit","Code","Code_86"
"http://www.cdisc.org","C51282","c833cc72-8b8a-4364-8efd-6304a99804bf","2023-12-15","Clinic","Code","Code_87"
"http://www.cdisc.org","C175574","fae4bdb8-2711-41e2-8622-ec167d7e9250","2023-12-15","In Person","Code","Code_88"
"http://www.cdisc.org","C25716","9d1d6992-6afb-43fb-aaab-21b47a4eb0be","2023-12-15","Visit","Code","Code_89"
"http://www.cdisc.org","C51282","4990d793-9ee7-433d-8fcd-1cd8229172dc","2023-12-15","Clinic","Code","Code_90"
"http://www.cdisc.org","C175574","084c2ae5-58c1-43a2-993b-4a712c97ed6c","2023-12-15","In Person","Code","Code_91"
"http://www.cdisc.org","C25716","f2b9f9b7-81be-47fe-8760-8bd891148e9a","2023-12-15","Visit","Code","Code_92"
"http://www.cdisc.org","C51282","81c4e1fc-8253-4f14-9ad9-d3d2db4ae597","2023-12-15","Clinic","Code","Code_93"
"http://www.cdisc.org","C175574","1c7c411f-c243-4097-92db-a32f9b27c245","2023-12-15","In Person","Code","Code_94"
"http://www.cdisc.org","C25716","1d9ae88a-3385-4403-bbbc-b54ef346fd31","2023-12-15","Visit","Code","Code_95"
"http://www.cdisc.org","C51282","bac66ac6-c6c0-43da-8e20-ac5fa3790757","2023-12-15","Clinic","Code","Code_96"
"http://www.cdisc.org","C175574","cf3848b4-81ad-4cc4-a10e-92618d0b093a","2023-12-15","In Person","Code","Code_97"
"http://www.cdisc.org","C25716","10467922-560d-4255-abd9-14371e7eeb83","2023-12-15","Visit","Code","Code_98"
"http://www.cdisc.org","C51282","704a03d9-c91f-43bf-a723-a7295842abb1","2023-12-15","Clinic","Code","Code_99"
"http://www.cdisc.org","C175574","6065f406-1915-4d38-9b86-8e9e891c4494","2023-12-15","In Person","Code","Code_100"
"http://www.cdisc.org","C25716","ca356a1f-5a1e-48b2-ac65-32bca5e8a456","2023-12-15","Visit","Code","Code_101"
"http://www.cdisc.org","C51282","f1eff41a-bf8e-4bbc-ab47-f2bcaddfe642","2023-12-15","Clinic","Code","Code_102"
"http://www.cdisc.org","C175574","79c40baf-ccd6-4981-811e-4c87a2237d88","2023-12-15","In Person","Code","Code_103"
"http://www.cdisc.org","C171537","7dc2ba6d-ce3f-41af-ade6-9ec783d0e4d2","2023-12-15","Telephone Call","Code","Code_104"
"http://www.cdisc.org","C25716","b1fbf157-8129-45af-927d-146f9458a807","2023-12-15","Visit","Code","Code_105"
"http://www.cdisc.org","C51282","f5aed1f7-954d-48f0-978d-b38b2742323c","2023-12-15","Clinic","Code","Code_106"
"http://www.cdisc.org","C175574","56b16b3d-f006-4891-8b2f-e7a8fbe1a5dc","2023-12-15","In Person","Code","Code_107"
"http://www.cdisc.org","C171537","44eb6fe0-8ae2-4c06-8991-a8a7f3269389","2023-12-15","Telephone Call","Code","Code_108"
"http://www.cdisc.org","C25716","c512d912-bf89-4f8b-ba2e-4d2f98e44feb","2023-12-15","Visit","Code","Code_109"
"http://www.cdisc.org","C51282","b46e6ca6-3d20-43c9-be36-c44879f358a1","2023-12-15","Clinic","Code","Code_110"
"http://www.cdisc.org","C175574","dcaf2a8b-0454-4ca8-a032-37f5652945e1","2023-12-15","In Person","Code","Code_111"
"http://www.cdisc.org","C171537","969b8d89-2265-4615-a983-df9aba684ee4","2023-12-15","Telephone Call","Code","Code_112"
"http://www.cdisc.org","C25716","32f0e46c-b722-4551-b1cc-5f2098500a0f","2023-12-15","Visit","Code","Code_113"
"http://www.cdisc.org","C51282","22f5b462-adfb-4519-a20c-f77390d02b7f","2023-12-15","Clinic","Code","Code_114"
"http://www.cdisc.org","C175574","4f57dc02-469d-4139-aa21-909fc2245c0c","2023-12-15","In Person","Code","Code_115"
"http://www.cdisc.org","C171537","ce182478-347b-4162-a404-c07a2c7a2175","2023-12-15","Telephone Call","Code","Code_116"
"http://www.cdisc.org","C25716","202eb08a-2033-4028-b580-593e9e6ab7ac","2023-12-15","Visit","Code","Code_117"
"http://www.cdisc.org","C51282","7b386428-78d8-4581-998c-a40c3bc424fa","2023-12-15","Clinic","Code","Code_118"
"http://www.cdisc.org","C175574","725ecfd7-00a3-4075-9bfe-0df0060cf2e0","2023-12-15","In Person","Code","Code_119"
"http://www.cdisc.org","C25716","4c59dc15-7b61-491c-854d-83f7b5fa76f3","2023-12-15","Visit","Code","Code_120"
"http://www.cdisc.org","C51282","167a1727-f23e-463c-a9f6-b2cd3510fac0","2023-12-15","Clinic","Code","Code_121"
"http://www.cdisc.org","C175574","906286dd-bb84-42f9-9515-8f40693e60ae","2023-12-15","In Person","Code","Code_122"
"SNOMED","383371000119108","b3c0faab-ee65-49c2-afed-7691d0786301","January 31, 2018","CT of head without contrast","Code","Code_80"
"SPONSOR","123","bd1e2324-a62f-488c-98c9-1eb756624a57","12","Subject Supine","Code","Code_81"
"SPONSOR","124","96ce63bc-ae8a-4f01-90b4-a5e240f5515d","12","Subject Standing","Code","Code_82"
"http://www.cdisc.org","C82977","1454dde7-4719-4ee5-9aa5-ddfcab9e7e29","2023-12-15","Dictionary-derived Term","Code","Code_429"
"http://www.cdisc.org","C82571","021f8d33-d01a-4a48-ad5f-4d0ef7554943","2023-12-15","Reported Event Term","Code","Code_430"
"http://www.cdisc.org","C82517","ccb73525-80e9-48da-b7f9-0e08a0b19ea2","2023-12-15","Observation Start Date Time","Code","Code_431"
"http://www.cdisc.org","C16735","68eda5ae-bf72-4df9-9885-1e180eac5770","2023-12-15","Informed Consent","Code","Code_432"
"http://www.cdisc.org","C20197","5fa139e4-e470-4d12-bbdd-eb76de036677","2023-12-15","Male","Code","Code_433"
"http://www.cdisc.org","C16576","5fdc1f55-cc8f-4c64-b782-a94ca72978bc","2023-12-15","Female","Code","Code_434"
"http://www.cdisc.org","C28421","df812a1e-db27-44f9-bcd5-d759e64a4b02","2023-12-15","Sex","Code","Code_435"
"http://www.cdisc.org","C28421","26775449-7b43-4d02-9c84-77df675c3bac","2023-12-15","Sex","Code","Code_436"
"http://www.cdisc.org","C17049","ee4998aa-6328-4c5f-a08a-f035820a55a5","2023-12-15","Race","Code","Code_437"
"http://www.cdisc.org","C17049","4631057d-cfe5-4c4f-a360-baf90b66ec62","2023-12-15","Race","Code","Code_438"
"http://www.cdisc.org","C174446","6bbb8980-07ea-4f55-9bf2-b313fc9db7fb","2023-12-15","TEMP","Code","Code_439"
"http://www.cdisc.org","C77140","a2ea87c9-f56f-4100-ae67-d952a4260a4c","2023-12-15","Clinical Test Result","Code","Code_440"
"http://www.cdisc.org","C42559","ebf48cd7-bcdc-4545-bf6c-a4167dd6fa14","2023-12-15","Degree Celsius","Code","Code_441"
"http://www.cdisc.org","C44277","21a109c2-72f1-4627-8240-c5ba5c292595","2023-12-15","Degree Fahrenheit","Code","Code_442"
"http://www.cdisc.org","C42537","d0febbc8-93c4-42d8-9542-82b631e60d5f","2023-12-15","Kelvin","Code","Code_443"
"http://www.cdisc.org","C44276","3ee79199-6cbc-46ca-a129-70d8cfb75011","2023-12-15","Unit of Temperature","Code","Code_444"
"http://www.cdisc.org","C12674","daf155de-1c58-4c1c-82a8-627f34577600","2023-12-15","Axilla","Code","Code_445"
"http://www.cdisc.org","C12394","74846d91-d6f2-440c-bcb4-f592f225d743","2023-12-15","Ear","Code","Code_446"
"http://www.cdisc.org","C89803","c9452da5-8f5e-4762-923d-e926e221286b","2023-12-15","Forehead","Code","Code_447"
"http://www.cdisc.org","C12421","3f70c0e5-e451-42b6-9cf3-08cc910278f8","2023-12-15","Oral Cavity","Code","Code_448"
"http://www.cdisc.org","C12390","fa228f09-b02e-4d9f-94bd-68475b148fd1","2023-12-15","Rectum","Code","Code_449"
"http://www.cdisc.org","C13717","f6fbf3a4-794c-46fb-8514-33a053133bfe","2023-12-15","Anatomic Site","Code","Code_450"
"http://www.cdisc.org","C174446","0569f5a3-a69e-4f82-a472-d8cc1ac4ac43","2023-12-15","TEMP","Code","Code_451"
"http://www.cdisc.org","C25208","ebd9bb86-2638-449c-bc8a-5b160989460f","2023-12-15","WEIGHT","Code","Code_452"
"http://www.cdisc.org","C77140","ab0a064f-007c-4da4-81fd-038a4584c534","2023-12-15","Clinical Test Result","Code","Code_453"
"http://www.cdisc.org","C48531","1bd9311d-3850-4a5c-996d-a40161045d58","2023-12-15","Pound","Code","Code_454"
"http://www.cdisc.org","C48155","abda641a-61e1-4ac4-bf66-c901e6ad8371","2023-12-15","Gram","Code","Code_455"
"http://www.cdisc.org","C28252","8e3d7042-cbf6-4564-8e33-386a20de50a6","2023-12-15","Kilogram","Code","Code_456"
"http://www.cdisc.org","C48208","8e1b484d-1e10-4f94-b610-6628a20d2157","2023-12-15","Unit of Weight","Code","Code_457"
"http://www.cdisc.org","C25208","e36ecded-1a55-401a-9df9-c47c3ac48257","2023-12-15","WEIGHT","Code","Code_458"
"http://www.cdisc.org","C25347","d2dd9e9f-cdb8-497b-9f59-14122da82655","2023-12-15","HEIGHT","Code","Code_459"
"http://www.cdisc.org","C77140","6ac7bb28-9e2d-4739-9895-ccfe4bc3077e","2023-12-15","Clinical Test Result","Code","Code_460"
"http://www.cdisc.org","C49668","54d1583b-496c-41ca-bc39-dbfccc508fd9","2023-12-15","Centimeter","Code","Code_461"
"http://www.cdisc.org","C48500","9d407cd3-337a-4c2c-b5da-5d6a26613dab","2023-12-15","Inch","Code","Code_462"
"http://www.cdisc.org","C41139","5c622041-bcc6-4d08-baa0-0a78903963af","2023-12-15","Meter","Code","Code_463"
"http://www.cdisc.org","C168688","26c89d61-d442-41ce-97d0-46bfc7d7594c","2023-12-15","Unit of Height","Code","Code_464"
"http://www.cdisc.org","C25347","b0722d76-fa65-4a62-8456-cae10b382e97","2023-12-15","HEIGHT","Code","Code_465"
"http://www.cdisc.org","C64433","42f98c82-1a3c-4485-8529-aff407401377","2023-12-15","ALT","Code","Code_466"
"http://www.cdisc.org","C36292","02aaf6cf-1981-4b50-877e-64f0d8f8c05c","2023-12-15","Laboratory Test Result","Code","Code_467"
"http://www.cdisc.org","C67456","10a52f46-d2bb-4017-88ee-0c00542e99f0","2023-12-15","Unit per Liter","Code","Code_468"
"http://www.cdisc.org","C67397","9abc0b34-7b48-40af-8527-8150517051dd","2023-12-15","Microkatal per Liter","Code","Code_469"
"http://www.cdisc.org","C67376","d29a3eac-3985-4ba1-bbbe-82b9d3eaf0a8","2023-12-15","International Unit per Liter","Code","Code_470"
"http://www.cdisc.org","C70510","7c48364f-696b-4b93-b1e4-aba0dc2e62e2","2023-12-15","Nanokatal per Liter","Code","Code_471"
"http://www.cdisc.org","C67365","36458419-c820-45e8-ae66-ad43e782bdde","2023-12-15","Unit of Catalytic Activity Concentration","Code","Code_472"
"http://www.cdisc.org","C70713","de1c4f2d-a1c4-43fd-ba54-0c6e665e5a73","2023-12-15","Biospecimen Type","Code","Code_473"
"http://www.cdisc.org","C49487","e2a9b107-9642-4959-ba8f-4f4667d5a0d7","2023-12-15","No","Code","Code_474"
"http://www.cdisc.org","C49488","41f0aff7-c48e-49c0-ad1d-b808a243c124","2023-12-15","Yes","Code","Code_475"
"http://www.cdisc.org","C83309","b8cbd4ab-2f82-4bc2-aa75-fd9e9e2e77f8","2023-12-15","Laboratory Test Fasting Status","Code","Code_476"
"http://www.cdisc.org","C64433","d5074ee6-1a38-42d6-9c5c-801155222dc3","2023-12-15","ALT","Code","Code_477"
"http://www.cdisc.org","C64431","979d3f61-be8c-4c71-94a2-8476301a419f","2023-12-15","ALB","Code","Code_478"
"http://www.cdisc.org","C36292","839020f4-397c-4dbd-bc0e-ed392a5d9789","2023-12-15","Laboratory Test Result","Code","Code_479"
"http://www.cdisc.org","C70713","54b88dfc-2a2f-4b84-9e5d-5de6959e3ee4","2023-12-15","Biospecimen Type","Code","Code_480"
"http://www.cdisc.org","C49487","daf5bd0c-d153-4363-a4ea-2f0a90cf8213","2023-12-15","No","Code","Code_481"
"http://www.cdisc.org","C49488","416b97b1-3fbf-4fc4-990a-6eacbbc888ad","2023-12-15","Yes","Code","Code_482"
"http://www.cdisc.org","C83309","0f7dd756-f49a-4b56-9b8d-cbce735f5cbc","2023-12-15","Laboratory Test Fasting Status","Code","Code_483"
"http://www.cdisc.org","C64431","e6893439-4ddd-4b29-9318-573c88235edf","2023-12-15","ALB","Code","Code_484"
"http://www.cdisc.org","C64432","7c71a4be-978a-4132-9da0-8960e3400d6a","2023-12-15","ALP","Code","Code_485"
"http://www.cdisc.org","C36292","44dd3548-07f8-4859-b22f-a854f329696a","2023-12-15","Laboratory Test Result","Code","Code_486"
"http://www.cdisc.org","C67456","8914374b-5a1a-496b-bca7-bb5bf7a0eecd","2023-12-15","Unit per Liter","Code","Code_487"
"http://www.cdisc.org","C67397","560866e0-c494-4932-87fe-6f09b963601f","2023-12-15","Microkatal per Liter","Code","Code_488"
"http://www.cdisc.org","C67376","c150a503-20d6-4593-a6b6-0a83b98582af","2023-12-15","International Unit per Liter","Code","Code_489"
"http://www.cdisc.org","C67365","124d36cb-e658-4e8f-8ccc-5e24bfc4258f","2023-12-15","Unit of Catalytic Activity Concentration","Code","Code_490"
"http://www.cdisc.org","C70713","ad0fd387-6e74-4125-893d-edd61f422492","2023-12-15","Biospecimen Type","Code","Code_491"
"http://www.cdisc.org","C49487","22ec3cde-d109-46f6-8d79-fdb3866f4a42","2023-12-15","No","Code","Code_492"
"http://www.cdisc.org","C49488","3d0a621e-49ae-4ebc-a579-58804f5a89ae","2023-12-15","Yes","Code","Code_493"
"http://www.cdisc.org","C83309","d16e3ec1-c7fb-4c28-b343-89215b8952d3","2023-12-15","Laboratory Test Fasting Status","Code","Code_494"
"http://www.cdisc.org","C64432","aa07fdef-5efb-4174-bc18-43e02ed5d9d2","2023-12-15","ALP","Code","Code_495"
"http://www.cdisc.org","C64467","8265c148-5929-41a0-b86a-1312596eba90","2023-12-15","AST","Code","Code_496"
"http://www.cdisc.org","C36292","d1617c66-5cc3-4cfb-be2b-9d5875ecfd69","2023-12-15","Laboratory Test Result","Code","Code_497"
"http://www.cdisc.org","C67456","0db1fdc1-2690-45ac-87a4-74e987b2c00c","2023-12-15","Unit per Liter","Code","Code_498"
"http://www.cdisc.org","C67397","ae8334fa-b4e7-4275-b462-17f6625b10f8","2023-12-15","Microkatal per Liter","Code","Code_499"
"http://www.cdisc.org","C67376","b5f326c4-a8b2-4c0f-9b3c-f6e3664307b0","2023-12-15","International Unit per Liter","Code","Code_500"
"http://www.cdisc.org","C67365","a7e1a90e-53be-4c7a-9d09-a3c029e0df61","2023-12-15","Unit of Catalytic Activity Concentration","Code","Code_501"
"http://www.cdisc.org","C70713","ab957e7c-ac64-4a13-afa2-50308670a47a","2023-12-15","Biospecimen Type","Code","Code_502"
"http://www.cdisc.org","C49487","f2139bce-85ef-4b21-bd77-02fbcd6dedc8","2023-12-15","No","Code","Code_503"
"http://www.cdisc.org","C49488","ad72142c-d03d-4adc-81fb-088fc30f6e18","2023-12-15","Yes","Code","Code_504"
"http://www.cdisc.org","C83309","22c70a9a-8c69-423b-90b2-621491b43019","2023-12-15","Laboratory Test Fasting Status","Code","Code_505"
"http://www.cdisc.org","C64467","c9ce58b2-cda0-4d07-9a3c-40f7273f5eb2","2023-12-15","AST","Code","Code_506"
"http://www.cdisc.org","C64547","ca9d9a20-feb9-45df-8fac-d29747c125e3","2023-12-15","CREAT","Code","Code_507"
"http://www.cdisc.org","C36292","dfd53c12-79dc-4c79-8da9-8904c9093e39","2023-12-15","Laboratory Test Result","Code","Code_508"
"http://www.cdisc.org","C67015","fc731a66-d235-4d00-aff7-5258e11a2edf","2023-12-15","Milligram per Deciliter","Code","Code_509"
"http://www.cdisc.org","C64572","501e974c-14b6-4fcf-9ebe-a91f1957b251","2023-12-15","Microgram per Milliliter","Code","Code_510"
"http://www.cdisc.org","C64387","73d2116e-e53a-46b4-9fbe-a26d5e691ac7","2023-12-15","Millimole per Liter","Code","Code_511"
"http://www.cdisc.org","C48508","ad941b35-ad14-41c2-8a76-6f1cd1675e05","2023-12-15","Micromole per Liter","Code","Code_512"
"http://www.cdisc.org","C48207","9a51cac1-7ca6-4936-84de-f39e7d14930a","2023-12-15","Unit of Concentration","Code","Code_513"
"http://www.cdisc.org","C70713","4399cf98-03db-4b2a-a17a-b71ff2c0dbb6","2023-12-15","Biospecimen Type","Code","Code_514"
"http://www.cdisc.org","C49487","cb30f6e9-703a-4c7b-b488-e0a385f26fd1","2023-12-15","No","Code","Code_515"
"http://www.cdisc.org","C49488","09118c96-e042-433a-bf9f-6dbecbde3123","2023-12-15","Yes","Code","Code_516"
"http://www.cdisc.org","C83309","18f20e8b-11ad-4cf2-ac32-2cbb2954f3eb","2023-12-15","Laboratory Test Fasting Status","Code","Code_517"
"http://www.cdisc.org","C64547","8e313f9d-be1f-4e02-a390-0e9429555750","2023-12-15","CREAT","Code","Code_518"
"http://www.cdisc.org","C64853","3148db37-1374-41f6-9c32-9f2f0cc41622","2023-12-15","K","Code","Code_519"
"http://www.cdisc.org","C36292","e9d46547-d761-4348-889b-20e6cbd5cdd5","2023-12-15","Laboratory Test Result","Code","Code_520"
"http://www.cdisc.org","C67474","e71a293a-3816-4ce4-91e9-6dbf2afabe0b","2023-12-15","Milliequivalent per Liter","Code","Code_521"
"http://www.cdisc.org","C67473","d44bc8dc-d815-49d9-8938-08701e6a1548","2023-12-15","Milliequivalent per Deciliter","Code","Code_522"
"http://www.cdisc.org","C64387","9d9907ab-a413-40b2-8cbd-58aaf2e90210","2023-12-15","Millimole per Liter","Code","Code_523"
"http://www.cdisc.org","C64567","1a04310f-2ce3-4e62-b175-4e98af192f42","2023-12-15","Molarity Unit","Code","Code_524"
"http://www.cdisc.org","C70713","c571295f-df51-40a6-90b8-5543aa6d3518","2023-12-15","Biospecimen Type","Code","Code_525"
"http://www.cdisc.org","C49487","b2a6b367-b70e-4931-8b36-26f07ec9631b","2023-12-15","No","Code","Code_526"
"http://www.cdisc.org","C49488","c6210b0b-0496-494e-b40a-bb06d1ebe057","2023-12-15","Yes","Code","Code_527"
"http://www.cdisc.org","C83309","fd2ca5bd-7ccd-452f-956c-e5b08a501470","2023-12-15","Laboratory Test Fasting Status","Code","Code_528"
"http://www.cdisc.org","C64853","df774214-aaec-4c50-8a20-7cc074088ea3","2023-12-15","K","Code","Code_529"
"http://www.cdisc.org","C64809","351f1bc2-6bce-4159-a3b4-dbedb094e8b3","2023-12-15","SODIUM","Code","Code_530"
"http://www.cdisc.org","C36292","1810e779-c7c4-402b-b06c-675db05cdf1e","2023-12-15","Laboratory Test Result","Code","Code_531"
"http://www.cdisc.org","C67474","016a4015-6f17-4dd0-be06-31da54bf15f6","2023-12-15","Milliequivalent per Liter","Code","Code_532"
"http://www.cdisc.org","C67473","b223b212-5f6e-4de2-a3d9-1eeb98fcab7c","2023-12-15","Milliequivalent per Deciliter","Code","Code_533"
"http://www.cdisc.org","C64387","a7e8ea86-abd5-48a3-a915-4cc1b463492a","2023-12-15","Millimole per Liter","Code","Code_534"
"http://www.cdisc.org","C64567","69322c0c-1329-49c6-acba-12b9a75c5b40","2023-12-15","Molarity Unit","Code","Code_535"
"http://www.cdisc.org","C70713","a12c06b9-e451-4896-995e-b0e1b34fdb0f","2023-12-15","Biospecimen Type","Code","Code_536"
"http://www.cdisc.org","C49487","29242221-a4d6-411c-a2d2-fed81e4d2584","2023-12-15","No","Code","Code_537"
"http://www.cdisc.org","C49488","67e0f32e-c279-43f7-8eb4-491e8d49cc06","2023-12-15","Yes","Code","Code_538"
"http://www.cdisc.org","C83309","1235bde6-ea89-4367-b465-beef5dc27001","2023-12-15","Laboratory Test Fasting Status","Code","Code_539"
"http://www.cdisc.org","C64809","0c89937a-3a3c-49ee-b0a9-bb0abb26d55a","2023-12-15","SODIUM","Code","Code_540"
"http://www.cdisc.org","C64849","165afddc-27b4-41fd-b3a8-a28ea07ec84e","2023-12-15","HBA1C","Code","Code_541"
"http://www.cdisc.org","C36292","47b6a2dc-8391-46e6-81db-5637f0114798","2023-12-15","Laboratory Test Result","Code","Code_542"
"http://www.cdisc.org","C64783","6702b6d3-637a-4582-a777-3da7d6885726","2023-12-15","Gram per Deciliter","Code","Code_543"
"http://www.cdisc.org","No Concept Code","101555f0-0f11-4276-87de-032f5cb1e713","2023-12-15","LBORRESU","Code","Code_544"
"http://www.cdisc.org","C70713","f0f7760a-4cdd-4d24-a74a-fd39332a3101","2023-12-15","Biospecimen Type","Code","Code_545"
"http://www.cdisc.org","C49487","80ae79b9-61fa-467d-a205-20c3d497fa2e","2023-12-15","No","Code","Code_546"
"http://www.cdisc.org","C49488","4ab87655-98a1-4cf7-9f87-fa24d7d925ce","2023-12-15","Yes","Code","Code_547"
"http://www.cdisc.org","C83309","5643a61a-a0c5-4a54-94b6-4511ce711c79","2023-12-15","Laboratory Test Fasting Status","Code","Code_548"
"http://www.cdisc.org","C64849","2fe795aa-b887-4592-bd54-29e4bd9ffedc","2023-12-15","HBA1C","Code","Code_549"
"http://www.cdisc.org","C78541","c340020f-714c-44bc-b41b-1bf547260976","2023-12-15","Adverse Event Verbatim Description","Code","Code_145"
"http://www.cdisc.org","C83344","d0aca196-fd09-44b4-b3c3-aa33d0c8edc2","2023-12-15","Adverse Event Dictionary Derived Term","Code","Code_146"
"http://www.cdisc.org","C49487","7286354b-3064-4977-89d6-432a543b4084","2023-12-15","No","Code","Code_147"
"http://www.cdisc.org","C49488","99acd9b7-9f78-47a8-bb76-3a3dc86ccabd","2023-12-15","Yes","Code","Code_148"
"http://www.cdisc.org","C87840","48d13431-93f8-4ffe-840e-3857f329bd8b","2023-12-15","Adverse Event Pre-specified","Code","Code_149"
"http://www.cdisc.org","C83205","22f132a1-5b2c-4454-b821-ca8ff1a40dd4","2023-12-15","Adverse Event Location","Code","Code_150"
"http://www.cdisc.org","C53253","65bc0b7b-95a6-40b1-a3cc-192b88b91e77","2023-12-15","Severity of Adverse Event","Code","Code_151"
"http://www.cdisc.org","C49487","7cd8abf0-afba-4f82-a555-7cba53cf746f","2023-12-15","No","Code","Code_152"
"http://www.cdisc.org","C49488","0437e2b0-ec94-4049-970b-9fdd0bd585c0","2023-12-15","Yes","Code","Code_153"
"http://www.cdisc.org","C53252","f6282e60-1d20-48e8-b247-f89ea67fa80f","2023-12-15","Seriousness of Adverse Event","Code","Code_154"
"http://www.cdisc.org","C83013","e91280b7-b248-4317-b9b9-569263fadf54","2023-12-15","Adverse Event Action Taken with Study Treatment","Code","Code_155"
"http://www.cdisc.org","C83109","f44a50c8-1c71-4603-b2bc-950ec58a6ebd","2023-12-15","Other Actions taken in Response to Adverse Event","Code","Code_156"
"http://www.cdisc.org","C41358","f93f1cf1-f819-4b10-a2d7-64d143dd2681","2023-12-15","Adverse Event Attribution to Product or Procedure","Code","Code_157"
"http://www.cdisc.org","C83210","18b06a71-afc9-4259-835b-7b3743b91a05","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code","Code_158"
"http://www.cdisc.org","C83208","f4492040-059d-4424-b0e3-dc00144ff00d","2023-12-15","Adverse Event Pattern","Code","Code_159"
"http://www.cdisc.org","C49489","a68dcdfa-edb6-4e89-be5f-6df59465ef61","2023-12-15","Adverse Event Outcome","Code","Code_160"
"http://www.cdisc.org","C49487","4389b759-0be9-477a-8d10-ffc716d9638f","2023-12-15","No","Code","Code_161"
"http://www.cdisc.org","C49488","1d8d3628-9304-4bd0-adfe-25f46e1536d5","2023-12-15","Yes","Code","Code_162"
"http://www.cdisc.org","C83211","e4a0a85f-5f98-4f82-8f70-8c977e7a41c5","2023-12-15","Adverse Event Involves Cancer","Code","Code_163"
"http://www.cdisc.org","C49487","75397a9a-74eb-4889-9d9b-9b7d22bb2686","2023-12-15","No","Code","Code_164"
"http://www.cdisc.org","C49488","15007a15-757e-47ed-809c-efef2114b348","2023-12-15","Yes","Code","Code_165"
"http://www.cdisc.org","C83117","65faf06b-2cac-4806-bfa8-64024fe4d3e4","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code","Code_166"
"http://www.cdisc.org","C49487","ec4bba85-02c5-4cb3-acca-689e859d801a","2023-12-15","No","Code","Code_167"
"http://www.cdisc.org","C49488","8e1bacc4-09b5-4780-b9ee-2f9e14495fd5","2023-12-15","Yes","Code","Code_168"
