"id","name","text","sectionNumber","uuid:ID","sectionTitle"
"NarrativeContent_17","SECTION 4.2.3","<div></div>","4.2.3","fd9a90a7-3cc3-4fec-91a2-65fe94764919","Other Trial Design Considerations"
"NarrativeContent_18","SECTION 4.3","<div></div>","4.3","d8d5f5cd-b07b-44ba-bcc1-c68bc94abca4","Access to Trial Intervention After End of Trial"
"NarrativeContent_19","SECTION 4.4","<div></div>","4.4","b328bed1-ee95-4268-88d0-3796f28e36a6","Start of Trial and End of Trial"
"NarrativeContent_20","SECTION 5","<div></div>","5","7e64f3a1-81f2-4606-a300-1ebd63a990a7","TRIAL POPULATION"
"NarrativeContent_21","SECTION 5.1","<div></div>","5.1","afd6a21d-7a2a-4d74-99bb-5065fa5cccbd","Selection of Trial Population"
"NarrativeContent_22","SECTION 5.2","<div></div>","5.2","cbf7b64e-d190-463c-b3a7-48fc1e93e28f","Rationale for Trial Population"
"NarrativeContent_23","SECTION 5.3","<div><p>Inclusion criteria are:</p>
<ul>
  <li>1. Something</li>
  <li>2. Something else</li>
</ul></div>","5.3","bceb1980-1cf6-495b-bbc8-d77e7c47b200","Inclusion Criteria"
"NarrativeContent_24","SECTION 5.4","<div><p>Exclusion criteria are:</p>
<ul>
  <li>1. Dont do this</li>
  <li>2. And don't do that</li>
</ul></div>","5.4","31331b20-2456-4cdc-a438-4a321aff83a0","Exclusion Criteria"
"NarrativeContent_25","SECTION 5.5","<div></div>","5.5","689d27c5-4dbe-4a29-8571-f47893cfe9e8","Lifestyle Considerations"
"NarrativeContent_26","SECTION 5.5.1","<div></div>","5.5.1","a26e4cd8-2468-45d9-9eeb-c8ddf02cba3c","Meals and Dietary Restrictions"
"NarrativeContent_27","SECTION 5.5.2","<div></div>","5.5.2","4266d58e-f938-4a3b-8f82-94bff844249e","Caffeine, Alcohol, Tobacco, and Other Habits"
"NarrativeContent_28","SECTION 5.5.3","<div></div>","5.5.3","b270b8a0-8dbf-4bfe-8c32-46dbaaedbc1a","Physical Activity"
"NarrativeContent_29","SECTION 5.5.4","<div></div>","5.5.4","76af147c-22b2-4a3d-8c34-231c63568707","Other Activity"
"NarrativeContent_30","SECTION 5.6","<div></div>","5.6","c5e5a117-242d-4a95-9ab1-e22d2d0f1583","Screen Failures"
"NarrativeContent_31","SECTION 6","<div></div>","6","02127183-4fbc-42e7-87d4-2cc8bdf7522f","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"NarrativeContent_32","SECTION 6.1","<div></div>","6.1","7947cd7a-a338-470c-a71d-e9d6ade7af2f","Description of Trial Intervention"
"NarrativeContent_33","SECTION 6.2","<div></div>","6.2","882ad21a-96e3-46ad-afd6-65a97648e456","Rationale for Trial Intervention"
"NarrativeContent_34","SECTION 6.3","<div></div>","6.3","a1391082-831f-4ae7-8510-349d4072d05a","Dosing and Administration"
"NarrativeContent_35","SECTION 6.3.1","<div></div>","6.3.1","c8a5610e-2345-4741-a293-6ce05bc04f06","Trial Intervention Dose Modification"
"NarrativeContent_36","SECTION 6.4","<div></div>","6.4","db010971-df7e-4d93-a9bf-603987463fcf","Treatment of Overdose"
"NarrativeContent_37","SECTION 6.5","<div></div>","6.5","10e6d1b6-f753-48e6-b2e7-62c03889af9c","Preparation, Handling, Storage and Accountability"
"NarrativeContent_38","SECTION 6.5.1","<div></div>","6.5.1","7a80f4a9-a6b9-4892-9b8e-9fa0381abfa9","Preparation of Trial Intervention"
"NarrativeContent_39","SECTION 6.5.2","<div></div>","6.5.2","08a6d3ef-2197-47cb-9b45-328f9196da33","Handling and Storage of Trial Intervention"
"NarrativeContent_40","SECTION 6.5.3","<div></div>","6.5.3","6b6681fe-2baf-4efc-b1e5-65ec41a00d2a","Accountability of Trial Intervention"
"NarrativeContent_41","SECTION 6.6","<div></div>","6.6","aa1aa721-8a71-48a0-8d73-ef1225b97bec","Participant Assignment, Randomisation and Blinding"
"NarrativeContent_42","SECTION 6.6.1","<div></div>","6.6.1","6c146194-e602-4e2a-a796-bf9a1fb8bbc3","Participant Assignment"
"NarrativeContent_43","SECTION 6.6.2","<div></div>","6.6.2","595221b5-1878-4ab2-9566-85fc18da6fec","Randomisation"
"NarrativeContent_44","SECTION 6.6.3","<div><p>Blinding and unblinding text here please</p></div>","6.6.3","23274549-2f10-442d-a630-a48f4ea38796","Blinding and Unblinding"
"NarrativeContent_45","SECTION 6.7","<div></div>","6.7","73daa64d-7f62-4257-bcdc-2bee9de4f764","Trial Intervention Compliance"
"NarrativeContent_46","SECTION 6.8","<div></div>","6.8","1f6f456a-0028-4e22-8602-936f6ce8a6c7","Concomitant Therapy"
"NarrativeContent_47","SECTION 6.8.1","<div></div>","6.8.1","755dca75-adba-4dc7-9af3-beda3a993df5","Prohibited Concomitant Therapy"
"NarrativeContent_48","SECTION 6.8.2","<div></div>","6.8.2","25f22410-acd5-4af5-bed6-c8f518222c97","Permitted Concomitant Therapy"
"NarrativeContent_49","SECTION 6.8.3","<div></div>","6.8.3","8fde9801-86b6-4d05-b297-d8a61add1276","Rescue Therapy"
"NarrativeContent_50","SECTION 6.8.4","<div></div>","6.8.4","a727cc7d-b4ea-4078-8c10-ca4564f662c5","Other Therapy"
"NarrativeContent_51","SECTION 7","<div></div>","7","080a1f58-4f4c-426a-8035-0e2337a3b882","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"NarrativeContent_52","SECTION 7.1","<div></div>","7.1","13f311d5-921b-40fb-bc5e-4dbc2d6c90d2","Discontinuation of Trial Intervention"
"NarrativeContent_53","SECTION 7.1.1","<div></div>","7.1.1","1d059543-b96c-4cb7-a506-d876a7c4fdf2","Criteria for Permanent Discontinuation of Trial Intervention"
"NarrativeContent_54","SECTION 7.1.2","<div></div>","7.1.2","38bfe862-0cb8-4eb1-b5e9-f22d78490181","Temporary Discontinuation or Interruption of Trial Intervention"
"NarrativeContent_55","SECTION 7.1.3","<div></div>","7.1.3","ddb616a2-1244-4277-aaba-9118e46dcf95","Rechallenge"
"NarrativeContent_56","SECTION 7.2","<div></div>","7.2","0ea51053-b6ef-4171-b689-4634235621b1","Participant Withdrawal from the Trial"
"NarrativeContent_57","SECTION 7.3","<div></div>","7.3","a128395c-a613-452a-9d90-2201865b47d2","Lost to Follow-Up"
"NarrativeContent_58","SECTION 7.4","<div></div>","7.4","d433be57-a600-4bcc-b012-d999496fe163","Trial Stopping Rules"
"NarrativeContent_59","SECTION 8","<div></div>","8","9ec56ba9-3d57-41d2-9ce4-6c18a285ae7e","TRIAL ASSESSMENTS AND PROCEDURES"
"NarrativeContent_60","SECTION 8.1","<div></div>","8.1","a01c2b31-8531-4e34-ab6c-144b18b4ee3a","Screening/Baseline Assessments and Procedures"
"NarrativeContent_61","SECTION 8.2","<div></div>","8.2","73ccefb9-f604-43f3-ba12-5775b2e49f30","Efficacy Assessments and Procedures"
"NarrativeContent_62","SECTION 8.3","<div></div>","8.3","54067e74-b093-4a7e-a3ec-f7fbbddb6560","Safety Assessments and Procedures"
"NarrativeContent_63","SECTION 8.3.1","<div></div>","8.3.1","e3c5d471-685b-4c34-b514-5fdbefcc5e1e","Physical Examination"
"NarrativeContent_64","SECTION 8.3.2","<div></div>","8.3.2","1e355245-9d19-4940-8fa5-4c1026147616","Vital Signs"
"NarrativeContent_65","SECTION 8.3.3","<div></div>","8.3.3","c062a30b-a155-4a74-8f5b-92d72e8c4e7e","Electrocardiograms"
"NarrativeContent_66","SECTION 8.3.4","<div></div>","8.3.4","e40b56a3-2c4c-4b44-9ee8-72fe6bd560c8","Clinical Laboratory Assessments"
"NarrativeContent_67","SECTION 8.3.5","<div></div>","8.3.5","737da317-ee8e-45ee-8fe2-30d36fc584f2","Suicidal Ideation and Behaviour Risk Monitoring"
"NarrativeContent_68","SECTION 8.4","<div></div>","8.4","d690b603-338b-4bc5-a5ac-af1f43b07307","Adverse Events and Serious Adverse Events"
"NarrativeContent_69","SECTION 8.4.1","<div></div>","8.4.1","eaa7a898-0dab-4094-bfd9-beb8e549b50a","Definitions of AE and SAE"
"NarrativeContent_70","SECTION 8.4.2","<div></div>","8.4.2","99ac5926-436d-498d-816f-74b747eb1389","Time Period and Frequency for Collecting AE and SAE Information"
"NarrativeContent_71","SECTION 8.4.3","<div></div>","8.4.3","cef03eba-011d-4ceb-903c-a03a11f61682","Identifying AEs and SAEs"
"NarrativeContent_72","SECTION 8.4.4","<div></div>","8.4.4","babe7154-6e6a-41f8-967c-85b18203dc03","Recording of AEs and SAEs"
"NarrativeContent_73","SECTION 8.4.5","<div></div>","8.4.5","06605f4f-bea5-4e3c-bec5-911866a94190","Follow-up of AEs and SAEs"
"NarrativeContent_74","SECTION 8.4.6","<div></div>","8.4.6","c1d9f34f-c74e-40ea-935d-bbf44f3cff05","Reporting of SAEs"
"NarrativeContent_75","SECTION 8.4.7","<div></div>","8.4.7","ec5d2435-0ad3-4103-a7b7-b8113628a988","Regulatory Reporting Requirements for SAEs"
"NarrativeContent_76","SECTION 8.4.8","<div></div>","8.4.8","d0e2d660-2a03-4a50-bffc-47797c1082d5","Serious and Unexpected Adverse Reaction Reporting"
"NarrativeContent_77","SECTION 8.4.9","<div></div>","8.4.9","5daa3c14-0cf8-4de5-bab9-4bb7cde4fbc9","Adverse Events of Special Interest"
"NarrativeContent_78","SECTION 8.4.10","<div></div>","8.4.10","91c24d4d-613b-475b-a0eb-39b728714572","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"NarrativeContent_79","SECTION 8.5","<div></div>","8.5","25e2c962-56a7-4ee4-91c7-c9407c964d9b","Pregnancy and Postpartum Information"
"NarrativeContent_80","SECTION 8.5.1","<div></div>","8.5.1","7081e251-142c-4eaf-b892-8ec58515d020","Participants Who Become Pregnant During the Trial"
"NarrativeContent_81","SECTION 8.5.2","<div></div>","8.5.2","f75f4d0d-6263-485e-9e3f-8ec91d19310d","Participants Whose Partners Become Pregnant"
"NarrativeContent_82","SECTION 8.6","<div></div>","8.6","09170b7e-915d-4e3c-89c7-47d1b09a9d6b","Medical Device Product Complaints for Drug/Device Combination Products"
"NarrativeContent_83","SECTION 8.6.1","<div></div>","8.6.1","9a901599-a5f0-4df2-a97b-44e5129139d7","Definition of Medical Device Product Complaints"
"NarrativeContent_84","SECTION 8.6.2","<div></div>","8.6.2","adcb8e06-28ae-4333-9bef-7a788d977b0d","Recording of Medical Device Product Complaints"
"NarrativeContent_85","SECTION 8.6.3","<div></div>","8.6.3","37d0ad83-a813-4179-8240-65c0bf41dbb9","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"NarrativeContent_86","SECTION 8.6.4","<div></div>","8.6.4","cd32fa62-0e1c-4c79-9428-6bcac3344ce9","Follow-Up of Medical Device Product Complaints"
"NarrativeContent_87","SECTION 8.6.5","<div></div>","8.6.5","237d9e20-c907-4c5b-bbee-278fd205962f","Regulatory Reporting Requirements for Medical Device Product Complaints"
"NarrativeContent_88","SECTION 8.7","<div></div>","8.7","74325690-32c3-47dd-89a9-084190844210","Pharmacokinetics"
"NarrativeContent_89","SECTION 8.8","<div></div>","8.8","364d2118-9742-4357-a992-02a344d5cb9f","Genetics"
"NarrativeContent_90","SECTION 8.9","<div></div>","8.9","f7c8cf90-a8ec-4890-b273-5f2fdd726e98","Biomarkers"
"NarrativeContent_91","SECTION 8.1","<div></div>","8.1","2353e70b-3892-4f7f-97c0-318511766053","Immunogenicity Assessments"
"NarrativeContent_92","SECTION 8.1.1","<div></div>","8.1.1","529daf94-98e7-4115-88ae-291f0ae50c83","Medical Resource Utilisation and Health Economics"
"NarrativeContent_93","SECTION 9","<div></div>","9","2edd69da-1122-4785-a4f2-a8d73dc637c8","STATISTICAL CONSIDERATIONS"
"NarrativeContent_94","SECTION 9.1","<div></div>","9.1","693f466a-ea34-4cc0-a79a-ea085c74b0a0","Analysis Sets"
"NarrativeContent_95","SECTION 9.2","<div></div>","9.2","cadeaea1-0784-4866-95f6-6ac750ab8c6c","Analyses Supporting Primary Objective(s)"
"NarrativeContent_96","SECTION 9.2.1","<div></div>","9.2.1","f2ffb436-e7ab-4584-8c1c-82490d1ce09d","Statistical Model, Hypothesis, and Method of Analysis"
"NarrativeContent_97","SECTION 9.2.2","<div></div>","9.2.2","22b3b3ef-7cc2-40cd-aa11-043e08e63dfd","Handling of Intercurrent Events of Primary Estimand(s)"
"NarrativeContent_98","SECTION 9.2.3","<div></div>","9.2.3","673f1b86-2778-4be7-8626-8b6ea33b4943","Handling of Missing Data"
"NarrativeContent_99","SECTION 9.2.4","<div></div>","9.2.4","599841ed-6b6e-4950-9dde-157bbf9599ee","Sensitivity Analysis"
"NarrativeContent_100","SECTION 9.2.5","<div></div>","9.2.5","53780390-7492-47d0-8f31-8902ee96e710","Supplementary Analysis"
"NarrativeContent_101","SECTION 9.3","<div></div>","9.3","588a0c4d-02b0-4e44-ad24-35823b201233","Analysis Supporting Secondary Objective(s)"
"NarrativeContent_102","SECTION 9.4","<div></div>","9.4","463c3b00-d8b6-43e4-9ac0-8baf02bbaabf","Analysis of Exploratory Objective(s)"
"NarrativeContent_103","SECTION 9.5","<div></div>","9.5","33a1e636-3f0c-42c5-be8c-0f0b3ed81eb2","Safety Analyses"
"NarrativeContent_104","SECTION 9.6","<div></div>","9.6","43b0e3c7-096e-4654-ba27-ddb21cb5da99","Other Analyses"
"NarrativeContent_105","SECTION 9.7","<div></div>","9.7","c74ca3bc-8e06-4643-b14c-bf938b02578f","Interim Analyses"
"NarrativeContent_106","SECTION 9.8","<div></div>","9.8","fd250310-22f7-4e88-808e-376182b8526a","Sample Size Determination"
"NarrativeContent_107","SECTION 9.9","<div></div>","9.9","655a1b1f-a398-4d9d-9fcc-9f5dbfda13d7","Protocol Deviations"
"NarrativeContent_108","SECTION 10","<div></div>","10","fdcefd59-0970-491f-988e-b6ecaa4857b2","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"NarrativeContent_109","SECTION 10.1","<div></div>","10.1","db6ac813-605e-438c-b031-9e18dbb0790e","Regulatory and Ethical Considerations"
"NarrativeContent_110","SECTION 10.2","<div></div>","10.2","298ca385-05cf-42ff-acdc-3f75e64b5e86","Committees"
"NarrativeContent_111","SECTION 10.3","<div></div>","10.3","118a5b17-b45b-447b-8fdb-6bb0019471f0","Informed Consent Process"
"NarrativeContent_112","SECTION 10.4","<div></div>","10.4","cc364538-8517-4f09-a2e3-3a5b7e79c889","Data Protection"
"NarrativeContent_113","SECTION 10.5","<div></div>","10.5","f54179d1-b167-4f9b-a1cb-c0df9204c1ce","Early Site Closure or Trial Termination"
"NarrativeContent_114","SECTION 11","<div></div>","11","44e12246-2315-468c-9b9c-ea7e45be8078","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"NarrativeContent_115","SECTION 11.1","<div></div>","11.1","2988bf45-83e0-4024-8141-5dff3121060e","Quality Tolerance Limits"
"NarrativeContent_116","SECTION 11.2","<div></div>","11.2","60a35ec3-db6f-4e85-bcf5-86a0690828c7","Data Quality Assurance"
"NarrativeContent_117","SECTION 11.3","<div></div>","11.3","08cd2fa6-9e14-49fd-8569-7554e002a4e7","Source Data"
"NarrativeContent_118","SECTION 12","<div></div>","12","3e98cdf0-8dbd-403e-a98c-7d33c164adf4","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"NarrativeContent_119","SECTION 12.1","<div></div>","12.1","f77c9160-bf88-4cc8-8a1b-1c5053239e80","Further Details and Clarifications on the AE Definition"
"NarrativeContent_120","SECTION 12.2","<div></div>","12.2","e1ecafb9-8520-49d8-9908-9c6f451177f7","Further Details and Clarifications on the SAE Definition"
"NarrativeContent_121","SECTION 12.3","<div></div>","12.3","37536b48-7229-45d3-a8f2-e9168eafba95","Severity"
"NarrativeContent_122","SECTION 12.4","<div></div>","12.4","6a48ddbe-da33-4a15-b939-3db3515695b9","Causality"
"NarrativeContent_123","SECTION 13","<div></div>","13","1d52d642-cf85-4207-8f74-c0d1a34eaed2","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"NarrativeContent_124","SECTION 13.1","<div></div>","13.1","ec02011c-69fd-48e1-b2b1-ef0348e57a80","Contraception and Pregnancy Testing"
"NarrativeContent_125","SECTION 13.1.1","<div></div>","13.1.1","3140276a-781f-4b9c-96de-c6ecddde38e0","Definitions Related to Childbearing Potential"
"NarrativeContent_126","SECTION 13.1.2","<div></div>","13.1.2","1b3ef6c7-93b2-45d8-958d-585b67abbf01","Contraception"
"NarrativeContent_127","SECTION 13.1.3","<div></div>","13.1.3","3c44637e-42e4-4b12-ab12-186daac4979b","Pregnancy Testing"
"NarrativeContent_128","SECTION 13.2","<div></div>","13.2","cd9988bb-db68-425d-afaa-f4bcbb07df85","Clinical Laboratory Tests"
"NarrativeContent_129","SECTION 13.3","<div></div>","13.3","c4eeff13-4333-477c-afe5-00b04fe3d589","Country/Region-Specific Differences"
"NarrativeContent_130","SECTION 13.4","<div></div>","13.4","bde864c3-c2c3-4191-9bd6-911c49b39b0d","Prior Protocol Amendments"
"NarrativeContent_131","SECTION 14","<div></div>","14","939065ef-dde1-4b1b-b1e9-405949d81fd1","APPENDIX: GLOSSARY OF TERMS"
"NarrativeContent_132","SECTION 15","<div></div>","15","c18c907b-01c4-495c-b84f-7f2457d89201","APPENDIX: REFERENCES"
