"isRequired","name","datatype","uuid:ID","instanceType","isEnabled","id","label"
"True","LBSPEC","","f63f003f-8b34-442d-b03a-013f926945cd","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","LBSPEC"
"True","LBFAST","","89e92ad4-33dc-4be6-8d3f-a70974d65620","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","LBFAST"
"True","LBTESTCD","","e6a9462e-0e27-4ad4-851f-733c1905586d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","LBTESTCD"
"True","LBORRES","float","6012c52a-6e05-4b0e-8ce2-796f43a2ff7f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","LBORRES"
"True","LBORRESU","","66319bd5-cbaa-44db-a999-c4606df7171c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","LBORRESU"
"True","LBSPEC","","fea9e292-484f-4a65-9083-784129e570e3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","LBSPEC"
"True","LBFAST","","abbc045a-e71f-4456-990a-ee9b8444cf2f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","LBFAST"
"True","LBTESTCD","","f4bf7eef-6c15-4839-a0d3-65e9fb886e51","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","LBTESTCD"
"True","LBORRES","float","72acb528-5f96-4f42-8082-43e8840063fd","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","LBORRES"
"True","LBORRESU","","a134385f-55f1-4c2a-be11-a444744e0e3c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","LBORRESU"
"True","LBSPEC","","ce0377ef-7e45-4e91-8892-c4070548e17c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","LBSPEC"
"True","LBFAST","","a611fc25-465d-40e2-9ddb-d0cae0c85a69","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","LBFAST"
"True","VSTESTCD","","6defc156-9393-405c-a071-7a4732cbb3bc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","VSTESTCD"
"True","VSORRES","integer","b95172a4-357a-4360-85e7-13dafade96ba","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","VSORRES"
"True","VSORRESU","","5241a043-b878-4d45-9130-3a11a6b007c3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","VSORRESU"
"True","VSPOS","","4356ae5c-3022-45a0-8016-4cb5292cc15b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","VSPOS"
"True","VSLOC","","dffb892e-0815-4935-a523-2fab229e730d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","VSLOC"
"True","VSLAT","","5c393191-36ce-4a42-bc58-53ba3b74be77","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","VSLAT"
"True","VSTESTCD","","13123451-b382-43c7-a66e-9a5fbd94fced","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","VSTESTCD"
"True","VSORRES","integer","2696ca3a-2692-4c54-9a8a-889e9324c8ff","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","VSORRES"
"True","VSORRESU","","4af2f6ee-956f-4539-b71b-906887acedbb","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","VSORRESU"
"True","VSPOS","","3be8527d-fb94-4f8c-973c-42fa8308904b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","VSPOS"
"True","VSLOC","","97115a77-3f1d-48f5-a0ca-c4d3e69e9d52","BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","VSLOC"
"True","VSLAT","","82c144bd-0bec-4814-95fb-c0acaa018528","BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","VSLAT"
"True","VSTESTCD","","ee5d6740-4c4a-4dfa-a29c-3b4211f4b57f","BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","VSTESTCD"
"True","VSORRES","integer","31017519-39b6-46b7-9d71-c3b77797903b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","VSORRES"
"True","VSORRESU","","3c75761d-7c1f-450b-998b-fc76b8827c69","BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","VSORRESU"
"True","VSPOS","","6506c8b2-839b-4dff-8e6b-9e7048ed4e94","BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","VSPOS"
"True","VSLOC","","3570ff58-75b6-4134-b9b3-b2b28252a3f2","BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","VSLOC"
"True","VSLAT","","670c9d1f-76c2-4294-a2a7-c32539a750b7","BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","VSLAT"
"True","VSTESTCD","","83a801d3-1849-4e8c-8901-e49f6ccc474e","BiomedicalConceptProperty","True","BiomedicalConceptProperty_98","VSTESTCD"
"True","VSORRES","integer","4e29ab5c-57db-4006-b8b9-bd5d3c2ac5a9","BiomedicalConceptProperty","True","BiomedicalConceptProperty_99","VSORRES"
"True","VSORRESU","","509eb368-8743-469b-ac42-288394047b17","BiomedicalConceptProperty","True","BiomedicalConceptProperty_100","VSORRESU"
"True","VSPOS","","9f2076c1-1e05-4414-8b69-531af1c59891","BiomedicalConceptProperty","True","BiomedicalConceptProperty_101","VSPOS"
"True","VSLOC","","40726417-448d-486c-8e28-76a1cd635c9c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","VSLOC"
"True","VSLAT","","6bd2a710-15a7-4e52-ac9d-29ed822d3a1a","BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","VSLAT"
"True","VSTESTCD","","04fdf873-bd4b-4747-b06f-a7cc37bf1e8b","BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","VSTESTCD"
"True","VSORRES","integer","bc611368-95f8-4b07-b8b4-ed8bb095d19c","BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","VSORRES"
"True","VSORRESU","","a0400a3c-782a-4923-a99e-d8bcf45302df","BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","VSORRESU"
"True","VSPOS","","05b18475-2a8b-4e91-9dbf-09200a996554","BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","VSPOS"
"True","VSLOC","","2c64f3b9-27fe-4885-af69-b758e584c4a3","BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","VSLOC"
"True","VSLAT","","869b8e8c-607b-4ee9-8a59-2ad1a690b87d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","VSLAT"
"True","VSTESTCD","","f15c9f99-c10b-49d4-bd97-dfd6468f85ee","BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","VSTESTCD"
"True","VSORRES","integer","2d3c926a-980b-4856-bdc0-899615e84192","BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","VSORRES"
"True","VSORRESU","","5ee34358-b8c6-46ce-8e85-2fbe5898e1fe","BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","VSORRESU"
"True","VSPOS","","2f1d4aa0-faf4-4bc4-85e4-08eac067e3fc","BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","VSPOS"
"True","VSLOC","","934e668b-8388-488e-9f35-90c1d743c351","BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","VSLOC"
"True","VSLAT","","d7afb3a9-97e5-4c61-b882-5e5dd365e35d","BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","VSLAT"
