"text","id","sectionNumber","sectionTitle","name","uuid:ID"
"<div></div>","NarrativeContent_50","6.8.4","Other Therapy","SECTION 6.8.4","41660c32-d28e-4a9c-bfc5-5c615acec044"
"<div></div>","NarrativeContent_51","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","d45405c5-89b2-43da-8a33-ee36f0dc3641"
"<div></div>","NarrativeContent_52","7.1","Discontinuation of Trial Intervention","SECTION 7.1","f42490d3-c9b3-4a98-b770-a278310f64c1"
"<div></div>","NarrativeContent_53","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","9fe5aad5-9a37-4ae3-9ff2-8f5671fdc03e"
"<div></div>","NarrativeContent_54","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","da82819b-1526-44ae-8df1-57f9051270f5"
"<div></div>","NarrativeContent_55","7.1.3","Rechallenge","SECTION 7.1.3","7492a2bf-bae2-4178-a3d7-d49c9d4324ff"
"<div></div>","NarrativeContent_56","7.2","Participant Withdrawal from the Trial","SECTION 7.2","7b6a5255-21b9-440e-bd05-7f6bb7158083"
"<div></div>","NarrativeContent_57","7.3","Lost to Follow-Up","SECTION 7.3","05ab7a35-ccaf-4739-bc34-946b6b0ac076"
"<div></div>","NarrativeContent_58","7.4","Trial Stopping Rules","SECTION 7.4","460efaa6-386e-41a1-a5b4-8e5694fc9b1f"
"<div></div>","NarrativeContent_59","8","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","3564081e-fe0b-431f-881a-7c4d9329958d"
"<div></div>","NarrativeContent_60","8.1","Screening/Baseline Assessments and Procedures","SECTION 8.1","c93555ec-31ad-4c00-8101-9b490db4f63c"
"<div></div>","NarrativeContent_61","8.2","Efficacy Assessments and Procedures","SECTION 8.2","66322c72-6f54-46c1-a19c-b435ecfd7ef0"
"<div></div>","NarrativeContent_62","8.3","Safety Assessments and Procedures","SECTION 8.3","e4674483-08d9-4be8-9dbb-e22e0029097a"
"<div></div>","NarrativeContent_63","8.3.1","Physical Examination","SECTION 8.3.1","e0092042-26ca-4ec2-9cfa-4f85e7b94dae"
"<div></div>","NarrativeContent_64","8.3.2","Vital Signs","SECTION 8.3.2","802d58f5-13b1-4314-9efb-24c1c172097d"
"<div></div>","NarrativeContent_65","8.3.3","Electrocardiograms","SECTION 8.3.3","ae364449-41d7-4e15-9aaf-8205052bb774"
"<div></div>","NarrativeContent_66","8.3.4","Clinical Laboratory Assessments","SECTION 8.3.4","daafcd95-2de8-4073-b63e-d6f24a3c309e"
"<div></div>","NarrativeContent_67","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","2dd6d453-a701-4b06-b43f-10a20f87178a"
"<div></div>","NarrativeContent_68","8.4","Adverse Events and Serious Adverse Events","SECTION 8.4","ed7cd6a0-99c2-4d0f-8bb4-7c7a2a0c85a5"
"<div></div>","NarrativeContent_69","8.4.1","Definitions of AE and SAE","SECTION 8.4.1","a539ab4b-f991-4096-bfed-a6b39003be86"
"<div></div>","NarrativeContent_70","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","1f710835-4768-4756-9415-bab8bf3b050c"
"<div></div>","NarrativeContent_71","8.4.3","Identifying AEs and SAEs","SECTION 8.4.3","8c508a2e-5c65-41fa-b820-ebb4a481e756"
"<div></div>","NarrativeContent_72","8.4.4","Recording of AEs and SAEs","SECTION 8.4.4","a58d6be3-9ab5-4fa6-8e17-db5b5c6217ec"
"<div></div>","NarrativeContent_73","8.4.5","Follow-up of AEs and SAEs","SECTION 8.4.5","2bc77e4b-ce15-4018-92d6-5bf16a4242b5"
"<div></div>","NarrativeContent_74","8.4.6","Reporting of SAEs","SECTION 8.4.6","af78acb7-40ec-4b57-8b54-7280131279de"
"<div></div>","NarrativeContent_75","8.4.7","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","097fbf4d-454d-4249-8c48-b3a32a47775d"
"<div></div>","NarrativeContent_76","8.4.8","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","af6144bf-6200-4fa2-a991-388f5be3a3c5"
"<div></div>","NarrativeContent_77","8.4.9","Adverse Events of Special Interest","SECTION 8.4.9","7a0f0aef-8280-4c44-ac3b-c07cae8b8a6b"
"<div></div>","NarrativeContent_78","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","52fe2b1b-8bd5-4ea1-b611-abc1b49b3535"
"<div></div>","NarrativeContent_79","8.5","Pregnancy and Postpartum Information","SECTION 8.5","474dcd95-fbb4-491d-ae74-62a1c3310fc9"
"<div></div>","NarrativeContent_80","8.5.1","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","3b273f09-8bce-4a47-9589-8712169ae4ab"
"<div></div>","NarrativeContent_81","8.5.2","Participants Whose Partners Become Pregnant","SECTION 8.5.2","1f4e7631-c535-4ff2-840d-96942cd28cac"
"<div></div>","NarrativeContent_82","8.6","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","f7066cff-80b8-47f4-b24d-d5c01f334b82"
"<div></div>","NarrativeContent_83","8.6.1","Definition of Medical Device Product Complaints","SECTION 8.6.1","8b70e200-9343-4a87-9198-1efb488afe1b"
"<div></div>","NarrativeContent_84","8.6.2","Recording of Medical Device Product Complaints","SECTION 8.6.2","b4f0f321-44b9-470f-b01b-d27a05fa43bd"
"<div></div>","NarrativeContent_85","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","a985225b-577c-4162-a5db-01c1ef59b197"
"<div></div>","NarrativeContent_86","8.6.4","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","54b0fc78-34f0-4d80-be9b-54c5c48dcf6d"
"<div></div>","NarrativeContent_87","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","80162192-cdbb-42cd-bab9-0854258c8ea9"
"<div></div>","NarrativeContent_88","8.7","Pharmacokinetics","SECTION 8.7","fe15fb55-3494-4828-bd7a-9964c48d9c47"
"<div></div>","NarrativeContent_89","8.8","Genetics","SECTION 8.8","beeefd80-9d52-4b66-ac51-4febf1b6f8a7"
"<div></div>","NarrativeContent_90","8.9","Biomarkers","SECTION 8.9","5546b625-625d-441c-84c6-960b9193d9fe"
"<div></div>","NarrativeContent_91","8.1","Immunogenicity Assessments","SECTION 8.1","08478876-035d-403c-8c04-9846b44f4e8a"
"<div></div>","NarrativeContent_92","8.1.1","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","71df014a-88c8-4adb-af15-68968a3e103b"
"<div></div>","NarrativeContent_93","9","STATISTICAL CONSIDERATIONS","SECTION 9","6a830360-97c1-41dd-ad9a-8d3cff40e13e"
"<div></div>","NarrativeContent_94","9.1","Analysis Sets","SECTION 9.1","a9b4e1ba-d5ff-489d-a3a4-3f42cff50692"
"<div></div>","NarrativeContent_95","9.2","Analyses Supporting Primary Objective(s)","SECTION 9.2","b8bd771a-7ba3-42eb-970b-f0ecf7f26527"
"<div></div>","NarrativeContent_96","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","e0027511-c165-4920-87ae-9905c88c248a"
"<div></div>","NarrativeContent_97","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","ee8c72d8-98dc-47a4-8427-8fd8c6c638c5"
"<div></div>","NarrativeContent_98","9.2.3","Handling of Missing Data","SECTION 9.2.3","bb1d75f3-c515-4dfa-a793-d7f4707f7624"
"<div></div>","NarrativeContent_99","9.2.4","Sensitivity Analysis","SECTION 9.2.4","65247cc3-7fe3-432c-a20f-ef96770b315a"
"<div></div>","NarrativeContent_100","9.2.5","Supplementary Analysis","SECTION 9.2.5","e568a487-ff34-46ed-b7f1-b0351a796025"
"<div></div>","NarrativeContent_101","9.3","Analysis Supporting Secondary Objective(s)","SECTION 9.3","2a177446-7d05-45ba-b104-125b0fa25ee5"
"<div></div>","NarrativeContent_102","9.4","Analysis of Exploratory Objective(s)","SECTION 9.4","b2da7164-a422-4721-a398-6c36c2a0950d"
"<div></div>","NarrativeContent_103","9.5","Safety Analyses","SECTION 9.5","bdd63ec1-ced3-436f-97f4-2accb354abcb"
"<div></div>","NarrativeContent_104","9.6","Other Analyses","SECTION 9.6","09ef498e-869a-44e0-a004-992f913bb78b"
"<div></div>","NarrativeContent_105","9.7","Interim Analyses","SECTION 9.7","f72cc479-9e6e-46a2-9a60-555d786cf241"
"<div></div>","NarrativeContent_106","9.8","Sample Size Determination","SECTION 9.8","bee3298a-4741-42aa-9edb-09a8a37fb22c"
"<div></div>","NarrativeContent_107","9.9","Protocol Deviations","SECTION 9.9","e0187954-a58d-4dfe-9834-d5722adf2c92"
"<div></div>","NarrativeContent_108","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","1194b736-2f39-4198-b226-2aa2d3fd9df7"
"<div></div>","NarrativeContent_109","10.1","Regulatory and Ethical Considerations","SECTION 10.1","a4a4636d-4b5f-4ce0-bc5d-87607323f969"
"<div></div>","NarrativeContent_110","10.2","Committees","SECTION 10.2","5f983979-c8ec-482d-8df9-bebc656bc90f"
"<div></div>","NarrativeContent_111","10.3","Informed Consent Process","SECTION 10.3","cf4eaff0-1a46-4928-95da-2586f05789ad"
"<div></div>","NarrativeContent_112","10.4","Data Protection","SECTION 10.4","67ebfa31-ce92-4cb5-b1a2-802f57622237"
"<div></div>","NarrativeContent_113","10.5","Early Site Closure or Trial Termination","SECTION 10.5","afd94120-d7fc-4092-b69d-b70ce1dacd21"
"<div></div>","NarrativeContent_114","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","de518cd3-e19a-464d-a596-ef16c0a669a2"
"<div></div>","NarrativeContent_115","11.1","Quality Tolerance Limits","SECTION 11.1","99d2d15d-9f96-48ea-993b-0d2c90ced40f"
"<div></div>","NarrativeContent_116","11.2","Data Quality Assurance","SECTION 11.2","f8a64be4-2b0c-4784-967f-ac3f4844edba"
"<div></div>","NarrativeContent_117","11.3","Source Data","SECTION 11.3","12fbd73b-3230-424f-9e37-7370999df0ed"
"<div></div>","NarrativeContent_118","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","8b1ed893-dc3f-4bee-bc99-7a2fd8421484"
"<div></div>","NarrativeContent_119","12.1","Further Details and Clarifications on the AE Definition","SECTION 12.1","2664909d-56c8-47ca-bbe2-73bc2057a739"
"<div></div>","NarrativeContent_120","12.2","Further Details and Clarifications on the SAE Definition","SECTION 12.2","3e94cbbb-a651-41c7-b608-9cd320039c8d"
"<div></div>","NarrativeContent_121","12.3","Severity","SECTION 12.3","8242e887-aabc-48d7-8165-fa44aaf56f70"
"<div></div>","NarrativeContent_122","12.4","Causality","SECTION 12.4","27161bd8-877a-49e1-9694-327ab40ba537"
"<div></div>","NarrativeContent_123","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","81f40f6f-5cee-4376-a142-44f6eae9a5d2"
"<div></div>","NarrativeContent_124","13.1","Contraception and Pregnancy Testing","SECTION 13.1","147a1b39-96a1-4acd-a139-e42754964af3"
"<div></div>","NarrativeContent_125","13.1.1","Definitions Related to Childbearing Potential","SECTION 13.1.1","f7336d66-5bb5-4bed-95fc-14d5b45fae3d"
"<div></div>","NarrativeContent_126","13.1.2","Contraception","SECTION 13.1.2","e44f7c3a-81c8-46c7-a4f6-d809c183b360"
"<div></div>","NarrativeContent_127","13.1.3","Pregnancy Testing","SECTION 13.1.3","a79373d4-9fca-4f8e-a051-8610f290076e"
"<div></div>","NarrativeContent_128","13.2","Clinical Laboratory Tests","SECTION 13.2","c6ca58dd-88b7-448e-bd21-cc259e7c47dd"
"<div></div>","NarrativeContent_129","13.3","Country/Region-Specific Differences","SECTION 13.3","ab8ddcb3-981f-477a-bec9-ceaf86908abf"
"<div></div>","NarrativeContent_130","13.4","Prior Protocol Amendments","SECTION 13.4","10deaf43-5f2a-4ecd-8819-39bf5f60eaf3"
"<div></div>","NarrativeContent_131","14","APPENDIX: GLOSSARY OF TERMS","SECTION 14","b170a455-ef89-4617-961b-cfb0349a85f3"
"<div></div>","NarrativeContent_132","15","APPENDIX: REFERENCES","SECTION 15","d19b49ae-c902-43c0-a708-2835c34d8a8d"
