"instanceType","id","codeSystemVersion","code","decode","codeSystem","uuid:ID"
"Code","Code_102","2023-12-15","C51282","Clinic","http://www.cdisc.org","a24e09aa-c1ff-4940-a97e-70de99c43e2b"
"Code","Code_103","2023-12-15","C175574","In Person","http://www.cdisc.org","970c354e-f8f6-4bf2-980d-174505ccddff"
"Code","Code_104","2023-12-15","C171537","Telephone Call","http://www.cdisc.org","347a1a4c-ba29-43bd-a378-12c58e1567c6"
"Code","Code_105","2023-12-15","C25716","Visit","http://www.cdisc.org","a7aa3ea6-523a-423b-9c9c-1dc40aaee41d"
"Code","Code_106","2023-12-15","C51282","Clinic","http://www.cdisc.org","1454416a-7fd9-41a8-9122-2e31d19c0767"
"Code","Code_107","2023-12-15","C175574","In Person","http://www.cdisc.org","902988e7-5ac6-4e78-a911-c437ad516ecd"
"Code","Code_108","2023-12-15","C171537","Telephone Call","http://www.cdisc.org","a5307ad3-7e84-4a7a-8f02-4f4c4157b9d2"
"Code","Code_109","2023-12-15","C25716","Visit","http://www.cdisc.org","cce7321e-c0b6-43b3-8463-993015637f69"
"Code","Code_110","2023-12-15","C51282","Clinic","http://www.cdisc.org","d5fbf767-42b4-48ce-832a-fb42100e2ec1"
"Code","Code_111","2023-12-15","C175574","In Person","http://www.cdisc.org","c976bd17-f9fc-4c9d-a395-2e1f5f75e393"
"Code","Code_112","2023-12-15","C171537","Telephone Call","http://www.cdisc.org","d7f7b14a-d620-4299-8bb1-54fa22ff0937"
"Code","Code_113","2023-12-15","C25716","Visit","http://www.cdisc.org","be04cfac-15f9-47fc-bd66-e2bd3e993935"
"Code","Code_114","2023-12-15","C51282","Clinic","http://www.cdisc.org","db6a2995-5135-4fed-9756-b93ea67b22e0"
"Code","Code_115","2023-12-15","C175574","In Person","http://www.cdisc.org","ade2b01c-2fa9-4b5b-8173-3e552940d4c9"
"Code","Code_116","2023-12-15","C171537","Telephone Call","http://www.cdisc.org","3c85e9d3-bf61-4f4a-a631-a41e9c7d7d02"
"Code","Code_117","2023-12-15","C25716","Visit","http://www.cdisc.org","2864868e-6c98-4c95-80c1-6282d880d230"
"Code","Code_118","2023-12-15","C51282","Clinic","http://www.cdisc.org","f2bcc25e-486d-427b-baf9-cd8dde51b6ed"
"Code","Code_119","2023-12-15","C175574","In Person","http://www.cdisc.org","72e458db-b6c2-4414-b60e-1cb92aaf2f1e"
"Code","Code_120","2023-12-15","C25716","Visit","http://www.cdisc.org","9e022ce7-1a2e-4006-b87a-9408995e8ef4"
"Code","Code_121","2023-12-15","C51282","Clinic","http://www.cdisc.org","bd4a969c-6914-4f75-9123-d77dae587c16"
"Code","Code_122","2023-12-15","C175574","In Person","http://www.cdisc.org","2b9753f3-fc3c-48b8-9c3e-6e553ba5a8c8"
"Code","Code_80","January 31, 2018","383371000119108","CT of head without contrast","SNOMED","60cc299a-5013-444e-b27b-72cb9926a442"
"Code","Code_81","12","123","Subject Supine","SPONSOR","9ce8916b-dc10-4149-b19e-d759d0fc8ce8"
"Code","Code_82","12","124","Subject Standing","SPONSOR","0bf51f88-9329-4596-968e-067c52a255b6"
"Code","Code_429","2023-12-15","C82977","Dictionary-derived Term","http://www.cdisc.org","ada079f9-28a6-4313-8ccb-401b225d55ba"
"Code","Code_430","2023-12-15","C82571","Reported Event Term","http://www.cdisc.org","51d2e793-00ac-4042-bfc1-2b27ebe1796a"
"Code","Code_431","2023-12-15","C82517","Observation Start Date Time","http://www.cdisc.org","3b130c9d-40c8-4b5a-947e-9305afd8f226"
"Code","Code_432","2023-12-15","C16735","Informed Consent","http://www.cdisc.org","c9f34151-0f81-40f1-a3a1-431435136bf9"
"Code","Code_433","2023-12-15","C20197","Male","http://www.cdisc.org","3a4520c2-f9ef-4143-85b9-0a86165e9c24"
"Code","Code_434","2023-12-15","C16576","Female","http://www.cdisc.org","5d3e03f1-11af-4da5-8b56-8f92b576b643"
"Code","Code_435","2023-12-15","C28421","Sex","http://www.cdisc.org","05a2c397-3773-4381-bb9a-2201b9196ac4"
"Code","Code_436","2023-12-15","C28421","Sex","http://www.cdisc.org","785aae70-18df-413e-9542-4ba0d3167433"
"Code","Code_437","2023-12-15","C17049","Race","http://www.cdisc.org","7cd364ba-673e-42e3-81b5-7af5609b877c"
"Code","Code_438","2023-12-15","C17049","Race","http://www.cdisc.org","1ff1f6c8-e414-424b-a429-d4df19b9d8fe"
"Code","Code_439","2023-12-15","C174446","TEMP","http://www.cdisc.org","19fe34a1-335a-489c-a22e-214519e42b6a"
"Code","Code_440","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","b5579364-a4bb-4738-9a10-07b1c5b7ba85"
"Code","Code_441","2023-12-15","C42559","Degree Celsius","http://www.cdisc.org","316a2dba-74fd-4a15-a783-c5d8f9c365d1"
"Code","Code_442","2023-12-15","C44277","Degree Fahrenheit","http://www.cdisc.org","a94d78f3-e92e-45b3-8dac-9b194e93b0cb"
"Code","Code_443","2023-12-15","C42537","Kelvin","http://www.cdisc.org","dfe794e9-2b2c-41ae-82fe-e504f6866116"
"Code","Code_444","2023-12-15","C44276","Unit of Temperature","http://www.cdisc.org","ea380842-daec-48a4-b7f2-bb6b60d28c98"
"Code","Code_445","2023-12-15","C12674","Axilla","http://www.cdisc.org","534d9d82-5266-4c89-af33-d5d0569c03f8"
"Code","Code_446","2023-12-15","C12394","Ear","http://www.cdisc.org","4b463fc4-73dc-4164-9a20-143e5301f544"
"Code","Code_447","2023-12-15","C89803","Forehead","http://www.cdisc.org","9ffa2955-2dd5-4e49-94ef-358b6a57a01f"
"Code","Code_448","2023-12-15","C12421","Oral Cavity","http://www.cdisc.org","d72f4113-f0ec-47ca-ad3f-7eb301bc03b1"
"Code","Code_449","2023-12-15","C12390","Rectum","http://www.cdisc.org","af1fecc8-2669-4593-9237-88b89c87a669"
"Code","Code_450","2023-12-15","C13717","Anatomic Site","http://www.cdisc.org","288bb0da-d01d-44db-81bc-0babd7ef80cd"
"Code","Code_451","2023-12-15","C174446","TEMP","http://www.cdisc.org","4b2589a5-7a8f-4bb4-bac3-c87ed272b9b0"
"Code","Code_452","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","c170cd5d-7e0d-40bb-a7d8-973109943840"
"Code","Code_453","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","d360eac9-57eb-4da3-861c-ab13493fe25d"
"Code","Code_454","2023-12-15","C48531","Pound","http://www.cdisc.org","09847139-7cc6-4891-82f6-e39f6bda2e69"
"Code","Code_455","2023-12-15","C48155","Gram","http://www.cdisc.org","e0396af1-1ca7-4e77-845e-4cd34ebc8b09"
"Code","Code_456","2023-12-15","C28252","Kilogram","http://www.cdisc.org","bad2da78-f2bb-423a-9d20-51fe92b0daff"
"Code","Code_457","2023-12-15","C48208","Unit of Weight","http://www.cdisc.org","42de0fa7-a1a9-421d-90a0-fd600413b400"
"Code","Code_458","2023-12-15","C25208","WEIGHT","http://www.cdisc.org","a5024b95-2247-46cb-89fc-c3de19306bfb"
"Code","Code_459","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","06a4de90-9a06-455a-a5bd-e992bd0c98f4"
"Code","Code_460","2023-12-15","C77140","Clinical Test Result","http://www.cdisc.org","96daea84-d043-44ee-b0c7-ec2d7323ed91"
"Code","Code_461","2023-12-15","C49668","Centimeter","http://www.cdisc.org","f44030f6-d68a-45b3-b727-5ab2961f5027"
"Code","Code_462","2023-12-15","C48500","Inch","http://www.cdisc.org","df341196-86b1-4252-a055-21503cc08151"
"Code","Code_463","2023-12-15","C41139","Meter","http://www.cdisc.org","e8e9170f-bf41-443f-8329-01c30600c770"
"Code","Code_464","2023-12-15","C168688","Unit of Height","http://www.cdisc.org","5b9a2170-503e-4995-bade-b871fa5b235d"
"Code","Code_465","2023-12-15","C25347","HEIGHT","http://www.cdisc.org","26b23abe-a662-49bd-9dec-ea1f07888931"
"Code","Code_466","2023-12-15","C64433","ALT","http://www.cdisc.org","d134a1c2-2380-4fba-bf60-cef38ecc5231"
"Code","Code_467","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","a47d4f18-6bd7-4e97-a014-43ccae0fdd0f"
"Code","Code_468","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","179e0c54-5a76-48a2-9d9f-7ef103b2a0e1"
"Code","Code_469","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","c9223bda-63a7-4903-90ea-1faefacec185"
"Code","Code_470","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","2b4e6379-2446-4d89-a0e6-bd66deeb6db4"
"Code","Code_471","2023-12-15","C70510","Nanokatal per Liter","http://www.cdisc.org","eda340ee-8683-44f4-8e03-a9202e4b7049"
"Code","Code_472","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","ce34dfdc-d0e4-4d91-b63f-35b2fa0cce06"
"Code","Code_473","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","dfd295f7-d92e-4784-9e15-328332c38b81"
"Code","Code_474","2023-12-15","C49487","No","http://www.cdisc.org","17b8cd5e-1d92-48cb-b222-e8f0495018fd"
"Code","Code_475","2023-12-15","C49488","Yes","http://www.cdisc.org","bb0658b4-a56a-4fea-8451-9a36c6709770"
"Code","Code_476","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","a6f39080-a746-4ea2-a978-406d977678f6"
"Code","Code_477","2023-12-15","C64433","ALT","http://www.cdisc.org","9490b577-37d0-4f5a-a078-a0a9f7716c44"
"Code","Code_478","2023-12-15","C64431","ALB","http://www.cdisc.org","89169021-4ce4-4bb0-be75-2525e3c05030"
"Code","Code_479","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","060528fd-05c7-44be-b358-6266dee60d89"
"Code","Code_480","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","6aa7a166-cfc9-4c7c-92e2-f4d7bcacdff0"
"Code","Code_481","2023-12-15","C49487","No","http://www.cdisc.org","30696761-9089-4f8b-8e57-6713a2053820"
"Code","Code_482","2023-12-15","C49488","Yes","http://www.cdisc.org","fc06b429-aa7b-4e94-92ca-c2a7768b7887"
"Code","Code_483","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","fa0d7c22-1b72-4a92-a166-d4e407a4d9f7"
"Code","Code_484","2023-12-15","C64431","ALB","http://www.cdisc.org","c09e7f98-28a9-4948-b251-cd6fe1e7ac91"
"Code","Code_485","2023-12-15","C64432","ALP","http://www.cdisc.org","b9ba2d8a-530c-4e19-8e2a-d1ad83a1222d"
"Code","Code_486","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","4a092299-3735-4700-b8ad-480ea7828ddf"
"Code","Code_487","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","b13fe714-14c0-4458-81b0-2ae9d87be702"
"Code","Code_488","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","07f8292d-5fdc-4db1-a96b-9870aa01d815"
"Code","Code_489","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","ab7795d9-0f24-4f81-874f-07c36fcb5da6"
"Code","Code_490","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","7f4890ce-e8d9-4644-af03-005397203457"
"Code","Code_491","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","a187320c-143f-4a98-9074-5befe97a4b99"
"Code","Code_492","2023-12-15","C49487","No","http://www.cdisc.org","c7be8ec8-036e-44ee-b109-6b797dedb59e"
"Code","Code_493","2023-12-15","C49488","Yes","http://www.cdisc.org","2288d8ce-e5a0-44f4-89ce-32d1b5480cf5"
"Code","Code_494","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","07804557-e52e-45ff-bc9b-71645e39641c"
"Code","Code_495","2023-12-15","C64432","ALP","http://www.cdisc.org","94949fdc-c6fc-4cbf-ae11-be753eaeb593"
"Code","Code_496","2023-12-15","C64467","AST","http://www.cdisc.org","f7dc32a7-6dcb-4030-8e15-fa11b35b1a18"
"Code","Code_497","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","926d4873-9e1a-4b47-bb66-fc158f1e3681"
"Code","Code_498","2023-12-15","C67456","Unit per Liter","http://www.cdisc.org","a1b83a38-de13-4a72-bfc3-f6450606dd9c"
"Code","Code_499","2023-12-15","C67397","Microkatal per Liter","http://www.cdisc.org","4bda9b2b-68c9-40bd-bf6a-bef461ccd9bc"
"Code","Code_500","2023-12-15","C67376","International Unit per Liter","http://www.cdisc.org","16236dfe-597c-4ece-90db-cb0c947f2a90"
"Code","Code_501","2023-12-15","C67365","Unit of Catalytic Activity Concentration","http://www.cdisc.org","e3a85dc8-19b4-49f1-a292-735c3e2897d6"
"Code","Code_502","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","221b848b-16ac-48b0-ac51-a0655b477009"
"Code","Code_503","2023-12-15","C49487","No","http://www.cdisc.org","19e0d0da-6a34-4e89-948c-0c8fa5875add"
"Code","Code_504","2023-12-15","C49488","Yes","http://www.cdisc.org","dbe75042-0f15-43bf-a227-a744e3e50980"
"Code","Code_505","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","1a11375b-0902-4df5-a359-6756e3eb2da4"
"Code","Code_506","2023-12-15","C64467","AST","http://www.cdisc.org","eccc7290-bec6-4bd8-9264-d379ad34cd39"
"Code","Code_507","2023-12-15","C64547","CREAT","http://www.cdisc.org","78654688-ce1d-4503-8cc9-f1d9f465a19c"
"Code","Code_508","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","a220111e-84b4-4c35-9f9f-01f0579496e8"
"Code","Code_509","2023-12-15","C67015","Milligram per Deciliter","http://www.cdisc.org","f891612a-92cf-46be-bd84-7f32343c980c"
"Code","Code_510","2023-12-15","C64572","Microgram per Milliliter","http://www.cdisc.org","4ba19ac3-8fef-4c16-8f41-4fef2a1b5d8c"
"Code","Code_511","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","6428bc43-1d91-4c90-9715-899bbb0c95ae"
"Code","Code_512","2023-12-15","C48508","Micromole per Liter","http://www.cdisc.org","7bca697f-9b3a-4273-bb38-1dfe9d038429"
"Code","Code_513","2023-12-15","C48207","Unit of Concentration","http://www.cdisc.org","72b188e6-daaf-403e-8ebd-a89175d45ae5"
"Code","Code_514","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","ba12e472-5319-4475-a359-276c995ea152"
"Code","Code_515","2023-12-15","C49487","No","http://www.cdisc.org","47311693-25f3-46fd-b8aa-cba955937841"
"Code","Code_516","2023-12-15","C49488","Yes","http://www.cdisc.org","c06fff76-a699-40f0-a821-db4fefe22349"
"Code","Code_517","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","d682e538-eb76-4eca-b7e0-ea62f6f662ca"
"Code","Code_518","2023-12-15","C64547","CREAT","http://www.cdisc.org","f87cb28f-fdbc-4a68-af1f-2bf443d73d23"
"Code","Code_519","2023-12-15","C64853","K","http://www.cdisc.org","cce86aeb-6d5d-4830-8e3b-af410d6faa29"
"Code","Code_520","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","080eb8e1-65fe-45ef-bfdd-10ab8ddd1b48"
"Code","Code_521","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","30fad926-319e-4483-a396-f35f3d7866ec"
"Code","Code_522","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","b3fe1fec-1583-416b-87bd-b995e8af65c2"
"Code","Code_523","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","e1ca42ab-8c70-42d8-8fe0-0d11232c37fc"
"Code","Code_524","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","cc8b9d4c-50a9-484a-aca8-821eb80a6b26"
"Code","Code_525","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","f347f874-66e4-4f2f-ad7d-b1522d71b2b2"
"Code","Code_526","2023-12-15","C49487","No","http://www.cdisc.org","f7fa7ae4-0456-4b42-882d-050094ce3186"
"Code","Code_527","2023-12-15","C49488","Yes","http://www.cdisc.org","63b1ff42-3658-44f2-8e2c-73b3ea39b6a6"
"Code","Code_528","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","a9b73312-24b7-42bb-929e-cc72fe44ac41"
"Code","Code_529","2023-12-15","C64853","K","http://www.cdisc.org","9dd58508-2a2a-4a33-91a0-93cc7dbb386d"
"Code","Code_530","2023-12-15","C64809","SODIUM","http://www.cdisc.org","1eda2aa6-8c98-4d13-8524-216647b74567"
"Code","Code_531","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","eff92f98-abc8-47eb-b812-1992b0446a8a"
"Code","Code_532","2023-12-15","C67474","Milliequivalent per Liter","http://www.cdisc.org","6ae787ee-4a2a-4338-8b07-64c3dce37c50"
"Code","Code_533","2023-12-15","C67473","Milliequivalent per Deciliter","http://www.cdisc.org","f7420807-5f43-46ea-9c9e-af42233aea52"
"Code","Code_534","2023-12-15","C64387","Millimole per Liter","http://www.cdisc.org","7a63cc31-2a0f-4a94-90cc-f25ac066426f"
"Code","Code_535","2023-12-15","C64567","Molarity Unit","http://www.cdisc.org","8c8ead2f-1976-42a4-9769-799457b3d145"
"Code","Code_536","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","e7a0c098-c2c6-4659-80b8-ad62a5f913b4"
"Code","Code_537","2023-12-15","C49487","No","http://www.cdisc.org","8f28dea1-133e-4106-a421-d77eedcec561"
"Code","Code_538","2023-12-15","C49488","Yes","http://www.cdisc.org","f4023e14-27b0-450d-a8c0-a1343996d7e3"
"Code","Code_539","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","aa69aef9-9836-4a8f-8467-b0caad4aa116"
"Code","Code_540","2023-12-15","C64809","SODIUM","http://www.cdisc.org","4eb99b94-11c3-4344-ac21-c368dc24e426"
"Code","Code_541","2023-12-15","C64849","HBA1C","http://www.cdisc.org","9b10099a-121a-42af-8622-2641f92d6817"
"Code","Code_542","2023-12-15","C36292","Laboratory Test Result","http://www.cdisc.org","c82a8626-44a2-4ee2-b08b-59fec57cb3f1"
"Code","Code_543","2023-12-15","C64783","Gram per Deciliter","http://www.cdisc.org","3dc56b4c-f275-4950-8716-59541c0ababa"
"Code","Code_544","2023-12-15","No Concept Code","LBORRESU","http://www.cdisc.org","e0ef30c6-f710-403b-b416-fb825a0ce07e"
"Code","Code_545","2023-12-15","C70713","Biospecimen Type","http://www.cdisc.org","c1d70415-34d8-44a0-a78c-4abe96483dc0"
"Code","Code_546","2023-12-15","C49487","No","http://www.cdisc.org","c0dd83f4-8c56-4e65-8ca0-e97aa44b4683"
"Code","Code_547","2023-12-15","C49488","Yes","http://www.cdisc.org","205e04c7-fdd5-4103-9647-608871275985"
"Code","Code_548","2023-12-15","C83309","Laboratory Test Fasting Status","http://www.cdisc.org","6724cb13-3877-4360-958b-65bad6bddf10"
"Code","Code_549","2023-12-15","C64849","HBA1C","http://www.cdisc.org","f392cd13-8a2d-42bf-81ab-0b7b00b88813"
"Code","Code_145","2023-12-15","C78541","Adverse Event Verbatim Description","http://www.cdisc.org","0cf3cede-19ad-4286-bb1d-144f0469bab4"
"Code","Code_146","2023-12-15","C83344","Adverse Event Dictionary Derived Term","http://www.cdisc.org","0da13edf-0061-4d60-acf2-83091fd1666f"
"Code","Code_147","2023-12-15","C49487","No","http://www.cdisc.org","7d97bd4e-3b0d-4a79-a580-6ee64ce8da6d"
"Code","Code_148","2023-12-15","C49488","Yes","http://www.cdisc.org","e57b75a1-29b6-4db2-96e5-3eb3ceeb6c41"
"Code","Code_149","2023-12-15","C87840","Adverse Event Pre-specified","http://www.cdisc.org","999e6964-e29d-49b3-859b-0eac347711fd"
"Code","Code_150","2023-12-15","C83205","Adverse Event Location","http://www.cdisc.org","9bc1de97-d8a3-4cab-b602-5bbc00f97f14"
"Code","Code_151","2023-12-15","C53253","Severity of Adverse Event","http://www.cdisc.org","ae448cbf-e709-4cf0-8472-047272895b74"
"Code","Code_152","2023-12-15","C49487","No","http://www.cdisc.org","4eba2794-4175-4339-a2e4-a0442cd999e6"
"Code","Code_153","2023-12-15","C49488","Yes","http://www.cdisc.org","d1006c38-c5b8-48f1-ae64-f85a9a6e027c"
"Code","Code_154","2023-12-15","C53252","Seriousness of Adverse Event","http://www.cdisc.org","3b0a4814-ee8b-49dc-bef4-04751cd1b893"
"Code","Code_155","2023-12-15","C83013","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","11a231a9-eee7-4bb8-b327-1a1fe3edf7e6"
"Code","Code_156","2023-12-15","C83109","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","3f479cd2-3467-421c-87bd-97f2e3b50afc"
"Code","Code_157","2023-12-15","C41358","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","d97d8c48-11ed-4853-8549-3e7a5969001a"
"Code","Code_158","2023-12-15","C83210","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","f604cdee-f84e-4149-9d54-928aed59ec59"
"Code","Code_159","2023-12-15","C83208","Adverse Event Pattern","http://www.cdisc.org","d212308a-c33e-4d3c-ad53-e941f8d0b010"
"Code","Code_160","2023-12-15","C49489","Adverse Event Outcome","http://www.cdisc.org","803bdd08-5e03-4cbd-81d6-0d3b002842ea"
"Code","Code_161","2023-12-15","C49487","No","http://www.cdisc.org","a0bb6f12-e598-40ee-8998-4d401d56dd04"
"Code","Code_162","2023-12-15","C49488","Yes","http://www.cdisc.org","b20908f4-7f78-41d4-a171-fdd921965bd6"
"Code","Code_163","2023-12-15","C83211","Adverse Event Involves Cancer","http://www.cdisc.org","3089afb8-3da5-4cf6-88d3-fac116150582"
"Code","Code_164","2023-12-15","C49487","No","http://www.cdisc.org","229b6647-8887-437c-a3c7-aa66e26313f2"
"Code","Code_165","2023-12-15","C49488","Yes","http://www.cdisc.org","8b0e4076-9755-4060-a978-c499b1a65732"
"Code","Code_166","2023-12-15","C83117","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","5363f34c-8155-4de0-a1f4-0b20e983bce1"
"Code","Code_167","2023-12-15","C49487","No","http://www.cdisc.org","f3784716-195e-4f2a-8aef-7fcad65a13df"
"Code","Code_168","2023-12-15","C49488","Yes","http://www.cdisc.org","88cf1f8a-fe78-405a-9ccb-1dbde625017e"
