"id","name","label","uuid:ID","bcPropertyEnabled","bcPropertyRequired","bcPropertyResponseCodes","bcPropertyDatatype"
"BiomedicalConceptProperty_101","Laboratory Test Result","Laboratory Test Result","dc47eb8f-f027-4fd4-8296-2f28f1371159","True","True","[]","decimal"
"BiomedicalConceptProperty_102","Laboratory Test Fasting Status","Laboratory Test Fasting Status","307f3885-844d-4817-926b-2d9dacc8117a","True","True","[]","boolean"
"BiomedicalConceptProperty_103","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","8e1bb084-303b-4680-935c-fe0c9fd373b7","True","True","[]","string"
"BiomedicalConceptProperty_104","Biospecimen Type","Biospecimen Type","6a783687-6e67-4f11-b1c9-e6eec30a892f","True","True","[]","string"
"BiomedicalConceptProperty_105","Laboratory Test Result","Laboratory Test Result","c5db721a-a2f1-4e64-be27-c684941b97a7","True","True","[]","decimal"
"BiomedicalConceptProperty_106","Laboratory Test Fasting Status","Laboratory Test Fasting Status","8b519138-706c-451d-bba0-b3b2c39be5e4","True","True","[]","boolean"
"BiomedicalConceptProperty_107","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","6d0d9710-b391-4968-813d-65fe4a91266c","True","True","[]","string"
"BiomedicalConceptProperty_108","Biospecimen Type","Biospecimen Type","a3eacabd-bfc5-4b2c-a410-2874f53ff95d","True","True","[]","string"
"BiomedicalConceptProperty_109","Laboratory Test Result","Laboratory Test Result","044ab85c-962e-4d06-970b-5ebb9f5becbe","True","True","[]","string"
"BiomedicalConceptProperty_110","Laboratory Test Fasting Status","Laboratory Test Fasting Status","94760360-030c-4ef0-afba-6be25077d99e","True","True","[]","boolean"
"BiomedicalConceptProperty_111","Unit of Concentration","Unit of Concentration","a59b2ab0-7f4e-4cb2-aef8-17c05dd9d96f","True","True","[]","string"
"BiomedicalConceptProperty_112","Biospecimen Type","Biospecimen Type","fa89f44b-bf3b-40f6-9ae0-bea28fb53fdf","True","True","[]","string"
"BiomedicalConceptProperty_113","Laboratory Test Result","Laboratory Test Result","d0d62839-f0b9-4012-aeb3-98c095242974","True","True","[]","decimal"
"BiomedicalConceptProperty_114","Laboratory Test Fasting Status","Laboratory Test Fasting Status","820492dd-8d15-41fb-9995-bbe05ddd581b","True","True","[]","boolean"
"BiomedicalConceptProperty_115","Molarity Unit","Molarity Unit","5a3c429b-151f-4df3-923b-0613091d9e7c","True","True","[]","string"
"BiomedicalConceptProperty_116","Biospecimen Type","Biospecimen Type","3a101964-c159-437a-9636-53a124746dcb","True","True","[]","string"
"BiomedicalConceptProperty_117","Laboratory Test Result","Laboratory Test Result","d090a240-e240-43e2-a626-9d0e0bc49c30","True","True","[]","decimal"
"BiomedicalConceptProperty_118","Laboratory Test Fasting Status","Laboratory Test Fasting Status","499eb139-6ada-4542-8c2c-952c4fb2bca5","True","True","[]","boolean"
"BiomedicalConceptProperty_119","Molarity Unit","Molarity Unit","365a7c70-b6e9-4e67-8cae-b8c2b262b66d","True","True","[]","string"
"BiomedicalConceptProperty_120","Biospecimen Type","Biospecimen Type","086180fe-0e21-422a-ae2a-7eabe9c26cb9","True","True","[]","string"
"BiomedicalConceptProperty_1","Adverse Event Verbatim Description","Adverse Event Verbatim Description","2ce82d4d-ee48-492d-b4cf-3ebac9fccd1d","True","True","[]","string"
"BiomedicalConceptProperty_2","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","e81f27fd-98ef-4a9c-b29c-3ff85abf5766","True","True","[]","string"
"BiomedicalConceptProperty_3","Adverse Event Category","Adverse Event Category","c7a06fd7-3aee-467c-b3e5-c36e60f95de0","True","True","[]","string"
"BiomedicalConceptProperty_4","Adverse Event Subcategory","Adverse Event Subcategory","5e294582-f6c5-45b5-acc6-768f651a5edf","True","True","[]","string"
"BiomedicalConceptProperty_5","Adverse Event Pre-specified","Adverse Event Pre-specified","5f8f8cc8-d1f9-4fa4-ab43-7f7133dd4821","True","True","[]","boolean"
"BiomedicalConceptProperty_6","Severity of Adverse Event","Severity of Adverse Event","9a22a318-021d-469b-9ab7-28068010240c","True","True","[]","string"
"BiomedicalConceptProperty_7","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","80b9e349-3594-4432-98e8-11f72e38c5f1","True","True","[]","string"
"BiomedicalConceptProperty_8","Seriousness of Adverse Event","Seriousness of Adverse Event","cde1447a-3936-4538-ba0c-b7869075ad72","True","True","[]","boolean"
"BiomedicalConceptProperty_9","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","438a0f6a-4939-4b79-bef7-ddeed0cab794","True","True","","string"
"BiomedicalConceptProperty_10","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","41ec0329-e528-4de8-93c7-afe18baacdbd","True","True","[]","string"
"BiomedicalConceptProperty_11","Adverse Event Pattern","Adverse Event Pattern","9bcf28a9-fb71-41b7-afc9-813c8954cad7","True","True","[]","string"
"BiomedicalConceptProperty_12","Adverse Event Outcome","Adverse Event Outcome","770ee0ad-5f68-45c4-946c-b60188e9bd79","True","True","","string"
"BiomedicalConceptProperty_13","Adverse Event Start Date Time","Adverse Event Start Date Time","ea2202a3-e121-4e00-9d1a-813bb314fdb5","True","True","[]","datetime"
"BiomedicalConceptProperty_14","Adverse Event End Date Time","Adverse Event End Date Time","2c305cae-68a5-4d79-944d-1305bee6d47c","True","True","[]","datetime"
"BiomedicalConceptProperty_15","Vital Signs Result","Vital Signs Result","00fa32b8-3f13-4f9a-8a14-8ad393bb7672","True","True","[]","decimal"
"BiomedicalConceptProperty_16","Unit of Pressure","Unit of Pressure","2cd4eff6-8f9f-4ad8-85ff-9ee72a0ac58c","True","True","","string"
"BiomedicalConceptProperty_17","Vital Signs Location","Vital Signs Location","ab7f57d9-e2d3-451b-b17e-bc796bcfad69","True","True","[]","string"
"BiomedicalConceptProperty_18","Vital Signs Laterality","Vital Signs Laterality","20b9fe11-441a-478d-b23d-36d13f0906f0","True","True","[]","string"
"BiomedicalConceptProperty_19","Test Method","Test Method","b13cfe58-732f-4f98-a37b-76609cfc83c3","True","True","[]","string"
"BiomedicalConceptProperty_20","Vital Signs Position","Vital Signs Position","402d24cf-60b1-45ae-9879-35dea09ee6d2","True","True","[]","string"
"BiomedicalConceptProperty_21","Vital Signs Result","Vital Signs Result","b2425fee-50bc-4ff8-a822-781df2a946d6","True","True","[]","decimal"
"BiomedicalConceptProperty_22","Unit of Pressure","Unit of Pressure","ae6500da-7b02-4b4f-91d3-623e7c0ff533","True","True","","string"
"BiomedicalConceptProperty_23","Vital Signs Location","Vital Signs Location","3f4e2444-8428-4394-b02b-cf39a32c2790","True","True","[]","string"
"BiomedicalConceptProperty_24","Vital Signs Laterality","Vital Signs Laterality","2e87563a-5083-40a5-89ca-386dfaad8e8b","True","True","[]","string"
"BiomedicalConceptProperty_25","Test Method","Test Method","79b8c2c0-a9eb-4d41-893a-cbcf0dbab42c","True","True","[]","string"
"BiomedicalConceptProperty_26","Vital Signs Position","Vital Signs Position","6940eb57-736a-4db3-8c98-1b1e6b14300b","True","True","[]","string"
"BiomedicalConceptProperty_27","Vital Signs Result","Vital Signs Result","226670d5-710b-4108-ad9a-7d33db072c2b","True","True","[]","decimal"
"BiomedicalConceptProperty_28","Unit of Temperature","Unit of Temperature","8e9cb183-dd07-493d-8f11-d1c8faf482b8","True","True","","string"
"BiomedicalConceptProperty_29","Vital Signs Location","Vital Signs Location","8f103e3d-c6a2-4f17-8d1e-2496c2d4a594","True","True","[]","string"
"BiomedicalConceptProperty_30","Vital Signs Result","Vital Signs Result","efe31920-30b4-42fb-b1bc-f38be3eee7d0","True","True","[]","decimal"
"BiomedicalConceptProperty_31","Unit of Weight","Unit of Weight","23e1069d-9345-4a28-b66e-65dd96065bd5","True","True","","string"
"BiomedicalConceptProperty_32","Vital Signs Result","Vital Signs Result","7d447559-4f7d-49c9-a1cf-83e7c06b1ba3","True","True","[]","decimal"
"BiomedicalConceptProperty_33","Unit of Height","Unit of Height","a94693f2-d2d3-478d-83bc-1f7b80d3d16a","True","True","","string"
"BiomedicalConceptProperty_34","Laboratory Test Result","Laboratory Test Result","9c6bed7b-f9f9-4bb2-a35e-6df00fa435ce","True","True","[]","decimal"
"BiomedicalConceptProperty_35","Laboratory Test Fasting Status","Laboratory Test Fasting Status","c15a34fb-49b7-44d0-86fd-72106254327f","True","True","[]","boolean"
"BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","a4adcb74-681e-4901-9418-66f5bbea0a54","True","True","[]","string"
"BiomedicalConceptProperty_37","Biospecimen Type","Biospecimen Type","66e22f1b-8c6a-4424-b68e-b417fa0f91bb","True","True","[]","string"
"BiomedicalConceptProperty_38","Laboratory Test Result","Laboratory Test Result","cebbf7ae-72d6-4586-82dd-03c33ea71b0d","True","True","[]","string"
"BiomedicalConceptProperty_39","Laboratory Test Fasting Status","Laboratory Test Fasting Status","498dce60-8ced-4b08-a5b5-95170d917b25","True","True","[]","boolean"
"BiomedicalConceptProperty_40","Unit of Concentration","Unit of Concentration","dee677c2-53a7-4ae9-a9c4-ee86362a42d8","True","True","[]","string"
"BiomedicalConceptProperty_41","Biospecimen Type","Biospecimen Type","5d8b9980-fcfd-4506-b21e-905e0edd4158","True","True","[]","string"
"BiomedicalConceptProperty_42","Laboratory Test Result","Laboratory Test Result","cc542d36-9e09-4a1e-92fe-8687828e9250","True","True","[]","decimal"
"BiomedicalConceptProperty_43","Laboratory Test Fasting Status","Laboratory Test Fasting Status","359f4eb9-aca7-4031-856e-62e8a1601994","True","True","[]","boolean"
"BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","f054dfc5-5e20-49b1-b7d7-fc13a5e6b92e","True","True","[]","string"
"BiomedicalConceptProperty_45","Biospecimen Type","Biospecimen Type","a70b3718-27ea-454a-829e-b980efcb5e47","True","True","[]","string"
"BiomedicalConceptProperty_46","Laboratory Test Result","Laboratory Test Result","8db8a6a4-1b46-4e13-9811-e67e5956f4a7","True","True","[]","decimal"
"BiomedicalConceptProperty_47","Laboratory Test Fasting Status","Laboratory Test Fasting Status","74978d43-284d-4f07-aba0-281af9da2c58","True","True","[]","boolean"
"BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","089edded-132c-4c0f-8388-534518009ce4","True","True","[]","string"
"BiomedicalConceptProperty_49","Biospecimen Type","Biospecimen Type","41f9c6dd-d61d-4b2f-9cde-a2c17ffa48ec","True","True","[]","string"
"BiomedicalConceptProperty_50","Laboratory Test Result","Laboratory Test Result","59977555-984d-41ed-851d-77f29842f240","True","True","[]","string"
"BiomedicalConceptProperty_51","Laboratory Test Fasting Status","Laboratory Test Fasting Status","ee9f5f26-752f-43d4-a76d-39e9a870d138","True","True","[]","boolean"
"BiomedicalConceptProperty_52","Unit of Concentration","Unit of Concentration","1b60690c-71b3-423f-919c-a39fb2afdb86","True","True","[]","string"
"BiomedicalConceptProperty_53","Biospecimen Type","Biospecimen Type","490dd446-8925-411a-ab3c-f51028391c9f","True","True","[]","string"
"BiomedicalConceptProperty_54","Laboratory Test Result","Laboratory Test Result","7918c13e-ec5e-4ba2-b1a3-2f52d066a609","True","True","[]","decimal"
"BiomedicalConceptProperty_55","Laboratory Test Fasting Status","Laboratory Test Fasting Status","2b3038cc-8ab0-42ee-a9e1-905e2b4f96e9","True","True","[]","boolean"
"BiomedicalConceptProperty_56","Molarity Unit","Molarity Unit","de3202a8-0f3d-4a8e-9630-89d5567b11a1","True","True","[]","string"
"BiomedicalConceptProperty_57","Biospecimen Type","Biospecimen Type","4c165667-9816-4e6a-95ae-03ff0d6ac2e7","True","True","[]","string"
"BiomedicalConceptProperty_58","Laboratory Test Result","Laboratory Test Result","4d5e9576-fdae-406b-a2bc-dce2550a9e68","True","True","[]","decimal"
"BiomedicalConceptProperty_59","Laboratory Test Fasting Status","Laboratory Test Fasting Status","4ad60295-da19-4620-ab2d-1829882bf650","True","True","[]","boolean"
"BiomedicalConceptProperty_60","Molarity Unit","Molarity Unit","40c24673-fff7-477d-87ee-73cf4c8b768a","True","True","[]","string"
"BiomedicalConceptProperty_61","Biospecimen Type","Biospecimen Type","d02fe1dc-ae62-4ded-b5f4-defcf3f331f6","True","True","[]","string"
"BiomedicalConceptProperty_62","Vital Signs Result","Vital Signs Result","f2f2a6cd-d8b4-4c5c-8019-09434ca122f3","True","True","[]","decimal"
"BiomedicalConceptProperty_63","Unit of Pressure","Unit of Pressure","9f922264-79c9-43b5-9b5a-8ca59335fa57","True","True","","string"
"BiomedicalConceptProperty_64","Vital Signs Location","Vital Signs Location","0d70f8bb-d164-4624-8693-c02844c7b115","True","True","[]","string"
"BiomedicalConceptProperty_65","Vital Signs Laterality","Vital Signs Laterality","acd0bad9-6b41-4615-9364-0976ca0bd2bf","True","True","[]","string"
"BiomedicalConceptProperty_66","Test Method","Test Method","3918e718-1d06-48ca-83cf-1fa280dfe5c5","True","True","[]","string"
"BiomedicalConceptProperty_67","Vital Signs Position","Vital Signs Position","f627f5bf-a148-49f4-9c75-afa7027a16c7","True","True","[]","string"
"BiomedicalConceptProperty_68","Vital Signs Result","Vital Signs Result","b21ba0e6-5f41-431d-82a0-89022362488c","True","True","[]","decimal"
"BiomedicalConceptProperty_69","Unit of Pressure","Unit of Pressure","0131d962-8047-40ca-ad89-7d1892fc259c","True","True","","string"
"BiomedicalConceptProperty_70","Vital Signs Location","Vital Signs Location","c111e33e-f035-405e-948c-15d6b7511259","True","True","[]","string"
"BiomedicalConceptProperty_71","Vital Signs Laterality","Vital Signs Laterality","8103ce5b-eb68-4048-aa3d-1e94738d6f08","True","True","[]","string"
"BiomedicalConceptProperty_72","Test Method","Test Method","616ce351-5bf5-46df-8a74-508d9b1ea0fe","True","True","[]","string"
"BiomedicalConceptProperty_73","Vital Signs Position","Vital Signs Position","ab051f5d-9a61-41d3-b09a-33d26edf3e98","True","True","[]","string"
"BiomedicalConceptProperty_74","Vital Signs Result","Vital Signs Result","9ca01d35-f365-493e-bb25-fdda97491796","True","True","[]","decimal"
"BiomedicalConceptProperty_75","Unit of Pressure","Unit of Pressure","cbaec0cd-bbcf-486e-9ad7-2d0f8878a94b","True","True","","string"
"BiomedicalConceptProperty_76","Vital Signs Location","Vital Signs Location","4ef33ecc-628f-4c4f-aae3-477de9986d97","True","True","[]","string"
"BiomedicalConceptProperty_77","Vital Signs Laterality","Vital Signs Laterality","e1dfcdf8-9852-4f5c-8318-e10ad00af2da","True","True","[]","string"
"BiomedicalConceptProperty_78","Test Method","Test Method","6472d329-a717-470e-b09e-fa3143941b38","True","True","[]","string"
"BiomedicalConceptProperty_79","Vital Signs Position","Vital Signs Position","eaefd1b9-4e27-42cb-901b-4a3611c780d4","True","True","[]","string"
"BiomedicalConceptProperty_80","Vital Signs Result","Vital Signs Result","452f65c5-3652-45cc-9bb6-7a9853c6afa2","True","True","[]","decimal"
"BiomedicalConceptProperty_81","Unit of Pressure","Unit of Pressure","10c43a1c-af26-4aee-adef-b1bba9b9a6b4","True","True","","string"
"BiomedicalConceptProperty_82","Vital Signs Location","Vital Signs Location","c55ee39a-d84f-4ecb-a874-9fd480956a82","True","True","[]","string"
"BiomedicalConceptProperty_83","Vital Signs Laterality","Vital Signs Laterality","34c88733-458a-4af4-8743-d57c862a3cbd","True","True","[]","string"
"BiomedicalConceptProperty_84","Test Method","Test Method","1ea03e3a-8a99-4f0c-bef1-35a96616303c","True","True","[]","string"
"BiomedicalConceptProperty_85","Vital Signs Position","Vital Signs Position","611b433f-fddd-4a4b-8cbe-e2e31c022e7e","True","True","[]","string"
