"id","code","decode","codeSystemVersion","codeSystem","uuid:ID"
"Code_245","C42537","Kelvin","2023-09-29","http://www.cdisc.org","a4885032-45b4-4d35-8cee-87b57c74a7af"
"Code_246","C44276","Unit of Temperature","","NCI Thesaurus","101094ad-bc15-4e6e-b55b-7fb819d8c9e7"
"Code_247","C83088","Vital Signs Location","","NCI Thesaurus","d0a6b961-be6a-4e44-a2d7-650fcee90cb8"
"Code_243","C174446","Body Temperature","","NCI Thesaurus","06874f85-08e5-41be-905a-855609461c93"
"Code_249","C173522","Vital Signs Result","","NCI Thesaurus","331c09c5-f93e-4b25-877a-c73ba2530be8"
"Code_250","C28252","Kilogram","2023-09-29","http://www.cdisc.org","cbe21830-cfd9-49f0-8e19-b467e5973540"
"Code_251","C48155","Gram","2023-09-29","http://www.cdisc.org","94292048-3cf9-47d9-bf28-4e310ebede45"
"Code_252","C48531","Pound","2023-09-29","http://www.cdisc.org","f7a23e1a-9428-4fdc-9461-1307c37aad48"
"Code_253","C48208","Unit of Weight","","NCI Thesaurus","97b50c41-bfb1-45a9-bb8b-0e562aa9a794"
"Code_248","C81328","Body Weight","","NCI Thesaurus","913390b1-8cc8-44b5-b353-37f6c8b04624"
"Code_255","C173522","Vital Signs Result","","NCI Thesaurus","c6a03611-2733-4472-b95c-47098ace15c5"
"Code_256","C49668","Centimeter","2023-09-29","http://www.cdisc.org","c4868ed4-58eb-4e0a-92e4-afdbf61d59fb"
"Code_257","C48500","Inch","2023-09-29","http://www.cdisc.org","f72284c5-c626-4e83-b459-2c6d2dcc2f24"
"Code_258","C28251","Millimeter","2023-09-29","http://www.cdisc.org","cdff9d44-39f3-4db5-848e-da80033c8091"
"Code_259","C41139","Meter","2023-09-29","http://www.cdisc.org","65a69a46-67aa-4c2d-8eea-e7600fde5a5d"
"Code_260","C168688","Unit of Height","","NCI Thesaurus","486c669e-1f9e-4436-8e46-74bd3a6a0b5f"
"Code_254","C164634","Body Height","","NCI Thesaurus","c821e878-dc5a-4f7e-818e-63a987e59cc5"
"Code_262","C36292","Laboratory Test Result","","NCI Thesaurus","42ff571d-8de9-4ff5-a798-d89a2d4e7739"
"Code_263","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","f60e3196-457b-4e13-a1e1-6d9b8a4eb8c2"
"Code_264","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","09b2caa0-94ed-43ad-937d-f0f19587b99e"
"Code_265","C70713","Biospecimen Type","","NCI Thesaurus","f3f28276-abe5-4060-816a-9cc76181c425"
"Code_261","C64433","Alanine Aminotransferase Measurement","","NCI Thesaurus","6205d4c6-984b-4457-a1c0-d669f3ec9908"
"Code_267","C36292","Laboratory Test Result","","NCI Thesaurus","3678da79-77da-4449-8025-a12f1c12cc42"
"Code_268","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","0bcb5271-7563-4341-8cf1-e4687b19e9ea"
"Code_269","C48207","Unit of Concentration","","NCI Thesaurus","a5da7aef-38d5-4da7-ba5f-18c4f5df6e90"
"Code_270","C70713","Biospecimen Type","","NCI Thesaurus","dc3e2962-5c02-46d6-b50c-e4a3e86503ec"
"Code_266","C64431","Albumin Measurement","","NCI Thesaurus","17ac2256-9778-4090-975e-2eb649731741"
"Code_272","C36292","Laboratory Test Result","","NCI Thesaurus","8ecfd296-f0bd-477e-8fcb-80c9017703a9"
"Code_273","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","726556dd-699b-4554-89d2-93e51ca0bda7"
"Code_274","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","6fa56ea1-9db9-41f5-a70a-1beb72e1677e"
"Code_275","C70713","Biospecimen Type","","NCI Thesaurus","cf19eb8c-a393-4182-a63d-19b9b383719d"
"Code_271","C64432","Alkaline Phosphatase Measurement","","NCI Thesaurus","91bbd598-473f-425a-a72c-2f19e576f269"
"Code_277","C36292","Laboratory Test Result","","NCI Thesaurus","855a9daa-da08-4740-907d-bc0517ca9634"
"Code_278","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","b469d163-d51b-4f01-aa25-fb266525f939"
"Code_279","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","793c6b89-17b6-418f-b58b-5a6ddf8dffec"
"Code_280","C70713","Biospecimen Type","","NCI Thesaurus","0540001c-fe25-4ea1-b341-2527161689c7"
"Code_276","C64467","Aspartate Aminotransferase Measurement","","NCI Thesaurus","04b2153e-0543-4776-8be9-bbd880924bc7"
"Code_282","C36292","Laboratory Test Result","","NCI Thesaurus","78bd5fa7-771b-4484-a2ff-5427dafdb6af"
"Code_283","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","5a510094-5a14-4768-b918-d371647e4650"
"Code_284","C48207","Unit of Concentration","","NCI Thesaurus","4096e26f-74b7-455b-8377-0106f8a414cd"
"Code_285","C70713","Biospecimen Type","","NCI Thesaurus","e7470fc6-09b1-4b92-b3d7-cbf24f36c8a5"
"Code_281","C64547","Creatinine Measurement","","NCI Thesaurus","b714788c-d6d0-4954-93de-dab6e9c1ade2"
"Code_287","C36292","Laboratory Test Result","","NCI Thesaurus","8d5bee9e-3198-432f-950f-e532f9f2c0c3"
"Code_288","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","fbdb331f-17c3-4898-a884-ac3a67313a63"
"Code_289","C64567","Molarity Unit","","NCI Thesaurus","119364f9-c7e3-4cce-904d-6488b02f0bf0"
"Code_290","C70713","Biospecimen Type","","NCI Thesaurus","fc782720-e0ea-4beb-ab8b-4dbf8017c1ed"
"Code_286","C64853","Potassium Measurement","","NCI Thesaurus","245d3f75-c1e9-47b4-8fcc-544cb66caf50"
"Code_292","C36292","Laboratory Test Result","","NCI Thesaurus","6275a0b0-30a9-45d6-9e61-0bc4210274a3"
"Code_293","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","25567f74-e62c-447a-800e-d6cba19191cc"
"Code_294","C64567","Molarity Unit","","NCI Thesaurus","21699f85-809a-474a-af12-9cbae3e8d2cf"
"Code_295","C70713","Biospecimen Type","","NCI Thesaurus","4d5d3eeb-fe31-4cce-93ab-70e3064dbd14"
"Code_291","C64809","Sodium Measurement","","NCI Thesaurus","3f80af60-18bf-4e15-9559-498d51745e46"
"Code_126","C78541","Adverse Event Verbatim Description","","NCI Thesaurus","a6d51aa7-1e3b-475c-a354-cef35093aaf2"
"Code_127","C83344","Adverse Event Dictionary Derived Term","","NCI Thesaurus","0df147bc-4ce4-4bd7-81d4-ed64d8a41249"
"Code_128","C83198","Adverse Event Category","","NCI Thesaurus","4dc40f14-abc0-413f-b2f9-6fbbaa4e3048"
"Code_129","C83212","Adverse Event Subcategory","","NCI Thesaurus","1efc1b1e-1271-4390-ae82-eb51d9f241ed"
"Code_130","C87840","Adverse Event Pre-specified","","NCI Thesaurus","ecfdfd47-0923-4b58-b7b2-85e1b6a7e653"
"Code_131","C53253","Severity of Adverse Event","","NCI Thesaurus","2c048905-99df-4472-88b2-ad5c44a32a9c"
"Code_132","C78605","Adverse Event Toxicity Grade","","NCI Thesaurus","b73b0a81-8688-4c81-b275-769158c04758"
"Code_133","C53252","Seriousness of Adverse Event","","NCI Thesaurus","1057161f-1c85-4e1e-a12b-48e3f0c78068"
"Code_134","C17998","Unknown","2023-09-29","http://www.cdisc.org","02424ea4-94a6-40e1-9202-1826787f4396"
"Code_135","C83013","Adverse Event Action Taken with Study Treatment","","NCI Thesaurus","84ba1680-96ca-4900-b639-101002be6ee5"
"Code_136","C41358","Adverse Event Attribution to Product or Procedure","","NCI Thesaurus","fd8eeaa4-04ca-452a-94b5-a5fb69a60959"
"Code_137","C83208","Adverse Event Pattern","","NCI Thesaurus","6600a934-1492-4cac-89a5-e234059a630c"
"Code_138","C17998","Unknown","2023-09-29","http://www.cdisc.org","7bd0b8af-8379-4778-9760-c3a7583e485d"
"Code_139","C49489","Adverse Event Outcome","","NCI Thesaurus","1ec5c4ae-9a23-49da-bc57-9a02659ca120"
"Code_140","C83215","Adverse Event Start Date Time","","NCI Thesaurus","7e2f4f55-0535-47ff-b46b-99fea598d1c9"
"Code_141","C83201","Adverse Event End Date Time","","NCI Thesaurus","2cff4f8e-fa67-4b44-9998-26251487df27"
"Code_125","C41331","Adverse Event","","NCI Thesaurus","f96e1175-a6d2-42b5-b44c-7813563dd5f4"
"Code_143","C173522","Vital Signs Result","","NCI Thesaurus","b474b7c5-7b7a-407b-9f4c-c6ec78008ce5"
"Code_144","C42547","Pascal","2023-09-29","http://www.cdisc.org","f34c8c63-731d-489f-8a8f-78797118b9e0"
"Code_145","C49669","Unit of Pressure","","NCI Thesaurus","61c2627e-1662-446f-8132-b292716c13c8"
"Code_146","C83088","Vital Signs Location","","NCI Thesaurus","da2cd7f1-b087-4fa4-8e78-931394ac87e5"
"Code_147","C123975","Vital Signs Laterality","","NCI Thesaurus","d68bdc21-3784-45a7-80b1-9553b833e7d8"
"Code_148","C82535","Test Method","","NCI Thesaurus","89b93a35-982e-4ae6-af7e-0fea9f161d20"
"Code_149","C83114","Vital Signs Position","","NCI Thesaurus","37f6d725-637a-4390-a4e1-a27fc4ac74e4"
"Code_142","C25298","Systolic Blood Pressure","","NCI Thesaurus","de6a4483-ba85-4321-a58f-b288cb7b4d5a"
"Code_151","C173522","Vital Signs Result","","NCI Thesaurus","32baeba2-3c93-4fd4-b0a0-55007f354647"
"Code_152","C42547","Pascal","2023-09-29","http://www.cdisc.org","32e34e61-9425-401d-bb68-de23db565fed"
"Code_153","C49669","Unit of Pressure","","NCI Thesaurus","01321309-db54-4dc2-bf79-5f7b26d8bb93"
"Code_154","C83088","Vital Signs Location","","NCI Thesaurus","1c7c30f0-b42d-4b22-a023-db6fe61ff407"
"Code_155","C123975","Vital Signs Laterality","","NCI Thesaurus","71bc4f00-a385-44a4-8666-9239b9038105"
"Code_156","C82535","Test Method","","NCI Thesaurus","376e1785-97a4-4bcb-8317-4e9b681d78b3"
"Code_157","C83114","Vital Signs Position","","NCI Thesaurus","53c0d4ef-1daf-481e-9272-a2979e1facee"
"Code_150","C25299","Diastolic Blood Pressure","","NCI Thesaurus","93acedff-05a3-4e73-b60e-3aefff2100cc"
"Code_159","C173522","Vital Signs Result","","NCI Thesaurus","851273c5-20ee-48a8-9de8-610aa3a7860d"
"Code_160","C42537","Kelvin","2023-09-29","http://www.cdisc.org","a668d593-c92e-4fab-8f69-61c6eb95f093"
"Code_161","C44276","Unit of Temperature","","NCI Thesaurus","5edbd95f-224e-4ef2-95ac-18f59e6fb4ca"
"Code_162","C83088","Vital Signs Location","","NCI Thesaurus","4dcf4a64-55ca-43a4-81dd-295f0bc13290"
"Code_158","C174446","Body Temperature","","NCI Thesaurus","46069cb9-fbf4-437e-bd12-b0e6e7817493"
"Code_164","C173522","Vital Signs Result","","NCI Thesaurus","1a4e0a5e-6c29-4e2c-b7c1-43d87217f3e9"
"Code_165","C28252","Kilogram","2023-09-29","http://www.cdisc.org","91899e82-0a63-425c-ba13-2392b72590c2"
"Code_166","C48155","Gram","2023-09-29","http://www.cdisc.org","43f11a1b-ffa1-4e85-86d9-cbe32a930d66"
"Code_167","C48531","Pound","2023-09-29","http://www.cdisc.org","b16a1a95-4a95-4845-8980-507b9be7a87d"
"Code_168","C48208","Unit of Weight","","NCI Thesaurus","e26201c6-a7d7-4545-a1e5-733afd91e7f8"
"Code_163","C81328","Body Weight","","NCI Thesaurus","6b76c273-0b70-42f0-a549-98ac6a1b358d"
"Code_170","C173522","Vital Signs Result","","NCI Thesaurus","25bbd00d-dcbc-4f4b-9580-2a9cdbfef80f"
"Code_171","C49668","Centimeter","2023-09-29","http://www.cdisc.org","fb7c566b-28c6-4d5b-ad91-ad9bc7b3cf3c"
"Code_172","C48500","Inch","2023-09-29","http://www.cdisc.org","d9235adf-7462-48a7-995e-19e801f0959f"
"Code_173","C28251","Millimeter","2023-09-29","http://www.cdisc.org","7a624a93-9004-49c1-b55c-1727a09972e5"
"Code_174","C41139","Meter","2023-09-29","http://www.cdisc.org","395c1e61-84f2-4770-94ed-12b922168c66"
"Code_175","C168688","Unit of Height","","NCI Thesaurus","5163cd98-4229-4433-a4a3-b3fdd8debfc6"
"Code_169","C164634","Body Height","","NCI Thesaurus","19902802-fcce-447f-97d6-b80196676cca"
"Code_177","C36292","Laboratory Test Result","","NCI Thesaurus","f27a2ad3-622c-499c-9093-341cf7e8e6c2"
"Code_178","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","76e7e9e2-0ef8-4305-bc63-734f98884d91"
"Code_179","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","357c7121-4fa5-40ad-bb34-5b48d02fdeb1"
"Code_180","C70713","Biospecimen Type","","NCI Thesaurus","30146ac6-516e-41f6-8089-2c6db16eeb8b"
"Code_176","C64433","Alanine Aminotransferase Measurement","","NCI Thesaurus","8fb2c927-56f1-4ac0-b655-d1ec9700fada"
"Code_182","C36292","Laboratory Test Result","","NCI Thesaurus","cbe20463-27cb-4608-ad6d-a253344e542c"
"Code_183","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","4ed44c28-6290-44b1-b5f3-1036de5b8457"
"Code_184","C48207","Unit of Concentration","","NCI Thesaurus","e44fe667-8e19-4d1c-9618-ebfa60d1a41f"
"Code_185","C70713","Biospecimen Type","","NCI Thesaurus","a0f62e1b-85c9-498f-b166-0b95f0b5a703"
"Code_181","C64431","Albumin Measurement","","NCI Thesaurus","81b80585-75a6-455a-8db4-95c4bf62e747"
"Code_187","C36292","Laboratory Test Result","","NCI Thesaurus","eb3a7814-151d-44ef-a0af-49e4d2a43d03"
"Code_188","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","ceb053a9-666a-4a6a-b001-f28d85f6d865"
"Code_189","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","5fc58b73-7bac-4332-9683-79dea2c94823"
"Code_190","C70713","Biospecimen Type","","NCI Thesaurus","0ce59940-c410-4a39-b2e3-26c92f739792"
"Code_186","C64432","Alkaline Phosphatase Measurement","","NCI Thesaurus","1a77a241-6a53-4124-aeb9-45d17d95871a"
"Code_192","C36292","Laboratory Test Result","","NCI Thesaurus","83bd2399-8377-457a-b970-81865e5ab5d5"
"Code_193","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","19048352-9f02-4734-b945-0b9a886c47c9"
"Code_194","C67365","Unit of Catalytic Activity Concentration","","NCI Thesaurus","2d72d5b5-1c4a-4b57-b515-a11164301fc6"
"Code_195","C70713","Biospecimen Type","","NCI Thesaurus","1a61c31d-e7a0-4a20-9cc2-e6b2c1c031f1"
"Code_191","C64467","Aspartate Aminotransferase Measurement","","NCI Thesaurus","27c4d762-9dbd-4594-9dbe-45d22107165a"
"Code_197","C36292","Laboratory Test Result","","NCI Thesaurus","f1da80ee-2a63-4de3-97ff-96c830ea40ea"
"Code_198","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","dab42478-f6fc-45d6-9edc-11f5aaf829eb"
"Code_199","C48207","Unit of Concentration","","NCI Thesaurus","5ba9b0ba-cd5b-4e54-bcf1-9eddd2153f71"
"Code_200","C70713","Biospecimen Type","","NCI Thesaurus","f6cde358-a675-492d-938a-7f613208b934"
"Code_196","C64547","Creatinine Measurement","","NCI Thesaurus","4135bfb1-f2fd-4b47-b2b3-1ef2539340dc"
"Code_202","C36292","Laboratory Test Result","","NCI Thesaurus","a0abc067-e016-46da-b878-a155432dee1c"
"Code_203","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","ee534a7a-a500-4760-b750-ffbc2d499919"
"Code_204","C64567","Molarity Unit","","NCI Thesaurus","6317509e-1b35-4a9c-a0a0-df391bfc87c5"
"Code_205","C70713","Biospecimen Type","","NCI Thesaurus","8084333f-2869-4581-8c6d-99b16a25ec56"
"Code_201","C64853","Potassium Measurement","","NCI Thesaurus","1f955339-e30f-4da4-80a9-5fb3bbd8746e"
"Code_207","C36292","Laboratory Test Result","","NCI Thesaurus","a608d433-a615-475a-9693-4fb926936cd6"
"Code_208","C83309","Laboratory Test Fasting Status","","NCI Thesaurus","9a8bb951-e5e7-4a4a-ab79-e1939b636b50"
"Code_209","C64567","Molarity Unit","","NCI Thesaurus","93332c5f-fb4c-4412-979a-3414711c6fa9"
"Code_210","C70713","Biospecimen Type","","NCI Thesaurus","81fb0fe3-5892-4a9a-bdf7-f6fc90c36a25"
"Code_206","C64809","Sodium Measurement","","NCI Thesaurus","795ddac2-1c19-4660-8428-df3e189cdd75"
"Code_212","C173522","Vital Signs Result","","NCI Thesaurus","7879dcde-9d3a-4b82-8971-c5a80f02b59d"
"Code_213","C42547","Pascal","2023-09-29","http://www.cdisc.org","96eab8a5-394c-41e1-a5c6-0dd7d3ca3edf"
"Code_214","C49669","Unit of Pressure","","NCI Thesaurus","c9593f2f-f188-4268-a750-3f80f8cf7db0"
"Code_215","C83088","Vital Signs Location","","NCI Thesaurus","f7b6db57-1a67-4ea8-a5e9-7fde9f365280"
"Code_216","C123975","Vital Signs Laterality","","NCI Thesaurus","077e784e-da0a-4166-8fd1-9815af78ff75"
"Code_217","C82535","Test Method","","NCI Thesaurus","97a033c8-86cf-4f4a-8f56-6e4f83cecc73"
"Code_218","C83114","Vital Signs Position","","NCI Thesaurus","3cc4e7b9-5cf4-404e-bfd5-0f815ecdc6d9"
"Code_211","C25298","Systolic Blood Pressure","","NCI Thesaurus","37acfa2b-6df8-483a-8930-6b803144c277"
"Code_220","C173522","Vital Signs Result","","NCI Thesaurus","8a0cba6b-fb6d-43a3-b5c6-b25debd586ab"
"Code_221","C42547","Pascal","2023-09-29","http://www.cdisc.org","cb466656-305e-40b6-9af3-5df63861d680"
"Code_222","C49669","Unit of Pressure","","NCI Thesaurus","d9bb2ce8-687c-44f1-a8ab-80a1ffb1d115"
"Code_223","C83088","Vital Signs Location","","NCI Thesaurus","9ea47213-51db-4453-a775-87d6d1ba5d5e"
"Code_224","C123975","Vital Signs Laterality","","NCI Thesaurus","3904fc64-cce6-469e-94cb-d27617471503"
"Code_225","C82535","Test Method","","NCI Thesaurus","fde6e071-12fc-4282-abe9-15b3cc81c6c2"
"Code_226","C83114","Vital Signs Position","","NCI Thesaurus","d83e7f94-9882-463f-87bd-f0142a4b3275"
"Code_219","C25299","Diastolic Blood Pressure","","NCI Thesaurus","77227a98-8477-49e1-bb08-b7cc7a424861"
"Code_228","C173522","Vital Signs Result","","NCI Thesaurus","763ce37c-7629-4d93-a9f4-39e714aef5c2"
"Code_229","C42547","Pascal","2023-09-29","http://www.cdisc.org","f61d1a81-5fd4-4f5e-85a4-ba5866e54b79"
"Code_230","C49669","Unit of Pressure","","NCI Thesaurus","2e921ae4-36e3-4ec8-865d-e3cb1f872f1f"
"Code_231","C83088","Vital Signs Location","","NCI Thesaurus","4b5b648a-cbf1-4f7e-bc91-75f43469c7a6"
"Code_232","C123975","Vital Signs Laterality","","NCI Thesaurus","89410d11-e84e-48c8-ab52-e25cd5c75eb4"
"Code_233","C82535","Test Method","","NCI Thesaurus","b14e2650-779a-433b-8cce-e1c058dc325d"
"Code_234","C83114","Vital Signs Position","","NCI Thesaurus","eec70fe1-64e0-49f5-8583-8794ff72a288"
"Code_227","C25298","Systolic Blood Pressure","","NCI Thesaurus","6c2a361e-79b0-48d1-b3ec-5e041f519eef"
"Code_236","C173522","Vital Signs Result","","NCI Thesaurus","2613cd5b-7b53-4ec0-8762-c7597ce261d6"
"Code_237","C42547","Pascal","2023-09-29","http://www.cdisc.org","e3b8f6f1-5758-4860-b0be-8b870cdcdd5d"
"Code_238","C49669","Unit of Pressure","","NCI Thesaurus","d2eca8b4-4c8c-481a-b937-cfe6b2a05134"
"Code_239","C83088","Vital Signs Location","","NCI Thesaurus","62474ce0-ff55-4484-865c-c73911b91cd4"
