"codeSystemVersion","id","code","decode","instanceType","uuid:ID","codeSystem"
"2023-12-15","Code_95","C25716","Visit","Code","e7df10d8-9dda-4b6e-9688-f55040ca780e","http://www.cdisc.org"
"2023-12-15","Code_96","C51282","Clinic","Code","c582c835-dfe2-451b-a989-17e4c4bc6dac","http://www.cdisc.org"
"2023-12-15","Code_97","C175574","In Person","Code","89be5c87-1beb-42c7-89e6-886b3625e7cb","http://www.cdisc.org"
"2023-12-15","Code_98","C25716","Visit","Code","ceb18cd9-435e-410e-afc9-eb3f3aaaa02e","http://www.cdisc.org"
"2023-12-15","Code_99","C51282","Clinic","Code","77736dc1-d5dc-4b78-80c9-103169107229","http://www.cdisc.org"
"2023-12-15","Code_100","C175574","In Person","Code","12765da4-3caa-4f67-8340-c428eb6e0479","http://www.cdisc.org"
"2023-12-15","Code_101","C25716","Visit","Code","f5c6cf5e-6d4d-40ca-b7d0-b64ea7498a0c","http://www.cdisc.org"
"2023-12-15","Code_102","C51282","Clinic","Code","25c55afd-c530-4a74-a6e8-dc9bed62ea8a","http://www.cdisc.org"
"2023-12-15","Code_103","C175574","In Person","Code","29f95f93-380b-43c9-b617-536033791a85","http://www.cdisc.org"
"2023-12-15","Code_104","C171537","Telephone Call","Code","1041b411-002e-49da-9661-231d7b6ecf68","http://www.cdisc.org"
"2023-12-15","Code_105","C25716","Visit","Code","0ce3d73e-563b-4256-94ba-62889ffb2c2f","http://www.cdisc.org"
"2023-12-15","Code_106","C51282","Clinic","Code","b6458d6b-3eb6-4d0a-a97f-c96181cdba5c","http://www.cdisc.org"
"2023-12-15","Code_107","C175574","In Person","Code","e950d15b-da53-4581-b4e3-c8d50f5625aa","http://www.cdisc.org"
"2023-12-15","Code_108","C171537","Telephone Call","Code","6c5ae454-d416-4951-b920-b306c6fe056f","http://www.cdisc.org"
"2023-12-15","Code_109","C25716","Visit","Code","52af401c-58dc-4a44-9157-d265ff27dad2","http://www.cdisc.org"
"2023-12-15","Code_110","C51282","Clinic","Code","0914ccd5-530d-4c65-bec2-37cda5de2ad9","http://www.cdisc.org"
"2023-12-15","Code_111","C175574","In Person","Code","ca2e59ed-48f6-4dc4-8e30-12a24b8ddf04","http://www.cdisc.org"
"2023-12-15","Code_112","C171537","Telephone Call","Code","4a83c29c-ef2c-430c-aea1-b73f5eae08cd","http://www.cdisc.org"
"2023-12-15","Code_113","C25716","Visit","Code","3d7d6cd8-5a60-430b-8174-bb965ba30db0","http://www.cdisc.org"
"2023-12-15","Code_114","C51282","Clinic","Code","f943a9f6-15e9-46f4-abea-5177660fb930","http://www.cdisc.org"
"2023-12-15","Code_115","C175574","In Person","Code","2870dfb1-3e68-4f94-add2-0f6a7b33b710","http://www.cdisc.org"
"2023-12-15","Code_116","C171537","Telephone Call","Code","30c780d0-d92e-4b49-9c61-8a10fad93e5d","http://www.cdisc.org"
"2023-12-15","Code_117","C25716","Visit","Code","e2fc9ea6-acc5-40aa-8be2-394bd4a58feb","http://www.cdisc.org"
"2023-12-15","Code_118","C51282","Clinic","Code","35f2bb16-55ad-4fab-b201-b382d8f45255","http://www.cdisc.org"
"2023-12-15","Code_119","C175574","In Person","Code","25d4f945-f121-4502-99ba-30265d4984f4","http://www.cdisc.org"
"2023-12-15","Code_120","C25716","Visit","Code","256226c6-55eb-49ef-ba54-ce8cf6c88626","http://www.cdisc.org"
"2023-12-15","Code_121","C51282","Clinic","Code","1eb83771-3eb0-4306-9f9d-c94643515011","http://www.cdisc.org"
"2023-12-15","Code_122","C175574","In Person","Code","49656c0c-4052-4bca-8843-9736fc8ad305","http://www.cdisc.org"
"January 31, 2018","Code_80","383371000119108","CT of head without contrast","Code","c6a56bdf-1b45-4fd2-bf87-dd7d3345e975","SNOMED"
"12","Code_81","123","Subject Supine","Code","e0681790-1794-4cfb-8bf5-92bbb23fecd1","SPONSOR"
"12","Code_82","124","Subject Standing","Code","b6535e72-5400-4a17-994b-2ae7c17328c0","SPONSOR"
"2023-12-15","Code_429","C82977","Dictionary-derived Term","Code","db81c2d7-074f-43fd-a139-51a7b9565dec","http://www.cdisc.org"
"2023-12-15","Code_430","C82571","Reported Event Term","Code","1e06e777-6f02-4322-9f45-950c1ddf1e5a","http://www.cdisc.org"
"2023-12-15","Code_431","C82517","Observation Start Date Time","Code","ebff4ae9-b9f9-48b0-a65d-04aa8b22751c","http://www.cdisc.org"
"2023-12-15","Code_432","C16735","Informed Consent","Code","7a009a82-8cf4-4362-aa8a-d13e5fcedf18","http://www.cdisc.org"
"2023-12-15","Code_433","C20197","Male","Code","2b3ea1b0-cd15-4e26-b3d7-9a3ce92fc3c1","http://www.cdisc.org"
"2023-12-15","Code_434","C16576","Female","Code","42cef093-84dc-48c0-b282-c5cd137fa81c","http://www.cdisc.org"
"2023-12-15","Code_435","C28421","Sex","Code","6c4c2eb3-5489-4297-afa5-385bf414e7ef","http://www.cdisc.org"
"2023-12-15","Code_436","C28421","Sex","Code","82459f3d-350f-4de2-8b54-416edc922fc3","http://www.cdisc.org"
"2023-12-15","Code_437","C17049","Race","Code","7266af7a-1375-40da-9d37-a09ef5d8ec28","http://www.cdisc.org"
"2023-12-15","Code_438","C17049","Race","Code","430ca187-4bee-4c38-9120-09819550d48c","http://www.cdisc.org"
"2023-12-15","Code_439","C174446","TEMP","Code","1e72cb85-a79a-4d2c-9f44-57cbb84965b7","http://www.cdisc.org"
"2023-12-15","Code_440","C77140","Clinical Test Result","Code","b7ef6ba2-c947-402e-943b-effe14e6d4c5","http://www.cdisc.org"
"2023-12-15","Code_441","C42559","Degree Celsius","Code","b97cafe2-85c0-4edb-a3fe-41737fe13fb5","http://www.cdisc.org"
"2023-12-15","Code_442","C44277","Degree Fahrenheit","Code","b462a518-bb2a-490e-a7d7-ea7be7a3ea68","http://www.cdisc.org"
"2023-12-15","Code_443","C42537","Kelvin","Code","b3850ea4-848a-49f7-8b38-658784f1d78d","http://www.cdisc.org"
"2023-12-15","Code_444","C44276","Unit of Temperature","Code","47049d33-1ca3-478a-a4b9-a1544dbe71b2","http://www.cdisc.org"
"2023-12-15","Code_445","C12674","Axilla","Code","572dfea5-d32a-4fe4-baa4-c1f7f1f891f8","http://www.cdisc.org"
"2023-12-15","Code_446","C12394","Ear","Code","6170d1ca-5f87-468e-a207-4859c4f29566","http://www.cdisc.org"
"2023-12-15","Code_447","C89803","Forehead","Code","5d2b56e5-5964-4238-9906-25f789a12855","http://www.cdisc.org"
"2023-12-15","Code_448","C12421","Oral Cavity","Code","64154af2-d18d-4ca3-b94a-f98c1dc59a46","http://www.cdisc.org"
"2023-12-15","Code_449","C12390","Rectum","Code","33669aff-8139-4718-9d0f-23db6dae6c22","http://www.cdisc.org"
"2023-12-15","Code_450","C13717","Anatomic Site","Code","998b696a-9ca7-406c-80f9-dcd184d84e91","http://www.cdisc.org"
"2023-12-15","Code_451","C174446","TEMP","Code","59a7e742-55c2-4dc4-ab14-33cabfeb12f3","http://www.cdisc.org"
"2023-12-15","Code_452","C25208","WEIGHT","Code","3e3693bf-63b0-4022-8906-bfa355152377","http://www.cdisc.org"
"2023-12-15","Code_453","C77140","Clinical Test Result","Code","940b5825-28c1-4e21-9b0e-0e9a92f4f325","http://www.cdisc.org"
"2023-12-15","Code_454","C48531","Pound","Code","411a59ca-e7fe-414d-8f3e-d2da554b7a14","http://www.cdisc.org"
"2023-12-15","Code_455","C48155","Gram","Code","2cf1dc87-907d-4a8e-a409-75354bd71c0e","http://www.cdisc.org"
"2023-12-15","Code_456","C28252","Kilogram","Code","27acfbdd-da6b-4730-8e7d-809747be7c8d","http://www.cdisc.org"
"2023-12-15","Code_457","C48208","Unit of Weight","Code","f4ef1cfa-5263-48d7-a30a-f7afc6bf3eb4","http://www.cdisc.org"
"2023-12-15","Code_458","C25208","WEIGHT","Code","7963c34c-d84a-4734-9782-01a393d5e1d7","http://www.cdisc.org"
"2023-12-15","Code_459","C25347","HEIGHT","Code","49baca93-a675-4ef6-bdce-6ad3fbca57c5","http://www.cdisc.org"
"2023-12-15","Code_460","C77140","Clinical Test Result","Code","a7ae7969-24b4-44bf-9758-4d9230b2b589","http://www.cdisc.org"
"2023-12-15","Code_461","C49668","Centimeter","Code","94c01ed5-ed53-496a-90c6-927e293b720f","http://www.cdisc.org"
"2023-12-15","Code_462","C48500","Inch","Code","91eabdec-9aed-4115-8f17-2ced26ac6432","http://www.cdisc.org"
"2023-12-15","Code_463","C41139","Meter","Code","0b076228-d06e-48de-82b5-97d2dcda2884","http://www.cdisc.org"
"2023-12-15","Code_464","C168688","Unit of Height","Code","bff6497c-7565-48e4-8030-f1bdc5230e8d","http://www.cdisc.org"
"2023-12-15","Code_465","C25347","HEIGHT","Code","4acd5c8a-43b9-47a6-87a9-b24144a3d936","http://www.cdisc.org"
"2023-12-15","Code_466","C64433","ALT","Code","ab9d9a24-59e6-492f-911e-c75f6f1c4976","http://www.cdisc.org"
"2023-12-15","Code_467","C36292","Laboratory Test Result","Code","cc5c5101-42c7-48ef-b5ff-388b8c3e94e2","http://www.cdisc.org"
"2023-12-15","Code_468","C67456","Unit per Liter","Code","fa92c4c0-675e-4c22-a16a-47c60b5ecd61","http://www.cdisc.org"
"2023-12-15","Code_469","C67397","Microkatal per Liter","Code","b5296cae-78d8-43f3-963a-6ace8186cce2","http://www.cdisc.org"
"2023-12-15","Code_470","C67376","International Unit per Liter","Code","4eb2eafe-3133-4049-b867-71ebd4ca9db3","http://www.cdisc.org"
"2023-12-15","Code_471","C70510","Nanokatal per Liter","Code","12fd1dfe-4fea-4eb1-b05e-280cf157c060","http://www.cdisc.org"
"2023-12-15","Code_472","C67365","Unit of Catalytic Activity Concentration","Code","5f4bedb0-1a0c-4aa1-8253-7211ec104e8c","http://www.cdisc.org"
"2023-12-15","Code_473","C70713","Biospecimen Type","Code","5388ea6c-797b-48fa-a494-bd11710dffc5","http://www.cdisc.org"
"2023-12-15","Code_474","C49487","No","Code","07952315-c5b4-4b86-8110-e93476cbdd7b","http://www.cdisc.org"
"2023-12-15","Code_475","C49488","Yes","Code","07bcf880-1b44-426d-9492-0211988d44fb","http://www.cdisc.org"
"2023-12-15","Code_476","C83309","Laboratory Test Fasting Status","Code","602e3a37-568b-4fa1-9c92-ab01d527bcaf","http://www.cdisc.org"
"2023-12-15","Code_477","C64433","ALT","Code","797fa99f-7fb4-4bf3-aa6b-15def9da8259","http://www.cdisc.org"
"2023-12-15","Code_478","C64431","ALB","Code","451b7dc8-6093-49dc-a8e0-47397510c91a","http://www.cdisc.org"
"2023-12-15","Code_479","C36292","Laboratory Test Result","Code","f7eec4a2-be3a-4f17-97a4-b7a980fe9436","http://www.cdisc.org"
"2023-12-15","Code_480","C70713","Biospecimen Type","Code","9cfc495b-ba67-469f-ae8a-21a4373793b2","http://www.cdisc.org"
"2023-12-15","Code_481","C49487","No","Code","59a44af3-9b90-4152-9fe9-10c9c5639743","http://www.cdisc.org"
"2023-12-15","Code_482","C49488","Yes","Code","225c521e-b283-42c6-adec-2311b56b414a","http://www.cdisc.org"
"2023-12-15","Code_483","C83309","Laboratory Test Fasting Status","Code","5719c2ae-8923-4ec2-ab96-558cb967ea93","http://www.cdisc.org"
"2023-12-15","Code_484","C64431","ALB","Code","8341dd0d-8bc2-4f9e-b2a0-2332963a20f2","http://www.cdisc.org"
"2023-12-15","Code_485","C64432","ALP","Code","e08663ea-f929-45ff-bf48-e162fd40a127","http://www.cdisc.org"
"2023-12-15","Code_486","C36292","Laboratory Test Result","Code","787a384f-a07d-4ade-94bd-f7f8424448d8","http://www.cdisc.org"
"2023-12-15","Code_487","C67456","Unit per Liter","Code","5e8f36a1-2def-4415-a9b6-d51c727d3fb7","http://www.cdisc.org"
"2023-12-15","Code_488","C67397","Microkatal per Liter","Code","06a7d5f3-8596-4f12-94b9-d30c09ee9e96","http://www.cdisc.org"
"2023-12-15","Code_489","C67376","International Unit per Liter","Code","0777f7f6-e1cb-4826-b16a-67e4f09e8222","http://www.cdisc.org"
"2023-12-15","Code_490","C67365","Unit of Catalytic Activity Concentration","Code","a8772a76-14f2-443b-8e6a-21bda5035eca","http://www.cdisc.org"
"2023-12-15","Code_491","C70713","Biospecimen Type","Code","4db505de-900d-4692-bb64-6de75c649e3e","http://www.cdisc.org"
"2023-12-15","Code_492","C49487","No","Code","b4c89c4a-e692-4d23-874a-0aee752f1981","http://www.cdisc.org"
"2023-12-15","Code_493","C49488","Yes","Code","ab8fcda1-e2b8-40fe-bbb8-23db07b9c930","http://www.cdisc.org"
"2023-12-15","Code_494","C83309","Laboratory Test Fasting Status","Code","833b20b1-b21e-4357-b653-e555f504b4c0","http://www.cdisc.org"
"2023-12-15","Code_495","C64432","ALP","Code","88f7560b-1bda-46ba-9be1-9a0c9bf58223","http://www.cdisc.org"
"2023-12-15","Code_496","C64467","AST","Code","f668e9f4-5f92-47b1-93c3-9e582f4a62d6","http://www.cdisc.org"
"2023-12-15","Code_497","C36292","Laboratory Test Result","Code","28a45e3e-2040-4bd3-8f9d-bc87650cb369","http://www.cdisc.org"
"2023-12-15","Code_498","C67456","Unit per Liter","Code","a95928ae-c935-48a8-b718-d54ed1963b3a","http://www.cdisc.org"
"2023-12-15","Code_499","C67397","Microkatal per Liter","Code","c47a5f47-baaf-4423-af4b-b9e67bff983a","http://www.cdisc.org"
"2023-12-15","Code_500","C67376","International Unit per Liter","Code","56aa5ab6-e11f-4f44-a350-3dfda0f467b1","http://www.cdisc.org"
"2023-12-15","Code_501","C67365","Unit of Catalytic Activity Concentration","Code","30eb2316-2b14-4140-bd0f-c082381cdb07","http://www.cdisc.org"
"2023-12-15","Code_502","C70713","Biospecimen Type","Code","9793c025-5a77-4376-b755-4ed705750333","http://www.cdisc.org"
"2023-12-15","Code_503","C49487","No","Code","520531ef-a43d-41c1-9b9e-92805b1df844","http://www.cdisc.org"
"2023-12-15","Code_504","C49488","Yes","Code","a9b1eb36-fd9e-48f9-b8ee-a91a827e54aa","http://www.cdisc.org"
"2023-12-15","Code_505","C83309","Laboratory Test Fasting Status","Code","af9c3272-6631-4ad3-b10e-bed6c99cc25d","http://www.cdisc.org"
"2023-12-15","Code_506","C64467","AST","Code","8f8394cb-cdc1-43e0-a6af-569548aa8f15","http://www.cdisc.org"
"2023-12-15","Code_507","C64547","CREAT","Code","dc63d66c-8b6e-4019-b44b-1125218ef1b9","http://www.cdisc.org"
"2023-12-15","Code_508","C36292","Laboratory Test Result","Code","c56405f4-144a-416d-8f51-14ad5f9c7a2e","http://www.cdisc.org"
"2023-12-15","Code_509","C67015","Milligram per Deciliter","Code","2e60dc43-4f8e-4539-85b6-c2c8b7c919d7","http://www.cdisc.org"
"2023-12-15","Code_510","C64572","Microgram per Milliliter","Code","dddcafd3-e0a8-4531-a03b-5050938c32a9","http://www.cdisc.org"
"2023-12-15","Code_511","C64387","Millimole per Liter","Code","36c2796e-a436-4494-be57-19253c9fc9ea","http://www.cdisc.org"
"2023-12-15","Code_512","C48508","Micromole per Liter","Code","c16c7086-8c83-4909-97d7-c98f42804369","http://www.cdisc.org"
"2023-12-15","Code_513","C48207","Unit of Concentration","Code","7c6cd00a-30c6-4064-b30a-2e84bcdc989b","http://www.cdisc.org"
"2023-12-15","Code_514","C70713","Biospecimen Type","Code","c2fd9d0c-63af-4731-842b-44886c2123c9","http://www.cdisc.org"
"2023-12-15","Code_515","C49487","No","Code","0bae9e82-e073-48fa-b97c-b4240a63998a","http://www.cdisc.org"
"2023-12-15","Code_516","C49488","Yes","Code","b72a5e36-434c-4d6c-8b65-880824023450","http://www.cdisc.org"
"2023-12-15","Code_517","C83309","Laboratory Test Fasting Status","Code","d02e8fee-852f-4b09-8d78-f1e0a45491ba","http://www.cdisc.org"
"2023-12-15","Code_518","C64547","CREAT","Code","486b57c2-9546-4847-8762-99902b0a6c56","http://www.cdisc.org"
"2023-12-15","Code_519","C64853","K","Code","81de53cf-c22b-456f-ad8c-221053568e3e","http://www.cdisc.org"
"2023-12-15","Code_520","C36292","Laboratory Test Result","Code","1e277d55-314d-4b39-951b-9828ef673fe5","http://www.cdisc.org"
"2023-12-15","Code_521","C67474","Milliequivalent per Liter","Code","5916d95f-e86e-4028-9ce6-fc5baba12366","http://www.cdisc.org"
"2023-12-15","Code_522","C67473","Milliequivalent per Deciliter","Code","71ac4f05-bfc4-4dcb-8699-8a6b08d575a7","http://www.cdisc.org"
"2023-12-15","Code_523","C64387","Millimole per Liter","Code","1dc86a01-a924-4db2-8f42-4376d0df1e5b","http://www.cdisc.org"
"2023-12-15","Code_524","C64567","Molarity Unit","Code","c862a8b4-b0f9-44b2-9bc3-c6cef4df4bd0","http://www.cdisc.org"
"2023-12-15","Code_525","C70713","Biospecimen Type","Code","a34882c0-47d4-4dcd-b9bc-ff7034c0bb8c","http://www.cdisc.org"
"2023-12-15","Code_526","C49487","No","Code","3dbe5e71-9f77-4b36-89e9-ba06860a68e3","http://www.cdisc.org"
"2023-12-15","Code_527","C49488","Yes","Code","9008e44a-8928-482b-b940-d3cea665c765","http://www.cdisc.org"
"2023-12-15","Code_528","C83309","Laboratory Test Fasting Status","Code","4de98c9a-12f7-4733-bec0-9a8e07b6b1c2","http://www.cdisc.org"
"2023-12-15","Code_529","C64853","K","Code","87e3e428-797a-4ae5-8c95-1fc60aff6d00","http://www.cdisc.org"
"2023-12-15","Code_530","C64809","SODIUM","Code","00060057-4ef1-49fa-a052-29342c180f06","http://www.cdisc.org"
"2023-12-15","Code_531","C36292","Laboratory Test Result","Code","4e838c92-3ffd-47b8-9ba7-e7f16f3eaa99","http://www.cdisc.org"
"2023-12-15","Code_532","C67474","Milliequivalent per Liter","Code","83e78631-0fe3-42f9-abf7-3e69ce3d05f2","http://www.cdisc.org"
"2023-12-15","Code_533","C67473","Milliequivalent per Deciliter","Code","acb75ed8-84f8-4d29-b3bf-e7d3a0ed0388","http://www.cdisc.org"
"2023-12-15","Code_534","C64387","Millimole per Liter","Code","1aee9c54-a09c-4877-a11d-2691269852ff","http://www.cdisc.org"
"2023-12-15","Code_535","C64567","Molarity Unit","Code","99aed292-c2bc-4e2c-ac1d-133bbcaa0233","http://www.cdisc.org"
"2023-12-15","Code_536","C70713","Biospecimen Type","Code","3f23cf40-f5eb-4519-a1d6-68f377de69e6","http://www.cdisc.org"
"2023-12-15","Code_537","C49487","No","Code","1f3cf28c-c5bc-4df8-823c-05723312b377","http://www.cdisc.org"
"2023-12-15","Code_538","C49488","Yes","Code","997da40f-d30b-473c-8c71-259cf951c3cc","http://www.cdisc.org"
"2023-12-15","Code_539","C83309","Laboratory Test Fasting Status","Code","269be0f3-adc7-4072-a6ca-3b7c1c103e5e","http://www.cdisc.org"
"2023-12-15","Code_540","C64809","SODIUM","Code","6e17fed3-8b3a-438a-b2fe-9ca543abeb38","http://www.cdisc.org"
"2023-12-15","Code_541","C64849","HBA1C","Code","f5058ec5-edac-4599-a1e1-5e0c954897a0","http://www.cdisc.org"
"2023-12-15","Code_542","C36292","Laboratory Test Result","Code","87509493-1ca6-4f49-890e-b35ce90fd7a8","http://www.cdisc.org"
"2023-12-15","Code_543","C64783","Gram per Deciliter","Code","4120748a-b1d0-4ec8-b754-27d74371837a","http://www.cdisc.org"
"2023-12-15","Code_544","No Concept Code","LBORRESU","Code","973ab962-e36f-4f90-9572-5dd563d7dc46","http://www.cdisc.org"
"2023-12-15","Code_545","C70713","Biospecimen Type","Code","fa448c67-0af2-4113-ab2a-3871ef087a2d","http://www.cdisc.org"
"2023-12-15","Code_546","C49487","No","Code","5ce6f711-903f-4598-8af1-b7f79b882a5b","http://www.cdisc.org"
"2023-12-15","Code_547","C49488","Yes","Code","9dcd0e64-0eab-43cd-a43b-f36c1bda7eaf","http://www.cdisc.org"
"2023-12-15","Code_548","C83309","Laboratory Test Fasting Status","Code","adbd0d62-32ab-4c7c-8ec2-1ac66fc7a7aa","http://www.cdisc.org"
"2023-12-15","Code_549","C64849","HBA1C","Code","62ab7405-8271-4de8-8fc3-8f66f06c5609","http://www.cdisc.org"
"2023-12-15","Code_145","C78541","Adverse Event Verbatim Description","Code","1b7746a6-362c-4c24-82bc-8246d5937768","http://www.cdisc.org"
"2023-12-15","Code_146","C83344","Adverse Event Dictionary Derived Term","Code","08282162-1861-4852-8bd0-6f59bf7176b3","http://www.cdisc.org"
"2023-12-15","Code_147","C49487","No","Code","5b0f1a12-b43a-4667-945f-1875577b69c8","http://www.cdisc.org"
"2023-12-15","Code_148","C49488","Yes","Code","bb74b38d-97c1-44db-bb9e-aa9967970f4e","http://www.cdisc.org"
"2023-12-15","Code_149","C87840","Adverse Event Pre-specified","Code","1eeb0b79-d4dd-4d51-ab27-6ab7888b1911","http://www.cdisc.org"
"2023-12-15","Code_150","C83205","Adverse Event Location","Code","0e677dda-1c64-4851-ae34-c1be23ba7618","http://www.cdisc.org"
"2023-12-15","Code_151","C53253","Severity of Adverse Event","Code","9dcb965a-4184-420c-9bfb-e99e84383440","http://www.cdisc.org"
"2023-12-15","Code_152","C49487","No","Code","391bbf6c-5668-4e71-a231-4be807d6285d","http://www.cdisc.org"
"2023-12-15","Code_153","C49488","Yes","Code","5ca940fb-9c2a-4944-8721-e74bfb366eb0","http://www.cdisc.org"
"2023-12-15","Code_154","C53252","Seriousness of Adverse Event","Code","84075194-5971-45da-b6a3-bcaaf90c5e9a","http://www.cdisc.org"
"2023-12-15","Code_155","C83013","Adverse Event Action Taken with Study Treatment","Code","e18618d2-be42-437d-8f6b-bf503e3b452f","http://www.cdisc.org"
"2023-12-15","Code_156","C83109","Other Actions taken in Response to Adverse Event","Code","88c9fe7b-fc30-4368-a2c4-901cffd8b64f","http://www.cdisc.org"
"2023-12-15","Code_157","C41358","Adverse Event Attribution to Product or Procedure","Code","6ead5cd2-14f7-4a87-82c9-e49e4ce00292","http://www.cdisc.org"
"2023-12-15","Code_158","C83210","Adverse Event Relationship to Non Study Treatment","Code","97d0d780-f601-441f-a164-dc2163a757dc","http://www.cdisc.org"
"2023-12-15","Code_159","C83208","Adverse Event Pattern","Code","ba483a0a-e949-4db4-bfdb-97ca4763bad9","http://www.cdisc.org"
"2023-12-15","Code_160","C49489","Adverse Event Outcome","Code","952bea40-0798-481f-a108-5002bf64b472","http://www.cdisc.org"
"2023-12-15","Code_161","C49487","No","Code","519d1c66-1ac1-4a67-a025-a545efa3885d","http://www.cdisc.org"
"2023-12-15","Code_162","C49488","Yes","Code","b066d02c-bec6-4c26-899d-a38621804702","http://www.cdisc.org"
"2023-12-15","Code_163","C83211","Adverse Event Involves Cancer","Code","92d1978b-a61a-4216-9831-a0f09835e0ee","http://www.cdisc.org"
"2023-12-15","Code_164","C49487","No","Code","6a204a48-7590-403e-bd78-e1e9581bbc94","http://www.cdisc.org"
"2023-12-15","Code_165","C49488","Yes","Code","e1a5b573-0446-44f1-84a0-3fd391de8ff2","http://www.cdisc.org"
"2023-12-15","Code_166","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code","ebf84697-d9d8-4541-a606-85330f280c9d","http://www.cdisc.org"
"2023-12-15","Code_167","C49487","No","Code","ba452687-5bf9-4c3d-aaef-e978e120b5df","http://www.cdisc.org"
"2023-12-15","Code_168","C49488","Yes","Code","83ed9a91-79ec-4802-b10a-353a02e4b220","http://www.cdisc.org"
