"codeSystemVersion","id","codeSystem","code","decode","instanceType","uuid:ID"
"January 31, 2018","Code_80","SNOMED","383371000119108","CT of head without contrast","Code","eefc17e1-9ae2-4d27-9f0e-7365b7133780"
"12","Code_81","SPONSOR","123","Subject Supine","Code","99719ea2-a924-4970-97a5-1703a48cf112"
"12","Code_82","SPONSOR","124","Subject Standing","Code","5dafe676-f964-4199-9ff3-83c222d2ea7e"
"2023-12-15","Code_429","http://www.cdisc.org","C82977","Dictionary-derived Term","Code","6f179696-dc1c-4119-abf1-7c67bb639146"
"2023-12-15","Code_430","http://www.cdisc.org","C82571","Reported Event Term","Code","6747749e-a760-43c2-ba3c-07da2d85dba9"
"2023-12-15","Code_431","http://www.cdisc.org","C82517","Observation Start Date Time","Code","fa02b042-d910-4fe0-9c74-5e1a0e7aa279"
"2023-12-15","Code_432","http://www.cdisc.org","C16735","Informed Consent","Code","b868493c-0ac3-494c-abe9-204c276c2af4"
"2023-12-15","Code_433","http://www.cdisc.org","C20197","Male","Code","9aea061d-220a-41a6-8c5e-54fcdd408b38"
"2023-12-15","Code_434","http://www.cdisc.org","C16576","Female","Code","48d429e6-57b6-4c8a-83bc-22dd26a27502"
"2023-12-15","Code_435","http://www.cdisc.org","C28421","Sex","Code","041b47f8-24d6-418a-a337-90c8beeec0b5"
"2023-12-15","Code_436","http://www.cdisc.org","C28421","Sex","Code","8135e1ae-a844-4676-a4c3-14d7f3b48df9"
"2023-12-15","Code_437","http://www.cdisc.org","C17049","Race","Code","e43fb321-6f6c-4796-8fab-b26a05d11a80"
"2023-12-15","Code_438","http://www.cdisc.org","C17049","Race","Code","720a66ab-cc18-496a-b8a2-d21774ed2a93"
"2023-12-15","Code_439","http://www.cdisc.org","C174446","TEMP","Code","84a29a6f-bb3f-44da-a58e-c03c3aa4f455"
"2023-12-15","Code_440","http://www.cdisc.org","C77140","Clinical Test Result","Code","2fd403c4-ca40-4435-8801-bc66ed364034"
"2023-12-15","Code_441","http://www.cdisc.org","C42559","Degree Celsius","Code","41039f44-21a9-4140-ae64-5d03d1c90508"
"2023-12-15","Code_442","http://www.cdisc.org","C44277","Degree Fahrenheit","Code","7daf1577-58d5-4b4a-b3c6-2a0b82160d8f"
"2023-12-15","Code_443","http://www.cdisc.org","C42537","Kelvin","Code","48b0f3ed-4515-40ab-878c-4875eada0bdb"
"2023-12-15","Code_444","http://www.cdisc.org","C44276","Unit of Temperature","Code","75f70685-d59a-427e-9ec6-5681b5bd25f2"
"2023-12-15","Code_445","http://www.cdisc.org","C12674","Axilla","Code","458467ec-bc86-4dbb-ac6e-ee675aa1fe94"
"2023-12-15","Code_446","http://www.cdisc.org","C12394","Ear","Code","56be0b13-8a7e-4803-8208-670fee2cd2b4"
"2023-12-15","Code_447","http://www.cdisc.org","C89803","Forehead","Code","f8d2ac18-d3a2-4dc2-9968-a9529addceea"
"2023-12-15","Code_448","http://www.cdisc.org","C12421","Oral Cavity","Code","069a53d0-2a51-41e9-85e2-53f657c5b0d1"
"2023-12-15","Code_449","http://www.cdisc.org","C12390","Rectum","Code","c507ea10-fc25-491a-9199-dfc0adf76413"
"2023-12-15","Code_450","http://www.cdisc.org","C13717","Anatomic Site","Code","210b4a0e-7f87-4363-aa81-09c381759b99"
"2023-12-15","Code_451","http://www.cdisc.org","C174446","TEMP","Code","a03b7582-bbbe-45ed-99dc-ce957680031f"
"2023-12-15","Code_452","http://www.cdisc.org","C25208","WEIGHT","Code","19ce1b8f-348f-4b0c-a73a-02bc612097f5"
"2023-12-15","Code_453","http://www.cdisc.org","C77140","Clinical Test Result","Code","d4e78586-065a-4156-b9c9-45f23be87d43"
"2023-12-15","Code_454","http://www.cdisc.org","C48531","Pound","Code","7dd26d26-4dc1-46fe-984b-f4470741f166"
"2023-12-15","Code_455","http://www.cdisc.org","C48155","Gram","Code","2f835fdf-8631-407a-961d-a290cedabfe1"
"2023-12-15","Code_456","http://www.cdisc.org","C28252","Kilogram","Code","d68bf563-c703-4e5a-9585-227849822767"
"2023-12-15","Code_457","http://www.cdisc.org","C48208","Unit of Weight","Code","441b6c8e-874e-4d13-9204-197abc92aea5"
"2023-12-15","Code_458","http://www.cdisc.org","C25208","WEIGHT","Code","95a58c28-81b3-4d22-9026-1bfbd1f3b3ba"
"2023-12-15","Code_459","http://www.cdisc.org","C25347","HEIGHT","Code","180193f9-3917-499a-a154-4eb60990b6d7"
"2023-12-15","Code_460","http://www.cdisc.org","C77140","Clinical Test Result","Code","3923b319-1470-4fbc-9018-2f43487adf92"
"2023-12-15","Code_461","http://www.cdisc.org","C49668","Centimeter","Code","0181e344-0f91-42a0-918f-74080ebcf337"
"2023-12-15","Code_462","http://www.cdisc.org","C48500","Inch","Code","83bd0287-b84f-43f1-af52-e803ba3f9525"
"2023-12-15","Code_463","http://www.cdisc.org","C41139","Meter","Code","cbe1e79f-c8d1-4b20-a1b7-ed1dafcfbf73"
"2023-12-15","Code_464","http://www.cdisc.org","C168688","Unit of Height","Code","c0fc1995-53cd-4241-8d1f-007d4b5e868a"
"2023-12-15","Code_465","http://www.cdisc.org","C25347","HEIGHT","Code","3bdffc91-fa54-48e7-95d1-42b1f616e266"
"2023-12-15","Code_466","http://www.cdisc.org","C64433","ALT","Code","7b1f93f7-db97-46d0-8c58-ce02f619153b"
"2023-12-15","Code_467","http://www.cdisc.org","C36292","Laboratory Test Result","Code","73f0979b-f46c-4cfb-a917-7f3e2243651a"
"2023-12-15","Code_468","http://www.cdisc.org","C67456","Unit per Liter","Code","78f508d3-5e90-49f1-b48e-63706b1e9f8c"
"2023-12-15","Code_469","http://www.cdisc.org","C67397","Microkatal per Liter","Code","817e394d-683b-4c79-b696-f0c3c7c0f5be"
"2023-12-15","Code_470","http://www.cdisc.org","C67376","International Unit per Liter","Code","c867b682-2f13-420d-a1e5-621af9848dbe"
"2023-12-15","Code_471","http://www.cdisc.org","C70510","Nanokatal per Liter","Code","25a8cd07-d9f2-4d6a-8e0f-06b7d683541b"
"2023-12-15","Code_472","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","1221cc5d-e044-4d5d-95cb-23022fbc5fa0"
"2023-12-15","Code_473","http://www.cdisc.org","C70713","Biospecimen Type","Code","66b06725-e9f9-4986-9cc2-8b41deb2784e"
"2023-12-15","Code_474","http://www.cdisc.org","C49487","No","Code","143e7700-d152-41b6-9ed0-f27d10c089a4"
"2023-12-15","Code_475","http://www.cdisc.org","C49488","Yes","Code","f8ce30c0-c021-4eb6-a21a-c964500a8b6d"
"2023-12-15","Code_476","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","e8c2d1f1-9f7d-45b4-9d3f-ce562e8afcc1"
"2023-12-15","Code_477","http://www.cdisc.org","C64433","ALT","Code","abd3f502-6776-4fcb-83b2-6c65e7f2a505"
"2023-12-15","Code_478","http://www.cdisc.org","C64431","ALB","Code","47f7cb98-d4c1-4f13-a2f3-b7fa743f21df"
"2023-12-15","Code_479","http://www.cdisc.org","C36292","Laboratory Test Result","Code","bfe119ec-d62c-4e23-a7e4-8e7411f2e11a"
"2023-12-15","Code_480","http://www.cdisc.org","C70713","Biospecimen Type","Code","e8744025-1819-4395-9b62-ac27419d70ad"
"2023-12-15","Code_481","http://www.cdisc.org","C49487","No","Code","01a6b86a-db25-4c61-8a76-6ce6b95eec51"
"2023-12-15","Code_482","http://www.cdisc.org","C49488","Yes","Code","cb15a94a-e033-4a86-86b5-41f8aead913d"
"2023-12-15","Code_483","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","bd42dd9d-69e6-463f-be74-7a5d65141822"
"2023-12-15","Code_484","http://www.cdisc.org","C64431","ALB","Code","23bda936-244a-40f0-a8e0-9d3f2df69e82"
"2023-12-15","Code_485","http://www.cdisc.org","C64432","ALP","Code","0702c486-cd76-4ca8-a5c4-92b66da49c72"
"2023-12-15","Code_486","http://www.cdisc.org","C36292","Laboratory Test Result","Code","668901a1-f348-4c32-9858-b1e13b19358b"
"2023-12-15","Code_487","http://www.cdisc.org","C67456","Unit per Liter","Code","c4c5010f-6e78-407f-a1a8-b7102d4c4dce"
"2023-12-15","Code_488","http://www.cdisc.org","C67397","Microkatal per Liter","Code","35be1521-4926-49f2-a9fa-ee01c2300df8"
"2023-12-15","Code_489","http://www.cdisc.org","C67376","International Unit per Liter","Code","ba5738af-0811-4c1b-af95-795a97d94000"
"2023-12-15","Code_490","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","7e010eda-25c2-4dfd-9e7c-22e6cea0b9b2"
"2023-12-15","Code_491","http://www.cdisc.org","C70713","Biospecimen Type","Code","149f949f-1e6e-4159-a1d6-6ffabb077641"
"2023-12-15","Code_492","http://www.cdisc.org","C49487","No","Code","6629028e-719b-4106-8488-fe4278bc804b"
"2023-12-15","Code_493","http://www.cdisc.org","C49488","Yes","Code","d4acac68-7281-41e2-a790-f37382ab47e0"
"2023-12-15","Code_494","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","4097961a-2b5b-4a70-9e89-15a52bfcfd83"
"2023-12-15","Code_495","http://www.cdisc.org","C64432","ALP","Code","d7f858ff-9117-4967-8187-fceb1ff07119"
"2023-12-15","Code_496","http://www.cdisc.org","C64467","AST","Code","fd452900-1447-4a20-91ab-d69809012117"
"2023-12-15","Code_497","http://www.cdisc.org","C36292","Laboratory Test Result","Code","2c82d7a5-64c2-4cf0-b1a3-868412616684"
"2023-12-15","Code_498","http://www.cdisc.org","C67456","Unit per Liter","Code","631f8cf0-0cf4-42e3-9393-5e49fcf3950b"
"2023-12-15","Code_499","http://www.cdisc.org","C67397","Microkatal per Liter","Code","8341c729-8d62-4a70-a6b5-d81d3523afc3"
"2023-12-15","Code_500","http://www.cdisc.org","C67376","International Unit per Liter","Code","0d64f61a-a011-474b-b525-5ffb453258c0"
"2023-12-15","Code_501","http://www.cdisc.org","C67365","Unit of Catalytic Activity Concentration","Code","ef082e59-c3ab-4401-bd4c-1868c62a1d01"
"2023-12-15","Code_502","http://www.cdisc.org","C70713","Biospecimen Type","Code","fa789ffe-64ae-4551-be2f-c095df4b90c9"
"2023-12-15","Code_503","http://www.cdisc.org","C49487","No","Code","ea16b1bd-cb0a-495f-bf4d-eda656db7600"
"2023-12-15","Code_504","http://www.cdisc.org","C49488","Yes","Code","04b8a73f-66b9-47e5-bd6f-d10760357049"
"2023-12-15","Code_505","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","e7d43371-c019-4776-9d44-a7f2dfa7448e"
"2023-12-15","Code_506","http://www.cdisc.org","C64467","AST","Code","437ebab8-965c-45bf-a48f-cb4556e47d76"
"2023-12-15","Code_507","http://www.cdisc.org","C64547","CREAT","Code","875ed306-915d-4b37-a15d-12e8fdab0f8e"
"2023-12-15","Code_508","http://www.cdisc.org","C36292","Laboratory Test Result","Code","51f38d2a-e1b1-4aba-86dd-7cf86986b483"
"2023-12-15","Code_509","http://www.cdisc.org","C67015","Milligram per Deciliter","Code","e98d7635-e6a4-4633-a6ad-05d01858b6bd"
"2023-12-15","Code_510","http://www.cdisc.org","C64572","Microgram per Milliliter","Code","e43880c2-f461-4b2b-830e-f7784a9a4c11"
"2023-12-15","Code_511","http://www.cdisc.org","C64387","Millimole per Liter","Code","39ff3691-f4c2-4eaa-9cdf-7913086cd763"
"2023-12-15","Code_512","http://www.cdisc.org","C48508","Micromole per Liter","Code","21d36754-a2c4-419b-bc56-f080051d55f7"
"2023-12-15","Code_513","http://www.cdisc.org","C48207","Unit of Concentration","Code","f0d427ac-b9c8-40ec-b85a-b7dcf77b61ce"
"2023-12-15","Code_514","http://www.cdisc.org","C70713","Biospecimen Type","Code","a4b2b48c-6888-4465-b256-d6712a0188ef"
"2023-12-15","Code_515","http://www.cdisc.org","C49487","No","Code","f3f6803f-8cc2-4b0a-a28d-586348e89002"
"2023-12-15","Code_516","http://www.cdisc.org","C49488","Yes","Code","ffdc8a88-49d2-45f0-8300-0fbd06cc00c1"
"2023-12-15","Code_517","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","bf4c1329-8623-40ae-a2b9-f7240e583956"
"2023-12-15","Code_518","http://www.cdisc.org","C64547","CREAT","Code","90b0d426-3297-4e3b-8bae-72c0f1b9724b"
"2023-12-15","Code_519","http://www.cdisc.org","C64853","K","Code","a0eef9b5-b061-4031-9cbd-e0181c643ef7"
"2023-12-15","Code_520","http://www.cdisc.org","C36292","Laboratory Test Result","Code","17f3d563-c6c5-4321-8b3a-44e08472b1ca"
"2023-12-15","Code_521","http://www.cdisc.org","C67474","Milliequivalent per Liter","Code","74cfb502-8017-4387-8082-00c89f6eb21d"
"2023-12-15","Code_522","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","Code","e99174c7-70fa-4fb1-9898-b1fcdb662983"
"2023-12-15","Code_523","http://www.cdisc.org","C64387","Millimole per Liter","Code","fd93546c-9f23-4b26-8206-d89ecc24744c"
"2023-12-15","Code_524","http://www.cdisc.org","C64567","Molarity Unit","Code","395d3ad8-b804-4a13-84f7-df42dcccd6c8"
"2023-12-15","Code_525","http://www.cdisc.org","C70713","Biospecimen Type","Code","7ad2b2d1-14e6-455d-86e9-135547737a9f"
"2023-12-15","Code_526","http://www.cdisc.org","C49487","No","Code","df2ddc18-2cf8-488e-a04c-161b12f3478b"
"2023-12-15","Code_527","http://www.cdisc.org","C49488","Yes","Code","e2217122-f565-406a-8c9a-ca0415216b98"
"2023-12-15","Code_528","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","7784da5e-9b12-45a5-8573-80981d5469ca"
"2023-12-15","Code_529","http://www.cdisc.org","C64853","K","Code","f1246702-eccd-403a-b53a-a83fb437ce22"
"2023-12-15","Code_530","http://www.cdisc.org","C64809","SODIUM","Code","4fe55aa1-5283-491e-b848-d127d187a746"
"2023-12-15","Code_531","http://www.cdisc.org","C36292","Laboratory Test Result","Code","553e9d02-22a6-4783-9e5e-855f9b94897f"
"2023-12-15","Code_532","http://www.cdisc.org","C67474","Milliequivalent per Liter","Code","4f63539a-5bed-4489-a190-2e367cd69da7"
"2023-12-15","Code_533","http://www.cdisc.org","C67473","Milliequivalent per Deciliter","Code","871667c8-3194-4822-87db-d88e6cf573ee"
"2023-12-15","Code_534","http://www.cdisc.org","C64387","Millimole per Liter","Code","8def1955-062e-4878-b284-9508238ad804"
"2023-12-15","Code_535","http://www.cdisc.org","C64567","Molarity Unit","Code","7bff0d1b-00b1-4c42-9f10-ebefc4757d45"
"2023-12-15","Code_536","http://www.cdisc.org","C70713","Biospecimen Type","Code","590b9d1c-87b8-4b9e-8362-515cdca222f9"
"2023-12-15","Code_537","http://www.cdisc.org","C49487","No","Code","4518a6a6-5459-423f-80dc-4feff3637ec8"
"2023-12-15","Code_538","http://www.cdisc.org","C49488","Yes","Code","778641b1-7b42-432c-b09a-1bf187d66b2a"
"2023-12-15","Code_539","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","895f0346-1c27-440a-b0da-0d4e6afb0a17"
"2023-12-15","Code_540","http://www.cdisc.org","C64809","SODIUM","Code","5b973dc7-c465-4621-82fb-573ad76c29e5"
"2023-12-15","Code_541","http://www.cdisc.org","C64849","HBA1C","Code","822abb84-775f-4c63-8132-b0c79324835b"
"2023-12-15","Code_542","http://www.cdisc.org","C36292","Laboratory Test Result","Code","9dd39998-297b-4c54-8d4e-075f26f3a18f"
"2023-12-15","Code_543","http://www.cdisc.org","C64783","Gram per Deciliter","Code","03679355-2cff-4001-8c82-12ede393b9cf"
"2023-12-15","Code_544","http://www.cdisc.org","No Concept Code","LBORRESU","Code","3f1df8e1-48b3-474d-a11d-d565f2d2f27d"
"2023-12-15","Code_545","http://www.cdisc.org","C70713","Biospecimen Type","Code","2ee9d767-28c6-4d0b-b90a-6ca76907edc2"
"2023-12-15","Code_546","http://www.cdisc.org","C49487","No","Code","e936d493-2821-4726-8372-2a5e986bb02f"
"2023-12-15","Code_547","http://www.cdisc.org","C49488","Yes","Code","8fb45c80-5351-4a78-8683-e9b5c9ff45dc"
"2023-12-15","Code_548","http://www.cdisc.org","C83309","Laboratory Test Fasting Status","Code","f9651c4d-025c-4326-8dfc-75665b22adec"
"2023-12-15","Code_549","http://www.cdisc.org","C64849","HBA1C","Code","46de36c8-99f7-47a4-bf02-4084746bcc6d"
"2023-12-15","Code_145","http://www.cdisc.org","C78541","Adverse Event Verbatim Description","Code","b9d0a936-2e20-4068-b72d-2c68e3137f76"
"2023-12-15","Code_146","http://www.cdisc.org","C83344","Adverse Event Dictionary Derived Term","Code","1982a1b5-7cdc-4a2f-b59a-a6bcbbce86ca"
"2023-12-15","Code_147","http://www.cdisc.org","C49487","No","Code","9d712a8e-1b05-476c-99fe-dd70f83b29ea"
"2023-12-15","Code_148","http://www.cdisc.org","C49488","Yes","Code","b93dd9b2-dbe9-409a-9aff-6c8b78d19be6"
"2023-12-15","Code_149","http://www.cdisc.org","C87840","Adverse Event Pre-specified","Code","3c94a1a4-ca32-4d15-bec6-c376345b0d47"
"2023-12-15","Code_150","http://www.cdisc.org","C83205","Adverse Event Location","Code","ceb8781d-bb7e-4c04-8967-ae9c6d48c56b"
"2023-12-15","Code_151","http://www.cdisc.org","C53253","Severity of Adverse Event","Code","85ee17b1-1c50-42a2-afb1-49d9e0c2f10b"
"2023-12-15","Code_152","http://www.cdisc.org","C49487","No","Code","2e1ab268-09bd-4c3e-8cb6-4a1009b56373"
"2023-12-15","Code_153","http://www.cdisc.org","C49488","Yes","Code","b01d8080-bb1e-4b2d-8fd9-086751146ebb"
"2023-12-15","Code_154","http://www.cdisc.org","C53252","Seriousness of Adverse Event","Code","7c437c78-ab0a-483e-a002-8c68ee39b694"
"2023-12-15","Code_155","http://www.cdisc.org","C83013","Adverse Event Action Taken with Study Treatment","Code","a9f18541-3941-4f32-b979-491bf2b2c659"
"2023-12-15","Code_156","http://www.cdisc.org","C83109","Other Actions taken in Response to Adverse Event","Code","9784dde5-c5c0-4841-85e0-31c02c4ef121"
"2023-12-15","Code_157","http://www.cdisc.org","C41358","Adverse Event Attribution to Product or Procedure","Code","f67df2fb-efa7-4ffb-8d92-f913cd3a2d99"
"2023-12-15","Code_158","http://www.cdisc.org","C83210","Adverse Event Relationship to Non Study Treatment","Code","7a6b224d-0593-4e16-8369-d61dea4c5729"
"2023-12-15","Code_159","http://www.cdisc.org","C83208","Adverse Event Pattern","Code","0dd23c95-03dc-4121-9523-45024dcc0601"
"2023-12-15","Code_160","http://www.cdisc.org","C49489","Adverse Event Outcome","Code","bd685f57-4414-4587-b73c-6b61c7cea719"
"2023-12-15","Code_161","http://www.cdisc.org","C49487","No","Code","74da8ae1-76e5-48e8-851c-71745d8a5459"
"2023-12-15","Code_162","http://www.cdisc.org","C49488","Yes","Code","2b6bd56f-49f3-4378-b054-fdfcb3adaace"
"2023-12-15","Code_163","http://www.cdisc.org","C83211","Adverse Event Involves Cancer","Code","af1dfdb0-3105-4899-84b1-e2d3246cc102"
"2023-12-15","Code_164","http://www.cdisc.org","C49487","No","Code","fce01caf-a57c-4e5a-b4a0-4b05fd667f5e"
"2023-12-15","Code_165","http://www.cdisc.org","C49488","Yes","Code","73d5c8e8-aa47-4882-a52a-ec88dd20e0d8"
"2023-12-15","Code_166","http://www.cdisc.org","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code","1b315c32-1269-477a-bf6f-542892b671d0"
"2023-12-15","Code_167","http://www.cdisc.org","C49487","No","Code","007c18ed-a216-4247-ac8a-6e0b5b98566f"
"2023-12-15","Code_168","http://www.cdisc.org","C49488","Yes","Code","12af564b-4991-411c-a1b1-b8c86f5cc8dd"
