"instanceType","id","code","uuid:ID","codeSystem","codeSystemVersion","decode"
"Code","Code_105","C25716","e936efc3-264c-4de0-a96f-02fcd8040f5d","http://www.cdisc.org","2023-12-15","Visit"
"Code","Code_106","C51282","0ccea909-0794-49ce-b1ce-2246fb218fff","http://www.cdisc.org","2023-12-15","Clinic"
"Code","Code_107","C175574","44acc09e-730f-4bd8-98e1-bd60eece053b","http://www.cdisc.org","2023-12-15","In Person"
"Code","Code_108","C171537","a0bf02c9-8813-4208-898a-50d360961a36","http://www.cdisc.org","2023-12-15","Telephone Call"
"Code","Code_109","C25716","fb70c584-c6da-44ea-8f3b-0322a9ee818b","http://www.cdisc.org","2023-12-15","Visit"
"Code","Code_110","C51282","299c738f-042b-4936-b261-84acc6966b28","http://www.cdisc.org","2023-12-15","Clinic"
"Code","Code_111","C175574","0d812637-bf4c-4efe-b67e-164082cb9d33","http://www.cdisc.org","2023-12-15","In Person"
"Code","Code_112","C171537","e95a1cee-b87d-4c93-b612-4abab368be24","http://www.cdisc.org","2023-12-15","Telephone Call"
"Code","Code_113","C25716","427b9704-7b1e-4e1d-97b1-d77f2bcdd2c5","http://www.cdisc.org","2023-12-15","Visit"
"Code","Code_114","C51282","9bce1a79-4a08-41f5-b869-4ebd60b4a620","http://www.cdisc.org","2023-12-15","Clinic"
"Code","Code_115","C175574","54419008-bd03-401e-a468-4c4b7655594b","http://www.cdisc.org","2023-12-15","In Person"
"Code","Code_116","C171537","4bcc71ab-2b60-4033-a555-652f552d4869","http://www.cdisc.org","2023-12-15","Telephone Call"
"Code","Code_117","C25716","abc73b2c-e302-40a5-8ccb-5978e7efa24f","http://www.cdisc.org","2023-12-15","Visit"
"Code","Code_118","C51282","baa07983-bed1-4016-b38a-79fffa136e9d","http://www.cdisc.org","2023-12-15","Clinic"
"Code","Code_119","C175574","2083dc97-57fc-4b87-af51-86d48541c294","http://www.cdisc.org","2023-12-15","In Person"
"Code","Code_120","C25716","05e654bf-966f-4e5f-890b-83ae64c47b98","http://www.cdisc.org","2023-12-15","Visit"
"Code","Code_121","C51282","1c31f41e-0550-47e9-9427-5d511c756cfe","http://www.cdisc.org","2023-12-15","Clinic"
"Code","Code_122","C175574","c62cc86c-f023-4779-a9e1-0266e1471fe4","http://www.cdisc.org","2023-12-15","In Person"
"Code","Code_80","383371000119108","64b5108c-6129-4643-a1fe-d669f0facfe6","SNOMED","January 31, 2018","CT of head without contrast"
"Code","Code_81","123","40887e99-d5ad-4a04-823b-7a2d8998355a","SPONSOR","12","Subject Supine"
"Code","Code_82","124","f1cdc0b1-b39a-49aa-a700-923d4360c7aa","SPONSOR","12","Subject Standing"
"Code","Code_429","C82977","fab13b09-e969-4c77-9e4c-4ca288a54dc9","http://www.cdisc.org","2023-12-15","Dictionary-derived Term"
"Code","Code_430","C82571","b9e42dd3-a114-49e3-91b7-8d13aaac52b8","http://www.cdisc.org","2023-12-15","Reported Event Term"
"Code","Code_431","C82517","f95ca656-e33d-4c74-a1c9-0ea2f66e2f90","http://www.cdisc.org","2023-12-15","Observation Start Date Time"
"Code","Code_432","C16735","8525c6f0-f72c-4ac0-a0d4-ae3e8baed39d","http://www.cdisc.org","2023-12-15","Informed Consent"
"Code","Code_433","C20197","ebb6af10-4506-494d-8ab5-12384ccc7f60","http://www.cdisc.org","2023-12-15","Male"
"Code","Code_434","C16576","f8d56290-6267-440e-9c9c-ce0d3f55e280","http://www.cdisc.org","2023-12-15","Female"
"Code","Code_435","C28421","fe6408d2-ae7d-4277-9bfc-46063572a67d","http://www.cdisc.org","2023-12-15","Sex"
"Code","Code_436","C28421","f4b7126d-6319-4039-8f34-17813d9b6dfe","http://www.cdisc.org","2023-12-15","Sex"
"Code","Code_437","C17049","c11af7a0-852d-436c-8045-09f2a55d8c99","http://www.cdisc.org","2023-12-15","Race"
"Code","Code_438","C17049","9dff401d-2ebc-4309-875f-ffb478a5d6fc","http://www.cdisc.org","2023-12-15","Race"
"Code","Code_439","C174446","5ab62583-9b0d-478a-a102-56bb6db82107","http://www.cdisc.org","2023-12-15","TEMP"
"Code","Code_440","C77140","4cfce019-0699-40f5-89c5-46c75cd09ce4","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_441","C42559","3fb47430-9d0e-4b93-a306-0315c07b4359","http://www.cdisc.org","2023-12-15","Degree Celsius"
"Code","Code_442","C44277","75a02a65-7206-4a55-9b03-30064f7d4eb7","http://www.cdisc.org","2023-12-15","Degree Fahrenheit"
"Code","Code_443","C42537","40e5988d-002c-4c40-b4a1-c6e8c3d46fc0","http://www.cdisc.org","2023-12-15","Kelvin"
"Code","Code_444","C44276","cbc6468e-66bb-49aa-9b72-d86eeddcc911","http://www.cdisc.org","2023-12-15","Unit of Temperature"
"Code","Code_445","C12674","909131dd-633f-46a2-8c2c-cda21a4720ae","http://www.cdisc.org","2023-12-15","Axilla"
"Code","Code_446","C12394","dce8f331-1538-47f0-8067-b4b43629023f","http://www.cdisc.org","2023-12-15","Ear"
"Code","Code_447","C89803","968e995a-7860-49a8-8c54-dcd5f5e19805","http://www.cdisc.org","2023-12-15","Forehead"
"Code","Code_448","C12421","3b0109ae-c9da-4f63-9ca3-33bd96a56eda","http://www.cdisc.org","2023-12-15","Oral Cavity"
"Code","Code_449","C12390","5a971a0c-e787-4573-bb11-8c61db65cb6b","http://www.cdisc.org","2023-12-15","Rectum"
"Code","Code_450","C13717","a16c562f-ea10-4ff2-bd2e-12b964689519","http://www.cdisc.org","2023-12-15","Anatomic Site"
"Code","Code_451","C174446","53461e24-7b9c-470c-a12d-e540f50515d8","http://www.cdisc.org","2023-12-15","TEMP"
"Code","Code_452","C25208","ce9f2f11-ef77-49b1-9a42-21329b970d8f","http://www.cdisc.org","2023-12-15","WEIGHT"
"Code","Code_453","C77140","ac309b95-b679-4451-993b-0ed851e6efaa","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_454","C48531","03f9a124-6b8c-4b64-ab59-58a0b9330030","http://www.cdisc.org","2023-12-15","Pound"
"Code","Code_455","C48155","c456c322-3041-419d-b638-20e7dc4b8bdf","http://www.cdisc.org","2023-12-15","Gram"
"Code","Code_456","C28252","5b85cb43-53c0-44be-b20d-e0f33d4c3c82","http://www.cdisc.org","2023-12-15","Kilogram"
"Code","Code_457","C48208","9b63db79-64b0-4b03-9201-90aabfe88985","http://www.cdisc.org","2023-12-15","Unit of Weight"
"Code","Code_458","C25208","489f316c-0864-46ad-a6c6-3eebd14fe93c","http://www.cdisc.org","2023-12-15","WEIGHT"
"Code","Code_459","C25347","e0e2e7eb-789d-47cd-88c1-2edafe801190","http://www.cdisc.org","2023-12-15","HEIGHT"
"Code","Code_460","C77140","e39ee49a-5519-46ce-9bc3-9d8fee1d45d1","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"Code","Code_461","C49668","b7b014fe-1ba7-4888-b0db-84e042ef990d","http://www.cdisc.org","2023-12-15","Centimeter"
"Code","Code_462","C48500","22bb45b8-1451-429e-a007-54a05db5eb61","http://www.cdisc.org","2023-12-15","Inch"
"Code","Code_463","C41139","18964f60-15cf-4dd9-908d-6c12e5ba8f82","http://www.cdisc.org","2023-12-15","Meter"
"Code","Code_464","C168688","6c092288-b993-49a4-8313-5732724a4c50","http://www.cdisc.org","2023-12-15","Unit of Height"
"Code","Code_465","C25347","64e2eec8-2586-42ab-bf8f-3085c77dd00f","http://www.cdisc.org","2023-12-15","HEIGHT"
"Code","Code_466","C64433","62f92b2c-d026-4c7a-8b9b-58f9b3944f6b","http://www.cdisc.org","2023-12-15","ALT"
"Code","Code_467","C36292","e1500d09-29dd-4d78-a5cd-68cdb3d9eb73","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_468","C67456","29f26a31-1bc3-4a14-a50b-40fbb8e06b96","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_469","C67397","2b598d97-621f-4a44-b3b9-683421388720","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_470","C67376","cee220b1-8377-438f-86c2-1c29490414cb","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_471","C70510","3f41e435-8df7-446b-aace-e577a8530486","http://www.cdisc.org","2023-12-15","Nanokatal per Liter"
"Code","Code_472","C67365","9f79e41a-b8d2-409e-ac7e-b36e613315d0","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_473","C70713","2b602a68-13ab-4447-b8e4-921963391d21","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_474","C49487","ed87300c-8d44-48eb-adb2-51ff6b52eb5b","http://www.cdisc.org","2023-12-15","No"
"Code","Code_475","C49488","a6a5f3a5-1124-4ea4-a7e0-a262ad365450","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_476","C83309","2986a398-79e2-4601-af9d-cb49b597f219","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_477","C64433","f2d1353b-3c32-4891-aa1a-6ff5923d188b","http://www.cdisc.org","2023-12-15","ALT"
"Code","Code_478","C64431","4b680bed-fce1-40e5-9a9e-2a18ae89dca5","http://www.cdisc.org","2023-12-15","ALB"
"Code","Code_479","C36292","a9ced100-f8ff-404a-8e68-613f87dbc1ff","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_480","C70713","1c2b1a63-e1e1-4c0f-bc40-f5803ac69e2a","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_481","C49487","ae839a16-fd16-4e6c-b69e-f6f56d803460","http://www.cdisc.org","2023-12-15","No"
"Code","Code_482","C49488","2506e028-1ca1-48f5-a4d4-343a3029827a","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_483","C83309","619e0214-fc73-4e25-b022-cc971fde137b","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_484","C64431","7fd45e02-c914-44a6-9da8-0fbc5719eeb7","http://www.cdisc.org","2023-12-15","ALB"
"Code","Code_485","C64432","d318b3b8-22ee-4a31-a9c3-9fcb80cf6829","http://www.cdisc.org","2023-12-15","ALP"
"Code","Code_486","C36292","408ca301-df11-4e34-bc3a-2bf8ea9c3b97","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_487","C67456","d34ce332-33a2-4edc-a8d5-272019d34bf8","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_488","C67397","23f7c42e-f0fd-4028-b5cf-806f227867fb","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_489","C67376","4419fd3d-308c-4fb4-beb5-bc20ec059f71","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_490","C67365","2d9d0646-3f8f-48f4-9fc5-aa7692e7fffd","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_491","C70713","a4f699bf-d7ae-4779-afdf-f598a4fa6405","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_492","C49487","2e673cea-9a0b-43ec-adea-e48316bae4de","http://www.cdisc.org","2023-12-15","No"
"Code","Code_493","C49488","01275d91-d28d-482f-8cc9-44b2a67b63f1","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_494","C83309","ffcf191d-9ea9-474f-8a78-51c9a474e823","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_495","C64432","25a0fbc1-00ab-49ab-96b4-c0c27d25c860","http://www.cdisc.org","2023-12-15","ALP"
"Code","Code_496","C64467","1340dee1-4b0c-437c-ae69-3310583c1e12","http://www.cdisc.org","2023-12-15","AST"
"Code","Code_497","C36292","5eae0a7a-e5e8-4037-9322-4e868ebbbb52","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_498","C67456","b0d849a2-54e7-431e-83ab-c49e2760c6a0","http://www.cdisc.org","2023-12-15","Unit per Liter"
"Code","Code_499","C67397","9d606f64-b6ee-4480-a3dd-2c0b3002d20e","http://www.cdisc.org","2023-12-15","Microkatal per Liter"
"Code","Code_500","C67376","79f5f081-8e28-4ee5-9b80-8ffbe718c9f0","http://www.cdisc.org","2023-12-15","International Unit per Liter"
"Code","Code_501","C67365","a9d003d4-53ee-405e-9797-2faf2d008a65","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration"
"Code","Code_502","C70713","c16a99de-8d1b-4382-b5c6-97ce4878e1ee","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_503","C49487","9002ffdb-e668-4319-9626-5e60edec860b","http://www.cdisc.org","2023-12-15","No"
"Code","Code_504","C49488","c7e4df6e-a69a-4014-bffa-b2d4b84f41e6","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_505","C83309","264b0d6c-bdd7-446c-9519-1d1c62d06456","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_506","C64467","7c3ce8fe-204f-43c0-abb8-804e0bfa5c78","http://www.cdisc.org","2023-12-15","AST"
"Code","Code_507","C64547","d349e511-509c-4349-97cf-cd3730ad2885","http://www.cdisc.org","2023-12-15","CREAT"
"Code","Code_508","C36292","8835b5e4-6120-4fd6-b581-f71e9ba6b0e4","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_509","C67015","43a3eda0-f351-43bf-b9f5-1e91ccbe31ca","http://www.cdisc.org","2023-12-15","Milligram per Deciliter"
"Code","Code_510","C64572","c4185cbf-a0ea-4893-95c6-743b7fc8b053","http://www.cdisc.org","2023-12-15","Microgram per Milliliter"
"Code","Code_511","C64387","9cd366ca-a205-4731-a3a7-4aa58da272ef","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_512","C48508","f68ed8be-ba5c-40d2-90d6-5bc5b9e5faad","http://www.cdisc.org","2023-12-15","Micromole per Liter"
"Code","Code_513","C48207","93a58e51-ce72-4c94-888b-5fbcf1590eae","http://www.cdisc.org","2023-12-15","Unit of Concentration"
"Code","Code_514","C70713","86a1faa4-d410-42a2-be1c-1a04b5414a15","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_515","C49487","47e791a2-7ee9-431a-bd18-cc0f1e2d3177","http://www.cdisc.org","2023-12-15","No"
"Code","Code_516","C49488","ead407c8-3338-4c92-bccc-eb34e5eb4eec","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_517","C83309","0718aa64-cd40-4d87-b557-509157ea7d6f","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_518","C64547","92755361-2ed7-4507-98cd-cf93d2aed7eb","http://www.cdisc.org","2023-12-15","CREAT"
"Code","Code_519","C64853","bbbe4020-c896-4f45-a6c8-a6cb73806c3e","http://www.cdisc.org","2023-12-15","K"
"Code","Code_520","C36292","5e0bec6f-c192-499b-9991-b330e501b30f","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_521","C67474","6ff9c0d8-12a3-4e98-9748-8678973813fe","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"Code","Code_522","C67473","43abfd3e-7112-4e7f-a4df-a003114b07b2","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"Code","Code_523","C64387","6baab953-ad01-4fb9-b3c4-1f462741285f","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_524","C64567","ceb971e4-897d-4885-a28e-1fbb23de4d5d","http://www.cdisc.org","2023-12-15","Molarity Unit"
"Code","Code_525","C70713","92fd2fc1-fe64-4d92-832d-b5e0fed1d424","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_526","C49487","74817acc-542b-4fff-85f3-60883f3c1990","http://www.cdisc.org","2023-12-15","No"
"Code","Code_527","C49488","15ae2682-bebb-4b40-a846-e5c0a33ecca1","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_528","C83309","6aa5a1d8-9d2f-4c39-88a0-feaa33c9168a","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_529","C64853","0cdc921e-f55d-49b7-8d2d-278e55aed9da","http://www.cdisc.org","2023-12-15","K"
"Code","Code_530","C64809","0a9f0cd2-e2ee-4c68-a03a-e94991b1d18a","http://www.cdisc.org","2023-12-15","SODIUM"
"Code","Code_531","C36292","1697ea63-dc34-4862-a6c9-3c1a4340c7f4","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_532","C67474","18c1e9fb-4980-4dea-8a20-9681972cf6ba","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter"
"Code","Code_533","C67473","ab9b1fcc-0da3-433e-bb3c-23643285d314","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter"
"Code","Code_534","C64387","6ca76865-5a3b-45d1-b3b7-7a5247364bed","http://www.cdisc.org","2023-12-15","Millimole per Liter"
"Code","Code_535","C64567","1dd683d5-59a5-4a25-adf7-60376ab2284e","http://www.cdisc.org","2023-12-15","Molarity Unit"
"Code","Code_536","C70713","474b4526-965f-42d4-90ff-1495331843ab","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_537","C49487","3bc07a88-2f23-4670-9f13-5f4281ea198f","http://www.cdisc.org","2023-12-15","No"
"Code","Code_538","C49488","a0486e6c-9293-4d9c-a385-52c0d41a023b","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_539","C83309","0d2f5e31-b324-459c-a8ca-278cc559b999","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_540","C64809","8006eafa-7d07-4ccd-a710-abb9ea197fce","http://www.cdisc.org","2023-12-15","SODIUM"
"Code","Code_541","C64849","ce043c3c-9f18-4adf-9455-428f866f6652","http://www.cdisc.org","2023-12-15","HBA1C"
"Code","Code_542","C36292","9195d789-936e-4136-ae43-865342a77c77","http://www.cdisc.org","2023-12-15","Laboratory Test Result"
"Code","Code_543","C64783","ae033e5e-97a4-4f4d-bdd2-2e8aac63c2d3","http://www.cdisc.org","2023-12-15","Gram per Deciliter"
"Code","Code_544","No Concept Code","0f90e5f7-23cd-407c-b291-7f54be348fa5","http://www.cdisc.org","2023-12-15","LBORRESU"
"Code","Code_545","C70713","a38940c2-9da4-4f87-b3e1-4bb9f5f3fd1e","http://www.cdisc.org","2023-12-15","Biospecimen Type"
"Code","Code_546","C49487","ee9ba729-570a-45b4-8aaf-e7dfb7f41a20","http://www.cdisc.org","2023-12-15","No"
"Code","Code_547","C49488","2867d54c-fcb2-4ab1-a182-4ff5f5ba507f","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_548","C83309","c46453ba-825a-4d48-8367-4a3744dab5f5","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status"
"Code","Code_549","C64849","eb749d69-d6ec-4dfa-bfe5-78e8088e06ea","http://www.cdisc.org","2023-12-15","HBA1C"
"Code","Code_145","C78541","d6f6fb66-2e6e-4e06-ac51-ec45817e60d3","http://www.cdisc.org","2023-12-15","Adverse Event Verbatim Description"
"Code","Code_146","C83344","9f04ca34-2f37-4d1d-8788-73f5d5c1eb04","http://www.cdisc.org","2023-12-15","Adverse Event Dictionary Derived Term"
"Code","Code_147","C49487","44676d25-b463-4a26-b554-bc6f0ba85fe8","http://www.cdisc.org","2023-12-15","No"
"Code","Code_148","C49488","70dc8762-8806-4271-8151-4058f19d6ca8","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_149","C87840","84f2c366-ccd4-45fb-bd68-b901439ba4a2","http://www.cdisc.org","2023-12-15","Adverse Event Pre-specified"
"Code","Code_150","C83205","387829a6-b03b-4ace-9826-8a3609930088","http://www.cdisc.org","2023-12-15","Adverse Event Location"
"Code","Code_151","C53253","f65810f0-c97a-41e6-a032-94eaae32cfde","http://www.cdisc.org","2023-12-15","Severity of Adverse Event"
"Code","Code_152","C49487","20f860b0-3cae-4b2d-bcf9-6a7f78cdc5c3","http://www.cdisc.org","2023-12-15","No"
"Code","Code_153","C49488","a056d8e2-1688-4acf-b9c8-20b660307029","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_154","C53252","b4955d24-1bc0-4039-9c42-e4c0a4926067","http://www.cdisc.org","2023-12-15","Seriousness of Adverse Event"
"Code","Code_155","C83013","7bba52c9-7c05-44e5-a22d-717c22adcdd2","http://www.cdisc.org","2023-12-15","Adverse Event Action Taken with Study Treatment"
"Code","Code_156","C83109","af0948f6-976d-4649-bb32-019a371374c6","http://www.cdisc.org","2023-12-15","Other Actions taken in Response to Adverse Event"
"Code","Code_157","C41358","c9893040-5800-4d84-a273-c239fbcf5720","http://www.cdisc.org","2023-12-15","Adverse Event Attribution to Product or Procedure"
"Code","Code_158","C83210","90305e1f-5174-4303-8876-132cddf90dc7","http://www.cdisc.org","2023-12-15","Adverse Event Relationship to Non Study Treatment"
"Code","Code_159","C83208","b5600c33-ea08-4b58-87f3-88b516817878","http://www.cdisc.org","2023-12-15","Adverse Event Pattern"
"Code","Code_160","C49489","ae06c7a2-d59a-4043-988e-9b5b5a36f8a6","http://www.cdisc.org","2023-12-15","Adverse Event Outcome"
"Code","Code_161","C49487","5c4e7be2-342b-450c-af9d-01bfb816d4d4","http://www.cdisc.org","2023-12-15","No"
"Code","Code_162","C49488","bdcab005-5127-4481-a444-9049241c21d2","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_163","C83211","ad3a8a6e-2e37-4b9d-a1a9-a5e1b5661f9a","http://www.cdisc.org","2023-12-15","Adverse Event Involves Cancer"
"Code","Code_164","C49487","67e91be1-3d32-4fb5-8a93-efd3de44b45f","http://www.cdisc.org","2023-12-15","No"
"Code","Code_165","C49488","f56e167c-1433-443c-bd84-e7fe415647b1","http://www.cdisc.org","2023-12-15","Yes"
"Code","Code_166","C83117","f2a25942-8ca5-47df-aaa5-2217d6881aef","http://www.cdisc.org","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly"
"Code","Code_167","C49487","155f0f7e-637e-4121-a958-4af782a85268","http://www.cdisc.org","2023-12-15","No"
"Code","Code_168","C49488","ad045123-f3f6-43c3-8006-4aefae370bc4","http://www.cdisc.org","2023-12-15","Yes"
