"isEnabled","id","datatype","isRequired","label","uuid:ID","name","instanceType"
"True","BiomedicalConceptProperty_141","float","True","LBORRES","39e9172b-f061-478b-97e8-a2eb4213739b","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_142","","True","LBORRESU","584de1c5-7e63-4092-8ae2-7b53c2efd294","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_143","","True","LBSPEC","d1308881-562c-4e1d-b1c4-961c2fc4544b","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_144","","True","LBFAST","8a83e0e5-c96a-480e-b50d-31606d4c9efc","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_145","","True","LBTESTCD","6b381131-da4d-4a21-af56-b88efc57714a","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_146","float","True","LBORRES","748a7a2c-ff68-4781-accf-3785b491175d","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_147","","True","LBORRESU","f7d77205-0853-4fb3-86c9-0099c496a51b","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_148","","True","LBSPEC","d3c52cc1-ac8e-4731-bf58-f94822b33894","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_149","","True","LBFAST","08ed74a1-c344-4fcd-9d18-66aec0043456","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_150","","True","LBTESTCD","c4514188-cc16-491b-b810-af9942a529cc","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_151","float","True","LBORRES","50fba5f2-01cb-4054-a3fe-0cfef1a86d8f","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_152","","True","LBORRESU","85d605ae-d1f0-437d-887c-b7b3fe0302ea","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_153","","True","LBSPEC","18601858-a21e-4715-a513-852f544e4e6b","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_154","","True","LBFAST","2cd7f9b2-94a6-49f2-9da5-57e5e464d709","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_155","","True","LBTESTCD","a2a83a08-d6a3-423e-a31c-7e3b61db085c","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_156","float","True","LBORRES","39e1d780-029e-46c2-87f1-88a288319e6e","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_157","","True","LBORRESU","563ba564-e52f-463e-9072-a4dfe2b96e09","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_158","","True","LBSPEC","ea1b4360-291e-4441-b289-470fe4e17d84","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_159","","True","LBFAST","c9522ff7-a343-45f9-a0a3-c441d5a2a776","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_160","","True","LBTESTCD","6344960a-d73f-4d83-8413-e77c5b3c6ea4","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_161","float","True","LBORRES","8e0b4aef-342e-4bb8-8aa8-97bdc0da2402","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_162","","True","LBORRESU","eb241f36-4dc5-4847-b1c8-4f4647cab19e","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_163","","True","LBSPEC","2b66f645-547a-467a-bc24-bbb8d36e8a92","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_164","","True","LBFAST","ab3175a1-46c4-43b9-a769-40c3ae46c5b0","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_165","","True","LBTESTCD","74cd9f75-0cda-4d2c-9fe5-934434a31a2d","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_166","float","True","LBORRES","6da98bba-2afa-4b60-a43a-9cab53a765ce","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_167","","True","LBORRESU","d02bf498-93e1-4b5c-90bb-c24467992298","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_168","","True","LBSPEC","3991dbee-874d-4374-8021-38b531ceb2f2","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_169","","True","LBFAST","6eac6998-869c-4bfe-9135-451e38b1efbf","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_1","text","True","AETERM","debd4747-22cb-4c0f-954f-d6adcd22441b","AETERM","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_2","text","True","AEDECOD","9d8a88f4-4a3e-4a46-9aa2-476aeec40dd2","AEDECOD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_3","text","True","AEPRESP","67d960c0-40c7-4da1-ba2d-7548e5760528","AEPRESP","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_4","text","True","AELOC","4be1d532-770a-4bd9-8fd6-721c619c6952","AELOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_5","text","True","AESEV","eed38081-e2f8-4240-b8f2-3d0acf4e9245","AESEV","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_6","text","True","AESER","b8a0fc94-de6f-4c92-b2cf-8dd2c0696e4a","AESER","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_7","text","True","AEACN","5f23d83b-2aa9-4f7b-99ce-e5ef808fa5fd","AEACN","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_8","text","True","AEACNOTH","32499fb3-603b-4f8e-8c51-fadc4d932dc3","AEACNOTH","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_9","text","True","AEREL","4f7589c0-7908-4d92-b18f-f78fe01174a3","AEREL","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_10","text","True","AERELNST","39fc5c86-b8c1-41ad-b39c-ff5c2b4945ca","AERELNST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_11","text","True","AEPATT","5ef8f1ae-ba03-40be-8313-31b17d02e048","AEPATT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_12","text","True","AEOUT","815dbc4f-c852-46c1-9c59-f1eb99a9dc78","AEOUT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_13","text","True","AESCAN","03294e0c-624a-4bd5-8a4e-06a7df4ff759","AESCAN","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_14","text","True","AESCONG","ec7d5415-f91a-4036-abb3-729f9ea79c45","AESCONG","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_15","text","True","AESDISAB","82ec1266-c5ba-4fdb-bf6b-11008366f0eb","AESDISAB","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_16","text","True","AESDTH","3b772ca1-6e92-4427-9616-e8f0647af84f","AESDTH","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_17","text","True","AESHOSP","09eba2d7-6396-4412-ac0d-60d5e722a9a7","AESHOSP","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_18","text","True","AESLIFE","bee77e77-6c37-4455-8f9f-d1563e838423","AESLIFE","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_19","text","True","AESOD","6d8e3eaf-56ea-4686-b9eb-3886f59af4f7","AESOD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_20","text","True","AESMIE","81b55fac-fb07-4370-ac87-077db8aa0658","AESMIE","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_21","text","True","AECONTRT","706debf5-2294-4e4d-93f6-1a06ab73eff8","AECONTRT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_22","datetime","True","AESTDTC","1aff7614-7626-4cac-a994-5ec4731d81e0","AESTDTC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_23","datetime","True","AEENDTC","1af0d3bd-66dc-43b7-9ad4-aa66eef78556","AEENDTC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_24","","True","VSTESTCD","68f4f6c6-397c-463e-84b9-920400b53e70","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_25","integer","True","VSORRES","989f4f0f-7ebd-42e8-9b94-a51d2b0d362d","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_26","","True","VSORRESU","9091dcf9-9ba5-42d1-8c1e-1d46c2dfa101","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_27","","True","VSPOS","2574fda8-9506-4ce4-8fc7-d754a3d2bad0","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_28","","True","VSLOC","1cd4c656-9d31-45dc-9009-184a733ef4d6","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_29","","True","VSLAT","5e882337-b071-4d62-911a-a351e74f9abd","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_30","","True","VSTESTCD","39319a96-b85e-437f-aa1d-171aba406db4","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_31","integer","True","VSORRES","0d9046de-e913-4546-9ebe-022cd99386fa","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_32","","True","VSORRESU","ab930355-3c94-4b6c-b53c-0762aa381956","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_33","","True","VSPOS","495b192f-9884-4263-bf4f-253423ad850a","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_34","","True","VSLOC","acb157a2-98bb-42cc-b00f-1467c796bb67","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_35","","True","VSLAT","9516d0e6-dcc8-4b38-8ecf-774317061208","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_36","","True","VSTESTCD","98ae1772-633d-41bb-9787-6aa958e2c4cf","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_37","float","True","VSORRES","51b03d22-517e-4d0a-867f-1e3fa8bf7957","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_38","","True","VSORRESU","fab95dfd-299a-4192-a3b5-7b700a23815d","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_39","","True","VSLOC","15255eea-03e9-4ec4-b0bd-35eb3293724e","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_40","","True","VSTESTCD","05dfa3bb-6aa8-4ba1-987f-086878c0d6af","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_41","float","True","VSORRES","221fbe42-f475-4a92-99f2-6240f213d3bd","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_42","","True","VSORRESU","c9719122-7fc6-40c6-9f53-b861bb29634a","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_43","","True","VSTESTCD","bbacc522-1852-4e4f-b9b7-6ac778c17093","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_44","float","True","VSORRES","50437c33-e50b-41e9-81e7-a6bb607c3ac7","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_45","","True","VSORRESU","46e63a39-9f13-4572-893a-a6b91ee29ec7","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_46","","True","LBTESTCD","ea3185f6-372c-43d8-839c-49b10784159b","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_47","float","True","LBORRES","bd4eb49d-11c2-4493-af29-7d00d97b5ca0","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_48","","True","LBORRESU","15eeae83-fb3d-4f35-a899-9ef90504fd05","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_49","","True","LBSPEC","77ba9380-f028-481d-ba77-6da9a900eb4d","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_50","","True","LBFAST","a33ca1de-48db-4427-9d24-3e784fe31f3c","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_51","","True","LBTESTCD","523f1e00-86bb-48a2-af26-bd2926de70b6","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_52","text","True","LBORRES","13e97938-ddc0-4ee6-a501-0b7455d57209","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_53","","True","LBSPEC","8d3fa268-bf11-4c8d-bd27-b24126412806","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_54","","True","LBFAST","6d3c58f8-958a-4ec5-a569-0b5143e9c49a","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_55","","True","LBTESTCD","8e4d30ee-a8cc-45f2-9228-d9310ad391da","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_56","float","True","LBORRES","4cf39c91-b72d-40e8-9ad7-4564a8134245","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_57","","True","LBORRESU","6d976926-44a3-4e47-b9ed-e460cf9b4719","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_58","","True","LBSPEC","a3b29aef-6b39-4595-82e6-0c6383321b7c","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_59","","True","LBFAST","2739a648-f2f9-4b1c-a2bf-75cc97ab04d3","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_60","","True","LBTESTCD","6f71cbb9-59fa-4eaf-a0e5-54adf78fd68a","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_61","float","True","LBORRES","2c23a247-f67c-43f1-9ee9-b5ebb305eefe","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_62","","True","LBORRESU","d8c28025-d492-4509-912e-eabc178c641f","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_63","","True","LBSPEC","2ad9dfad-a0ae-45d3-92bd-a35855b404ae","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_64","","True","LBFAST","8a66087c-f235-48b5-aae0-2006e0a9e2bb","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_65","","True","LBTESTCD","bcc9f941-6ece-47e0-a6c9-adc38c1c755b","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_66","float","True","LBORRES","3b14d0d8-f7bd-4474-bcf0-5e8f634d3605","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_67","","True","LBORRESU","b8c1c2a5-223c-418b-aea7-08ef5435f2cf","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_68","","True","LBSPEC","36d7504f-41f0-4355-a5ca-9cb7114b1333","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_69","","True","LBFAST","0d08c4c5-4f8a-4ff0-9e64-c6e60defdf82","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_70","","True","LBTESTCD","4033494e-95a2-4c79-b1f1-6f90b6d4116b","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_71","float","True","LBORRES","4f36565b-fbdf-4ede-89cb-c6973532f415","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_72","","True","LBORRESU","4dc0f3fc-1a5b-424b-aba0-2268e204c9bf","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_73","","True","LBSPEC","8b0231ff-7d6d-4552-8da0-597c8545a1d3","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_74","","True","LBFAST","b7e84a1b-1b4e-43ce-92ba-3a1b684fe352","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_75","","True","LBTESTCD","241c640a-b732-4b15-86a5-bcba85aa343b","LBTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_76","float","True","LBORRES","298d5a66-0d45-4f61-bfe4-3a01473e981b","LBORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_77","","True","LBORRESU","c79e2b1e-136d-4fce-a9b1-391ba42bdad9","LBORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_78","","True","LBSPEC","87af693f-2b1d-44bc-8e66-9536d4aa1a6e","LBSPEC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_79","","True","LBFAST","a8d3c9e8-addb-49d0-988c-31c753043fcf","LBFAST","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_80","","True","VSTESTCD","831669d5-ea9f-4841-a31d-9804238d5458","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_81","integer","True","VSORRES","8fc34826-cdf9-48d1-ab87-e9da3e8fce5a","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_82","","True","VSORRESU","84a013a6-d0eb-4b6c-8e42-0a52cd96d9fd","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_83","","True","VSPOS","9a3f5887-ddb8-4801-b1cc-a0668b7b997e","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_84","","True","VSLOC","750751aa-3fb1-489d-90d5-ecdec76a0a87","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_85","","True","VSLAT","92dea612-6166-4238-b76d-4f6c6fe76e09","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_86","","True","VSTESTCD","9e368fe9-6632-47c9-9797-48a7ceda7161","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_87","integer","True","VSORRES","89a55cdc-82c3-4d87-993a-658daa580de4","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_88","","True","VSORRESU","f48b1a95-2d46-4ffe-8bf3-d12befa686b9","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_89","","True","VSPOS","94011a55-59e3-4eac-ade4-b4826b9acb2a","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_90","","True","VSLOC","6691229c-8192-409e-96c3-69485f921d78","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_91","","True","VSLAT","ef987016-781c-4a60-96c1-09c458454d8a","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_92","","True","VSTESTCD","2d138022-e832-48ee-89f1-4e136322f967","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_93","integer","True","VSORRES","bbad63f8-b225-4f3d-a38b-c68680966fe3","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_94","","True","VSORRESU","e3d4d816-0987-499b-b9aa-3b19596ed19f","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_95","","True","VSPOS","41827f1f-7814-46bd-9ccc-17c1fa4d1f24","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_96","","True","VSLOC","796e9ffd-a00b-42df-a6fe-be66dc3a0ce1","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_97","","True","VSLAT","ac54c898-03e2-4b3c-8748-3d1dafa9b02d","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_98","","True","VSTESTCD","f101659f-168f-4813-9703-b3b412ddbd8e","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_99","integer","True","VSORRES","26531905-56d1-4066-8df1-d7a4db68ac7c","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_100","","True","VSORRESU","de9a262c-7287-4b22-a5f1-b47ee77510e6","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_101","","True","VSPOS","3f3a3c90-12b2-4570-aac6-eb2ee39ecfab","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_102","","True","VSLOC","aaee3b8d-9923-4ada-b838-5cb63d83047d","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_103","","True","VSLAT","72285edb-5185-4853-9fcb-37ddff2921b5","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_104","","True","VSTESTCD","69d69404-d2e9-40af-8d38-1add631563fb","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_105","integer","True","VSORRES","8e0ba28f-cf63-4b61-86a6-b857b48cf8e9","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_106","","True","VSORRESU","2c8fa87f-cf32-429c-9926-9cbc058eb09d","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_107","","True","VSPOS","be610c5c-8b1c-4130-923d-fb29166faee7","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_108","","True","VSLOC","d793863c-e30a-4cd3-b5c1-38ecfc9b9937","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_109","","True","VSLAT","00dfc46c-a801-44fe-8d94-88468a9e6ba9","VSLAT","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_110","","True","VSTESTCD","6867e3e9-66a0-42de-9892-1022a8e228bd","VSTESTCD","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_111","integer","True","VSORRES","bd5f2f4a-96d3-4119-aa17-50ae89106647","VSORRES","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_112","","True","VSORRESU","8094bcc6-2db6-41a4-ac4d-7818e4b3b886","VSORRESU","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_113","","True","VSPOS","5aa34951-cec7-4287-8581-0375d917c980","VSPOS","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_114","","True","VSLOC","7c03565e-61e5-4320-aa86-4b67594390ba","VSLOC","BiomedicalConceptProperty"
"True","BiomedicalConceptProperty_115","","True","VSLAT","ef31c115-d72c-4aa1-8ed7-cb46d58e19a8","VSLAT","BiomedicalConceptProperty"
