"uuid:ID","name","instanceType","text","sectionTitle","id","sectionNumber"
"8c551d72-7f3f-4976-a077-035eeffe057b","SECTION 5.4","NarrativeContent","<div><usdm:section name=""M11-exclusion""></usdm:section></div>","Exclusion Criteria","NarrativeContent_25","5.4"
"5db95d4d-faec-434d-830b-4aee313e4c76","SECTION 5.5","NarrativeContent","<div></div>","Lifestyle Considerations","NarrativeContent_26","5.5"
"01e62a6c-046a-4d7c-817e-45e199cbce6a","SECTION 5.5.1","NarrativeContent","<div></div>","Meals and Dietary Restrictions","NarrativeContent_27","5.5.1"
"72e6e90c-635b-4a2e-bc31-78c8336c530f","SECTION 5.5.2","NarrativeContent","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_28","5.5.2"
"e0d09005-54dc-4f70-bfd2-1c992ff235a6","SECTION 5.5.3","NarrativeContent","<div></div>","Physical Activity","NarrativeContent_29","5.5.3"
"27c495a6-d435-4883-80f9-436ca52ffb23","SECTION 5.5.4","NarrativeContent","<div></div>","Other Activity","NarrativeContent_30","5.5.4"
"bc940e37-863b-4932-969b-5f3ddf81feec","SECTION 5.6","NarrativeContent","<div></div>","Screen Failures","NarrativeContent_31","5.6"
"b6ae4003-b11b-4066-95c2-81ecde782986","SECTION 6","NarrativeContent","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_32","6"
"e6b63279-e53a-4dd8-9a29-3ca3de92c6d0","SECTION 6.1","NarrativeContent","<div></div>","Description of Trial Intervention","NarrativeContent_33","6.1"
"d51710d9-24f6-4f78-a479-701c93bdd4e7","SECTION 6.2","NarrativeContent","<div></div>","Rationale for Trial Intervention","NarrativeContent_34","6.2"
"0a98571d-6e51-4666-9dbd-f4e8d3ce49bd","SECTION 6.3","NarrativeContent","<div></div>","Dosing and Administration","NarrativeContent_35","6.3"
"7a58c180-75d4-429a-b937-a65d4c3ed1be","SECTION 6.3.1","NarrativeContent","<div></div>","Trial Intervention Dose Modification","NarrativeContent_36","6.3.1"
"3b4ea3c9-d44b-4bb8-b07f-a0901452d19f","SECTION 6.4","NarrativeContent","<div></div>","Treatment of Overdose","NarrativeContent_37","6.4"
"116392f5-276f-4b24-ab4e-c1fddfb9e3ab","SECTION 6.5","NarrativeContent","<div></div>","Preparation, Handling, Storage and Accountability","NarrativeContent_38","6.5"
"271d9f16-574b-43b5-a0ab-746e3b0fa34d","SECTION 6.5.1","NarrativeContent","<div></div>","Preparation of Trial Intervention","NarrativeContent_39","6.5.1"
"c800cd1d-8e87-4928-8fb0-9f136d8fa565","SECTION 6.5.2","NarrativeContent","<div></div>","Handling and Storage of Trial Intervention","NarrativeContent_40","6.5.2"
"e4c093c5-8778-44d4-9ac7-c1b14e31b358","SECTION 6.5.3","NarrativeContent","<div></div>","Accountability of Trial Intervention","NarrativeContent_41","6.5.3"
"294496cc-50b6-40e2-83d3-b186c42289be","SECTION 6.6","NarrativeContent","<div></div>","Participant Assignment, Randomisation and Blinding","NarrativeContent_42","6.6"
"21e8906d-f542-47b5-9fbe-dc3db12d7f68","SECTION 6.6.1","NarrativeContent","<div></div>","Participant Assignment","NarrativeContent_43","6.6.1"
"dd62b7ce-08b2-4536-aebf-24c58ad2bb86","SECTION 6.6.2","NarrativeContent","<div></div>","Randomisation","NarrativeContent_44","6.6.2"
"7807abf9-732b-447b-b5b1-e65a801fa044","SECTION 6.6.3","NarrativeContent","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding","NarrativeContent_45","6.6.3"
"5964a6e1-402b-42ab-8a9a-4093eefcde70","SECTION 6.7","NarrativeContent","<div></div>","Trial Intervention Compliance","NarrativeContent_46","6.7"
"790bf68f-f2a9-4fe1-a039-8500c432e670","SECTION 6.8","NarrativeContent","<div></div>","Concomitant Therapy","NarrativeContent_47","6.8"
"c321c072-8c0a-4e48-ad71-beabb4b761c2","SECTION 6.8.1","NarrativeContent","<div></div>","Prohibited Concomitant Therapy","NarrativeContent_48","6.8.1"
"d5812393-bddb-4e3f-b4b1-98d1bdee5f29","SECTION 6.8.2","NarrativeContent","<div></div>","Permitted Concomitant Therapy","NarrativeContent_49","6.8.2"
"a5bc7cce-aa70-4b84-9fbd-76197094402b","SECTION 6.8.3","NarrativeContent","<div></div>","Rescue Therapy","NarrativeContent_50","6.8.3"
"26456e00-6caa-4892-84c7-94b227cd29d9","SECTION 6.8.4","NarrativeContent","<div></div>","Other Therapy","NarrativeContent_51","6.8.4"
"28a8417c-bf5a-4e43-b13c-1fd1c109d127","SECTION 7","NarrativeContent","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","7"
"19b39639-aaec-4629-8a7e-b1880d3226ce","SECTION 7.1","NarrativeContent","<div></div>","Discontinuation of Trial Intervention","NarrativeContent_53","7.1"
"5521c488-7a30-4fdc-8649-38e6a151d93d","SECTION 7.1.1","NarrativeContent","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","7.1.1"
"dde1f384-8641-4b02-b4c4-4f7943e867f7","SECTION 7.1.2","NarrativeContent","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","7.1.2"
"ede8817c-f821-4651-84ae-6017776f20e1","SECTION 7.1.3","NarrativeContent","<div></div>","Rechallenge","NarrativeContent_56","7.1.3"
"58ac8a3f-0a81-4a3c-82fc-4add59b8cf1a","SECTION 7.2","NarrativeContent","<div></div>","Participant Withdrawal from the Trial","NarrativeContent_57","7.2"
"68ceb369-6503-4877-a230-4aecef0a43c9","SECTION 7.3","NarrativeContent","<div></div>","Lost to Follow-Up","NarrativeContent_58","7.3"
"c302f14f-3a90-40ee-9c5a-9c6265c53a79","SECTION 7.4","NarrativeContent","<div></div>","Trial Stopping Rules","NarrativeContent_59","7.4"
"d4a68344-04e8-4b4d-974a-ab132fa61266","SECTION 8","NarrativeContent","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","8"
"ee9ba451-8046-4997-b1ee-003ab41cc117","SECTION 8.1","NarrativeContent","<div></div>","Screening/Baseline Assessments and Procedures","NarrativeContent_61","8.1"
"bec63201-c7d9-4e3a-805f-3c1db8ef4252","SECTION 8.2","NarrativeContent","<div></div>","Efficacy Assessments and Procedures","NarrativeContent_62","8.2"
"60c03c18-c2c7-47d9-b29d-f3ad65aafef7","SECTION 8.3","NarrativeContent","<div></div>","Safety Assessments and Procedures","NarrativeContent_63","8.3"
"e38bdfb8-9b54-4e7c-b1af-52e703fd8431","SECTION 8.3.1","NarrativeContent","<div></div>","Physical Examination","NarrativeContent_64","8.3.1"
"09128bdc-84db-4077-b369-59d00d520420","SECTION 8.3.2","NarrativeContent","<div></div>","Vital Signs","NarrativeContent_65","8.3.2"
"e569bc4e-ea67-4bd3-addf-9df201d3d906","SECTION 8.3.3","NarrativeContent","<div></div>","Electrocardiograms","NarrativeContent_66","8.3.3"
"53799cc0-516a-4596-bf68-bc7719709109","SECTION 8.3.4","NarrativeContent","<div></div>","Clinical Laboratory Assessments","NarrativeContent_67","8.3.4"
"746daf03-6d4c-4f17-8f5f-d27e3457c2a1","SECTION 8.3.5","NarrativeContent","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","8.3.5"
"c833ac9e-be1e-4dd4-a2d5-5b17d7067685","SECTION 8.4","NarrativeContent","<div></div>","Adverse Events and Serious Adverse Events","NarrativeContent_69","8.4"
"a3297551-dce5-4cf9-b9fa-f4126f0edb98","SECTION 8.4.1","NarrativeContent","<div></div>","Definitions of AE and SAE","NarrativeContent_70","8.4.1"
"894db465-a6e1-4ba9-a2aa-aa8efd79cd80","SECTION 8.4.2","NarrativeContent","<div></div>","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","8.4.2"
"d5207735-0140-4ec9-aa63-d1d74cc316f3","SECTION 8.4.3","NarrativeContent","<div></div>","Identifying AEs and SAEs","NarrativeContent_72","8.4.3"
"8874547c-b46c-43ca-a6f1-ce5bd8040182","SECTION 8.4.4","NarrativeContent","<div></div>","Recording of AEs and SAEs","NarrativeContent_73","8.4.4"
"73cb145e-537c-4f5a-96ba-439671fb4946","SECTION 8.4.5","NarrativeContent","<div></div>","Follow-up of AEs and SAEs","NarrativeContent_74","8.4.5"
"f95787f6-3602-4a10-a8d5-7ccf2dd7e5fe","SECTION 8.4.6","NarrativeContent","<div></div>","Reporting of SAEs","NarrativeContent_75","8.4.6"
"2a07ef8b-0f38-48dc-88ac-eb9e2a9ccf39","SECTION 8.4.7","NarrativeContent","<div></div>","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","8.4.7"
"de681b4d-67b3-4785-8a38-61e18be55fef","SECTION 8.4.8","NarrativeContent","<div></div>","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","8.4.8"
"32ab1254-40ba-46e7-8770-726ede67ead0","SECTION 8.4.9","NarrativeContent","<div></div>","Adverse Events of Special Interest","NarrativeContent_78","8.4.9"
"da505b18-d177-45a1-9048-30a8084bb8ac","SECTION 8.4.10","NarrativeContent","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","8.4.10"
"eb16ef13-b01c-4cd2-bc91-bd95b5d53481","SECTION 8.5","NarrativeContent","<div></div>","Pregnancy and Postpartum Information","NarrativeContent_80","8.5"
"40f200cd-7fcc-47d6-a061-a0af45fe9962","SECTION 8.5.1","NarrativeContent","<div></div>","Participants Who Become Pregnant During the Trial","NarrativeContent_81","8.5.1"
"7b18be7d-8a55-4d48-80fb-9c98606a752d","SECTION 8.5.2","NarrativeContent","<div></div>","Participants Whose Partners Become Pregnant","NarrativeContent_82","8.5.2"
"5ac17b56-dc5a-4c0e-b8fe-692a6de168c3","SECTION 8.6","NarrativeContent","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","8.6"
"1b953434-f534-45bf-86d4-b96a8d20b0bd","SECTION 8.6.1","NarrativeContent","<div></div>","Definition of Medical Device Product Complaints","NarrativeContent_84","8.6.1"
"04bef6f0-de98-4cd9-9818-b029caacd55a","SECTION 8.6.2","NarrativeContent","<div></div>","Recording of Medical Device Product Complaints","NarrativeContent_85","8.6.2"
"2dc8ee19-795d-402d-bdc8-e95e0cc90e8c","SECTION 8.6.3","NarrativeContent","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","8.6.3"
"8f900029-5c9a-4e19-8ce7-eeabf6659a12","SECTION 8.6.4","NarrativeContent","<div></div>","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","8.6.4"
"f2134444-577e-4d86-b7cb-603150eb1ff5","SECTION 8.6.5","NarrativeContent","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","8.6.5"
"70a962bf-1263-46e2-8368-06cf9233139c","SECTION 8.7","NarrativeContent","<div></div>","Pharmacokinetics","NarrativeContent_89","8.7"
"a73b7528-5b01-4dd6-8682-e6acc5092589","SECTION 8.8","NarrativeContent","<div></div>","Genetics","NarrativeContent_90","8.8"
"62a7649b-b7ad-4285-9dc4-38c573490a82","SECTION 8.9","NarrativeContent","<div></div>","Biomarkers","NarrativeContent_91","8.9"
"f54cfc96-2f84-46d7-a7b7-b4667f3d4607","SECTION 8.1","NarrativeContent","<div></div>","Immunogenicity Assessments","NarrativeContent_92","8.1"
"306636c2-f4d1-45f0-a0cd-fade9e2ccdde","SECTION 8.1.1","NarrativeContent","<div></div>","Medical Resource Utilisation and Health Economics","NarrativeContent_93","8.1.1"
"6fb5586e-fe19-412a-8019-c3d6741f8266","SECTION 9","NarrativeContent","<div></div>","STATISTICAL CONSIDERATIONS","NarrativeContent_94","9"
"b3e86586-6aaf-4936-aa1d-e5a753ca9f61","SECTION 9.1","NarrativeContent","<div></div>","Analysis Sets","NarrativeContent_95","9.1"
"7d6dad6d-034c-4eb9-b2a3-63defdaa11a5","SECTION 9.2","NarrativeContent","<div></div>","Analyses Supporting Primary Objective(s)","NarrativeContent_96","9.2"
"6387e6b1-6934-4663-9f78-46d9edf335bc","SECTION 9.2.1","NarrativeContent","<div></div>","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","9.2.1"
"e88f5693-1e03-44e6-843d-e5a6339679a9","SECTION 9.2.2","NarrativeContent","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","9.2.2"
"1bfed673-eefe-49af-a0e6-7774f47de7d8","SECTION 9.2.3","NarrativeContent","<div></div>","Handling of Missing Data","NarrativeContent_99","9.2.3"
"d46c5e32-11ab-4ed1-89ec-c1dc97a73b02","SECTION 9.2.4","NarrativeContent","<div></div>","Sensitivity Analysis","NarrativeContent_100","9.2.4"
"d8abbd5a-1e80-46c4-9cf7-0cf72629fec3","SECTION 9.2.5","NarrativeContent","<div></div>","Supplementary Analysis","NarrativeContent_101","9.2.5"
"03155cda-66d1-4a5d-901a-c7dd93c8bb3d","SECTION 9.3","NarrativeContent","<div></div>","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","9.3"
"52249ab8-bd59-461c-b6ef-d315a0f59b56","SECTION 9.4","NarrativeContent","<div></div>","Analysis of Exploratory Objective(s)","NarrativeContent_103","9.4"
"e624c7e0-3314-433e-86de-03eb074dfce8","SECTION 9.5","NarrativeContent","<div></div>","Safety Analyses","NarrativeContent_104","9.5"
"b90c08d0-400b-4ec3-ae8c-9ffbd9dbb535","SECTION 9.6","NarrativeContent","<div></div>","Other Analyses","NarrativeContent_105","9.6"
"9f5af594-4822-45be-8a66-61b1c20263bf","SECTION 9.7","NarrativeContent","<div></div>","Interim Analyses","NarrativeContent_106","9.7"
"1273ca2e-6521-4676-a720-5ea49505741b","SECTION 9.8","NarrativeContent","<div></div>","Sample Size Determination","NarrativeContent_107","9.8"
"a0a55b9d-3a8e-4853-afd3-31ef43e26f20","SECTION 9.9","NarrativeContent","<div></div>","Protocol Deviations","NarrativeContent_108","9.9"
"f6e0b8d2-613f-48ca-83be-4f05c04ec802","SECTION 10","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","10"
"f72494ce-657e-4acd-8727-77d3a2e4a2cc","SECTION 10.1","NarrativeContent","<div></div>","Regulatory and Ethical Considerations","NarrativeContent_110","10.1"
"fec274f6-4c0a-4faf-bfdb-32c1500d7776","SECTION 10.2","NarrativeContent","<div></div>","Committees","NarrativeContent_111","10.2"
"28e5a8da-3f5b-4be2-a5af-3fe1cf616abc","SECTION 10.3","NarrativeContent","<div></div>","Informed Consent Process","NarrativeContent_112","10.3"
"080c22f1-d35e-4cf4-bb43-053a9da3ef51","SECTION 10.4","NarrativeContent","<div></div>","Data Protection","NarrativeContent_113","10.4"
"39f920cf-145b-432e-8860-2f8efecbf751","SECTION 10.5","NarrativeContent","<div></div>","Early Site Closure or Trial Termination","NarrativeContent_114","10.5"
"61de31d1-2db7-47df-8b16-6e30a5261979","SECTION 11","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","11"
"efedfb6f-c809-46bd-9dd8-97023332aa88","SECTION 11.1","NarrativeContent","<div></div>","Quality Tolerance Limits","NarrativeContent_116","11.1"
"ba1cbbdc-14d9-4962-ab83-b53607accfaf","SECTION 11.2","NarrativeContent","<div></div>","Data Quality Assurance","NarrativeContent_117","11.2"
"7e202cbf-5b46-4947-afc1-6d64bcbf8ce8","SECTION 11.3","NarrativeContent","<div></div>","Source Data","NarrativeContent_118","11.3"
"9d0009ba-64e5-4172-8951-ae706978820b","SECTION 12","NarrativeContent","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","12"
"f2dc9c6d-e89a-4773-8d02-dc465ae0946b","SECTION 12.1","NarrativeContent","<div></div>","Further Details and Clarifications on the AE Definition","NarrativeContent_120","12.1"
"8b3e907b-cb6d-4de2-8f74-4ef27f4ce063","SECTION 12.2","NarrativeContent","<div></div>","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","12.2"
"bf6c37d1-291c-4093-a0be-bbd6dcf8e7d0","SECTION 12.3","NarrativeContent","<div></div>","Severity","NarrativeContent_122","12.3"
"764630c4-ebee-46d9-b43f-047efa0d4efc","SECTION 12.4","NarrativeContent","<div></div>","Causality","NarrativeContent_123","12.4"
"fc2a095b-6cb4-4fc1-ad61-f3ba89d221c5","SECTION 13","NarrativeContent","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","13"
"af87cee5-77f6-4b3a-8141-c41b726009dc","SECTION 13.1","NarrativeContent","<div></div>","Contraception and Pregnancy Testing","NarrativeContent_125","13.1"
"c17c03ca-5dd9-481d-b16f-cd21d39267e8","SECTION 13.1.1","NarrativeContent","<div></div>","Definitions Related to Childbearing Potential","NarrativeContent_126","13.1.1"
"5327c09a-b201-4557-b124-fc005f0131f7","SECTION 13.1.2","NarrativeContent","<div></div>","Contraception","NarrativeContent_127","13.1.2"
"6dee2ab1-c417-4c8c-ac94-c6e2538e0045","SECTION 13.1.3","NarrativeContent","<div></div>","Pregnancy Testing","NarrativeContent_128","13.1.3"
"689cc2a8-1265-4238-a4ae-478a91e13916","SECTION 13.2","NarrativeContent","<div></div>","Clinical Laboratory Tests","NarrativeContent_129","13.2"
"ceb6a11c-6370-456f-ae82-30544ae15c77","SECTION 13.3","NarrativeContent","<div></div>","Country/Region-Specific Differences","NarrativeContent_130","13.3"
"83cdb345-48ec-4637-845c-125ab0b9d04e","SECTION 13.4","NarrativeContent","<div></div>","Prior Protocol Amendments","NarrativeContent_131","13.4"
"ff0f8123-81e5-4aa8-874d-267331bf8e89","SECTION 14","NarrativeContent","<div></div>","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","14"
"35477060-99c1-40c2-9996-4bc412510f71","SECTION 15","NarrativeContent","<div></div>","APPENDIX: REFERENCES","NarrativeContent_133","15"
