"uuid:ID","code","instanceType","codeSystemVersion","decode","codeSystem","id"
"d6679a8f-77fd-48f8-876f-2f534e4689d1","MILD_MOD_ALZ","Code","12","Mild to Moderate Alzheimer's Disease","SPONSOR","Code_133"
"78f0c6dc-c0bb-40d6-9178-2745091e1e2b","26929004","Code","January 31, 2018","Alzheimer's disease","SNOMED","Code_134"
"ad07717a-85fa-48e5-b3b9-e07dc471ca18","C99907x1","Code","2023-09-29","EXTENSION","http://www.cdisc.org","Code_142"
"f84e3203-8209-4576-9922-a0b1303e34c1","C98704","Code","2023-09-29","ADAPTIVE","http://www.cdisc.org","Code_143"
"8e31c1b8-7ac5-4027-afb7-9363f70fa974","C82639","Code","2023-09-29","Parallel Study","http://www.cdisc.org","Code_140"
"77e760bf-8029-4281-970d-6dc6c6f81263","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_82"
"e769b046-02b9-46bc-a85c-fb9cc6e104bc","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_83"
"7f752991-c5c6-4601-8e02-04e0f06384f1","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_84"
"7c8392b4-4e57-4637-b375-66897475700b","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_85"
"e62665ab-8e07-48ea-bb0d-e215147c83b0","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_86"
"5671f56d-52cb-4390-b465-d1bec5d6c391","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_87"
"af78f382-0458-49c0-b743-e8212d1f8e5f","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_88"
"bbaa556a-6b32-45a0-a566-45c5a86ce4fe","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_89"
"6d8aa3dd-9bea-4406-b490-2d7c9cef7f2c","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_90"
"20c08b77-099b-468e-8af4-a6cb9d5245d7","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_91"
"32cd38e6-757e-464e-9d6a-1ce1ad6a9543","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_92"
"523aaf83-0b40-40e9-8d5a-f25cb1f0c28a","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_93"
"41b41452-fd15-4757-ae3b-7edbd569c17a","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_94"
"27718cd2-bdc0-40bb-9833-5082621b529e","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_95"
"f9bf4dbc-ad04-4988-b164-7517daaf9d6f","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_96"
"4a13b5bc-fe1d-432e-a1ab-9654b6ae8b22","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_97"
"929a0946-f84e-4f04-9d0a-ddaa62e26323","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_98"
"dc4d96ed-1cf1-42b6-89dc-396d034d1a35","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_99"
"ff1acacc-8901-4e07-a1e1-14bab7353029","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_100"
"8510dde6-d4dd-4477-9a0d-4ba8904b68ec","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_101"
"a1f22092-09ad-45ce-9418-221dd37776b2","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_102"
"eca7e96f-6e35-486e-a6c1-333772125cce","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_103"
"86c467f1-c6c8-4291-bb97-d785e671093f","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_104"
"a4cf4f9b-66f3-4eab-b73a-62e9de0ad7df","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_105"
"7ea6694b-e463-4299-a9c8-6e0908c56861","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_106"
"2dfe80b5-f9df-4a21-a28b-ccbaa7a02292","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_107"
"15bcc6c2-0d80-4598-aa79-d1569cee38f7","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_108"
"5cc610ee-9f7c-46d0-a272-d2cf4fd35564","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_109"
"97fb21fd-86b3-45b9-9421-b7531bb4b051","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_110"
"5b28d1a3-1b31-48ba-9ca0-25622fe53b56","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_111"
"1a9c3180-9464-49d2-ae1f-a75ba5d9cc98","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_112"
"bfa60162-5826-4aa7-bd85-7da2093bbb25","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_113"
"f2832823-9411-4222-a0ec-5ab8d00118f9","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_114"
"c98ee91e-97c8-43d1-b882-e9a8abd698be","C171537","Code","2023-09-29","Telephone Call","http://www.cdisc.org","Code_115"
"53dfbb57-f432-4b52-abe7-5f9a268b78ce","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_116"
"4e44f488-dfe6-4e8a-bbcd-5482f9bf4f6c","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_117"
"2472645b-4648-4a16-ac56-5e503bc49030","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_118"
"8e98a166-ce72-46f6-b989-17dc97a611f4","C25716","Code","2023-09-29","Visit","http://www.cdisc.org","Code_119"
"87cc7012-fa5e-4022-b776-2a42b948d0ef","C51282","Code","2023-09-29","Clinic","http://www.cdisc.org","Code_120"
"8d5686d0-fcdd-455f-ae79-c77b4a6cf90f","C175574","Code","2023-09-29","In Person","http://www.cdisc.org","Code_121"
"f2c07a4a-19f4-44bb-b053-5f50bf94edf1","383371000119108","Code","January 31, 2018","CT of head without contrast","SNOMED","Code_79"
"9655778b-5a39-4503-b9b1-47a1dc2458ae","123","Code","12","Subject Supine","SPONSOR","Code_80"
"83d6342b-6c51-403b-8729-7f836c693d8a","124","Code","12","Subject Standing","SPONSOR","Code_81"
"910bf999-07bb-47ab-94e5-db6b54de96da","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_268"
"f4153754-ed35-48ca-bffa-69a1f7c845f3","C42537","Code","2023-09-29","Kelvin","http://www.cdisc.org","Code_269"
"aac707f8-9a04-46bd-9b81-a9efaa904339","C44276","Code","","Unit of Temperature","NCI Thesaurus","Code_270"
"5d9f1283-e492-4e35-b260-67a7ddad4447","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_271"
"c5f5687a-6d3d-4fbd-b1e4-73bbfec739b3","C174446","Code","","Body Temperature","NCI Thesaurus","Code_267"
"64ca3036-b450-48d3-bec8-478936268f07","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_273"
"560de7a3-67ff-4eab-81c4-22e2ceb8d107","C28252","Code","2023-09-29","Kilogram","http://www.cdisc.org","Code_274"
"10e6bc87-4e33-42d3-9d8f-3312d2bf2e1f","C48155","Code","2023-09-29","Gram","http://www.cdisc.org","Code_275"
"337d61f4-a302-49ff-b50b-1b13a3473db2","C48531","Code","2023-09-29","Pound","http://www.cdisc.org","Code_276"
"c403b487-a319-42ed-8e48-a3b43a9321c3","C48208","Code","","Unit of Weight","NCI Thesaurus","Code_277"
"b7c44555-109a-451e-bf17-97103ca40a28","C81328","Code","","Body Weight","NCI Thesaurus","Code_272"
"5f0a004f-0837-4b17-8c48-e19c31b64061","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_279"
"cb3fad4a-2529-4e62-8d82-e93ccd5a8494","C49668","Code","2023-09-29","Centimeter","http://www.cdisc.org","Code_280"
"0a722a50-e006-4b65-9d35-e31e12f3dfa7","C48500","Code","2023-09-29","Inch","http://www.cdisc.org","Code_281"
"5906cbf5-fc52-4149-86a0-510a6fd7b64c","C28251","Code","2023-09-29","Millimeter","http://www.cdisc.org","Code_282"
"a3e9e15c-bb63-4ed5-ad77-5f6ca8d73856","C41139","Code","2023-09-29","Meter","http://www.cdisc.org","Code_283"
"3ed0b190-e16b-4091-b72e-bdb8c035dd92","C168688","Code","","Unit of Height","NCI Thesaurus","Code_284"
"e22f3cd8-1d8d-4a83-a8c9-98307d07ee74","C164634","Code","","Body Height","NCI Thesaurus","Code_278"
"d504f38b-2ce2-4b65-96dd-81a7edb45dcd","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_286"
"c33d084e-9d85-4f90-995d-03360f3c01db","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_287"
"9fc9387c-7571-4f1d-adc3-6ac9d1ac5a46","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_288"
"e7e42656-3e48-4d6b-9c27-4c42aa9e17c9","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_289"
"f4ed2013-4562-48a0-a487-2af3066d80b3","C64433","Code","","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_285"
"64983c8c-ba30-4489-83f7-1e615082ae32","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_291"
"ee53170b-4bae-46a4-9ad1-ecb5f20490ba","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_292"
"dabbf470-c4e6-4dcd-a4d8-0ba3eff3b476","C48207","Code","","Unit of Concentration","NCI Thesaurus","Code_293"
"667f5b27-b9eb-4114-b295-44f79d2b236b","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_294"
"cce95ae5-1dd6-4706-a27c-08b128dd0e8d","C64431","Code","","Albumin Measurement","NCI Thesaurus","Code_290"
"a941aef7-d7be-4817-a110-b37b7bc9813d","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_296"
"edbe1a5e-9376-478b-9326-4be6d21cbe16","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_297"
"5d0bf921-5667-4380-87ed-23ecde7e2a6c","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_298"
"de128108-a041-4ddf-8970-c3e5be46dcbd","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_299"
"8982f31e-a41e-4d35-a472-b207241f2225","C64432","Code","","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_295"
"d1cd4512-f8a6-49ac-93cf-cbe2e8a86d2e","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_301"
"86dd2fd7-2b63-4998-9f46-97fe180297e2","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_302"
"634450af-5670-4c6a-b548-fe829a384278","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_303"
"ec3fe7f1-0fbd-4631-a21d-0e16f85588ae","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_304"
"ca2f3cb7-132c-4d21-9d3e-9063a6400827","C64467","Code","","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_300"
"7dae97ac-f266-4308-a4ff-6c0f98e0f5b8","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_306"
"bedf569f-8766-458a-aef6-7e8b1b5eb140","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_307"
"2e4f29a6-f8e2-4b1b-b53a-56a63db475dc","C48207","Code","","Unit of Concentration","NCI Thesaurus","Code_308"
"482f156d-7c46-4574-949b-ef5a830359bf","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_309"
"07221399-64e3-4dea-bb80-65fe6bc68b05","C64547","Code","","Creatinine Measurement","NCI Thesaurus","Code_305"
"e16a0adf-8116-44a5-9946-8b3706fa18ed","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_311"
"3e9e2dac-23e8-4a45-bb16-e936ecf88b85","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_312"
"f4b4a917-dc9c-4e23-8359-a66f856d7187","C64567","Code","","Molarity Unit","NCI Thesaurus","Code_313"
"00fcd35a-3bbc-4709-ae63-02af660dca91","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_314"
"136a41f0-05f0-48e7-a306-420643386472","C64853","Code","","Potassium Measurement","NCI Thesaurus","Code_310"
"a09750f0-d28f-4cad-8ff0-5a1a2541d6c0","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_316"
"04168872-3fb7-4655-8a7f-c56fa4eb2301","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_317"
"2b7b84ff-e5b2-4d75-a493-06fc854be1bf","C64567","Code","","Molarity Unit","NCI Thesaurus","Code_318"
"b2ee9590-2d79-4c12-a7db-a836398aba75","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_319"
"1fb81a9b-d3e8-4abc-9a8e-91f068fadebf","C64809","Code","","Sodium Measurement","NCI Thesaurus","Code_315"
"72d18ab2-ca79-490b-91cc-9eece58c972d","C82571","Code","","Reported Event Term","NCI Thesaurus","Code_145"
"45836519-9ea8-4468-8580-50286eeb8384","C82977","Code","","Dictionary-derived Term","NCI Thesaurus","Code_146"
"032d00eb-40de-429d-8bb5-72fcd6da8153","C25372","Code","","Category","NCI Thesaurus","Code_147"
"b92cdd17-b7e0-425c-89ca-0f8cdc7cd2f3","C25692","Code","","Subcategory","NCI Thesaurus","Code_148"
"3884e1c9-dbed-4d35-a08e-d4e2f4abd9b7","C82517","Code","","Observation Start Date Time","NCI Thesaurus","Code_149"
"c8f79d0e-8404-4d90-ab48-eed4558e445b","C41331","Code","","Adverse Event","NCI Thesaurus","Code_144"
"f0330c72-5ef8-4785-b060-c7817826e775","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_151"
"9ac58c84-f09f-411f-8936-becaa8907554","C42547","Code","2023-09-29","Pascal","http://www.cdisc.org","Code_152"
"b1e49c68-f4d0-40fa-868a-bd592ad9ebc8","C49669","Code","","Unit of Pressure","NCI Thesaurus","Code_153"
"9e6ddfa1-d2bf-4d68-b112-bda2b27eb846","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_154"
"b8baa0eb-6ac5-4869-b5b6-29ab5ccb1f0a","C25185","Code","","Laterality","NCI Thesaurus","Code_155"
"1842521e-e05e-4577-8186-bf422ce42fab","C82535","Code","","Test Method","NCI Thesaurus","Code_156"
"269a2b24-3a36-45b8-94ad-cef535811448","C62164","Code","","Body Position","NCI Thesaurus","Code_157"
"5d177bfb-265c-467d-b931-d872acb1f2e4","C25298","Code","","Systolic Blood Pressure","NCI Thesaurus","Code_150"
"a632cb20-80ec-4d6d-a31a-d4bc265e7d40","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_159"
"2c2364d3-86cc-4091-b23a-417080a093ab","C42547","Code","2023-09-29","Pascal","http://www.cdisc.org","Code_160"
"fd465fab-0dc0-4cdc-b925-bfbf3861e490","C49669","Code","","Unit of Pressure","NCI Thesaurus","Code_161"
"7a582a99-c62f-4b1c-b964-2acad58e9435","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_162"
"9d125e37-2d6a-47e4-9c8c-3a87a8fbeda0","C25185","Code","","Laterality","NCI Thesaurus","Code_163"
"d421385c-0403-41d2-8244-4076b7d355e7","C82535","Code","","Test Method","NCI Thesaurus","Code_164"
"8b2bbcd0-18f2-4a6b-9a83-756e34d7c4d9","C62164","Code","","Body Position","NCI Thesaurus","Code_165"
"a0a2893c-1058-414e-90fb-e3f37af66b03","C25299","Code","","Diastolic Blood Pressure","NCI Thesaurus","Code_158"
"4e1b0212-2470-46d7-b741-a38ddf95fb91","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_167"
"32c67d51-25fc-4463-985e-15c480fa9984","C42537","Code","2023-09-29","Kelvin","http://www.cdisc.org","Code_168"
"3f7dc7e1-7b10-4086-a54d-838d81037a1b","C44276","Code","","Unit of Temperature","NCI Thesaurus","Code_169"
"e53e6b8e-643d-41f1-92c6-2ec17d063154","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_170"
"8ff0be1e-0634-4dbb-9161-ab00556aaed5","C174446","Code","","Body Temperature","NCI Thesaurus","Code_166"
"0b919c5b-0ecc-48f9-8fde-d53f6fc07b97","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_172"
"e141f83c-d507-49ed-946e-2dd636997a78","C28252","Code","2023-09-29","Kilogram","http://www.cdisc.org","Code_173"
"30112d46-bc1d-4878-bbcf-f869ba84d752","C48155","Code","2023-09-29","Gram","http://www.cdisc.org","Code_174"
"ca54a5d9-7f6a-4974-bef4-7cb0d9cd753e","C48531","Code","2023-09-29","Pound","http://www.cdisc.org","Code_175"
"c52844b4-47a2-4eee-8fbe-ad314a4f07d7","C48208","Code","","Unit of Weight","NCI Thesaurus","Code_176"
"98f0b132-b32b-42ff-bfa9-40186773f209","C81328","Code","","Body Weight","NCI Thesaurus","Code_171"
"f8984444-5366-47db-a3dc-72113201b63b","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_178"
"61f8eb18-5a2c-42ff-be43-74f856531777","C49668","Code","2023-09-29","Centimeter","http://www.cdisc.org","Code_179"
"83ecd07c-7613-4f0a-849a-25d320128c95","C48500","Code","2023-09-29","Inch","http://www.cdisc.org","Code_180"
"67cbf28b-8c27-48ea-8b45-902bfda3a917","C28251","Code","2023-09-29","Millimeter","http://www.cdisc.org","Code_181"
"fe7aab4b-de8c-4f3c-80be-87a98e39a1b9","C41139","Code","2023-09-29","Meter","http://www.cdisc.org","Code_182"
"6f97e42a-ec05-4baa-aca7-99e6cba6eded","C168688","Code","","Unit of Height","NCI Thesaurus","Code_183"
"78b21ce6-3e5a-4697-9dac-6c1feffb09db","C164634","Code","","Body Height","NCI Thesaurus","Code_177"
"197d4637-5cc0-44ae-99d1-9885250c407a","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_185"
"eb7dca72-cf7c-4454-a14b-d4f8f94bf7d1","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_186"
"9ccdc218-e53c-4311-a010-e1136565114d","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_187"
"36fcfd86-3fdf-448f-9d23-88268ce377ff","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_188"
"ec6ca290-4f58-4bd4-a038-2dc5dcbca1ee","C64433","Code","","Alanine Aminotransferase Measurement","NCI Thesaurus","Code_184"
"e7d24e4a-97ba-4977-989b-8b215b849a11","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_190"
"bae9c92d-a162-4dc0-a246-680450789a52","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_191"
"ed178ae7-241e-4003-ad13-277aa81ca012","C48207","Code","","Unit of Concentration","NCI Thesaurus","Code_192"
"896f481d-2c6c-4f96-858a-a7e3ff2131aa","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_193"
"31e600e4-70b2-4c5e-9d83-d09a89d74275","C64431","Code","","Albumin Measurement","NCI Thesaurus","Code_189"
"969cbb95-582c-48d1-956c-3a63a3683bc5","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_195"
"48312769-d4de-4828-9cbd-cdc5ff2cb26b","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_196"
"7a88f7af-a074-4ed9-aa20-dccd351ea354","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_197"
"a390ff45-5f89-4491-aa40-7bbcb36bc2bf","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_198"
"73fa44eb-5b5a-45a4-be2b-7f942181f8ec","C64432","Code","","Alkaline Phosphatase Measurement","NCI Thesaurus","Code_194"
"bdc46df8-4341-4717-a0fe-645cb1e5d04c","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_200"
"c7707531-f0e9-414a-bac5-3903936c7a92","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_201"
"01cd4ba6-e6f3-43ab-9977-aa00f534dd26","C67365","Code","","Unit of Catalytic Activity Concentration","NCI Thesaurus","Code_202"
"ac006110-35fa-44ff-b6ee-0dd8dde76311","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_203"
"9717cb94-7616-4dd5-9c7a-43f16b6c590a","C64467","Code","","Aspartate Aminotransferase Measurement","NCI Thesaurus","Code_199"
"0b2859e3-d6d8-46d0-bdc7-29a8a5692eee","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_205"
"992b2abc-85a6-4227-969f-114453436f3e","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_206"
"f03d40ea-6d15-4179-bc83-62aacbfae60e","C48207","Code","","Unit of Concentration","NCI Thesaurus","Code_207"
"fa10edd2-c4e4-4731-8580-fa130a79ab78","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_208"
"d725359f-3b65-491f-bfca-8bacd53a7ca9","C64547","Code","","Creatinine Measurement","NCI Thesaurus","Code_204"
"4b604d18-2de2-4089-ab96-3d662f52fba9","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_210"
"361c737e-cbeb-4f4b-89f2-aea7c6ac5c6f","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_211"
"bcffcb69-2f3c-4107-927c-cd4beee86253","C64567","Code","","Molarity Unit","NCI Thesaurus","Code_212"
"310f5ab2-c5c9-4563-afae-5b00cc3ffbac","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_213"
"6c43b742-7b8e-448b-a6e6-995020892df3","C64853","Code","","Potassium Measurement","NCI Thesaurus","Code_209"
"da8f4cdc-75b6-473c-920b-03537fcdc1c5","C36292","Code","","Laboratory Test Result","NCI Thesaurus","Code_215"
"7b827844-4588-46d5-ad61-0b0b89e77960","C83309","Code","","Laboratory Test Fasting Status","NCI Thesaurus","Code_216"
"1c570610-7776-4048-88f4-88030a4d56f6","C64567","Code","","Molarity Unit","NCI Thesaurus","Code_217"
"7452c379-2e64-4f72-94c6-d8676c9a80f3","C70713","Code","","Biospecimen Type","NCI Thesaurus","Code_218"
"d5c22262-3f72-4fd8-bc5e-0f23705acee3","C64809","Code","","Sodium Measurement","NCI Thesaurus","Code_214"
"f9a88343-f445-47e5-8141-0d29f344142e","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_220"
"1b4923fa-a192-4c61-bbbf-ac48633ba126","C42547","Code","2023-09-29","Pascal","http://www.cdisc.org","Code_221"
"1f40272f-295b-4400-a86b-ab24a2aec439","C49669","Code","","Unit of Pressure","NCI Thesaurus","Code_222"
"4a850744-049d-46e5-8743-34e1332121bf","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_223"
"a7e42660-9f11-4ac0-9e0b-2544d101a5ba","C25185","Code","","Laterality","NCI Thesaurus","Code_224"
"1aed8676-7a4d-4b42-a19d-7a140adee589","C82535","Code","","Test Method","NCI Thesaurus","Code_225"
"f7c17aee-70b9-4218-bafc-5d8ce32ace60","C62164","Code","","Body Position","NCI Thesaurus","Code_226"
"0e1d5ee5-c749-4cd3-8bf2-553ed0f86e67","C25298","Code","","Systolic Blood Pressure","NCI Thesaurus","Code_219"
"21d1b34f-43b0-4441-936b-cb0445807dbc","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_228"
"74ac7e7d-6594-4b34-bcaa-6194bb1bf5dd","C42547","Code","2023-09-29","Pascal","http://www.cdisc.org","Code_229"
"6a388384-155d-4937-b4e8-b562186d21e4","C49669","Code","","Unit of Pressure","NCI Thesaurus","Code_230"
"8b58aed3-4932-4ec1-97fa-b4294da56e63","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_231"
"74ac56f3-46f7-4033-8aef-f7bf828893e7","C25185","Code","","Laterality","NCI Thesaurus","Code_232"
"317652f9-ef8e-4444-b8c0-5ab57fbe9930","C82535","Code","","Test Method","NCI Thesaurus","Code_233"
"2d382ecf-e73e-41ab-b4f6-1af1638f4e8d","C62164","Code","","Body Position","NCI Thesaurus","Code_234"
"1d042f96-0eb3-4db8-af8e-40ed7f830718","C25299","Code","","Diastolic Blood Pressure","NCI Thesaurus","Code_227"
"115f8149-b74c-476d-9f54-9248e9c31f9a","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_236"
"c72205dd-5d21-4a40-91fe-3595ce4abee4","C49673","Code","2023-09-29","Beats per Minute","http://www.cdisc.org","Code_237"
"db39e112-09b8-4fac-9ae8-60ca83d6fb85","C73688","Code","","Count per Minute","NCI Thesaurus","Code_238"
"764dade6-c571-42ff-bb78-2230f68602ac","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_239"
"e168a0e9-b100-4f84-a3ae-5c634d6218d2","C25185","Code","","Laterality","NCI Thesaurus","Code_240"
"1457cceb-66a9-4a71-9cfa-b11ae7349995","C82535","Code","","Test Method","NCI Thesaurus","Code_241"
"f774e503-62eb-4fc1-9c53-0bb220c44449","C62164","Code","","Body Position","NCI Thesaurus","Code_242"
"3c212805-88e3-4bed-831c-fa74e1b1a113","C49677","Code","","Heart Rate","NCI Thesaurus","Code_235"
"c9e5762a-8cd4-48bf-a97c-d6bfe3522e08","C77140","Code","","Clinical Test Result","NCI Thesaurus","Code_244"
"3189c5c8-5885-4f20-aae8-4f66e2be6608","C42547","Code","2023-09-29","Pascal","http://www.cdisc.org","Code_245"
"6c838df1-9c4e-4520-bf04-3e0c65ed8b21","C49669","Code","","Unit of Pressure","NCI Thesaurus","Code_246"
"7ad95ed3-51e1-4d61-b68d-f14bec90a2fc","C13717","Code","","Anatomic Site","NCI Thesaurus","Code_247"
"f3ab937c-df0f-46d9-b050-20df77327290","C25185","Code","","Laterality","NCI Thesaurus","Code_248"
