"uuid:ID","name","instanceType","synonyms","reference","label","id"
"39f92d08-5058-49ef-b26b-86d0ed7df51f","Systolic Blood Pressure","BiomedicalConcept","['SYSBP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_2"
"334319d2-d3c0-40c7-90fc-66714aa02ed9","Diastolic Blood Pressure","BiomedicalConcept","['DIABP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_3"
"3f911ba4-8084-4500-b8de-b9a962e390f0","Body Temperature","BiomedicalConcept","['Temperature']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","Body Temperature","BiomedicalConcept_4"
"51c11aaf-1ed9-4ddf-a9f8-72f471a57569","Body Weight","BiomedicalConcept","['Weight']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","Body Weight","BiomedicalConcept_5"
"010e830c-524f-4c67-987f-048c51a27d57","Body Height","BiomedicalConcept","['Height']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","Body Height","BiomedicalConcept_6"
"9f1abbbb-c57d-4da9-838e-d0ce754910c9","Alanine Aminotransferase Measurement","BiomedicalConcept","['ALT', 'SGPT']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","BiomedicalConcept_7"
"8fdbc691-f820-4b8f-87e4-be972fe38248","Albumin Measurement","BiomedicalConcept","['Albumin']","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","BiomedicalConcept_8"
"7ba0bfd1-7f16-4c0e-8d43-0921724f2681","Alkaline Phosphatase Measurement","BiomedicalConcept","['Alkaline Phosphatase']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","BiomedicalConcept_9"
"29ff90ee-24c1-4f84-8c63-f9dac4592416","Aspartate Aminotransferase Measurement","BiomedicalConcept","['AST', 'SGOT']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","BiomedicalConcept_10"
"6a013d46-d6e2-4536-9113-b7a01b2ba07a","Creatinine Measurement","BiomedicalConcept","['Creatinine']","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","BiomedicalConcept_11"
"2f3bd1df-1351-410b-a197-eeb932aaebcc","Potassium Measurement","BiomedicalConcept","['Potassium', 'K']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","BiomedicalConcept_12"
"ab0f2de7-8e09-4c6d-88d5-a8fe274081ac","Sodium Measurement","BiomedicalConcept","['Sodium', 'NA']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","BiomedicalConcept_13"
"89f880d6-850b-4538-989e-e8a009613510","Systolic Blood Pressure","BiomedicalConcept","['SYSBP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_14"
"ebe173bb-7fc7-4d94-b7db-6d8bde7ef844","Diastolic Blood Pressure","BiomedicalConcept","['DIABP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_15"
"a0f2b481-8026-46d0-a2d0-77b897daa0cf","Heart Rate","BiomedicalConcept","","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","BiomedicalConcept_16"
"984223bf-224d-4e54-ac5b-72d0877b59d1","Systolic Blood Pressure","BiomedicalConcept","['SYSBP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","BiomedicalConcept_17"
"24cbe655-b939-4e5f-880a-99b196f5cff2","Diastolic Blood Pressure","BiomedicalConcept","['DIABP']","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","BiomedicalConcept_18"
"0431b1f0-faf9-4501-8c2a-2268063ef579","Heart Rate","BiomedicalConcept","","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","BiomedicalConcept_19"
