"uuid:ID","decode","instanceType","code","id","codeSystem","codeSystemVersion"
"fe01b503-6aea-4131-982c-67bbbfd5667b","Visit","Code","C25716","Code_86","http://www.cdisc.org","2023-09-29"
"8304bc9a-e235-4883-80e3-9e2e88545637","Clinic","Code","C51282","Code_87","http://www.cdisc.org","2023-09-29"
"d2f93a07-a459-4f1d-9c45-0c0203dd0527","In Person","Code","C175574","Code_88","http://www.cdisc.org","2023-09-29"
"57ecde94-25e1-4c3e-a7fd-28f33a441f7a","Visit","Code","C25716","Code_89","http://www.cdisc.org","2023-09-29"
"46e02af2-f513-4562-82e3-5734f4aab832","Clinic","Code","C51282","Code_90","http://www.cdisc.org","2023-09-29"
"78f29d58-6c97-4309-939a-0b041553e2de","In Person","Code","C175574","Code_91","http://www.cdisc.org","2023-09-29"
"26d92a48-b301-4450-8a26-44b2b44c42ad","Visit","Code","C25716","Code_92","http://www.cdisc.org","2023-09-29"
"ee4f3674-ec21-4dfc-8919-3ea1b9ad2fbc","Clinic","Code","C51282","Code_93","http://www.cdisc.org","2023-09-29"
"8d0dfed8-e992-44d9-b654-827ca718ba89","In Person","Code","C175574","Code_94","http://www.cdisc.org","2023-09-29"
"a6bac292-e5db-4e35-bd79-ef02696c93ff","Visit","Code","C25716","Code_95","http://www.cdisc.org","2023-09-29"
"303b849a-1ed4-410b-9b5e-e40af5fe3e31","Clinic","Code","C51282","Code_96","http://www.cdisc.org","2023-09-29"
"1e6e4ee6-ffe2-4cc3-a964-f72631086ea9","In Person","Code","C175574","Code_97","http://www.cdisc.org","2023-09-29"
"47518463-bee0-4192-b605-b3697ff3163a","Visit","Code","C25716","Code_98","http://www.cdisc.org","2023-09-29"
"cc125762-6d2e-42e9-ac29-f4b8354250bd","Clinic","Code","C51282","Code_99","http://www.cdisc.org","2023-09-29"
"64418109-1833-4ec4-9b3a-908e0191d6c7","In Person","Code","C175574","Code_100","http://www.cdisc.org","2023-09-29"
"c4b879ad-1de1-49ba-a8f6-fee80fd455b1","Visit","Code","C25716","Code_101","http://www.cdisc.org","2023-09-29"
"a04d46e3-9dd7-4230-a769-8366363fff5f","Clinic","Code","C51282","Code_102","http://www.cdisc.org","2023-09-29"
"bb655ebf-c252-4e24-9f63-41536176c494","In Person","Code","C175574","Code_103","http://www.cdisc.org","2023-09-29"
"f2c58119-6118-4b15-bb86-62de6e8780d3","Telephone Call","Code","C171537","Code_104","http://www.cdisc.org","2023-09-29"
"5a14f5f0-2b30-40bc-acaa-2694242e5c9e","Visit","Code","C25716","Code_105","http://www.cdisc.org","2023-09-29"
"e268ab44-08a3-4919-897f-66da84c6d5a5","Clinic","Code","C51282","Code_106","http://www.cdisc.org","2023-09-29"
"9cd96858-273a-45a2-a451-0e4de4e69fac","In Person","Code","C175574","Code_107","http://www.cdisc.org","2023-09-29"
"c28404b4-4d98-4012-9510-a3a66f45b44e","Telephone Call","Code","C171537","Code_108","http://www.cdisc.org","2023-09-29"
"5bb90f32-d3b6-4401-9e52-0e483ae40e4d","Visit","Code","C25716","Code_109","http://www.cdisc.org","2023-09-29"
"3ea296ab-ac8e-4a7b-8486-dbd44fc964fb","Clinic","Code","C51282","Code_110","http://www.cdisc.org","2023-09-29"
"a9c8edd4-b79d-427f-b75c-f9ec934cf1a6","In Person","Code","C175574","Code_111","http://www.cdisc.org","2023-09-29"
"63923ce4-e2cb-4f48-ba33-35c0f5667a26","Telephone Call","Code","C171537","Code_112","http://www.cdisc.org","2023-09-29"
"0c9c6c1c-cb55-42dd-ae67-cb718af10c63","Visit","Code","C25716","Code_113","http://www.cdisc.org","2023-09-29"
"3f4a8421-bc90-4ec5-86dc-388479844303","Clinic","Code","C51282","Code_114","http://www.cdisc.org","2023-09-29"
"b15d1304-5c7f-401e-bef4-44edeb3c8a3a","In Person","Code","C175574","Code_115","http://www.cdisc.org","2023-09-29"
"b6fbace3-2242-4fb1-8f83-f98e5b8c339a","Telephone Call","Code","C171537","Code_116","http://www.cdisc.org","2023-09-29"
"61bc1024-7869-49ff-be61-9663107d0d01","Visit","Code","C25716","Code_117","http://www.cdisc.org","2023-09-29"
"df66aae5-e10c-4ce4-95ca-eb40d2c51a17","Clinic","Code","C51282","Code_118","http://www.cdisc.org","2023-09-29"
"c2825058-59d2-4fbd-9624-7e0c5d638db6","In Person","Code","C175574","Code_119","http://www.cdisc.org","2023-09-29"
"c701d7bc-087f-466a-b4c7-5a1a841a610b","Visit","Code","C25716","Code_120","http://www.cdisc.org","2023-09-29"
"e2e0d798-6abf-435e-8f34-485e9ac0e75b","Clinic","Code","C51282","Code_121","http://www.cdisc.org","2023-09-29"
"801754d0-7a32-4e01-a578-507a78dd973c","In Person","Code","C175574","Code_122","http://www.cdisc.org","2023-09-29"
"c2db1b55-a625-42b0-9061-8f84f3a88ff1","CT of head without contrast","Code","383371000119108","Code_80","SNOMED","January 31, 2018"
"715b89d0-26f6-475e-9838-2a17577c7e8e","Subject Supine","Code","123","Code_81","SPONSOR","12"
"834944a5-5504-4434-afd8-f1fccaea2eee","Subject Standing","Code","124","Code_82","SPONSOR","12"
"fb9eb994-7c2b-4d5f-8d07-ab9330f26610","Male","Code","C20197","Code_269","http://www.cdisc.org","2023-09-29"
"d7b443ca-75fa-4967-9e90-8ff5987e3d56","Female","Code","C16576","Code_270","http://www.cdisc.org","2023-09-29"
"7eac0e27-5d11-42b8-b494-e72c246bd1ba","Sex","Code","C28421","Code_271","NCI Thesaurus",""
"4ca4571c-32be-454f-bcbd-e773c4324ec4","Sex","Code","C28421","Code_268","NCI Thesaurus",""
"d6ba5b3a-f3da-4b30-b7dc-2e28e02bf5cb","Race","Code","C17049","Code_273","NCI Thesaurus",""
"4c1870d1-aef2-40bf-b8b8-ea8a0691d9bd","Race","Code","C17049","Code_272","NCI Thesaurus",""
"bb878a2c-e3e0-4298-aac0-d64b6cda5e18","Clinical Test Result","Code","C77140","Code_275","NCI Thesaurus",""
"0dc89956-4f37-4947-ba3e-c358411a627e","Kelvin","Code","C42537","Code_276","http://www.cdisc.org","2023-09-29"
"07d36104-2801-44ff-8b87-006c198a9653","Unit of Temperature","Code","C44276","Code_277","NCI Thesaurus",""
"51ed8087-e804-4d9f-a966-122ef2f9820f","Anatomic Site","Code","C13717","Code_278","NCI Thesaurus",""
"a5bae836-0b82-48e0-b028-791047015b39","Body Temperature","Code","C174446","Code_274","NCI Thesaurus",""
"5e9f6469-9d8c-4add-ada3-e80aadc391e0","Clinical Test Result","Code","C77140","Code_280","NCI Thesaurus",""
"f1fe3c42-1639-489a-9148-0725666e1479","Kilogram","Code","C28252","Code_281","http://www.cdisc.org","2023-09-29"
"f4c3f887-0a79-4735-8632-ca7d06a60dbd","Gram","Code","C48155","Code_282","http://www.cdisc.org","2023-09-29"
"7a371303-ba37-42f8-940d-d623cf9d8b99","Pound","Code","C48531","Code_283","http://www.cdisc.org","2023-09-29"
"2ca9ad18-c5cd-4879-938c-db1eb1b100bf","Unit of Weight","Code","C48208","Code_284","NCI Thesaurus",""
"df3b6a3e-cacc-4139-b476-55194a39afde","Body Weight","Code","C81328","Code_279","NCI Thesaurus",""
"3d2af9a2-981b-4e35-9fff-23a8c96839bc","Clinical Test Result","Code","C77140","Code_286","NCI Thesaurus",""
"b14dcda6-eb99-49e7-971a-b0151ac1f200","Centimeter","Code","C49668","Code_287","http://www.cdisc.org","2023-09-29"
"cb17970c-6750-45c1-8e23-2d394d00b464","Inch","Code","C48500","Code_288","http://www.cdisc.org","2023-09-29"
"9536495c-671f-4f1d-87c0-9b3ac5a18874","Millimeter","Code","C28251","Code_289","http://www.cdisc.org","2023-09-29"
"467b5656-5096-4aef-b8ee-7e225de15fb1","Meter","Code","C41139","Code_290","http://www.cdisc.org","2023-09-29"
"de95f075-770e-4bfb-82b8-fb94c403e2f9","Unit of Height","Code","C168688","Code_291","NCI Thesaurus",""
"d3f64e4a-9b7e-4ef7-beb1-fdb1eb545d3d","Body Height","Code","C164634","Code_285","NCI Thesaurus",""
"c6141206-26db-46a3-9a05-728913dd2519","Laboratory Test Result","Code","C36292","Code_293","NCI Thesaurus",""
"f078a077-ab97-4394-b0c4-f388430a0d11","Laboratory Test Fasting Status","Code","C83309","Code_294","NCI Thesaurus",""
"44de7d0d-97ad-4f05-b2ff-c20f40e299d9","Unit of Catalytic Activity Concentration","Code","C67365","Code_295","NCI Thesaurus",""
"29088e91-0f4f-4447-b79c-902df16c4568","Biospecimen Type","Code","C70713","Code_296","NCI Thesaurus",""
"e148bee7-e61f-4652-ae52-ba71692c394a","Alanine Aminotransferase Measurement","Code","C64433","Code_292","NCI Thesaurus",""
"9bae895a-f047-40f8-9c29-c05b4467ee25","Laboratory Test Result","Code","C36292","Code_298","NCI Thesaurus",""
"5314d100-72bf-47c1-9a51-431ac35fe142","Laboratory Test Fasting Status","Code","C83309","Code_299","NCI Thesaurus",""
"9d386098-f4bc-462a-a5a5-d4853f3edabd","Unit of Concentration","Code","C48207","Code_300","NCI Thesaurus",""
"b6c8f101-c4d4-44c7-bb30-91b2aab67c46","Biospecimen Type","Code","C70713","Code_301","NCI Thesaurus",""
"8e6f5778-6d11-4487-81e5-6cfceb96412f","Albumin Measurement","Code","C64431","Code_297","NCI Thesaurus",""
"7e37f175-90c9-43e0-a2f6-bd1b7a74a02e","Laboratory Test Result","Code","C36292","Code_303","NCI Thesaurus",""
"4907259f-bea3-4747-bc15-00538a73ee7d","Laboratory Test Fasting Status","Code","C83309","Code_304","NCI Thesaurus",""
"94b039d5-1073-4afc-9ce7-021051793b58","Unit of Catalytic Activity Concentration","Code","C67365","Code_305","NCI Thesaurus",""
"c9e69ae9-9905-4d8f-a076-7999f45883fb","Biospecimen Type","Code","C70713","Code_306","NCI Thesaurus",""
"305be72e-66b2-4ea0-8d4b-0ee15086b1d5","Alkaline Phosphatase Measurement","Code","C64432","Code_302","NCI Thesaurus",""
"dbd4805f-762a-4ab6-a80e-2e4a675268fa","Laboratory Test Result","Code","C36292","Code_308","NCI Thesaurus",""
"b5b425d2-63bf-4f73-aaea-7d0b60fe065e","Laboratory Test Fasting Status","Code","C83309","Code_309","NCI Thesaurus",""
"492f34ef-e07f-4299-b9bc-9b1cd8fb35e3","Unit of Catalytic Activity Concentration","Code","C67365","Code_310","NCI Thesaurus",""
"e3d0a4e9-3030-4b6d-bc97-7b88bda9aede","Biospecimen Type","Code","C70713","Code_311","NCI Thesaurus",""
"fe329a11-652c-483a-9435-e6a73dfa79a7","Aspartate Aminotransferase Measurement","Code","C64467","Code_307","NCI Thesaurus",""
"0e8afb7f-1e9d-4da6-89c8-84c7293c32ba","Laboratory Test Result","Code","C36292","Code_313","NCI Thesaurus",""
"791ad852-462e-4741-b80a-177ab3df8b1c","Laboratory Test Fasting Status","Code","C83309","Code_314","NCI Thesaurus",""
"fbbabb5f-9029-47bf-963d-74e56fbfadf6","Unit of Concentration","Code","C48207","Code_315","NCI Thesaurus",""
"14bdd434-75c6-4ffa-9976-4fdaa8e288e1","Biospecimen Type","Code","C70713","Code_316","NCI Thesaurus",""
"62086217-9911-438b-98ee-be21a6decc41","Creatinine Measurement","Code","C64547","Code_312","NCI Thesaurus",""
"68d07eca-451c-44cb-8f20-e5f14b9dc515","Laboratory Test Result","Code","C36292","Code_318","NCI Thesaurus",""
"773cd11f-056b-46a2-ad88-d316906d8e4c","Laboratory Test Fasting Status","Code","C83309","Code_319","NCI Thesaurus",""
"68beb1dd-6ec7-4461-9528-34b2da69e7f5","Molarity Unit","Code","C64567","Code_320","NCI Thesaurus",""
"7403ee2a-9e57-4edd-9453-aa5f1c1862c3","Biospecimen Type","Code","C70713","Code_321","NCI Thesaurus",""
"8c1edfc8-c1bb-4f40-8fca-c95d7a284ca6","Potassium Measurement","Code","C64853","Code_317","NCI Thesaurus",""
"29762fa2-dda4-4eea-9d5f-97b96faec223","Laboratory Test Result","Code","C36292","Code_323","NCI Thesaurus",""
"3ef810e4-439b-4348-a8e3-237423ce2d10","Laboratory Test Fasting Status","Code","C83309","Code_324","NCI Thesaurus",""
"7adea04f-55ee-4083-8493-49664a77881e","Molarity Unit","Code","C64567","Code_325","NCI Thesaurus",""
"ff3cef81-b247-4c88-8334-df14309afdcb","Biospecimen Type","Code","C70713","Code_326","NCI Thesaurus",""
"5f8e4ff0-879c-451b-8f27-30c5dfe0f9e7","Sodium Measurement","Code","C64809","Code_322","NCI Thesaurus",""
"a90403f7-2fc7-465a-8ded-bbd8b745afc0","Reported Event Term","Code","C82571","Code_146","NCI Thesaurus",""
"f79452a8-8776-4f69-95f0-dcd6e50764d9","Dictionary-derived Term","Code","C82977","Code_147","NCI Thesaurus",""
"bc281477-14e0-4a49-940b-2816ff202d92","Category","Code","C25372","Code_148","NCI Thesaurus",""
"4e171940-b692-43c6-9cd6-7e9ebacfab1c","Subcategory","Code","C25692","Code_149","NCI Thesaurus",""
"f4976d80-c56a-41b7-b04f-fd5e1fedc22b","Observation Start Date Time","Code","C82517","Code_150","NCI Thesaurus",""
"f8f3e5c7-3848-4a0d-84e4-acf3e97a456b","Adverse Event","Code","C41331","Code_145","NCI Thesaurus",""
"d8ebbee8-186e-43fa-bcf7-86f76065df95","Clinical Test Result","Code","C77140","Code_152","NCI Thesaurus",""
"2672200c-6129-4f88-b60c-1beea0c618fd","Pascal","Code","C42547","Code_153","http://www.cdisc.org","2023-09-29"
"9a2b48f8-e2e6-46fe-9ed9-d45e86fbd0f5","Unit of Pressure","Code","C49669","Code_154","NCI Thesaurus",""
"35503b97-ba56-4cfb-aff5-40fe23713b21","Anatomic Site","Code","C13717","Code_155","NCI Thesaurus",""
"bd49889b-c812-4c1d-8e7c-4b2ee24c6965","Laterality","Code","C25185","Code_156","NCI Thesaurus",""
"b77c258d-ba75-4fdc-b1af-fd6337099bd2","Test Method","Code","C82535","Code_157","NCI Thesaurus",""
"8f30db74-5e82-4b77-8163-075c14298d7e","Body Position","Code","C62164","Code_158","NCI Thesaurus",""
"55e4cb3f-5cb0-464c-bed9-567af41bf343","Systolic Blood Pressure","Code","C25298","Code_151","NCI Thesaurus",""
"6afc47d6-dba3-48c3-92d5-18d6c55d21f6","Clinical Test Result","Code","C77140","Code_160","NCI Thesaurus",""
"5c41e614-edc7-4fde-8f66-7622482484c4","Pascal","Code","C42547","Code_161","http://www.cdisc.org","2023-09-29"
"762ab72f-2d73-461e-a47a-d494377cc448","Unit of Pressure","Code","C49669","Code_162","NCI Thesaurus",""
"cc96f7c2-eaa1-4755-bb8a-80feb5ce292d","Anatomic Site","Code","C13717","Code_163","NCI Thesaurus",""
"06307bd6-b120-4197-a132-f7c30d1e12f9","Laterality","Code","C25185","Code_164","NCI Thesaurus",""
"b194afe1-d7fa-4e5f-b268-df5d42a38057","Test Method","Code","C82535","Code_165","NCI Thesaurus",""
"193b0e62-131a-473e-9034-00449f67a9f9","Body Position","Code","C62164","Code_166","NCI Thesaurus",""
"219920a5-5774-4119-9ed8-c7d2e5bd8455","Diastolic Blood Pressure","Code","C25299","Code_159","NCI Thesaurus",""
"974dcb6e-4b42-4c04-bf3e-4226fb89c86b","Clinical Test Result","Code","C77140","Code_168","NCI Thesaurus",""
"1de2e6f6-c1f5-454f-b121-2449dac6b259","Kelvin","Code","C42537","Code_169","http://www.cdisc.org","2023-09-29"
"641b5a8a-885b-4303-bd91-4ed2072f57fa","Unit of Temperature","Code","C44276","Code_170","NCI Thesaurus",""
"eda0e025-5413-43db-8f2b-467dc8c79909","Anatomic Site","Code","C13717","Code_171","NCI Thesaurus",""
"7ab1d435-65c7-486b-97df-115647752a19","Body Temperature","Code","C174446","Code_167","NCI Thesaurus",""
"8d588838-71f1-4b8a-8201-eb75079db9b1","Clinical Test Result","Code","C77140","Code_173","NCI Thesaurus",""
"9443ab3e-a79c-447d-b1e5-f8a1d559a186","Kilogram","Code","C28252","Code_174","http://www.cdisc.org","2023-09-29"
"792f008b-d928-40ca-892a-89e6b729107b","Gram","Code","C48155","Code_175","http://www.cdisc.org","2023-09-29"
"a431b14e-c2f3-4f41-8bac-4e1a58587934","Pound","Code","C48531","Code_176","http://www.cdisc.org","2023-09-29"
"9caa3cc3-dd00-4522-8aa8-5100962bceb3","Unit of Weight","Code","C48208","Code_177","NCI Thesaurus",""
"30d5312d-c75b-4881-b721-f14793009ef1","Body Weight","Code","C81328","Code_172","NCI Thesaurus",""
"3c5e355f-4b8f-43fe-9946-9d88a2b4ed7c","Clinical Test Result","Code","C77140","Code_179","NCI Thesaurus",""
"df66aed2-3571-4b78-8237-e88af9fa5157","Centimeter","Code","C49668","Code_180","http://www.cdisc.org","2023-09-29"
"e572a670-8ff7-4dfe-9040-53fbc27d76ef","Inch","Code","C48500","Code_181","http://www.cdisc.org","2023-09-29"
"646ff014-8621-4ebc-b233-37764e52e680","Millimeter","Code","C28251","Code_182","http://www.cdisc.org","2023-09-29"
"1300f558-a1a1-4e74-931d-58d4de22296d","Meter","Code","C41139","Code_183","http://www.cdisc.org","2023-09-29"
"57e1dfe0-d2b6-42e7-a83c-a40c9669c21b","Unit of Height","Code","C168688","Code_184","NCI Thesaurus",""
"aeb6aadd-26b7-4704-934a-bb997a5ea665","Body Height","Code","C164634","Code_178","NCI Thesaurus",""
"d629cd48-c2a5-4038-a20f-5b324b8d47d5","Laboratory Test Result","Code","C36292","Code_186","NCI Thesaurus",""
"463eae41-613f-495a-b618-7cca01aab58d","Laboratory Test Fasting Status","Code","C83309","Code_187","NCI Thesaurus",""
"3e562973-bfc8-4c49-94c8-08cc1bc92a3d","Unit of Catalytic Activity Concentration","Code","C67365","Code_188","NCI Thesaurus",""
"0fb335bf-1309-4480-94d4-f98af437ec6c","Biospecimen Type","Code","C70713","Code_189","NCI Thesaurus",""
"a4e59d12-dfce-45d5-9234-c0aafb3139a5","Alanine Aminotransferase Measurement","Code","C64433","Code_185","NCI Thesaurus",""
"25557293-d267-4b27-8489-9f5bc78afb2b","Laboratory Test Result","Code","C36292","Code_191","NCI Thesaurus",""
"3bcf944c-3a1d-4737-a5ac-118ad3f7b8df","Laboratory Test Fasting Status","Code","C83309","Code_192","NCI Thesaurus",""
"7cbbddd9-e4d0-492e-a68d-3817bf88005d","Unit of Concentration","Code","C48207","Code_193","NCI Thesaurus",""
"9f640be9-148e-453c-a14b-1971affc55ed","Biospecimen Type","Code","C70713","Code_194","NCI Thesaurus",""
"9fe22153-fb30-49e5-b920-8992cf131c11","Albumin Measurement","Code","C64431","Code_190","NCI Thesaurus",""
"893f5466-fad1-4ef6-9502-37092accef8e","Laboratory Test Result","Code","C36292","Code_196","NCI Thesaurus",""
"81e1bab2-e2b6-47a7-a221-22c0e5f462a4","Laboratory Test Fasting Status","Code","C83309","Code_197","NCI Thesaurus",""
"fd10a614-0c40-4a32-b770-f689f0f9e954","Unit of Catalytic Activity Concentration","Code","C67365","Code_198","NCI Thesaurus",""
"c1c57b26-8be1-41f3-8db8-664d266f9205","Biospecimen Type","Code","C70713","Code_199","NCI Thesaurus",""
"18e5a5a4-8385-4903-a9cf-8fe892a445a2","Alkaline Phosphatase Measurement","Code","C64432","Code_195","NCI Thesaurus",""
"03b3353c-b00a-40a5-8661-d29728ce2b5e","Laboratory Test Result","Code","C36292","Code_201","NCI Thesaurus",""
"f99baf33-965e-4cd1-8160-bdf2d317f277","Laboratory Test Fasting Status","Code","C83309","Code_202","NCI Thesaurus",""
"33f2c232-9b7b-4174-bd99-59266286c0f4","Unit of Catalytic Activity Concentration","Code","C67365","Code_203","NCI Thesaurus",""
"793755d6-654d-40e6-a520-82711edb1469","Biospecimen Type","Code","C70713","Code_204","NCI Thesaurus",""
"e16ded6f-506c-4edd-9a47-50aef62d7b97","Aspartate Aminotransferase Measurement","Code","C64467","Code_200","NCI Thesaurus",""
"ca6a8b5a-1063-4cbf-ab23-339c8837b12e","Laboratory Test Result","Code","C36292","Code_206","NCI Thesaurus",""
"d5623c85-5c46-4a4b-ac79-20546897bd06","Laboratory Test Fasting Status","Code","C83309","Code_207","NCI Thesaurus",""
"efc0ee9a-48e0-4f58-bfbd-14a06d29d257","Unit of Concentration","Code","C48207","Code_208","NCI Thesaurus",""
"6278f7ac-7e2c-4737-b511-7b3c30a5b395","Biospecimen Type","Code","C70713","Code_209","NCI Thesaurus",""
"a680874b-ef97-4086-98e5-5bafa1beca14","Creatinine Measurement","Code","C64547","Code_205","NCI Thesaurus",""
"d6b462c1-61f9-48f8-a8aa-cb049a0fd5c9","Laboratory Test Result","Code","C36292","Code_211","NCI Thesaurus",""
"4535a290-038a-4ccc-bfbd-fc31706e0483","Laboratory Test Fasting Status","Code","C83309","Code_212","NCI Thesaurus",""
"ea8c876e-93a2-437f-8eec-d74b99e083e9","Molarity Unit","Code","C64567","Code_213","NCI Thesaurus",""
"88014e4f-1e3c-4af9-8bf9-0465a138df49","Biospecimen Type","Code","C70713","Code_214","NCI Thesaurus",""
"16fe5118-9bab-4bd2-b70c-0f0ea97611a0","Potassium Measurement","Code","C64853","Code_210","NCI Thesaurus",""
"d5348cea-d09d-42af-8750-12bf52950540","Laboratory Test Result","Code","C36292","Code_216","NCI Thesaurus",""
"c336f6b8-064c-41f0-a469-2747a9069b2e","Laboratory Test Fasting Status","Code","C83309","Code_217","NCI Thesaurus",""
"41717924-aea7-4576-8b9e-f0af8a0e97ac","Molarity Unit","Code","C64567","Code_218","NCI Thesaurus",""
"8be650b3-8c62-46f9-b07a-a85aa04df625","Biospecimen Type","Code","C70713","Code_219","NCI Thesaurus",""
"1cd38b0d-e6db-4ed8-b7c6-6e0c5a24fe6a","Sodium Measurement","Code","C64809","Code_215","NCI Thesaurus",""
"fb0496cf-a7b4-45fa-b6e1-eb71b6bd43f4","Clinical Test Result","Code","C77140","Code_221","NCI Thesaurus",""
"32ac0c6b-1d4b-45a2-8adf-95ba4b7df7f4","Pascal","Code","C42547","Code_222","http://www.cdisc.org","2023-09-29"
"1af41465-3682-42a4-8b8b-bcf39967dd1b","Unit of Pressure","Code","C49669","Code_223","NCI Thesaurus",""
"f5cc35b2-b1a2-4f5b-91b0-55658e4d04b6","Anatomic Site","Code","C13717","Code_224","NCI Thesaurus",""
"07333546-5893-4edf-8af6-73c863062467","Laterality","Code","C25185","Code_225","NCI Thesaurus",""
"ebf54a85-63d5-4a2c-bfc7-bc7a9a2630b0","Test Method","Code","C82535","Code_226","NCI Thesaurus",""
"22b0d169-a486-402f-8aec-95dfe2b2325c","Body Position","Code","C62164","Code_227","NCI Thesaurus",""
"7c274489-dbb4-4704-a79e-0de0108dfb95","Systolic Blood Pressure","Code","C25298","Code_220","NCI Thesaurus",""
"c066576c-266a-453b-ac61-a372c5884e41","Clinical Test Result","Code","C77140","Code_229","NCI Thesaurus",""
"b13d1b84-5b16-42fa-869c-3749476e32a0","Pascal","Code","C42547","Code_230","http://www.cdisc.org","2023-09-29"
"3217593a-16bb-45cd-9646-7ef8bd053d1c","Unit of Pressure","Code","C49669","Code_231","NCI Thesaurus",""
"7f249d18-923c-4afa-8176-a963fc0ac846","Anatomic Site","Code","C13717","Code_232","NCI Thesaurus",""
"4e5c79d7-134b-4687-8b6f-f973c7b3a7d6","Laterality","Code","C25185","Code_233","NCI Thesaurus",""
"656d8f09-093c-4771-87da-e58edaa4b4b1","Test Method","Code","C82535","Code_234","NCI Thesaurus",""
"fc0a5295-a912-452d-b20b-50fe1bcbd127","Body Position","Code","C62164","Code_235","NCI Thesaurus",""
"1ae5b388-486e-4741-8d1a-ec2484832f1d","Diastolic Blood Pressure","Code","C25299","Code_228","NCI Thesaurus",""
"621a07f5-7895-49c2-955a-52f7c0d3b0be","Clinical Test Result","Code","C77140","Code_237","NCI Thesaurus",""
"26b3c31e-a6b7-49b7-8f97-ac3ffc408055","Beats per Minute","Code","C49673","Code_238","http://www.cdisc.org","2023-09-29"
"a57543d1-bd29-4102-b2a9-b784c6e74a51","Count per Minute","Code","C73688","Code_239","NCI Thesaurus",""
"7a6d302d-e677-4293-9ff8-dd79f44d6129","Anatomic Site","Code","C13717","Code_240","NCI Thesaurus",""
"c324abdb-90ce-4ca4-80ba-cf6c2a53d575","Laterality","Code","C25185","Code_241","NCI Thesaurus",""
"90dd76ed-b3e4-41c3-83f4-c4c5be308270","Test Method","Code","C82535","Code_242","NCI Thesaurus",""
"3f893f49-1ab6-4c9b-8ccd-5b042b3e74d1","Body Position","Code","C62164","Code_243","NCI Thesaurus",""
