"codeSystem","decode","codeSystemVersion","uuid:ID","code","id"
"http://www.cdisc.org","In Person","2023-09-29","98e88329-ce99-48b2-add2-4606b89d2461","C175574","Code_94"
"http://www.cdisc.org","Telephone Call","2023-09-29","f07e8293-65f2-4b02-afa6-52c909bbd396","C171537","Code_95"
"http://www.cdisc.org","Visit","2023-09-29","5d9a034b-4548-46a0-96cf-20ececfd589b","C25716","Code_96"
"http://www.cdisc.org","Clinic","2023-09-29","bbb37336-49b4-4cb2-b0c1-f181790430d5","C51282","Code_97"
"http://www.cdisc.org","In Person","2023-09-29","cf6f7119-32ac-4382-a8e5-4d208e343ce0","C175574","Code_98"
"http://www.cdisc.org","Telephone Call","2023-09-29","90eb3dc9-604f-4d81-b82d-c608d2c5028d","C171537","Code_99"
"http://www.cdisc.org","Visit","2023-09-29","c67e92f8-7697-408e-a20d-c39d5d657eec","C25716","Code_100"
"http://www.cdisc.org","Clinic","2023-09-29","0623b5d9-3e48-4d9e-8833-813325dfd74e","C51282","Code_101"
"http://www.cdisc.org","In Person","2023-09-29","a404d050-81ff-4875-afb6-45b814903314","C175574","Code_102"
"http://www.cdisc.org","Visit","2023-09-29","23206a6c-9652-43e1-9569-cea8b01c23fb","C25716","Code_103"
"http://www.cdisc.org","Clinic","2023-09-29","7942736b-9cc5-4560-b403-0513bb39e704","C51282","Code_104"
"http://www.cdisc.org","In Person","2023-09-29","c24fabea-e927-409b-bbc3-3994c253aa2f","C175574","Code_105"
"SNOMED","CT of head without contrast","January 31, 2018","6ff807fd-bb37-4f58-b932-438c2c7b1b3b","383371000119108","Code_63"
"SPONSOR","Supine for 5 minutes","12","88268e2a-8a92-46b0-85e5-f1f7bf2f49d2","123","Code_64"
"SPONSOR","Standingfor 1-3 minutes","12","addfb881-e462-4f2f-9ec1-8e8fe8f2edbb","124","Code_65"
"NCI Thesaurus","Vital Signs Result","","621cdc94-000e-4b19-8578-161cff42f0aa","C173522","Code_244"
"http://www.cdisc.org","Kelvin","2023-09-29","4b8c482f-aa74-4cce-aa7d-83c9f5cc9649","C42537","Code_245"
"NCI Thesaurus","Unit of Temperature","","f0c70a02-df7c-46ff-b550-8302b5448e20","C44276","Code_246"
"NCI Thesaurus","Vital Signs Location","","999fe844-b398-4664-b217-ba65cd46a17d","C83088","Code_247"
"NCI Thesaurus","Body Temperature","","b5cdf159-a0ad-45ee-9ffd-86327501058f","C174446","Code_243"
"NCI Thesaurus","Vital Signs Result","","4fa81bbb-6a0d-4674-ba3d-6b6aa7ccca52","C173522","Code_249"
"http://www.cdisc.org","Kilogram","2023-09-29","63008d6c-1501-4e41-917a-3f06dc3217e7","C28252","Code_250"
"http://www.cdisc.org","Gram","2023-09-29","428de699-d9b4-47f9-8ded-ea6412a635cb","C48155","Code_251"
"http://www.cdisc.org","Pound","2023-09-29","97ead306-7a57-4dd2-ad8e-4040626e4219","C48531","Code_252"
"NCI Thesaurus","Unit of Weight","","0f03f961-debb-4af2-b42d-65010242c047","C48208","Code_253"
"NCI Thesaurus","Body Weight","","f2718fad-424a-43f8-adbc-251a64d3cac4","C81328","Code_248"
"NCI Thesaurus","Vital Signs Result","","42986e6e-1737-4535-b747-31467c714bba","C173522","Code_255"
"http://www.cdisc.org","Centimeter","2023-09-29","0ccb9500-f0a9-46a8-947c-e1c842607e0f","C49668","Code_256"
"http://www.cdisc.org","Inch","2023-09-29","9d3cb9db-2edc-462e-a91f-f8a14a61a45a","C48500","Code_257"
"http://www.cdisc.org","Millimeter","2023-09-29","266c44a9-bbda-4be5-babc-8f0825a5b14c","C28251","Code_258"
"http://www.cdisc.org","Meter","2023-09-29","1785a8e7-c1da-480d-b5dd-ca831b52771c","C41139","Code_259"
"NCI Thesaurus","Unit of Height","","cc6be96e-8704-4565-8067-428e63a7e368","C168688","Code_260"
"NCI Thesaurus","Body Height","","6aa9ff25-a29d-496e-81fb-676c1f0a5678","C164634","Code_254"
"NCI Thesaurus","Laboratory Test Result","","4c41c986-4cba-42c3-8e63-39bc9382bb68","C36292","Code_262"
"NCI Thesaurus","Laboratory Test Fasting Status","","3d606d0d-b60b-4832-b000-41b91dc0e277","C83309","Code_263"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","edd9addd-66f4-4c7c-adcf-c62705b97c44","C67365","Code_264"
"NCI Thesaurus","Biospecimen Type","","6c83d166-cf5d-4c2a-b90d-d67d33737de7","C70713","Code_265"
"NCI Thesaurus","Alanine Aminotransferase Measurement","","e907046a-c2d1-435d-95e1-05fe5022e62a","C64433","Code_261"
"NCI Thesaurus","Laboratory Test Result","","61b440ca-fec9-4ada-ae12-84f5381fe2b7","C36292","Code_267"
"NCI Thesaurus","Laboratory Test Fasting Status","","f8fe7909-9237-4a6f-9807-a22f98f85c7d","C83309","Code_268"
"NCI Thesaurus","Unit of Concentration","","ab51559b-2ebb-4e1c-a144-79f22c5fa70b","C48207","Code_269"
"NCI Thesaurus","Biospecimen Type","","46329924-2f2f-469c-bdb0-dd9e6f8933a0","C70713","Code_270"
"NCI Thesaurus","Albumin Measurement","","341f5968-c16b-4bd3-8ef3-3dc431e106d5","C64431","Code_266"
"NCI Thesaurus","Laboratory Test Result","","c1152839-8b98-43e1-a4f8-66cc46dd4d21","C36292","Code_272"
"NCI Thesaurus","Laboratory Test Fasting Status","","c8674f9f-1162-42d6-9aac-b4ab5fa014aa","C83309","Code_273"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","3d4b6204-fbdd-48c1-af8b-4dc0edd0c333","C67365","Code_274"
"NCI Thesaurus","Biospecimen Type","","e9c1b41c-907c-48d1-98c0-940ccf7c9ed3","C70713","Code_275"
"NCI Thesaurus","Alkaline Phosphatase Measurement","","bc6b05e8-9a33-475d-943d-bb7d2d141b1b","C64432","Code_271"
"NCI Thesaurus","Laboratory Test Result","","eb08b484-5263-4c30-91ab-e7a5c19c296b","C36292","Code_277"
"NCI Thesaurus","Laboratory Test Fasting Status","","6336b1ae-6525-4e11-a542-36a621b287ac","C83309","Code_278"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","0e2b2dae-c910-4de3-9962-82d23ce91460","C67365","Code_279"
"NCI Thesaurus","Biospecimen Type","","2c3b987f-a33e-4336-a33b-c2531ef10790","C70713","Code_280"
"NCI Thesaurus","Aspartate Aminotransferase Measurement","","8ff57b7a-cdd9-4913-9e66-cb546d50238a","C64467","Code_276"
"NCI Thesaurus","Laboratory Test Result","","83112e40-5aa7-4009-b42d-19db0763b87a","C36292","Code_282"
"NCI Thesaurus","Laboratory Test Fasting Status","","6fbb4263-ffbb-41c8-a3bc-ae8ff5df14a2","C83309","Code_283"
"NCI Thesaurus","Unit of Concentration","","2fedea35-247c-4497-8773-551df82b33ce","C48207","Code_284"
"NCI Thesaurus","Biospecimen Type","","83cbd35d-a5ef-4fdc-9ab5-56b2dfb5a90f","C70713","Code_285"
"NCI Thesaurus","Creatinine Measurement","","18c9f0b6-f5bb-4e3c-ac7e-e1afd60db1e0","C64547","Code_281"
"NCI Thesaurus","Laboratory Test Result","","e9a5d026-39fa-4b67-b2e5-0cd4faf3d9a4","C36292","Code_287"
"NCI Thesaurus","Laboratory Test Fasting Status","","4e6f9351-5af0-48db-ab43-d9b3d2c5bdd9","C83309","Code_288"
"NCI Thesaurus","Molarity Unit","","3275d62e-d62f-4004-ada5-5cdef7d080ae","C64567","Code_289"
"NCI Thesaurus","Biospecimen Type","","f73ca60e-ee3f-4db2-8f9f-68b39eb4b8f8","C70713","Code_290"
"NCI Thesaurus","Potassium Measurement","","0ab9ae4d-6ef0-478d-b056-3a25bce21b85","C64853","Code_286"
"NCI Thesaurus","Laboratory Test Result","","6f6e8602-78f9-4602-9ff9-41e813e9780c","C36292","Code_292"
"NCI Thesaurus","Laboratory Test Fasting Status","","f0810c7d-55ce-44d9-8c91-0fc3b2baec55","C83309","Code_293"
"NCI Thesaurus","Molarity Unit","","2ca0ff39-5caa-4ec5-a256-b7c5ed7fb419","C64567","Code_294"
"NCI Thesaurus","Biospecimen Type","","be549494-907e-4e8f-af71-deec605d5484","C70713","Code_295"
"NCI Thesaurus","Sodium Measurement","","a95750d7-a760-48eb-813e-c79e1e040419","C64809","Code_291"
"NCI Thesaurus","Adverse Event Verbatim Description","","d1b5b744-5835-48cc-9d82-ed245926dde2","C78541","Code_126"
"NCI Thesaurus","Adverse Event Dictionary Derived Term","","ad706e80-8cc6-43fe-b7fd-eb7f07a34161","C83344","Code_127"
"NCI Thesaurus","Adverse Event Category","","46181f05-0fc7-4153-8070-0d5eb754af2b","C83198","Code_128"
"NCI Thesaurus","Adverse Event Subcategory","","61dd8e7a-b648-4755-baa8-1cc3457b5332","C83212","Code_129"
"NCI Thesaurus","Adverse Event Pre-specified","","d3f73973-4a6d-4b9e-8471-0971ad469cb1","C87840","Code_130"
"NCI Thesaurus","Severity of Adverse Event","","9539d87d-3c3b-4be6-996e-f9f68fdd6b70","C53253","Code_131"
"NCI Thesaurus","Adverse Event Toxicity Grade","","20acd48c-6784-411f-86a1-3c6338bc6a81","C78605","Code_132"
"NCI Thesaurus","Seriousness of Adverse Event","","3b7e2161-a412-44f3-adf2-b9f0db8fb761","C53252","Code_133"
"http://www.cdisc.org","Unknown","2023-09-29","5dbf7ee5-b29a-4408-be59-ac1e6baf12a2","C17998","Code_134"
"NCI Thesaurus","Adverse Event Action Taken with Study Treatment","","f92785e9-9c46-487d-8730-313312d058d3","C83013","Code_135"
"NCI Thesaurus","Adverse Event Attribution to Product or Procedure","","65195bd0-9f63-41a6-a1e0-581a3ab7d5c1","C41358","Code_136"
"NCI Thesaurus","Adverse Event Pattern","","36b9cbf9-0292-4316-b93a-a277bb8cdece","C83208","Code_137"
"http://www.cdisc.org","Unknown","2023-09-29","b2d3ca24-3590-4f1f-9e12-0770b63420d2","C17998","Code_138"
"NCI Thesaurus","Adverse Event Outcome","","edf0e605-9678-42d3-a1fe-b733c5fb0158","C49489","Code_139"
"NCI Thesaurus","Adverse Event Start Date Time","","8451119f-a381-4bd8-a6f6-e94c6d952ddd","C83215","Code_140"
"NCI Thesaurus","Adverse Event End Date Time","","1fdf7249-61c9-4793-bf14-c38e0e786898","C83201","Code_141"
"NCI Thesaurus","Adverse Event","","a31699e4-b011-47ee-8bec-0d1b3d01811d","C41331","Code_125"
"NCI Thesaurus","Vital Signs Result","","57aa4c3f-49a8-496b-a266-e789dc0166a2","C173522","Code_143"
"http://www.cdisc.org","Pascal","2023-09-29","fc6b914b-a314-4475-af32-a08e25f26fcd","C42547","Code_144"
"NCI Thesaurus","Unit of Pressure","","6279ed78-424a-4cfb-92a6-ee1b6857a7cd","C49669","Code_145"
"NCI Thesaurus","Vital Signs Location","","2ffca9b6-5f60-4d98-babc-fb37bd690de0","C83088","Code_146"
"NCI Thesaurus","Vital Signs Laterality","","c04c61b5-4762-41b0-9af5-aecace9db3f3","C123975","Code_147"
"NCI Thesaurus","Test Method","","215bc00d-9e0e-4dcb-a1fb-2efe80c464e4","C82535","Code_148"
"NCI Thesaurus","Vital Signs Position","","68f60663-e96d-41f4-9664-d3a59406843b","C83114","Code_149"
"NCI Thesaurus","Systolic Blood Pressure","","0ea0e3b0-d822-44c3-8ee2-8f77d86acc7b","C25298","Code_142"
"NCI Thesaurus","Vital Signs Result","","79aec364-401d-40da-80df-329f43e5588b","C173522","Code_151"
"http://www.cdisc.org","Pascal","2023-09-29","018c36ad-a6cc-4d10-81c1-af3ee61aafdd","C42547","Code_152"
"NCI Thesaurus","Unit of Pressure","","86ba4da8-3fd7-4884-8df7-12a02ada91f9","C49669","Code_153"
"NCI Thesaurus","Vital Signs Location","","2a6393d6-f12d-4b19-8a2f-75916e4d4bc3","C83088","Code_154"
"NCI Thesaurus","Vital Signs Laterality","","e84c8780-7acc-4ce1-b672-5bdf10dc0f4b","C123975","Code_155"
"NCI Thesaurus","Test Method","","e040e9b1-f824-499a-8d8e-b4979ea4bcfe","C82535","Code_156"
"NCI Thesaurus","Vital Signs Position","","b474d9d4-3ffa-4bd7-ae9f-5c2b53e148bb","C83114","Code_157"
"NCI Thesaurus","Diastolic Blood Pressure","","3f3f5185-f1aa-4460-a014-254cdca7fb79","C25299","Code_150"
"NCI Thesaurus","Vital Signs Result","","80100df9-ea3a-4dcf-98cd-c52880fa5757","C173522","Code_159"
"http://www.cdisc.org","Kelvin","2023-09-29","95a6b1b1-a1f2-4fe4-8e82-230b0af32930","C42537","Code_160"
"NCI Thesaurus","Unit of Temperature","","e2ba4a5b-7de6-4969-b5aa-4493b9af29e9","C44276","Code_161"
"NCI Thesaurus","Vital Signs Location","","313739e5-195d-43c7-9e06-8b7ab99e0f4f","C83088","Code_162"
"NCI Thesaurus","Body Temperature","","5e55b315-d759-4737-99bf-6a631c07e5ee","C174446","Code_158"
"NCI Thesaurus","Vital Signs Result","","c2dcb449-3e77-4cac-9bce-8f24df30ed02","C173522","Code_164"
"http://www.cdisc.org","Kilogram","2023-09-29","71af8453-f1ac-433a-95da-7f1d59e26cab","C28252","Code_165"
"http://www.cdisc.org","Gram","2023-09-29","f9fcfbd6-a6d4-4a48-bcb9-4be684f0093a","C48155","Code_166"
"http://www.cdisc.org","Pound","2023-09-29","ae8e76b5-e37a-475a-a046-e59d1e457527","C48531","Code_167"
"NCI Thesaurus","Unit of Weight","","87f52695-08e7-4aa8-a829-80e88e500c0c","C48208","Code_168"
"NCI Thesaurus","Body Weight","","5623a0c8-1a78-4d07-9c8d-66b10c2b6ea7","C81328","Code_163"
"NCI Thesaurus","Vital Signs Result","","634cea92-361b-4aa8-a1ab-6719a9ef17d0","C173522","Code_170"
"http://www.cdisc.org","Centimeter","2023-09-29","18a43221-f974-4774-9291-526c6da7e203","C49668","Code_171"
"http://www.cdisc.org","Inch","2023-09-29","bbdb525a-1258-492c-a61c-21b32698a127","C48500","Code_172"
"http://www.cdisc.org","Millimeter","2023-09-29","eda767d6-df9a-49ed-bfce-09217629116a","C28251","Code_173"
"http://www.cdisc.org","Meter","2023-09-29","e23e489d-38e9-46a6-ac4c-2fbf77649303","C41139","Code_174"
"NCI Thesaurus","Unit of Height","","91ee77ee-b8f1-4dc1-b1d9-7c3bf1fed985","C168688","Code_175"
"NCI Thesaurus","Body Height","","2250baad-6c46-4959-a5cd-80ae4574daf7","C164634","Code_169"
"NCI Thesaurus","Laboratory Test Result","","f8be5c76-f593-465b-a981-8afd1361fa4f","C36292","Code_177"
"NCI Thesaurus","Laboratory Test Fasting Status","","d4c6746a-4f0f-40f7-9004-ec559a36c73f","C83309","Code_178"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","c9f4ceb2-d957-46af-8dd5-25de741e02cd","C67365","Code_179"
"NCI Thesaurus","Biospecimen Type","","c307023d-271b-406c-8bce-0c878c105f44","C70713","Code_180"
"NCI Thesaurus","Alanine Aminotransferase Measurement","","809475d8-52f9-4082-83eb-46d820c5ad69","C64433","Code_176"
"NCI Thesaurus","Laboratory Test Result","","e549b9cd-6c97-4aab-982b-65faab8f6e2e","C36292","Code_182"
"NCI Thesaurus","Laboratory Test Fasting Status","","8ea5d877-623d-4020-8795-c506067ee6bb","C83309","Code_183"
"NCI Thesaurus","Unit of Concentration","","e4975411-6096-4fb3-800d-334fcfb942a7","C48207","Code_184"
"NCI Thesaurus","Biospecimen Type","","9c2bc324-9944-4b89-baad-eabe9b18c7a0","C70713","Code_185"
"NCI Thesaurus","Albumin Measurement","","32d02725-e827-4960-ac5b-b4d151fd303e","C64431","Code_181"
"NCI Thesaurus","Laboratory Test Result","","82a36dbd-3535-4843-b47d-efbea8fed35d","C36292","Code_187"
"NCI Thesaurus","Laboratory Test Fasting Status","","9c5f16d6-3d45-4849-b710-24c55f2b884d","C83309","Code_188"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","8e85f2f6-cb9a-4ad6-9d3b-c8c65b73eb67","C67365","Code_189"
"NCI Thesaurus","Biospecimen Type","","45ddbedc-f0b7-4b6f-a647-e20ee9173f8c","C70713","Code_190"
"NCI Thesaurus","Alkaline Phosphatase Measurement","","347c9049-a5f4-4e50-ae50-c02d6f4b81a1","C64432","Code_186"
"NCI Thesaurus","Laboratory Test Result","","9f7fac7d-246c-4f73-ad98-3945ee4e9906","C36292","Code_192"
"NCI Thesaurus","Laboratory Test Fasting Status","","383eda59-6b11-4dc1-ba3e-f83817bfc648","C83309","Code_193"
"NCI Thesaurus","Unit of Catalytic Activity Concentration","","4ae226a4-8ac4-44a5-9042-d5d967e0dabd","C67365","Code_194"
"NCI Thesaurus","Biospecimen Type","","222d7790-2942-444e-b27a-7b42bdf7e819","C70713","Code_195"
"NCI Thesaurus","Aspartate Aminotransferase Measurement","","53b820b7-8a38-45b1-b25d-f69ce1b92e29","C64467","Code_191"
"NCI Thesaurus","Laboratory Test Result","","c64841bd-ba39-4e38-a6ca-21b1d4bceaf8","C36292","Code_197"
"NCI Thesaurus","Laboratory Test Fasting Status","","2278e762-0370-4d25-991e-3510f416e5dd","C83309","Code_198"
"NCI Thesaurus","Unit of Concentration","","3bcb3dea-f203-429b-9476-ad0e6b79c2b2","C48207","Code_199"
"NCI Thesaurus","Biospecimen Type","","d13a5494-c334-4b93-942f-22fa162f9971","C70713","Code_200"
"NCI Thesaurus","Creatinine Measurement","","e45315d1-1145-44df-a218-103a75739469","C64547","Code_196"
"NCI Thesaurus","Laboratory Test Result","","7efd187e-1063-46c2-b61b-5377f2af67c4","C36292","Code_202"
"NCI Thesaurus","Laboratory Test Fasting Status","","e886e30d-9d78-47e8-92b8-dee858af983e","C83309","Code_203"
"NCI Thesaurus","Molarity Unit","","202184c6-fd55-49f5-82cd-51c2908004a2","C64567","Code_204"
"NCI Thesaurus","Biospecimen Type","","0e62c16b-ff4b-44bd-9eca-71ba3f9c1fa5","C70713","Code_205"
"NCI Thesaurus","Potassium Measurement","","bebc1eab-6d3a-4f33-a8f9-461d7cb793a6","C64853","Code_201"
"NCI Thesaurus","Laboratory Test Result","","16ab9d8d-e694-4d9d-86db-304369ed12a1","C36292","Code_207"
"NCI Thesaurus","Laboratory Test Fasting Status","","9f14da7a-0c51-4943-8ec3-f41f2cc80469","C83309","Code_208"
"NCI Thesaurus","Molarity Unit","","2645b635-da57-4a3f-9157-ae2242189c4f","C64567","Code_209"
"NCI Thesaurus","Biospecimen Type","","bbcda9e3-eabf-4106-8b71-f5c5950870eb","C70713","Code_210"
"NCI Thesaurus","Sodium Measurement","","7b0bef7d-287f-46e0-9a73-7364adb10c4e","C64809","Code_206"
"NCI Thesaurus","Vital Signs Result","","46506e5e-751b-4ac4-8f59-6573625da84a","C173522","Code_212"
"http://www.cdisc.org","Pascal","2023-09-29","61a46280-00bc-4499-a15e-93a88fbc84aa","C42547","Code_213"
"NCI Thesaurus","Unit of Pressure","","a8e7be76-bf32-4a47-8523-c13d97df1ba4","C49669","Code_214"
"NCI Thesaurus","Vital Signs Location","","481aa3cf-6eab-40bf-ae4a-109224c5c017","C83088","Code_215"
"NCI Thesaurus","Vital Signs Laterality","","0da79721-d253-4a8d-8060-0728c20e4768","C123975","Code_216"
"NCI Thesaurus","Test Method","","ca488eef-6df4-41b0-b971-93299dceee3f","C82535","Code_217"
"NCI Thesaurus","Vital Signs Position","","cddedf2a-fa77-41bc-b28f-1b138e061302","C83114","Code_218"
"NCI Thesaurus","Systolic Blood Pressure","","838ed665-faa7-44c0-b213-6811c6f30c42","C25298","Code_211"
"NCI Thesaurus","Vital Signs Result","","b68e7e90-7671-4e6b-8522-7e417e3b3fcf","C173522","Code_220"
"http://www.cdisc.org","Pascal","2023-09-29","322c06b0-4a7d-4a0d-b649-a4fc55dd1cf7","C42547","Code_221"
"NCI Thesaurus","Unit of Pressure","","583d5018-c78d-47b2-8bab-e652b0e359df","C49669","Code_222"
"NCI Thesaurus","Vital Signs Location","","62f430fc-eb94-424c-9071-14195ad05d6c","C83088","Code_223"
"NCI Thesaurus","Vital Signs Laterality","","f885419f-5866-4706-84a2-e7b73066777c","C123975","Code_224"
"NCI Thesaurus","Test Method","","167e6284-c686-44fb-83b3-9bd43e54ac64","C82535","Code_225"
"NCI Thesaurus","Vital Signs Position","","172143b1-23df-4eea-8299-178275910d4a","C83114","Code_226"
"NCI Thesaurus","Diastolic Blood Pressure","","a9309c67-0d83-4686-b805-3554f669e262","C25299","Code_219"
"NCI Thesaurus","Vital Signs Result","","bd538027-1429-4968-81c7-5df4d9abb5cf","C173522","Code_228"
"http://www.cdisc.org","Pascal","2023-09-29","e3161d97-69e3-4184-8b50-8b28029f3435","C42547","Code_229"
"NCI Thesaurus","Unit of Pressure","","ef7639bf-3df0-4597-9659-b299ee8ce2b0","C49669","Code_230"
"NCI Thesaurus","Vital Signs Location","","4f328cd4-af8a-4d3f-ad53-d3a2639b1ef9","C83088","Code_231"
"NCI Thesaurus","Vital Signs Laterality","","19642ff1-fffb-4f9d-935f-4ee71d7b275c","C123975","Code_232"
"NCI Thesaurus","Test Method","","573663de-0345-4fee-8c3c-a4dfb0c0814c","C82535","Code_233"
"NCI Thesaurus","Vital Signs Position","","6efe693e-eac6-4eca-898f-d3e4cf1a7571","C83114","Code_234"
"NCI Thesaurus","Systolic Blood Pressure","","21e89949-076c-4ba1-9df9-9f69af9922fe","C25298","Code_227"
"NCI Thesaurus","Vital Signs Result","","db2682d0-b835-4b59-b2ae-0764c3d4159c","C173522","Code_236"
"http://www.cdisc.org","Pascal","2023-09-29","b9c8d72d-70a2-46b1-92d4-5a8815553b82","C42547","Code_237"
"NCI Thesaurus","Unit of Pressure","","16ce4d27-7d28-44d1-91d9-e3e69ead4c2b","C49669","Code_238"
