"codeSystem","uuid:ID","instanceType","code","id","codeSystemVersion","decode"
"http://www.cdisc.org","8a47b925-8790-4caa-9f6b-264c028f197c","Code","C175574","Code_106","2023-09-29","In Person"
"http://www.cdisc.org","50a25c28-332b-438e-a90a-9ffc6d1ca646","Code","C171537","Code_107","2023-09-29","Telephone Call"
"http://www.cdisc.org","0c2d4ead-5a16-4238-b652-f8a899203505","Code","C25716","Code_108","2023-09-29","Visit"
"http://www.cdisc.org","f8e02d61-ef28-4de9-95bb-4b6c9ebc936e","Code","C51282","Code_109","2023-09-29","Clinic"
"http://www.cdisc.org","5761e7f9-e0f3-4f93-84c1-4804884638af","Code","C175574","Code_110","2023-09-29","In Person"
"http://www.cdisc.org","dbcfd96c-822e-4506-9334-1f52f5dc6898","Code","C171537","Code_111","2023-09-29","Telephone Call"
"http://www.cdisc.org","b704d676-4cef-465a-bf29-2d1f92dd8c69","Code","C25716","Code_112","2023-09-29","Visit"
"http://www.cdisc.org","992b4c62-1b91-48fd-8322-506dd47a4bb9","Code","C51282","Code_113","2023-09-29","Clinic"
"http://www.cdisc.org","ab181f20-a74a-4f76-a323-b9307ad7b606","Code","C175574","Code_114","2023-09-29","In Person"
"http://www.cdisc.org","48c309f9-f63e-42f9-afb5-e08e3bae55a7","Code","C171537","Code_115","2023-09-29","Telephone Call"
"http://www.cdisc.org","69589c74-2f9b-4d4f-a764-bd29feeb48ba","Code","C25716","Code_116","2023-09-29","Visit"
"http://www.cdisc.org","b3a4b5f1-07b9-4cb4-9d74-baf192b3f22c","Code","C51282","Code_117","2023-09-29","Clinic"
"http://www.cdisc.org","f1fc381b-629f-4c18-8f21-491749e96061","Code","C175574","Code_118","2023-09-29","In Person"
"http://www.cdisc.org","bf37ba38-f78e-4acb-84ce-7021c31effa6","Code","C25716","Code_119","2023-09-29","Visit"
"http://www.cdisc.org","e84aea3e-ac0c-4f35-93d7-24fe6886592e","Code","C51282","Code_120","2023-09-29","Clinic"
"http://www.cdisc.org","4e5894df-ea1a-4d2a-ad3c-a1659b65e9d1","Code","C175574","Code_121","2023-09-29","In Person"
"SNOMED","2ca121d6-fb9b-4c4e-8976-a56bb641446e","Code","383371000119108","Code_79","January 31, 2018","CT of head without contrast"
"SPONSOR","4b7da7af-c9bd-4bd2-a87b-ddf072505d16","Code","123","Code_80","12","Subject Supine"
"SPONSOR","1c262898-cd9e-4718-a099-1f1beda0c461","Code","124","Code_81","12","Subject Standing"
"NCI Thesaurus","124e651d-09be-4906-8379-aa9f2e9ef692","Code","C173522","Code_278","","Vital Signs Result"
"http://www.cdisc.org","26c2c3c6-7b6a-4e34-9137-79c000536882","Code","C42537","Code_279","2023-09-29","Kelvin"
"NCI Thesaurus","00a0b2f3-3ff9-4333-ae14-2c9233d1e593","Code","C44276","Code_280","","Unit of Temperature"
"NCI Thesaurus","cd81f0e8-d4d4-41ef-8c67-5e49a1d6eb5a","Code","C83088","Code_281","","Vital Signs Location"
"NCI Thesaurus","499565a9-1de1-4ac9-ab6a-ac3b4ed0b605","Code","C174446","Code_277","","Body Temperature"
"NCI Thesaurus","d63076db-3144-49e9-8079-3490dfaac8ea","Code","C173522","Code_283","","Vital Signs Result"
"http://www.cdisc.org","8e7f6b51-3a4c-4164-bb53-c26ffd71f748","Code","C28252","Code_284","2023-09-29","Kilogram"
"http://www.cdisc.org","a2126906-5797-4f0e-a1f1-4431fd76d034","Code","C48155","Code_285","2023-09-29","Gram"
"http://www.cdisc.org","e6ba0c62-def4-4c9c-887a-22dbd3977efb","Code","C48531","Code_286","2023-09-29","Pound"
"NCI Thesaurus","cd0168a9-287a-432c-bcfc-3f7b2d18f466","Code","C48208","Code_287","","Unit of Weight"
"NCI Thesaurus","bd4e1635-e215-4312-bee5-449371f7f663","Code","C81328","Code_282","","Body Weight"
"NCI Thesaurus","12b87887-7653-41fe-8f0e-5333959b59fd","Code","C173522","Code_289","","Vital Signs Result"
"http://www.cdisc.org","179f8fef-b33b-4136-9962-3089aa688496","Code","C49668","Code_290","2023-09-29","Centimeter"
"http://www.cdisc.org","e0665e6d-ad3b-4bb0-9c98-1a642ac75f34","Code","C48500","Code_291","2023-09-29","Inch"
"http://www.cdisc.org","ad5c60c1-cd11-43ad-a8f1-bcf51547d4f7","Code","C28251","Code_292","2023-09-29","Millimeter"
"http://www.cdisc.org","9f4f7999-3d97-45c2-b011-5d2368718b28","Code","C41139","Code_293","2023-09-29","Meter"
"NCI Thesaurus","c853056f-4f6b-447b-9f3b-f8e85bc897a3","Code","C168688","Code_294","","Unit of Height"
"NCI Thesaurus","cb487dc9-a5be-4afb-b360-c5657a1a0ca0","Code","C164634","Code_288","","Body Height"
"NCI Thesaurus","58bc4a5b-4451-4fa4-ae66-2fb65bcc1941","Code","C36292","Code_296","","Laboratory Test Result"
"NCI Thesaurus","1cb8b529-b317-4bff-9fd1-bbba998cb0cb","Code","C83309","Code_297","","Laboratory Test Fasting Status"
"NCI Thesaurus","919e1bd6-1b8d-455c-8f4f-23613922fd44","Code","C67365","Code_298","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","c890ab30-d3ee-4a88-a66e-168d505a0d32","Code","C70713","Code_299","","Biospecimen Type"
"NCI Thesaurus","ecdb01a7-5e0e-4630-bef3-7048a75778c5","Code","C64433","Code_295","","Alanine Aminotransferase Measurement"
"NCI Thesaurus","330df3cc-7137-4629-94b1-2172f56af227","Code","C36292","Code_301","","Laboratory Test Result"
"NCI Thesaurus","e7d02d84-d484-4354-9a15-74af4215e7a3","Code","C83309","Code_302","","Laboratory Test Fasting Status"
"NCI Thesaurus","381999e5-dfec-48ed-86ca-f69f0584d2e3","Code","C48207","Code_303","","Unit of Concentration"
"NCI Thesaurus","0c502136-be02-4c88-9773-32e3710dc112","Code","C70713","Code_304","","Biospecimen Type"
"NCI Thesaurus","03bbb1dc-b7bf-40d8-a6ca-99cccac13a10","Code","C64431","Code_300","","Albumin Measurement"
"NCI Thesaurus","284d0de1-ae88-402e-af30-b7341d21021d","Code","C36292","Code_306","","Laboratory Test Result"
"NCI Thesaurus","f853a0fe-ac33-46d9-944e-51cf0a514b70","Code","C83309","Code_307","","Laboratory Test Fasting Status"
"NCI Thesaurus","7231b059-cfc0-4604-95c7-0ec2eea8426f","Code","C67365","Code_308","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","dfc886f6-bd01-4b81-9ea3-744a89770668","Code","C70713","Code_309","","Biospecimen Type"
"NCI Thesaurus","ee1e886b-6a2b-46a8-af51-7736dc855fb8","Code","C64432","Code_305","","Alkaline Phosphatase Measurement"
"NCI Thesaurus","32921d33-fe2d-486d-94a7-85e35d18a55d","Code","C36292","Code_311","","Laboratory Test Result"
"NCI Thesaurus","454a6e2d-7de6-46be-94e4-d785fe691b8c","Code","C83309","Code_312","","Laboratory Test Fasting Status"
"NCI Thesaurus","47e0a7e5-1ec9-4eeb-b4b8-37cc4964478f","Code","C67365","Code_313","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","e8e8d436-2278-45c4-b92c-b82681f4e71b","Code","C70713","Code_314","","Biospecimen Type"
"NCI Thesaurus","a38f896f-358f-431d-ab1e-dbdff063cbe8","Code","C64467","Code_310","","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","8314d89b-536a-4b30-84e2-242a7ecb9b72","Code","C36292","Code_316","","Laboratory Test Result"
"NCI Thesaurus","3b4af008-179e-4888-bac0-b49d81681fd7","Code","C83309","Code_317","","Laboratory Test Fasting Status"
"NCI Thesaurus","68d048e0-9bc2-44f8-9fa7-eab9d06ab976","Code","C48207","Code_318","","Unit of Concentration"
"NCI Thesaurus","7f96e71f-4ea3-4865-8efa-b3cd7dfbf608","Code","C70713","Code_319","","Biospecimen Type"
"NCI Thesaurus","d75d5672-a7ca-445d-8fd4-f55eadad8b1d","Code","C64547","Code_315","","Creatinine Measurement"
"NCI Thesaurus","79c45bc6-02ac-492e-9292-2a9a6da692c0","Code","C36292","Code_321","","Laboratory Test Result"
"NCI Thesaurus","b66f6512-ea74-4bdd-9d21-fe638d4827e1","Code","C83309","Code_322","","Laboratory Test Fasting Status"
"NCI Thesaurus","4e0ce423-9b14-421f-a35c-5d279dc47272","Code","C64567","Code_323","","Molarity Unit"
"NCI Thesaurus","464cc2b5-498a-4f5f-9265-e9869cbe058f","Code","C70713","Code_324","","Biospecimen Type"
"NCI Thesaurus","26523396-42e6-4e3e-9036-64ea189ab4ea","Code","C64853","Code_320","","Potassium Measurement"
"NCI Thesaurus","171a020f-6c94-4035-afcc-63b1d551b94e","Code","C36292","Code_326","","Laboratory Test Result"
"NCI Thesaurus","489f8a3f-e995-46ba-bee5-2f880e3964ea","Code","C83309","Code_327","","Laboratory Test Fasting Status"
"NCI Thesaurus","c63c80e0-ab19-450e-be2c-8ff6f26a1ffb","Code","C64567","Code_328","","Molarity Unit"
"NCI Thesaurus","945a24bf-ba3b-4dca-9ec7-dcc7b4eb5d7b","Code","C70713","Code_329","","Biospecimen Type"
"NCI Thesaurus","db8a085f-d5d9-426d-8e75-51fd4729ec45","Code","C64809","Code_325","","Sodium Measurement"
"NCI Thesaurus","2e7e2d0f-65d9-4549-94ee-87676026ef79","Code","C78541","Code_145","","Adverse Event Verbatim Description"
"NCI Thesaurus","850bdeec-cafa-4332-8db9-7be17ff4b23d","Code","C83344","Code_146","","Adverse Event Dictionary Derived Term"
"NCI Thesaurus","fdcc0b11-970b-4528-a6c2-eeabe71d26b8","Code","C83198","Code_147","","Adverse Event Category"
"NCI Thesaurus","6b4ded70-62d2-4182-bf11-92208c37142b","Code","C83212","Code_148","","Adverse Event Subcategory"
"NCI Thesaurus","b2e52104-b454-4f2a-a47f-df34d4db8af6","Code","C87840","Code_149","","Adverse Event Pre-specified"
"NCI Thesaurus","38697fb6-ec7c-42f8-9d18-67c320051567","Code","C53253","Code_150","","Severity of Adverse Event"
"NCI Thesaurus","a7fbab58-d2e0-403e-a701-708d30d0f4db","Code","C78605","Code_151","","Adverse Event Toxicity Grade"
"NCI Thesaurus","0f07bb9c-ebcc-4a23-9b68-1a25e649e9e8","Code","C53252","Code_152","","Seriousness of Adverse Event"
"NCI Thesaurus","942429da-f6dd-4bd2-9311-e78afb821e1e","Code","C83013","Code_153","","Adverse Event Action Taken with Study Treatment"
"NCI Thesaurus","de51e19e-7030-4be7-82fb-093056517e3c","Code","C41358","Code_154","","Adverse Event Attribution to Product or Procedure"
"http://www.cdisc.org","c5867145-0a52-486f-922f-ce3d17da6001","Code","C71325","Code_155","2023-09-29","Intermittent"
"NCI Thesaurus","77d0b4a1-86da-4fff-9222-300f8e84cd2f","Code","C83208","Code_156","","Adverse Event Pattern"
"NCI Thesaurus","ad129573-612d-4d7c-a4fa-44f886df881e","Code","C49489","Code_157","","Adverse Event Outcome"
"NCI Thesaurus","7d4e46b7-8d66-4c3c-be80-55fd0cbf0aed","Code","C83215","Code_158","","Adverse Event Start Date Time"
"NCI Thesaurus","3aed4afb-b465-4618-8193-4ea54767778b","Code","C83201","Code_159","","Adverse Event End Date Time"
"NCI Thesaurus","fc07426d-1978-4083-9ab7-03470af79420","Code","C41331","Code_144","","Adverse Event"
"NCI Thesaurus","8c6aaa9f-b76f-4e84-b313-9035c337146f","Code","C173522","Code_161","","Vital Signs Result"
"http://www.cdisc.org","530dfa59-c4a5-453a-821a-37d12e975f1b","Code","C42547","Code_162","2023-09-29","Pascal"
"NCI Thesaurus","a1c4a7d9-b143-4572-a8ff-487e6f802e1d","Code","C49669","Code_163","","Unit of Pressure"
"NCI Thesaurus","8ddfcf16-6fcf-440c-a567-0d958d43026f","Code","C83088","Code_164","","Vital Signs Location"
"NCI Thesaurus","acbd53b2-61ad-43fd-89f4-648019af200e","Code","C123975","Code_165","","Vital Signs Laterality"
"NCI Thesaurus","095a97b0-1794-4d91-a75f-e6a0a592f592","Code","C82535","Code_166","","Test Method"
"NCI Thesaurus","79b39e5b-54b8-45ac-8f9b-51d97e6e451a","Code","C83114","Code_167","","Vital Signs Position"
"NCI Thesaurus","07a710b6-6a4a-4f24-949c-0c4f0ec26893","Code","C25298","Code_160","","Systolic Blood Pressure"
"NCI Thesaurus","157011f8-e0ed-41d1-9157-7a1dd9c7d08c","Code","C173522","Code_169","","Vital Signs Result"
"http://www.cdisc.org","332216fc-6b8e-4c17-a36f-c0b98a75baae","Code","C42547","Code_170","2023-09-29","Pascal"
"NCI Thesaurus","975ddfa6-4bd1-4422-8b18-153b8da6f540","Code","C49669","Code_171","","Unit of Pressure"
"NCI Thesaurus","3da2cce1-b019-4f8f-98c4-4f9cf39a2064","Code","C83088","Code_172","","Vital Signs Location"
"NCI Thesaurus","dc37f65b-cbd0-4612-83cc-66d1194a3103","Code","C123975","Code_173","","Vital Signs Laterality"
"NCI Thesaurus","9a75f61e-f3a4-4600-9c4c-8fc5be394f21","Code","C82535","Code_174","","Test Method"
"NCI Thesaurus","66e59e3f-38ca-4912-a075-29c207066c4a","Code","C83114","Code_175","","Vital Signs Position"
"NCI Thesaurus","5cd574e7-f9f6-43eb-979c-aa3eadfb5c29","Code","C25299","Code_168","","Diastolic Blood Pressure"
"NCI Thesaurus","25b966a4-04ca-46f0-80f9-7ea2317729bc","Code","C173522","Code_177","","Vital Signs Result"
"http://www.cdisc.org","6eb37b15-827e-464a-884b-b3d21719ab63","Code","C42537","Code_178","2023-09-29","Kelvin"
"NCI Thesaurus","2d4fa6b2-76e7-49c9-bc16-5d2df087ce74","Code","C44276","Code_179","","Unit of Temperature"
"NCI Thesaurus","accc832a-8e44-494f-9927-410721e4ff3b","Code","C83088","Code_180","","Vital Signs Location"
"NCI Thesaurus","16e0baa7-590a-4065-9dd2-bf1c2eca8e3e","Code","C174446","Code_176","","Body Temperature"
"NCI Thesaurus","f26ac2fd-5b33-4c11-9653-38208e3fc187","Code","C173522","Code_182","","Vital Signs Result"
"http://www.cdisc.org","928b4ea6-ac89-4646-b057-b53686370347","Code","C28252","Code_183","2023-09-29","Kilogram"
"http://www.cdisc.org","dac5db34-3a0e-4715-99d9-bf4386e14857","Code","C48155","Code_184","2023-09-29","Gram"
"http://www.cdisc.org","2e123219-3c38-4a87-a996-bf59ddc0ea09","Code","C48531","Code_185","2023-09-29","Pound"
"NCI Thesaurus","47ae2ab7-d25b-43c3-8549-0f0d836f34aa","Code","C48208","Code_186","","Unit of Weight"
"NCI Thesaurus","b0b27d11-4c22-4f3d-8237-1e291043e087","Code","C81328","Code_181","","Body Weight"
"NCI Thesaurus","71ed6d3f-d8da-43a4-a30d-737ca1ec04eb","Code","C173522","Code_188","","Vital Signs Result"
"http://www.cdisc.org","d73e75a7-1b24-4072-8cfa-0f045364e8c1","Code","C49668","Code_189","2023-09-29","Centimeter"
"http://www.cdisc.org","a16446dd-8b45-4a5f-9d9b-8fd5e904d893","Code","C48500","Code_190","2023-09-29","Inch"
"http://www.cdisc.org","94d04d81-1ebd-451c-ab29-469f75008142","Code","C28251","Code_191","2023-09-29","Millimeter"
"http://www.cdisc.org","973cc72a-3f27-4607-a111-69f910fe5014","Code","C41139","Code_192","2023-09-29","Meter"
"NCI Thesaurus","f32180e0-dcb9-47a6-9c3a-562f078e7f6c","Code","C168688","Code_193","","Unit of Height"
"NCI Thesaurus","212e8af8-ddcd-42da-8e6a-342985c7942d","Code","C164634","Code_187","","Body Height"
"NCI Thesaurus","19b1b152-265e-405c-9ddb-f4432827df3e","Code","C36292","Code_195","","Laboratory Test Result"
"NCI Thesaurus","6b3dd8dd-0a21-4137-868e-b86aef9e31ce","Code","C83309","Code_196","","Laboratory Test Fasting Status"
"NCI Thesaurus","29f8b63d-e635-43d1-a777-9251c2e5c14f","Code","C67365","Code_197","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","6060b668-314b-475d-ae04-20ae7d74c053","Code","C70713","Code_198","","Biospecimen Type"
"NCI Thesaurus","cc6ad35f-9335-4354-9658-4a5e15dd350c","Code","C64433","Code_194","","Alanine Aminotransferase Measurement"
"NCI Thesaurus","c932b0d2-1078-4024-847d-6289afa01892","Code","C36292","Code_200","","Laboratory Test Result"
"NCI Thesaurus","077a1ca1-c2ee-4ce2-a85c-e047a61cd876","Code","C83309","Code_201","","Laboratory Test Fasting Status"
"NCI Thesaurus","cac0ef60-1259-4221-afff-9644d0b64f18","Code","C48207","Code_202","","Unit of Concentration"
"NCI Thesaurus","e837bc34-1232-4034-8789-bfa172452f01","Code","C70713","Code_203","","Biospecimen Type"
"NCI Thesaurus","3647caff-9a7c-47d1-8589-db9b6547565e","Code","C64431","Code_199","","Albumin Measurement"
"NCI Thesaurus","e2beea59-93b3-4b34-9092-2019d91e5c77","Code","C36292","Code_205","","Laboratory Test Result"
"NCI Thesaurus","8753803b-5a74-48b3-ba4f-6d83fc806fbc","Code","C83309","Code_206","","Laboratory Test Fasting Status"
"NCI Thesaurus","1304f17c-90b0-4735-baad-7060d9a6d217","Code","C67365","Code_207","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","2087579e-d6ae-4e9f-8107-9703b10c6a8a","Code","C70713","Code_208","","Biospecimen Type"
"NCI Thesaurus","a2ec97e9-fa15-4c54-a1e4-cfff53a91d3a","Code","C64432","Code_204","","Alkaline Phosphatase Measurement"
"NCI Thesaurus","f64baae2-fd06-4b56-bfe4-19680caf9e22","Code","C36292","Code_210","","Laboratory Test Result"
"NCI Thesaurus","bb2088c7-ed34-42ed-9ccf-4b219b065914","Code","C83309","Code_211","","Laboratory Test Fasting Status"
"NCI Thesaurus","06d2bade-207e-4f55-9cb2-0c9ffae43a26","Code","C67365","Code_212","","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","b48d8e0a-9dba-4b7c-8dc6-d2db1e92053e","Code","C70713","Code_213","","Biospecimen Type"
"NCI Thesaurus","ff5fe8aa-7e96-49c6-8cd6-928211856f8a","Code","C64467","Code_209","","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","464cfd06-c50a-43b2-ba0a-249e753d556f","Code","C36292","Code_215","","Laboratory Test Result"
"NCI Thesaurus","a0a61394-7cfa-45d8-81a7-49d9e1bc16a7","Code","C83309","Code_216","","Laboratory Test Fasting Status"
"NCI Thesaurus","f8e2d824-1983-4ff3-8b94-f03a8d84afab","Code","C48207","Code_217","","Unit of Concentration"
"NCI Thesaurus","376448de-49d9-4fdc-abd4-2163d3c45dd1","Code","C70713","Code_218","","Biospecimen Type"
"NCI Thesaurus","527e451d-fbc6-4dbe-8334-78cbf7f6d070","Code","C64547","Code_214","","Creatinine Measurement"
"NCI Thesaurus","4cdba914-ce9a-42f5-9ef7-0cdfb4b6a697","Code","C36292","Code_220","","Laboratory Test Result"
"NCI Thesaurus","eb3a12c0-f971-4c82-b136-782fd45584a9","Code","C83309","Code_221","","Laboratory Test Fasting Status"
"NCI Thesaurus","5300f7c7-9c15-45eb-a4b3-5ac9bb85adc3","Code","C64567","Code_222","","Molarity Unit"
"NCI Thesaurus","df8f7346-14f7-4484-9fa3-7842e1787064","Code","C70713","Code_223","","Biospecimen Type"
"NCI Thesaurus","63c3ed87-b4ea-4194-97b8-1d8c2548f70f","Code","C64853","Code_219","","Potassium Measurement"
"NCI Thesaurus","4c2b7e8f-4352-44ba-a1c9-81eb9ea524b1","Code","C36292","Code_225","","Laboratory Test Result"
"NCI Thesaurus","1f947e5d-58d2-4cd2-aa24-5350b50c31ee","Code","C83309","Code_226","","Laboratory Test Fasting Status"
"NCI Thesaurus","501bce65-b3ca-490b-90a6-48ff1e2b244f","Code","C64567","Code_227","","Molarity Unit"
"NCI Thesaurus","3a5c507e-3049-416b-8a33-3bc38ac2f89b","Code","C70713","Code_228","","Biospecimen Type"
"NCI Thesaurus","d439d443-e36b-4f96-8190-ce54d8f6d79f","Code","C64809","Code_224","","Sodium Measurement"
"NCI Thesaurus","6a520e6e-0a9a-4e54-9dcc-1093fa70c9ab","Code","C173522","Code_230","","Vital Signs Result"
"http://www.cdisc.org","aea3faec-9c2b-406f-a402-965bb9120797","Code","C42547","Code_231","2023-09-29","Pascal"
"NCI Thesaurus","bcb7fb07-65bb-4529-afb7-418b901bbfd1","Code","C49669","Code_232","","Unit of Pressure"
"NCI Thesaurus","0e36b769-ec85-437f-a24d-a0d6813b9004","Code","C83088","Code_233","","Vital Signs Location"
"NCI Thesaurus","01506370-d264-4dc6-a4fa-b29ec2b296d1","Code","C123975","Code_234","","Vital Signs Laterality"
"NCI Thesaurus","05e2288c-a86b-4f96-bc47-6709d85bbd7a","Code","C82535","Code_235","","Test Method"
"NCI Thesaurus","90bb7d2b-7c8e-4dfb-bc95-3e1b632dafe6","Code","C83114","Code_236","","Vital Signs Position"
"NCI Thesaurus","5b1565f6-d806-43ca-be76-fb4fc57e5a36","Code","C25298","Code_229","","Systolic Blood Pressure"
"NCI Thesaurus","d73018a3-d56b-48d6-a3fe-0361e8cc589f","Code","C173522","Code_238","","Vital Signs Result"
"http://www.cdisc.org","4b8873d4-921f-44d5-ae34-b534d3afe606","Code","C42547","Code_239","2023-09-29","Pascal"
"NCI Thesaurus","88d9458a-56a4-41cb-82d7-962ea7b52050","Code","C49669","Code_240","","Unit of Pressure"
"NCI Thesaurus","a320c39b-06fa-4f93-9fb2-7ffcd86e159c","Code","C83088","Code_241","","Vital Signs Location"
"NCI Thesaurus","6c716f3a-df6b-41b3-87b1-963e2599de1a","Code","C123975","Code_242","","Vital Signs Laterality"
"NCI Thesaurus","d8139b5c-5b99-434d-967b-9cb1a9333221","Code","C82535","Code_243","","Test Method"
"NCI Thesaurus","ddc38bd6-c023-4868-82d3-73bdb320c14b","Code","C83114","Code_244","","Vital Signs Position"
"NCI Thesaurus","f25e5170-dcb3-4932-a4bd-18677b56ba66","Code","C25299","Code_237","","Diastolic Blood Pressure"
"NCI Thesaurus","b80eb802-94ed-4cca-8b08-ee5fdf782f28","Code","C173522","Code_246","","Vital Signs Result"
