"uuid:ID","datatype","instanceType","id","label","isRequired","name","isEnabled"
"3a5a5ea7-aaba-4dfb-8fe1-a542a5501b2d","string","BiomedicalConceptProperty","BiomedicalConceptProperty_19","Test Method","True","Test Method","True"
"09d47802-6804-41b6-ad94-8dd540e7a2d4","string","BiomedicalConceptProperty","BiomedicalConceptProperty_20","Vital Signs Position","True","Vital Signs Position","True"
"7c34c940-ddd3-4148-835a-d1592f486cb1","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_21","Vital Signs Result","True","Vital Signs Result","True"
"139d0956-bc34-4ff0-8b15-f3f14c9921c5","string","BiomedicalConceptProperty","BiomedicalConceptProperty_22","Unit of Pressure","True","Unit of Pressure","True"
"35d9a016-8214-4a3d-889d-f064bfc0374a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_23","Vital Signs Location","True","Vital Signs Location","True"
"ec4fc089-0f7b-43d8-8886-87491d54f8f2","string","BiomedicalConceptProperty","BiomedicalConceptProperty_24","Vital Signs Laterality","True","Vital Signs Laterality","True"
"187ae829-1489-476d-9299-e07737278769","string","BiomedicalConceptProperty","BiomedicalConceptProperty_25","Test Method","True","Test Method","True"
"12d10157-8be0-4d88-bb76-d8134542b583","string","BiomedicalConceptProperty","BiomedicalConceptProperty_26","Vital Signs Position","True","Vital Signs Position","True"
"3899f979-b7a7-4538-af6a-8b346bd6b66f","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_27","Vital Signs Result","True","Vital Signs Result","True"
"f4f8039c-29fe-4ac7-abfb-70afeea4bde9","string","BiomedicalConceptProperty","BiomedicalConceptProperty_28","Unit of Temperature","True","Unit of Temperature","True"
"6739f703-b2c7-4eaa-ae99-53a6687ac77d","string","BiomedicalConceptProperty","BiomedicalConceptProperty_29","Vital Signs Location","True","Vital Signs Location","True"
"e8fa7e7e-8ac3-49a5-8e99-2458971f7b80","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_30","Vital Signs Result","True","Vital Signs Result","True"
"ce04b922-b42f-48f0-b056-33a0f80bafe6","string","BiomedicalConceptProperty","BiomedicalConceptProperty_31","Unit of Weight","True","Unit of Weight","True"
"14a041b2-b316-4424-9bfc-c61231804bec","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_32","Vital Signs Result","True","Vital Signs Result","True"
"feb6549e-5045-41a1-a5ff-669b0d2c0444","string","BiomedicalConceptProperty","BiomedicalConceptProperty_33","Unit of Height","True","Unit of Height","True"
"0058e479-5422-4c10-b873-50dac6ff0473","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_34","Laboratory Test Result","True","Laboratory Test Result","True"
"b110e464-1ea9-49ed-9b02-13f267216776","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_35","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"195e3f8b-6415-463e-9cc2-26e214cb929c","string","BiomedicalConceptProperty","BiomedicalConceptProperty_36","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"9c630e18-ab82-4214-8b68-72e7c6f3098a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_37","Biospecimen Type","True","Biospecimen Type","True"
"8d260d00-06d4-470f-b3b7-87bb6f07507f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_38","Laboratory Test Result","True","Laboratory Test Result","True"
"7069ebe2-4dca-4f5e-8d71-00853409569e","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_39","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"50fec59e-b190-466e-aacd-6210ba1c9359","string","BiomedicalConceptProperty","BiomedicalConceptProperty_40","Unit of Concentration","True","Unit of Concentration","True"
"7fd63bec-16dc-40b6-9bef-fa23df1c1f80","string","BiomedicalConceptProperty","BiomedicalConceptProperty_41","Biospecimen Type","True","Biospecimen Type","True"
"6c05b262-dee2-485b-801a-b42cf62244c6","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_42","Laboratory Test Result","True","Laboratory Test Result","True"
"96b3bce1-5fb6-48e5-b297-069fb04c55eb","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_43","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"3777b65b-2752-4d06-a309-c7ab2e024d59","string","BiomedicalConceptProperty","BiomedicalConceptProperty_44","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"e9630358-5ed2-4744-81c5-9b5d56134c5e","string","BiomedicalConceptProperty","BiomedicalConceptProperty_45","Biospecimen Type","True","Biospecimen Type","True"
"bda9dada-5016-4ff3-bc63-ef62f0a8b8df","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_46","Laboratory Test Result","True","Laboratory Test Result","True"
"8bf91097-8b42-4a2b-8920-1ef0c29e4d2a","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_47","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"71674cd9-7c81-46d7-bfda-45978e0244c3","string","BiomedicalConceptProperty","BiomedicalConceptProperty_48","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","True"
"6b0dc10a-e16b-4d17-96be-e21710ca37d0","string","BiomedicalConceptProperty","BiomedicalConceptProperty_49","Biospecimen Type","True","Biospecimen Type","True"
"fa2868bf-f1be-4156-94c0-0214c1b08d20","string","BiomedicalConceptProperty","BiomedicalConceptProperty_50","Laboratory Test Result","True","Laboratory Test Result","True"
"a7b6ec06-5360-4fee-8cd8-737153cc411b","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_51","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"2908a431-8117-4a1b-b74a-1cef5a0d9169","string","BiomedicalConceptProperty","BiomedicalConceptProperty_52","Unit of Concentration","True","Unit of Concentration","True"
"4507acef-91cb-4866-b7ee-1af352b5aed2","string","BiomedicalConceptProperty","BiomedicalConceptProperty_53","Biospecimen Type","True","Biospecimen Type","True"
"1f08aa20-44e4-427b-9c05-02b6b4bcefc6","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_54","Laboratory Test Result","True","Laboratory Test Result","True"
"aaf544be-699c-4fed-b0fc-9c97b507f499","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_55","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"fb65231b-ee9e-47dd-a16c-39a6e43feb09","string","BiomedicalConceptProperty","BiomedicalConceptProperty_56","Molarity Unit","True","Molarity Unit","True"
"4ce1c7eb-5ae3-45fc-afb2-26d25c25cd07","string","BiomedicalConceptProperty","BiomedicalConceptProperty_57","Biospecimen Type","True","Biospecimen Type","True"
"a5e25db6-1f7a-4fae-a8d0-9ef6fe967cd7","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_58","Laboratory Test Result","True","Laboratory Test Result","True"
"a840ff91-2d30-41b3-88a3-2f1807a11c48","boolean","BiomedicalConceptProperty","BiomedicalConceptProperty_59","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","True"
"9b390493-2c67-48de-85ea-0e030e4a504a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_60","Molarity Unit","True","Molarity Unit","True"
"779b69f2-d820-48b4-b888-6e359a9fc7d8","string","BiomedicalConceptProperty","BiomedicalConceptProperty_61","Biospecimen Type","True","Biospecimen Type","True"
"7f502545-9769-437b-b6df-4a04bf2160ef","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_62","Vital Signs Result","True","Vital Signs Result","True"
"680400b5-aa01-4609-b9d5-89a45fcb684c","string","BiomedicalConceptProperty","BiomedicalConceptProperty_63","Unit of Pressure","True","Unit of Pressure","True"
"f7fa3ebb-4ff2-452f-9b22-629b9bb113bb","string","BiomedicalConceptProperty","BiomedicalConceptProperty_64","Vital Signs Location","True","Vital Signs Location","True"
"5cdde00a-c3c7-4ae6-a56d-4e987656296f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_65","Vital Signs Laterality","True","Vital Signs Laterality","True"
"660e15a0-111b-4195-8ddb-172f2685d7a3","string","BiomedicalConceptProperty","BiomedicalConceptProperty_66","Test Method","True","Test Method","True"
"9a195834-fe1a-45a3-8a5d-ac05d04a9663","string","BiomedicalConceptProperty","BiomedicalConceptProperty_67","Vital Signs Position","True","Vital Signs Position","True"
"68e1055d-a2bd-42f0-9dbc-b4cc238286ef","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_68","Vital Signs Result","True","Vital Signs Result","True"
"71731682-50bb-4fc9-b98b-dadeb4946f19","string","BiomedicalConceptProperty","BiomedicalConceptProperty_69","Unit of Pressure","True","Unit of Pressure","True"
"d55b0f0e-90c6-4969-9937-d6d58d194bcf","string","BiomedicalConceptProperty","BiomedicalConceptProperty_70","Vital Signs Location","True","Vital Signs Location","True"
"75dfed43-fb04-4495-83df-ee409130d8c8","string","BiomedicalConceptProperty","BiomedicalConceptProperty_71","Vital Signs Laterality","True","Vital Signs Laterality","True"
"85ff0d15-1e9b-4711-9de0-6eeef5b975d3","string","BiomedicalConceptProperty","BiomedicalConceptProperty_72","Test Method","True","Test Method","True"
"6f8d2925-7b74-4cc0-b471-0874b5fdcbb3","string","BiomedicalConceptProperty","BiomedicalConceptProperty_73","Vital Signs Position","True","Vital Signs Position","True"
"b00c968c-ed19-4608-96fb-95a37ebf41b5","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_74","Vital Signs Result","True","Vital Signs Result","True"
"8642eba6-a281-4c2f-9ada-335a6afe3daf","string","BiomedicalConceptProperty","BiomedicalConceptProperty_75","Count per Minute","True","Count per Minute","True"
"47fb86e1-6460-4e39-8aa2-93db6e22f03e","string","BiomedicalConceptProperty","BiomedicalConceptProperty_76","Vital Signs Location","True","Vital Signs Location","True"
"73f20473-7636-4cd6-8c6d-5b653daee31f","string","BiomedicalConceptProperty","BiomedicalConceptProperty_77","Vital Signs Laterality","True","Vital Signs Laterality","True"
"272e7ac6-5ec6-4a4b-9aff-df143df502e9","string","BiomedicalConceptProperty","BiomedicalConceptProperty_78","Test Method","True","Test Method","True"
"75aadeac-d6a7-4fb1-b7c8-9ae6d6e1d221","string","BiomedicalConceptProperty","BiomedicalConceptProperty_79","Vital Signs Position","True","Vital Signs Position","True"
"641b16f9-4b14-41dd-89d6-43056b40e57f","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_80","Vital Signs Result","True","Vital Signs Result","True"
"80af8b59-0e2b-4535-abbe-b70a29b90c8c","string","BiomedicalConceptProperty","BiomedicalConceptProperty_81","Unit of Pressure","True","Unit of Pressure","True"
"9dc4f7e4-c667-407c-b741-bddedeeb11ad","string","BiomedicalConceptProperty","BiomedicalConceptProperty_82","Vital Signs Location","True","Vital Signs Location","True"
"16a7d8af-2758-43dd-bdbd-6c25a5b40e95","string","BiomedicalConceptProperty","BiomedicalConceptProperty_83","Vital Signs Laterality","True","Vital Signs Laterality","True"
"2d750a6a-54fa-4af5-8892-963f557efc5c","string","BiomedicalConceptProperty","BiomedicalConceptProperty_84","Test Method","True","Test Method","True"
"4e40aecd-5a33-400d-b17a-7e9966519c0b","string","BiomedicalConceptProperty","BiomedicalConceptProperty_85","Vital Signs Position","True","Vital Signs Position","True"
"1687a18b-adaa-4f57-92c3-ac73ddd1030a","decimal","BiomedicalConceptProperty","BiomedicalConceptProperty_86","Vital Signs Result","True","Vital Signs Result","True"
"7ffa3423-a95b-4fae-93fa-e7692fec6f2d","string","BiomedicalConceptProperty","BiomedicalConceptProperty_87","Unit of Pressure","True","Unit of Pressure","True"
"f41f0719-5a52-49f7-b3c0-d841d85a046d","string","BiomedicalConceptProperty","BiomedicalConceptProperty_88","Vital Signs Location","True","Vital Signs Location","True"
"359bdf95-f6a6-4ff2-8608-9f14cd2ce509","string","BiomedicalConceptProperty","BiomedicalConceptProperty_89","Vital Signs Laterality","True","Vital Signs Laterality","True"
"eb412d9e-8876-4b1e-9b96-54a29d1a4827","string","BiomedicalConceptProperty","BiomedicalConceptProperty_90","Test Method","True","Test Method","True"
"f9cbc3b0-537d-4080-af74-638d8761d2d6","string","BiomedicalConceptProperty","BiomedicalConceptProperty_91","Vital Signs Position","True","Vital Signs Position","True"
"56e2bdbe-b9a6-475c-9d6b-e838fe8c1843","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_92","Vital Signs Result","True","Vital Signs Result","True"
"95b3d40a-bcd0-4477-b206-24259f136421","string","BiomedicalConceptProperty","BiomedicalConceptProperty_93","Count per Minute","True","Count per Minute","True"
"29240d65-77bd-46c9-8431-7b0c11094c38","string","BiomedicalConceptProperty","BiomedicalConceptProperty_94","Vital Signs Location","True","Vital Signs Location","True"
"9d97884c-c4de-4b04-9ebf-708f5ab1874a","string","BiomedicalConceptProperty","BiomedicalConceptProperty_95","Vital Signs Laterality","True","Vital Signs Laterality","True"
"a25dc20f-c4b5-4b02-aa54-18e5510dee96","string","BiomedicalConceptProperty","BiomedicalConceptProperty_96","Test Method","True","Test Method","True"
"cfe7b872-8b0a-4637-bc79-15eaa8fbd1c4","string","BiomedicalConceptProperty","BiomedicalConceptProperty_97","Vital Signs Position","True","Vital Signs Position","True"
