"uuid:ID","instanceType","sectionTitle","text","sectionNumber","id","name"
"22ed6f12-73c0-4230-80b3-0dce7e1cd10c","NarrativeContent","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1","NarrativeContent_22","SECTION 5.1"
"0d17386f-0dfd-44ef-91ec-d457ea308df4","NarrativeContent","Rationale for Trial Population","<div></div>","5.2","NarrativeContent_23","SECTION 5.2"
"62d94ee2-0431-45a2-972f-285dadb7462a","NarrativeContent","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","5.3","NarrativeContent_24","SECTION 5.3"
"4fa7182c-8f61-4571-a691-c0d016b7f11c","NarrativeContent","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","5.4","NarrativeContent_25","SECTION 5.4"
"ff1c19b1-13f7-4d3b-a6a5-a28313cc4c52","NarrativeContent","Lifestyle Considerations","<div></div>","5.5","NarrativeContent_26","SECTION 5.5"
"dd021383-2a9d-41f3-9b6e-4143baaec44b","NarrativeContent","Meals and Dietary Restrictions","<div></div>","5.5.1","NarrativeContent_27","SECTION 5.5.1"
"5a5e6968-bee9-4e17-9182-4db5716802a8","NarrativeContent","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","5.5.2","NarrativeContent_28","SECTION 5.5.2"
"9877369c-5920-45c2-831a-4856ee8adf38","NarrativeContent","Physical Activity","<div></div>","5.5.3","NarrativeContent_29","SECTION 5.5.3"
"88ca05e3-2346-4db7-80b7-21419e1daaf5","NarrativeContent","Other Activity","<div></div>","5.5.4","NarrativeContent_30","SECTION 5.5.4"
"4efd5422-4909-49ad-8663-ff0fc1c89914","NarrativeContent","Screen Failures","<div></div>","5.6","NarrativeContent_31","SECTION 5.6"
"5a01a904-d41b-46f4-8e74-a553375c0a7c","NarrativeContent","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","6","NarrativeContent_32","SECTION 6"
"7a730151-6b0b-4f30-94f6-1bd37150c9af","NarrativeContent","Description of Trial Intervention","<div></div>","6.1","NarrativeContent_33","SECTION 6.1"
"74824b21-1999-45cb-9310-25f24df6a517","NarrativeContent","Rationale for Trial Intervention","<div></div>","6.2","NarrativeContent_34","SECTION 6.2"
"67a39f7d-fbef-4b46-b57a-80d1f71e8d48","NarrativeContent","Dosing and Administration","<div></div>","6.3","NarrativeContent_35","SECTION 6.3"
"eaca86bd-ba6e-4792-8021-176c8300a857","NarrativeContent","Trial Intervention Dose Modification","<div></div>","6.3.1","NarrativeContent_36","SECTION 6.3.1"
"4a047cfa-31bf-492a-9012-7845776cadf6","NarrativeContent","Treatment of Overdose","<div></div>","6.4","NarrativeContent_37","SECTION 6.4"
"5f64591a-214d-4ff5-9250-19e392f93aa2","NarrativeContent","Preparation, Handling, Storage and Accountability","<div></div>","6.5","NarrativeContent_38","SECTION 6.5"
"89d61a9c-8693-422c-96d3-8ab5f9531f8c","NarrativeContent","Preparation of Trial Intervention","<div></div>","6.5.1","NarrativeContent_39","SECTION 6.5.1"
"9ca6d5bc-6a3f-45b0-a73f-b9dc55854eeb","NarrativeContent","Handling and Storage of Trial Intervention","<div></div>","6.5.2","NarrativeContent_40","SECTION 6.5.2"
"8b0b6b73-c588-4a37-ae6a-c39867791517","NarrativeContent","Accountability of Trial Intervention","<div></div>","6.5.3","NarrativeContent_41","SECTION 6.5.3"
"db14247d-8b9e-4884-97d2-1dadb030fa72","NarrativeContent","Participant Assignment, Randomisation and Blinding","<div></div>","6.6","NarrativeContent_42","SECTION 6.6"
"13e56de6-1d4f-4cac-ae9b-7c86abe895d6","NarrativeContent","Participant Assignment","<div></div>","6.6.1","NarrativeContent_43","SECTION 6.6.1"
"63a0e2e6-5997-4562-9f75-32792aa30cbe","NarrativeContent","Randomisation","<div></div>","6.6.2","NarrativeContent_44","SECTION 6.6.2"
"f63ad882-674d-437d-bd72-75ebbe9a5ada","NarrativeContent","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3","NarrativeContent_45","SECTION 6.6.3"
"3ed42a2c-83eb-47a0-a77f-3ea1f7d1d7e5","NarrativeContent","Trial Intervention Compliance","<div></div>","6.7","NarrativeContent_46","SECTION 6.7"
"c887639b-1f5b-473e-b1c7-77351269062c","NarrativeContent","Concomitant Therapy","<div></div>","6.8","NarrativeContent_47","SECTION 6.8"
"8aaa8fc9-7edb-4bee-96c2-236e7832f976","NarrativeContent","Prohibited Concomitant Therapy","<div></div>","6.8.1","NarrativeContent_48","SECTION 6.8.1"
"734c9fe6-fe19-4ebe-9489-996982aff5a4","NarrativeContent","Permitted Concomitant Therapy","<div></div>","6.8.2","NarrativeContent_49","SECTION 6.8.2"
"b49f1971-b0ea-4c2b-ad1c-c48d74d95363","NarrativeContent","Rescue Therapy","<div></div>","6.8.3","NarrativeContent_50","SECTION 6.8.3"
"5dbb4d71-cc8d-439c-a5e8-6124dab79f38","NarrativeContent","Other Therapy","<div></div>","6.8.4","NarrativeContent_51","SECTION 6.8.4"
"aadaf1b9-8fa6-458f-9464-f8c756110823","NarrativeContent","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","7","NarrativeContent_52","SECTION 7"
"9a32489a-c792-4b1f-a904-18f6b19511d1","NarrativeContent","Discontinuation of Trial Intervention","<div></div>","7.1","NarrativeContent_53","SECTION 7.1"
"56b512aa-c40a-428e-bed4-58ecdc5833c7","NarrativeContent","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","7.1.1","NarrativeContent_54","SECTION 7.1.1"
"3e278535-fe3d-4b23-b8bf-7da92967641f","NarrativeContent","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","7.1.2","NarrativeContent_55","SECTION 7.1.2"
"43d9fb54-3b20-4f5b-b798-d9af506bb3b3","NarrativeContent","Rechallenge","<div></div>","7.1.3","NarrativeContent_56","SECTION 7.1.3"
"47bfdfb8-d621-4ebb-8c48-e7747512f248","NarrativeContent","Participant Withdrawal from the Trial","<div></div>","7.2","NarrativeContent_57","SECTION 7.2"
"775e6fa6-7dfb-4aa5-8ac7-ac9ec0335fbd","NarrativeContent","Lost to Follow-Up","<div></div>","7.3","NarrativeContent_58","SECTION 7.3"
"51b3c5af-809c-457b-814c-9bd0180c8607","NarrativeContent","Trial Stopping Rules","<div></div>","7.4","NarrativeContent_59","SECTION 7.4"
"1a04b7a7-23d4-4952-bce9-15bc2bd4d1a7","NarrativeContent","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","8","NarrativeContent_60","SECTION 8"
"32481a92-21b1-42bd-8133-0a6e74f6ac5a","NarrativeContent","Screening/Baseline Assessments and Procedures","<div></div>","8.1","NarrativeContent_61","SECTION 8.1"
"d9b0f12e-3c5e-4c35-bfab-4da6d04281cd","NarrativeContent","Efficacy Assessments and Procedures","<div></div>","8.2","NarrativeContent_62","SECTION 8.2"
"68c50e56-c0c5-4ee0-ad76-1b3c22db856f","NarrativeContent","Safety Assessments and Procedures","<div></div>","8.3","NarrativeContent_63","SECTION 8.3"
"5222b436-028d-4474-83c0-4fd74e69490f","NarrativeContent","Physical Examination","<div></div>","8.3.1","NarrativeContent_64","SECTION 8.3.1"
"c5ff9f70-7b90-4bcc-91eb-d353480b8da3","NarrativeContent","Vital Signs","<div></div>","8.3.2","NarrativeContent_65","SECTION 8.3.2"
"ad12a90c-2613-49b9-a420-762f916309e8","NarrativeContent","Electrocardiograms","<div></div>","8.3.3","NarrativeContent_66","SECTION 8.3.3"
"fbf29bb6-c421-40e6-affe-1c0039afe39e","NarrativeContent","Clinical Laboratory Assessments","<div></div>","8.3.4","NarrativeContent_67","SECTION 8.3.4"
"d84627ee-e408-4554-906c-3f57f2185c4a","NarrativeContent","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","8.3.5","NarrativeContent_68","SECTION 8.3.5"
"8f34a49b-cd21-4da8-8e75-b13147322838","NarrativeContent","Adverse Events and Serious Adverse Events","<div></div>","8.4","NarrativeContent_69","SECTION 8.4"
"29817e94-b50e-4875-b2bb-ac9fa5a9dfe1","NarrativeContent","Definitions of AE and SAE","<div></div>","8.4.1","NarrativeContent_70","SECTION 8.4.1"
"f4582921-8878-4277-ae95-7b710b076ca4","NarrativeContent","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","8.4.2","NarrativeContent_71","SECTION 8.4.2"
"6e8b3f64-0ce9-4de1-80bc-82cc2a47a2a7","NarrativeContent","Identifying AEs and SAEs","<div></div>","8.4.3","NarrativeContent_72","SECTION 8.4.3"
"8f533c52-3c8f-4e16-abc2-a524c889bc7a","NarrativeContent","Recording of AEs and SAEs","<div></div>","8.4.4","NarrativeContent_73","SECTION 8.4.4"
"6666ae24-89da-470f-945b-7929ebb1a976","NarrativeContent","Follow-up of AEs and SAEs","<div></div>","8.4.5","NarrativeContent_74","SECTION 8.4.5"
"ea589884-2ad2-4d5b-856c-95704490392b","NarrativeContent","Reporting of SAEs","<div></div>","8.4.6","NarrativeContent_75","SECTION 8.4.6"
"590059c7-f52c-4808-9662-cb3b0b54ef9f","NarrativeContent","Regulatory Reporting Requirements for SAEs","<div></div>","8.4.7","NarrativeContent_76","SECTION 8.4.7"
"9a2150b6-92cd-49fc-825f-3be07f823490","NarrativeContent","Serious and Unexpected Adverse Reaction Reporting","<div></div>","8.4.8","NarrativeContent_77","SECTION 8.4.8"
"97892fde-aaa2-4177-8d72-cdec97a5e2f1","NarrativeContent","Adverse Events of Special Interest","<div></div>","8.4.9","NarrativeContent_78","SECTION 8.4.9"
"369380fd-4141-4c84-9475-5d8bcce82ba5","NarrativeContent","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","8.4.10","NarrativeContent_79","SECTION 8.4.10"
"dbe01b68-0f98-455e-ad21-11a5a59cea59","NarrativeContent","Pregnancy and Postpartum Information","<div></div>","8.5","NarrativeContent_80","SECTION 8.5"
"9319ebf7-1924-4ec8-ab37-75f57408e21b","NarrativeContent","Participants Who Become Pregnant During the Trial","<div></div>","8.5.1","NarrativeContent_81","SECTION 8.5.1"
"00ccf180-b0ec-4001-b8b7-530716ca7860","NarrativeContent","Participants Whose Partners Become Pregnant","<div></div>","8.5.2","NarrativeContent_82","SECTION 8.5.2"
"fce8c840-8bd0-4b49-b8a8-bdbb2c79cdb1","NarrativeContent","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","8.6","NarrativeContent_83","SECTION 8.6"
"0e5f7812-6edb-4cae-8535-d2f5248f4661","NarrativeContent","Definition of Medical Device Product Complaints","<div></div>","8.6.1","NarrativeContent_84","SECTION 8.6.1"
"d9028be6-fc14-4ab6-9ac0-fcea0ea04c9f","NarrativeContent","Recording of Medical Device Product Complaints","<div></div>","8.6.2","NarrativeContent_85","SECTION 8.6.2"
"db180e13-c1da-4b0d-ac22-a508f6d0b5a2","NarrativeContent","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","8.6.3","NarrativeContent_86","SECTION 8.6.3"
"52312fcb-4002-4bb7-b2d3-d77744b55f1f","NarrativeContent","Follow-Up of Medical Device Product Complaints","<div></div>","8.6.4","NarrativeContent_87","SECTION 8.6.4"
"8590e751-f315-4661-b69b-51ebb4194ed7","NarrativeContent","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","8.6.5","NarrativeContent_88","SECTION 8.6.5"
"96952e78-3271-4fab-87ce-559de844efee","NarrativeContent","Pharmacokinetics","<div></div>","8.7","NarrativeContent_89","SECTION 8.7"
"79f0bc96-3138-48ab-a1a0-51e1462ccd95","NarrativeContent","Genetics","<div></div>","8.8","NarrativeContent_90","SECTION 8.8"
"c81d1e74-2718-4181-824d-b5ab366c472e","NarrativeContent","Biomarkers","<div></div>","8.9","NarrativeContent_91","SECTION 8.9"
"04a34e74-e65d-4246-a5e3-2e0f7c236afd","NarrativeContent","Immunogenicity Assessments","<div></div>","8.1","NarrativeContent_92","SECTION 8.1"
"1d12693c-58ee-406d-91db-a23344f51929","NarrativeContent","Medical Resource Utilisation and Health Economics","<div></div>","8.1.1","NarrativeContent_93","SECTION 8.1.1"
"56450f9e-acba-46c7-bd70-71ab99ac183a","NarrativeContent","STATISTICAL CONSIDERATIONS","<div></div>","9","NarrativeContent_94","SECTION 9"
"e7c59630-1960-4ab0-af94-0eea412af793","NarrativeContent","Analysis Sets","<div></div>","9.1","NarrativeContent_95","SECTION 9.1"
"bfa8d715-77f0-4e75-a4c3-61b3072a57dd","NarrativeContent","Analyses Supporting Primary Objective(s)","<div></div>","9.2","NarrativeContent_96","SECTION 9.2"
"eb00229f-7830-4785-9bf1-94f737aba6ba","NarrativeContent","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","9.2.1","NarrativeContent_97","SECTION 9.2.1"
"929a1863-cfa6-497e-8ed2-cfca1aacf772","NarrativeContent","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","9.2.2","NarrativeContent_98","SECTION 9.2.2"
"d72c8198-f503-4145-b86d-46a709f54c89","NarrativeContent","Handling of Missing Data","<div></div>","9.2.3","NarrativeContent_99","SECTION 9.2.3"
"3bdda03b-b9a6-4d00-8bfd-55bbc29c0aa9","NarrativeContent","Sensitivity Analysis","<div></div>","9.2.4","NarrativeContent_100","SECTION 9.2.4"
"61f95533-9620-4f21-a61a-d68727b4327b","NarrativeContent","Supplementary Analysis","<div></div>","9.2.5","NarrativeContent_101","SECTION 9.2.5"
"8599a801-c050-4c0e-8315-368d1a8d508a","NarrativeContent","Analysis Supporting Secondary Objective(s)","<div></div>","9.3","NarrativeContent_102","SECTION 9.3"
"b0911475-6801-4d5b-b672-32cadbd651b8","NarrativeContent","Analysis of Exploratory Objective(s)","<div></div>","9.4","NarrativeContent_103","SECTION 9.4"
"2b3409d0-5ab7-4d77-b7b5-e5b078bcdf96","NarrativeContent","Safety Analyses","<div></div>","9.5","NarrativeContent_104","SECTION 9.5"
"37836c71-4f2d-4b94-9904-617ac6dc075d","NarrativeContent","Other Analyses","<div></div>","9.6","NarrativeContent_105","SECTION 9.6"
"dd260a90-7da6-4dfc-ab09-51b5b9aa49ce","NarrativeContent","Interim Analyses","<div></div>","9.7","NarrativeContent_106","SECTION 9.7"
"4fdc90d1-66dd-41dc-adb1-bb609588ffe1","NarrativeContent","Sample Size Determination","<div></div>","9.8","NarrativeContent_107","SECTION 9.8"
"27de68b1-d996-4a25-9ef1-8c6558c2cbde","NarrativeContent","Protocol Deviations","<div></div>","9.9","NarrativeContent_108","SECTION 9.9"
"cad244ec-bcd7-4228-8219-5cae5953524f","NarrativeContent","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","10","NarrativeContent_109","SECTION 10"
"027a4908-41c9-4454-99c4-c8082f739f4f","NarrativeContent","Regulatory and Ethical Considerations","<div></div>","10.1","NarrativeContent_110","SECTION 10.1"
"e297700e-e0c5-44ad-b6fa-4b1bee91cd47","NarrativeContent","Committees","<div></div>","10.2","NarrativeContent_111","SECTION 10.2"
"a195d075-a360-43af-ba43-74462bcb18c9","NarrativeContent","Informed Consent Process","<div></div>","10.3","NarrativeContent_112","SECTION 10.3"
"2038f3f6-9eae-4fe3-b6c0-5d501a5d3993","NarrativeContent","Data Protection","<div></div>","10.4","NarrativeContent_113","SECTION 10.4"
"f97e1286-7383-42c6-9563-98949f5c1ccf","NarrativeContent","Early Site Closure or Trial Termination","<div></div>","10.5","NarrativeContent_114","SECTION 10.5"
"7de44848-443e-4570-8c8e-cab7b3679239","NarrativeContent","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","11","NarrativeContent_115","SECTION 11"
"04a2b275-f031-49c6-a40f-becb248ad807","NarrativeContent","Quality Tolerance Limits","<div></div>","11.1","NarrativeContent_116","SECTION 11.1"
"dc0f7a27-336a-40fd-ae8b-270a6bb2a4d5","NarrativeContent","Data Quality Assurance","<div></div>","11.2","NarrativeContent_117","SECTION 11.2"
"9aaf040e-4927-4e58-a5f5-a0168eaf5f80","NarrativeContent","Source Data","<div></div>","11.3","NarrativeContent_118","SECTION 11.3"
"e047da20-64c7-4c5b-84da-8167c08bf3a0","NarrativeContent","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","12","NarrativeContent_119","SECTION 12"
"f3266f9d-9eb6-4a9d-ad49-6d77aa690212","NarrativeContent","Further Details and Clarifications on the AE Definition","<div></div>","12.1","NarrativeContent_120","SECTION 12.1"
"a36fa048-411e-42db-b372-ce6b29b6b8b5","NarrativeContent","Further Details and Clarifications on the SAE Definition","<div></div>","12.2","NarrativeContent_121","SECTION 12.2"
"18aa4970-e51c-46cf-981f-3b01b4406053","NarrativeContent","Severity","<div></div>","12.3","NarrativeContent_122","SECTION 12.3"
"038c1caf-6338-436e-b5f6-4f2ede9edfcc","NarrativeContent","Causality","<div></div>","12.4","NarrativeContent_123","SECTION 12.4"
"736c5ca4-699f-4499-83b7-0376154513f7","NarrativeContent","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","13","NarrativeContent_124","SECTION 13"
"9fdb21e1-c7b0-45b8-abbb-b5e06dcda0c9","NarrativeContent","Contraception and Pregnancy Testing","<div></div>","13.1","NarrativeContent_125","SECTION 13.1"
"b7a36deb-8bf4-4a19-8284-25801952d206","NarrativeContent","Definitions Related to Childbearing Potential","<div></div>","13.1.1","NarrativeContent_126","SECTION 13.1.1"
"7322f364-ebae-4529-88b8-a90a5b8d3a5b","NarrativeContent","Contraception","<div></div>","13.1.2","NarrativeContent_127","SECTION 13.1.2"
"78913551-5bf0-4145-96b4-2a9ca55e3f3d","NarrativeContent","Pregnancy Testing","<div></div>","13.1.3","NarrativeContent_128","SECTION 13.1.3"
"1973808b-bc0c-4d3b-b6de-49fc071f7cf1","NarrativeContent","Clinical Laboratory Tests","<div></div>","13.2","NarrativeContent_129","SECTION 13.2"
"8059803a-752c-4699-b646-39fc8e46b6a0","NarrativeContent","Country/Region-Specific Differences","<div></div>","13.3","NarrativeContent_130","SECTION 13.3"
"966c569a-3794-4537-ba8b-9f74da20d725","NarrativeContent","Prior Protocol Amendments","<div></div>","13.4","NarrativeContent_131","SECTION 13.4"
"6c3979a3-593a-422e-8248-c43f84144e9a","NarrativeContent","APPENDIX: GLOSSARY OF TERMS","<div></div>","14","NarrativeContent_132","SECTION 14"
"46e95ef6-f630-4702-8653-ab6710a636c8","NarrativeContent","APPENDIX: REFERENCES","<div></div>","15","NarrativeContent_133","SECTION 15"
